path	source_sha256	first_date	current_frontier	founding_source	old_rule	old_disposition	adjudicated_family	corrected_disposition	reason
legacy/root_oneoffs_2026-07-01/depth_selector_verif_analytic.py	520288d6f8069427b00c8e509b91681c840c997432846608a3cbbd3768206c61	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_verif_box_and_tower.py	5c67a10085002c80bda4153217151a45b02d63c7cfdefa1090ad27ea7dbdba63	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_verif_confine.py	099611751ae307aab05a3700ba101dfe148564db9a2c026f71ec7bdb92d17c22	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_verif_ladder.py	75664f13a65df7d9edd7d4e4569ffe3417bfac208ab15c93eb29646eb4a67265	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_verif_quantize.py	872b6da305fbd7510b0aa9675e60d00ee8ddc73ea7f95d7f5473600d8bf204f8	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_verif_truewell.py	1091b77c64430eeac4045409c22e6a3a0a6006c53cbed938063ff4e7c3739efd	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_verif_well.py	42ffeb6c8468f01827f1f2f42db29aca77d9b2ab348923b396f181f7ee2c5486	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/depth_selector_verif_window.py	110d9951820a212264ba5f7877e293e67cee55b9df4ca26d6c3c54827e257570	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/dyn1_nodal_bvp.py	5af32dafd7c701441193dc3f27debaf39bf1ff7e2b7a524902bfcbf8a86ba182	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/dyn1_nodal_explore.py	dd5fa89af934a2318e2e06cc782aeaf3b8a5eca6d2c76e6e0a2b921ea73d57b5	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/dyn1_nodal_profiles.py	f6c1a1106343e2f9e2d69af6293264b63495d7c28aedc51a03db523da1a070d6	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/em_forcing_verify6.py	691516ad813d80b1af780e0ea77faa5129e362ffccb4198cbec0c113e46b8b8d	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/energy_minimizer.py	e3c7608fdfe907094dcccc382f8e52b9db26b816005902039ec1eaa1134debe2	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/ens_scan_2cell.py	b3e808168b6ed0c4abd94d64a4c5ec9b184497622b7af774a18d07ee40d95146	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/ext_scan_verify.py	87ec0b25fce3b48c3d4dc2652b39be0d1d5fe47068f58afe44f1da207e4a4196	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/ext_scan_whole.py	1371080cfda872b8a77cbfe0832327dbda8842235e4ea2f91b6540380d733f81	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/fermion_forcing.py	e04a0ba585cba5b37691e951bed9426b4152640bce8f7ceb67b7ef50f938049a	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/ffv_numeric.py	98a96ece4a3a49bc6a032acc88a7f30fd7483815c249e7bbd0c1449c95afa84c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/full3d_solver.py	60cb13c7723bd85b6c62e63ced4ebc678f5e2e2a649790a035fff64053064270	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gapcloser_axisym_search.py	2ed6b4bf57cf6ad0147ca942c31b43beb18831bacc7dfa7d06a55bff33f145cd	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gapcloser_solver.py	00dcbdd68e3413bfb74b0f0c67fa1887d67e5e66847a55a5d7bdba4002dc111d	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gravity_local_c1_vs_fphiR.py	44d08b18c2cb4b3a708b8da20eb7ed79a036ee46afacd9f6df5b19e4168ae702	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gravity_sector_minisuperspace.py	6931ccc6103ae5ac68588501a8a3244b64b26bdbb94a46d9c91fcf08871dbe0b	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gravity_sector_newvacuum.py	1312d510d07d02d4d0e95c43eb7690d4679e66a03b3edc4b4892c97ca4b6b1f0	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gravity_sector_slaved.py	84b9ac132a63351b4371eaaf6177638296c115d85aef6a91ca43f8e56a4f2cc0	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gravity_sector_vacuum_solve.py	de9d915743ace22c7e69f1f469adab2018898ed7baad9cae920965b555b87709	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/gravity_sector_variation.py	801ecbcdb46aa56c2880ac350ba9b2daeb241599e2209b0e36ddf0956e931bd7	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/h1_types_adversary.py	f2dedfd4384508c7ebef6248d61256239bf0297e25ec3e48a88000873555b7af	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/hbar_a_action_invariance.py	bd959cbe02ebb552551c2dacb4af63cb9ea8f13093232882c658b55ef40db716	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/lepton_soliton_spectrum_mpmath.py	34e6254b8b7c42410291e3656d252baf9fe24becd3e1e744dae3e7eeaef228b5	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/mass_cost_ladder.py	a1660b372851322fdc95c0e6624097c3f4397eba0b9666282853594f37415f63	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/mass_cost_robustness.py	a193c71d1845046c6fd1dd184ffe9b6865e26953175d8620a7b7eb8f33ac4e02	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/micro_mass_shape.py	75d4b5e7b7aea4b76b9e45e415f13a0a00867884ceee9b6219f8fa0305d332f6	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/monodromy_collective_reduction.py	7de13a40ec7c6950219e93031abdf745cef65f63e65749bdae9b763d28a0eeb4	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/monodromy_depth_probe.py	ab183f350d6c313d46907f49d07118c52ebefd69d86244fb9a4428277928fe65	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_active_lane_postulate_ledger_after_tier_c.py	1b8b50812e3a7053ae7cd12a84289a50ab360179bc7e03f44f5ffc46207f035e	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_active_lane_work_order.py	071910a6f760046ad3a4dc90acc70057708296011e47dd5fd223374e14dd3e97	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_boundary_depth_model.py	14978fe15424d31ab0ff9473f45a3c330be5866f61476c39ad4b75fa0a0ecf3b	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_boundary_variation_c1.py	4c4b0d1c6f5a8c00bb0bc554ca501cabba09013080f13df4b5aa1545e5cd4aac	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_catalog_phase2_derrick.py	adb49816b56d55d34bf451a87ce30922ebd2a5ac436d85c39c0727e7236ea379	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_depth_rule_audit.py	c649545afefc3b3b4b4bf54e3f3c1741915a4f8ed3234a67ccfc687904a9cbf3	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_do_not_merge_remaining_gates.py	84d0ca4f2179720ef0614225cccccef2c4470da70a452f4e18169efa58a038c1	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_dtn_calderon_phi0_audit.py	d44b7aee26bbc706af5ef8f041b45d020f1be93cae2331339a34d4dc6f56f64c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_edge_invariant_rank_audit.py	d4709ea346ed3efc92b8fa2cf8e2bc49cdc816ea050e40e501f2755bcbe8dc97	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_edge_quantum_current_status.py	4b77d77e038ac440376f4da730559cb65aeec0bc04837fd3951624b211745201	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_epsilon_cascade.py	7e0bf2d7f1611d1fd241c982ba226774d2721bd09f240ad622b54d953150ed0c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_exact_maxwell_phi0_mismatch.py	d236d242c30d0e7385bbb0929f8a2277532a362a6453c0450f6bfeb63d675047	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_flux_topology.py	146736b50c53e8482580f31f6fb5452d87d0d04e60c41144a438c463e22ad007	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_frame_gauge_audit.py	a10d16f2ec953182e96b457f111b68940e29724cbe4094fa5ccd6e5d2bdb0bf3	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_h1_selection_burden_shift.py	e091416acac8d617243b68971f4aa0ea9041d41299356ecaf2f31b957d66dbcf	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_interface_frame_share_audit.py	e1b3fbb658667577991bb5b1e2fc5512751fa8bfe505e33dbcc402843f21b57f	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_lepton_ratio_diagnostic_lane.py	c6ce99e46080af6cf7b1fb27568f1c2ac00690de65a0b702fbd762298c539679	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_log_slope_flow_audit.py	c448ad76a26b111e94620f07ff4804e0af416dc070b00e5f6705139f6383e1d8	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_matter_step_audit.py	269f3d4dfbc51aa1cddc7d93a14843228115dacb2fb8782fcdf4668a61e1ae1c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_metric_discovery_ledger.py	913d041368c2deb7ed8b0900efd432746fdc53b0c08931981e5df20959b2e71d	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_metric_fanout_atlas.py	99965c86393cd2fc72f97c5cf28ed4d108af51c134d3860d10f10ad0dec4f54e	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_metric_operator_vs_clock_split.py	58454a86f6daafa581c37e2e483f307dc40d17d501b3d57196f5deaf0fb1eef5	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_metric_uncovered_vs_missing_split.py	8b5798aed4e384db4896e74f4536e06f7f9962ee990787641355e159f176db1e	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_orchestra_ablation.py	4595f57295a52a2abe0d7009d842984f69bafc62a7eeeeadd9773807310f9bf8	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_orchestra_ponder_gate_scan.py	4458671d0d3abb77ef6eee5d91fb63f2cdeffa3031f2ccd9dcdf874d9213bece	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_p_phi0_active_lane_payload.py	95155d87b305227702ebc5e949f7dadb3e08f4ab07d3db2928c83eac16edc9a6	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_phi0_metric_identity_ponder.py	066c2ac6616fe2b623be6fa6fbba0785df5ceee70668abd0162ae4059e11b45a	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_phi0_shell_stress_signature.py	4b0119b9c04e51fee937d4bbeaac1f4677025ce6c58de588ddcea49cfa15d41e	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_phi_law_routes_AD.py	9526653181dd4d81ee636bc7b3d7a67f6b65835a08f580a0ec382eb68aaedbe1	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
