current_path	relationship	primary_owner	artifact_type	physics_status_source	frozen_manifest_status	migration_readiness
simple_metric_L_wall_regularity_closure_out.json	PRIMARY	MACRO	JSON	CANON.md:450	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_L_wall_regularity_closure_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:347,394;HANDOFF.md:82;CANON.md:450	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_Pell_mass_lock_derive.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:270	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
simple_metric_R1_path_ops_observe.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_R1_path_proper_MAP.md;simple_metric_R1_path_proper_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_R1_path_ops_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_R1_path_proper_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_R1_path_proper_MAP.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_R1_path_proper_MAP.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_R1_path_proper_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:289	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S1_vacuum_space.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S1_vacuum_space_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S1_vacuum_space_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_S1_vacuum_space_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S1_vacuum_space_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S1_vacuum_space_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S2_sourced_space.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S2_sourced_space_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S2_sourced_space_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_S2_sourced_space_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S2_sourced_space_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S2_sourced_space_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S3_native_dust_ceiling.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S3_native_dust_ceiling_results.md;simple_metric_S4_action_multiprobe_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S3_native_dust_ceiling_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S3_native_dust_ceiling_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S3_native_dust_ceiling_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S4_action_multiprobe_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S4_action_multiprobe_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S4_reconcile_critical.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S3_native_dust_ceiling_results.md;simple_metric_S4_reconcile_critical_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S4_reconcile_critical_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S4_reconcile_critical_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S4_reconcile_critical_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S5_reopened_space.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S5_reopened_space_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S5_reopened_space_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S5_reopened_space_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S5_reopened_space_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S6_deeper_census.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S6_deeper_census_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S6_deeper_census_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S6_deeper_census_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S6_deeper_census_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S7_Aprimary_space.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S7_Aprimary_space_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_S7_Aprimary_space_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S7_Aprimary_space_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S7_Aprimary_space_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
research/macro/simple_metric_S8_action_provenance_note.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_S8_action_provenance_note.md	NOT_FROZEN_OR_MANIFEST	MOVE_READY
simple_metric_S9_native_action_honesty.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_S9_native_action_honesty_results.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_S9_native_action_honesty_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_S9_native_action_honesty_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:302;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:10	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	IMMUTABLE_PATH
simple_metric_SNe_shape_clue_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_SNe_shape_clue_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_SNe_shape_clue_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_SNe_shape_clue_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_WR_L_center_invariants_second_pass_results.md	PRIMARY	MACRO	MARKDOWN	INDEX.md:68;CANON.md:475	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_WR_L_center_nogo_atlas_results.md	PRIMARY	MACRO	MARKDOWN	INDEX.md:67;CANON.md:475	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_WR_L_center_recenter_exclusion_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:397;HANDOFF.md:93;INDEX.md:69;CANON.md:486	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_WR_L_external_triple_blind_audit_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:350;HANDOFF.md:77;CANON.md:455	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_alpha_restoring_probe_results.md	PRIMARY	MACRO	MARKDOWN	INDEX.md:74	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_angular_on_L_multipole.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_angular_on_L_multipole_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_angular_on_L_multipole_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_angular_on_L_multipole_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_angular_on_L_multipole_results.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_angular_on_solution_space_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:358	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_angular_timelive_L.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_angular_timelive_L_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_angular_timelive_L_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_angular_timelive_L_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_angular_timelive_L_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_asymptotics.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:SIMPLE_METRIC_MACRO.md;simple_metric_asymptotics_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_asymptotics_data.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_asymptotics_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_asymptotics_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_asymptotics_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_cf_process_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_bao_cf_process_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_disk_inventory_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_disk_inventory_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_disk_inventory_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_bao_disk_inventory_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_lya_cf_peaks_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_cf_process_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_lya_constrained_fit_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_proper_pass_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_lya_fullfit_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_proper_pass_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_process_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_cf_process_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_proper_pass_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:375	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_bao_pure_AP_character_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:373	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_bao_pure_AP_eboss_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_pure_AP_character_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_bao_pure_AP_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_bao_pure_AP_character_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_c_analogy_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:178	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_c_analogy_rederive_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_c_analogy_rederive_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_cascade_C2_C5_J1.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:223	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_center_dS_external_verify_pass_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:413;INDEX.md:72;CANON.md:499	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_continue_hard_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_local_cavity_HG_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_cross_sector_root_check.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:252	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
simple_metric_dS_native_any_alpha_closed_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:411;INDEX.md:73;CANON.md:512	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_distance_profile_dimensional_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:264	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
simple_metric_dotted_line.py	PRIMARY	MACRO	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
simple_metric_dotted_line_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_elegance_SNe_character_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_elegance_SNe_character_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_elegance_uncover.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_ELEGANCE_UNCOVER.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_elegance_uncover_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_freeDA_lowz_observe.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_freeDA_lowz_observe_results.md;simple_metric_freeDA_unquarantine_HUNT.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_freeDA_lowz_observe_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_freeDA_lowz_observe_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:256	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_freeDA_unquarantine_HUNT.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:255	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_hard_explore_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_hard_explore_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_hard_explore_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:360	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_hyperbolic_J1.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_J1_build_results.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
simple_metric_hyperbolic_derive.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:217	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
simple_metric_hyperbolic_refine_AGENDA.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_hyperbolic_refine_AGENDA.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
simple_metric_kaleidoscope_K1_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K1_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K1_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K2_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_K2_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K2_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K2_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K2b_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K3_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_K3_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K3_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K3_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K4_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_K4_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_K4_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_kaleidoscope_K4_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:367;INDEX.md:93	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_kaleidoscope_MINE_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_kaleidoscope_MINE_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_kaleidoscope_MINE_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:367;INDEX.md:93	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_kinetic_ledger.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:200	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_legacy_double_fix_side_excursion.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_legacy_double_fix_side_excursion.md	NOT_FROZEN_OR_MANIFEST	MOVE_READY
simple_metric_local_cavity_HG_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:360	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_lowz_linear_native_derive.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_lowz_linear_native_derive.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
simple_metric_macro_elegance_ZOOM.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:297	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_mass_xmax_cascade.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:220,221;INDEX.md:97	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_matter_asymptotics.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_matter_asymptotics_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_matter_asymptotics_data.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_matter_asymptotics_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_matter_asymptotics_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_matter_asymptotics_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_mine_EH_constraint.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_mine_EH_constraint_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_mine_EH_constraint_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_mine_EH_constraint_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_mine_EH_constraint_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_mine_SSS_Einstein.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_mine_SSS_Einstein_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_mine_SSS_Einstein_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_mine_SSS_Einstein_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_mine_SSS_Einstein_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_mine_junction.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_mine_junction_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_mine_junction_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_mine_junction_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:312	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_near_miss_explore_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:195	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_operator_inspiration_SEARCH.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:189	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_operator_inventory.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:178	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_pantheon_xmax_fit.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_pantheon_xmax_fit_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_pantheon_xmax_fit_fullcov.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_elegance_SNe_character_results.md;simple_metric_pantheon_xmax_fit_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_pantheon_xmax_fit_fullcov_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_pantheon_xmax_fit_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_pantheon_xmax_fit_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_pantheon_xmax_fit_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_pantheon_xmax_fit_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:228;MEMORY.md:37	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_path_areal_split_observe.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_path_areal_split_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_path_areal_split_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_path_areal_split_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_path_areal_split_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:268	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_promising_candidates_ZOOM.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:333	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_promising_candidates_zoom.py	PRIMARY	MACRO	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
simple_metric_promising_candidates_zoom_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_relational_rooms_continue.py	PRIMARY	MACRO	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
simple_metric_relational_rooms_continue_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_relational_rooms_continue_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_relational_rooms_continue_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:326	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_rooms_filled_local.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_NATURE_LEAN_FRAME.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_rooms_filled_local_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_rooms_filled_local_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_rooms_filled_local_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:325	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_root_upstream_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:244	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
