current_path	relationship	primary_owner	artifact_type	physics_status_source	frozen_manifest_status	migration_readiness
noNull_hess_residual_diag.py	PRIMARY	PARTICLE_MASS	PYTHON	LIVE.md:112	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_nk_converged_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_nk_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:codex_rehearsal_final.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_nk_traj.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:codex_rehearsal_final.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_phaseG_mass.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:13	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_phaseG_mass_ALL.json	PRIMARY	PARTICLE_MASS	JSON	LIVE.md:75	NOT_FROZEN_OR_MANIFEST	BLOCKED
noNull_phaseG_mass_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:10,63;HANDOFF.md:64;INDEX.md:6	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_phaseG_mass_verify.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_precond.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:11	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
noNull_relax_lbfgs_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_relax_lbfgs_traj.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_residual_decomp.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:archive/LIVE_h3_stability_layers_2026-07-11_12.md;stability_branch_follow_256_DECISION.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_residual_modes.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:archive/LIVE_h3_stability_layers_2026-07-11_12.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_resolve.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:11	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_resolve_U1deflated_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_resolve_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:codex_rehearsal_final.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_resolve_undeflated_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_schur_inertia.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_schur_inertia.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:12	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_schur_inertia_ALL.json	PRIMARY	PARTICLE_MASS	JSON	LIVE.md:135;HANDOFF.md:63;INDEX.md:9	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_schur_inertia_N128.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_schur_inertia_N192.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_schur_inertia_N256.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_schur_verify.json	PRIMARY	PARTICLE_MASS	JSON	LIVE.md:136	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_schur_verify.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:12	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
noNull_schur_verify_output.txt	PRIMARY	PARTICLE_MASS	TEXT	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_stability_evidence.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:verifier_evidence_2026-07-14/perturbation_bound_algebra_note.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
noNull_virial_identity_derivation.md	PRIMARY	PARTICLE_MASS	MARKDOWN	HANDOFF.md:64;INDEX.md:8	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
node_H1_hopfion_compactification_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:node_H1_hopfion_compactification_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
node_H3_hopfion_solve_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:node_H3_hopfion_solve_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
node_R0_defect_coherence_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	NEGATIVES_REGISTRY.md:75	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
phase1_geon_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	NEGATIVES_REGISTRY.md:2057	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
round_matter_reduction_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:round_matter_reduction_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
seal_matching_junction_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:seal_matching_junction_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
stability_branch_follow_256.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;stability_branch_follow_256_DECISION.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
stability_branch_follow_256_DECISION.md	PRIMARY	PARTICLE_MASS	MARKDOWN	LIVE.md:11,155;MEMORY.md:24	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
stability_branch_follow_256_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
stability_checkerboard_audit.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:archive/LIVE_h3_stability_layers_2026-07-11_12.md;stability_branch_follow_256_DECISION.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
stability_checkerboard_audit_out.json	PRIMARY	PARTICLE_MASS	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
stability_eigenmode_256.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:archive/LIVE_h3_stability_layers_2026-07-11_12.md;stability_branch_follow_256_DECISION.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
stability_eigenmode_256_out.json	PRIMARY	PARTICLE_MASS	JSON	DEPENDENCY_STATUS_SOURCE:stability_branch_follow_256_DECISION.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
stability_filter_miniMAP.md	PRIMARY	PARTICLE_MASS	MARKDOWN	CANON.md:317	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
stability_operator_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	CANON.md:317	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
stability_stage2_results.md	PRIMARY	PARTICLE_MASS	MARKDOWN	CANON.md:318	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	SECONDARY_CONSUMER	MACRO	MARKDOWN	LIVE.md:430;HANDOFF.md:101;INDEX.md:81;MEMORY.md:69	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
universe_cell_T2_identities_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	SELF_STATUS_BANNER:universe_cell_T2_identities_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
universe_cell_fold_jc_sigma_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	CANON.md:240,250,374	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
universe_cell_vacuum_impossibility_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	NEGATIVES_REGISTRY.md:151	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
verify_f2d_virial_step0.py	PRIMARY	PARTICLE_MASS	PYTHON	DEPENDENCY_STATUS_SOURCE:f2d_virial_step0_results.md;round_matter_reduction_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_noNull_behavioral_F.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:37	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_noNull_boundary_virial.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:14	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_noNull_phaseG_mass.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:13	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_virial_identity_cas.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md:14	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_virial_identity_cas_output.txt	PRIMARY	PARTICLE_MASS	TEXT	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
verify_xmax_mass_optics.py	PRIMARY	PARTICLE_MASS	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
w8_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	NEGATIVES_REGISTRY.md:735	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
