atlas	source_id	source_label	local_foundation_status	conditional_branch_status	csn_quotient_key	reason	source_table	source_table_sha256
SPLIT_FIRST_JET	K08	NONINTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_0_TWIST_1	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K09	INTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_1_TWIST_0	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K10	NONINTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_1_TWIST_1	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K11	INTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_2_TWIST_0	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
SPLIT_FIRST_JET	K12	NONINTEGRABLE	REPRESENTATIVE_WITNESS_RETAINED	CONDITIONAL_SUPPLIED_SPLIT	SHEAR_2_TWIST_1	expansion is identified along the common-scale orbit while shear and twist ranks remain	SPLIT_FIRST_JET_STRATA.tsv	7a16604107c1c28d681a078a23d8363ecf7f58ca57582ec840c291254b8336c0
CURVATURE_RANK	R0	0	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Schouten translation can change full curvature-operator rank	CURVATURE_OPERATOR_RANK_STRATA.tsv	52646f7557c0a0dc8cc2320389d79f50a912e8fb4537b08418cc770e770103cf
CURVATURE_RANK	R1	1	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Schouten translation can change full curvature-operator rank	CURVATURE_OPERATOR_RANK_STRATA.tsv	52646f7557c0a0dc8cc2320389d79f50a912e8fb4537b08418cc770e770103cf
CURVATURE_RANK	R2	2	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Schouten translation can change full curvature-operator rank	CURVATURE_OPERATOR_RANK_STRATA.tsv	52646f7557c0a0dc8cc2320389d79f50a912e8fb4537b08418cc770e770103cf
CURVATURE_RANK	R3	3	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Schouten translation can change full curvature-operator rank	CURVATURE_OPERATOR_RANK_STRATA.tsv	52646f7557c0a0dc8cc2320389d79f50a912e8fb4537b08418cc770e770103cf
CURVATURE_RANK	R4	4	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Schouten translation can change full curvature-operator rank	CURVATURE_OPERATOR_RANK_STRATA.tsv	52646f7557c0a0dc8cc2320389d79f50a912e8fb4537b08418cc770e770103cf
CURVATURE_RANK	R5	5	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Schouten translation can change full curvature-operator rank	CURVATURE_OPERATOR_RANK_STRATA.tsv	52646f7557c0a0dc8cc2320389d79f50a912e8fb4537b08418cc770e770103cf
CURVATURE_RANK	R6	6	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Schouten translation can change full curvature-operator rank	CURVATURE_OPERATOR_RANK_STRATA.tsv	52646f7557c0a0dc8cc2320389d79f50a912e8fb4537b08418cc770e770103cf
RICCI_RANK	C0	0	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Ricci belongs to the representative-dependent Schouten sector	RICCI_ENDOMORPHISM_RANK_STRATA.tsv	39640b391d52a333ea1402642688fc1e427fafa7931b39fe9fb0d7eec4359338
RICCI_RANK	C1	1	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Ricci belongs to the representative-dependent Schouten sector	RICCI_ENDOMORPHISM_RANK_STRATA.tsv	39640b391d52a333ea1402642688fc1e427fafa7931b39fe9fb0d7eec4359338
RICCI_RANK	C2	2	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Ricci belongs to the representative-dependent Schouten sector	RICCI_ENDOMORPHISM_RANK_STRATA.tsv	39640b391d52a333ea1402642688fc1e427fafa7931b39fe9fb0d7eec4359338
RICCI_RANK	C3	3	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Ricci belongs to the representative-dependent Schouten sector	RICCI_ENDOMORPHISM_RANK_STRATA.tsv	39640b391d52a333ea1402642688fc1e427fafa7931b39fe9fb0d7eec4359338
RICCI_RANK	C4	4	REPRESENTATIVE_WITNESS_RETAINED_NOT_QUOTIENT_LABEL	CONDITIONAL_4D_METRIC_ARENA	UNDEFINED_ON_CSN_QUOTIENT	Ricci belongs to the representative-dependent Schouten sector	RICCI_ENDOMORPHISM_RANK_STRATA.tsv	39640b391d52a333ea1402642688fc1e427fafa7931b39fe9fb0d7eec4359338
PETROV	W01	I	SURVIVES_PRE_SCALE_LOCAL_QUOTIENT	CONDITIONAL_4D_LORENTZ_CLASSIFICATION	PETROV_I	positive common scaling preserves algebraic type	PETROV_STRATA.tsv	803a56d3fa3837048b07f6990422dd4fccdc0b1653bdc74ecf0124fa9f5ba31d
PETROV	W02	D	SURVIVES_PRE_SCALE_LOCAL_QUOTIENT	CONDITIONAL_4D_LORENTZ_CLASSIFICATION	PETROV_D	positive common scaling preserves algebraic type	PETROV_STRATA.tsv	803a56d3fa3837048b07f6990422dd4fccdc0b1653bdc74ecf0124fa9f5ba31d
PETROV	W03	II	SURVIVES_PRE_SCALE_LOCAL_QUOTIENT	CONDITIONAL_4D_LORENTZ_CLASSIFICATION	PETROV_II	positive common scaling preserves algebraic type	PETROV_STRATA.tsv	803a56d3fa3837048b07f6990422dd4fccdc0b1653bdc74ecf0124fa9f5ba31d
PETROV	W04	III	SURVIVES_PRE_SCALE_LOCAL_QUOTIENT	CONDITIONAL_4D_LORENTZ_CLASSIFICATION	PETROV_III	positive common scaling preserves algebraic type	PETROV_STRATA.tsv	803a56d3fa3837048b07f6990422dd4fccdc0b1653bdc74ecf0124fa9f5ba31d
PETROV	W05	N	SURVIVES_PRE_SCALE_LOCAL_QUOTIENT	CONDITIONAL_4D_LORENTZ_CLASSIFICATION	PETROV_N	positive common scaling preserves algebraic type	PETROV_STRATA.tsv	803a56d3fa3837048b07f6990422dd4fccdc0b1653bdc74ecf0124fa9f5ba31d
PETROV	W06	O	SURVIVES_PRE_SCALE_LOCAL_QUOTIENT	CONDITIONAL_4D_LORENTZ_CLASSIFICATION	PETROV_O	positive common scaling preserves algebraic type	PETROV_STRATA.tsv	803a56d3fa3837048b07f6990422dd4fccdc0b1653bdc74ecf0124fa9f5ba31d
