target	source	line	column	source_immutability	operational_scope	reference_role	corrected_scanner	literal_git_grep	agreement
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14810	77	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14810	101	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14824	79	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14824	103	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14841	82	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14841	106	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	16166	68	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	16166	92	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	8	323	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	88	267	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	91	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	123	235	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	1097	672	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	1098	668	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F4_seal_boundary_MAP.md	seal_junction_condition_results.md	5	12	HARD_FROZEN_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	archive/COMPLETION_PROGRAM.md	28	49	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	macro_universe_native_MAP.md	14	23	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	macro_universe_native_MAP.md	74	2	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	178	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	179	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	180	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	181	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	182	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1821	64	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1821	104	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8940	63	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8940	103	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	8	347	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	89	314	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	94	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	98	370	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	774	353	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	775	326	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	46	460	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	46	694	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	41	478	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	74	517	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	76	573	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	100	597	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	101	570	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	162	544	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	511	547	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	516	531	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	639	46	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	649	166	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	650	167	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	671	526	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	672	549	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	674	531	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/PREMOVE_ADJUDICATION_REPORT.md	42	111	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/PREMOVE_ADJUDICATION_REPORT.md	42	345	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/R1A_AUDIT_REPORT.md	96	119	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_ADJUDICATION.tsv	46	460	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_ADJUDICATION.tsv	46	694	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_ADJUDICATION.tsv	46	813	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	41	414	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	74	408	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	76	464	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	100	468	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	101	441	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	163	428	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	520	483	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	525	467	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	649	46	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	659	102	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	660	103	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	681	462	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	682	485	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	684	467	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	649	46	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	169	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	170	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	171	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	172	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	173	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1803	64	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1803	104	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	8906	63	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	8906	103	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12084	72	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12084	112	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13164	75	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13164	115	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14634	80	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14634	120	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14677	76	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14677	116	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14868	84	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14868	124	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	8	347	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	88	291	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	92	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	96	280	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	763	354	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F5_critical_universe_closure_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	764	326	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	archive/COMPLETION_PROGRAM.md	31	55	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	183	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	184	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	185	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	186	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	187	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	188	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	189	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	190	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	191	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	192	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	193	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	194	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	195	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	196	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	197	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	198	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	199	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	200	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	201	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	202	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	203	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	204	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1822	64	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1822	97	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	89	354	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	95	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	98	410	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	131	257	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	74	557	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	76	613	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	511	587	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	672	589	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
F6_postulate_A_ledger_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	74	448	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
