target	source	line	column	source_immutability	source_formally_frozen	forensic_scope	operational_scope	reference_role	line_excerpt
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_MAP.md	14	34	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; `LIVE.md` and `CANON.md` remain untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_VERIFY_DISPATCH.md	6	76	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	the metric-topology conclusion. Evidence only: do not update `LIVE.md` or `CANON.md`, do not begin
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_METRIC_CURVATURE_DERIVATION_RESULTS.md	16	34	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; `LIVE.md` and `CANON.md` untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_METRIC_CURVATURE_MAP.md	13	31	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; LIVE.md and CANON.md remain untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_METRIC_CURVATURE_VERIFY_DISPATCH.md	6	69	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	metric. This is an evidence-only audit. Do not update `LIVE.md` or `CANON.md`, do not start F/G, and
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_MAP.md	160	30	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	- Do not alter `LIVE.md` or `CANON.md` or begin F/G.
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_VERIFY_DISPATCH.md	16	28	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	Do not alter `LIVE.md` or `CANON.md`, adopt common-scale neutrality, bank an action, start F/G, or
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_MAP.md	13	31	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; LIVE.md and CANON.md remain untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_VERIFY_DISPATCH.md	23	25	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	QUALIFIED_PATH_SUFFIX	electron, alter LIVE.md/CANON.md, or start numerics.
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_SMOOTH_BOOTSTRAP_SUBSTRATE_CLOSURE_DERIVATION_RESULTS.md	17	34	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; `LIVE.md` and `CANON.md` untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_SMOOTH_BOOTSTRAP_SUBSTRATE_CLOSURE_MAP.md	14	34	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; `LIVE.md` and `CANON.md` untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_SMOOTH_BOOTSTRAP_SUBSTRATE_CLOSURE_VERIFY_DISPATCH.md	14	44	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	Evidence only. Do not update `LIVE.md` or `CANON.md`, replace WR-L, load empirical density values, or
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_DERIVATION_RESULTS.md	16	34	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; `LIVE.md` and `CANON.md` untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_MAP.md	14	34	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| Banking | None; `LIVE.md` and `CANON.md` remain untouched |
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_VERIFY_DISPATCH.md	7	22	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	update `LIVE.md` or `CANON.md`, start GPU numerics, or identify the macro seat mismatch as matter.
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_WRL_OFFSHELL_PROVENANCE_VERIFY_DISPATCH.md	6	65	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	is analytic CPU work.  Do not run GPU numerics, edit `LIVE.md`/`CANON.md`, or bank a native action.
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_WRL_SCAFFOLD_NATIVE_ACTION_SEPARATION_MAP.md	138	30	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	- Do not alter `LIVE.md` or `CANON.md` or begin F/G.
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_WRL_SCAFFOLD_NATIVE_ACTION_SEPARATION_VERIFY_DISPATCH.md	25	28	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	Do not alter `LIVE.md` or `CANON.md`, demote existing canon, invent a repair action, or start F/G.
CANON.md	archive/native_action_chat_2026-07-14_15/UDT_WRL_SOLUTION_SPACE_CLOSURE_VERIFY_DISPATCH.md	8	46	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	Do not bank a conclusion, edit `LIVE.md` or `CANON.md`, start F/G, or merge the macro and particle
CANON.md	archive/theta_bc_provenance_results.md	175	2	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	`CANON.md:121-122`):
CANON.md	archive/theta_bc_provenance_results.md	183	18	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	- CANON itself, `CANON.md:138-141`: the pure topological n=x/r (Theta independent
CANON.md	archive/theta_bc_provenance_results.md	316	6	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	(`CANON.md:121`, `native_skyrme_derive.py`) is 3-component and that varying
CANON.md	archive/theta_bc_provenance_results.md	346	62	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	Theta condition; pure n=x/r (Theta=pi/2) carries degree-1 (CANON.md:138-141).
CANON.md	archive/w8_catalog_problem.md	41	60	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	exactly (w8a-1b). rho = r is THEOREM-GRADE (R-areal canon, CANON.md,
CANON.md	codex_rehearsal_transcript.txt	556	155	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- Earlier: C-2026-06-14-1, C-2026-06-18-1, finite-cell / R-areal (C-2026-06-10-*), seal sector split C-2026-07-04-1, P16 C-2026-07-05-1 — full text in **`CANON.md`**.
CANON.md	codex_rehearsal_transcript.txt	624	59	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- `simple_metric_L_wall_regularity_closure_results.md` · `CANON.md` C-2026-07-09-1 / 1a
CANON.md	codex_rehearsal_transcript.txt	665	5	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	4. `CANON.md` / `NEGATIVES_REGISTRY.md` when load-bearing
CANON.md	codex_rehearsal_transcript.txt	676	18	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- Full canon: **`CANON.md`**.
CANON.md	codex_rehearsal_transcript.txt	1050	75	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	**Record discipline:** preserve unrelated dirt; do not edit `LIVE.md` or `CANON.md`; do not overwrite any certified
CANON.md	codex_rehearsal_transcript.txt	1169	105	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	Amend only `noNull_boundary_virial_results.md` and, if necessary, an evidence erratum—not `LIVE.md` or `CANON.md`:
CANON.md	codex_rehearsal_transcript.txt	1911	82	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	compact outputs, verifier output, raw logs, and manifests.  Leave `LIVE.md` and `CANON.md` untouched.
CANON.md	codex_rehearsal_transcript.txt	3093	7	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	5. **`CANON.md`** / **`NEGATIVES_REGISTRY.md`** as needed
CANON.md	codex_rehearsal_transcript.txt	3104	27	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	| L form (canon+audit) | `CANON.md` **C-2026-07-09-1/1a**, WR-L results, external audit |
CANON.md	codex_rehearsal_transcript.txt	3143	6	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- **`CANON.md`** — Charles-canonized statements (append-only)
CANON.md	codex_rehearsal_transcript.txt	3557	68	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	`LIVE.md` topmost `CURRENT STATE` remains the frontier authority. `CANON.md` is untouched. Preserve all
CANON.md	codex_rehearsal_transcript.txt	3672	29	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	no frontier advance and no `CANON.md` change.
CANON.md	grok/quarantine_free_DA/macro_sector_fork_resolution.md	3	102	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	> R1/R2 derivations. Its durable outputs (R-areal, finite-cell, 1+z=e^φ) are canonized separately in CANON.md; the
CANON.md	i_flow_hbar_clock_MAP.md	172	65	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	which by canon is the pure t→−t mirror, **explicitly NOT P×T** (CANON.md:371-378) — so the T-even
CANON.md	i_flow_hbar_clock_MAP.md	175	2	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	(CANON.md:391-393); so this line is a DISFAVORING, not a settled forbidding. **The verdict does not rest
CANON.md	legacy/root_oneoffs_2026-07-01/topo_doubling_fork.py	23	38	RUNTIME_OR_MANIFEST_IMMUTABLE	NO	YES	YES	ROOT_BASENAME_REFERENCE	CANON (C-2026-06-10-1, -2, read from CANON.md):
CANON.md	macro_universe_native_MAP.md	75	94	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	`cosine_native_reconciliation_results.md` (the cosine = cell reduction; its new SCOPE NOTE); CANON.md C-2026-06-10-2
CANON.md	matter_carrier_provenance_audit_results.md	13	37	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| **Re-run** | Read C-2026-06-14-1 (CANON.md:116-165) + C-2026-06-18-1 (CANON.md:186-230) + `F2_matter_action_forcedness_results.md` §6 (F2-1, C-F2-b). |
CANON.md	matter_carrier_provenance_audit_results.md	13	73	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| **Re-run** | Read C-2026-06-14-1 (CANON.md:116-165) + C-2026-06-18-1 (CANON.md:186-230) + `F2_matter_action_forcedness_results.md` §6 (F2-1, C-F2-b). |
CANON.md	microphysics_after_concentric_failure_MAP.md	37	39	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	fixes a natural defect size √(κ/ξ) (CANON.md:167-184; regrade_S2_defect_2026-07-04) INDEPENDENT of any
CANON.md	microphysics_reentry_omega_reframe_MAP.md	42	3	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	(`CANON.md:211-217`).
CANON.md	microphysics_reentry_omega_reframe_MAP.md	82	93	SOFT_EVIDENCE_PATH_ONLY_SOURCE	NO	YES	YES	ROOT_BASENAME_REFERENCE	| P8 | Static (∂_t=0) | **FREE (currently CHOSEN)** | canon lists time-dependence as FREE (`CANON.md:211-217`). The reframe RELEASES this. |
CANON.md	n5d_stage2_MS_boundary_selector_audit_results.md	54	50	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	`φ(r_s)=0` with `φ'` FREE (canon C-2026-07-04-1 `CANON.md:373`; permits, does not force, q≠0 —
CANON.md	native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt	79	74	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/LAUNCH_SCRIPT.sh	35	44	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	--ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/LAUNCH_SCRIPT.sh	35	61	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	--ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	304	8	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	packet/CANON.md: OK
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	438	1	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	CANON.md: OK
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	928	15	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	265\t- A1: `CANON.md` — C-2026-06-18-1 (metric derivation), finite-cell canon, and
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	1215	93	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	147\t- **CANONIZED / BINDING INPUT** for the static `phi` sector—authority and evidence: `CANON.md`,
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	3026	86	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- **CANONIZED / BINDING INPUT** for the static `phi` sector—authority and evidence: `CANON.md`,
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	5493	12	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	37\t1. `CANON.md`: scope-tagged canon and status ledger.
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	5920	8	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	16\tCANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	5966	51	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	23\t  --ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	5966	68	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	23\t  --ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	6235	26	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	2\tA1-A5 leading set\tCANON.md\tAppend-only Charles-canon ledger; scope-tagged authority\tScoped kinematic, finite-cell, carrier, macro, and status ledger\tCONFIRMS reciprocal kinematics/finite-cell scope; NO-CHANGE to action, completion, boundary, or mass underdetermination\tSURVIVING\tOnly statements in their recorded scope are used; unenumerated citations were not imported.
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	6369	74	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	1\t5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	6685	78	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	34\t- `Reciprocal determinant-one / exponential kinematics`: `CONFIRMS`. `CANON.md`, the reciprocal-c conformal-action file, and the founding-to-dynamics file all support the Stage-I claim that positional dilation plus reciprocity can fix reciprocal kinematics while leaving further dynamics open.
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	6950	8	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	16\tCANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	6997	51	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	23\t  --ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	6997	68	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	23\t  --ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	7051	14	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	2\tA1-A5\tCANON.md\tCANON / Charles canonized / append-only\towner-canon ledger for foundational and later status rulings\tprimary historical foundation cited in D0-D5; later refinements re-audited here\tSURVIVING\tUse with its own scope lines and later clarifications; does not by itself close Q1/Q2/Q3.
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	7185	74	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	1\t5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	7526	21	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	514 35011 /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	7662	31	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	/bin/bash -lc 'nl -ba /packet/CANON.md
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	8932	44	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	13\t| **Re-run** | Read C-2026-06-14-1 (CANON.md:116-165) + C-2026-06-18-1 (CANON.md:186-230) + `F2_matter_action_forcedness_results.md` §6 (F2-1, C-F2-b). |
CANON.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	8932	80	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	13\t| **Re-run** | Read C-2026-06-14-1 (CANON.md:116-165) + C-2026-06-18-1 (CANON.md:186-230) + `F2_matter_action_forcedness_results.md` §6 (F2-1, C-F2-b). |
CANON.md	native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv	7	55	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	P06\tMixed; includes 2026-06-10 and 2026-06-18 entries\tCANON.md\tMIXED_DATE\tPre-July content may identify failures/counterexamples only; later entries remain status-scoped\tNo pre-July affirmative dependence; current C1 restatement supplies finite-cell and kinematic authority\tOld canon is not used to bypass the firewall
CANON.md	native_action_stage1_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	289	86	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- **CANONIZED / BINDING INPUT** for the static `phi` sector—authority and evidence: `CANON.md`,
CANON.md	native_action_stage1_2026-07-18/arm_A/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	147	86	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- **CANONIZED / BINDING INPUT** for the static `phi` sector—authority and evidence: `CANON.md`,
CANON.md	native_action_stage1_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	299	86	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- **CANONIZED / BINDING INPUT** for the static `phi` sector—authority and evidence: `CANON.md`,
CANON.md	native_action_stage1_2026-07-18/arm_B/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	147	86	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	- **CANONIZED / BINDING INPUT** for the static `phi` sector—authority and evidence: `CANON.md`,
CANON.md	native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6.md	37	5	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	1. `CANON.md`: scope-tagged canon and status ledger.
CANON.md	native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv	2	19	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	A1-A5 leading set\tCANON.md\tAppend-only Charles-canon ledger; scope-tagged authority\tScoped kinematic, finite-cell, carrier, macro, and status ledger\tCONFIRMS reciprocal kinematics/finite-cell scope; NO-CHANGE to action, completion, boundary, or mass underdetermination\tSURVIVING\tOnly statements in their recorded scope are used; unenumerated citations were not imported.
CANON.md	native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt	1	67	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/LAUNCH_PROMPT.txt	16	1	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/LAUNCH_SCRIPT.sh	23	44	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	--ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/LAUNCH_SCRIPT.sh	23	61	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	--ro-bind /home/udt-admin/udt_mass_codex/CANON.md /packet/CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	29	1	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	95	9	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	/packet/CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	798	2	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	'CANON.md'
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	813	67	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	951	2	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	'CANON.md'
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	977	68	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	+5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	1118	68	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	+5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	1254	33	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	/bin/bash -lc 'wc -l -c /packet/CANON.md /packet/udt_field_equations_derivation_results.md /packet/native_geometric_action_results.md /packet/simple_metric_S9_native_action_honesty_results.md /packet/matter_carrier_provenance_audit_results.md /packet/noNull_energy.py /packet/w_alg_verifier_scripts/UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md /packet/pre_native_era_census.md /packet/macro_spine_provenance_2026-07-06.md && find /packet/archive/native_action_chat_2026-07-14_15 -type f -print0 | LC_A
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	1256	23	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	514  35011 /packet/CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	1274	68	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	+5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	1410	28	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	/bin/bash -lc 'cat /packet/CANON.md /packet/udt_field_equations_derivation_results.md' in /return
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	2346	68	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	+5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	2482	40	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	"/bin/bash -lc ""sed -n '1,180p' /packet/CANON.md"" in /return"
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	2484	42	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	"/bin/bash -lc ""sed -n '361,514p' /packet/CANON.md"" in /return"
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	2824	42	HARD_FROZEN_SOURCE	YES	YES	YES	QUALIFIED_PATH_SUFFIX	"/bin/bash -lc ""sed -n '181,360p' /packet/CANON.md"" in /return"
CANON.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	3013	68	HARD_FROZEN_SOURCE	YES	YES	YES	ROOT_BASENAME_REFERENCE	+5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314  CANON.md
