stratum_id	shell	coordinate_time	phi_gradient	angular_shape	shift_value_rank	angular_first_rank	shift_first_rank	collective_Hessian_rank	constructive_attempts	classification	status_replicate_0	status_replicate_1	flat_attempts	pair_screen_zero_attempts	tidal_repeated_attempts	tidal_repeated_nonzero_attempts	curvature_operator_ranks
P02S02919	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	1	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02920	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	2	0	3
P02S02921	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02922	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02923	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02924	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02925	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02926	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02927	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02928	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02929	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02930	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02931	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02932	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02933	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02934	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02935	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02936	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02937	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02938	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02939	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	2	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02940	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	2	0	3
P02S02941	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02942	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02943	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02944	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02945	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02946	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02947	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02948	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02949	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02950	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02951	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02952	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02953	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02954	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02955	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02956	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02957	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02958	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02959	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	0	3	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02960	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	2	2	2	0	0
P02S02961	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02962	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02963	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02964	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02965	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02966	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02967	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02968	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02969	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02970	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02971	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02972	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02973	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02974	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02975	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02976	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02977	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02978	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02979	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	0	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02980	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	3
P02S02981	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02982	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02983	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02984	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02985	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02986	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02987	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02988	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02989	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02990	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02991	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02992	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02993	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02994	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S02995	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S02996	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02997	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02998	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S02999	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	1	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S03000	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03001	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03002	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03003	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03004	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03005	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03006	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03007	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03008	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03009	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03010	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03011	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03012	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03013	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03014	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03015	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03016	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S03017	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S03018	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S03019	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	2	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S03020	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	0	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03021	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	0	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03022	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	0	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03023	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03024	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	1	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03025	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	1	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03026	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	1	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03027	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03028	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	2	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03029	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	2	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03030	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	2	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03031	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03032	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	3	0	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03033	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	3	1	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03034	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	3	4	2	CONSTRUCTIVE_BOTH	CONSTRUCTED	CONSTRUCTED	0	0	0	0	6
P02S03035	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S03036	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S03037	0.3	COORDINATE_STATIC	ZERO	ISOTROPIC	1	3	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
