candidate_index	base_attempt_index	stratum_id	replicate	target_label	target_lambda	shell	coordinate_time	phi_gradient	angular_shape	shift_value_rank	angular_first_rank	shift_first_rank	collective_Hessian_rank	status	response_rank	response_singular_0	response_singular_1	response_singular_2	solved_collective_Hessian_rank	Hessian_frobenius	linear_residual	reevaluated_residual	T22	T23	T33	dphi_norm	scalar_curvature	kretschmann	pair_screen_ricci_mixing	tidal_repeated	curvature_operator_rank	numerically_finite
331	440	P02S00220	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.828211379020622	1.3544164889762242	1.0938801681029455	4	0.13739347077932904	0.0	3.469446951953614e-17	2.7755575615628914e-17	3.469446951953614e-17	2.6020852139652106e-18	0.0	-0.3177644130488945	0.003084633075888278	0.17742114019623167	1	6	1
332	440	P02S00220	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.828211379020622	1.3544164889762242	1.0938801681029455	4	0.21406900065635232	3.819574626003979e-17	5.092766168005305e-17	0.09000000000000005	1.3877787807814457e-17	0.08999999999999997	0.0	-0.5796686944134863	0.0627890239651886	0.1838198529949979	1	6	1
333	441	P02S00220	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.4683517417846756	1.882173381746802	1.567169352726552	4	0.06495902621645792	3.182978855003316e-17	3.421702269128564e-17	-0.09000000000000001	-3.729655473350135e-17	-0.08999999999999997	0.0	-0.01080821729667708	0.4122692013005187	0.2945865483914889	1	6	1
334	441	P02S00220	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.4683517417846756	1.882173381746802	1.567169352726552	4	0.02524910792561261	1.0408340855860843e-17	3.469446951953614e-18	6.505213034913027e-19	-1.6263032587282567e-19	-3.469446951953614e-18	0.0	-0.24022339593091946	0.3188182403248079	0.27102692368506076	1	6	1
335	441	P02S00220	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.4683517417846756	1.882173381746802	1.567169352726552	4	0.10046086996760077	3.819574626003979e-17	2.039095828986499e-17	0.09000000000000001	2.222614453595284e-17	0.08999999999999998	0.0	-0.46963857456516206	0.37225252612280724	0.25257382598053163	1	6	1
336	448	P02S00224	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0917953284784936	1.5248427792847428	1.2053164574843729	4	0.0738278331146879	1.2731915420013262e-17	2.5463830840026524e-17	-0.08999999999999997	6.451002926288751e-18	-0.09	0.0	-0.12339724783189104	0.5411618174181476	0.20849283524075943	1	6	1
337	448	P02S00224	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0917953284784936	1.5248427792847428	1.2053164574843729	4	0.1073851486574493	4.228388472693467e-17	2.981555974335137e-17	-2.981555974335137e-17	1.3538974628912737e-17	-1.0408340855860843e-17	0.0	-0.40258088065648595	0.44095437351299	0.18311761121003012	1	6	1
338	448	P02S00224	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0917953284784936	1.5248427792847428	1.2053164574843729	4	0.19695963589867974	6.365957710006632e-17	6.673065435469841e-17	0.08999999999999998	7.273641324662128e-17	0.08999999999999997	0.0	-0.6817645134810809	0.47730561020272194	0.1642818772474742	1	6	1
339	449	P02S00224	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.7701577020967374	2.075570075309319	1.694061173044239	4	0.06240504977359757	5.092766168005305e-17	6.365957710006632e-17	-0.09000000000000004	-1.3010426069826053e-17	-0.08999999999999993	0.0	-0.3802012376060623	0.6690556298348099	0.36844095572295615	1	6	1
340	449	P02S00224	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.7701577020967374	2.075570075309319	1.694061173044239	4	0.040623420230152966	3.5561831257524545e-17	3.903127820947816e-17	-2.7755575615628914e-17	3.903127820947816e-17	1.3877787807814457e-17	0.0	-0.6276517452976286	0.5784526477544266	0.35876430478568383	1	6	1
341	449	P02S00224	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.7701577020967374	2.075570075309319	1.694061173044239	4	0.10201349410439457	7.639149252007958e-17	5.092766168005305e-17	0.08999999999999997	3.664603343001005e-17	0.08999999999999994	0.0	-0.8751022529891952	0.6289791609894974	0.3535099711172335	1	6	1
342	456	P02S00228	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7644710700049917	1.3597815060197103	1.143225248503355	4	0.09277808845363372	5.092766168005305e-17	5.092766168005305e-17	-0.08999999999999994	2.992397996059992e-17	-0.09000000000000001	0.0	-0.05167702993096335	0.8069519383586192	0.12431768234411372	1	6	1
343	456	P02S00228	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7644710700049917	1.3597815060197103	1.143225248503355	4	0.05482785619037788	1.3877787807814457e-17	3.9898639947466563e-17	3.9898639947466563e-17	-7.37257477290143e-18	1.3877787807814457e-17	0.0	-0.2777579624561286	0.6923695485232612	0.10763127291919085	1	6	1
344	456	P02S00228	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7644710700049917	1.3597815060197103	1.143225248503355	4	0.14847125467871894	5.092766168005305e-17	1.2731915420013263e-16	0.09000000000000014	-5.724587470723463e-17	0.09000000000000005	0.0	-0.5038388949812939	0.731718565385485	0.11100483073090361	1	6	1
345	457	P02S00228	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2469097346303473	1.6928194760000133	1.389797228832827	4	0.11208985667099042	5.092766168005305e-17	3.819574626003979e-17	-0.08999999999999996	8.673617379884035e-19	-0.08999999999999996	0.0	-0.18538985823957188	0.28587524224799327	0.10514275882173238	1	6	1
346	457	P02S00228	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2469097346303473	1.6928194760000133	1.389797228832827	4	0.038625500943888044	1.214306433183765e-17	1.7997756063259374e-17	6.938893903907228e-18	-1.0516761073109393e-17	1.7997756063259374e-17	0.0	-0.42939161120619873	0.20609680455130214	0.08469130762358476	1	6	1
347	457	P02S00228	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2469097346303473	1.6928194760000133	1.389797228832827	4	0.08268533730573573	2.5463830840026524e-17	3.123298001472003e-17	0.08999999999999997	-3.404394821604484e-17	0.09000000000000001	0.0	-0.6733933641728258	0.2703430757027	0.08372529769320233	1	6	1
348	464	P02S00232	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.9909910598693874	1.5130289945217343	1.2585913148250871	4	0.013190352630525664	1.5914894275016578e-18	2.5463830840026524e-17	-0.08999999999999997	7.15573433840433e-18	-0.08999999999999997	0.0	-0.23627093155561454	0.5153231880202283	0.3734510143451006	1	6	1
349	464	P02S00232	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.9909910598693874	1.5130289945217343	1.2585913148250871	4	0.08895498399178696	4.163336342344337e-17	6.299892248498584e-17	6.938893903907228e-18	-1.1628068299907035e-17	-6.299892248498584e-17	0.0	-0.46930558973034986	0.33772257220936264	0.3981376133599216	1	6	1
350	464	P02S00232	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.9909910598693874	1.5130289945217343	1.2585913148250871	4	0.18938459198587992	1.2731915420013262e-17	3.819574626003979e-17	0.08999999999999996	-5.5294310796760726e-18	0.08999999999999996	0.0	-0.7023402479050852	0.3077813517910926	0.42634648260552915	1	6	1
351	465	P02S00232	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.61388150135492	1.9490889252466876	1.577385820305923	4	0.05279622253013617	5.092766168005305e-17	3.819574626003979e-17	-0.09000000000000001	-7.589415207398531e-18	-0.08999999999999996	0.0	0.021669101902060728	0.030692037205554468	0.24329311234697493	1	6	1
352	465	P02S00232	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.61388150135492	1.9490889252466876	1.577385820305923	4	0.11113975432621491	1.1102230246251565e-16	7.882149793969617e-17	-1.734723475976807e-18	-5.312590645178972e-18	-7.882149793969617e-17	0.0	-0.23401767221146422	-0.04131179102306161	0.22445961214347723	1	6	1
353	465	P02S00232	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.61388150135492	1.9490889252466876	1.577385820305923	4	0.18578824588476228	1.2731915420013263e-16	1.1458723878011936e-16	0.08999999999999997	-2.5370330836160804e-17	0.08999999999999987	0.0	-0.4897044463249892	0.026816807725691044	0.21160885288916415	1	6	1
354	472	P02S00236	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.811818597692162	1.3632881550963525	1.122342537583707	4	0.09145144939504557	1.432340484751492e-17	1.2731915420013262e-17	-0.08999999999999998	5.9631119486702744e-18	-0.09	0.0	-0.555580227256651	0.1843788153863815	0.18375144596361034	1	6	1
355	472	P02S00236	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.811818597692162	1.3632881550963525	1.122342537583707	4	0.11117222154795009	8.326672684688674e-17	6.765421556309548e-17	-6.765421556309548e-17	1.951563910473908e-17	-1.0408340855860843e-17	0.0	-0.7998718302828963	0.052056061442394434	0.16960017871727678	1	6	1
356	472	P02S00236	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.811818597692162	1.3632881550963525	1.122342537583707	4	0.2039902570480211	3.819574626003979e-17	3.700212918941354e-17	0.09000000000000001	4.0332320816460765e-17	0.09	0.0	-1.044163433309142	0.06531573840070129	0.1680496241585219	1	6	1
357	473	P02S00236	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.6266592774307482	2.01642460488661	1.694914638510448	4	0.12278647805782426	7.639149252007958e-17	8.753191851259118e-17	-0.09	9.540979117872439e-17	-0.09000000000000001	0.0	-0.782057443464035	0.7406612692664712	0.264294228312148	1	6	1
358	473	P02S00236	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.6266592774307482	2.01642460488661	1.694914638510448	4	0.12069073329686289	1.1102230246251565e-16	1.214306433183765e-16	-1.214306433183765e-16	9.8879238130678e-17	8.326672684688674e-17	0.0	-1.0010386190231184	0.5811901782913091	0.26291473954702665	1	6	1
359	473	P02S00236	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	ISOTROPIC	2	3	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.6266592774307482	2.01642460488661	1.694914638510448	4	0.15900207046525747	2.291744775602387e-16	1.7824681588018567e-16	0.0899999999999998	1.734723475976807e-17	0.08999999999999997	0.0	-1.2200197945822024	0.5703084473228719	0.26878073123748447	1	6	1
360	480	P02S00240	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0787123658156434	1.4584143934626361	1.2532045149474862	4	0.09811510187839863	2.5463830840026524e-17	2.5463830840026524e-17	-0.08999999999999997	0.0	-0.09000000000000002	0.0	0.20622434406438245	0.08080649898522738	0.0	1	4	1
361	480	P02S00240	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0787123658156434	1.4584143934626361	1.2532045149474862	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1
362	480	P02S00240	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.0787123658156434	1.4584143934626361	1.2532045149474862	4	0.09811510187839863	2.5463830840026524e-17	2.5463830840026524e-17	0.08999999999999997	0.0	0.09000000000000002	0.0	-0.20622434406438245	0.08080649898522738	0.0	1	4	1
363	481	P02S00240	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.61928160458553	1.9692517905555682	1.7157518657164061	4	0.0772429968347763	0.0	1.2731915420013262e-17	-0.08999999999999998	0.0	-0.09	0.0	0.2453576509842091	0.07244674823852182	0.0	1	4	1
364	481	P02S00240	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.61928160458553	1.9692517905555682	1.7157518657164061	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1
365	481	P02S00240	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.61928160458553	1.9692517905555682	1.7157518657164061	4	0.0772429968347763	0.0	1.2731915420013262e-17	0.08999999999999998	0.0	0.09	0.0	-0.2453576509842091	0.07244674823852182	0.0	1	4	1
366	488	P02S00244	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	1	0	CONSTRUCTED_REPEATED_TIDAL	3	1.685116045869747	1.1959023912832238	1.1541171782667825	4	0.11499467205263246	3.978723568754145e-18	2.5463830840026524e-17	-0.09000000000000002	4.264317221894907e-18	-0.08999999999999998	0.0	0.181517815719732	0.09205030315822686	0.024168683732448903	1	6	1
367	488	P02S00244	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	1	0	CONSTRUCTED_REPEATED_TIDAL	3	1.685116045869747	1.1959023912832238	1.1541171782667825	4	0.006569382170187221	8.673617379884035e-19	1.8729108778528862e-19	8.294688500766355e-20	-1.8729108778528862e-19	0.0	0.0	-0.01879549105663761	0.004738218841159435	0.024168683732448903	1	6	1
368	488	P02S00244	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	1	0	CONSTRUCTED_REPEATED_TIDAL	3	1.685116045869747	1.1959023912832238	1.1541171782667825	4	0.12394999969963068	1.2731915420013262e-17	2.5463830840026524e-17	0.09	4.264317221894907e-18	0.08999999999999997	0.0	-0.21910879783300724	0.07988926617495581	0.024168683732448903	1	6	1
369	489	P02S00244	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2459407088443513	1.7670561967805365	1.5089370483822653	4	0.07106890946060448	2.5463830840026524e-17	3.819574626003979e-17	-0.08999999999999996	-8.814062705943896e-18	-0.08999999999999997	0.0	0.18755177970930204	0.08074926839788531	0.013574916003355041	1	6	1
370	489	P02S00244	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2459407088443513	1.7670561967805365	1.5089370483822653	4	0.018895097651307643	6.938893903907228e-18	6.4439733933848674e-18	6.4439733933848674e-18	-2.104323945081906e-18	4.602838138132048e-18	0.0	-0.002773302549031225	-0.0018061937357140613	0.013574916003355041	1	6	1
371	489	P02S00244	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	1	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2459407088443513	1.7670561967805365	1.5089370483822653	4	0.09697815600118849	1.2731915420013262e-17	1.2731915420013262e-17	0.09000000000000001	-8.814062705943896e-18	0.08999999999999998	0.0	-0.19309838480736452	0.07527804491023611	0.013574916003355041	1	6	1
372	496	P02S00248	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8171249062141797	1.3967184322534136	1.1392948136193666	4	0.10838514526148706	2.5463830840026524e-17	1.2731915420013262e-17	-0.09000000000000001	-1.4417440219859266e-18	-0.08999999999999998	0.0	0.03529664392097159	0.13143896068663125	0.06773176110449088	1	6	1
373	496	P02S00248	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8171249062141797	1.3967184322534136	1.1392948136193666	4	0.007051277087279447	1.734723475976807e-18	3.558014794547325e-18	-1.2971928938453795e-18	4.955118022016612e-19	3.558014794547325e-18	0.0	-0.19107840976252685	0.030468822779176723	0.06773176110449088	1	6	1
374	496	P02S00248	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8171249062141797	1.3967184322534136	1.1392948136193666	4	0.1076731200207734	2.5463830840026524e-17	2.5463830840026524e-17	0.09000000000000002	-1.4417440219859266e-18	0.08999999999999998	0.0	-0.41745346344602535	0.07827351563784318	0.06773176110449088	1	6	1
375	497	P02S00248	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.6824406645948895	1.9100147294868304	1.8405373386017843	4	0.07264444087043656	7.639149252007958e-17	6.365957710006632e-17	-0.09000000000000002	4.898386016844784e-20	-0.09000000000000007	0.0	0.23991530949989706	0.10405693684703571	0.03369623737216807	1	6	1
376	497	P02S00248	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.6824406645948895	1.9100147294868304	1.8405373386017843	4	0.007850763641448053	1.734723475976807e-18	4.149450892772447e-18	-2.5934068079827797e-18	4.898386016844784e-20	-4.149450892772447e-18	0.0	0.04880889817969314	0.011533958864533933	0.03369623737216807	1	6	1
377	497	P02S00248	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	2	0	CONSTRUCTED_REPEATED_TIDAL	3	2.6824406645948895	1.9100147294868304	1.8405373386017843	4	0.0763760427724576	5.092766168005305e-17	5.092766168005305e-17	0.09000000000000002	4.898386016844784e-20	0.09000000000000005	0.0	-0.14229751314051078	0.08404540017060173	0.03369623737216807	1	6	1
378	504	P02S00252	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8571274427849018	1.4167267708470783	1.2939071077666795	4	0.11309798733502927	5.092766168005305e-17	3.819574626003979e-17	-0.08999999999999996	-4.666903555913725e-19	-0.08999999999999998	0.0	0.32436658023269493	0.2199566785864624	0.15073380677851597	1	6	1
379	504	P02S00252	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8571274427849018	1.4167267708470783	1.2939071077666795	4	0.06119123704488038	1.3877787807814457e-17	2.4444433653392238e-17	1.1851846619826539e-17	-4.666903555913725e-19	-2.4444433653392238e-17	0.0	0.13803589383015197	0.11747142591997128	0.15073380677851597	1	6	1
380	504	P02S00252	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8571274427849018	1.4167267708470783	1.2939071077666795	4	0.12419429371392976	5.092766168005305e-17	2.783449282373417e-17	0.09	-3.033959717787024e-17	0.09000000000000002	0.0	-0.04829479257239108	0.1776020310873413	0.15073380677851597	1	6	1
381	505	P02S00252	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.540495239072093	1.724423111735162	1.5335499056861122	4	0.0896099431312937	6.365957710006632e-17	7.639149252007958e-17	-0.09000000000000001	4.615437683444856e-18	-0.08999999999999991	0.0	0.0312829519407892	0.18370177607707835	0.18325300404165862	1	6	1
382	505	P02S00252	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.540495239072093	1.724423111735162	1.5335499056861122	4	0.017230003948453265	6.938893903907228e-18	9.53642932786394e-18	-5.364241496923466e-19	5.794740989342816e-18	9.53642932786394e-18	0.0	-0.1598854601768469	0.050440510734499275	0.18325300404165862	1	6	1
383	505	P02S00252	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	3	0	CONSTRUCTED_REPEATED_TIDAL	3	2.540495239072093	1.724423111735162	1.5335499056861122	4	0.07513961736987813	2.5463830840026524e-17	3.819574626003979e-17	0.09	4.615437683444856e-18	0.08999999999999996	0.0	-0.3510538722944831	0.08549356719057166	0.18325300404165862	1	6	1
384	512	P02S00256	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8960360461022552	1.4334639046206115	1.1223519855522683	4	0.06363682877036461	2.5463830840026524e-17	1.2731915420013262e-17	-0.09000000000000001	1.017298201793972e-18	-0.09	0.0	0.07608457319602524	0.16644301121180263	0.11608987325207966	1	6	1
385	512	P02S00256	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8960360461022552	1.4334639046206115	1.1223519855522683	4	0.089483596246101	2.7755575615628914e-17	3.75897893192311e-17	1.1233730141379408e-17	1.017298201793972e-18	-3.75897893192311e-17	0.0	-0.18289909938367027	0.06959458106680855	0.11608987325207966	1	6	1
386	512	P02S00256	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	1.8960360461022552	1.4334639046206115	1.1223519855522683	4	0.1874873848732402	1.591489427501658e-17	1.7574678888258748e-17	0.08999999999999998	1.9156399988202037e-17	0.09	0.0	-0.44188277196336584	0.11336820484078687	0.11608987325207966	1	6	1
387	513	P02S00256	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.7294827404775837	1.951686541227171	1.8708861774273249	4	0.0642782272501532	2.5463830840026524e-17	3.819574626003979e-17	-0.09000000000000004	1.2423334270497353e-17	-0.08999999999999998	0.0	0.08864611340798795	0.2375364168998411	0.12811011631045602	1	6	1
388	513	P02S00256	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.7294827404775837	1.951686541227171	1.8708861774273249	4	0.020992868733215403	6.938893903907228e-18	2.395930656789437e-18	2.2276521246668316e-18	-2.395930656789437e-18	0.0	0.0	-0.12681760696487	0.10049530274386073	0.12811011631045602	1	6	1
389	513	P02S00256	1	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	0	4	0	CONSTRUCTED_REPEATED_TIDAL	3	2.7294827404775837	1.951686541227171	1.8708861774273249	4	0.08851946469649108	7.639149252007958e-17	7.639149252007958e-17	0.09000000000000008	-2.395930656789437e-18	0.09000000000000001	0.0	-0.3422813273377281	0.12097381807968616	0.12811011631045602	1	6	1
390	520	P02S00260	0	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7035007545826177	1.2942107877752913	1.181444439972205	4	0.11162051810033055	3.819574626003979e-17	2.5463830840026524e-17	-0.09000000000000002	-1.6425451815930103e-17	-0.09	0.0	-0.19053056724207296	0.2576499032437163	0.12730765016004336	1	5	1
391	520	P02S00260	0	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7035007545826177	1.2942107877752913	1.181444439972205	4	9.005722935451511e-05	1.3552527156068805e-20	1.067739206692764e-20	1.067739206692764e-20	-9.23932593681998e-21	5.3386960334638225e-21	0.0	-0.3804414913933839	0.16677421961767744	0.12730765016004336	1	5	1
392	520	P02S00260	0	POSITIVE	0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	1.7035007545826177	1.2942107877752913	1.181444439972205	4	0.11175964536418956	3.007044672197468e-17	3.006691410607959e-17	0.09000000000000001	3.2772936375626754e-17	0.09	0.0	-0.5703524155446948	0.23746498739401006	0.12730765016004336	1	5	1
393	521	P02S00260	1	NEGATIVE	-0.09	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2738899464929734	1.6027540519101704	1.3800238024300244	4	0.08843487988436788	6.365957710006632e-17	8.912340794009284e-17	-0.09000000000000004	8.627159113355087e-18	-0.0899999999999999	0.0	0.12433041162549144	0.0916191006439296	0.0409307206468379	1	5	1
394	521	P02S00260	1	ZERO	0.0	0.3	DYNAMIC_4D	ZERO	DIAGONAL_ANISOTROPIC	0	1	0	0	CONSTRUCTED_REPEATED_TIDAL	3	2.2738899464929734	1.6027540519101704	1.3800238024300244	4	0.001411411372166692	4.336808689942018e-19	1.009796930232526e-18	-1.1219965891472511e-19	1.0941933116531892e-19	-1.009796930232526e-18	0.0	-0.07912533241867878	0.009833054294668575	0.0409307206468379	1	5	1
