profile_id	lapse_name	min_A_on_0_1	A_receiver_x_1_4	A_control_endpoint_x_1	phi_receiver_to_x_1	finite_positive_lapse	strict_domain_asymptote_status
G75_AM_S16_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S16_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S16_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S16_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S16_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S16_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S17_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S17_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S17_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S17_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S17_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S17_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S17_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S17_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S17_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S17_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S17_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S17_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S18_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S18_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S18_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S18_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S18_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S18_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S18_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S18_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S18_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S18_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S18_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S18_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S19_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S19_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S19_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S19_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S19_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S19_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S19_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S19_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S19_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S19_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S19_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S19_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S20_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S20_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S20_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S20_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S20_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S20_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S20_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S20_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S20_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S20_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S20_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S20_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S21_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S21_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S21_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S21_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S21_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S21_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S21_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S21_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S21_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S21_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S21_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S21_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S22_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S22_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S22_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S22_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S22_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S22_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S22_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S22_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S22_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S22_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S22_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S22_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S23_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S23_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S23_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S23_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S23_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S23_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S23_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S23_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S23_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S23_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S23_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S23_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S24_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S24_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S24_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S24_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S24_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S24_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S24_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S24_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S24_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S24_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S24_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S24_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S25_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S25_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S25_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S25_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S25_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S25_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S25_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S25_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S25_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S25_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S25_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S25_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S26_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S26_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S26_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S26_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S26_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S26_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S26_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S26_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S26_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S26_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S26_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S26_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S27_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S27_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S27_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S27_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S27_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S27_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S27_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S27_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S27_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S27_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S27_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S27_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S28_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S28_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S28_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S28_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S28_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S28_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S28_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S28_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S28_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S28_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S28_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S28_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S29_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S29_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S29_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S29_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S29_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S29_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S29_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S29_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S29_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S29_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S29_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S29_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S30_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S30_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S30_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S30_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S30_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S30_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S30_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S30_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S30_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S30_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S30_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S30_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S31_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S31_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S31_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S31_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S31_E20	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S31_E20	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S31_E50	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S31_E50	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S31_E50	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S31_E100	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S31_E100	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S31_E100	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S32_E05	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_A0_S32_E05	A0	1	1	1	0	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AP_S32_E05	AP	1	1.015625	1.25	-0.10381968238912224	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
G75_AM_S32_E20	AM	0.75	0.984375	0.75	0.13596685774182088	true	NO_INFINITE_STATIONARY_DEPTH_ON_REGISTERED_DOMAIN
