path	artifact_class	primary_alias_occurrences	alias_occurrences	ownership_term_occurrences	explicit_nonowner_occurrences	disposition	blob	sha256
udt_complete_connector_assembly_audit_2026-07-22/CANDIDATE_ROW_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	13	84	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	cc36912fe9a2a96e32a0903023137e3db5bdb60e	8b8351aa65f3fc8c96fc56263077b566d1c6a6a7dd5a8721b689eecc12d714e6
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	2	2	3	3	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	98d15cf3060d34d238b8528bfaa8a0cab81e7493	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_OUTCOMES.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	6c508e90fd634c49f2a8f89c97d9bb793503ae0b	f271a6041a871758443e6e01b352c3e4ed101fe59cdb5e3c0d3c57999a5b08e8
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_UNIVERSE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	5f85ee884c739bde17aba531f746d06f3c751913	7428ea40a43532ab8c9ff8b333c30873c48d9991a2e8f91a0adae1455ca5553f
udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_IDENTITY_ALIAS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	3	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	b50ebb172014583032458ad2774fba172cbfdae1	f055ac959fdc1be36d494951602ab0e5e2350df2cea89ab7510898b5d4549f56
udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_PATH_RESPONSE_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	7	31	3	9	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	094f00718d4b9152aeff8472c2f8e1b94f184051	ed9ae755512d542edd25c95f34446f465fc5e077426c31a6d466d6decef7e613
udt_complete_screen_response_branch_atlas_2026-07-28/DEGENERACY_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	16	3	4	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	7a7246038f3c5c5629c6c09b9d6d22244c999a57	0e6c64ebd932d5b43b6e39d5cfb85406e82eb2d35e00e39ce6bacca9fd3c0ecd
udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	2	4	2	3	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	6fdc6a65c21e4bd542311771a39879b0fafc3d72	71d049e4a8401088ec861edd4d80b2af1a41ed149e4c909c27a633fe55904164
udt_complete_screen_response_branch_atlas_2026-07-28/NONULTRASTATIC_WITNESS_UNIVERSE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	dd23892e4b02509fa93d47706fa8064e07fb753b	86fe7a84582bfa6792be6d8a73e82271f8261736ebe369b47770d32218287fd7
udt_complete_screen_response_branch_atlas_2026-07-28/PAIR_SCREEN_MIXING_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	14	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	f1da6eea69fd247d5c5cad281ede3d52d05f93a1	17723e90277f71f4014f5286e51e35027b5c4c25ddaaea7d7d6cc1b8901a870c
udt_complete_screen_response_branch_atlas_2026-07-28/ROTATION_OWNERSHIP_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	4d5190f85e45cce0eeda8ab1099846ac33d65cc4	b8620719d9a7abc250329272c60f29f5329cb5adf325c911449bcded752f724d
udt_complete_screen_response_branch_atlas_2026-07-28/derive_screen_response_atlas.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	10	12	0	7	REFERENCE_ONLY_NO_OWNERSHIP_TERM	bb657f18b98859926eac2f4a0f9ebd3da989b452	5e779012359488df5629e3965911d74bb83d5ca5056d2ae17a58a5b234b71f7f
udt_complete_screen_response_branch_atlas_2026-07-28/extract_branch_universe.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	3	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	abde45c5d62630de07c5678b98bf0abc6a0b3e31	acd2a5fb2df4bee5afaaddae6a1880a85bae9cee6763f9dd41cce025dae514f7
udt_complete_screen_response_branch_atlas_2026-07-28/verify_screen_response_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	3	0	2	REFERENCE_ONLY_NO_OWNERSHIP_TERM	b6ae14e6307f7d7faeb5d18bf7d8c6cc927e6aa4	c2da5e5590a2d2c5de7e36322da9280fcdb55c698f5532603f771f153a021829
udt_completion_scoped_realized_observable_map_2026-07-26/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	88d748e41e2cdb067549c706281b8982ce1a27c5	e4778643deb79e90cc6b433b4801bb97baccb7e0096ed38afeea20614c3c1da6
udt_completion_scoped_realized_observable_map_2026-07-26/COMPLETION_READOUT_MATRIX.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	12	12	0	12	REFERENCE_ONLY_NO_OWNERSHIP_TERM	44ff2018b661b54973f11ba6211b316818880bc7	bda4f86290673a08667f98510a7a03acc36f55a7455cdb5dc765a24c8f13d387
udt_completion_scoped_realized_observable_map_2026-07-26/DEPENDENCY_GRAPH.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	4	0	5	REFERENCE_ONLY_NO_OWNERSHIP_TERM	8e7913ab3c9d87f9ffad4c4add67f444a4d69ae9	5cc7fbbc7c83a9b9510499b4a4e03574f73f71c6903fb5fd945c49a15bec68a9
udt_completion_scoped_realized_observable_map_2026-07-26/LOCK_LINKAGE_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	3	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	9f63d2a52f1d6699cd5e91e07b9613f3790fb750	98c9c028165a8901db1f48311d5b7f5e3deaf1f6d51d90100a68484b48db3726
udt_completion_scoped_realized_observable_map_2026-07-26/READOUT_UNIVERSE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	a1476367df7b3316f12f8a01d91bc04d94cedcc4	8df47d7237953649bdc37f8cce47c27c5fd734de0e4b6d6f520c271247d2e1e6
udt_completion_scoped_realized_observable_map_2026-07-26/derive_completion_map.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	5	5	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	1293887658bad1598818378039d2f2e78ee478af	3c4f7aa8c9e6e8a83613dd024d192688c4427e12a105d070be7c62a57aa74a20
udt_completion_scoped_realized_observable_map_2026-07-26/verify_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	4	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	d6a7e1758e00bb06386651666e90f45c734991ff	c03835ecc4766182a3c469274f0792986b7c5581767fdf0a1ade40fe13f57cbe
udt_dual_systole_global_transport_audit_2026-07-24/CONTINUOUS_WALL_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	c6b4c7815be18fba36a43655166c745faed58fda	c77413263cb49127d5a3b1caa63b0a8648f4146a6a6bf013768ea7d114e04329
udt_dual_systole_global_transport_audit_2026-07-24/derive_dual_systole_global_transport.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	1ee345c703dbd563c70cd3e1f8a8f572548fab64	2dac3632acfb7c02a39475fcd551c848706d733477486dff9e84940a5d0de79d
udt_fc07_cartan_response_return_audit_2026-08-01/CONSTANT_SCREEN_HOLONOMY_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	2	REFERENCE_ONLY_NO_OWNERSHIP_TERM	70a6022694e5e33d63611fb5dd853fb9d00c0b59	9ad61d2759ad817703bb77545ff4869fb11b6b70182984deee2a3b83dbef10e7
udt_fc07_cartan_response_return_audit_2026-08-01/HODGE_RETURN_CHANNEL.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	c1824cb62413b25ff7f2ebdd700d8ca02c54676f	5c2401c66c448b002508524d709ce664f61ac8c1da9c9f5aa7145446f46ac01a
udt_fc07_cartan_response_return_audit_2026-08-01/INTRINSIC_SELECTION_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	3	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	bf3105a526d74bf85a82de82e751b92dee27f3e4	4744dbdab20b9e6258c4961ae87d93ea6e9f824a22ef01b901b2162c02290992
udt_fc07_cartan_response_return_audit_2026-08-01/MONODROMY_CARTAN_RESPONSE_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	e255dd3f0eb7d2aeb111a399b937a13fe03fc3ab	b6a46c4b771c6ad924ab61b092ec47d10bcbdca45c6feaf6ae7ebb046fb6d01c
udt_fc07_cartan_response_return_audit_2026-08-01/derive_cartan_response.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	766bad8bcdbe4aa34db9983372b310c9fbd44af8	930a0a8fb02482234170d6f6b84c4ca13216842f1cf77cc012f4204a4f95e854
udt_fc07_cartan_response_return_audit_2026-08-01/verify_cartan_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	4f02ab7e449e976da82d1f60b304f665f8f57883	5d23ccac0d15f5d04099a6a4e5249abb6883c3c45cb976de6d47c60b4fcd5f2b
udt_finite_cell_completion_atlas_2026-07-21/COMPATIBILITY_RELATIONS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	1ee69db7735e2371ff1bd4ec6fefa89640dc1885	38a97bd1ec1699ced3441f38051d87bbc78bc2ae67b04376d553ffd76e347f3f
udt_finite_cell_completion_atlas_2026-07-21/P02_MARGINAL_CARRYFORWARD.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	87c50157c990d7557a996f358e06973d34813782	765e2908c341af54c4061e5c0573e300d602a53c05ebaba95f6d5243ab61c6af
udt_finite_cell_completion_atlas_2026-07-21/build_completion_atlas.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	7	0	5	REFERENCE_ONLY_NO_OWNERSHIP_TERM	40a231b383f5f42232884b978f384b980e4bef00	fc580b1a992bf3e082b1d249292898fa8afeae1db145f154bc4c9784cd991270
udt_finite_cell_completion_atlas_2026-07-21/verify_completion_atlas.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	1	1	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	12af1cf677f700cb548f79bda7f6ebc8b7f32371	efba70832ced0999435c7fdd5488028703a68292a8ecaac062674f482ab6ba25
udt_founded_constraint_atlas_p03_2026-07-21/COUNTERMODEL_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	abe102409b0a7a4d145adbaa4dfb0f6c78574680	4434521186e08acce7cf4de9a931b698986e8a1d8710768a75a2b56540ff68f1
udt_founded_constraint_atlas_p03_2026-07-21/SURVIVING_STRATA.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	9455da6065d1b1025ea0d7e87b58c25c5cba14f1	9749876abab06da1a307ba334e9db10345de91397878c769721607a9bdc8e84a
udt_founded_constraint_atlas_p03_2026-07-21/build_p03_constraint_atlas.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	2	1	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	8d748cab14b1ac43655ef85447895d544703d457	0ea46c3881f7c815aa79476502848c822ac89dba8c0903f8eed44911283e3fa6
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/DERIVATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	3b66682f75bacc456843fb124cffd25e1bdeded1	681d302b730f42ec1df0bb5eb53e3fea8f01732d8c5b8c32efb9f1fc182cede5
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/DERIVATION_STDOUT.txt	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	3b66682f75bacc456843fb124cffd25e1bdeded1	681d302b730f42ec1df0bb5eb53e3fea8f01732d8c5b8c32efb9f1fc182cede5
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	e08c4102d47d0d4084483c14b53e1ca402c4adf2	5ad4696f77addbd18014e935a282b6a24e00412b3533d1679134ebd526869100
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/ONE_FORM_BASIS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	32bb6cf9e53bf7498ae8ec2bef854b56e55c3547	aa21e6b3fabfee42e2e9a873ba826d6fd6c42cec68f7270ed27d73e81ec13da1
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/ONE_FORM_OUTCOMES.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	72d6b61def8d4b9ff798a5074185a61335467014	b272223e1ac46fbc3579e45cdf6e5812de541b054a2cbdd4ba416857d68254db
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/derive_first_jet_atlas.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	d0be7bb93ad9b4d587430bd4d1eb9ac401a27690	a3213e1043af597ee693cc22952765fe7aa6d3fe0ec78fe562f5af68e8360521
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/verify_audit.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	a9e367612184d2828a2dd930a9dffd095ded4fc4	0eae9ff2fa77d4f31e7d4ec23af85e7fe3ae5fa56c5dc648919859e5b5f05d62
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/verify_first_jet_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	379dc7d5bc0268b5aebb2c1856ff7083eb8e76bf	2cb0a25217f0d9c01989533d2e3c15f520348781fcc66db68e709466c2e5ccf6
udt_frame_bivector_equivariance_audit_2026-07-23/REPRESENTATION_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	6ef0b954ec6e1df28597fd124a89693b23341d85	65ed2e2cccbeebc873395ccbb08b24c3840d2d9e21042f822290ad6bfef354cd
udt_global_coframe_cocycle_audit_2026-07-20/GLOBAL_WITNESSES.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	4dd708af4c6ce0a6de4713b368e207058828e431	b5f04ccb14a0dfa03cb12c4391df4998ded132c0727fdd79f8e5a94f90a904bf
udt_global_coframe_compatibility_p03_2026-07-27/NAMED_OBJECT_ADJUDICATION.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	3	2	713	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	a2ac082803abb0d9ffce057e49de4e61c9eca056	6b38fe7e582169a9d698413d885342a1593dbac16aad61ccc4a0e651a4eb3ebe
udt_global_local_self_consistency_premise_audit_2026-08-01/INDEPENDENT_RAW.jsonl	OTHER_TRACKED_REFERENCE	2	18	56	75	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	a6e1e63b0af745c7195545b8f240f98be1e550d5	b8c0c8df62b894129aebfdb52ae06ce12a26e6da759f32e5f17fda9cf3857287
udt_global_reciprocal_persistence_selector_audit_2026-07-23/FRESH_ADVERSARIAL_TRANSCRIPT.txt	HISTORICAL_OR_REVIEW_RECORD	1	13	59	42	HISTORICAL_OR_REVIEW_REFERENCE_NOT_CURRENT_OWNER	7264e49cbd19befe7b36ef965a06f4c7fe64c022	85e8d03544fde94812531a6a0aa4627de42c13975fd145890a62dc057a0c6144
udt_global_relation_family_branch_classification_2026-08-10/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	633585e8aa4f28abbc626558724ac81d6e2988f0	21f9dc0e9e390383ad8a3ce88f9d16bb1dab2553db8fc940ffb6b9e28f8a2a71
udt_global_relation_family_branch_classification_2026-08-10/BRANCH_UNIVERSE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	5	0	5	REFERENCE_ONLY_NO_OWNERSHIP_TERM	f0927ddfdb69c1f0597ce0ed4a833eaa865d008e	4a5505c35c5c154eb65228f5880970d50dbecd03628776df1e722db7cb5cfd0f
udt_global_relation_family_branch_classification_2026-08-10/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	3	3	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	c99cfe4a5dad90be10d6082bca14e5cbfe0a6ac4	bf328179f5e82ad5f133aab84e50f50774f30f82e80d442ebd2d77aa5fffd9fd
udt_global_relation_family_branch_classification_2026-08-10/EXTERNAL_REVIEW.md	RESEARCH_OR_EVIDENCE_PROSE	4	4	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	40dd2da64415d5353c9e35443d268b9d87403947	34e6927cab2e76f39ef94d5cfe1da801a1f08432de6537c6356cf87d72ec41e3
udt_global_relation_family_branch_classification_2026-08-10/EXTERNAL_REVIEW_RAW.md	RESEARCH_OR_EVIDENCE_PROSE	4	4	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	1ff7dd90f9883e6ebc5cb502e76c8785b239113a	2121266d1c8f11ec0f2752119d037f74f9ccaf5b79b6b524f4dc0bc9d5ed5ae1
udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	1	2	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	d5b1c920f116d5b0f56478fc489909e53e3dbdcc	5ea123f9bb7407b840270dfb51aa4fc080f85a9a17b0538dfd1abf8960d5dc15
udt_global_relation_family_branch_classification_2026-08-10/REVIEW_DISPATCH.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	9e41a3e8391ff16782bdf89934a3188bea2b5787	d0aff4e8cf46d402698e203ec7deb50c0f6aa931daf41cf0eb76b7aca1870b58
udt_global_relation_family_branch_classification_2026-08-10/SOURCE_TO_BRANCH_CROSSWALK.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	11	17	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	fd8d6dfedee7ea72ddc4a59c15746e75ce2b0768	82892c3b00d08490d5d4f8c017462daa136cd88e5c73fa933dd2363a54927156
udt_global_relation_family_branch_classification_2026-08-10/STATUS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	e0b868d062646369e01f2aaee881b0353ddb287c	935f2dbee956d9b82a4cbbac05640683c9883c1f2737d16c190c7e6550e08db1
udt_global_relation_family_branch_classification_2026-08-10/classify_relation_families.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	15d90032b02c37490a145a9c588900d31d0847bb	5c33144656294ceea3b1e4c3d39036d2febba748fb825a17779fb41280af680b
udt_gr_subtraction_reciprocal_connection_audit_2026-07-21/STATUS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	69d3b77541b641d1d111172c130049dc8a35f59b	c5516108b5105fa076dcd2921a41861ccb673b09cb842abb6b0b6f8c0939c4d1
udt_involutive_exchange_branch_availability_audit_2026-07-24/WITNESS_TYPE_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	e0d5f64b5f63046eb0a2029c62fe3fc06ca588cc	68419beb455e9b08643e36125419f0a2e578037d38c7cbdaa22e6276c6a68983
udt_involutive_exchange_branch_availability_audit_2026-07-24/verify_branch_availability_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	680678621b72ac0afadd9fa00d503e5f1881210a	98a14a4c91d0c44262cbdacd438beab67cf7213ba129288c2edfe07265f209f9
udt_killing_plane_strata_transition_audit_2026-07-28/ADVERSARIAL_CORRECTED_TRANSCRIPT.txt	HISTORICAL_OR_REVIEW_RECORD	7	35	41	61	HISTORICAL_OR_REVIEW_REFERENCE_NOT_CURRENT_OWNER	e278d87228389a729c95afad18bfe213fe569ee9	51d3bfa5ec5f90a47b03bb01a7f43144abff09bed217668ba4dbb3dc133f784f
udt_killing_plane_strata_transition_audit_2026-07-28/ADVERSARIAL_TRANSCRIPT.txt	HISTORICAL_OR_REVIEW_RECORD	7	39	35	50	HISTORICAL_OR_REVIEW_REFERENCE_NOT_CURRENT_OWNER	6efa5096bb352e5b9e34918e83d23beaefc724e0	5a9686d8bfe1911e1113fce16b3e59321788c43b45c5a24bbf1e540947255461
udt_local_jet_atlas_p02_2026-07-21/PETROV_STRATA.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	21c93814e4518fc61eb9707af819bcb690d16a5e	803a56d3fa3837048b07f6990422dd4fccdc0b1653bdc74ecf0124fa9f5ba31d
udt_metric_pure_frame_rederivation_2026-07-23/WRL_REDUCTION_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	572cf5d69590e42df2a37bd9bcd49334b484c031	800059dc84273eba455af74b397c4bc9da61b34f92b8817f94f0a5d048bc0fa6
udt_metric_to_frontier_reference_2026-07-22/EXTERNAL_REVIEW_B_TRANSCRIPT.txt	HISTORICAL_OR_REVIEW_RECORD	1	11	22	23	HISTORICAL_OR_REVIEW_REFERENCE_NOT_CURRENT_OWNER	fbdd1c964442738d1a2365a2033d6b5ab0894f8f	292e3c5418d4899caa67167ea5ef4b201fb7a5ce679a265e100cb3f7715fc5a8
udt_native_global_coframe_definition_audit_2026-07-28/COMPLETENESS_MAP.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	3	REFERENCE_ONLY_NO_OWNERSHIP_TERM	2a0b9e56fe85edcf456778ea908ea3f21e495f96	98207612f4f3baccc6dfb321525ba2489de3a6e247ec9db80f7573747c75f3c7
udt_native_stability_configuration_space_audit_2026-08-01/PARENT_RELATION_MATRIX.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	2	2	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	372addbcdc74c5f635a8cc9dc9e5b98cf369c31f	c96c2a1c41115b477f960265d5e3830da2c61ee1f2c78d1bb728619346834987
udt_native_stability_configuration_space_audit_2026-08-01/build_audit.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	6	5	4	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	996cc797e5af647ba55f2f818fa359926c9ba80a	7534adc1d457039a42374b71a6bb6140e63df273eceb199c4bd33c797a2eac5d
udt_native_stability_configuration_space_audit_2026-08-01/cold_verify.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	8	1	4	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	fffc2abb6af31e115f90bbc97fe841d2aebd8d46	ff478e2c383e8e576706e27e5fa501dabf489a00367e2a45c1e99d3a8a0a2cd9
udt_native_stability_configuration_space_audit_2026-08-01/verify_audit.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	11	0	2	REFERENCE_ONLY_NO_OWNERSHIP_TERM	8825ef8dd4cb1141e7b804a81fd9fd653dd0079f	94d8ec980eb0b058152951eafbf14dc1621e3eaefbe5ba5a3f28a244b3d141a2
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	3	3	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	09d08b1d8856f5f59c8517487e06567e34c80cb4	73d51e9c412d8eb16b4a01418d286c64ac2bac59f3af4512e678e565caba8f59
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/BRANCH_OWNER_SUMMARY.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	5b9810515364e4e2a3a4f5cd7bbdafd757851d7e	4a8898e7697e6fca3181f27f58a668d62f5c3794aca4835da2428fc1a1deb55b
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/CATCH_PROOFS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	7	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	2dae8a05e7a22190bfc35f7c6564b82f73fea7f3	462aac3a55381869cb9babefb21b7baad7e774fdec84b5d2ace068e745482856
