path	blob	sha256	size_bytes	first_commit	first_date	last_commit	last_date	provenance_era	matched_tokens	initial_disposition	reason
archive/udt_validated_results.md	1f55417104161b853d2284b7f60a6b5c40dfdc2b	84c832d6cd612e3fc5af08a6a2033f45e7cfb2f7da2ff171f9ac4fed9f9c256a	2711685	db24fb378136de60d032252d276e601301b83cd5	2026-06-18	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25	PRE_JULY1	Noether;Komar	NEGATIVE_CONTROL	pre-July-1 provenance firewall
asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	8327	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux;normalized charge;homothety;bootstrap	LOAD_BEARING	explicit controlling or algebraic source
asymptotic_boundary_lineage_audit_2026-07-19/BOUNDARY_OBJECT_LEDGER.tsv	875cdb45192cad4fb3af7c01d0e6e0a4104e8833	ea6703c6ffb91b0ce8d770877aba0e6a668904be67ec2683f7722a3de2995222	3450	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER		LOAD_BEARING	explicit controlling or algebraic source
asymptotic_boundary_lineage_audit_2026-07-19/CANDIDATE_UNIVERSE.tsv	554b5d5c8efb6cbae16c2a2d0724dc38149db4cf	01af5af758db85fb85491617ec234e81363c3ad6c3af4b6de5c811e62df52d88	397151	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/DERIVATION_RESULT.json	0118ad6f38e04f270e9c68423cc054b92f3e338a	0c250a4b77777c3b8cfbafc47b04ab645254acb073faac93f3e7482eafa0b5e1	3434	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER		LOAD_BEARING	explicit controlling or algebraic source
asymptotic_boundary_lineage_audit_2026-07-19/EXTERNAL_REVIEW_PROMPT.md	bbc1ff9cb4425755c12ceff68c4b4005f9e71d45	78931a7d9cc66301b59496c734091652d8139901142201a61a006dc9408268f5	2188	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/GLOBAL_CLOSURE_EQUATION_LEDGER.tsv	356decfbccdb70abc20d9095b66a3fa7812339f6	cf026251e499304e2bd35cf93a1b7ed399f96fc5acada978ba53c2ce3f8b6f2a	3067	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	Xmax=alpha;bootstrap	LOAD_BEARING	explicit controlling or algebraic source
asymptotic_boundary_lineage_audit_2026-07-19/LAY_DECISION_TREE.md	f1b8f311dd0711b46c2fe920511dbdbc4d0f0bd8	348d13e3045df1124f0658dbf9822dffa4116008e886b02da002f6733cd12a7e	2577	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/MASS_PROVENANCE_LEDGER.tsv	0f24d62f4691829da977968f6d3715bf5b59cef7	ea607e7526103dd9ed89a2fcb320e70c9695c58847c6d6f24ca986a3a8c8d353	1983	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	Xmax=alpha	LOAD_BEARING	explicit controlling or algebraic source
asymptotic_boundary_lineage_audit_2026-07-19/PREREGISTRATION.md	322f091e1adf592f0c9185f7f6594f815d286670	e5a951fcd193ba0dafacf6120d06c6c67ac98f762c81e7e4353540570f7f03e1	7874	1c5354cfedc52d4de0106bbba323b594edecc78d	2026-07-19	1c5354cfedc52d4de0106bbba323b594edecc78d	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/QUANTITY_LIMIT_LEDGER.tsv	a5cc1280e99152af5ca88190855da4a428f97f57	6266b58edb322a28febeef74bb3a906399088e3d71374c1cfec8f9f9da3fbc52	5525	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux;normalized charge;homothety	LOAD_BEARING	explicit controlling or algebraic source
asymptotic_boundary_lineage_audit_2026-07-19/REPOSITORY_GATES.json	3e843cbda0c3593d131796ba92c902259377f9fc	cebf28d90593e5e3a0d7316f8980558f4ed0e742e5991a6ae544b5a25d85d98b	11838	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/STATUS_LEDGER.tsv	fd2c981e9c7280fbfea5e751a2c11dcea5f54aef	8d227adc2463acbabe3367b84240d7cbc31f49f7f84bbb7a89b2e95371407221	4405	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux;boundary charge;homothety;bootstrap	LOAD_BEARING	explicit controlling or algebraic source
asymptotic_boundary_lineage_audit_2026-07-19/WRL_SOLUTION_RERUN.txt	ac791936334518afa076fa7e108dba8478dad743	622acee7b139526e8f9ca7bba27f80ff134a08a3205077552f0bf174ab31721b	2536	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/derive_boundary_limits.py	ed61221b7e09ba13d869ed034e106e44de22c563	2e7b024c10ce5292fc18ef87ecdc4ffd1630cf1e83be65f831108acb772fbb6c	7723	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/verify_boundary_lineage.py	8e0ec21ccae0a7b8f3fcae5d32850f00bc78e25c	d5550cd162323152333f06e89c1957ad74a3d6e72aeac27eb04e3a25fbaeb7cc	16020	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux;boundary charge;homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
asymptotic_boundary_lineage_audit_2026-07-19/verify_repository_gates.py	4afd439ada84bd6e43b0060a9b7e5f7f932e87ab	6d73381d7510022eaff7918a70ee49ae6a1e4db534f3b9ee2c0ad7952947765a	8170	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19	JULY1_OR_LATER	lapse flux;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	11250	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	Noether;Common-Scale Neutrality;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/CANDIDATE_OPERATOR.tsv	412bde7fc5b0d78b1ca89a65117a189c6e7961aa	f59aaf5df032c77a62dc74490f59560e8dd080d9e850c6fc8a707e4299cac644	2841	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/DERIVATION_RESULT.json	fb890e53af1b1daf28f638271ac1d7632bf116a8	712bde0c6d0dcdf1c033a96e4a5bb8de4d197a85837d0938647a875ad3d176b0	6974	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	24d280132527f227ee3151d7ee168c82d61f29e2	60a9be1b7b0f445dd1f963c3852fbf1aa70e6797309782dbb1f4d04396849be6	3290	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	Noether;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/LAY_DECISION_TREE.md	affc78dc95126aec64847dc5fc009d008f2aa620	aad50d3670634906949257c42f9b66dd129278ad326e10eccc9988c6c07f873b	3125	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/POST_PREREG_SCOPE_CORRECTION.md	85836fb1fe4686eebf19c46da13e74de6fdad650	4855c283336af16b6de518c47e6fb9a9138d63ed2e7a8576d7b9ea4271116f80	1761	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/PREREGISTRATION.md	0798509d2eb5b224f81eaa6eeb8c6b73028b8808	94abca1e6ee3c553d5f4e79f0a8c277b2de367a22ccf82301683a6e76833c35c	12491	4e5b0ba413d83d9c69c972a11517e42b18b52005	2026-07-19	4e5b0ba413d83d9c69c972a11517e42b18b52005	2026-07-19	JULY1_OR_LATER	boundary charge;Noether;Common-Scale Neutrality;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/REPOSITORY_GATES.json	da976634c3f07e4c5bd15303db9a6e5fb9db01de	a4462d1e10a10d2c13d3f3b627e0843022732a5973cb8045615b883d568da698	6300	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/SHA256SUMS.txt	d2c0cc968ed8b059108f610bbbeeaa6183750f59	1a48e574835ee3838514294a7badd2415a74cdb0d10cf0545c30d3698ab022d2	1810	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/SOURCE_INVENTORY.tsv	b2c7e8232d483311988712253d4b02605769c006	3b73d675909bf801a522ce9990b504bbd1bcdee404c6db6330f0755e91662b75	5462	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/STATUS_LEDGER.tsv	d169c0ab5ed6d85d0e1bf7732dd2f11d6e65dbef	487fc2b4fed1e47b11fbe1c61325787a8bdb743227a8133f06dadfb66fc0c2ee	7141	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	Noether;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/VERIFICATION_RESULT.json	cce258d7712fa7a869bf73119bc94dbe641279f4	4bb0d037295119d84949f4b9c97598781c4b9e485f8a4f2d21974d2142b88eaa	3153	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/build_source_inventory.py	15d2c157f167b30f59771d0d90075b340af7d5ad	9112dc9b861c23b9ef16428f7a5b19c82eee44130b5e7f2ea52d195483ad47b6	4272	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/derive_bootstrap_csn_phi_angular.py	cf1936e0b0f33aa89e4243eeff5683beb3cf46de	f46b68cf4d51587cc8e5a8da448e894e03843451b7abd0558bad78f55a28ac26	16339	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	Noether;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/verify_bootstrap_csn_phi_angular.py	7a141b84189092cf061665a45f0a87a2db152643	2e0c881e663b01930909682eb2246c718880a554eb82f3d0963dce0aa37f0e5d	22935	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	Common-Scale Neutrality;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_csn_phi_angular_selector_2026-07-19/verify_repository_gates.py	d90c0eb00083fd06871d306cfb6d59fe4e7ee1ea	2297adacfb46cf58f2f655cda166dc545fd9846ee39bea917a64f20546c95264	14809	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/ADVERSARIAL_AUDIT.md	024d16feb3c6269007db506e89610bbe9388c81d	08147d3146aa1cf077701348d355d1cac9077a5e5b12df1b9a1183ea7da14589	2449	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/DERIVATION_REPORT.md	78ce9bc47375e0923d87a0e28a9456d3e8ed65ab	05a84a7bfeca3d78c628a3a6a343463db11497d66c5889ac0590655728d056f9	11789	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	boundary charge;bootstrap	LOAD_BEARING	explicit controlling or algebraic source
bootstrap_variation_selector_2026-07-18/DERIVATION_RESULT.json	b7f7e7ca9bd7e238e00ff15295c05aa924e409a3	04f6999a2fdcabb043f8f63c19cf45f85a661301c1649aff8e76718114d14336	3080	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/LAY_DECISION_TREE.md	7d41e53401cdf7dc299d14cd4aff31198a63d05f	8125b2a0fc5fd72b9bd45900b0edf539d3b2e47113432df2676d37774667c089	2173	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/PREMISE_LEDGER.tsv	9fec25ffc51380c4c27d1c234c512b7fa6a66b5e	8195f7537055e81a889eca60e4c1e6a23925c199678f22beda7f8eb86d0f30d1	2287	851b8f34a6cda8aebfcd65ab86bff3b7f3f4fd72	2026-07-18	851b8f34a6cda8aebfcd65ab86bff3b7f3f4fd72	2026-07-18	JULY1_OR_LATER	Common-Scale Neutrality;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/PREREGISTRATION.md	468cea13c0e3dbdd2f2ff242281a341449a5c74d	2c0b99e65b6e7ce8cf088f398806d9e75a9ecf9771448700faf81af2a2ccab1d	6890	851b8f34a6cda8aebfcd65ab86bff3b7f3f4fd72	2026-07-18	851b8f34a6cda8aebfcd65ab86bff3b7f3f4fd72	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/SHA256SUMS.txt	176dfe6cacd0481d4e02d478effc5978f831620b	cad3c4f0dccc1599c5b4ff48c6adafa32fb64b590e4ef4f0f6e20e5e96de9bed	881	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/STATUS_LEDGER.tsv	113f2c64e598e97ded7c465f8f7dfa705bbb6005	d271b483a02e0732bbab7f597b59827810586894ea29a8717f3cfff3c87949e6	3832	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	boundary charge;bootstrap	LOAD_BEARING	explicit controlling or algebraic source
bootstrap_variation_selector_2026-07-18/VERIFICATION_RESULT.json	1e25ffbb7045c19064ae3fca1d33af2c21eef4d4	22882e3cc8fc53b8f4c7e96f74e5ff5dcec8d49cd2c2ff3c6969656b92f59e03	5248	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/derive_bootstrap_selector.py	c0bb75c71a4d06fee4c78ca1111eb23143d5c03e	a5e6b5256985f5fd645be7f12425aa558efe143ceb8c1429039e792d08d6735d	9276	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
bootstrap_variation_selector_2026-07-18/verify_bootstrap_selector.py	5589a42ba0c7fda42c5c4f4b9b29b55c3f254a01	6e1cf6227ff82932fa620b8c58db699363684f13a78129a9af9d121c7b43a173	23041	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	378eac0ae0b615f4e64828d50bbe5d7d027393c1	2026-07-18	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cascade_bv13_w5_homothety.py	6ffafd44adc0ce37160e87d623006484af9dc586	4ba6b3678f5e2f3e2cf7ebab2de9ca35e2a818a9b9cdc47ed3eae6584e6cf62f	2623	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cascade_characterization_miniMAP.md	d8a556efabd86183b4907aa4a9ab6697fbfb79e2	2e576dee8549cee88a8fad7e5eab57b780d2a05444f40c0f7b6ed34759e56e0f	8251	876ea84a656b5428305b7ca5957184b32dd7fc3a	2026-07-02	ab75eb3966459532bd646d3157649d5d690391ad	2026-07-02	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cascade_s3_lib.py	235d35fce9bf9242aad7407cb00a5d178a7a6a3a	4cabac8e1fcd121562d414382e0c2ee7c26bb90fc411856443dd09bf2a2bfeb5	6867	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cascade_s3_predictions.md	5f03f7e5ef8ad86c4e935307363ae180f033d84c	fecae65435b58eb661e29024e2e64928b72dd24edfa670b33c6e4bcc5588c6aa	5669	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cascade_s3_t2_t3.py	430e8bfac3c4ad8ec2df1b408d3341913cf7f3e4	9e775f08da46c74b416d9351db7741d0cf3e6df6a9564b32b04e29b27cf3a13a	5370	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cascade_sf_cas4_zeromodes.py	6878ef0880c718be2782cde33738b8432985ebfb	3a26b325f03e580ea2ec15e7738a8c9af13c475ca3bf5f302f115806ef853bb8	5139	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cascade_sf_d5_spotcheck.py	5b52f66013cd3579b41dde4965d42867bea81fde	789c4a2f45866d0804029c66ed8e781949ab0dca140360b0b48ae48b9c502817	7698	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
cell_solver_universe_T3.py	0eb22632f5d9d23def6874096e28c02613db130d	c029b45014df6429ea9f84523b30c986acec58cec14760e5f8c006e8b3464b39	12754	0bdc91959119001869b676a5763ddb83cec64759	2026-07-02	63067b1fb5e1e0d3fc97481031ba9db2662f97bb	2026-07-02	JULY1_OR_LATER	homothety	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
codex_rehearsal_transcript.txt	f13302b9007eb82749f7c97f67750c00caf1d21b	9fbdee8aa123a12ee08860d65a0b3712a5f0e23897a97762ba9596573eb0a669	303199	83ad1e1ed222e4f8d565ab3dd773fd07ce453f90	2026-07-17	83ad1e1ed222e4f8d565ab3dd773fd07ce453f90	2026-07-17	JULY1_OR_LATER	Noether;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19	JULY1_OR_LATER	boundary charge;Common-Scale Neutrality;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
copresence_causal_accessibility_selector_2026-07-19/PREREGISTRATION.md	51d3a57f738d9066eb2d06ce551b129b084c7bb8	7ff670a4b89c1483c81103450ec50ccbc2067c673b07d1621e1d427f2e6be26c	10282	22b7f08303d2b086bfa77f6d30938bd852614adf	2026-07-19	22b7f08303d2b086bfa77f6d30938bd852614adf	2026-07-19	JULY1_OR_LATER	Common-Scale Neutrality;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	f268ecdfe3355f7f279b4071fe8f8071e658d5eb	1179529aacf4ffeec576a982d71ea4753e4432ce4eda13e2b0467a19de2ab283	3763	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
copresence_gr_constraint_regrade_2026-07-19/ADVERSARIAL_AUDIT.md	a896ad9674f6b51e31cd38072d407d60728492e7	88667964487c790c63b532828c284ce81180695e9c61370efbd36e8ffe8b3d9f	2565	d2e7b7af16bc6784c859e9c4cd52bcddc60c693b	2026-07-19	d2e7b7af16bc6784c859e9c4cd52bcddc60c693b	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
copresence_gr_constraint_regrade_2026-07-19/DERIVATION_REPORT.md	2159afcae9decfe3ad6ba9b2b45af4d848c60e43	060e76be7ffe18f43752f5d228fa341715c830edd0da25ee03c10279b9af49b5	12695	d2e7b7af16bc6784c859e9c4cd52bcddc60c693b	2026-07-19	d2e7b7af16bc6784c859e9c4cd52bcddc60c693b	2026-07-19	JULY1_OR_LATER	boundary charge;normalized charge;Noether;Common-Scale Neutrality;bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
copresence_gr_constraint_regrade_2026-07-19/DERIVATION_RESULT.json	8f6f652d561a91e480dd0df70e1c9e4d7ac480a3	335613022dbb2beace176051938127d02adef91d6706df3d6a849c66220bd20f	3673	d2e7b7af16bc6784c859e9c4cd52bcddc60c693b	2026-07-19	d2e7b7af16bc6784c859e9c4cd52bcddc60c693b	2026-07-19	JULY1_OR_LATER	bootstrap	EXCLUDED_WITH_REASON	token occurrence outside bounded charge/scale lineage
