branch_id	stable_identity	axis_id	disposition	scope_caveat	evidence
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D06	OWNED_EXACT	Identity carry is exact for the shared clock state, not a complete reciprocal pair reset.	S05::R18;S08::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D07	OWNED_EXACT	Endpoint clock coboundary descends exactly; complete pair descent remains open.	S05::R18;S08::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D08	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R18;S08::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D09	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S03::R18/A03;S18::M02
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	D10	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S02::R18;S05::R18
R19	W03_ULTRASTATIC_S3	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R19
R19	W03_ULTRASTATIC_S3	D02	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R19
R19	W03_ULTRASTATIC_S3	D03	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R19
R19	W03_ULTRASTATIC_S3	D04	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R19;S08::R19
R19	W03_ULTRASTATIC_S3	D05	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R19;S08::R19
R19	W03_ULTRASTATIC_S3	D06	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R19;S08::R19
R19	W03_ULTRASTATIC_S3	D07	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R19;S08::R19
R19	W03_ULTRASTATIC_S3	D08	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R19;S08::R19
R19	W03_ULTRASTATIC_S3	D09	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S03::R19/A03;S18::M02
R19	W03_ULTRASTATIC_S3	D10	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S02::R19;S05::R19
R20	W04_MULTIPLE_KILLING_CONTROL	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D02	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D03	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D04	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R20;S08::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D05	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R20;S08::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D06	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R20;S08::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D07	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R20;S08::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D08	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R20;S08::R20
R20	W04_MULTIPLE_KILLING_CONTROL	D09	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S03::R20/A03;S18::M02
R20	W04_MULTIPLE_KILLING_CONTROL	D10	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S02::R20;S05::R20
R21	W05_CAUSAL_SLICE_BOUNDARY	D01	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S04::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D02	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D03	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D04	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R21;S08::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D05	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R21;S08::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D06	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R21;S08::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D07	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R21;S08::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D08	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R21;S08::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	D09	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S03::R21/A03;S18::M02
R21	W05_CAUSAL_SLICE_BOUNDARY	D10	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S02::R21;S05::R21
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D02	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D03	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D04	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R22;S08::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D05	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R22;S08::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D06	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R22;S08::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D07	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S05::R22;S08::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D08	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R22;S08::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D09	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S03::R22/A03;S18::M02
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	D10	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S02::R22;S05::R22
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D02	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D03	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D04	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R23;S08::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D05	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R23;S08::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D06	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S05::R23;S08::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D07	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R23;S08::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D08	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R23;S08::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D09	CONDITIONAL_AFTER_QUERY	Requires supplied query, path, orientation, or presentation data and is not physical ownership.	S03::R23/A03;S18::M02
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	D10	OPEN_OWNER	The pinned corpus contains a relevant structure but no owner for this link.	S02::R23;S05::R23
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D02	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D03	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D04	PATH_LABELLED_HOLONOMY	Exact only as set-equivariant projector transport with tie-wall branches retained.	S05::R24;S08::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D05	MEMBER_DEPENDENT	The unordered set is owned; one selected member is not.	S05::R24;S08::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D06	MEMBER_DEPENDENT	Set transport does not own a clock/ruler calibration reset.	S05::R24;S08::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D07	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R24;S08::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D08	PATH_LABELLED_HOLONOMY	Composition is path-labelled and any recorded holonomy is retained rather than erased.	S05::R24;S08::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D09	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S03::R24/A03;S18::M02
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	D10	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S02::R24;S05::R24
