interaction_id	carrier_id	design_kind	direction_id	radius	halton_index	bank	point_id	target_mask	target_integer	ensemble_order	target_ensembles	subsets_used	subset_count	physical_interaction_claimed	slot_twojet_l2	slot_twojet_max_abs	slot_twojet_active	slot_twojet_status	metric_twojet_l2	metric_twojet_max_abs	metric_twojet_active	metric_twojet_status	riemann_l2	riemann_max_abs	riemann_active	riemann_status	weyl_l2	weyl_max_abs	weyl_active	weyl_status	ricci_l2	ricci_max_abs	ricci_active	ricci_status	scalar_l2	scalar_max_abs	scalar_active	scalar_status	shear_l2	shear_max_abs	shear_active	shear_status	twist_l2	twist_max_abs	twist_active	twist_status	phi_twojet_l2	phi_twojet_max_abs	phi_twojet_active	phi_twojet_status
V011_T2_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M2	2	1	ANGULAR_SCREEN_BLOCK	M0;M2	2	NO	0.5371228238200306	0.22363467192327668	YES	NUMERIC_CLASSIFIED	0.6138774314608851	0.22363467192327668	YES	NUMERIC_CLASSIFIED	0.39500669493728485	0.10947080556410958	YES	NUMERIC_CLASSIFIED	0.22575494310803712	0.03294351831885616	YES	NUMERIC_CLASSIFIED	0.2241153253071631	0.13438545370087235	YES	NUMERIC_CLASSIFIED	0.27446685825068184	0.27446685825068184	YES	NUMERIC_CLASSIFIED	0.11822495318687738	0.08692274387378875	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_T3_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	M0;M1;M2;M3	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.047222202756041096	0.012206376794407774	YES	NUMERIC_CLASSIFIED	0.03919424812647836	0.006057981614843087	YES	NUMERIC_CLASSIFIED	0.02210698834993871	0.008523189709864598	YES	NUMERIC_CLASSIFIED	0.013791657097752819	0.013791657097752819	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_T4_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M4	4	1	SHIFT_CONNECTION_BLOCK	M0;M4	2	NO	0.1101363308611726	0.03431372549019609	YES	NUMERIC_CLASSIFIED	0.19326721214755116	0.043888333101779343	YES	NUMERIC_CLASSIFIED	0.11436279399019864	0.01632013233079327	YES	NUMERIC_CLASSIFIED	0.10187248719557877	0.017897789355281194	YES	NUMERIC_CLASSIFIED	0.03373409754495549	0.018008621816029354	YES	NUMERIC_CLASSIFIED	0.019166152777839902	0.019166152777839902	YES	NUMERIC_CLASSIFIED	0.04620237186224834	0.0337865596678528	YES	NUMERIC_CLASSIFIED	0.030662498053002744	0.029601875532821835	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_T5_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M4;M5	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.018988697762935904	0.004727832583157995	YES	NUMERIC_CLASSIFIED	0.012165904899760986	0.001880461884304515	YES	NUMERIC_CLASSIFIED	0.010453820191756402	0.006483616772734832	YES	NUMERIC_CLASSIFIED	0.010827890131643023	0.010827890131643023	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_T6_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M2;M4;M6	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.050271670004828746	0.010760074532111426	YES	NUMERIC_CLASSIFIED	0.036565745662330514	0.007485529348199474	YES	NUMERIC_CLASSIFIED	0.0322969103706221	0.007581940437629137	YES	NUMERIC_CLASSIFIED	0.01525383035971849	0.006084070278265654	YES	NUMERIC_CLASSIFIED	0.010352866525844051	0.010352866525844051	YES	NUMERIC_CLASSIFIED	2.434800425099963e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_T7_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M2;M3;M4;M5;M6;M7	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	4.9065389333867974e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	1.5627983325085862e-16	4.163336342344337e-17	NO	NUMERIC_CLASSIFIED	1.928314557417913e-16	5.551115123125783e-17	NO	NUMERIC_CLASSIFIED	6.523690510182925e-17	4.163336342344337e-17	NO	NUMERIC_CLASSIFIED	5.551115123125783e-17	5.551115123125783e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_T8_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M8	8	1	PHI_FIELD	M0;M8	2	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.07947538706293494	0.03387096774193548	YES	NUMERIC_CLASSIFIED
V011_T9_B0_P0	V011	INTERIOR	-	-	11	B0	P0	M9	9	2	BASE_BLOCK;PHI_FIELD	M0;M1;M8;M9	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_TA_B0_P0	V011	INTERIOR	-	-	11	B0	P0	MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M2;M8;MA	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_TB_B0_P0	V011	INTERIOR	-	-	11	B0	P0	MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M1;M2;M3;M8;M9;MA;MB	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	2.5730107236137053e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	2.138710737318089e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	2.9719007981994185e-17	2.7755575615628914e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_TC_B0_P0	V011	INTERIOR	-	-	11	B0	P0	MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M4;M8;MC	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_TD_B0_P0	V011	INTERIOR	-	-	11	B0	P0	MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M4;M5;M8;M9;MC;MD	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	8.36453368460804e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	7.152448122690996e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	1.939479807224432e-18	1.734723475976807e-18	NO	NUMERIC_CLASSIFIED	1.3877787807814457e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_TE_B0_P0	V011	INTERIOR	-	-	11	B0	P0	ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M2;M4;M6;M8;MA;MC;ME	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.0370809627912777e-17	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	1.6817370210821974e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	1.7669501961809776e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	2.7755575615628914e-17	2.7755575615628914e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V011_TF_B0_P0	V011	INTERIOR	-	-	11	B0	P0	MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M2;M3;M4;M5;M6;M7;M8;M9;MA;MB;MC;MD;ME;MF	16	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	4.9065389333867974e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	3.257409600761387e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	2.6394032887592613e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	3.64807851372056e-17	2.7755575615628914e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T1_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M1	1	1	BASE_BLOCK	M0;M1	2	NO	0.507829797662527	0.22003328831096447	YES	NUMERIC_CLASSIFIED	0.5403479590945486	0.22003328831096447	YES	NUMERIC_CLASSIFIED	0.2682915410290573	0.0577717665867753	YES	NUMERIC_CLASSIFIED	0.18828432894986946	0.03848044433703075	YES	NUMERIC_CLASSIFIED	0.1400529924901307	0.07175981867294226	YES	NUMERIC_CLASSIFIED	0.08844141639562451	0.08844141639562451	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T2_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M2	2	1	ANGULAR_SCREEN_BLOCK	M0;M2	2	NO	0.6629450708576458	0.2757334695407541	YES	NUMERIC_CLASSIFIED	0.7079166602592487	0.2757334695407541	YES	NUMERIC_CLASSIFIED	0.4185350203268617	0.10655447912431176	YES	NUMERIC_CLASSIFIED	0.23230944851546528	0.03411927029582853	YES	NUMERIC_CLASSIFIED	0.24802201490911438	0.13550886090717545	YES	NUMERIC_CLASSIFIED	0.3085719306374797	0.3085719306374797	YES	NUMERIC_CLASSIFIED	0.10373570111859685	0.0713296463902912	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T3_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	M0;M1;M2;M3	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.05867784244283031	0.018807134977797638	YES	NUMERIC_CLASSIFIED	0.040332905667056496	0.00797349040299982	YES	NUMERIC_CLASSIFIED	0.028742656478799387	0.014005327528190253	YES	NUMERIC_CLASSIFIED	0.002443714746237391	0.002443714746237391	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T4_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M4	4	1	SHIFT_CONNECTION_BLOCK	M0;M4	2	NO	0.13779490271908582	0.0480392156862745	YES	NUMERIC_CLASSIFIED	0.24629765289068442	0.06151487666995922	YES	NUMERIC_CLASSIFIED	0.1551388460959043	0.02634291389073418	YES	NUMERIC_CLASSIFIED	0.13489652711538397	0.02829211833342437	YES	NUMERIC_CLASSIFIED	0.050186192034235765	0.02865979368854334	YES	NUMERIC_CLASSIFIED	0.04413261236647964	0.04413261236647964	YES	NUMERIC_CLASSIFIED	0.06892550282251331	0.05049476019658482	YES	NUMERIC_CLASSIFIED	0.049479117920273	0.04886871270247228	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T5_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M4;M5	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.02506076103966177	0.004772046527968674	YES	NUMERIC_CLASSIFIED	0.01842536465823477	0.0034659972938639663	YES	NUMERIC_CLASSIFIED	0.012271300742111784	0.0067662951642165	YES	NUMERIC_CLASSIFIED	0.006991526533865797	0.006991526533865797	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T6_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M2;M4;M6	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.07309064845856911	0.01755929228040442	YES	NUMERIC_CLASSIFIED	0.05246889407373553	0.011023753900795696	YES	NUMERIC_CLASSIFIED	0.042143637337191814	0.010039564030700623	YES	NUMERIC_CLASSIFIED	0.02266230781745807	0.01099517313232308	YES	NUMERIC_CLASSIFIED	0.006237783311209	0.006237783311209	YES	NUMERIC_CLASSIFIED	1.97026712507607e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T7_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M2;M3;M4;M5;M6;M7	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.3877787807814457e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	1.6675494590448996e-16	4.163336342344337e-17	NO	NUMERIC_CLASSIFIED	2.1676547520785168e-16	8.326672684688674e-17	NO	NUMERIC_CLASSIFIED	5.981652551600528e-17	2.7755575615628914e-17	NO	NUMERIC_CLASSIFIED	1.1102230246251565e-16	1.1102230246251565e-16	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_T8_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M8	8	1	PHI_FIELD	M0;M8	2	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.06181418993783831	0.02634408602150538	YES	NUMERIC_CLASSIFIED
V012_T9_B0_P0	V012	INTERIOR	-	-	12	B0	P0	M9	9	2	BASE_BLOCK;PHI_FIELD	M0;M1;M8;M9	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_TA_B0_P0	V012	INTERIOR	-	-	12	B0	P0	MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M2;M8;MA	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_TB_B0_P0	V012	INTERIOR	-	-	12	B0	P0	MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M1;M2;M3;M8;M9;MA;MB	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.609885071889599e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	1.6751537584003938e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	1.5540063044689707e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_TC_B0_P0	V012	INTERIOR	-	-	12	B0	P0	MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M4;M8;MC	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_TD_B0_P0	V012	INTERIOR	-	-	12	B0	P0	MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M4;M5;M8;M9;MC;MD	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	2.8345615157799096e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	1.195575648212986e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	7.757919228897728e-18	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_TE_B0_P0	V012	INTERIOR	-	-	12	B0	P0	ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M2;M4;M6;M8;MA;MC;ME	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.8467912941622088e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	2.3966509123896256e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	9.013887592422956e-18	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	3.4170089680666066e-17	2.7755575615628914e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.3985787785349405e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V012_TF_B0_P0	V012	INTERIOR	-	-	12	B0	P0	MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M2;M3;M4;M5;M6;M7;M8;M9;MA;MB;MC;MD;ME;MF	16	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.3877787807814457e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	3.3536740969670333e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	3.482433074527546e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	2.5554072508482813e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V013_T1_B0_P0	V013	INTERIOR	-	-	13	B0	P0	M1	1	1	BASE_BLOCK	M0;M1	2	NO	0.30101317447328946	0.13201997298657867	YES	NUMERIC_CLASSIFIED	0.301901949270304	0.13201997298657867	YES	NUMERIC_CLASSIFIED	0.1917008647433526	0.036574360072645834	YES	NUMERIC_CLASSIFIED	0.14205349249218005	0.02830163509997166	YES	NUMERIC_CLASSIFIED	0.09747100671813817	0.057614941266577076	YES	NUMERIC_CLASSIFIED	0.032999682512060674	0.032999682512060674	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V013_T2_B0_P0	V013	INTERIOR	-	-	13	B0	P0	M2	2	1	ANGULAR_SCREEN_BLOCK	M0;M2	2	NO	0.9005495122626166	0.3313465999543442	YES	NUMERIC_CLASSIFIED	0.9279049650932985	0.3313465999543442	YES	NUMERIC_CLASSIFIED	0.4458334439234426	0.09032086353489363	YES	NUMERIC_CLASSIFIED	0.2825219513475851	0.04545931654840211	YES	NUMERIC_CLASSIFIED	0.2064358401029658	0.12527610340204487	YES	NUMERIC_CLASSIFIED	0.1345827363464272	0.1345827363464272	YES	NUMERIC_CLASSIFIED	0.20271994780061653	0.144464163948896	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V013_T3_B0_P0	V013	INTERIOR	-	-	13	B0	P0	M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	M0;M1;M2;M3	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.046486774640488004	0.014983778705779478	YES	NUMERIC_CLASSIFIED	0.03761164717717951	0.008812375868882835	YES	NUMERIC_CLASSIFIED	0.022793585662761937	0.01194560548857062	YES	NUMERIC_CLASSIFIED	0.035056867307385275	0.035056867307385275	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V013_T4_B0_P0	V013	INTERIOR	-	-	13	B0	P0	M4	4	1	SHIFT_CONNECTION_BLOCK	M0;M4	2	NO	0.17652735238711573	0.06176470588235293	YES	NUMERIC_CLASSIFIED	0.31824320664481953	0.07914142023813912	YES	NUMERIC_CLASSIFIED	0.20684371895285453	0.03800446392992824	YES	NUMERIC_CLASSIFIED	0.17363551821928191	0.038959336060354684	YES	NUMERIC_CLASSIFIED	0.0764898018002327	0.04072940012958262	YES	NUMERIC_CLASSIFIED	0.0691742936080036	0.0691742936080036	YES	NUMERIC_CLASSIFIED	0.09220548548743189	0.06720296072531685	YES	NUMERIC_CLASSIFIED	0.07207133092599143	0.06813554987212275	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V013_T5_B0_P0	V013	INTERIOR	-	-	13	B0	P0	M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M4;M5	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.026711911576507964	0.005613992086553925	YES	NUMERIC_CLASSIFIED	0.02261525129067983	0.00442129486231054	YES	NUMERIC_CLASSIFIED	0.01079729779407102	0.004773849965099592	YES	NUMERIC_CLASSIFIED	0.0006337065774044068	0.0006337065774044068	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
V013_T6_B0_P0	V013	INTERIOR	-	-	13	B0	P0	M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M2;M4;M6	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.12042847582374928	0.02914804064140179	YES	NUMERIC_CLASSIFIED	0.08725617118385415	0.021450093405340584	YES	NUMERIC_CLASSIFIED	0.07702290721760365	0.014809652795704713	YES	NUMERIC_CLASSIFIED	0.03392682037567446	0.023678399501530736	YES	NUMERIC_CLASSIFIED	0.01920100213089168	0.01920100213089168	YES	NUMERIC_CLASSIFIED	1.5899003276961254e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
