path	sha256	parent_read_depth	reviewer_read_depth	role
udt_g374_g375_conditional_banking_2026-09-08/BANKING_RECORD.md	47554c199ec7b31907d3b6454e2956f4d2231213285e0245baa07bf65d84c0cd	controlling accepted scientific claims, dependency and limit sections; original full proofs/suites not reopened for every row	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_g376_g378_conditional_banking_2026-09-08/BANKING_RECORD.md	dec0b26292a5b4cf1ec6ce9984d202a23242ba3c4e3ff44ef7ba8d075b49066c	controlling accepted scientific claims, dependency and limit sections; original full proofs/suites not reopened for every row	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_g379_g380_conditional_banking_2026-09-08/BANKING_RECORD.md	f7725eafb4e4bc542fdb0b341b405cd9a12e6f1b3d06111ad6bb08d95e06c454	controlling accepted scientific claims, dependency and limit sections; original full proofs/suites not reopened for every row	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_g381_g382_conditional_banking_2026-09-09/BANKING_RECORD.md	2b121c734ed9aaa98ced745b619ba8cbde049ec78ce4a0cf5d75d5ef2ce0f104	controlling accepted scientific claims, dependency and limit sections; original full proofs/suites not reopened for every row	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gr_filter_reconciliation_2026-09-09/AUTHORITY_RECORD.md	80daa0be6d3e1c0ac1b734fea089c4eb487f05bc1e1fbb2fabd69322ca89f28c	controlling scientific report or authority/ledger inspected; source argument summary, not new proof/suite replay	full current authority/adoption	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gr_limit_campaign_2026-09-10/DECISION_BRIEF.md	c1573d1cea68d94c5592c5221220ce468797b86a06fcafab87249b674617d267	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gr_limit_campaign_2026-09-10/step_01/CANDIDATE.md	9a390933b76167cbe13741ef0523cd69b06544c66f3e574d2355b27883e7bff1	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gr_limit_campaign_2026-09-10/step_01/review/DIRECT_REVIEW.md	33ab045609dce22c1cc57aa9b739215d4b6a93ef07c5939dc6a82ccc89aa9bde	not directly reopened by parent; separately attributed reviewer inspection	full controlling substantive review	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gr_limit_campaign_2026-09-10/step_02/CANDIDATE.md	c4d75564b41918b3b833558626adb23bb2a02278a5aaad2c85c865c806934723	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gr_limit_campaign_2026-09-10/step_02/review/DIRECT_REVIEW.md	1493eaac5d7331e21bd1e81d33713491814baca9f79b12fe3cb252e4ff1f65d8	not directly reopened by parent; separately attributed reviewer inspection	full controlling substantive review	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gw170817_fixed_window_test_campaign_2026-09-07/DECISION_BRIEF.md	bf0866a6612412cf94d72ffa7402b6a7d558b4ee80d7786c515ad322ac83251a	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_gw_response_robustness_design_campaign/DECISION_BRIEF.md	c6cbef49062fa009e3fe912402e4febcc793517c71b67475fa391802a675b0a2	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_local_clock_metric_benchmark_campaign_2026-09-07/DECISION_BRIEF.md	128e93d4b898a185284163cd9c38ef3780657fa84b0f61e46e95ab5e914dd7ca	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_localized_evolution_followup_2026-09-09/CANDIDATE.md	22ea9426f13c0aef12550248a5d4cb5ff3a5855f6e5804f1b57f965d052fea78	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_localized_evolution_followup_2026-09-09/review/DIRECT_REVIEW.md	3d5beefd062a4d32754e96be4be7b5fd2e384fbb33c0c240d758fbb9eba77f32	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_localized_geometry_campaign_2026-09-09/step_01/CANDIDATE.md	bcbeafc7f19bf29a298244bac7664748668175fe8b4a53f4a7d13db1c258098e	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_localized_geometry_campaign_2026-09-09/step_01/review/DIRECT_REVIEW.md	ee5d02291a6ce45a3ddc7763fa103a4ef666458b049970b142d0ab459f538698	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_localized_geometry_campaign_2026-09-09/step_02/CANDIDATE.md	3f21ac35f37bdff8309651d06bb1be5aadce5948bef5ff5d0ec95efe40086537	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_localized_geometry_campaign_2026-09-09/step_02/REPAIR.md	b10226648340d45bfbee1e44bae9a50f530826ec3aefe25f8bbde0bb32b3a262	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_localized_geometry_campaign_2026-09-09/step_02/review/DIRECT_REVIEW.md	d9c79d43a5e473416eda2577f1a7c446625ac504d577b23a6217fe89fa7c88eb	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_native_response_discrimination_2026-09-09/DECISION_BRIEF.md	7b8915678b771b579e4c718c2a2615b1c6cb8787ab7d43185e0b18e0640aab16	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_native_response_discrimination_2026-09-09/step_01/CANDIDATE.md	5b20cb544d5a1630201be50eb3ee3ce513cf1a4801a278bd5e6f2101fd9bf838	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_native_response_discrimination_2026-09-09/step_01/review/DIRECT_REVIEW.md	a9f5842dc43fbe4bc9b872e6a22f467a11d127545468aacec117730513c0f3ee	not directly reopened by parent; separately attributed reviewer inspection	full controlling substantive review	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_native_response_discrimination_2026-09-09/step_02/CANDIDATE.md	e926e2f5c96652f0709a1a00f954db15adddc07523e512a318f58e0f1738c73a	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_native_response_discrimination_2026-09-09/step_02/review/DIRECT_REVIEW.md	f15a41ee535f56d49ee7b58da373824a218d326e2637b71a80e866e5e3702642	not directly reopened by parent; separately attributed reviewer inspection	full controlling substantive review	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_01/INITIAL_CANDIDATE.md	871a64977c723db32fa4697c4b61cd3a57ec7f318c061585b187774549731f86	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_01/review/ADVERSARIAL_REVIEW.md	a6a612b5924c04c0ee60726b65403e061d035cbaf3e3d96a7499a9dbb2273c4a	not directly reopened by parent; separately attributed reviewer inspection	full controlling review; NR1 truncated subsection subsequently reread	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_02/INITIAL_CANDIDATE.md	2af7b57e9323c895ffe98b4777aadd37721cd650bffd684954b85b1441e29e9d	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_nonlinear_mode_realizability_campaign_2026-09-09/step_02/review/ADVERSARIAL_REVIEW.md	9e722b8874593ec0b82f7862d5a3af0f371e26a5798f8fc1d49db453b757acfc	not directly reopened by parent; separately attributed reviewer inspection	full controlling review; NR1 truncated subsection subsequently reread	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_nonlinear_ripple_geometry_2026-09-09/INITIAL_CANDIDATE.md	49880008dcb5a646d6867e377f6dc84ded692b98250701aba4cab7119ca500de	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_nonlinear_ripple_geometry_2026-09-09/REVIEWED_RESULT.md	45cc3bc950b76ceed6a1fd49c248688242bc3c008864256de9bb494c1b8bbfaa	full reviewed result/scope statement; original full proof/review depth separately attributed below	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_nonlinear_ripple_geometry_2026-09-09/review/DIRECT_REVIEW.md	dd5608df50905466383a1bc9dd67e6b23bcececb1d5ff4e0848c87716b98b200	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_null_clock_depth_integrability_assessment_2026-09-10/DIRECT_REVIEW.md	85896a11c6d7a40acf798e05c6ef6cacdd46baad366a33a4335ae594ac6786cd	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_null_clock_depth_integrability_assessment_2026-09-10/INITIAL_CANDIDATE.md	a2769dd02500970475225939f0606ba212bdde6b6a54a3bebdd5023ced1385e1	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_null_clock_depth_integrability_assessment_2026-09-10/REPAIR.md	38f0bf9512a426e23e76acba8bca71dcef36b0d1e126ce5f45eabbe269b98dc4	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_observed_angular_pattern_raw_restart_2026-08-12/R5_OUTCOME_REPORT.md	9c5fd9e39b81ca547474c491ba6df5f6920dcfb80fc1f11599b2ce7a6fb02500	controlling scientific report or authority/ledger inspected; source argument summary, not new proof/suite replay	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optical_instrument_eligibility_2026-09-12/DECISION_BRIEF.md	ee7bab7d76ba58eb303c96ee8cb9511ff5b697cd7046d01df1ece77640fe7efc	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optics_bridge_assessment_2026-09-12/REVIEWED_RESULT.md	89e1226c55adcd3e68389f3d96955ae34efd62ae2c4ae76478631bcb29f9f1ac	full reviewed result/scope statement; original full proof/review depth separately attributed below	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optional_coupled_development_campaign_2026-09-08/step_01/CANDIDATE_INITIAL.md	c8bb0fba2a88e11c2dae9cca9ddc2417832ff51b69710e1f6c78d8fe0b17321a	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optional_coupled_development_campaign_2026-09-08/step_01/REVIEWED_RESULT.md	d1b4a05feca157544c9bf60101ef69ad53d3fe4078761d096eea3985fbef15f8	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optional_coupled_development_campaign_2026-09-08/step_01/review/ADVERSARIAL_REVIEW_INITIAL.md	39882b76bfb80fded29ebde3cfc6360f34505ae9f7384d02cf5cc73ddb501881	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optional_coupled_development_campaign_2026-09-08/step_02/CANDIDATE_INITIAL.md	1a3ba9d3afcffab21853af131e5aa5aba6a61343c4b696d1943ddadc0a5eddfc	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optional_coupled_development_campaign_2026-09-08/step_02/REVIEWED_RESULT.md	f0f69723a135c00bcef936a3f19dca15094796d5f954e4fba4368587ccca7010	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_optional_coupled_development_campaign_2026-09-08/step_02/review/ADVERSARIAL_REVIEW_INITIAL.md	7e8c8b4480db967a8352169ff78ba2ffaac885fa563e2a587e8f0a95c995787e	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_quiet_correspondence_campaign_2026-09-10/DECISION_BRIEF.md	4cce8a7ca3fc0da935f2625cb7a8e0fd65ca4ab0053051b0b36a14ba21d5c659	full decision brief; later acceptance overlay used; underlying full implementation not reopened	direct stage: full controlling brief/audit after parent editorial proposal; original proof/suite not reopened	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_redshift_distance_readiness_2026-09-12/REVIEWED_RESULT.md	c7ae6c167d8da7356c79a55b01d14a21312007972d9397e8e860f82f5500d5a1	full reviewed result/scope statement; original full proof/review depth separately attributed below	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_response_foundations_campaign_2026-09-10/CANDIDATE.md	bf3d4eac664ec9d08f5b68c88062025ee1070e558b9974e6c27dd9f341992be2	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_response_foundations_campaign_2026-09-10/DECISION_BRIEF.md	32c20fde998ee27530eab6034d4e2ef99b30236870a9435ad0ed1bfbf9e99643	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_response_foundations_campaign_2026-09-10/review/DIRECT_REVIEW.md	9ae07cced7db0854a3e0f6fa4fd93c997168c549332f21a621d721ae09b06f1f	not directly reopened by parent; separately attributed reviewer inspection	full controlling substantive review	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_reviewed_backlog_banking_2026-09-10/BANKED_CLAIMS.json	4b98b1dea6ce9dc0d62f9fa6183c1379aed534989159b45a208dad93fce12c2e	not directly reopened by parent; separately attributed reviewer inspection	targeted ND1/ND2/GL1/GL2/RF1/NCI1/ER1 acceptance and source pins; no all-claim read | targeted NR1/NR2/LG1/LG2/LE1/SE1/NE1 complete source_assessment fields; not all claims	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	654b0b2d734685c42d6a1b31740d545ab9299d17a5d5cc32c57e407b800191f1	controlling accepted scientific claims, dependency and limit sections; original full proofs/suites not reopened for every row	acceptance/dependency/limits prose; aggregate read partly truncated	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_scientific_arc_recovery_checkpoint_2026-08-04/MASS_BRANCH_AUTHORITY_MAP.tsv	1483331ab0e00bc6f800589edaaf56fff7c670a75292e49a05adc9935a063bdf	controlling scientific report or authority/ledger inspected; source argument summary, not new proof/suite replay	direct stage: full controlling audit or ledger; originals and scientific implementations not replayed	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_spatial_curvature_evolution_2026-09-09/CANDIDATE.md	31588aee276d4915418871988e400687b05cb59ee6ad6bc1efdb57ebd73789a7	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_spatial_curvature_evolution_2026-09-09/PROVENANCE_CORRECTION.md	bfea95a330c1db2aeef1db2b00e975463940f795651c1f4139ca8890d840819d	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_spatial_curvature_evolution_2026-09-09/review/DIRECT_REVIEW.md	8fde77e604bd2771d5cb184ba3ad8aa72ee0661f819345e372fc49ba7ade0934	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_spatial_curvature_evolution_2026-09-09/review/PROVENANCE_FOLLOWUP.md	8119b22fa8cd8a0e3551cb6435c7eb0d378491903729bc01ad14c1622f639713	not directly reopened by parent; separately attributed reviewer inspection	full source argument prose; implementations not rerun	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_ti1_banking_2026-09-11/BANKING_RECORD.md	08216184fd508d84e6e6fd263a0499595ed1926dc9b550007a3f0328e970b89e	controlling accepted scientific claims, dependency and limit sections; original full proofs/suites not reopened for every row	full exact acceptance overlay	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_ti2_banking_2026-09-11/BANKING_RECORD.md	47e89ed7551c7a842fc58504a0e10c1708f70915d1a69eef7fc4a914c062d093	controlling accepted scientific claims, dependency and limit sections; original full proofs/suites not reopened for every row	full exact acceptance overlay	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_tidal_measurement_feasibility_campaign_2026-09-07/DECISION_BRIEF.md	0c5f2ce7b90bdac677ef1ce2638074de6a98f1072b6460b46abd501589be2672	full decision brief; later acceptance overlay used; underlying full implementation not reopened	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_two_shape_evolution_2026-09-11/INITIAL_CANDIDATE.md	1d9b24c359636dd212f684b45793f2f02cfa8959df0e8a8dc0c19bcb5c8ae0a9	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_two_shape_evolution_2026-09-11/review/REVIEW.md	2d4df848a6c5eebcdbe73f4dcc735b8ad8839b8d59a2da6250caae07c7d47e9b	not directly reopened by parent; separately attributed reviewer inspection	controlling substantive review; TI2 opening155 lines reread after aggregate truncation; TI1 final omitted-check tail partially truncated	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_two_shape_nonlinear_interaction_2026-09-11/INITIAL_CANDIDATE.md	d2e4bd56154091e46cc89c9dc3dec227ff3662d11b045309e004b358bb45c85f	not directly reopened by parent; separately attributed reviewer inspection	full argument/source prose	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_two_shape_nonlinear_interaction_2026-09-11/review/REVIEW.md	2adef657ea5f7bb06b9d096d8546933ee50b67ed9554b4a076eca89d296f52f2	not directly reopened by parent; separately attributed reviewer inspection	controlling substantive review; TI2 opening155 lines reread after aggregate truncation; TI1 final omitted-check tail partially truncated	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
udt_two_shape_profile_dependence_2026-09-11/REVIEWED_RESULT.md	5dde9dd0caa757409bb2623989ec7ebcf8b2c8d104a6f78c6bb1d70985ae6ccd	full reviewed result/scope statement; original full proof/review depth separately attributed below	not recorded in imported reviewer source-pin/read tables; no inference of non-exposure	SCIENTIFIC_SOURCE_OR_ACCEPTANCE
