original_path	current_path	primary_owner	artifact_type	fixed_base_blob_oid	fixed_base_sha256	recommended_destination	migration_readiness
phi_source_derivation.py	phi_source_derivation.py	LEGACY_FROZEN	PYTHON	4fd54fa47036890cfe5da633e7481fb79c074f05	b044091471f1982bf9f682611f65cf9702def439092b6f92770b43cad924f0d0	archive/pre_2026-07-01/phi_source_derivation.py	MOVE_READY
r2_prereg_s_dependence_LEAD.md	r2_prereg_s_dependence_LEAD.md	LEGACY_FROZEN	MARKDOWN	6b235a0b5e3644159644758f487142c9d2b9d049	67f961379d32b038cc6d02be279b02813dfc03b1bb1aa759a7fa0ccdb9791aaa	archive/pre_2026-07-01/r2_prereg_s_dependence_LEAD.md	MOVE_READY
simple_metric_dotted_line.py	simple_metric_dotted_line.py	MACRO	PYTHON	f79fd1ec197e9c26e6b8337248b1a4717ec02a6f	928e2b33b7fdbf7dd1e705e9fa117dc7fe8885630f2b51b93945fd6054e216fc	research/macro/simple_metric_dotted_line.py	MOVE_READY
simple_metric_legacy_double_fix_side_excursion.md	simple_metric_legacy_double_fix_side_excursion.md	MACRO	MARKDOWN	183e6f58a0e093138d0e1698670d413c6072dbf8	56232dc127822a7842b16e73b1f7c45e8cfe3d1080dd5c84ce64a00e0df88ab9	research/macro/simple_metric_legacy_double_fix_side_excursion.md	MOVE_READY
simple_metric_promising_candidates_zoom.py	simple_metric_promising_candidates_zoom.py	MACRO	PYTHON	01d9abb4febd81734e10d11f17b05924a7c269ee	d89065ed4e7eac7c27a1c735b3573629ab4af81a12278280fc64f8d56832c985	research/macro/simple_metric_promising_candidates_zoom.py	MOVE_READY
simple_metric_relational_rooms_continue.py	simple_metric_relational_rooms_continue.py	MACRO	PYTHON	477595cb11089c152d0e082921cfc3ef2da0f9af	ca97b65e28bfa795a1d466b288c3c14c3d55881497b6421c2a25cc5f5b8594e3	research/macro/simple_metric_relational_rooms_continue.py	MOVE_READY
solver_build_MAP.md	solver_build_MAP.md	LEGACY_FROZEN	MARKDOWN	e11ab168cdc918efc35b8cecabef26b9da94f2ca	ff1c00230bd67ad0229162747ab41dba4721561514a7e7bcc684f96ad05c2c6b	archive/pre_2026-07-01/solver_build_MAP.md	MOVE_READY
stageD_bv_forecast_check.py	stageD_bv_forecast_check.py	LEGACY_FROZEN	PYTHON	b90937d1dd01ea0322cdcdd9105e0fd74d174278	77ae7c33f51079549006cbcb4e3e9693d18d54ef6c5c7454a5f99d2113e2fc5f	archive/pre_2026-07-01/stageD_bv_forecast_check.py	MOVE_READY
stageD_sweep_results_raw.md	stageD_sweep_results_raw.md	LEGACY_FROZEN	MARKDOWN	818633bc8ed55704756704c221f196f2294320f2	5a8fa139e067d9da97f16717481271daa2e360caf25a86501f4177a4f038ac05	archive/pre_2026-07-01/stageD_sweep_results_raw.md	MOVE_READY
verify_center_escape.py	verify_center_escape.py	MACRO	PYTHON	867cddbad61287219658912e3523c9dbbe2cc7e9	ef0a29e58d7132d908ac94869d0c94ee1d65caceea13c42bdf9e7019eb998aa5	research/macro/verify_center_escape.py	MOVE_READY
verify_center_nogo.py	verify_center_nogo.py	MACRO	PYTHON	a86c2554959ccb5478fd2043a0030d8a9caa2530	206d51e2d7a44ea567a49ae8da114e5a9e801e970a96b21b4e6393376abf88d0	research/macro/verify_center_nogo.py	MOVE_READY
verify_eos_dS_window.py	verify_eos_dS_window.py	MACRO	PYTHON	9cb1f6917debc40700d99eaebb1f4c927d1b8293	719fd2f4f70fc72dee2d129d57515957adf82a0ed962986453500ac5752ac58d	research/macro/verify_eos_dS_window.py	MOVE_READY
verify_redshift_profile_derivation.py	verify_redshift_profile_derivation.py	LEGACY_FROZEN	PYTHON	ef8223bdbe9e641027fc74ed68ee68c105bcd081	0908d210cb37f643060b37f7e9268b9f6e40494f9d9a7f3ce599514f7ea31403	archive/pre_2026-07-01/verify_redshift_profile_derivation.py	MOVE_READY
verify_sne_adversarial.py	verify_sne_adversarial.py	LEGACY_FROZEN	PYTHON	de18c97b71e82b5dc4a8e8db22996de9f312faf1	741dbab154e8d2e0faf1154b198c09dd5f4ab76b9997dfc032d206e324ed9322	archive/pre_2026-07-01/verify_sne_adversarial.py	MOVE_READY
verify_universe_bv2_a_reduction.py	verify_universe_bv2_a_reduction.py	LEGACY_FROZEN	PYTHON	d1470e7d8cf2765df93f3751b00d63a451339702	1597eded7847d47fd0bed696abde6e3188b81550c0e7b35278b308bee9687441	archive/pre_2026-07-01/verify_universe_bv2_a_reduction.py	MOVE_READY
verify_universe_bv2_b_ident.py	verify_universe_bv2_b_ident.py	LEGACY_FROZEN	PYTHON	07b1c13412834439ece6390536c2cbd1ab2a5e53	0e4f425af9c8ad7aaef7799079a4ed6a810186c6fdc1136e4729af2ab95063f6	archive/pre_2026-07-01/verify_universe_bv2_b_ident.py	MOVE_READY
verify_universe_bv2_c_folds.py	verify_universe_bv2_c_folds.py	LEGACY_FROZEN	PYTHON	9043015210af4261ae9a885f0c6c18b4ca43e9c7	ce0f5365ba97d00c5b396dce3231961145b65899e9ab60733d9f576419447d03	archive/pre_2026-07-01/verify_universe_bv2_c_folds.py	MOVE_READY
verify_universe_bv2_d_budget.py	verify_universe_bv2_d_budget.py	LEGACY_FROZEN	PYTHON	76fb91ae0e07e97d385a33022ac002f42cd05cdb	30219fd76c2537cd29fb5e35c43d231be7d7cd9ebc59cdf690c510e4d9c7be9c	archive/pre_2026-07-01/verify_universe_bv2_d_budget.py	MOVE_READY
verify_universe_bv2_e_sigma.py	verify_universe_bv2_e_sigma.py	LEGACY_FROZEN	PYTHON	597af64f90de1409229a148d843c1272378203c9	5b013bb9bf35ec3f1a180dd78c1597f97d4015422912ac8555158751e0efac85	archive/pre_2026-07-01/verify_universe_bv2_e_sigma.py	MOVE_READY
verify_universe_bv2_f_einstein.py	verify_universe_bv2_f_einstein.py	LEGACY_FROZEN	PYTHON	a46c4e7c61d96959d1b693add9eb8734f7eaa458	6ea5c3f850b05595960d576992af4901d3c928786257cb98c21c32e7060e12a5	archive/pre_2026-07-01/verify_universe_bv2_f_einstein.py	MOVE_READY
verify_universe_bv2_g_transv_toy.py	verify_universe_bv2_g_transv_toy.py	LEGACY_FROZEN	PYTHON	82eacb5ebc5e6378a8d3165e1bf2356f5ba861a5	bd2215cca92d1e8d96db7cbb328553720b59668e39a145c278a3e9d6fb88c04e	archive/pre_2026-07-01/verify_universe_bv2_g_transv_toy.py	MOVE_READY
verify_universe_bv4_q1_validate.py	verify_universe_bv4_q1_validate.py	LEGACY_FROZEN	PYTHON	f966ba46c20fe2e1c76f5417c0e0a5552fac59bb	5541fe237e4c75aef7a05df9e0e359e460598d9d703f1dcb9371085d20053a32	archive/pre_2026-07-01/verify_universe_bv4_q1_validate.py	MOVE_READY
verify_universe_bv4_q2_powers.py	verify_universe_bv4_q2_powers.py	LEGACY_FROZEN	PYTHON	e2c4687498b3f17e661607a21c89e8ad4d4c530c	8dce3000b2ac494714b44d4e1c294990de1e2ff518508a44eddc5f9efad16326	archive/pre_2026-07-01/verify_universe_bv4_q2_powers.py	MOVE_READY
verify_universe_bv4_q3_bisect.py	verify_universe_bv4_q3_bisect.py	LEGACY_FROZEN	PYTHON	d3bf0e159ca89fc3d69d6cec648777bb428341c4	69359e94217289856e217cd247ef44d05549d915981c4e6e2df22f805a0325f0	archive/pre_2026-07-01/verify_universe_bv4_q3_bisect.py	MOVE_READY
verify_universe_bv4_q3_scan.py	verify_universe_bv4_q3_scan.py	LEGACY_FROZEN	PYTHON	c3d0d2892efdc81899c9edae23913148b46088dd	7393d63554065c8e56fa41862b7a391679002acb8eb71fb35ae99134e86a3f75	archive/pre_2026-07-01/verify_universe_bv4_q3_scan.py	MOVE_READY
verify_universe_bv4_q4_q5.py	verify_universe_bv4_q4_q5.py	LEGACY_FROZEN	PYTHON	b832a95b175b59cccb5bf60896f4c34931dcf39f	265cf5a42108adde91a6599d7a56d240b36ab4c2ca5fe97823eb2009ddcf33f8	archive/pre_2026-07-01/verify_universe_bv4_q4_q5.py	MOVE_READY
verify_universe_bv4_shoot.py	verify_universe_bv4_shoot.py	LEGACY_FROZEN	PYTHON	481a6caa6ec48b7065b62ac2f527f6964a8ce77e	786cd3c1d29fc2855928caa71d74d0757530058086b84de96629700f3b03ed79	archive/pre_2026-07-01/verify_universe_bv4_shoot.py	MOVE_READY
verify_wrl_canon.py	verify_wrl_canon.py	MACRO	PYTHON	e5f2b5760326b7eefa7f7dc0339118b8bd327deb	b5e6b5b79a1f743962d94820d9e5e14e0315fec0873962158bc5bdc5190877fc	research/macro/verify_wrl_canon.py	MOVE_READY
