candidate_path	line	evidence_type	raw_target	resolved_target	status	load_bearing	detail
cascade_s2_core.py	3	TEXT_REFERENCE	stability_operator_results.md	stability_operator_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s2_core.py	4	TEXT_REFERENCE	cascade_bv13_matrices2.py	cascade_bv13_matrices2.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s2_core.py	18	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_s2_core.py	27	RUNTIME_FILE_PATH	REPO	REPO	DYNAMIC	YES	os.path.join
cascade_s2_core.py	27	RUNTIME_FILE_PATH	open(os.path.join(REPO, 'cascade_stageB_rungs.json'))	open(os.path.join(REPO, 'cascade_stageB_rungs.json'))	DYNAMIC	YES	json.load
cascade_s2_core.py	27	RUNTIME_FILE_PATH	os.path.join(REPO, 'cascade_stageB_rungs.json')	os.path.join(REPO, 'cascade_stageB_rungs.json')	DYNAMIC	YES	open
cascade_s2_core.py	27	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s2_core.py	41	TEXT_REFERENCE	twin_ladder_involution_results.md	twin_ladder_involution_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s2_core.py	45	RUNTIME_FILE_PATH	REPO	REPO	DYNAMIC	YES	os.path.join
cascade_s2_core.py	45	RUNTIME_FILE_PATH	open(os.path.join(REPO, 'cascade_stageC_c1_A1m2_Z8.json'))	open(os.path.join(REPO, 'cascade_stageC_c1_A1m2_Z8.json'))	DYNAMIC	YES	json.load
cascade_s2_core.py	45	RUNTIME_FILE_PATH	os.path.join(REPO, 'cascade_stageC_c1_A1m2_Z8.json')	os.path.join(REPO, 'cascade_stageC_c1_A1m2_Z8.json')	DYNAMIC	YES	open
cascade_s2_core.py	45	TEXT_REFERENCE	cascade_stageC_c1_A1m2_Z8.json	cascade_stageC_c1_A1m2_Z8.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s2_core.py	48	RUNTIME_FILE_PATH	REPO	REPO	DYNAMIC	YES	os.path.join
cascade_s2_core.py	48	RUNTIME_FILE_PATH	open(os.path.join(REPO, 'cascade_stageC_c2_A1m3_Z1.json'))	open(os.path.join(REPO, 'cascade_stageC_c2_A1m3_Z1.json'))	DYNAMIC	YES	json.load
cascade_s2_core.py	48	RUNTIME_FILE_PATH	os.path.join(REPO, 'cascade_stageC_c2_A1m3_Z1.json')	os.path.join(REPO, 'cascade_stageC_c2_A1m3_Z1.json')	DYNAMIC	YES	open
cascade_s2_core.py	48	TEXT_REFERENCE	cascade_stageC_c2_A1m3_Z1.json	cascade_stageC_c2_A1m3_Z1.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s2_core.py	60	RUNTIME_FILE_PATH	SCRATCH	SCRATCH	DYNAMIC	YES	os.path.join
cascade_s2_core.py	63	RUNTIME_FILE_PATH	SHOT_LOG	SHOT_LOG	DYNAMIC	YES	open
cascade_s2_core.py	63	RUNTIME_FILE_PATH	open(SHOT_LOG)	open(SHOT_LOG)	DYNAMIC	YES	json.load
cascade_s2_core.py	65	RUNTIME_FILE_PATH	SHOT_LOG	SHOT_LOG	DYNAMIC	YES	open
cascade_s2_core.py	65	RUNTIME_FILE_PATH	log	log	DYNAMIC	YES	json.dump
cascade_s2_core.py	69	RUNTIME_FILE_PATH	SCRATCH	SCRATCH	DYNAMIC	YES	os.path.join
cascade_s2_core.py	71	RUNTIME_FILE_PATH	pkl	pkl	DYNAMIC	YES	open
cascade_s2_core.py	77	RUNTIME_FILE_PATH	pkl	pkl	DYNAMIC	YES	open
cascade_s2_core.py	88	RUNTIME_FILE_PATH	pkl	pkl	DYNAMIC	YES	open
cascade_s2_core.py	501	RUNTIME_FILE_PATH	SCRATCH	SCRATCH	DYNAMIC	YES	os.path.join
cascade_s2_core.py	502	RUNTIME_FILE_PATH	ck	ck	DYNAMIC	YES	open
cascade_s2_core.py	502	RUNTIME_FILE_PATH	open(ck)	open(ck)	DYNAMIC	YES	json.load
cascade_s2_core.py	506	RUNTIME_FILE_PATH	ck	ck	DYNAMIC	YES	open
cascade_s2_core.py	506	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_s2_core.py	517	RUNTIME_FILE_PATH	ck	ck	DYNAMIC	YES	open
cascade_s2_core.py	517	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_s2_core.py	524	RUNTIME_FILE_PATH	ck	ck	DYNAMIC	YES	open
cascade_s2_core.py	524	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_s2_core.py	529	RUNTIME_FILE_PATH	ck	ck	DYNAMIC	YES	open
cascade_s2_core.py	529	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_s2_core.py	537	RUNTIME_FILE_PATH	ck	ck	DYNAMIC	YES	open
cascade_s2_core.py	537	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_s2_validate.py	10	PYTHON_IMPORT	s2_core	cascade_s2_core.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_s2_validate.py	101	PYTHON_IMPORT	s2_core	cascade_s2_core.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_s3_lib.py	3	TEXT_REFERENCE	cascade_bv14_lib.py	cascade_bv14_lib.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_s3_lib.py	14	PYTHON_IMPORT	cascade_bv14_lib	cascade_bv14_lib.py	TRACKED_COMPANION	YES	AST import closure
cascade_s3_lib.py	21	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_s3_lib.py	21	RUNTIME_FILE_PATH	os.path.join(SCR, f's2_bg_{tag}.pkl')	os.path.join(SCR, f's2_bg_{tag}.pkl')	DYNAMIC	YES	open
cascade_s3_t2_t3.py	8	PYTHON_IMPORT	s3_lib	cascade_s3_lib.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_s3_t2_t3.py	14	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_s3_t2_t3.py	117	RUNTIME_FILE_PATH	ck	ck	DYNAMIC	YES	open
cascade_s3_t2_t3.py	117	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_s3_t5.py	15	PYTHON_IMPORT	s3_lib	cascade_s3_lib.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_s3_t5.py	58	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_s3_t5.py	59	RUNTIME_FILE_PATH	led_f	led_f	DYNAMIC	YES	open
cascade_s3_t5.py	59	RUNTIME_FILE_PATH	open(led_f)	open(led_f)	DYNAMIC	YES	json.load
cascade_s3_t5.py	61	RUNTIME_FILE_PATH	led	led	DYNAMIC	YES	json.dump
cascade_s3_t5.py	61	RUNTIME_FILE_PATH	led_f	led_f	DYNAMIC	YES	open
cascade_s3_t5.py	164	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_s3_t5.py	164	RUNTIME_FILE_PATH	os.path.join(SCR, f's3_t5_{tag}.json')	os.path.join(SCR, f's3_t5_{tag}.json')	DYNAMIC	YES	open
cascade_s3_t5.py	164	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_s3_validate.py	8	PYTHON_IMPORT	s3_lib	cascade_s3_lib.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_s3_validate.py	14	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_s3_validate.py	14	RUNTIME_FILE_PATH	open(os.path.join(SCR, f'bv14_bg_{row}.json'))	open(os.path.join(SCR, f'bv14_bg_{row}.json'))	DYNAMIC	YES	json.load
cascade_s3_validate.py	14	RUNTIME_FILE_PATH	os.path.join(SCR, f'bv14_bg_{row}.json')	os.path.join(SCR, f'bv14_bg_{row}.json')	DYNAMIC	YES	open
cascade_s3_validate.py	27	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_s3_validate.py	27	RUNTIME_FILE_PATH	open(os.path.join(SCR, f'bv14_counts_{TAGS[tag]}.json'))	open(os.path.join(SCR, f'bv14_counts_{TAGS[tag]}.json'))	DYNAMIC	YES	json.load
cascade_s3_validate.py	27	RUNTIME_FILE_PATH	os.path.join(SCR, f'bv14_counts_{TAGS[tag]}.json')	os.path.join(SCR, f'bv14_counts_{TAGS[tag]}.json')	DYNAMIC	YES	open
cascade_s3_validate.py	59	RUNTIME_FILE_PATH	SCR	SCR	DYNAMIC	YES	os.path.join
cascade_s3_validate.py	59	RUNTIME_FILE_PATH	os.path.join(SCR, 's3_validate.json')	os.path.join(SCR, 's3_validate.json')	DYNAMIC	YES	open
cascade_s3_validate.py	59	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_sf_d5_spotcheck.py	5	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_sf_d5_spotcheck.py	19	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_sf_d5_spotcheck.py	162	RUNTIME_FILE_PATH	results	results	DYNAMIC	YES	json.dump
cascade_sf_d5_spotcheck.py	162	RUNTIME_FILE_PATH	sf_d5_out.json	sf_d5_out.json	MISSING_OR_GENERATED	YES	open
cascade_sf_d5b_extra.py	10	PYTHON_IMPORT	sf_d5_spotcheck	cascade_sf_d5_spotcheck.py	CANDIDATE_ALIAS	YES	AST import closure
cascade_stageA_extra.py	0	REQUIRED_COMPANION	cascade_stageA_lib.py	cascade_stageA_lib.py	NOT_FROZEN_OR_MANIFEST	YES	retained stage-A library and shared results file close the runtime family
cascade_stageA_extra.py	56	RUNTIME_FILE_PATH	open('stageA_results.json')	open('stageA_results.json')	DYNAMIC	YES	json.load
cascade_stageA_extra.py	56	RUNTIME_FILE_PATH	stageA_results.json	stageA_results.json	MISSING_OR_GENERATED	YES	open
cascade_stageA_extra.py	60	RUNTIME_FILE_PATH	res	res	DYNAMIC	YES	json.dump
cascade_stageA_extra.py	60	RUNTIME_FILE_PATH	stageA_results.json	stageA_results.json	MISSING_OR_GENERATED	YES	open
cascade_stageA_run.py	0	REQUIRED_COMPANION	cascade_stageA_lib.py	cascade_stageA_lib.py	NOT_FROZEN_OR_MANIFEST	YES	retained stage-A library and shared results file close the runtime family
cascade_stageA_run.py	73	RUNTIME_FILE_PATH	OUT	OUT	DYNAMIC	YES	open
cascade_stageA_run.py	74	RUNTIME_FILE_PATH	results	results	DYNAMIC	YES	json.dump
cascade_stageA_run.py	78	RUNTIME_FILE_PATH	OUT	OUT	DYNAMIC	YES	open
cascade_stageA_run.py	79	RUNTIME_FILE_PATH	results	results	DYNAMIC	YES	json.dump
cascade_stageB_above.py	0	REQUIRED_COMPANION	cascade_stageB_common.py	cascade_stageB_common.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_above.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_above.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_above.py	7	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_stageB_above.py	71	RUNTIME_FILE_PATH	{'rows': rows, 'brackets': br, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'shots_this_script': SHOTS}	{'rows': rows, 'brackets': br, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'shots_this_script': SHOTS}	DYNAMIC	YES	json.dump
cascade_stageB_above.py	74	RUNTIME_FILE_PATH	f'{SCR}/stageB_above.json'	f'{SCR}/stageB_above.json'	DYNAMIC	YES	open
cascade_stageB_analysis.py	0	REQUIRED_COMPANION	cascade_stageB_common.py	cascade_stageB_common.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_analysis.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_analysis.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_analysis.py	7	RUNTIME_FILE_PATH	f'{SCR}/stageB_rungs.json'	f'{SCR}/stageB_rungs.json'	DYNAMIC	YES	open
cascade_stageB_analysis.py	7	RUNTIME_FILE_PATH	open(f'{SCR}/stageB_rungs.json')	open(f'{SCR}/stageB_rungs.json')	DYNAMIC	YES	json.load
cascade_stageB_analysis.py	8	RUNTIME_FILE_PATH	f'{SCR}/stageB_sweep.json'	f'{SCR}/stageB_sweep.json'	DYNAMIC	YES	open
cascade_stageB_analysis.py	8	RUNTIME_FILE_PATH	open(f'{SCR}/stageB_sweep.json')	open(f'{SCR}/stageB_sweep.json')	DYNAMIC	YES	json.load
cascade_stageB_analysis.py	9	RUNTIME_FILE_PATH	f'{SCR}/stageB_above.json'	f'{SCR}/stageB_above.json'	DYNAMIC	YES	open
cascade_stageB_analysis.py	9	RUNTIME_FILE_PATH	open(f'{SCR}/stageB_above.json')	open(f'{SCR}/stageB_above.json')	DYNAMIC	YES	json.load
cascade_stageB_bisect.py	0	REQUIRED_COMPANION	cascade_stageB_common.py	cascade_stageB_common.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_bisect.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_bisect.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_bisect.py	9	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_stageB_bisect.py	25	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_stageB_bisect.py	91	RUNTIME_FILE_PATH	f'{SCR}/stageB_sweep.json'	f'{SCR}/stageB_sweep.json'	DYNAMIC	YES	open
cascade_stageB_bisect.py	91	RUNTIME_FILE_PATH	open(f'{SCR}/stageB_sweep.json')	open(f'{SCR}/stageB_sweep.json')	DYNAMIC	YES	json.load
cascade_stageB_bisect.py	134	RUNTIME_FILE_PATH	{'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'cut_brackets': cut, 'shots_this_script': SHOTS}	{'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'cut_brackets': cut, 'shots_this_script': SHOTS}	DYNAMIC	YES	json.dump
cascade_stageB_bisect.py	139	RUNTIME_FILE_PATH	f'{SCR}/stageB_rungs.json'	f'{SCR}/stageB_rungs.json'	DYNAMIC	YES	open
cascade_stageB_sanity.py	0	REQUIRED_COMPANION	cascade_stageB_common.py	cascade_stageB_common.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_sanity.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_sanity.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common modules and frozen rung data close the family
cascade_stageB_sanity.py	5	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_stageC_run.py	0	REQUIRED_COMPANION	cascade_stageC_lib.py	cascade_stageC_lib.py	NOT_FROZEN_OR_MANIFEST	YES	retained stage-C library is a runtime import
cascade_stageC_run.py	62	RUNTIME_FILE_PATH	{'combo': combo, 'Z': c['Z'], 'stuck': c['stuck'], 'd0_est': c['d0_est'], 'rows': rows, 'brackets': [list(b) for b in br], 'nonseal_rows': nonseal, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'shots': L.SHOTS, 'wall_s': time.time() - t0}	{'combo': combo, 'Z': c['Z'], 'stuck': c['stuck'], 'd0_est': c['d0_est'], 'rows': rows, 'brackets': [list(b) for b in br], 'nonseal_rows': nonseal, 'rungs': [{k: v for (k, v) in r.items() if 'profile' not in k} for r in rungs], 'profiles': [{'bracket_index': r['bracket_index'], 'N_delta_profile': r.get('N_delta_profile'), 'N_rhop_profile': r.get('N_rhop_profile')} for r in rungs], 'shots': L.SHOTS, 'wall_s': time.time() - t0}	DYNAMIC	YES	json.dump
cascade_stageC_run.py	70	RUNTIME_FILE_PATH	f'{SCR}/stageC_{combo}.json'	f'{SCR}/stageC_{combo}.json'	DYNAMIC	YES	open
cascade_th2_final_table.py	9	RUNTIME_FILE_PATH	open('th2_results.json')	open('th2_results.json')	DYNAMIC	YES	json.load
cascade_th2_final_table.py	9	RUNTIME_FILE_PATH	th2_results.json	th2_results.json	MISSING_OR_GENERATED	YES	open
cascade_th2_final_table.py	36	RUNTIME_FILE_PATH	out	out	DYNAMIC	YES	json.dump
cascade_th2_final_table.py	36	RUNTIME_FILE_PATH	th2_final_table.json	th2_final_table.json	MISSING_OR_GENERATED	YES	open
cascade_tw_confirm.py	0	REQUIRED_COMPANION	cascade_stageB_common.py	cascade_stageB_common.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_confirm.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_confirm.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_confirm.py	7	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cascade_tw_confirm.py	9	PYTHON_IMPORT	cascade_stageB_common	cascade_stageB_common.py	TRACKED_COMPANION	YES	AST import closure
cascade_tw_pred.py	0	REQUIRED_COMPANION	cascade_stageB_common.py	cascade_stageB_common.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_pred.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_pred.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_pred.py	15	TEXT_REFERENCE	cascade_stageB_rungs.json	cascade_stageB_rungs.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cascade_tw_pred.py	16	RUNTIME_FILE_PATH	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json	ABSOLUTE_EXTERNAL	YES	open
cascade_tw_pred.py	16	RUNTIME_FILE_PATH	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')	DYNAMIC	YES	json.load
cascade_tw_reshoot.py	0	REQUIRED_COMPANION	cascade_stageB_common.py	cascade_stageB_common.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_reshoot.py	0	REQUIRED_COMPANION	cascade_stageB_rungs.json	cascade_stageB_rungs.json	R0_FROZEN_EVIDENCE	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_reshoot.py	0	REQUIRED_COMPANION	cell_solver_universe_T3.py	cell_solver_universe_T3.py	NOT_FROZEN_OR_MANIFEST	YES	retained solver/common and hard-coded frozen rung file remain at root
cascade_tw_reshoot.py	11	PYTHON_IMPORT	cell_solver_universe_T3	cell_solver_universe_T3.py	TRACKED_COMPANION	YES	AST import closure
cell_solver_f2d_BUILDNOTES.md	4	TEXT_REFERENCE	cell_solver_f2d.py	cell_solver_f2d.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cell_solver_f2d_BUILDNOTES.md	5	TEXT_REFERENCE	verify_f2d_reduction.py	verify_f2d_reduction.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cell_solver_f2d_BUILDNOTES.md	6	TEXT_REFERENCE	discreteness_preregistration.md	discreteness_preregistration.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cell_solver_f2d_BUILDNOTES.md	7	TEXT_REFERENCE	f2d_virial_step0_results.md	f2d_virial_step0_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cell_solver_f2d_BUILDNOTES.md	7	TEXT_REFERENCE	f_rtheta_free_field_MAP.md	f_rtheta_free_field_MAP.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cell_solver_f2d_BUILDNOTES.md	8	TEXT_REFERENCE	round_matter_reduction_results.md	round_matter_reduction_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cell_solver_f2d_BUILDNOTES.md	25	TEXT_REFERENCE	spectral_sph_exact.py	spectral_sph_exact.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
cell_solver_f2d_BUILDNOTES.md	41	TEXT_REFERENCE	spectral_cheb.py	spectral_cheb.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
controlled_relax_hessian.py	0	REQUIRED_COMPANION	controlled_relax_hessian_out.json	controlled_relax_hessian_out.json	R0_FROZEN_EVIDENCE	YES	root module/input/output family includes an immutable output and absent inputs
controlled_relax_hessian.py	0	REQUIRED_COMPANION	hopfion_arc_scripts_2026-07-05/fs_hopfion.py	hopfion_arc_scripts_2026-07-05/fs_hopfion.py	NOT_REGISTERED_ROOT_PATH	YES	root module/input/output family includes an immutable output and absent inputs
controlled_relax_hessian.py	13	RUNTIME_FILE_PATH	'prod_relax256uncon.npz' if os.path.exists('prod_relax256uncon.npz') else 'hopfion_arc_scripts_2026-07-05/prod_an256.npz'	'prod_relax256uncon.npz' if os.path.exists('prod_relax256uncon.npz') else 'hopfion_arc_scripts_2026-07-05/prod_an256.npz'	DYNAMIC	YES	np.load
controlled_relax_hessian.py	27	RUNTIME_FILE_PATH	LOG	LOG	DYNAMIC	YES	open
controlled_relax_hessian.py	29	RUNTIME_FILE_PATH	LOG	LOG	DYNAMIC	YES	open
controlled_relax_hessian.py	53	RUNTIME_FILE_PATH	controlled_best_field.npz	controlled_best_field.npz	MISSING_OR_GENERATED	YES	np.savez
controlled_relax_hessian.py	85	RUNTIME_FILE_PATH	{'best_gradnorm': gn_best, 'Q': Qb, 'lowest_lam_phys': lam_phys, 'res_phys': res_phys, 'in_core': incore, 'verdict': verdict}	{'best_gradnorm': gn_best, 'Q': Qb, 'lowest_lam_phys': lam_phys, 'res_phys': res_phys, 'in_core': incore, 'verdict': verdict}	DYNAMIC	YES	json.dump
controlled_relax_hessian.py	86	RUNTIME_FILE_PATH	controlled_relax_hessian_out.json	controlled_relax_hessian_out.json	RESOLVED_TRACKED	YES	open
controlled_relax_hessian.py	86	TEXT_REFERENCE	controlled_relax_hessian_out.json	controlled_relax_hessian_out.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
e2c_bv_gauntlet.py	0	REQUIRED_COMPANION	cell_solver_composite.py	cell_solver_composite.py	NOT_FROZEN_OR_MANIFEST	YES	imports retained composite solver
e2c_bv_gauntlet.py	9	PYTHON_IMPORT	cell_solver_composite	cell_solver_composite.py	TRACKED_COMPANION	YES	AST import closure
e2d_bv_cert.py	0	REQUIRED_COMPANION	cell_solver_composite.py	cell_solver_composite.py	NOT_FROZEN_OR_MANIFEST	YES	both scripts import retained composite solver and continuation driver
e2d_bv_cert.py	0	REQUIRED_COMPANION	e2d_continuation_driver.py	e2d_continuation_driver.py	NOT_FROZEN_OR_MANIFEST	YES	both scripts import retained composite solver and continuation driver
e2d_bv_cert.py	6	PYTHON_IMPORT	cell_solver_composite	cell_solver_composite.py	TRACKED_COMPANION	YES	AST import closure
e2d_bv_cert.py	7	PYTHON_IMPORT	e2d_continuation_driver	e2d_continuation_driver.py	TRACKED_COMPANION	YES	AST import closure
e2d_bv_checks.py	0	REQUIRED_COMPANION	cell_solver_composite.py	cell_solver_composite.py	NOT_FROZEN_OR_MANIFEST	YES	both scripts import retained composite solver and continuation driver
e2d_bv_checks.py	0	REQUIRED_COMPANION	e2d_continuation_driver.py	e2d_continuation_driver.py	NOT_FROZEN_OR_MANIFEST	YES	both scripts import retained composite solver and continuation driver
e2d_bv_checks.py	6	PYTHON_IMPORT	cell_solver_composite	cell_solver_composite.py	TRACKED_COMPANION	YES	AST import closure
e2d_bv_checks.py	7	PYTHON_IMPORT	e2d_continuation_driver	e2d_continuation_driver.py	TRACKED_COMPANION	YES	AST import closure
homog_universe_solve.py	10	TEXT_REFERENCE	cell_solver_universe_T3.py	cell_solver_universe_T3.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
hopfion_static_mass_hessian_256driver.py	0	REQUIRED_COMPANION	hopfion_static_mass_common.py	hopfion_static_mass_common.py	REFERENCED_BY_SIX_FROZEN_PACKAGES	YES	common module is referenced by frozen packages and output JSON is immutable
hopfion_static_mass_hessian_256driver.py	0	REQUIRED_COMPANION	hopfion_static_mass_hessian_out.json	hopfion_static_mass_hessian_out.json	R0_FROZEN_EVIDENCE	YES	common module is referenced by frozen packages and output JSON is immutable
hopfion_static_mass_hessian_256driver.py	6	PYTHON_IMPORT	hopfion_static_mass_common	hopfion_static_mass_common.py	TRACKED_COMPANION	YES	AST import closure
