candidate_path	original_path	destination	primary_owner	lane_class	artifact_type	git_blob_oid	sha256	atomic_family_id	disposition	proposed_batch_id	operational_inbound_count	forensic_inbound_count	forensic_inbound_sources	outbound_imports	runtime_paths	generated_outputs	required_companions	frozen_companions	unresolved_runtime_paths	test_scope	frontier_or_control	future_exact_pointer_changes	ruling_basis
cascade_bv15_x2_anatomy.py	cascade_bv15_x2_anatomy.py	archive/pre_2026-07-01/cascade_bv15_x2_anatomy.py	LEGACY_FROZEN	LEGACY	PYTHON	228d1cf16e283852272cec20a680f0a08681460e	b142261c6c2e8339b86f5aa2e043b49db5c183a3480c3e0ad2ad6cdb16990c4e	F_BV15_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv15_asm->cascade_bv15_asm.py	SCR[DYNAMIC];os.path.join(SCR, f'bv15_x2_anatomy_{tag}.json')[DYNAMIC];out[DYNAMIC]	NONE	NONE	NONE	bv15_asm;bv15_x3_ray;dynamic SCR paths	NONE	NONE	-	unprefixed module imports, missing ray module, and dynamic scratch outputs
cascade_bv15_x3_c2.py	cascade_bv15_x3_c2.py	archive/pre_2026-07-01/cascade_bv15_x3_c2.py	LEGACY_FROZEN	LEGACY	PYTHON	ae11be2aafadc3f23c002f4c99c440b8b147d0fc	845b9c3d48165b1eb96c18b59ffb1aea5248f5b05997ed37d79a45cf149b6d26	F_BV15_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv15_asm->cascade_bv15_asm.py	SCR[DYNAMIC];os.path.join(SCR, 'bv15_x3_c2.json')[DYNAMIC];out[DYNAMIC]	NONE	NONE	NONE	bv15_asm;bv15_x3_ray;dynamic SCR paths	NONE	NONE	-	unprefixed module imports, missing ray module, and dynamic scratch outputs
cascade_bv16_cas.py	cascade_bv16_cas.py	archive/pre_2026-07-01/cascade_bv16_cas.py	LEGACY_FROZEN	LEGACY	PYTHON	04f056bb1d5f48f9258d29634a12effe9b6a3630	e972965c24eefaf42324fd8565c8582e8e2ea79f81671ce5e5cd9c2e79e79d99	F_SAFE_CASCADE_BV16_CAS	SAFE_BYTE_IDENTICAL	B02_LEGACY_STANDALONE_ALGEBRA_A	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CURRENT_ARTIFACT_PATHS.tsv current_path+status;MIGRATION_LEDGER.tsv append	standalone external-library/stdout-only script; no operational inbound, local runtime path, generated output, test glob, frontier target, or required companion
cascade_bv5_c1_scan.py	cascade_bv5_c1_scan.py	archive/pre_2026-07-01/cascade_bv5_c1_scan.py	LEGACY_FROZEN	LEGACY	PYTHON	c161d2ee471dd3640a149663e54b8032a05d5399	08d88215cda22580292c37667e0577ec05bc1336e05588538e5cb3b4ad64490c	F_BV5_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv5_common->cascade_bv5_common.py	bv5_c1_scan.json[MISSING_OR_GENERATED];results[DYNAMIC]	NONE	NONE	NONE	bv5_common	NONE	NONE	-	five scripts import the candidate helper under a non-resolving unprefixed name
cascade_bv5_c1c2c3_roots.py	cascade_bv5_c1c2c3_roots.py	archive/pre_2026-07-01/cascade_bv5_c1c2c3_roots.py	LEGACY_FROZEN	LEGACY	PYTHON	094e43c213b8ab78e496d9f9923972248f7feccd	3e981900f10aac3b0c703d1abeb6be15d8d852b0f070f4fea3e7dde05d799779	F_BV5_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv5_common->cascade_bv5_common.py	bv5_roots_first.json[MISSING_OR_GENERATED];out[DYNAMIC]	NONE	NONE	NONE	bv5_common	NONE	NONE	-	five scripts import the candidate helper under a non-resolving unprefixed name
cascade_bv5_c4_bigN.py	cascade_bv5_c4_bigN.py	archive/pre_2026-07-01/cascade_bv5_c4_bigN.py	LEGACY_FROZEN	LEGACY	PYTHON	93be98d87b9d29159f140024bbc475a0eeab9c0b	ff1d78200120bd54b522b2c8e632a2b2bb40a575885f45d3f8a765d559fdf2a8	F_BV5_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv5_common->cascade_bv5_common.py	bv5_c4_bigN.json[MISSING_OR_GENERATED];res[DYNAMIC]	NONE	NONE	NONE	bv5_common	NONE	NONE	-	five scripts import the candidate helper under a non-resolving unprefixed name
cascade_bv5_c4_floor_audit.py	cascade_bv5_c4_floor_audit.py	archive/pre_2026-07-01/cascade_bv5_c4_floor_audit.py	LEGACY_FROZEN	LEGACY	PYTHON	6c10288ddee37f5210cec7e89596dcaa469ad864	722daa76fa18dffbf798dd4e0ec4df0c3176216b1b7f82e3cc4cb343375b7d73	F_BV5_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv5_common->cascade_bv5_common.py	NONE	NONE	NONE	NONE	bv5_common	NONE	NONE	-	five scripts import the candidate helper under a non-resolving unprefixed name
cascade_bv5_c5_stuck.py	cascade_bv5_c5_stuck.py	archive/pre_2026-07-01/cascade_bv5_c5_stuck.py	LEGACY_FROZEN	LEGACY	PYTHON	9538a28f9cd7e9505c51a2a87f1f5e46a0bba673	f0e4439550bf5fecd7c9f1a66ec2d34bdfd26f30e98011fb8e3d0832a2697ff9	F_BV5_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	bv5_common->cascade_bv5_common.py	NONE	NONE	NONE	NONE	bv5_common	NONE	NONE	-	five scripts import the candidate helper under a non-resolving unprefixed name
cascade_bv5_common.py	cascade_bv5_common.py	archive/pre_2026-07-01/cascade_bv5_common.py	LEGACY_FROZEN	LEGACY	PYTHON	c14daf78968c57cce21025f8095dddb3a642e213	8461a3636af48997406baee8e0a3168f9c35e6fbecc8eb2c98d7c19fab2291fb	F_BV5_RUNTIME	BLOCKED_RUNTIME_OR_MISSING_INPUT	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	bv5_common	NONE	NONE	-	five scripts import the candidate helper under a non-resolving unprefixed name
cascade_bv6_c1_refine.py	cascade_bv6_c1_refine.py	archive/pre_2026-07-01/cascade_bv6_c1_refine.py	LEGACY_FROZEN	LEGACY	PYTHON	d2b68ecf16aadccc81c152c0faba5fff9a526b85	f4a21e3798cb4673e9a1ddcdf20598f34c6045f24e0977a6e6fe27a701c85350	F_BV6_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	bv6_c1_roots.json[MISSING_OR_GENERATED];bv6_c1_sweep.json[MISSING_OR_GENERATED];open('bv6_c1_sweep.json')[DYNAMIC];{'roots': [{k: v if not isinstance(v, np.ndarray) else v.tolist() for (k, v) in r.items()} for r in out], 'shots_this_proc': SHOTS['n']}[DYNAMIC]	bv6_c1_sweep.json;bv6_c1_roots.json;bv6_xcheck.json	cascade_bv6_lib.py	NONE	bv6_lib	NONE	NONE	-	retained library plus sweep/refine producer-output chain must move together
cascade_bv6_c1_sweep.py	cascade_bv6_c1_sweep.py	archive/pre_2026-07-01/cascade_bv6_c1_sweep.py	LEGACY_FROZEN	LEGACY	PYTHON	30f51612818110459a716aab5a2808cac4bf65f9	25b34bbe68d26d45d6a0347df0120248d317a8055eb58fdcbaedf82c34d242f3	F_BV6_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	bv6_c1_sweep.json[MISSING_OR_GENERATED];{'rows': rows, 'shots': SHOTS['n'], 'grid_ratio': ratio}[DYNAMIC]	bv6_c1_sweep.json;bv6_c1_roots.json;bv6_xcheck.json	cascade_bv6_lib.py	NONE	bv6_lib	NONE	NONE	-	retained library plus sweep/refine producer-output chain must move together
cascade_bv6_probe.py	cascade_bv6_probe.py	archive/pre_2026-07-01/cascade_bv6_probe.py	LEGACY_FROZEN	LEGACY	PYTHON	6b3c480e4df5ae229bddbaab3eb46ded844eeaa3	9397c560a252a397dc683c6abc8355de4a0052016d976aa373548703a877fc85	F_BV6_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	bv6_c1_sweep.json;bv6_c1_roots.json;bv6_xcheck.json	cascade_bv6_lib.py	NONE	bv6_lib	NONE	NONE	-	retained library plus sweep/refine producer-output chain must move together
cascade_bv6_xcheck.py	cascade_bv6_xcheck.py	archive/pre_2026-07-01/cascade_bv6_xcheck.py	LEGACY_FROZEN	LEGACY	PYTHON	ab1f7664ed66c1a19173707c99560bccfd5ec37f	aeb9c1754cf686d8a08866bac8605fa5f5c0f3d516ab46cd08c7b870617342a3	F_BV6_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	bv6_xcheck.json[MISSING_OR_GENERATED];res | {'interleave_pattern_N7': pattern, 'shots_this_proc': SHOTS['n']}[DYNAMIC]	bv6_c1_sweep.json;bv6_c1_roots.json;bv6_xcheck.json	cascade_bv6_lib.py	NONE	bv6_lib	NONE	NONE	-	retained library plus sweep/refine producer-output chain must move together
cascade_bv7_t1_refine.py	cascade_bv7_t1_refine.py	archive/pre_2026-07-01/cascade_bv7_t1_refine.py	LEGACY_FROZEN	LEGACY	PYTHON	97708f932398204f842c89d57c89760c55bd75ba	e788e996f5fdac93b2e31c54e12d5610548a883f8d6a9baae27b5efd31b39495	F_BV7_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	[{k: v for (k, v) in r.items() if k != 'diag_str'} for r in results][DYNAMIC];bv7_t1_roots.json[MISSING_OR_GENERATED];bv7_t1_sweep.json[MISSING_OR_GENERATED];open('bv7_t1_sweep.json')[DYNAMIC]	bv7_t1_roots.json	cascade_bv7_core.py	NONE	bv7_core;bv7_t1_sweep.json	NONE	NONE	-	retained core module and missing sweep input block the root-relative chain
cascade_bv7_t2.py	cascade_bv7_t2.py	archive/pre_2026-07-01/cascade_bv7_t2.py	LEGACY_FROZEN	LEGACY	PYTHON	a48608955a70287c9142398c12efbdaf6178a217	feb77791070ce1957985586bd053a9596bb0500453bf1851cef66630a0d3f3dd	F_BV7_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	bv7_t1_roots.json[MISSING_OR_GENERATED];open('bv7_t1_roots.json')[DYNAMIC]	bv7_t1_roots.json	cascade_bv7_core.py	NONE	bv7_core;bv7_t1_sweep.json	NONE	NONE	-	retained core module and missing sweep input block the root-relative chain
cascade_bv7_t3.py	cascade_bv7_t3.py	archive/pre_2026-07-01/cascade_bv7_t3.py	LEGACY_FROZEN	LEGACY	PYTHON	100b616e632de65639ae5f28e0f91b63a96b9ea4	02c78cff35c1c427b11e27453f880933b2c7f6c937aeae7d2e4474140e6ffa7f	F_BV7_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	bv7_t1_roots.json	cascade_bv7_core.py	NONE	bv7_core;bv7_t1_sweep.json	NONE	NONE	-	retained core module and missing sweep input block the root-relative chain
cascade_bv7_validate.py	cascade_bv7_validate.py	archive/pre_2026-07-01/cascade_bv7_validate.py	LEGACY_FROZEN	LEGACY	PYTHON	ab9af9376e19a6a209825173322adc9c048f80e9	7568057c929d9bb74cea769989205ff8f5618faf42b809af74d29e349924bbce	F_BV7_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	bv7_t1_roots.json	cascade_bv7_core.py	NONE	bv7_core;bv7_t1_sweep.json	NONE	NONE	-	retained core module and missing sweep input block the root-relative chain
cascade_bv9_reshoot_Z1.py	cascade_bv9_reshoot_Z1.py	archive/pre_2026-07-01/cascade_bv9_reshoot_Z1.py	LEGACY_FROZEN	LEGACY	PYTHON	cb6f6911602e449e5fa2544bef7b559f88e6d123	8b1f576ed8486f7cc222ab4c51fd98969a57b7a56d2056fc99c3651851e96764	F_BV9_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	cell_solver_universe_T3->cell_solver_universe_T3.py	NONE	NONE	cell_solver_universe_T3.py	NONE	dynamic REPO table inputs	NONE	NONE	-	retained universe solver and dynamic table-input set are outside the candidates
cascade_bv9_tables.py	cascade_bv9_tables.py	archive/pre_2026-07-01/cascade_bv9_tables.py	LEGACY_FROZEN	LEGACY	PYTHON	dbb4c21ab326448f87e2bee7e9fdb12ce709d74f	b35d1ec4227dbae5b1c8859c117f4efa1ba70c093c829046bb46b5f475c702cc	F_BV9_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	f'{REPO}/{f}'[DYNAMIC];open(f'{REPO}/{f}')[DYNAMIC]	NONE	cell_solver_universe_T3.py	NONE	dynamic REPO table inputs	NONE	NONE	-	retained universe solver and dynamic table-input set are outside the candidates
cascade_lemD_bessel.py	cascade_lemD_bessel.py	archive/pre_2026-07-01/cascade_lemD_bessel.py	LEGACY_FROZEN	LEGACY	PYTHON	a5a011856c8eb939815308194df71b6739f3c62b	970a65583309e56a515c4e219ae017e030b7b258b0ad7cea14db112210c36bb8	F_LEMD_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	cell_solver_universe_T3->cell_solver_universe_T3.py	NONE	NONE	cell_solver_universe_T3.py;cascade_stageB_rungs.json	cascade_stageB_rungs.json:R0_FROZEN_EVIDENCE	dynamic BASE inputs	NONE	NONE	-	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_cas.py	cascade_lemD_cas.py	archive/pre_2026-07-01/cascade_lemD_cas.py	LEGACY_FROZEN	LEGACY	PYTHON	7081401c2511cec8d8dc7cfdebffcbee2465968b	cbb285c3b4db36a31f896455c3d6a08ed28388e16595e6c68bcf1805bae41405	F_SAFE_CASCADE_LEMD_CAS	SAFE_BYTE_IDENTICAL	B02_LEGACY_STANDALONE_ALGEBRA_A	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CURRENT_ARTIFACT_PATHS.tsv current_path+status;MIGRATION_LEDGER.tsv append	standalone external-library/stdout-only script; no operational inbound, local runtime path, generated output, test glob, frontier target, or required companion
cascade_lemD_final.py	cascade_lemD_final.py	archive/pre_2026-07-01/cascade_lemD_final.py	LEGACY_FROZEN	LEGACY	PYTHON	de2f0029a033715c77ab63821c5138db830bbb5d	ee844c49b4b41d0bc2df128b7f3ad8095f79b42375369131ee2a9f6898221124	F_LEMD_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	cell_solver_universe_T3->cell_solver_universe_T3.py	BASE + f[DYNAMIC];open(BASE + f)[DYNAMIC]	NONE	cell_solver_universe_T3.py;cascade_stageB_rungs.json	cascade_stageB_rungs.json:R0_FROZEN_EVIDENCE	dynamic BASE inputs	NONE	NONE	-	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_reshoot.py	cascade_lemD_reshoot.py	archive/pre_2026-07-01/cascade_lemD_reshoot.py	LEGACY_FROZEN	LEGACY	PYTHON	085af563ae7574beb7ddb1ac1eac2255db617a0a	3fda137ebefa4ed69c64829c91e49793975970e21641cc98587df97db12a71ca	F_LEMD_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	cell_solver_universe_T3->cell_solver_universe_T3.py	NONE	NONE	cell_solver_universe_T3.py;cascade_stageB_rungs.json	cascade_stageB_rungs.json:R0_FROZEN_EVIDENCE	dynamic BASE inputs	NONE	NONE	-	retained solver and frozen stage-B output are runtime inputs
cascade_lemD_table.py	cascade_lemD_table.py	archive/pre_2026-07-01/cascade_lemD_table.py	LEGACY_FROZEN	LEGACY	PYTHON	68d4aa81aba6889d9ea6641a90bbcd46c8b9d609	e7f9db2fae4428e6d52ef554ed4bd04be27472a722f846c4cf7565b3ab8107cc	F_LEMD_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	BASE + 'cascade_stageB_rungs.json'[DYNAMIC];BASE + f[DYNAMIC];open(BASE + 'cascade_stageB_rungs.json')[DYNAMIC];open(BASE + f)[DYNAMIC]	NONE	cell_solver_universe_T3.py;cascade_stageB_rungs.json	cascade_stageB_rungs.json:R0_FROZEN_EVIDENCE	dynamic BASE inputs	NONE	NONE	-	retained solver and frozen stage-B output are runtime inputs
cascade_or_energy_cas.py	cascade_or_energy_cas.py	archive/pre_2026-07-01/cascade_or_energy_cas.py	LEGACY_FROZEN	LEGACY	PYTHON	cda1b88b9f092649caec095d18f457b1d2aa7966	e9abaa275cf98c49665dba284fa99f1ad50b8e4c27dc51d2f1bedd59427eb983	F_SAFE_CASCADE_OR_ENERGY_CAS	SAFE_BYTE_IDENTICAL	B02_LEGACY_STANDALONE_ALGEBRA_A	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	CURRENT_ARTIFACT_PATHS.tsv current_path+status;MIGRATION_LEDGER.tsv append	standalone external-library/stdout-only script; no operational inbound, local runtime path, generated output, test glob, frontier target, or required companion
cascade_or_energy_numeric.py	cascade_or_energy_numeric.py	archive/pre_2026-07-01/cascade_or_energy_numeric.py	LEGACY_FROZEN	LEGACY	PYTHON	8ae5756f0175d2a33a40f65d77c5fa1beea9dce2	bdb567c4140485360a0015ff20a98c6ee58e6d38fabd59b2cd9b080c77f976eb	F_OR_ENERGY_RUNTIME	BLOCKED_IMMUTABLE_COMPANION	-	0	6	reorganization_r0/DEPENDENCY_MAP.tsv;reorganization_r0/ROOT_FILE_INVENTORY.tsv;reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv;reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv;reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv;reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	cell_solver_universe_T3->cell_solver_universe_T3.py	/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json[ABSOLUTE_EXTERNAL];open('/home/udt-admin/udt_mass_codex/cascade_stageB_rungs.json')[DYNAMIC]	NONE	cell_solver_universe_T3.py;cascade_stageB_rungs.json	cascade_stageB_rungs.json:R0_FROZEN_EVIDENCE	absolute workstation path	NONE	NONE	-	hard-coded root stage-B output and retained solver are runtime inputs
