candidate_id	path	selection_sources	base_blob
C0157	udt_coframe_hopf_bridge_audit_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	e88f5468dc85e156388e16cfdb4826d7171de23b
C0158	udt_coframe_hopf_bridge_audit_2026-07-23/RESULT.json	PRIOR_399_ACTIVE_CENSUS	ad6f9ab9eb852b3653ea33cea042e3db96aaf82d
C0159	udt_coframe_hopf_bridge_audit_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	9f4ba562bd6925c10f1a757760b97659b76a91db
C0160	udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	1ddbd07fb788dde6322eebcf5c5935c35927e0fa
C0161	udt_common_scale_neutrality_provenance_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	c157870b55b62001ef2bb343118d1ace88d7393d
C0162	udt_common_scale_neutrality_provenance_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	b60e25d1e5fe2177d08ea49e4648a14640f21946
C0163	udt_common_scale_neutrality_provenance_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	0a30444ff5cd39f63673f83b3c2d44c41bda2068
C0164	udt_common_scale_neutrality_provenance_audit_2026-07-24/RESULTS.json	PRIOR_399_ACTIVE_CENSUS	da366b2d410c7a0fc3cea88641bc01a47661b1d8
C0165	udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	2afe2ca39ade32cc9c9873f6100239f2681ea37a
C0166	udt_complete_connector_assembly_audit_2026-07-22/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	8da1c6a52cefeab224e7e939f72f7e44e9218217
C0167	udt_complete_connector_assembly_audit_2026-07-22/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	648074d5fddc89be678d8752c45202560bd324ac
C0168	udt_complete_connector_assembly_audit_2026-07-22/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	c3241f7eccccb525ffb50b7619e3b2ac083e9932
C0169	udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	43bc88afd8cabc055422d958490eadc2a18cad42
C0170	udt_complete_metric_intrinsic_object_audit_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	d2d44c86f7da67f873443aa87ba149f47610a77e
C0171	udt_complete_metric_intrinsic_object_audit_2026-07-23/RESULT.json	PRIOR_399_ACTIVE_CENSUS	d9cc2d3adfcdc7c5acbaf7982c034e464401935a
C0172	udt_complete_metric_intrinsic_object_audit_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	d4a76fc0f95bb518927db8d35dae25e74b0ace8b
C0173	udt_complete_metric_realization_zoomout_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	e2ba9db32d9e2d6be923237a825d3472c3c26a8c
C0174	udt_complete_metric_realization_zoomout_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	e79e42a39703f21a9e95bc548f8031199f160b81
C0175	udt_complete_metric_realization_zoomout_2026-07-23/RESULT.json	PRIOR_399_ACTIVE_CENSUS	f1bfef89b05fe081c1c3f39bffacc21810b296c1
C0176	udt_complete_metric_realization_zoomout_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	d145eede8b0baeeb11a9ec167763740d49550349
C0177	udt_complete_metric_solution_space_map_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	8dad0a904c275b793e81c4578e400812efbb422c
C0178	udt_complete_seal_fixed_set_selector_audit_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	2eeb2d52ffc62df58db830916142063234583476
C0179	udt_complete_seal_fixed_set_selector_audit_2026-07-21/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	bc09ed9da80b223e4f33b496d1338e34feb738cc
C0180	udt_completion_scoped_realized_observable_map_2026-07-26/ADVERSARIAL_CORRECTION.md	POST_FOUNDED_PHI_CHANGE	d1b4acd5a1c7402db6a713300745abdec47641a9
C0181	udt_completion_scoped_realized_observable_map_2026-07-26/AUDIT_REPORT.md	POST_FOUNDED_PHI_CHANGE	88d748e41e2cdb067549c706281b8982ce1a27c5
C0182	udt_completion_scoped_realized_observable_map_2026-07-26/CATCH_PROOFS.tsv	POST_FOUNDED_PHI_CHANGE	b8722a98ec0a141413b32d27e996a5e03a49897b
C0183	udt_completion_scoped_realized_observable_map_2026-07-26/COMMANDS.md	POST_FOUNDED_PHI_CHANGE	2dd6634d1d4578e0a6fb3e7b9830ce1bda8a37f6
C0184	udt_completion_scoped_realized_observable_map_2026-07-26/COMPLETION_READOUT_MATRIX.tsv	POST_FOUNDED_PHI_CHANGE	44ff2018b661b54973f11ba6211b316818880bc7
C0185	udt_completion_scoped_realized_observable_map_2026-07-26/COMPLETION_UNIVERSE.tsv	POST_FOUNDED_PHI_CHANGE	babd1ee52051d5eb2dc717ca3c9af2816b1d6190
C0186	udt_completion_scoped_realized_observable_map_2026-07-26/DEPENDENCY_GRAPH.json	POST_FOUNDED_PHI_CHANGE	8e7913ab3c9d87f9ffad4c4add67f444a4d69ae9
C0187	udt_completion_scoped_realized_observable_map_2026-07-26/EXACT_DERIVATION.md	POST_FOUNDED_PHI_CHANGE	e571cd6f3cf35cbb800cc1dec4cc7e34fb301507
C0188	udt_completion_scoped_realized_observable_map_2026-07-26/FALSIFICATION_CONTRACT.tsv	POST_FOUNDED_PHI_CHANGE	52e4c41a5568b261b3c68ee3aca3cfff175be51f
C0189	udt_completion_scoped_realized_observable_map_2026-07-26/INDEPENDENT_RESULT.json	POST_FOUNDED_PHI_CHANGE	2edc3ec550d7c72c3562e9234d26da3a127ec76e
C0190	udt_completion_scoped_realized_observable_map_2026-07-26/INDEPENDENT_REVIEW.md	POST_FOUNDED_PHI_CHANGE	25a33d366cc10f67d1d6a36f121fdaea10c8b534
C0191	udt_completion_scoped_realized_observable_map_2026-07-26/INDEPENDENT_STDERR.txt	POST_FOUNDED_PHI_CHANGE	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391
C0192	udt_completion_scoped_realized_observable_map_2026-07-26/INDEPENDENT_STDOUT.txt	POST_FOUNDED_PHI_CHANGE	2edc3ec550d7c72c3562e9234d26da3a127ec76e
C0193	udt_completion_scoped_realized_observable_map_2026-07-26/LAY_REPORT.md	POST_FOUNDED_PHI_CHANGE	99a4150ee3d20739e4101934972e4c5cf2ade1ad
C0194	udt_completion_scoped_realized_observable_map_2026-07-26/LOCK_LINKAGE_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	9f63d2a52f1d6699cd5e91e07b9613f3790fb750
C0195	udt_completion_scoped_realized_observable_map_2026-07-26/MAP_GATE_UNIVERSE.tsv	POST_FOUNDED_PHI_CHANGE	592dca69fe7933d63937fba82320a022ba426ac6
C0196	udt_completion_scoped_realized_observable_map_2026-07-26/NEXT_STEP.md	POST_FOUNDED_PHI_CHANGE	9651502677cdd8cc58c8810f932003757e8dcc49
C0197	udt_completion_scoped_realized_observable_map_2026-07-26/PREMISE_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	ad27192b92d8c5e5eccf702023cc13f754002010
C0198	udt_completion_scoped_realized_observable_map_2026-07-26/PREREGISTRATION.md	POST_FOUNDED_PHI_CHANGE	f349f07c492190f9496e77075798948589f4d0f8
C0199	udt_completion_scoped_realized_observable_map_2026-07-26/PREREGISTRATION_SOURCE_AMENDMENT_01.md	POST_FOUNDED_PHI_CHANGE	ad8ae5e4b075854790d0cc59d2aea17ff4dc6028
C0200	udt_completion_scoped_realized_observable_map_2026-07-26/PRODUCTION_STDERR.txt	POST_FOUNDED_PHI_CHANGE	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391
C0201	udt_completion_scoped_realized_observable_map_2026-07-26/PRODUCTION_STDOUT.txt	POST_FOUNDED_PHI_CHANGE	2fa586480e4cd07c56501a3adb0d8b2d37e4ab69
C0202	udt_completion_scoped_realized_observable_map_2026-07-26/READOUT_UNIVERSE.tsv	POST_FOUNDED_PHI_CHANGE	a1476367df7b3316f12f8a01d91bc04d94cedcc4
C0203	udt_completion_scoped_realized_observable_map_2026-07-26/RELATION_MATRIX.tsv	POST_FOUNDED_PHI_CHANGE	844493896f17fa895ae22e9e4a8f6534ce392946
C0204	udt_completion_scoped_realized_observable_map_2026-07-26/RELATION_UNIVERSE.tsv	POST_FOUNDED_PHI_CHANGE	6e82bcff2f0c75495458a9c4e8aeea052c7aef91
C0205	udt_completion_scoped_realized_observable_map_2026-07-26/REPOSITORY_GATES.json	POST_FOUNDED_PHI_CHANGE	6e7fc4923c70147ceee4c27ff1f0990afa6e9016
C0206	udt_completion_scoped_realized_observable_map_2026-07-26/REPOSITORY_GATES_STDOUT.txt	POST_FOUNDED_PHI_CHANGE	581562f4589cdbe4c064da04553e965bcd1da08a
C0207	udt_completion_scoped_realized_observable_map_2026-07-26/RESULT.json	POST_FOUNDED_PHI_CHANGE	2fa586480e4cd07c56501a3adb0d8b2d37e4ab69
C0208	udt_completion_scoped_realized_observable_map_2026-07-26/RUN_ENVIRONMENT.json	POST_FOUNDED_PHI_CHANGE	1775eeddf5aee5ea569e74701ebe30e883b72091
C0209	udt_completion_scoped_realized_observable_map_2026-07-26/R_GEOM_SCHEMA.tsv	POST_FOUNDED_PHI_CHANGE	221039bc8320c2cc99bf2f28dad1570febda35d6
C0210	udt_completion_scoped_realized_observable_map_2026-07-26/SHA256SUMS.txt	POST_FOUNDED_PHI_CHANGE	0f4b1c1c60c54e747ba15529aba3e34ec4a48c66
C0211	udt_completion_scoped_realized_observable_map_2026-07-26/SOURCE_MANIFEST.tsv	POST_FOUNDED_PHI_CHANGE	813bd8c6e6cc2afc1805800b0ab6194e0b21b9a5
C0212	udt_completion_scoped_realized_observable_map_2026-07-26/SOURCE_MANIFEST_AMENDMENT_01.tsv	POST_FOUNDED_PHI_CHANGE	662e8b5ef623a18b33c5c2510ed5318f74b2e5d1
C0213	udt_completion_scoped_realized_observable_map_2026-07-26/SOURCE_MANIFEST_CORRECTION_01.md	POST_FOUNDED_PHI_CHANGE	6e037ef046c0f16aa10a7c821f62445b47f9b342
C0214	udt_completion_scoped_realized_observable_map_2026-07-26/SOURCE_MANIFEST_CORRECTION_01.tsv	POST_FOUNDED_PHI_CHANGE	339549ba7f405820e63fa88197388aed5c66ace5
C0215	udt_completion_scoped_realized_observable_map_2026-07-26/SOURCE_SCOPE.tsv	POST_FOUNDED_PHI_CHANGE	c34762440e5a6e60b345fb1d6e646556fd8326e5
C0216	udt_completion_scoped_realized_observable_map_2026-07-26/STATUS_LEDGER.tsv	POST_FOUNDED_PHI_CHANGE	2afdde1ae4d46af0f2eff1175cafe4053a20985e
C0217	udt_completion_scoped_realized_observable_map_2026-07-26/VERIFICATION_RESULT.json	POST_FOUNDED_PHI_CHANGE	042d6749591024f8f22c0e2c22fe750cb1841d9c
C0218	udt_completion_scoped_realized_observable_map_2026-07-26/build_manifest.py	POST_FOUNDED_PHI_CHANGE	ae9a931156712b947a5395dc5949f8f1864200a6
C0219	udt_completion_scoped_realized_observable_map_2026-07-26/build_source_manifest.py	POST_FOUNDED_PHI_CHANGE	5f09f8046dfe695e514027fb3f7c5146eaa6d1fd
C0220	udt_completion_scoped_realized_observable_map_2026-07-26/derive_completion_map.py	POST_FOUNDED_PHI_CHANGE	1293887658bad1598818378039d2f2e78ee478af
C0221	udt_completion_scoped_realized_observable_map_2026-07-26/verify_independent.py	POST_FOUNDED_PHI_CHANGE	d6a7e1758e00bb06386651666e90f45c734991ff
C0222	udt_completion_scoped_realized_observable_map_2026-07-26/verify_package.py	POST_FOUNDED_PHI_CHANGE	5a9d43b62ab04da85170d9618d2f54062e9dfe73
C0223	udt_completion_scoped_realized_observable_map_2026-07-26/verify_repository_gates.py	POST_FOUNDED_PHI_CHANGE	37b36e4bf5fe080af90c51b7dee4d3fdd589268f
C0224	udt_configuration_space_adjacency_atlas_2026-07-22/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	6c69a16634a9bf50ee412abeb6f78e44ffb63ebe
C0225	udt_configuration_space_adjacency_atlas_2026-07-22/RESULT.json	PRIOR_399_ACTIVE_CENSUS	67a652c80185d88bfc8ca7be313362e52a8bdcb6
C0226	udt_configuration_space_adjacency_atlas_2026-07-22/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	09a36d5a5d5462d46920d4f8cf9d3ce77037031f
C0227	udt_constructive_metric_family_atlas_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	0948017507d7143bccf150933aa57d7d0789d146
C0228	udt_constructive_metric_family_atlas_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	e4781cad8e9721b4f36c2c1a1f9de047b55de42e
C0229	udt_csn_dphi_transport_selector_audit_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	f0b22bdcc0c18c513543bd6e78b66192225dfb97
C0230	udt_csn_dphi_transport_selector_audit_2026-07-23/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	a2b05657f32722009b221b82c0df14d5f4a55d7d
C0231	udt_csn_dphi_transport_selector_audit_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	73aeedefc9cd76b2390219ea0ddde0f223088791
C0232	udt_directional_observer_pair_distance_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	062ae43a68709880394f3f5c8df2ec9fba87b2be
C0233	udt_directional_observer_pair_distance_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	b7fe05ca0f6c079bf27e11ded61edf4eac845e41
C0234	udt_directional_observer_pair_distance_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	cf6b03cbb359e97012aa849d958cdedb0654ec28
C0235	udt_directional_observer_pair_distance_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	65a140d115166543381c398793add719b85436eb
C0236	udt_directional_observer_pair_distance_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	1c1948ecd4ff26c8be8ee9ab6e6e6c7c8815bede
C0237	udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	5a8ac7ca1190fed19400295e67e45567bab623b0
C0238	udt_dual_systole_global_transport_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	72b61fc3b863417c7d61b6bde85971785bd3245b
C0239	udt_dual_systole_global_transport_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	abf1a908e21612de85d5ee0bad6d633c1eb14785
C0240	udt_dual_systole_global_transport_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	3bc4cfc792e0666da2d2fab44b2ba657df681a4e
C0241	udt_dual_systole_global_transport_audit_2026-07-24/RESULTS.json	PRIOR_399_ACTIVE_CENSUS	495bc8338938bbf997af397a53162406a52e4068
C0242	udt_dual_systole_global_transport_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	6ac4b94c297f3f6cea512b84f7124244a256badf
C0243	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	43b522185032719f727e46fa3a9793429e6c402e
C0244	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	160d12cb6edd3aea10ebc9a5ae5ce604f7ad4167
C0245	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	63f59ea8ee1700b48427b890cde479d6bb5ec5ad
C0246	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	ed37e7391194a9a4bddbbf967c2b030565ecb422
C0247	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/RESULTS.json	PRIOR_399_ACTIVE_CENSUS	fc9f0cb76e78f4b9cc1b19f30e6960b6f5f3e633
C0248	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	73a5ae9a5559a0d6a67fbff98590889cba6f4e11
C0249	udt_dynamics_branch_ruling_p04_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	9114193e4193986a800221413d5e167ad2abecca
C0250	udt_dynamics_branch_ruling_p04_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	39d012d790d47d25219a4b3fe6e7f08ea8130013
C0251	udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	999aeed00220ad3cfcd0a5b6b792c9231e85f404
C0252	udt_finite_cell_cartan_transport_atlas_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	4acf0a5e0a6851cf3cb35d6fe2d1feee1aec9c34
C0253	udt_finite_cell_cartan_transport_atlas_2026-07-23/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	4b85eaa54a325d2586bd4269b40790d7924a131e
C0254	udt_finite_cell_cartan_transport_atlas_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	11782c62353f4fa5034172296d286392b9568206
C0255	udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	33617f36c890812e5df6195eb504b571f125de95
C0256	udt_finite_cell_completion_atlas_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	93ee2cb87c7b94113916f9c9118201556076b9f8
C0257	udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	ab97f46877abf7306752dc8e29846e5e608cc1dd
C0258	udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	a761dc8de434a40561612770e4c13fef61352d43
C0259	udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	96c48b614bac8b713f1f9486d72f29fac869f14c
C0260	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	f2b739aac83ac41fa58abe8a7c2e452345d5b76a
C0261	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/EXACT_DERIVATION.md	PRIOR_399_ACTIVE_CENSUS	05ecc25b71800cf5d02ac472a1bc1bcdeffb7772
C0262	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	3bced5c29746b593b58562e88d1c492113f28f0d
C0263	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	9c17ab0bff15f81c887613544dbe4391941d5496
C0264	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	f909acfbdb77b1ad8f4217e738e3dd9f54ee4b09
C0265	udt_founded_constraint_atlas_p03_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	83d542f21f037188b9b9fc5e84fbd0037a9a5294
C0266	udt_founded_constraint_atlas_p03_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	2e08931949344e88b81fa3305dbe9fe0d895033f
C0267	udt_founded_constraint_atlas_p03_2026-07-21/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	84d4c4bb1b1fb75e40d07b8259fa551587ad9151
C0268	udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	18c18258032fae7d3e12cd4fc716fe609d90405f
C0269	udt_frame_bivector_equivariance_audit_2026-07-23/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	4f5b56156bc112cb45f92953447e934e70a0b8de
C0270	udt_frame_bivector_equivariance_audit_2026-07-23/NEXT_STEP.md	PRIOR_399_ACTIVE_CENSUS	d2ca628ed8903f5b863ccd65443c5f83b2ab011e
C0271	udt_frame_bivector_equivariance_audit_2026-07-23/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	dc395ec80a18b31be1ac44d10e14773abf421ade
C0272	udt_free_global_seal_transversality_audit_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	31ea788da7aa9bec5865c471656ba7e596fa3b99
C0273	udt_free_global_seal_transversality_audit_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	a73d19ece04f249a4c8127003c46c6c1629f1b59
C0274	udt_free_global_seal_transversality_audit_2026-07-21/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	25b902b4c798de74842f02179e120198d294ad6b
C0275	udt_full_equation_variation_p05_2026-07-21/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	287e8625a65e9d470fe5b17a10a78999d2bb9c86
C0276	udt_full_equation_variation_p05_2026-07-21/LAY_REPORT.md	PRIOR_399_ACTIVE_CENSUS	bc41ee5265286a51cb56db100507e931ffedb0e2
C0277	udt_full_equation_variation_p05_2026-07-21/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	ab21f7afff71326839d66a875a44b1f73904b970
C0278	udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	PRIOR_399_ACTIVE_CENSUS	51bc7db847772cac5afa70bb3b417eb1a40c7914
C0279	udt_global_coframe_cocycle_audit_2026-07-20/STATUS_LEDGER.tsv	PRIOR_399_ACTIVE_CENSUS	52ec6dba8b8e7829a69ded274688e71948e6807d
C0280	udt_global_functional_dof_constraint_rank_audit_2026-07-26/ADVERSARIAL_REVIEW_REQUEST.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	9e93f92f8a8a5c86227bb797da56543596996517
C0281	udt_global_functional_dof_constraint_rank_audit_2026-07-26/AUDIT_REPORT.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	ec200f5e9a5d9880fe9d3a0c51e00729645b3448
C0282	udt_global_functional_dof_constraint_rank_audit_2026-07-26/AUDIT_RESULT.json	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	191d13e047214739efe1ac1f3db860b2165ef56c
C0283	udt_global_functional_dof_constraint_rank_audit_2026-07-26/CATCH_PROOF_RESULTS.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	413b6426aefc0e813203eb3d9f3808945a1f6a21
C0284	udt_global_functional_dof_constraint_rank_audit_2026-07-26/COMMANDS.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	6cfccf34c2837f06f807ea8db53066b59a923921
C0285	udt_global_functional_dof_constraint_rank_audit_2026-07-26/COMPLETION_DOF_ATLAS.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	e3c68fd6bd2b459ec96f9785b3d9d2c6127c01a2
C0286	udt_global_functional_dof_constraint_rank_audit_2026-07-26/COMPLETION_UNIVERSE.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	fc904157b9d8831e727ee10a3687c66b4f9bc77a
C0287	udt_global_functional_dof_constraint_rank_audit_2026-07-26/CONSTRAINT_RANK_LEDGER.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	a7ab4cf92319c8c0627b778e286626a40bbc40e6
C0288	udt_global_functional_dof_constraint_rank_audit_2026-07-26/CONSTRAINT_UNIVERSE.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	bdefb960a902baf1f215e9dc6923349ad14a8bbb
C0289	udt_global_functional_dof_constraint_rank_audit_2026-07-26/DERIVED_OBJECT_NO_DOUBLE_COUNT.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	671e6d994cc2c0a47a62f55a3a04129770bda4de
C0290	udt_global_functional_dof_constraint_rank_audit_2026-07-26/EXACT_DERIVATION.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	6cfecce436c807acb3b428ff7c545a251e09aab9
C0291	udt_global_functional_dof_constraint_rank_audit_2026-07-26/FALSIFICATION_CONTRACT.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	5a625b9160650a6d51145a6931c20335f935d882
C0292	udt_global_functional_dof_constraint_rank_audit_2026-07-26/FRESH_ADVERSARIAL_REVIEW_STATUS.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	869e8bae6b2870b12f18829646675ad2d107c72c
C0293	udt_global_functional_dof_constraint_rank_audit_2026-07-26/INDEPENDENT_VERIFICATION_RESULT.json	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	ff2f2a2c8cfe4c637e1fd5b4f622feb972ebeef8
C0294	udt_global_functional_dof_constraint_rank_audit_2026-07-26/LAY_REPORT.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	bfe3c04689751e9a21d7e978ce2d4973a2bc35de
C0295	udt_global_functional_dof_constraint_rank_audit_2026-07-26/LOCAL_PRESENTATION_RANK.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	1d3e2efb12e192ea0b4be8fc0548145d74be93ea
C0296	udt_global_functional_dof_constraint_rank_audit_2026-07-26/NEXT_STEP.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	6b4efb1991db06255279dac95ef097c28be31ee6
C0297	udt_global_functional_dof_constraint_rank_audit_2026-07-26/PREREGISTRATION.md	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	c6159a17cc60edc704e26d582c1aade6c5b5798d
C0298	udt_global_functional_dof_constraint_rank_audit_2026-07-26/RANK_RULES.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	dbf38590c294c294d7290a95eea588fbe85e72ed
C0299	udt_global_functional_dof_constraint_rank_audit_2026-07-26/REALIZATION_BRANCH_RANK.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	a52986c96166b9851f43f7a30a9bef93a7c7aa62
C0300	udt_global_functional_dof_constraint_rank_audit_2026-07-26/REPOSITORY_GATES.json	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	9ca6aee2165b6e00ded900f610b961de1d0bf030
C0301	udt_global_functional_dof_constraint_rank_audit_2026-07-26/REPOSITORY_GATES_STDOUT.txt	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	f73bd9031e3cabeeb379e99736a42947d9d11074
C0302	udt_global_functional_dof_constraint_rank_audit_2026-07-26/RESPONSE_COVERAGE_TARGET.tsv	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	90d34cff9f8118fc8c9f877dd7d17708de10e8f9
C0303	udt_global_functional_dof_constraint_rank_audit_2026-07-26/RUN_ENVIRONMENT.json	FAULTY_AUDIT_PACKAGE;POST_FOUNDED_PHI_CHANGE	654d72f0e73c8dcc4351fd6328483cdf8fe2c264
