key	tensor	eigenvalue_error	spectral_block_projector_defect	candidate_2plane_projector_defect	production_structure	independent_structure	discrete_diagnostics_agree	pass
G85|G75_AM_S10_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	1.2394856002684307e-07	1.130780384363878e-06	7.9419278358759706e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	6.3940730626876885e-08	2.7325469814266532e-07	1.8919547254867659e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	1.6572067641773547e-08	1.8073677717082921e-07	2.9173405310394938e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	1.2329914694797495e-07	1.5847718326663671e-07	1.3941789278621895e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	6.400641135162477e-08	2.703405639357975e-07	1.9304880998989792e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	1.6337096758745062e-08	1.8068884570057206e-07	2.8030713643495313e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	1.2311146951882179e-07	1.5850314192786452e-07	1.3610698259583039e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	6.3939679009750172e-08	2.6957098371548631e-07	1.9537180293706368e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	1.6375604747209671e-08	1.7978780521204877e-07	2.7934762970912669e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	1.2303384316902921e-07	1.5843277723581809e-07	1.4497578031680321e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	6.3942835207275728e-08	2.7017542355904314e-07	1.9091727712650345e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	1.6296301169616001e-08	1.8078201092323777e-07	2.8127071539289328e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	2.2992357462392476e-07	1.5290423604208541e-06	1.0516811873929082e-06	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	2.09447151788833e-07	5.2938104785031751e-08	4.3250859565221637e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	2.9519818554868404e-08	1.4520763715510504e-07	7.1064310792717892e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	2.1887950363286279e-07	3.248826813137605e-06	2.237589526027614e-06	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	2.0871948913647742e-07	2.2516386768363972e-07	1.4572246013975341e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	3.2938497936119138e-08	2.4461457427726383e-07	1.2034994241691289e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	2.2958045120535786e-07	1.2649007371326707e-06	9.2365630750499474e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	2.1029018149043566e-07	2.4651864964505427e-07	2.0174380935636913e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	3.0527561784010615e-08	4.6679847621432951e-07	2.6768674688704915e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	7.6402035004141666e-08	3.7297548514134712e-07	2.6358272192349742e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	8.0623214382402608e-08	4.6465854312231141e-08	1.5898190241573418e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	1.5509050519529888e-08	4.1145818880888772e-07	7.2708100360932555e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	8.8547406795758121e-08	3.1074398259710066e-07	2.1919111574630605e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	9.0462398460999793e-08	1.9969149985698325e-08	1.4126502504550069e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	2.4211941437868312e-08	2.3147161537246641e-07	1.0004019379540179e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	6.5439246910159454e-08	9.9834872512150153e-08	7.4250714585079262e-08	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	7.1170819682109254e-08	9.3906893218700854e-08	2.1156070806430731e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	2.510121168905477e-08	2.9775770241011315e-07	1.51304072449402e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	2.151193229105175e-08	2.1814309082009119e-06	1.6813894469367644e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	5.0116275338019101e-08	1.0356106351995958e-07	7.516386657426316e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	3.2924748247231683e-08	2.4973597023968868e-07	1.7179751014885149e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	2.2372817071181217e-08	2.3261941542139449e-06	1.8231958709793791e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	5.0089687841925468e-08	6.8222987771834931e-08	6.963229992864959e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	3.2941997664404088e-08	2.4962483551003226e-07	1.7204086093413622e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	2.0705721526237397e-08	2.0400126901992171e-06	1.5612466479642332e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	5.0145119605271571e-08	1.3857049532806258e-07	8.0856827870480343e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	3.2907310716645544e-08	2.4974224872508356e-07	1.7146565745150226e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	2.6763537483431854e-08	2.2020940864259364e-06	1.4931160223378461e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	5.0470890848586247e-08	1.2384331845184289e-07	3.9503487602760823e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	3.2583057613111421e-08	2.4665688145200757e-07	1.7132580099153502e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	2.6868441124761056e-08	2.2729379810619316e-06	1.5461850982886712e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	5.0407254606477103e-08	1.2381551572302189e-07	4.0023266250383385e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	3.2634006982834585e-08	2.4751379343975565e-07	1.7193461094243662e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	2.6843530939735238e-08	2.1379819402953831e-06	1.4448361179494047e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	5.0534518188094513e-08	1.2701208558835538e-07	3.9041915890962504e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	3.2534483294932581e-08	2.4590790317174321e-07	1.7071992325083731e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	7.845639558856643e-08	1.8342215880483197e-06	1.3007315198403689e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	8.155565051765068e-08	1.4459744282051221e-07	5.104591312445039e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	3.5675010390257e-08	1.590725394284226e-07	3.7687713026224217e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	6.655190278037626e-08	6.2494856535259342e-06	1.302586911232817e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	7.8247449547541592e-08	1.7837655449177608e-06	4.8625769887203376e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	3.5911713148345514e-08	1.5125879437206858e-07	3.5643482953209399e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	6.76299783813894e-08	5.7465158997870301e-06	1.3523635083154443e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	8.1270717350312438e-08	1.212245783269691e-06	5.6340835336074336e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	3.5419256496499463e-08	1.6888613062646929e-07	4.4128779222464518e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	6.9577477432303247e-08	2.9030761843490409e-07	1.2018026258028716e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	8.8920056262598024e-08	1.0405327182341158e-07	1.161073635423741e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	2.7068529740575942e-08	3.6021201191776921e-07	3.3572977175361563e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	6.7659719771295812e-08	3.8509539261797754e-07	2.1694708977922001e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	8.7796437231446589e-08	9.6121494841667943e-08	1.0439229827297932e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	2.8176173432620244e-08	2.5823985591424307e-07	3.6481008993463454e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	6.6685587538084512e-08	2.1080333202229486e-07	4.7816911950881693e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	8.9869241534645816e-08	6.1317633731545139e-08	1.3154374046583836e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	2.5995065513345628e-08	4.8841882017160182e-07	4.5458044775827582e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	2.371442719972805e-08	1.4584972001669168e-06	1.0683539995107383e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	5.149666194859126e-08	1.1021558372210184e-07	2.3483837836536192e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	3.2531428231785675e-08	1.8532383458496384e-07	1.2040948786850676e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	2.5132757305867948e-08	1.5601917974527424e-06	1.0904619314374722e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	5.1377162996191217e-08	4.6024082527918263e-08	2.3118520245819237e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	3.2595674034907596e-08	1.8430982051212991e-07	1.2100169356584828e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	2.218877676041231e-08	1.3850581379226405e-06	1.0540177155620576e-06	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	5.1592360800212234e-08	2.4417325649733434e-07	2.3848289526758212e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	3.2462644981856581e-08	1.8588572854615675e-07	1.1936816346584337e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	2.7412393480141795e-08	1.5663733084562368e-06	8.8513953301090549e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	5.2829359609152249e-08	1.5491587291066116e-07	1.7323602050354804e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	3.1205644054899118e-08	1.7793244890554449e-07	1.1978715824606959e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	2.782983235527503e-08	1.5675423673819853e-06	9.0588580235445421e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	5.2592441554533131e-08	1.5563488494416267e-07	1.7801250566345203e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	3.1389543641430206e-08	1.8140810894911164e-07	1.223302650953858e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	2.7743282157710603e-08	1.5695661620292733e-06	8.6662040336205904e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	5.3063724067548002e-08	1.6581958846832192e-07	1.6854702976669307e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	3.1024377893096311e-08	1.7542498175081764e-07	1.1740391024405907e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	8.8609774406833708e-08	3.1872373603321549e-08	2.0685703502992535e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	6.1099208636949953e-08	4.4024726430689202e-07	2.3531664362779715e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	1.588156750553793e-08	1.6462486248513104e-07	9.4310831144490757e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	5.6386233238114869e-08	1.3374273580656333e-07	1.1617440924584057e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	5.0731573719708933e-08	3.442647822474283e-07	5.5158850026375153e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	3.3538131216648281e-08	1.8040532697439054e-07	1.3391496993368244e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	8.4218789830892149e-08	6.7386001695871893e-08	5.2527408197616858e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	6.7008785353817046e-08	3.3025677239297298e-07	7.2832273150706866e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	1.4689426224012703e-08	1.1542124579202615e-07	7.9752185438866757e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	8.0649136202648464e-08	3.7550621506700904e-08	9.0849261260546784e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	5.4064120874608435e-08	3.5502970973864854e-07	2.5104391192626806e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	1.7240791683192924e-08	2.3194696012531301e-07	5.4978437662842484e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	3.8794911505490859e-08	6.1988902871796632e-08	1.4905003757833275e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	4.6422573923843302e-08	3.6341889939101941e-06	2.5692707242888605e-06	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	4.0302352857790602e-08	3.9659573348202456e-07	4.2756156492973062e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	5.7294864352908093e-08	1.8078824130138593e-07	2.5740023034500401e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	4.5834428280544515e-08	8.3339623530559237e-07	5.9747465590895599e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	2.6862099098898251e-08	1.8774860918106926e-07	1.3165374521666488e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	3.7966255306276508e-08	1.02640340339841e-07	6.3380112967102844e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	3.9136031658448811e-08	9.7854540403447971e-08	5.752639863273953e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	2.574257550180814e-08	1.2045591231447626e-07	6.5862123465866937e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	3.7978562017482176e-08	1.0241109318167354e-07	6.2900707772461422e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	3.9099750916149478e-08	9.8717844162772919e-08	5.8099443041125079e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
