path	git_blob	sha256	bytes	phi_token_occurrences	routing	review_status
cascade_th2_final_table.py	0ced59eb3588e70f053a659ac7b325cb8a3d1cc1	9d010d5e89023e1ca5c3d97b4cf538dc5dfa20555368013af92c00d09607703b	2541	2	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_th2_nodewise.py	5422db35c006d1e27fdd2890669cd70287e3d7a3	50ada8862a868f0d4528dc7aef4d52b87dda2dda084a87d18911b8bbab592fa7	5561	29	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_th2_predict_measure.py	30a570a85fc700789658a472b01ce883cb72462b	1831c88e879d2ed902c1a633a2faaeb9bc2920ecf7551d70465345d70aa06a32	6702	20	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_tw_cas.py	e18064e7c6b1d61a8c67c775bc756581e70a433b	507ce412ce4de13bb9f9069883d3770413a38b95cc0800fd90c8478ff674d3ac	8716	48	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_tw_confirm.py	505cf167b28a4d21c901d4fda7cb96d35c2cbedb	7948be09553c0107fde3ed8431422854105d6204064a879dfb83fe49b30094eb	1792	3	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_tw_n1twin.py	e60cbd8f11163ca45920f87ce270748530d3cd07	be2034018975b7b8673796b1292cd28825c42127d4ae42aae01c1acdc6538024	2010	4	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_tw_pred.py	612705231ade2ec20e1d344ba8c09278d8961fd6	3b79496c9b9754f9c016a88c50d68ab6997e9c3923c0ccdd11885f486547c775	9145	3	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_tw_probe.py	ce47e6e939b86bea4d864ef00930106c1c325b06	7bb9011d304c499fd2a2622bef14f6fa6f9a2fc09e3e25b7cf65c1af5bd96dfe	4523	3	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cascade_tw_reshoot.py	b6d37571426d47fdb9504ab8c4c5458681495710	4e7f680b64b32b461f0274cadfad92ac47602b3ae352107d329a34cf4fbd0e33	2859	6	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_composite.py	80cdce189b2a858a2ad2baea2451234342b40a16	83149d1030b097197cb64a3e0f94a4430f6af4d5b65af24fa415a26f3b6f5603	42828	142	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_f2d.py	738db68fd5923128c0c58751f8c58cfbc8acb95f	cc1cbc396c114b745e129b203ac0d16317175446a870b5d0280953aa173fdd8e	44551	170	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_f2d_BUILDNOTES.md	7d72e5a35dc80fdd9c2be087b115c42e38345178	8431beb4621c417a2c8dd8b93ddec530606d0fa7caa30dedde25c6d5499cf1c5	8396	12	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
cell_solver_f2d_N2.py	df431c94bd234260968ca2257d5453bd71638616	12addcbe88f248a5d14f20eed7dc98ceb2647f8693b4a267afc4270889b1da4b	27787	67	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_f2d_N2_results.md	facb85a5e425b12ca242943f47716cdcd05e4fef	e7fcb142340592d9b2cc7232f9790ee12a40b4114f936ce0636ed40074fbd46e	18932	32	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
cell_solver_f2d_classB_run.py	68acf119e7d421f0d7800dc8fd748c051bebef1a	6e1bbccd8860b1c9af55e3dcd027c3e05c8139107a24c2fa655571aaeea591d6	36490	92	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_f2d_classB_run_results.md	0d1bd271c142a72920eecfc86ec3ded226b8722b	c849c2575c4f026380137654806939ef8167f597f32c0a1620dee9c7a205c48b	5826	16	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
cell_solver_f2d_embedded_run.py	d4a4134bebf13d8c1cf2b667e495544e3c87a390	71f4c492e461d4a39a3c6ebb5715a45438c0607f46dc05a02db3e4e8e409b71c	38632	131	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_f2d_embedded_run_results.md	dbc542a0c9c519800f548bbeb533829931d08242	79bb5b21bd9aa1b47de1b10f3055b9285685ea0f4183e03edd0eee0f9221f214	6022	20	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
cell_solver_f2d_embedded_scan.py	5bdaca2192163e99f7928a3ccec284577c66d142	3ebf8826c4f211b1675b160dd140f35a9f90e10b0f8c71153fd46474654da8fb	5332	19	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_f2d_first_build.py	521ce6deb2b3c7aea110346c6eee0444c7a8d5ac	185fbb7ba571852622d38db717d41f691b2e5a36f831aa2bbd0432c76fe94e97	33256	96	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_f2d_first_build_results.md	a47b69fd880fbe3024e5c55b00151661047e758d	4c5053718347276a3e14ce06954f0e0b71073594bdfc8649ebdf3b469403613f	15540	25	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
cell_solver_round.py	e502b1a84f2bbb2273950fc8d927fc4a42ba2a2e	046c9f1aa7ed9e596e352ba0bb81515cc649b268997099f72a3cd4c78583eee3	8824	38	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
cell_solver_universe_T3.py	0eb22632f5d9d23def6874096e28c02613db130d	c029b45014df6429ea9f84523b30c986acec58cec14760e5f8c006e8b3464b39	12754	30	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
check_winding_survival.py	7db0406762bf817e701520b8352105a1fb9d61d7	c6e771aaeb185992281c73bff86c0925552b0f5f1738041cd21c4dd1d7c24e9d	3827	5	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
classB_embedded_rung_gatecheck_results.md	fa1cd2e20bb4d6e92ca3018566ace2e64d0cd922	5a534fb53846263c419cb533d3b6d234a36987ab334a655022a1ed182b9fa5ce	4809	5	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
classB_rung_resonance_classification_results.md	cf80606fdce0c69bf27442623a4d62492cbdde52	1cc480df64929651682a80dbd6f6cdd3ab0199e6f752280998968e36c6ea878a	12098	13	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
classB_rung_resonance_owed_first_adjudication.md	9d556786600778dc06ee61e06c04113fe8b6edd0	61693553bc1010bb44dd4a5315b88e736096ce51187ed82f68151287165a8fdc	7288	17	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
classB_rung_resonance_prebuild_test_DESIGN.md	61c5f0e86de95d9457586e95826e63288c2130f7	963199ee7fcf975251dfe8750ac24a2413efa704cc6cfdd2527af7d426103783	7232	33	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
classify_rung_resonance.py	b5b294828322c75dc181353b6e5470cc87da9713	c5224262b9ba458db70ebb3a3307d0b864196e1f48bd8fa459a7a59aae131305	4435	2	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
clock_curvature_selector_audit_2026-07-19/REPOSITORY_GATES.json	574ae7075bc1c3c1fc20ea368298dc9feac590f4	120d5e6da6e37263d4925e1edda1d26acf20f64688ef5f0681294c7b6da1e797	10833	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
clock_curvature_selector_audit_2026-07-19/verify_repository_gates.py	d226b6fc275b6dc019b481e7fd5819778267b21d	62cb12be5396e5814b53184cd9c57c0d677d8f175289a35ff08434f01aaa2264	8359	1	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
codex_rehearsal_transcript.txt	f13302b9007eb82749f7c97f67750c00caf1d21b	9fbdee8aa123a12ee08860d65a0b3712a5f0e23897a97762ba9596573eb0a669	303199	88	TRANSCRIPT_OR_RAW_EVIDENCE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	7edfacda8ae312857d614b0479c9de5d3e949504	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	4043	9	LOAD_BEARING	INDIVIDUALLY_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/BLOCK_REALIZATION_LEDGER.tsv	a8f33ddbd691bddd8d5ee18faa5931b5b9cd38a6	d881041c5a13db42ed6dea0d84c4d820119b38cacf487e1e650ca9c51ab39cd9	1798	12	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/COMPLETENESS_SCOPE.tsv	8a6d7880ac334503ea741519c0650faf630e804a	2b9600b8ca753b0c9bda9e4aaf0f87e5cbd87c4462c8128673029a1ca69d534a	2203	2	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/COMPLETE_EXTENSION_WITNESSES.tsv	cc9d730e071ad358aa191ba246efca88335a789b	a3f5a51f31b498f619ecc0f60ba9daf726389e230f12bca245a5c11d60c456c6	1689	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/DERIVATION_RESULT.json	718597b96e19952e8bac5d67c7b2393bbbb38849	a0579b3785ff1bccef888a3ace186af8668a189aa802a238e9017adc8d72a3d0	2824	5	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/EXTENSION_FAMILY_LEDGER.tsv	bab1798704ff81a3aee57ddc3625ff2f1b512b88	67d7741273b9435e11e37b9a4f393c46b466e02e15cf4e0ded45a0f828968d19	2561	6	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/LAY_DECISION_TREE.md	2748add2dac71d6cd85a41ae2be1d1d678605356	0ad753e8113bc3b9fd5746c067a40a5b8066eb5a250ac0fabaa62b2a491a991f	1582	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/PREREGISTRATION.md	8945e39c9805953099b7b670d89c1480c90c4725	c2ddaa7dd53a529c5b4363896ef1c7ede3936562d387a099cc72cde5fa7231b7	9488	18	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/REPOSITORY_GATES.json	f092a1f2fbef083d780d93cfdab6050a08022b4b	4c01af009300f4f2ca26b001fbc7d577da4244cc13767b0a142529d7490a0aba	13633	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/REQUIREMENT_MATRIX.tsv	bb893a032e712b58d0d27e4fd5090fc0dc06b953	b00793a9aeb8e4a16997057942e7690a7e9a425546661ce8bec1345f675d3b36	1412	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/SOURCE_ADJUDICATION.tsv	aee99b9853d4d15ff259124f79f2ad17e9a52d8d	0bec4b1b78f92f6510be471c3bed51192fe9174b12be1f41a9912fb3aeff9d27	14974	5	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/SOURCE_CENSUS.tsv	8bfb6aad14d7d9901fa1a0cb2e7ccd8eda220083	a8e6ec27927670a242c26885a06e69825af4920cf4425cfb72461e1b7eb3bab5	961074	82	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/STATUS_LEDGER.tsv	7a5b39ce8145c2532b733966c2dfdbd1fa376008	166c2678bc04eab622cc189654f7f54d1349571ba55108bf98fc2286b5effe6f	3470	9	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/derive_complete_coframe_involution.py	5bdabc89458908ffb57c1cca5bdcfffc857f29cf	79a9a5e19fcfed84ce02ea31644c1a4393b3f26302c7d41535379968fb231232	4875	19	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/verify_complete_coframe_involution.py	5e402cc9b6bc89e7a8e919c6d811f29def0e5217	1fed30cd6d1070992e4fbd8d3a6894df9abc2381c03f30cd5079a3e165c4fb8b	17797	6	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
complete_coframe_seal_involution_2026-07-20/verify_repository_gates.py	e8ae089e08dfdb6deb497b5dde02a57c9f8690c9	c3c10cbca24c7d84f5310846f43816e066b148ef6d60edf09a19921f6298f782	5885	1	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
complete_metric_sweep_stageB_data.json	3a5c9647382fba64e9008488fad9aef07b5b1694	4ff9695a44e620636f96e241ec154c794f90e7de30b97a1f902df9e21448b71c	85944	12	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
copresence_causal_accessibility_selector_2026-07-19/POST_PREREG_FORMALIZATION_CORRECTION.md	d724d3f3c261fa28950fd8a848fa6645a158b1cc	2618e83b56d33faa71cdbe1f172d5a945a1d055171bcceca276bd03241efb1ea	1182	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
copresence_causal_accessibility_selector_2026-07-19/REVIEW_CONCEPTUAL.md	846e440ad326700c8c6848db2aba3d241d0605d6	e6e672ee28ebe3eead5b4896ff82b88157d8a7d75c43a597622239e662c508fb	2658	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
copresence_causal_accessibility_selector_2026-07-19/SELECTOR_LAYER_MAP.tsv	6e3b8ca6176e8085894f5a1a9f004221416bb5a6	0ffa8bb1d7a10a829247861c9e2fc056a4cf7fda49e65265e5f499bf8ba04e8f	916	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	f268ecdfe3355f7f279b4071fe8f8071e658d5eb	1179529aacf4ffeec576a982d71ea4753e4432ce4eda13e2b0467a19de2ab283	3763	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
copresence_gr_constraint_regrade_2026-07-19/DERIVATION_REPORT.md	2159afcae9decfe3ad6ba9b2b45af4d848c60e43	060e76be7ffe18f43752f5d228fa341715c830edd0da25ee03c10279b9af49b5	12695	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
copresence_gr_constraint_regrade_2026-07-19/PREREGISTRATION.md	659aaeb979855aa79edd90fd5f894608303df025	b363c58fdf289f90da1a1b391d33a2fc96f2616b3239c125c03ec6b9b5c955dd	8577	1	POST_FIREWALL_EVIDENCE_CANDIDATE	ROUTED_NOT_ADJUDICATED
cosine_native_reconciliation_results.md	b0231f35994ac42465a84e0d46b4dbc83a4b915d	4f632b5b4558902b887daa028b4d738b14eab37fcb3e2d644bcb325c023018ed	6416	34	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
cosine_reconciliation_check.py	b96bc7094a9bbb71e5c90edcec0495e195a7c337	4864d96b2fa0fc06c538017f93b84c7dfd7c6714f44809674fa377b7b99634a3	10211	96	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d1_angular_constants_native_rederivation.md	6b058d940c9ae183fd222be702e4b3afa2584a8a	889a2050c3342770e925b10a55eacf0c6dde6b189d9ba49ede9a494128d61991	30545	6	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
d1_bv_n3_attack.py	d9f77ff41f9f7f0d1d1eed7983bbe6e16c2b7ec3	8f2490f1f6d89b7dd5ef9295aa94619513ba01b896722ca9fdf0e50e3e4f449f	7526	1	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d1_bv_q13_steelman.py	8a780a99aac3f0edafd149c34ede75b8f193fc3d	8ef63fd276fc30853730bdab98adafcf5579871ed99283839f36b0ec5c30dba1	5674	20	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d1_charge_channel_projection_MAP.md	db5f38c2552ded5a37944745e5a1f151b061bc9b	07a0fdbaf365ab29942d62a989a6c59f61688e7770eb032e4492d0ab0195383f	19588	13	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
d1_charge_channel_projection_cas.py	2151d4d3b1642306baa0daecc0ade3728b3381a1	c55aa17ffdaf14aab2c06add35dbbd1d1cb4da195fecc398b2e7adaf23ff249e	3968	2	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d1_rederive_eta18.py	e1d43fd9480adbd967be1f1e74929604c8953ce6	d6279fb247eef7357a6e52cd442aa42f5ee903c3651ee855ee194a318fa09e1d	4052	1	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d1_rederive_n3.py	9781230ef250211f4568b6418b21ed7d0fc320c5	77abd4103339c3f62227b70253ea9a4d5f93c6cca2bf10f159f6f68baf2cba5c	5436	3	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d1_rederive_q13.py	bad28f4d8f64ecc76ecb0d7b781d07e63f276253	44b0865fea21653b5331cb7de280052b7889db37bd298f8c498400bfd2cc7d2b	5157	4	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2_bv_algebra.py	424b35730122ff46b441c08762aa72b9734debd3	3a715e2afc23c435a1d0a49431f39813ac16ceb25c886244533dc5cc1fa93225	19692	218	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2_bv_e0_numeric.py	b9253dbf64440c7960a57353ee0cb192e84fbf6a	5c4dd8294e01b95be808feaecfa29d46a424c758552f81bd30a7d015d6df8d60	2561	7	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2a_switch_criterion_interior.md	19860378f922aa877188ab8e4ee1880cd7a02493	bbcce1617ba83fea48dbcc54f770a23f3bd2184993627fd4a4b86a0ff3c86564	13212	28	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
d2a_switch_criterion_interior.py	9a88f3d6654b48ebd28027b8187d806a71a5fa33	37b6ab14df8a0c8bac0e748e8c37a62001c2b7ccfeb5bb5505fc2e46fc224826	7631	45	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2b_closure_endcases_cas.py	5508225eebcc8882f3f535d6c29b7a8c43f5aac6	3b9309babe20478eaf760f6ce1e71821c89c3b95d9db51286264ddfe1aeb505f	6142	82	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2b_matter_escape_cas.py	cf687a3dca8a293c3c6aa56ab3d582e24709d85a	ba12e83e15e8bb2f6a28260962ea97c4865fa63de9726b98bb11ff56b6f7f28b	7365	28	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2b_no_structure_in_G.md	7e7e74eb65747e388c83ef5584b13eded9a82e62	42622e31281e72cff9d12b4a48d0037dfad372ca295aae074e8cd403aec407b6	16920	116	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
d2b_reduction_flux_cas.py	c32da4a4c77542ff8651b8dafbe7e3128975a964	2821050cde5aa03484efdd6646628b89452d4ad622e6ff590418935f84ac3236	7192	101	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2b_routeB_mixing_cas.py	04bc9aee4c53a836462e7dadb416c76c97fa0b3b	2b7cd72e0ff134f7747d2ff9dc9bf4b93d032cca7108ed1db006615d8086c857	4331	61	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2c_gp_composite_conditions.md	c2f258dc60946877995ec6311b735697a2f3b09d	2e70181c2332f6406bbcffc285aff35654aedfb4f140c11e88476e9a08681077	24038	155	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
d2c_part1_mixing.py	9a15decb24bc07e15f23b0899fbd324a70c4fa8e	332574dcdfce52f3e47a4bdb10956f857939244ee4239664a2fd31d68221576b	13650	151	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
d2c_part2_gp_conditions.py	c23a811a163aa916082b94fe7af2c392dfc8b285	c0d79ac53669b16102334d71ff59fcd7f6a5c3d5121f00d0f2d524688f8ffd3f	14123	90	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
derive_universe_einstein_d3.py	7018f90b335e4f461c62b48d8c3fbd7f3876abaf	e35edd20c76a80a3e53a8cfc7b108b4019434d6fca1a5c8aa7158b459b789fe1	7369	72	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
derive_universe_fold_d1.py	55f41ece59806bfc6da49f9760895b2bc6024db1	b32d0b0cf360929f9345cdab37ea62effec1863b7aaee40786236a971c16f74c	10106	78	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
derive_universe_sigma_d3.py	719a57e28af99a8b59429f1604dea376fafebe3c	5f093f5cb0d964cba491d48e7031011890a1ab8c644e051bf8e97889035958d4	6589	60	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
derive_xmax_boost.py	96052ed1abdd9945c4899e1e430d30cca9e3ea14	c1c3898b41a0357e1323ecf7b420b3b17d37e59200a1aaf304937cca4a5412e9	4952	44	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
derived_background_and_phi_coupling_DESIGN.md	3383677ae40d99f368e5b303be5942f6e1449bde	de41d149af9ee7447af05a4ff958549a95c85f83acdae003cf2186593cec6c18	13979	48	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
discreteness_preregistration.md	67d4355c9ef5f9f8aaaac6343ad744d4b5ee3153	b5504887930e854cecebee76850bf90d0cf6910f2f1d8d2041856b00beb98ac0	8370	12	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
e2c_bv_gauge.py	331f0a472c1143cfad99118e49d36a641cf038b7	6a0a7ade4055c013a55a404a47fa4d37aafd3f115ddaea38164ec2badb2b4655	3502	8	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2c_bv_gauntlet.py	57248e956d45fc7c087598f6d337bfe292a690e6	fc120b44519b1cd515138bc86adc29ad495ae57c5cf64467de79201eb7ec885f	5945	20	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2c_mms_certification.py	d90611f33c080149a86f8bb03d24eae4c8c875ea	117e25d172984cd3e9b17f1e2c5c2045d26c9525b8ae2fca7c3db136085d1fbe	7254	20	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2d_bv_cert.py	a2ed6e5e5f0dfdadce998cd71b870c665c032398	639be77d0c7f1e724fa4f13591783d2493cfcbcaba2c25cce3a0fa5f5e35c838	4476	22	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2d_bv_checks.py	f918a334d95912f60ce119d2db0b7c25e5dc0bd6	14373438256dfbdd67ff334f652152e6f8bea6f617038705ca7a9e69ccebb315	5594	20	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2d_continuation_driver.py	9985144cd1ae72c8157900fa23f0ae1d867a30d8	e0638207b61819d61c063df7e3b8be70f478f82531c6252ac554843c5387fb82	21621	8	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2d_gridhomotopy_probe.py	dbb21e6bb51c320e8ce54725e29606257d6da926	d6c26599fa1a8aa65531e3297e463156dec7df6ece5689554e0fc3c2f910c761	4979	14	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2d_mms_fieldaxis_certification.py	5fb32b0665ae09f9ba4a3f3778f77a5b0a86f42d	263966fe35e6817515a4c566ce6aa46f115e94f1cb59db9787eef35788e68e74	8220	18	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2e_bv_null_and_stiffness.py	d8d2835bdef1de5e74ffcd81804f70bd41a7d5f2	950fff54bd0a45090685fbfecc0bf58c608e9d34910cbc9a23a41c542164b669	3644	8	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2e_mms_combinedcell_certification.py	d9f87c266dca7167e3e37de035b5c879930a1d73	d0c777b4b5879121f949bf6ed124b15b014008022cdc6c0720f69f3bc3064722	7572	10	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
e2e_physinformed_seed.py	37936ddbc16b05e6cdd02fcd5bcd3ebacab7a79f	d58fb9dba24be01c6f8d4c5e405947900101a440cbfe5d48fffbf63e54953f95	10869	55	CODE_OR_VERIFIER	ROUTED_NOT_SEMANTICALLY_ADJUDICATED
embedded_cell_closure_H_amb_results.md	31a611d9418ea4e2bf21931c18c5e32dd508c3b5	806388a9c5e944672ec87bd43eda0126d498a6c3c47ff1028a18fce08c70e8f1	8250	3	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
embedded_cell_scan_results.md	91e128c5dd05561944ca5bd336ea854d2a1c38b3	f5c1a9c6c40a6dcd87976b89e238e5f0734041bf503fdff021a99f1b3810542f	6134	7	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
embedded_classB_mini_MAP.md	853e8c272992800fe0e1d7c05dd12f1bc2749d7d	4a8da273eb25f7d27c3f3d6e93305cd887cb6e771b4aa6c1bd94147b3c1d9ebb	8453	42	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
embedded_run_gate_rulings.md	71beb173ae7af6acad04d14c6aa3be14fa1afd9c	9e464511b4943b8e7ed45029e98990fde60cf71bf55294cfa0031947c63d1843	4251	9	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
embedded_run_mini_MAP.md	9e06155e09f65c02aaa6e88e526ee8f4f14d593d	3ae788713e69b45e8d29db45214549f0650957c1ff8282a0aff5961b8558d272	11128	27	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
energy_min_m2_18_out.json	f5908bd8a1821243ea14907617a5404799b53a24	fde66f011bc52d7d798e2ebb75e6f954488f6a188a3afaee2bb5acd0e88fd0f7	1514	9	OTHER_LITERAL_CANDIDATE	ROUTED_NOT_ADJUDICATED
