completion_id	readout_id	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	availability	dependency_tags	completion_specific_ruling	source_basis
FC02_ONE_CAP_BOUNDARY	R15	TYPE_ONLY_OPEN	ABSENT_NO_COMPLETE_METRIC_WITNESS	OBSERVER_DOMAIN_EVENT_COMPARISON_AND_NATIVE_Dg_ABSENT	REGULAR_IF_PRIMITIVE_CAP_JETS_HOLD	GLOBAL_FINITE_COMPLETE_DOMAIN_AND_ATTAINMENT_OPEN	PHYSICAL_RULER_OPEN	NO_VARIATION__NONATTAINMENT_CUT_AND_MULTIMAX_BRANCHES_OPEN	UNAVAILABLE	RELATIONAL_INVARIANCE_REQUIREMENT_ONLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	OPEN_TYPE_ONLY	observer_domain;event_pairing;native_Dg;complete_branch	Xmax_SUPREMUM_NOT_COMPUTABLE	S11
FC02_ONE_CAP_BOUNDARY	R16	PASS_DISCRETE_COMPLETION_FAMILY_LABEL	ABSENT_NO_COMPLETE_METRIC_WITNESS	CAP_GLUE_OR_STRATUM_PARAMETERS	REGULAR_IF_PRIMITIVE_CAP_JETS_HOLD	SOLID_TORUS_WITH_BOUNDARY	DIMENSIONLESS_DISCRETE_DATA	DISCRETE_LOCALLY_CONSTANT__NO_OFFSHELL_COVECTOR	DISCRETE_FAMILY_LABEL_EVALUABLE	HOMEOMORPHISM_OR_ORBIFOLD_EQUIVALENCE_CLASS	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	DISCRETE_CLASSIFICATION_AVAILABLE	completion_gluing_and_discrete_parameters	SOLID_TORUS_WITH_BOUNDARY	S05;S19;S20
FC02_ONE_CAP_BOUNDARY	R17	CONDITIONAL_MAP_OR_BUNDLE_REQUIRED	ABSENT_NO_COMPLETE_METRIC_WITNESS	CARRIER_MAP_PHASE_PERIOD_OR_FREE_ACTION_AND_BOUNDARY_CLASS_REQUIRED	REGULAR_IF_PRIMITIVE_CAP_JETS_HOLD	TOPOLOGICAL_MAP_AND_GLOBAL_EXTENSION_NOT_SUPPLIED	DIMENSIONLESS_LABEL__NORMALIZATION_AND_ORIENTATION_CONDITIONAL	DISCRETE_WITHIN_FIXED_MAP_SECTOR__BOUNDARY_ESCAPE_AND_SINGULARITY_OPEN	CONDITIONAL_ONLY_NOT_NATIVE_R_GEOM	MAP_HOMOTOPY_OR_BUNDLE_CLASS_AFTER_SUPPLIED_STRUCTURE	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_TOPOLOGICAL_SCHEMA	carrier_or_bundle_map;periods;orientation;boundary_class	NOT_DEFINED_WITHOUT_FREE_ACTION	S04;S15;S17
FC03_TWO_CAP_P0	R01	PASS_LOCAL_GEOMETRIC_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	LOCAL_CHART_OR_COFRAME	REGULAR_CAPS	LOCAL_ONLY_NOT_GLOBAL	OPEN_REPRESENTATIVE	LOCAL_LINEARIZATION_NOT_PHYSICAL_RESPONSE	FORMULA_AVAILABLE_VALUES_REQUIRE_PROFILE	TENSORIAL_OR_FRAME_COMPONENT_TYPE_EXPLICIT	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	LOCAL_FORMULA_AVAILABLE	metric_or_coframe;Levi_Civita_connection	LOCAL_ON_REGULAR_METRIC_REGION	S13
FC03_TWO_CAP_P0	R02	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	SPACETIME_REGION_AND_TIME_DOMAIN_REQUIRED	REGULAR_CAPS	TWO_DEPENDENT_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_REGION_FORMULA__MOVING_BOUNDARY_GLUE_MODULUS_INCOMPLETE	TYPE_OR_CONDITIONAL_SCHEMA_ONLY	INVARIANCE_TYPED_CONDITIONALLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_representative;spacetime_region;boundary_or_glue	V4_COMPONENT_CONDITIONAL_NOT_EVALUABLE	S01;S09
FC03_TWO_CAP_P0	R03	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	PHYSICAL_SPATIAL_SLICE_AND_REGION_REQUIRED	REGULAR_CAPS	TWO_DEPENDENT_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_SLICE_FORMULA__MOVING_BOUNDARY_GLUE_MODULUS_INCOMPLETE	TYPE_OR_CONDITIONAL_SCHEMA_ONLY	INVARIANCE_TYPED_CONDITIONALLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_representative;spatial_slice;boundary_or_glue	V3_COMPONENT_CONDITIONAL_NOT_EVALUABLE	S01;S09
FC03_TWO_CAP_P0	R04	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	TYPED_NONNULL_EMBEDDING_CAP_STRATUM_CORNER_OR_JOINT_REQUIRED	REGULAR_CAPS	TWO_DEPENDENT_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_EMBEDDING_FORMULA__SHAPE_CORNER_NULL_CHANNELS_INCOMPLETE	TYPE_OR_CONDITIONAL_SCHEMA_ONLY	INVARIANCE_TYPED_CONDITIONALLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_representative;embedding;normal_or_null_structure;corner_data	BOUNDARY_CAP_STRATUM_SCHEMA_ONLY	S05;S09
FC03_TWO_CAP_P0	R05	UNSELECTED_FUNCTIONAL_FAMILY	ABSENT_NO_COMPLETE_METRIC_WITNESS	FUNCTIONAL_SLICE_REGION_AND_BOUNDARY_REQUIRED	REGULAR_CAPS	TWO_DEPENDENT_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	BULK_EXAMPLES_EXIST__COMPLETE_BOUNDARY_GLOBAL_VARIATION_ABSENT	NOT_SELECTED_AS_R_GEOM_COMPONENT	SCALAR_ONLY_AFTER_DOMAIN_AND_BOUNDARY_CHOICE	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	UNSELECTED_FAMILY	metric;functional_choice;domain;boundary_functional	COUNTERFAMILY_PREVENTS_NATIVE_COMPONENT_SELECTION	S01;S14
FC03_TWO_CAP_P0	R06	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	PATH_AND_ENDPOINT_FRAMES_REQUIRED	REGULAR_CAPS	OPEN_PATH_NEEDS_NO_LOOP_DESCENT__CROSS_STRATUM_PATH_MAY_FAIL	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_PATH_CONNECTION_VARIATION_ONLY	ENDPOINT_MAP_REQUIRES_COMPLETE_PROFILE	ENDPOINT_FRAME_COVARIANCE_TYPED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_profile;path;endpoint_frames	OPEN_PATH_LC_MAP_REQUIRES_SMOOTH_CAP_EXTENSIONS_OR_PATH_AVOIDANCE	S04;S17
FC03_TWO_CAP_P0	R07	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	BASED_LOOP_AND_BASE_FRAME_OR_CONJUGACY_RULE_REQUIRED	REGULAR_CAPS	LOOP_EXISTENCE_AND_GLOBAL_PROFILE_REQUIRED	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	LOOP_AND_CONNECTION_VARIATION_NOT_COMPLETED	HOLONOMY_NOT_COMPUTED_WITHOUT_COMPLETE_PROFILE	CONJUGACY_CLASS_REMOVES_BASE_FRAME_ONLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_profile;closed_loop;basepoint_or_conjugacy	PROFILE_DEPENDENT_NOT_COMPUTED_WITHOUT_COMPLETE_METRIC	S04;S17
FC03_TWO_CAP_P0	R08	PASS_CONDITIONAL_PROJECTOR_BUNDLE	ABSENT_NO_COMPLETE_METRIC_WITNESS	SMOOTH_PROJECTOR_FAMILY_AND_PATH_REQUIRED	REGULAR_CAPS	GLOBAL_PROJECTOR_SUBBUNDLE_OR_STRATUM_REQUIRED	METRIC_COMPATIBLE	EXACT_KATO_TRANSPORT_ON_SMOOTH_FIXED_RANK_PATH	CONDITIONAL_PATH_MAP_NOT_COMPLETE_BRANCH_READOUT	PROJECTOR_BUNDLE_COVARIANT	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_TRANSPORT_MAP	metric;projector_family;path;fixed_rank_stratum	INTERVAL_TRANSPORT_PLUS_CAP_EXTENSION_REQUIRED	S04;S06;S17
FC03_TWO_CAP_P0	R09	PASS_LOCAL_ON_TORIC_REGION	ABSENT_NO_COMPLETE_METRIC_WITNESS	TORIC_CHART_AND_CONNECTION_REQUIRED	REGULAR_CAPS	GLOBAL_DESCENT_OFF_CAPS	NORMALIZED_TORIC_OBJECT__PHYSICAL_SCALE_OPEN	LOCAL_CONNECTION_CURVATURE_VARIATION_ONLY	LOCAL_FORMULA_VALUES_REQUIRE_PROFILE	TORUS_GAUGE_CURVATURE_COVARIANT	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	LOCAL_TORIC_FORMULA_AVAILABLE	integral_torus_region;connection_S	F=dS_OFF_CAPS	S12;S17
FC03_TWO_CAP_P0	R10	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	CLOSED_BASE_LOOP_T2_CONNECTION_AND_LATTICE_TRIVIALIZATION_REQUIRED	REGULAR_CAPS	REGULAR_LOCUS_T2_HOLONOMY_ONLY__BOTH_CAP_EXTENSIONS_REQUIRE_CYCLE_RULES	PERIOD_AND_COMMON_SCALE_TYPED_SEPARATELY	CONTINUOUS_FIXED_LOOP_VARIATION__GLOBAL_LIFT_INCOMPLETE	CONDITIONAL_T2_LOOP_MAP_NOT_NUMERIC	T2_GAUGE_CLASS_WITH_MONODROMY_ACTION_TYPED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	R09;closed_loop;integral_lattice;global_lift	REGULAR_LOCUS_T2_HOLONOMY_ONLY__BOTH_CAP_EXTENSIONS_REQUIRE_CYCLE_RULES	S05;S12;S17
FC03_TWO_CAP_P0	R11	PASS_DISCRETE_FAMILY_SCHEMA	ABSENT_NO_COMPLETE_METRIC_WITNESS	COMPLETION_GLUE_CAP_OR_MONODROMY_PARAMETERS	REGULAR_CAPS	CAP_PAIR_DETERMINANT_P_AND_Q_CONVENTION	DIMENSIONLESS_INTEGRAL_DATA	DISCRETE_LOCALLY_CONSTANT__NO_OFFSHELL_COVECTOR	DISCRETE_FAMILY_SCHEMA_EVALUABLE_NOT_REALIZED_WITNESS	GL2Z_EQUIVALENCE_AND_ORIENTATION_TYPED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	DISCRETE_FAMILY_SCHEMA_ONLY	integral_lattice;cap_cycles_or_glue_matrix	CAP_PAIR_DETERMINANT_P_AND_Q_CONVENTION	S05;S17;S19;S20
FC03_TWO_CAP_P0	R12	PASS_SET_VALUED_TORIC_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	NORMALIZED_H_AND_INTEGRAL_CHARACTER_LATTICE	REGULAR_CAPS	P0_RESIDUAL_CIRCLE_AND_HOLONOMY_DEPENDENT	NORMALIZED_SHAPE_AVAILABLE__PHYSICAL_LENGTH_NEEDS_COMMON_SCALE_AND_PERIODS	STRATIFIED_CHAMBER_DERIVATIVE_AND_SET_VALUED_TIE_RULE	CONDITIONAL_SET_VALUED_MAP_REQUIRES_PROFILE	GL2Z_COVARIANT_SET	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_STRATIFIED_MAP	normalized_angular_metric_H;integral_lattice;common_scale_for_length	P0_RESIDUAL_CIRCLE_AND_HOLONOMY_DEPENDENT	S07;S08;S21
FC03_TWO_CAP_P0	R13	PASS_PARAMETRIC_COMPLETION_MODULI	ABSENT_NO_COMPLETE_METRIC_WITNESS	COMPLETE_PROFILE_AND_EQUIVALENCE_RULE_REQUIRED	REGULAR_CAPS	TWO_DEPENDENT_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	MODULUS_AND_MOVING_DOMAIN_VARIATION_INCOMPLETE	PARAMETRIC_MODULI_SCHEMA_NOT_REALIZED_VALUES	QUOTIENT_BY_COORDINATE_AND_LATTICE_EQUIVALENCE_REQUIRED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	PARAMETRIC_MODULI_SCHEMA	completion_parameters;metric_profile;equivalence_rule	all primitive determinant-zero ordered pairs	S05
FC03_TWO_CAP_P0	R14	PASS_CONDITIONAL_TEMPORAL_PHI_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	EVERYWHERE_TIMELIKE_NONZERO_DPHI_AND_COMPLETE_CONNECTED_LEVELS	REGULAR_CAPS	GLOBAL_LEVEL_SET_DESCENT_NOT_SUPPLIED	CANONICAL_PRE_SCALE_H0__PHYSICAL_RULER_OPEN	DISTANCE_VARIATION_NONSMOOTH_AT_CUT_LOCUS	NO_REGISTERED_COMPLETE_TEMPORAL_PHI_BRANCH	CHART_COFRAME_INVARIANT_ON_CONDITIONAL_BRANCH	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_BRANCH_SCHEMA	metric;phi;timelike_dphi;complete_levels;physical_ruler	CAUSAL_BRANCH_NOT_SPECIFIED_BY_COMPLETION_CLASS	S10
FC03_TWO_CAP_P0	R15	TYPE_ONLY_OPEN	ABSENT_NO_COMPLETE_METRIC_WITNESS	OBSERVER_DOMAIN_EVENT_COMPARISON_AND_NATIVE_Dg_ABSENT	REGULAR_CAPS	GLOBAL_FINITE_COMPLETE_DOMAIN_AND_ATTAINMENT_OPEN	PHYSICAL_RULER_OPEN	NO_VARIATION__NONATTAINMENT_CUT_AND_MULTIMAX_BRANCHES_OPEN	UNAVAILABLE	RELATIONAL_INVARIANCE_REQUIREMENT_ONLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	OPEN_TYPE_ONLY	observer_domain;event_pairing;native_Dg;complete_branch	Xmax_SUPREMUM_NOT_COMPUTABLE	S11
FC03_TWO_CAP_P0	R16	PASS_DISCRETE_COMPLETION_FAMILY_LABEL	ABSENT_NO_COMPLETE_METRIC_WITNESS	CAP_GLUE_OR_STRATUM_PARAMETERS	REGULAR_CAPS	S2_X_S1_STANDARD_OR_GENERAL_P0	DIMENSIONLESS_DISCRETE_DATA	DISCRETE_LOCALLY_CONSTANT__NO_OFFSHELL_COVECTOR	DISCRETE_FAMILY_LABEL_EVALUABLE	HOMEOMORPHISM_OR_ORBIFOLD_EQUIVALENCE_CLASS	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	DISCRETE_CLASSIFICATION_AVAILABLE	completion_gluing_and_discrete_parameters	S2_X_S1_STANDARD_OR_GENERAL_P0	S05;S19;S20
FC03_TWO_CAP_P0	R17	CONDITIONAL_MAP_OR_BUNDLE_REQUIRED	ABSENT_NO_COMPLETE_METRIC_WITNESS	CARRIER_MAP_PHASE_PERIOD_OR_FREE_ACTION_AND_BOUNDARY_CLASS_REQUIRED	REGULAR_CAPS	TOPOLOGICAL_MAP_AND_GLOBAL_EXTENSION_NOT_SUPPLIED	DIMENSIONLESS_LABEL__NORMALIZATION_AND_ORIENTATION_CONDITIONAL	DISCRETE_WITHIN_FIXED_MAP_SECTOR__BOUNDARY_ESCAPE_AND_SINGULARITY_OPEN	CONDITIONAL_ONLY_NOT_NATIVE_R_GEOM	MAP_HOMOTOPY_OR_BUNDLE_CLASS_AFTER_SUPPLIED_STRUCTURE	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_TOPOLOGICAL_SCHEMA	carrier_or_bundle_map;periods;orientation;boundary_class	NOT_DEFINED_WITHOUT_FREE_ACTION	S04;S15;S17
FC04_TWO_CAP_P1	R01	PASS_LOCAL_GEOMETRIC_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	LOCAL_CHART_OR_COFRAME	REGULAR_CAPS	LOCAL_ONLY_NOT_GLOBAL	OPEN_REPRESENTATIVE	LOCAL_LINEARIZATION_NOT_PHYSICAL_RESPONSE	FORMULA_AVAILABLE_VALUES_REQUIRE_PROFILE	TENSORIAL_OR_FRAME_COMPONENT_TYPE_EXPLICIT	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	LOCAL_FORMULA_AVAILABLE	metric_or_coframe;Levi_Civita_connection	LOCAL_ON_REGULAR_METRIC_REGION	S13
FC04_TWO_CAP_P1	R02	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	SPACETIME_REGION_AND_TIME_DOMAIN_REQUIRED	REGULAR_CAPS	TWO_UNIMODULAR_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_REGION_FORMULA__MOVING_BOUNDARY_GLUE_MODULUS_INCOMPLETE	TYPE_OR_CONDITIONAL_SCHEMA_ONLY	INVARIANCE_TYPED_CONDITIONALLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_representative;spacetime_region;boundary_or_glue	V4_COMPONENT_CONDITIONAL_NOT_EVALUABLE	S01;S09
FC04_TWO_CAP_P1	R03	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	PHYSICAL_SPATIAL_SLICE_AND_REGION_REQUIRED	REGULAR_CAPS	TWO_UNIMODULAR_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_SLICE_FORMULA__MOVING_BOUNDARY_GLUE_MODULUS_INCOMPLETE	TYPE_OR_CONDITIONAL_SCHEMA_ONLY	INVARIANCE_TYPED_CONDITIONALLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_representative;spatial_slice;boundary_or_glue	V3_COMPONENT_CONDITIONAL_NOT_EVALUABLE	S01;S09
FC04_TWO_CAP_P1	R04	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	TYPED_NONNULL_EMBEDDING_CAP_STRATUM_CORNER_OR_JOINT_REQUIRED	REGULAR_CAPS	TWO_UNIMODULAR_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_EMBEDDING_FORMULA__SHAPE_CORNER_NULL_CHANNELS_INCOMPLETE	TYPE_OR_CONDITIONAL_SCHEMA_ONLY	INVARIANCE_TYPED_CONDITIONALLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_representative;embedding;normal_or_null_structure;corner_data	BOUNDARY_CAP_STRATUM_SCHEMA_ONLY	S05;S09
FC04_TWO_CAP_P1	R05	UNSELECTED_FUNCTIONAL_FAMILY	ABSENT_NO_COMPLETE_METRIC_WITNESS	FUNCTIONAL_SLICE_REGION_AND_BOUNDARY_REQUIRED	REGULAR_CAPS	TWO_UNIMODULAR_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	BULK_EXAMPLES_EXIST__COMPLETE_BOUNDARY_GLOBAL_VARIATION_ABSENT	NOT_SELECTED_AS_R_GEOM_COMPONENT	SCALAR_ONLY_AFTER_DOMAIN_AND_BOUNDARY_CHOICE	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	UNSELECTED_FAMILY	metric;functional_choice;domain;boundary_functional	COUNTERFAMILY_PREVENTS_NATIVE_COMPONENT_SELECTION	S01;S14
FC04_TWO_CAP_P1	R06	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	PATH_AND_ENDPOINT_FRAMES_REQUIRED	REGULAR_CAPS	OPEN_PATH_NEEDS_NO_LOOP_DESCENT__CROSS_STRATUM_PATH_MAY_FAIL	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	FIXED_PATH_CONNECTION_VARIATION_ONLY	ENDPOINT_MAP_REQUIRES_COMPLETE_PROFILE	ENDPOINT_FRAME_COVARIANCE_TYPED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_profile;path;endpoint_frames	OPEN_PATH_LC_MAP_REQUIRES_SMOOTH_CAP_EXTENSIONS_OR_PATH_AVOIDANCE	S04;S17
FC04_TWO_CAP_P1	R07	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	BASED_LOOP_AND_BASE_FRAME_OR_CONJUGACY_RULE_REQUIRED	REGULAR_CAPS	LOOP_EXISTENCE_AND_GLOBAL_PROFILE_REQUIRED	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	LOOP_AND_CONNECTION_VARIATION_NOT_COMPLETED	HOLONOMY_NOT_COMPUTED_WITHOUT_COMPLETE_PROFILE	CONJUGACY_CLASS_REMOVES_BASE_FRAME_ONLY	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	metric_profile;closed_loop;basepoint_or_conjugacy	PROFILE_DEPENDENT_NOT_COMPUTED_WITHOUT_COMPLETE_METRIC	S04;S17
FC04_TWO_CAP_P1	R08	PASS_CONDITIONAL_PROJECTOR_BUNDLE	ABSENT_NO_COMPLETE_METRIC_WITNESS	SMOOTH_PROJECTOR_FAMILY_AND_PATH_REQUIRED	REGULAR_CAPS	GLOBAL_PROJECTOR_SUBBUNDLE_OR_STRATUM_REQUIRED	METRIC_COMPATIBLE	EXACT_KATO_TRANSPORT_ON_SMOOTH_FIXED_RANK_PATH	CONDITIONAL_PATH_MAP_NOT_COMPLETE_BRANCH_READOUT	PROJECTOR_BUNDLE_COVARIANT	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_TRANSPORT_MAP	metric;projector_family;path;fixed_rank_stratum	INTERVAL_TRANSPORT_PLUS_CAP_EXTENSION_REQUIRED	S04;S06;S17
FC04_TWO_CAP_P1	R09	PASS_LOCAL_ON_TORIC_REGION	ABSENT_NO_COMPLETE_METRIC_WITNESS	TORIC_CHART_AND_CONNECTION_REQUIRED	REGULAR_CAPS	GLOBAL_DESCENT_OFF_CAPS	NORMALIZED_TORIC_OBJECT__PHYSICAL_SCALE_OPEN	LOCAL_CONNECTION_CURVATURE_VARIATION_ONLY	LOCAL_FORMULA_VALUES_REQUIRE_PROFILE	TORUS_GAUGE_CURVATURE_COVARIANT	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	LOCAL_TORIC_FORMULA_AVAILABLE	integral_torus_region;connection_S	F=dS_OFF_CAPS	S12;S17
FC04_TWO_CAP_P1	R10	CONDITIONAL_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	CLOSED_BASE_LOOP_T2_CONNECTION_AND_LATTICE_TRIVIALIZATION_REQUIRED	REGULAR_CAPS	REGULAR_LOCUS_T2_HOLONOMY_ONLY__BOTH_CAP_EXTENSIONS_REQUIRE_CYCLE_RULES	PERIOD_AND_COMMON_SCALE_TYPED_SEPARATELY	CONTINUOUS_FIXED_LOOP_VARIATION__GLOBAL_LIFT_INCOMPLETE	CONDITIONAL_T2_LOOP_MAP_NOT_NUMERIC	T2_GAUGE_CLASS_WITH_MONODROMY_ACTION_TYPED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_COMPONENT_SCHEMA	R09;closed_loop;integral_lattice;global_lift	REGULAR_LOCUS_T2_HOLONOMY_ONLY__BOTH_CAP_EXTENSIONS_REQUIRE_CYCLE_RULES	S05;S12;S17
FC04_TWO_CAP_P1	R11	PASS_DISCRETE_FAMILY_SCHEMA	ABSENT_NO_COMPLETE_METRIC_WITNESS	COMPLETION_GLUE_CAP_OR_MONODROMY_PARAMETERS	REGULAR_CAPS	CAP_PAIR_DETERMINANT_P_AND_Q_CONVENTION	DIMENSIONLESS_INTEGRAL_DATA	DISCRETE_LOCALLY_CONSTANT__NO_OFFSHELL_COVECTOR	DISCRETE_FAMILY_SCHEMA_EVALUABLE_NOT_REALIZED_WITNESS	GL2Z_EQUIVALENCE_AND_ORIENTATION_TYPED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	DISCRETE_FAMILY_SCHEMA_ONLY	integral_lattice;cap_cycles_or_glue_matrix	CAP_PAIR_DETERMINANT_P_AND_Q_CONVENTION	S05;S17;S19;S20
FC04_TWO_CAP_P1	R12	PASS_SET_VALUED_TORIC_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	NORMALIZED_H_AND_INTEGRAL_CHARACTER_LATTICE	REGULAR_CAPS	PHASE_ALONE_CANNOT_GLOBALIZE;LATITUDE_AMPLITUDE_OR_PATCHING_REQUIRED	NORMALIZED_SHAPE_AVAILABLE__PHYSICAL_LENGTH_NEEDS_COMMON_SCALE_AND_PERIODS	STRATIFIED_CHAMBER_DERIVATIVE_AND_SET_VALUED_TIE_RULE	CONDITIONAL_SET_VALUED_MAP_REQUIRES_PROFILE	GL2Z_COVARIANT_SET	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_STRATIFIED_MAP	normalized_angular_metric_H;integral_lattice;common_scale_for_length	PHASE_ALONE_CANNOT_GLOBALIZE;LATITUDE_AMPLITUDE_OR_PATCHING_REQUIRED	S07;S08;S21
FC04_TWO_CAP_P1	R13	PASS_PARAMETRIC_COMPLETION_MODULI	ABSENT_NO_COMPLETE_METRIC_WITNESS	COMPLETE_PROFILE_AND_EQUIVALENCE_RULE_REQUIRED	REGULAR_CAPS	TWO_UNIMODULAR_CAPS_REQUIRE_REGULAR_CAP_JETS	OPEN_PHYSICAL_REPRESENTATIVE_AND_SCALE	MODULUS_AND_MOVING_DOMAIN_VARIATION_INCOMPLETE	PARAMETRIC_MODULI_SCHEMA_NOT_REALIZED_VALUES	QUOTIENT_BY_COORDINATE_AND_LATTICE_EQUIVALENCE_REQUIRED	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	PARAMETRIC_MODULI_SCHEMA	completion_parameters;metric_profile;equivalence_rule	all ordered unimodular primitive pairs	S05
FC04_TWO_CAP_P1	R14	PASS_CONDITIONAL_TEMPORAL_PHI_DEFINITION	ABSENT_NO_COMPLETE_METRIC_WITNESS	EVERYWHERE_TIMELIKE_NONZERO_DPHI_AND_COMPLETE_CONNECTED_LEVELS	REGULAR_CAPS	GLOBAL_LEVEL_SET_DESCENT_NOT_SUPPLIED	CANONICAL_PRE_SCALE_H0__PHYSICAL_RULER_OPEN	DISTANCE_VARIATION_NONSMOOTH_AT_CUT_LOCUS	NO_REGISTERED_COMPLETE_TEMPORAL_PHI_BRANCH	CHART_COFRAME_INVARIANT_ON_CONDITIONAL_BRANCH	PASS_NO_PHYSICAL_CLOSURE_PROMOTION	CONDITIONAL_BRANCH_SCHEMA	metric;phi;timelike_dphi;complete_levels;physical_ruler	CAUSAL_BRANCH_NOT_SPECIFIED_BY_COMPLETION_CLASS	S10
