source_family_id	destination_family_id	added_instrument	transition	projector_relation	numeric_status	configurations
M22_H_D_WG	M23_R_H_D_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M22_H_D_WG	M30_H_D_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5760
M22_H_D_WG	M30_H_D_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M23_R_H_D_WG	M31_R_H_D_RG_WG	RG	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5760
M23_R_H_D_WG	M31_R_H_D_RG_WG	RG	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M24_RG_WG	M25_R_RG_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M24_RG_WG	M25_R_RG_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M24_RG_WG	M26_H_RG_WG	H	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M24_RG_WG	M26_H_RG_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M24_RG_WG	M26_H_RG_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M24_RG_WG	M28_D_RG_WG	D	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M24_RG_WG	M28_D_RG_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M24_RG_WG	M28_D_RG_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M25_R_RG_WG	M27_R_H_RG_WG	H	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M25_R_RG_WG	M27_R_H_RG_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M25_R_RG_WG	M27_R_H_RG_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M25_R_RG_WG	M29_R_D_RG_WG	D	AMBIGUITY_TO_CERTIFIED_MOTIF	DESTINATION_REFINES_SOURCE	NUMERIC_CLASSIFIED	384
M25_R_RG_WG	M29_R_D_RG_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M25_R_RG_WG	M29_R_D_RG_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M26_H_RG_WG	M27_R_H_RG_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M26_H_RG_WG	M27_R_H_RG_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M26_H_RG_WG	M30_H_D_RG_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M26_H_RG_WG	M30_H_D_RG_WG	D	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M26_H_RG_WG	M30_H_D_RG_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M27_R_H_RG_WG	M31_R_H_D_RG_WG	D	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M27_R_H_RG_WG	M31_R_H_D_RG_WG	D	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M27_R_H_RG_WG	M31_R_H_D_RG_WG	D	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M28_D_RG_WG	M29_R_D_RG_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M28_D_RG_WG	M29_R_D_RG_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	768
M28_D_RG_WG	M30_H_D_RG_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M28_D_RG_WG	M30_H_D_RG_WG	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M28_D_RG_WG	M30_H_D_RG_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M29_R_D_RG_WG	M31_R_H_D_RG_WG	H	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5376
M29_R_D_RG_WG	M31_R_H_D_RG_WG	H	MIXES_TO_FULL_ALGEBRA	DESTINATION_COARSENS_SOURCE	NUMERIC_CLASSIFIED	384
M29_R_D_RG_WG	M31_R_H_D_RG_WG	H	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
M30_H_D_RG_WG	M31_R_H_D_RG_WG	R	FULL_ALGEBRA_REMAINS_FULL	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	5760
M30_H_D_RG_WG	M31_R_H_D_RG_WG	R	PRIMITIVE_BLOCKS_PRESERVED	SAME_PRIMITIVE_PROJECTORS	NUMERIC_CLASSIFIED	384
