path	blob	sha256	bytes
finite_cell_seal_boundary_phase_join_2026-07-20/SLOT_COVERAGE.tsv	2cc75fef13d814e2e813b2f6263639e3c265ca70	ce40fdaca951b629708df045af10cf410d48501716047cb4a13375964149127c	2603
finite_cell_seal_boundary_phase_join_2026-07-20/SOURCE_ADJUDICATION.tsv	7d9c5e76b325898cf7a3c11dc5222ff8aa50254a	7b62c0ab899c522269b1851db0fda959e1633a4ac4e20993a1baead0d33b3438	12537
finite_cell_seal_boundary_phase_join_2026-07-20/SOURCE_CENSUS.tsv	78048f589b53e457813a9a88ac022c109c83de64	fda3d2f39d80fe717a8e16b87138829c6bb5eedff77a6b378fa9312cd622777d	952686
finite_cell_seal_boundary_phase_join_2026-07-20/STATUS_LEDGER.tsv	2daf5c3876842993e22a1785f75a6efc81625538	41faee26d3722d2b429c4a68b79b6affb3a55b98938b8b7edcd09f371c982dce	2807
finite_cell_seal_boundary_phase_join_2026-07-20/STRONGEST_JOIN_CHALLENGES.tsv	adc8ae0a1ad960026d731ac153796d6b531d8c3c	093f8cef94ef8f25cc8bf32e82316574032404d723ab9125c77f4c9452468399	2765
finite_cell_seal_boundary_phase_join_2026-07-20/VERIFICATION_RESULT.json	95d8d781283ab3e2d3bee728bae49d6859436c39	44cbd94d4f844bdd3e408ebcd6377993523700caa1f1dd26daf10f4ba27b23e5	4444
finite_cell_seal_boundary_phase_join_2026-07-20/build_source_adjudication.py	07c7e8a0401aec8a236f72a8a8d29e5029c101b3	ebbcca3acc085a417f37800569a69025540be845a391ffd75fba41d2a8a37ac6	4547
finite_cell_seal_boundary_phase_join_2026-07-20/derive_seal_boundary_join.py	7ea51d9a5863d3bba558d42ca1079eb14bbaa46c	bbd15424889305ef1d7aa3e38800c6b8b09aa6c91bcf8e8d11e7ec213cfbbe53	5812
finite_cell_seal_boundary_phase_join_2026-07-20/verify_seal_boundary_join.py	8014f477ade731f43c8badc3d07358c9f9ee9c79	d756d6a6d715d4cfa0687b6c84527f231ac42a94130b22b414beb95306fa8eac	16265
gp_switch_criterion_results.md	88b1ea2993027f345874632d27c5449054e65a3c	89a9362a99da1047f771db837a47a0dc293082012373ba9f1c641b3055bdc2c5	8812
gr_constraint_paired_trial_2026-07-18/DERIVATION_REPORT.md	f6fc40290fa8900d11d205010c2b57564c5c8942	952b29705023c0626896db75b7a60173d6c78e3e00a8321d826a53b606557316	13489
gr_constraint_paired_trial_2026-07-18/DERIVATION_RESULT.json	e0993a4dafa55f8660968ea87ef4490e51001467	d122c92f9dd2b302cce744c025f5ac557e7b86c04cabbaca027aa238736a36d8	5471
gr_constraint_paired_trial_2026-07-18/LAY_DECISION_TREE.md	421af3eae85b9fa30deaabeb73d2807eaecda3c0	472f8d405f637670cd405b2effeb3d5b77c1d26cac1100794c963c85452995c9	2389
gr_constraint_paired_trial_2026-07-18/PREMISE_LEDGER.tsv	5ad2351ee08eddd89c85f5b37a088899b3f7b1c7	c6927b3fb3056ccc56ed6e5e64951607abec991cbfb0bdf99168bc4a0c1f291d	1950
gr_constraint_paired_trial_2026-07-18/PREREGISTRATION.md	44ce9944aeceaf3ec35d582e2b037cebb099eb4b	89e4d3675feb8b3793aa4eeb523e2c01eabe18dad4283c4bdf701e011b90913f	7954
gr_constraint_paired_trial_2026-07-18/STATUS_LEDGER.tsv	8a06a1002b8da06aaf50f02b2462a75f353f1c45	ba26cad7d04d7492c206e3fe11a7cd10ab226c01663bef5edee4b166c2f08809	5254
gr_constraint_paired_trial_2026-07-18/VERIFICATION_RESULT.json	c6312089a8a675fda9d40add1a4d772211435352	013dc45e55cc2c0e9b2d10202cdfd70c07842dbec5f4180754bac977a9bc2e92	5595
gr_constraint_paired_trial_2026-07-18/derive_gr_constraint_trial.py	254c0f81bc47bc1c1045d93c5c68f86e217f0f15	61cefc02799c1a9f1eae3d5c54b52d568354991bd517409e4d0138ba7d1e0d5b	12648
gr_constraint_paired_trial_2026-07-18/verify_gr_constraint_trial.py	5c5fdcbfdee24b30e1067db37c7d693e0ffbb9ed	aec156a2c0b9f0068ffeff37f92537c90855f46ae27a4ff17df3305fb2069c08	25895
grok/quarantine_free_DA/macro_native_FE_from_metric_CLEAN.md	29e24a3e5f99408680fe7d997fde84d2fe86f590	c45b54ab1f363087a29ee32b11ae5d8d704096fec3c334cdaa85e98d054dceb8	8697
grok/quarantine_free_DA/macro_sector_P1_freeD_asymptotics_results.md	a2e79b3922b2f835726af12122f1a0c6e37e65a4	d15f112e9296a60f11af660892847c57e289979077012ddbff0bb1b071f16066	5676
grok/quarantine_free_DA/macro_sector_asymptotics.py	63c3c05f15e1f89c1c008a0942b135be9db0f526	dbe9ed7db3fc6d5ae739174461394e05d4ec68bd78f0436770786c9d0cf0af4f	9310
grok/quarantine_free_DA/macro_sector_asymptotics_data.json	4a543bafb040c81642cbfb55c9d17cacabcd7ce5	ab04d23b44a6173d905a1096f0602cc0d32c4361740b310cfa3f6e2f864aafae	4617
infinite_c_reciprocity_adjudication_2026-07-18/ADVERSARIAL_AUDIT.md	c44b8f76941b55b9c7e7d4fbdd5b0fd45e2016a6	6e9f5399a78b21ee5ab9f589f7bb3fd56a19ac2f3300a4c6ebb8ff5ae3080600	1590
infinite_c_reciprocity_adjudication_2026-07-18/DERIVATION_REPORT.md	dac98d179f77b6d2f7d9ef98cfe09a31d9e8c11d	a559f725706994343a976ca9b0144399bf9c206e021671e65d066892ba238b43	21037
infinite_c_reciprocity_adjudication_2026-07-18/DERIVATION_RESULT.json	a90b9c931840ad92df8524209aadf30f7c713d26	2c88a586feddca236ca86eabf46e243c526c45e6f9a5cf55ddec206438ab7188	5415
infinite_c_reciprocity_adjudication_2026-07-18/DERIVATION_TRANSCRIPT.txt	210fcc6bec7bbcba1be866e2177606f9d25c64aa	1dca8c3ae2389ff4ab1c94ad42d9c85d345c441bcfba02c821630e6b09f3811c	938
infinite_c_reciprocity_adjudication_2026-07-18/LAY_DECISION_TREE.md	0726bda2dd8c957212105dbba82a6f99dc6186d8	39e8ba7f5190c9400b106f16ea0bf3c8e3277647a3400ad0e7da56f47061053c	2287
infinite_c_reciprocity_adjudication_2026-07-18/PREMISE_LEDGER.tsv	6e06048023430667772d38cb29d2f36bbd87dc74	44c0c2a2332b741d5cdac966c3ac690d3122e3f8672fd9d162e0fa7415d584eb	3055
infinite_c_reciprocity_adjudication_2026-07-18/PREREGISTRATION.md	9352b592a16a1a35653f0eb627d64b2f2bee13cf	9e6bc874621a092f94f84e5a1fab35014b13cdc6d7439eee2540ee0a5f76486c	9303
infinite_c_reciprocity_adjudication_2026-07-18/REVIEW_PROJECTIVE_COUNTERAUDIT.md	8f573264880f32963e6f6186f85cb14ea4d7affc	1ac4ec9f69eef09e00e68d91014c4d7e7c45d5b29934554bfe225c7f08b2c955	2061
infinite_c_reciprocity_adjudication_2026-07-18/STATUS_LEDGER.tsv	38d678d68921fc11bee83a9b9212b56377a4b004	e984654e1f649f2a9d9daca20fa41a88f3122a8231fcd61482025b4141037988	7870
infinite_c_reciprocity_adjudication_2026-07-18/VERIFICATION_RESULT.json	287067ff12f521c252ec547dc4458fcb5b49413c	743d9658fa22e7666da300153dff572a37125dee3907861134d4870ffdeea19d	6866
infinite_c_reciprocity_adjudication_2026-07-18/derive_infinite_c_reciprocity.py	3ee513dfbd2c87ddf94afb7b71bc64e3ef189ca3	9f8035dffde9a04f57a99ea2a1dd4b80740e40b22be38375a84186d6af26d0dd	13339
infinite_c_reciprocity_adjudication_2026-07-18/verify_infinite_c_reciprocity.py	582df6b982e83e7ccf1455f3d2a6aa4677fcffba	82583041e73375f13da8d2b19e500e137bb183a1eaa0afcf18f2e5db430f0daa	29474
invariant_reciprocal_causal_flow_2026-07-18/ADVERSARIAL_AUDIT.md	bf79fdc0158bb91f634cf96cc3919508ea1b6008	c8e6eb426551592c07a817176e4ef5179138543866c9fa30f9f82c3636344538	1226
invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_REPORT.md	26f18453d056d5d77724cc3a664c508ea743311f	d4c91e6f3ed0c45fce88c8e8f58a070469c94dd4cd2bd78852a4157056887bc2	8878
invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_RESULT.json	a96c8738c503a758fe153bf5e114efb5cdafda83	491401f2235ee3c33ec2e637845b20ba7c3b2199ef9d9163a494313b12c836f4	7144
invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_TRANSCRIPT.txt	46b978d7493b7d53d09a4c3ca5f75d2e3ab13c75	63d6cd288bc67f08d9bfe1188a1e93a5b3dda02c115281c660fc6ca021869b8b	886
invariant_reciprocal_causal_flow_2026-07-18/PREMISE_LEDGER.tsv	af9ee4bfce24490eb84bd16e58c4a50ceeb8f5d7	37f0a63c376c3daca7650d9a672ef0290f60ac1a954b4ca7b782dbfb410d2f5c	2628
invariant_reciprocal_causal_flow_2026-07-18/PREREGISTRATION.md	ef5dc8b7cbea9ce14b92dfe0f5ead21cb6185938	776176cfec41194c9dd6f9d66262e356e2344a731e98116e16e18a0b22150efa	6415
invariant_reciprocal_causal_flow_2026-07-18/REVIEW_BOUNDARY_SUBSTRATE.md	cace6a1a72b3bf154f61df4e6ef1abd395ff020e	d5dbebf5673d9d6757fa0f8059b3445329e1c1c98a8e62797fe99518c8489861	1477
invariant_reciprocal_causal_flow_2026-07-18/REVIEW_INVARIANT_GEOMETRY.md	cc9e4e9bb5ee83a93f6e8461dea7b9f2cec488a7	8787b0f848f564786dba99674d77a3f4f97d321989dbbf1adb21acafe79517e5	1277
invariant_reciprocal_causal_flow_2026-07-18/STATUS_LEDGER.tsv	5720920205833cc7a9382d15d775abbb1c0e8eca	f490bba0c4b0fc819f575e0d3062d8e78529901303d0d7df2d080746d0f98ef0	3259
invariant_reciprocal_causal_flow_2026-07-18/VERIFICATION_RESULT.json	c6820a13624d119b225c111d81f8f9abec82415a	eb041a66c83cbf1597487c4be9b210ffe63246d956309028e5a78a1da1ad4275	6901
invariant_reciprocal_causal_flow_2026-07-18/derive_invariant_causal_flow.py	9ed48f4cab2324c0c6b0185b56365ade923e1cdf	899180ca9f5f8be008dbba16b1aac24be41abbd120bb82e6615b66e473f72abe	19249
invariant_reciprocal_causal_flow_2026-07-18/verify_invariant_causal_flow.py	c36eb8b2761b5097446b32a3d7dbd24a9bb8614a	11d52cd81d86cbca774a603abf89137dcd477e26774debd1e2527ead608da54e	30727
kap8_characterization_complete_solver_results.md	2da94b04d0f9fd6240b70f2103293caf97c9e2b2	91df3b4efa721529596cb9ca5948a320a87bde768096d30c74f59b9a5eae5a9f	15881
legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_B2.py	cc343b3ff56ce2127c5966f97b65ad4853d7504e	1725d0bcbff0d8ded842523e798a51937c02970acb3c593161397a4ed3d24aab	3336
legacy/root_oneoffs_2026-07-01/coupled_cell_soliton_derrick.py	af9298b3fe58cc0bc375768ba284a994a31b6376	6ffbc99c027010ff051644d9fc90b797fbe6db38087a83dd05a499446e8cf2f5	3779
legacy/root_oneoffs_2026-07-01/depth_selector_breather.py	1a50cd1dc45c03c1ac48434b0328f8f8df4e478b	071788697c14c37b53ab31f6eaf3062e75544164629a8e1393cfcf504174f492	24621
legacy/root_oneoffs_2026-07-01/ens_scan_2cell.py	d0f62d1a65f21b8c08b8b728779aab8a39bfe173	b3e808168b6ed0c4abd94d64a4c5ec9b184497622b7af774a18d07ee40d95146	16134
legacy/root_oneoffs_2026-07-01/ens_scan_whole.py	1759dad443fbdf78e9cce326cfdbc4faad96701d	c4470482fb0dc5c26d3b975f242dbd4bbc03837e5ed8b8e631e43712c1285e9a	21657
legacy/root_oneoffs_2026-07-01/ext_scan_whole.py	bf0ff4b82d19ecc7fbeb19444346bac4636c3003	1371080cfda872b8a77cbfe0832327dbda8842235e4ea2f91b6540380d733f81	30019
legacy/root_oneoffs_2026-07-01/native_object_characterization.py	521b42dc9f56740fc36d42f0a79ccd4712816a72	d73b749afddeaf0106e1d156bd16219a68c35efceff489fa686fae1650c43acf	5922
legacy/root_oneoffs_2026-07-01/native_phi_law_route_B.py	56a8fdeaac8f5cb7d66378e7bc550af064c2fd3a	79da1cc8d1a783f0336a85d073e0b2c582780e6aadb4326eb5c2f50861924c49	1965
legacy/root_oneoffs_2026-07-01/phase2b_cross_and_box.py	30b2265b84e8024d15c1111ad4d78cd2fe8f8dc8	cae3220217ab7b90fd12d11f785e25d671bd686d06ee82c390185e0f0a367951	7581
legacy/root_oneoffs_2026-07-01/quantized_carrier_structure.py	8e7083dc6e98eb4f19f6661318c7c1f26e2c9fad	453669e87937cc1d5b03db81c4ccd0ff13ab020d96695bbabac2e7c4e55db7d0	18161
legacy/root_oneoffs_2026-07-01/sf_scan_probe2.py	7e1be073fe0daed4b798e79e851f60ace6e93855	5a3fe6b138aa62d0418a9fa75cf1bc8f6d367184840152c59af4b6fba5eceeec	9090
legacy/root_oneoffs_2026-07-01/sweep_branch_map.py	b407ddf1b7524d8c5ce39c83a8eb98f7490a1899	6f0537cac81f0c0bd966b3d8060bccfce348bbc96d7f02c08f3b9e4c32f8b43c	7940
legacy/root_oneoffs_2026-07-01/sweep_whole_metric.py	c1731836608050435bee6b17fb1ef9ec3204ebb2	d87baa667c7eec655a034ebf55e6d940cf0e8d112a63023e2e63f7d40d1ff154	23238
legacy/root_oneoffs_2026-07-01/w_whole_gm_derive.py	2d8bb966c72aa1a3cc191081379d22c0dff1830e	c74f3abdce82b3c07a6297c940e2cce597332dba04d90151af58e4f0b2376670	7617
legacy/root_oneoffs_2026-07-01/w_whole_gm_hostile.py	a67411ba8c7e9ac90b74835ecdbf46b42b426924	8e8e2838204722dc4becc834f3c5435407a32100830c5035498e3e9f65c7d9e8	14273
legacy/root_oneoffs_2026-07-01/w_whole_gm_scan.py	70bf2609adffa5689b3708d47bbb64985eb5b374	98956fb38ebf02e0af2500335efe15ddbcbbca08ec695ca698b115287f80304f	20145
legacy/root_oneoffs_2026-07-01/wint_cell2d.py	ae9abdfb65a36dbea440462f482905bef9eb09a9	1b86b65581edd6661ade988a1aa34d8fc544d071241cebf73b51dbd6365833ae	19996
legacy/root_oneoffs_2026-07-01/wint_solve2d.py	97d9dfa504fe6883b1990da76b31c7c1ca9a2ca7	6f284bbf1b31f3af45c8eff51388d83e0d728127417ade8ba089177d446cab86	19898
macro_clean_core_first_observe_CONTRACT.md	c1ad7c293841de8c4d08c4b4c9ef5beeac7b8fc0	873399e7da9652a6f701eb714f7aea7a03c4f174a8e31d4abe13c22c655e3cb0	4574
macro_edge_phi_inf_results.md	8acc0de1825b48ef04f29bdadbc8dbad5145f9db	4475874f86395a8da849c736d90278e101369d7ab8c1bf2513a036818a9998de	5886
macro_pathB_vacuum_characterize_results.md	3a2cf37f0e63843106f7c64d12011a3d0fcce549	712c35155d1bcd42111840d03dc774b806fc0a614f106985856e503fff05d19b	5459
matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	1f163e0aec673625400b7be963536aa23b651f84	521f6b1e80ea7d7cd1a3993fe4873f4b8dc5e4eee7f586924a5813bad78ac966	6791
matter_bootstrap_dimensional_inventory_2026-07-20/DERIVATION_RESULT.json	8beeb0d64a51ce5e396cc6c2ccbb7305bcd62dd6	79e8e2d2545aa2c69e45775361d1ea8f299948ba8ccdc6d5b5a4cfbab8abe433	3757
matter_bootstrap_dimensional_inventory_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	729523df7f5448b5fa56159ab9e398a437b86f81	e093fe4ec65d48fb6e57df703983ecb9d5067d7a907d6ef225ce4e3c7d958170	1260
matter_bootstrap_dimensional_inventory_2026-07-20/PREREGISTRATION.md	55ef26c5e4ebe89e66cea3e3847065dc754e54bc	b7f2094f4f72645046667520b87258843641df19c16aa492d3e4e6459b5863ed	8354
matter_bootstrap_dimensional_inventory_2026-07-20/SOURCE_CENSUS.tsv	c5e6604ba2f98be6f0fde72366d81d464afc8613	85a67a19f41232a2ed9e751023e9334be3e6cfb03d0d55d430747ac2f280f8f1	964153
matter_bootstrap_dimensional_inventory_2026-07-20/STATUS_LEDGER.tsv	d79eb0c15f9356a3e24d53f03f5e0dd105faa3a2	062715f9229b5213e9b8924d08f35504a766008e9f6c3be923ef869142f0e0fe	2417
matter_bootstrap_dimensional_inventory_2026-07-20/build_source_census.py	9d51df8df0265e45f7b89899a70f658c93f0263e	c73f5776d8dd786ec21975b245c1fe27435590a0f7555d6bd1972fd95323c728	6458
matter_bootstrap_dimensional_inventory_2026-07-20/derive_matter_dimensional_inventory.py	4e0c8b43d5810842478b3d8678fe8addcfa1372a	b98b9c7e2d7420be925e05db5334c9ac7d152deb0fcef6019860de9f26fd628b	8969
matter_filled_background_closure_DESIGN.md	9cf8a0b4d16b35d3464f7056c49ffba4c5184657	279ca513e04e40b58eab0054a0c5e9c1dc14c5747db0bc93f503e205a561b51f	14296
matter_regrade_derived_operator_results.md	41d041f7e9f1b524d52d4572656f89d026a5e5f3	3036d3950cafabd07fdcbe9cc4edff877c89e743fae5b398728bb780ac79f058	23810
metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	a290f59860a4be0d2e14a7148aa61cc8bc407380	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	12057
metric_cartan_holonomy_audit_2026-07-19/CARTAN_SECTOR_LEDGER.tsv	c6cd8e7060209846bfb4ff7f594cd123ff2f2657	a958964c627f7eb488fb71550b97ac4f351c0dcc75516d7b0c1bb8ec5615cde5	2485
metric_cartan_holonomy_audit_2026-07-19/PREREGISTRATION.md	7ce774c7d175ff90027e9a37854743827aa4b341	f613004fbc8b08b8010959077301c4258554ed1d7e734da5198e4517eaaceb50	13656
metric_cartan_holonomy_audit_2026-07-19/SOURCE_INVENTORY.tsv	77c8084cdc13a6008feb6b9be34fd22414bd710b	332befac90a3f1b18733090ae2435cba472c352d452e71b5aadd763c66be0c80	7868
metric_cartan_holonomy_audit_2026-07-19/STATUS_LEDGER.tsv	e12beb50e0384a3fcfd8236b368efa4ea0501a95	973595bb038b568425f04fa15806bb712816e82842f6de3647f049e99dd1363e	3237
metric_cartan_holonomy_audit_2026-07-19/build_source_inventory.py	34f1b31064f130f25e19663f04357658e38d3d42	aecc0ec73525dd922e518a198284e7d3a863b41d4b0bfc24b5a030d34401b98a	4694
microphysics_D2_two_regime_MAP.md	ed927e14f7e08fb22657901e47f677be5f5bb4eb	7ed703bbc0a937a159f842ad9eda9a8e05a03009caebe5e981cd9347465f4cc0	6799
microphysics_reentry_omega_reframe_MAP.md	562fdcc4ff371b6419585a676ffaee75fa578cc7	f5c443e9ed22c1101621f1f9d7eb184edf0378788f771fef2480dd988069af85	30509
n5d_stage2_Lselection_audit_results.md	5b124da05215190320e15570cf31fe6bb8f627e4	08b61b78a37825698e7d8d5ebc6ce67bfc981d3bdc34ebe739b550068e04e4d6	10745
n5d_stage2_MS_boundary_selector_audit_results.md	1c2747f2d110bfd6c08b1861a81a2e6dd09f3ec1	13f5e24c1aa7b1fccd129b2ed54afec06154087f508f9da8d2d6e4a7654b14c4	10036
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_CLAIM_MATRIX.tsv	1c534bb08b93b590023b2f822875cdab19568fcf	2ceb3aa4bae229c6fcbe83bc6b956daee1bc8eed458b3b0f15e85e17c1a6a752	24718
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_COUNTERMODEL_MATRIX.tsv	320e402f5b7cb03138f1e32d2713eeeff24a6761	90edfe3248f8f0f11534efe01c39b5b3bfa8efc78f128834885b7c54e607dc8d	11797
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_REPORT.md	0cfbda1e6ec8ebbb928c3c974a919a3f5c4d8712	de865916f880284ee25467346d839d94215cbc0bfb2992814d200cbeec806b0a	29834
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_SMUGGLE_LIST.tsv	e49cf9c5ba52cd4cf87198b580be0c1b86af071f	074b59aa4f1b452858112db3abcbbedddca0f7b9633691fa7a5cf3f76d3805fe	9114
native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt	0d2364852e141fe1704d8e2d7c8e1790975dffae	010e7922423ab724467d94f6408425905fb872c5ccaebc5fa5941fc66080f2dc	30050
native_action_arm_c_2026-07-18/ARM_C_RETURN/cas_armc_carrier_covariance.py	cbc7817dca4313e0b3e7759638d41c913dfc6fcb	7ad9815998b84db418b86031e9688c8dcc783dcf5d85c419fc9c20e7d0e0bd85	3269
native_action_arm_c_2026-07-18/ARM_C_RETURN/cas_armc_carrier_covariance_out.txt	eac4d13462cf0372b49dfbeeb8b1e23f21481ddd	663667293f2ecc5ceeb30c579050e79a491c204705cb525d49161a5d1163912e	735
native_action_arm_c_2026-07-18/ARM_C_RETURN/cas_armc_unique_action_weights.py	22423096e149a9ae1bb92cc916691c057ac40200	33e804e990fad69e49b3471adc8443f8037e7d4b5f617999dd1579286c3e430c	2916
native_action_arm_c_2026-07-18/ARM_C_RETURN/cas_armc_unique_action_weights_out.txt	9dc4c04e6a1db7b803d107e2c975c27e259e512e	f0310cfb685522f92f680bf6966846faf4ccec43b14124d784e9fc14439bf028	832
native_action_final_adjudication_2026-07-18/ALGEBRA_RERUN_OUTPUTS/21_arm_C_cas_armc_carrier_covariance_out.txt	eac4d13462cf0372b49dfbeeb8b1e23f21481ddd	663667293f2ecc5ceeb30c579050e79a491c204705cb525d49161a5d1163912e	735
native_action_final_adjudication_2026-07-18/ALGEBRA_RERUN_OUTPUTS/23_arm_C_cas_armc_unique_action_weights_out.txt	9dc4c04e6a1db7b803d107e2c975c27e259e512e	f0310cfb685522f92f680bf6966846faf4ccec43b14124d784e9fc14439bf028	832
native_action_final_adjudication_2026-07-18/COUNTERMODEL_COMPLETENESS_FINAL.tsv	27e96758e1e71e74cb33195881001451c067ff06	51faa6e068605fe2b0f19e7b2a316b59b4d1c6d2292d56726a90023bdaeadc11	4550
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	3751d7098b31bd10cfbd6539aa5a57754e4b43b1	71ed06c21c3ef683d0579f2a883584b4f612de4f1b09e16300702b204d437eda	11945
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	bc30820893a31b1458a1e086eabfef7dd3ed7959	70cab9d5e10b03e0e3418129b67155e01d9f805c4397c69ef8795c4d2aaa5dfd	8676
native_action_final_adjudication_2026-07-18/LAY_DECISION_TREE.md	63fe078f2362011cdf1281c3d99444ba0ecc16dc	cac9da7f47d529eccb06615a25e5158a14a8ffa6b33739fb5b21152758da961a	4339
native_action_final_adjudication_2026-07-18/MECHANICAL_AGREEMENT_DISAGREEMENT.tsv	47989fe064da5a7cef4538bb6e0152650504796e	91fe710ee98774c334317205fc2452c6e4129664a1bc9fcf36fb058ef14c719b	9486
native_action_stage1_2026-07-18/arm_A/cold_output/D0_D5.md	6bf2fb053bc46f2606b7c6eb6e67a334458429bc	22804ff3c744b8857481908cd4cb7bc8775c67a158de58cf570c0fea924e4ddb	45231
native_action_stage1_2026-07-18/arm_A/cold_output/UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	8394
native_action_stage1_2026-07-18/arm_A/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221
native_action_stage1_2026-07-18/arm_B/cold_output/D0_D5.md	0365540b9bd2e9a4a86f5eb6f87105258e413e2d	07f9519049d0993d35dbbc68f86ffe1f7da1339e1eb888dbdfe90a75ac34ba68	29406
native_action_stage1_2026-07-18/arm_B/cold_output/UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	8394
native_action_stage1_2026-07-18/arm_B/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221
native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6.md	8f4ad822545f34970d2519a42791c29ba181eccf	3380ace0a38f46eaff2401213cab12aa13750be1df38f61211435caf73d6bd93	27540
native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv	d2896c55cd18697fbae15baff82ce36bceff91ac	39a20fe10d4d87b426e6dbe85a3086237664ae97eb9f50fc57161314e650b227	51779
native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt	53786e0a4f20907953613c71f36164c08146c27b	85776969410e6dc8bee6b1aa901331dcc139e718dbdfd28c593df3f2054408b7	20264
native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6.md	5c53fb133a72c7a083405ef84349e9b19bf169fa	8675e851e9f39f9a60130fbffc9522a1ce01a3728db8a29a54095bdef7bd9d2a	15434
native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv	a0bba4922ffaf65f1065ccf572e03945d35fce56	a7ac3adecf2200e058b3f960d7f76c5d53e70e3d5c89004a0c4cce40d75a5a7f	49182
native_action_stage2_2026-07-18/arm_B/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt	53786e0a4f20907953613c71f36164c08146c27b	85776969410e6dc8bee6b1aa901331dcc139e718dbdfd28c593df3f2054408b7	20264
native_action_sync_audit_2026-07-17/round1_final.md	deeaac599fd93ac58867d891ee234f86536ea81d	915996b295a818af7c801e840ecc1fcf9611c466bb62ade2562ec2416236ce3d	8471
native_action_sync_audit_2026-07-17/round1_transcript.txt	5667970e804e8be2abd9e76a207c838529c04b7b	bc2c1ab6f9963c15d5e083b225d3a0d880dfff402ea2f35bb32dcc4fc804176f	205720
native_action_sync_audit_2026-07-17/round2_transcript.txt	a0a4b20da69121ad5dc5f441df117122eab7750d	97bf7e29ac97f3cb034d02078dd9463d36d26f82cc768139a66f22e72a3498ee	212580
native_action_sync_audit_2026-07-17/round3_final.md	9568f1e2b7b738d5e37078028896a8f3848686ae	1a999a0405098f7adbbab2b211f52e0de3d67808b089e2cd6133825da49e7b7e	6319
native_action_sync_audit_2026-07-17/round3_transcript.txt	1126483d319afe9b72ad6084217e9823c9961d45	91e52fe95bd005d844171f63ed61affa5583f8b36bfa4e8858aa731cd367f2f3	146146
native_action_sync_audit_2026-07-17/round4_final.md	2dfc4876689fbb8fec1b20627a6c8058ba297b5c	32bb3fc0557b3958cec85d3a2a956fd286e22cd89666362964a37cb1dad93121	7445
native_action_sync_audit_2026-07-17/round4_transcript.txt	b29c300f7673b521cba6addd98c4f96f2e873db9	ac3cc3c559aa3c9172b37f7ca4b71fcd8e9d9e7f3de36e1f7eb85fe7a2945d3d	144451
native_action_sync_audit_2026-07-17/round5_final.md	ab1890e0ba13cbcae20a0111c044f475e5d01b2e	65d0465c77e987f54aa624f218f01fd8293c7c3de20085c2e527f20d3ef81699	7847
native_action_sync_audit_2026-07-17/round5_transcript.txt	36e8a1c8aee66aba21f6eb88cee8e25dc261cbad	7ceadb615144326fbcab6afe485e64f507c8b181a5ce10537d7be2821b736833	187461
native_action_sync_audit_2026-07-17/round6_transcript.txt	d6066e8a2214f47b7b634f1d9610b89c31d1edfd	3d45cda6de94832e597d96337170e79f65dd87fb1b7b3328868c36c21291b86d	145181
