path	blob	sha256	size_bytes	first_commit_date	discovery_reason	adjudication
UDT_DOTTED_LINE.md	7b44bbec1abce85cac17ac560dfd4009021acc4c	1821fa253a5f7596d7bdce14dca8e4296c8f4eb27d8cc26852478217df748cc8	7293	2026-07-09	TRANSITIVE_FROM:LIVE.md;TRANSITIVE_FROM:UDT_ELEGANCE_UNCOVER.md;TRANSITIVE_FROM:UDT_METHOD_MUSIC.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/macro/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:simple_metric_GR_mine_embedding_fork_results.md;TRANSITIVE_FROM:simple_metric_angular_on_solution_space_MAP.md	UNADJUDICATED
UDT_ELEGANCE_UNCOVER.md	40c0d291d8cae74ee1988854208cbee53b6870d3	94c8981a168db06ce4ad05ea9ee03b99ebf941e31e71c97e8db5648ba5015896	6630	2026-07-09	TRANSITIVE_FROM:LIVE.md;TRANSITIVE_FROM:UDT_METHOD_MUSIC.md;TRANSITIVE_FROM:UDT_NATURE_LEAN_FRAME.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:research/macro/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:simple_metric_promising_candidates_ZOOM.md	UNADJUDICATED
UDT_ELEGANT_FRAME.md	68af4e4954563faee3679e12b3480675da5efd99	4ce2f13400c0bc4e82ae3fcbc256f9c3addba259cdb79ba1892f1bc801b33f6a	4056	2026-07-09	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:HANDOFF.md;TRANSITIVE_FROM:LIVE.md;TRANSITIVE_FROM:UDT_NATURE_LEAN_FRAME.md;TRANSITIVE_FROM:archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md;TRANSITIVE_FROM:grok/README.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/macro/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:simple_metric_GR_corpus_mine_MAP.md;TRANSITIVE_FROM:udt_xmax_observer_separation_audit_2026-07-24/derive_relational_xmax.py	UNADJUDICATED
UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	2aefcf5b07fd8457847ee24089153a3e3924f9ea	eda3f3c2b0e03a37a58ffd0ba74b08384a986db3d041d25c03d6c685e7b8ede7	10256	2026-07-17	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	2026-07-17	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:angular_derivative_weight_selector_2026-07-20/verify_angular_weight_selector.py;TRANSITIVE_FROM:angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py;TRANSITIVE_FROM:bootstrap_csn_phi_angular_selector_2026-07-19/verify_bootstrap_csn_phi_angular.py;TRANSITIVE_FROM:native_boundary_generator_scale_audit_2026-07-19/build_source_adjudication.py;TRANSITIVE_FROM:native_boundary_generator_scale_audit_2026-07-19/verify_boundary_generator.py;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:transverse_reciprocal_realization_selector_2026-07-19/verify_transverse_reciprocal_selector.py;TRANSITIVE_FROM:udt_bootstrap_substrate_micro_closure_audit_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_complete_metric_solution_space_map_2026-07-21/PREMISE_AND_REDUCTION_LEDGER.tsv;TRANSITIVE_FROM:udt_founded_constraint_atlas_p03_2026-07-21/FOUNDATION_INPUT_REGISTRY.tsv;TRANSITIVE_FROM:udt_global_reciprocal_persistence_selector_audit_2026-07-23/FRESH_ADVERSARIAL_REVIEW.md;TRANSITIVE_FROM:xmax_accelerating_finite_cell_cartan_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:xmax_accelerating_finite_cell_cartan_2026-07-19/build_source_inventory.py	UNADJUDICATED
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	2026-07-18	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_angular_reduction_selector_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_angular_reduction_selector_2026-07-20/build_source_adjudication.py;TRANSITIVE_FROM:c2_failed_basin_homotopy_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_finite_cell_boundary_variation_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_nonlinear_stationary_solution_space_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_rigidity_three_route_zoomout_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_time_fiber_shift_jacobi_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_variable_lapse_selector_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_variable_lapse_selector_2026-07-20/build_source_adjudication.py;TRANSITIVE_FROM:complete_coframe_seal_involution_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:copresence_gr_constraint_regrade_2026-07-19/RECLASSIFICATION_TABLE.tsv;TRANSITIVE_FROM:finite_cell_seal_boundary_phase_join_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:native_boundary_generator_scale_audit_2026-07-19/build_source_adjudication.py;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/ACTIVE_RESULT_IMPACT_LEDGER.tsv;TRANSITIVE_FROM:udt_global_reciprocal_closure_audit_2026-07-20/CLAUSE_LEDGER.tsv;TRANSITIVE_FROM:udt_metric_to_frontier_reference_2026-07-22/CLAIM_DEPENDENCY_LEDGER.tsv;TRANSITIVE_FROM:udt_phi_metric_ontology_audit_2026-07-22/LOAD_BEARING_SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_phi_metric_ontology_audit_2026-07-22/build_source_census.py;TRANSITIVE_FROM:udt_scientific_consolidation_checkpoint_2026-07-23/METRIC_TO_FRONTIER_MAP.tsv	UNADJUDICATED
UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	a7b93765e970a3390f749e6fbbeffa45607b8dbb	6a835388e8f7a82a4bb4b9496f99c4a5e4181f5e5ccb2637641a1b4346922cc6	6466	2026-07-18	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	793ba7e083d2a343bcc6730ab16df46ce0fe2817	1108767722d32250bbb46396dd54c9c915b591cbd07b2d3e0b95db24737d3f5c	18588	2026-07-16	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	3236b926b6d2aa344e3ba306093d708bfdde981c	ab974da9b841eae9b9c7d2c2684765820afedddb095d320ff696961c7f70526e	12006	2026-07-16	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv	UNADJUDICATED
UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	c8d6d4a06fb47ed667a9c9a9c201cbdf78b13a29	c0882cc4a2233b6278bb1e573f30ac43e67141301c4a3933ba6722652a038d9f	12946	2026-07-16	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:noNull_phaseG_mass_results.md;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv	UNADJUDICATED
UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	2714438f0f96d4e94a1badc3d68e9a41d0670222	546e91e5d09b4131ddbcba608a2583e952cdcb99237353b33e47b50fd2c4b5f4	15963	2026-07-11	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:archive/LIVE_h3_stability_layers_2026-07-11_12.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_METHOD_MUSIC.md	2d7688b24a88e4bde21c2729683fbb6ebb5475d5	7859ad264644e874b4221743a1a235eb5530ec3417961e3b4739f157f8cb12d6	7482	2026-07-09	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:LIVE.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/macro/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:simple_metric_angular_on_solution_space_MAP.md	UNADJUDICATED
UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt	0d2364852e141fe1704d8e2d7c8e1790975dffae	010e7922423ab724467d94f6408425905fb872c5ccaebc5fa5941fc66080f2dc	30050	2026-07-18	TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md	49204d407815016567354d40136b68164cbf0390	34aa15eef432be448bd261d2cc9c8c1e697c948851649e584a1b09330b1e5ca6	6426	2026-07-18	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_ARM_C_RETURN_2026-07-18.md	0c693377bc8debb4b2417b5434c25ae8bd260360	66165473d65498e98c02896b4793ae24d137b6863199640fb07e3e11e8577f53	4952	2026-07-18	TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	8394	2026-07-17	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:native_action_sync_audit_2026-07-17/round3_final.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:udt_dual_systole_wall_crossing_selector_audit_2026-07-24/SOURCE_ADJUDICATION.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	2026-07-17	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py;TRANSITIVE_FROM:angular_toric_closure_selector_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:angular_toric_closure_selector_2026-07-19/build_source_inventory.py;TRANSITIVE_FROM:angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:c2_angular_reduction_selector_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_angular_reduction_selector_2026-07-20/build_source_adjudication.py;TRANSITIVE_FROM:c2_failed_basin_homotopy_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_finite_cell_boundary_variation_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_nonlinear_stationary_solution_space_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_rigidity_three_route_zoomout_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_time_fiber_shift_jacobi_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_variable_lapse_selector_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:c2_variable_lapse_selector_2026-07-20/build_source_adjudication.py;TRANSITIVE_FROM:complete_coframe_seal_involution_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:complete_coframe_seal_involution_2026-07-20/verify_complete_coframe_involution.py;TRANSITIVE_FROM:finite_cell_seal_boundary_phase_join_2026-07-20/CLAUSE_TO_BOUNDARY_SLOT.tsv;TRANSITIVE_FROM:finite_cell_seal_boundary_phase_join_2026-07-20/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:native_action_sync_audit_2026-07-17/round3_final.md;TRANSITIVE_FROM:native_action_sync_audit_2026-07-17/round6_final.md;TRANSITIVE_FROM:null_section_hopfion_metric_audit_2026-07-19/verify_null_section_hopfion.py;TRANSITIVE_FROM:projective_position_join_audit_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:projective_position_join_audit_2026-07-19/build_source_inventory.py;TRANSITIVE_FROM:projective_transport_section_selector_2026-07-19/PREREGISTRATION.md;TRANSITIVE_FROM:reciprocal_c_clock_channel_correction_2026-07-19/CORRECTION_OVERLAY.tsv;TRANSITIVE_FROM:reciprocal_metric_null_line_selector_2026-07-19/PREREGISTRATION.md;TRANSITIVE_FROM:reciprocal_metric_null_line_selector_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:reciprocal_metric_null_line_selector_2026-07-19/build_source_inventory.py;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv;TRANSITIVE_FROM:transverse_reciprocal_realization_selector_2026-07-19/PREREGISTRATION.md;TRANSITIVE_FROM:transverse_reciprocal_realization_selector_2026-07-19/verify_transverse_reciprocal_selector.py;TRANSITIVE_FROM:udt_bootstrap_to_local_response_map_audit_2026-07-25/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_bootstrap_to_local_response_map_audit_2026-07-25/SOURCE_SCOPE.tsv;TRANSITIVE_FROM:udt_center_free_observer_optical_correspondence_audit_2026-07-24/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_complete_metric_solution_space_map_2026-07-21/PREMISE_AND_REDUCTION_LEDGER.tsv;TRANSITIVE_FROM:udt_dual_systole_wall_crossing_selector_audit_2026-07-24/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_finite_cell_completion_atlas_2026-07-21/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_finite_cell_completion_atlas_2026-07-21/build_completion_atlas.py;TRANSITIVE_FROM:udt_founded_constraint_atlas_p03_2026-07-21/FOUNDATION_INPUT_REGISTRY.tsv;TRANSITIVE_FROM:udt_founded_constraint_atlas_p03_2026-07-21/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_free_global_seal_transversality_audit_2026-07-21/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_global_coframe_cocycle_audit_2026-07-20/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_global_reciprocal_closure_audit_2026-07-20/CLAUSE_LEDGER.tsv;TRANSITIVE_FROM:udt_global_reciprocal_closure_audit_2026-07-20/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_global_reciprocal_persistence_selector_audit_2026-07-23/FRESH_ADVERSARIAL_REVIEW.md;TRANSITIVE_FROM:udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/PREMISE_LEDGER.tsv;TRANSITIVE_FROM:udt_metric_to_frontier_reference_2026-07-22/CLAIM_DEPENDENCY_LEDGER.tsv;TRANSITIVE_FROM:udt_metric_to_frontier_reference_2026-07-22/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_phi_metric_ontology_audit_2026-07-22/LOAD_BEARING_SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_phi_metric_ontology_audit_2026-07-22/build_source_census.py;TRANSITIVE_FROM:udt_premise_reset_audit_2026-07-19/SEMANTIC_CONFLICT_LEDGER.tsv;TRANSITIVE_FROM:udt_reciprocal_transport_naturality_selector_audit_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_time_live_characteristic_flux_audit_2026-07-21/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:xmax_accelerating_finite_cell_cartan_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:xmax_accelerating_finite_cell_cartan_2026-07-19/build_source_inventory.py;TRANSITIVE_FROM:xmax_dynamic_observer_frame_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:xmax_dynamic_observer_frame_2026-07-19/build_source_inventory.py;TRANSITIVE_FROM:xmax_full_frame_realization_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:xmax_full_frame_realization_2026-07-19/build_source_inventory.py;TRANSITIVE_FROM:xmax_reciprocity_audit_2026-07-19/SOURCE_INVENTORY.tsv;TRANSITIVE_FROM:xmax_reciprocity_audit_2026-07-19/build_source_inventory.py	UNADJUDICATED
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	beaf9c20e607b9160ee466a31c43a329a2b13db5	9b7c172a395084bf9a7fede33a261de7a61ca7704c3650e9b7828f9ec814b668	20339	2026-07-14	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:native_action_sync_audit_2026-07-17/round1_final.md;TRANSITIVE_FROM:native_action_sync_audit_2026-07-17/round3_final.md;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_PREREG_2026-07-18.md	a2c155ce63a9f8b572987269c046cebf6e4cd1ce	b8d4bd4bb48cfcfb51bc85fb82d6fdd816b6e6585dd1600fdea3093e39dba457	5913	2026-07-18	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_RETURN_2026-07-18.md	a2b8475c90dd72b35e7c298eddbcb4db6d6ab685	71909c0d8591aea14836685c9f7dcbd9b5b9b4c5bb27878c30829dffcef13c4d	3837	2026-07-18	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_STAGE1_LAUNCH_RECORD_2026-07-17.md	6da2969b429f265b371a0ed15e3912f090d57d21	825959587e02b877c9a0aacb6f9e45d57b86b9aad8504e3a766006df52917897	4531	2026-07-17	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_STAGE1_RETURN_2026-07-18.md	81570de2b1a0f8e51d8b0244970824031e2bc2b3	be351d6f44229b7cc3e166dcb230f2b985d2a8a6b062c59c987c154d72c2bd76	3874	2026-07-17	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt	53786e0a4f20907953613c71f36164c08146c27b	85776969410e6dc8bee6b1aa901331dcc139e718dbdfd28c593df3f2054408b7	20264	2026-07-18	TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md	8d763cdafba64d16ea254ea88fa783e5b2eb2d11	3f1102e48c399f74858f717dc5da75b4be0ec7208b437833406466106dd54681	6569	2026-07-18	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md	68e37d19b5524e30f9c2c7b756cd36c72035d6ed	6bed5c57649d9a38f0f3644b9e44de966b0a08be21aab33df4b26386dd42a32d	5506	2026-07-18	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	69d7febeaf61e6a64c0fa350f361543f347efffd	f1b6b03c1d3aeed59e3476d0c50e61d884408ca435af97d191ac12c1f088fb87	9694	2026-07-17	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md	33b54d3472f6759523a237a7e18258069fcfa36c	53859e31068721a27098bea865bc8b29a86ac7686e14d8ee1f0dfb4571b84056	6071	2026-07-17	TRANSITIVE_FROM:research/_registry/CURRENT_CLASSIFICATION.tsv;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/native_action/ROOT_INVENTORY.tsv	UNADJUDICATED
UDT_NATIVE_HOPFION_STARTUP_INTEGRATION_PREREG_2026-07-19.md	45aba454cdc133382d3c94936c8c90f7f6aec398	4a9263de87ca3fb8f5a4f8032834ca1a475f10584dbd1d70f3f4fdc554111551	3409	2026-07-19	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:boundary_bootstrap_representative_selector_audit_2026-07-19/SOURCE_CENSUS.tsv	UNADJUDICATED
UDT_NATURE_LEAN_FRAME.md	caaad5f1c276b09677a8b6f0a578a9a62deab73c	b0d3eae792bd7072a5d13efbf45fa87efb141caed719dbf935c6583d3a9aae4f	7852	2026-07-09	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:research/_registry/MIGRATION_READINESS.tsv;TRANSITIVE_FROM:research/_registry/ROOT_OWNERSHIP.tsv;TRANSITIVE_FROM:research/macro/ROOT_INVENTORY.tsv	UNADJUDICATED
