path	blob	sha256	size_bytes	matched_tokens	source_class	initial_disposition
bootstrap_csn_phi_angular_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	24d280132527f227ee3151d7ee168c82d61f29e2	60a9be1b7b0f445dd1f963c3852fbf1aa70e6797309782dbb1f4d04396849be6	3290	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/LAY_DECISION_TREE.md	affc78dc95126aec64847dc5fc009d008f2aa620	aad50d3670634906949257c42f9b66dd129278ad326e10eccc9988c6c07f873b	3125	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/POST_PREREG_SCOPE_CORRECTION.md	85836fb1fe4686eebf19c46da13e74de6fdad650	4855c283336af16b6de518c47e6fb9a9138d63ed2e7a8576d7b9ea4271116f80	1761	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/PREREGISTRATION.md	0798509d2eb5b224f81eaa6eeb8c6b73028b8808	94abca1e6ee3c553d5f4e79f0a8c277b2de367a22ccf82301683a6e76833c35c	12491	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;ANGULAR;SCALE	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/REPOSITORY_GATES.json	da976634c3f07e4c5bd15303db9a6e5fb9db01de	a4462d1e10a10d2c13d3f3b627e0843022732a5973cb8045615b883d568da698	6300	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	EXCLUDED_DUPLICATE_RAW_RECORD
bootstrap_csn_phi_angular_selector_2026-07-19/SHA256SUMS.txt	d2c0cc968ed8b059108f610bbbeeaa6183750f59	1a48e574835ee3838514294a7badd2415a74cdb0d10cf0545c30d3698ab022d2	1810	BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/SOURCE_INVENTORY.tsv	b2c7e8232d483311988712253d4b02605769c006	3b73d675909bf801a522ce9990b504bbd1bcdee404c6db6330f0755e91662b75	5462	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/STATUS_LEDGER.tsv	d169c0ab5ed6d85d0e1bf7732dd2f11d6e65dbef	487fc2b4fed1e47b11fbe1c61325787a8bdb743227a8133f06dadfb66fc0c2ee	7141	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;ANGULAR	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/VERIFICATION_RESULT.json	cce258d7712fa7a869bf73119bc94dbe641279f4	4bb0d037295119d84949f4b9c97598781c4b9e485f8a4f2d21974d2142b88eaa	3153	BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/VERIFICATION_TRANSCRIPT.txt	efffb1cab9cf0888d26f6ca1fda4d08290edbf43	a728e7cb7a76569d2f0923281134d61baee140563cafb04a75140bfc88360205	786	BOOTSTRAP;CLOCK	CURRENT_JULY19_EVIDENCE	EXCLUDED_DUPLICATE_RAW_RECORD
bootstrap_csn_phi_angular_selector_2026-07-19/build_source_inventory.py	15d2c157f167b30f59771d0d90075b340af7d5ad	9112dc9b861c23b9ef16428f7a5b19c82eee44130b5e7f2ea52d195483ad47b6	4272	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/derive_bootstrap_csn_phi_angular.py	cf1936e0b0f33aa89e4243eeff5683beb3cf46de	f46b68cf4d51587cc8e5a8da448e894e03843451b7abd0558bad78f55a28ac26	16339	CSN;BOOTSTRAP;FINITE_CELL	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/verify_bootstrap_csn_phi_angular.py	7a141b84189092cf061665a45f0a87a2db152643	2e0c881e663b01930909682eb2246c718880a554eb82f3d0963dce0aa37f0e5d	22935	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_csn_phi_angular_selector_2026-07-19/verify_repository_gates.py	d90c0eb00083fd06871d306cfb6d59fe4e7ee1ea	2297adacfb46cf58f2f655cda166dc545fd9846ee39bea917a64f20546c95264	14809	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/ADVERSARIAL_AUDIT.md	024d16feb3c6269007db506e89610bbe9388c81d	08147d3146aa1cf077701348d355d1cac9077a5e5b12df1b9a1183ea7da14589	2449	CSN;REPRESENTATIVE;BOOTSTRAP	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/DERIVATION_REPORT.md	78ce9bc47375e0923d87a0e28a9456d3e8ed65ab	05a84a7bfeca3d78c628a3a6a343463db11497d66c5889ac0590655728d056f9	11789	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	LOAD_BEARING_CANDIDATE
bootstrap_variation_selector_2026-07-18/DERIVATION_RESULT.json	b7f7e7ca9bd7e238e00ff15295c05aa924e409a3	04f6999a2fdcabb043f8f63c19cf45f85a661301c1649aff8e76718114d14336	3080	REPRESENTATIVE;BOOTSTRAP	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/LAY_DECISION_TREE.md	7d41e53401cdf7dc299d14cd4aff31198a63d05f	8125b2a0fc5fd72b9bd45900b0edf539d3b2e47113432df2676d37774667c089	2173	REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/PREMISE_LEDGER.tsv	9fec25ffc51380c4c27d1c234c512b7fa6a66b5e	8195f7537055e81a889eca60e4c1e6a23925c199678f22beda7f8eb86d0f30d1	2287	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/PREREGISTRATION.md	468cea13c0e3dbdd2f2ff242281a341449a5c74d	2c0b99e65b6e7ce8cf088f398806d9e75a9ecf9771448700faf81af2a2ccab1d	6890	CSN;REPRESENTATIVE;BOOTSTRAP;BOUNDARY_ACTION	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/SHA256SUMS.txt	176dfe6cacd0481d4e02d478effc5978f831620b	cad3c4f0dccc1599c5b4ff48c6adafa32fb64b590e4ef4f0f6e20e5e96de9bed	881	BOOTSTRAP	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/STATUS_LEDGER.tsv	113f2c64e598e97ded7c465f8f7dfa705bbb6005	d271b483a02e0732bbab7f597b59827810586894ea29a8717f3cfff3c87949e6	3832	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;SCALE	POST_FIREWALL_EVIDENCE	LOAD_BEARING_CANDIDATE
bootstrap_variation_selector_2026-07-18/VERIFICATION_RESULT.json	1e25ffbb7045c19064ae3fca1d33af2c21eef4d4	22882e3cc8fc53b8f4c7e96f74e5ff5dcec8d49cd2c2ff3c6969656b92f59e03	5248	BOOTSTRAP	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/derive_bootstrap_selector.py	c0bb75c71a4d06fee4c78ca1111eb23143d5c03e	a5e6b5256985f5fd645be7f12425aa558efe143ceb8c1429039e792d08d6735d	9276	REPRESENTATIVE;BOOTSTRAP;SCALE	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
bootstrap_variation_selector_2026-07-18/verify_bootstrap_selector.py	5589a42ba0c7fda42c5c4f4b9b29b55c3f254a01	6e1cf6227ff82932fa620b8c58db699363684f13a78129a9af9d121c7b43a173	23041	BOOTSTRAP	POST_FIREWALL_EVIDENCE	CONTEXT_CANDIDATE
branchP_solver_floor_xcontinuation_results.md	3ac6b3724cbaa83c8d85fd2ca4601c7baf62d57c	a4149d38764478eec07be0f5922c53f09f8405779a560b8a43e4e754bcdf0d30	14229	BOUNDARY_ACTION	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv10_assembly.py	c076136c084569577c7829ebeca8a6e240059c0d	34d5d86176bd2f8f0fed2a048a8d6259cf0ffec576e0c07444a8ddf708a970ec	6116	BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv10_cas.py	ceb68bad8537c1a0f9e832004fc6c2f392489dea	faa2c28e66e74cb0ab24933c2ace41c3237054147641c4deeefaa89ef36cee01	5378	BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv11_lib.py	9907b6aac706f61ffdaa322fee799f80e54e97db	14262525248ca85576165367ed47368d178a3c3c35a91166876ad87513ccd739	5649	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv13_w1_classes.py	7cda722ad5042857db379a5166c1362de77bc538	d8921243fddf979d906fd3f68cb7cdf2a40cab26bed5612f0a8aa2dd8a9cebbf	6275	FINITE_CELL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv13_w5_homothety.py	6ffafd44adc0ce37160e87d623006484af9dc586	4ba6b3678f5e2f3e2cf7ebab2de9ca35e2a818a9b9cdc47ed3eae6584e6cf62f	2623	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv14_shoot.py	7c0e0cbb961b502f8fc72efd0e79d3173369f916	2d95c575fb28fad9e6eb8967d8cf363a38b5258de4c008944730fd15ff58ec0f	4898	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv15_bg.py	5c87676e2c5f32b7405dd1d98ec8dbd799c049b5	61ffdf0033bd8251f56fe66aed7d1987fbb340280108ecc21933ef1364ff09b4	3340	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv16_cas.py	04f056bb1d5f48f9258d29634a12effe9b6a3630	e972965c24eefaf42324fd8565c8582e8e2ea79f81671ce5e5cd9c2e79e79d99	6056	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv5_common.py	c14daf78968c57cce21025f8095dddb3a642e213	8461a3636af48997406baee8e0a3168f9c35e6fbecc8eb2c98d7c19fab2291fb	7065	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv6_lib.py	9ecca56314d67b484067e1ad6b9647ef1ea6fb26	363c958a801a455e80f4ad53c5cbc9b67d385851d7b4184df6fd3e694b874898	8276	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv7_core.py	d804a69bc34225978ed1304a4420ba3945b34622	d32db60f1f733f0f52f7f3a4b216f4fb5b56391f2bb4452a0d769a9c0007c219	8501	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_bv9_tables.py	dbb4c21ab326448f87e2bee7e9fdb12ce709d74f	b35d1ec4227dbae5b1c8859c117f4efa1ba70c093c829046bb46b5f475c702cc	6680	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_characterization_miniMAP.md	d8a556efabd86183b4907aa4a9ab6697fbfb79e2	2e576dee8549cee88a8fad7e5eab57b780d2a05444f40c0f7b6ed34759e56e0f	8251	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_lemD_final.py	de2f0029a033715c77ab63821c5138db830bbb5d	ee844c49b4b41d0bc2df128b7f3ad8095f79b42375369131ee2a9f6898221124	6001	BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_or_energy_cas.py	cda1b88b9f092649caec095d18f457b1d2aa7966	e9abaa275cf98c49665dba284fa99f1ad50b8e4c27dc51d2f1bedd59427eb983	8911	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_s3_lib.py	235d35fce9bf9242aad7407cb00a5d178a7a6a3a	4cabac8e1fcd121562d414382e0c2ee7c26bb90fc411856443dd09bf2a2bfeb5	6867	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_s3_predictions.md	5f03f7e5ef8ad86c4e935307363ae180f033d84c	fecae65435b58eb661e29024e2e64928b72dd24edfa670b33c6e4bcc5588c6aa	5669	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_s3_t2_t3.py	430e8bfac3c4ad8ec2df1b408d3341913cf7f3e4	9e775f08da46c74b416d9351db7741d0cf3e6df6a9564b32b04e29b27cf3a13a	5370	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_s3_t5.py	2f71c64b5494703ba1781b810a15a8d81c116b5c	4d6f31efba9d79361af8422da8d188f5550a7ef83c87ff72e209148dd8a1b3e7	7458	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_sf_cas1_bulk.py	993e99e1ae4c2ed7bff2d35a34ac3886c099addd	b1986a2addaff8187405d734bf1dd87cc5e7abc27cf5719016ca1e8871a5fc6d	4990	FINITE_CELL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_sf_cas4_zeromodes.py	6878ef0880c718be2782cde33738b8432985ebfb	3a26b325f03e580ea2ec15e7738a8c9af13c475ca3bf5f302f115806ef853bb8	5139	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_sf_d5_spotcheck.py	5b52f66013cd3579b41dde4965d42867bea81fde	789c4a2f45866d0804029c66ed8e781949ab0dca140360b0b48ae48b9c502817	7698	SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_stageA_lib.py	59fa424178415f7b87d4e1e4d5b04234f521dc5f	8b47ccaa3c4ffbcc6d0599e9dc1364d803b908385d37dba816028d0cf32a15b1	8662	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_stageB_bisect.py	2812ded725e39ec0c9ba8ba1cd6c1bc1706000ac	db022d432d221bdaa0561cc17101fd83b96553371993acb91081a3780fe50085	6542	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_stageB_twomethod.py	4e93fbd944a2b27ace6b51fe16323a7dc20ee81b	ce4b94d03814454b80bf59993f7ad549a71a6ebfa01c1c8751a6a110b8b63dfe	3273	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_stageC_lib.py	3ee3f2910f2fb973d1b6f76416a99a68177dc13e	ac361414d136b18408c30bf9dc55782753ff20538ea6fac7d1d4c751c5eb27de	7001	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_stageC_results.md	aed01e9b8e2d537006f9201841251b5334748495	8c7299db96f4284e65eb95e3749c005a6bdec9034ed2bab5096eb8f209dba4b9	5218	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_th2_bottom_system.py	f5e4353ce2881e752a7d82e2e5651aa534e42a36	f8f1c6c95e75eca290e8c68fdb44c83567122589b6f63e7f25401a70263ed625	1665	BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cascade_th2_predict_measure.py	30a570a85fc700789658a472b01ce883cb72462b	1831c88e879d2ed902c1a633a2faaeb9bc2920ecf7551d70465345d70aa06a32	6702	BOOTSTRAP	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_composite.py	80cdce189b2a858a2ad2baea2451234342b40a16	83149d1030b097197cb64a3e0f94a4430f6af4d5b65af24fa415a26f3b6f5603	42828	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d.py	738db68fd5923128c0c58751f8c58cfbc8acb95f	cc1cbc396c114b745e129b203ac0d16317175446a870b5d0280953aa173fdd8e	44551	BOOTSTRAP;FINITE_CELL;CLOCK;WRL	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d_N2.py	df431c94bd234260968ca2257d5453bd71638616	12addcbe88f248a5d14f20eed7dc98ceb2647f8693b4a267afc4270889b1da4b	27787	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d_N2_results.md	facb85a5e425b12ca242943f47716cdcd05e4fef	e7fcb142340592d9b2cc7232f9790ee12a40b4114f936ce0636ed40074fbd46e	18932	FINITE_CELL;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d_classB_run.py	68acf119e7d421f0d7800dc8fd748c051bebef1a	6e1bbccd8860b1c9af55e3dcd027c3e05c8139107a24c2fa655571aaeea591d6	36490	FINITE_CELL;CLOCK;ANGULAR	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d_embedded_run.py	d4a4134bebf13d8c1cf2b667e495544e3c87a390	71f4c492e461d4a39a3c6ebb5715a45438c0607f46dc05a02db3e4e8e409b71c	38632	FINITE_CELL;CLOCK;ANGULAR	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d_embedded_scan.py	5bdaca2192163e99f7928a3ccec284577c66d142	3ebf8826c4f211b1675b160dd140f35a9f90e10b0f8c71153fd46474654da8fb	5332	FINITE_CELL;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d_first_build.py	521ce6deb2b3c7aea110346c6eee0444c7a8d5ac	185fbb7ba571852622d38db717d41f691b2e5a36f831aa2bbd0432c76fe94e97	33256	CLOCK;SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_f2d_first_build_results.md	a47b69fd880fbe3024e5c55b00151661047e758d	4c5053718347276a3e14ce06954f0e0b71073594bdfc8649ebdf3b469403613f	15540	FINITE_CELL;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_round.py	e502b1a84f2bbb2273950fc8d927fc4a42ba2a2e	046c9f1aa7ed9e596e352ba0bb81515cc649b268997099f72a3cd4c78583eee3	8824	BOOTSTRAP;CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
cell_solver_universe_T3.py	0eb22632f5d9d23def6874096e28c02613db130d	c029b45014df6429ea9f84523b30c986acec58cec14760e5f8c006e8b3464b39	12754	FINITE_CELL;CLOCK;SCALE	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
classB_rung_resonance_classification_results.md	cf80606fdce0c69bf27442623a4d62492cbdde52	1cc480df64929651682a80dbd6f6cdd3ab0199e6f752280998968e36c6ea878a	12098	BOUNDARY_ACTION	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
classB_rung_resonance_prebuild_test_DESIGN.md	61c5f0e86de95d9457586e95826e63288c2130f7	963199ee7fcf975251dfe8750ac24a2413efa704cc6cfdd2527af7d426103783	7232	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/AUDIT_REPORT.md	494058b3301577656f5ff952e58df305849ccbc7	4b41149cabf6ceb735c6a5b43847c0434572ecf19b8cd386d29ad12a7536de0a	6271	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;ANGULAR;XMAX_RECIPROCITY	CURRENT_JULY19_EVIDENCE	LOAD_BEARING_CANDIDATE
clock_curvature_selector_audit_2026-07-19/DERIVATION_RESULT.json	3e43caa2f206db229422b1df70dbf347dc85525b	aa204b48602efa1a04d206d0ff417015cc109363c52c77e9843a41a3e91cbc0b	2817	CSN;REPRESENTATIVE;BOOTSTRAP;CLOCK;WRL;ANGULAR	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/DERIVATION_TRANSCRIPT.txt	1d77f7bb2cb8d920fcc5e53363f5aa0524d04db1	3e287439ae3d3ab47000080d2e762bd9909a11ad84f571efb4e9cc50b0cd048c	352	BOOTSTRAP;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/EXECUTION_LEDGER.tsv	dcf5d5735a04d88ee7edf186fe0715051780d8f7	27dbda30681074e18e7dae240510a142cc4a5ecbf71ff943f0ae520d6c808ecf	756	CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/LAY_DECISION_TREE.md	9a9253f6040d574008f054738c6cbfca807e3a77	738e5a5b3a0329f61011327e1fbbe9e3af29745b1292f0317ff785cbb9a009c0	2088	BOOTSTRAP;FINITE_CELL;CLOCK;XMAX_RECIPROCITY	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/NEXT_DERIVATION.md	3551e292cf5053404020937996c00501793730b9	dc9618b48e32f5eac5ab651b655b00c5c17937a8ccf52186309390cc30289871	1227	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;CLOCK;SCALE	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/PREMISE_LEDGER.tsv	6022db987a7389840f36c5358114ab53f19a843e	2a6f8f8a9163bd13865e9ed8b0d0b9da2917cc102a3d14f4bc79fd7ba61c0d93	1647	CSN;REPRESENTATIVE;BOOTSTRAP;BOUNDARY_ACTION;CLOCK;WRL	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/PREREGISTRATION.md	ec1521140c92a7bdfe929551743220af302d3afd	e2e613073b34a4019399b427f0b33d18f397b41cc37aa68c6a4b56859587d9bc	5088	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;CLOCK;WRL;ANGULAR	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/PROFILE_FAMILY_LEDGER.tsv	67a9696f490f1042e6282a0b934dddfdbd773fa7	12a681ba66ab0fd30653c71e2a49f834c74dbfa00659e5fd61cb9b75e0ac60b6	549	CLOCK;WRL	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/REPOSITORY_GATES.json	574ae7075bc1c3c1fc20ea368298dc9feac590f4	120d5e6da6e37263d4925e1edda1d26acf20f64688ef5f0681294c7b6da1e797	10833	BOOTSTRAP;BOUNDARY_ACTION;CLOCK;XMAX_RECIPROCITY	CURRENT_JULY19_EVIDENCE	EXCLUDED_DUPLICATE_RAW_RECORD
clock_curvature_selector_audit_2026-07-19/SHA256SUMS.txt	95253d3066bfec3fb5aeff49e29bd85fd3fc7795	62dd9fa82d19af1a065ffd45529b8cb0d7c4a814db66ea75759f1d19f159ea04	1852	CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/SOURCE_LEDGER.tsv	59981c83a8a8f09cc7811c820b2a21726986106e	d1d654a1f64749b6566caa430fe286ad246b56c9dd70c6eb41622a1c093ff36c	922	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/STATUS_LEDGER.tsv	01eb120e0edbfc6f715b27d212adcb4168776fba	2e5c5f93db6519d6a1cd3cbc62ec38cad99b1b84e09ba6f5caed5289dfee0fe3	1767	CSN;REPRESENTATIVE;BOOTSTRAP;FINITE_CELL;CLOCK;WRL;XMAX_RECIPROCITY	CURRENT_JULY19_EVIDENCE	LOAD_BEARING_CANDIDATE
clock_curvature_selector_audit_2026-07-19/VERIFICATION_RESULT.json	a1d8880f4599897dc641452428033e32046fb224	19ed213d72c8a47e8d9c324094650aabcfa9892467c35e2bc1427704ae78969d	2028	BOOTSTRAP;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/derive_clock_curvature.py	e684d238c345d667b8bc5778669dfbb4f781d5c7	a746543d61898af5307f42f77480d7143df0150942aaefe075372e2051532376	7797	CSN;REPRESENTATIVE;BOOTSTRAP;CLOCK;WRL;ANGULAR	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/verify_clock_curvature.py	1dda3a2cf9a6d461e20998ed1b25e722e59e2877	4ce2589305f21d03fcc453e111eec9df119a9f6b1c53e19f8f2399229809e080	12060	CSN;BOOTSTRAP;CLOCK;WRL	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
clock_curvature_selector_audit_2026-07-19/verify_repository_gates.py	d226b6fc275b6dc019b481e7fd5819778267b21d	62cb12be5396e5814b53184cd9c57c0d677d8f175289a35ff08434f01aaa2264	8359	CSN;REPRESENTATIVE;BOOTSTRAP;BOUNDARY_ACTION;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
codex_rehearsal_final.md	ec96234fe27e201edc2f433d727e021703b0096c	698e71c3efbe9b32e1b64a711ffdea2a63ab43285f6adeaa110fc62ccf3ca170	6510	CLOCK	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
codex_rehearsal_transcript.txt	f13302b9007eb82749f7c97f67750c00caf1d21b	9fbdee8aa123a12ee08860d65a0b3712a5f0e23897a97762ba9596573eb0a669	303199	CSN;BOOTSTRAP;FINITE_CELL;BOUNDARY_ACTION;CLOCK;WRL;ANGULAR;XMAX_RECIPROCITY	OTHER_TRACKED_CONTEXT	CONTEXT_CANDIDATE
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	CSN;REPRESENTATIVE;BOOTSTRAP;BOUNDARY_ACTION;CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_RESULT.json	b87ddbb95238ae25899ec6a3cc52bf1cfea401fa	ae2396cd8b041536075be6b38a4e8c60bcd23263652c7ff258c3ecbdd865d709	3693	CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
copresence_causal_accessibility_selector_2026-07-19/LAY_DECISION_TREE.md	61bd71a4fed68d893c55bcd06be90844d04b99bf	4ceb528edf24140055aec44423d33fa24a649969da626d808e3cd3414d0ba980	3345	CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
copresence_causal_accessibility_selector_2026-07-19/PREREGISTRATION.md	51d3a57f738d9066eb2d06ce551b129b084c7bb8	7ff670a4b89c1483c81103450ec50ccbc2067c673b07d1621e1d427f2e6be26c	10282	CSN;BOOTSTRAP	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
copresence_causal_accessibility_selector_2026-07-19/REVIEW_CONCEPTUAL.md	846e440ad326700c8c6848db2aba3d241d0605d6	e6e672ee28ebe3eead5b4896ff82b88157d8a7d75c43a597622239e662c508fb	2658	CLOCK	CURRENT_JULY19_EVIDENCE	CONTEXT_CANDIDATE
