target	source	line	column	categories	kinds	statuses	source_frozen	source_r0_classification	reference_role	rewrite_required	new_target	line_excerpt
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	224	70	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md\t168\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	224	92	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md\t168\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	417	54	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	HANDOFF_ARCHIVE.md\t619\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	417	76	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	HANDOFF_ARCHIVE.md\t619\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1110	78	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	P1P5_reaudit_vs_derived_operator_results.md\t22\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1110	100	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	P1P5_reaudit_vs_derived_operator_results.md\t22\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1122	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	P5e_proper_results.md\t22\tTEXT_REFERENCE\tTEXT_REFERENCE\tSTEP2_timelive_matter_results.md\tSTEP2_timelive_matter_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1123	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	P5e_proper_results.md\t24\tTEXT_REFERENCE\tTEXT_REFERENCE\tstatic_soliton_rerun_derived_operator_results.md\tstatic_soliton_rerun_derived_operator_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1124	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	P5e_proper_results.md\t25\tTEXT_REFERENCE\tTEXT_REFERENCE\tnative_dilation_weight_derivation_results.md\tnative_dilation_weight_derivation_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1171	44	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	STATE.md\t108\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1171	66	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	STATE.md\t108\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2144	76	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	archive/M12_winding_bc_closure_results.md\t23\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2144	98	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	archive/M12_winding_bc_closure_results.md\t23\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2720	74	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	branch_operator_contamination_ledger.md\t72\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2720	96	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	branch_operator_contamination_ledger.md\t72\tTEXT_REFERENCE\tTEXT_REFERENCE\tP5e_proper_results.md\tP5e_proper_results.md\tRESOLVED_TRACKED\t-
P5e_proper_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	126	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	P5e_proper_results.md\t100644\tf4a54486b1896457ea8b26c9f6e0f1ca252a0251\t05f274d757b3c2f7c0caccc330d611e022a57d8563bc98e4ebafaad928656e77\t25780\t744199216067fb434ee67c2ef65e570d1632cf8c\t2026-07-06\tSupersession sweep: quarantine kap8 + re-grade the pre-native coupled-solver era.\t8\tF4_seal_boundary_MAP.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;P1P5_reaudit_vs_derived_operator_results.md;STATE.md;archive/M12_winding_bc_closure_results.md;branch_operator_conta
P5e_proper_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	137	376	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	STEP2_timelive_matter_results.md\t100644\t836e4b7576914c3fb192c92cf23ab44f0835a73f\t267e394e1101f6c3a4058f1530513cc845d5625a455abe2f034ee729d7e87868\t23022\t744199216067fb434ee67c2ef65e570d1632cf8c\t2026-07-06\tSupersession sweep: quarantine kap8 + re-grade the pre-native coupled-solver era.\t7\tF4_seal_boundary_MAP.md;HANDOFF_ARCHIVE.md;P1P5_reaudit_vs_derived_operator_results.md;P5e_proper_results.md;archive/M12_winding_bc_closure_results.md;b1prime_round_gate_derived_operator_results.md;branch_operato
P5e_proper_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	512	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	native_dilation_weight_derivation_results.md\t100644\tef37ed2d74aaab915b5f8daf4464ffae59a79032\t07a03015b74f072d1710316e4554e513a4bffc587326885a0efffc03775bb5d9\t25852\tb108d492c324750b4e3fd7084ea543b4cd54a786\t2026-07-06\tLive macro-spine provenance pass (3 classifiers + adversarial): no quarantine, N5d unaffected.\t32\tF1F3_closure_results.md;F8_metric_choices_results.md;HANDOFF_ARCHIVE.md;J_of_s_light_deflection_confrontation_MAP.md;MATTER_SECTOR_MAP_new_foundation.md;P1P5_reaudit_vs_derived_operator_
P5e_proper_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1005	450	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	-	static_soliton_rerun_derived_operator_results.md\t100644\tdc331c35a70240ad9c0bddec1527d00456c4c056\te327dee6f9bf41cba356f923edc84c07b348fa87a6b2a3542b8064de7ba93be7\t18826\t744199216067fb434ee67c2ef65e570d1632cf8c\t2026-07-06\tSupersession sweep: quarantine kap8 + re-grade the pre-native coupled-solver era.\t12\tF4_seal_boundary_MAP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P1P5_reaudit_vs_derived_operator_results.md;P5e_proper_results.md;STEP2_timelive_matter_MAP.md;
PROVENANCE_AUDIT_2026-06-30.md	PROVENANCE_AUDIT_2026-06-30.md	1	52	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	ARCHIVE_CANDIDATE	SELF_PROVENANCE_REFERENCE	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	> **MOVED 2026-07-06 → `archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md` (pre-native-era census).**
PROVENANCE_AUDIT_2026-06-30.md	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	30	33	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	NON_ROOT	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	`x_solution_space_explore.py`, `PROVENANCE_AUDIT_2026-06-30.md`, `D1_FIX_DESIGN.md`. Op: solves UNBUFFERED, single process.
PROVENANCE_AUDIT_2026-06-30.md	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	83	90	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	determined solution across FREE X. **TWO PROVENANCE AUDITS (direct + blind-adversarial, `PROVENANCE_AUDIT_2026-06-30.md`):
PROVENANCE_AUDIT_2026-06-30.md	branch_operator.py	120	3	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	ACTIVE	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	# PROVENANCE_AUDIT_2026-06-30.md): it must NEVER be injected silently. The live branch operators below now
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	1127	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	PROVENANCE_AUDIT_2026-06-30.md\t1\tTEXT_REFERENCE\tTEXT_REFERENCE\tPROVENANCE_AUDIT_2026-06-30.md\tPROVENANCE_AUDIT_2026-06-30.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	1127	64	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	PROVENANCE_AUDIT_2026-06-30.md\t1\tTEXT_REFERENCE\tTEXT_REFERENCE\tPROVENANCE_AUDIT_2026-06-30.md\tPROVENANCE_AUDIT_2026-06-30.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	1127	95	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	PROVENANCE_AUDIT_2026-06-30.md\t1\tTEXT_REFERENCE\tTEXT_REFERENCE\tPROVENANCE_AUDIT_2026-06-30.md\tPROVENANCE_AUDIT_2026-06-30.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	1128	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	PROVENANCE_AUDIT_2026-06-30.md\t3\tTEXT_REFERENCE\tTEXT_REFERENCE\tpre_native_era_census.md\tpre_native_era_census.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	1993	83	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md\t30\tTEXT_REFERENCE\tTEXT_REFERENCE\tPROVENANCE_AUDIT_2026-06-30.md\tPROVENANCE_AUDIT_2026-06-30.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	1993	114	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md\t30\tTEXT_REFERENCE\tTEXT_REFERENCE\tPROVENANCE_AUDIT_2026-06-30.md\tPROVENANCE_AUDIT_2026-06-30.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2500	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md\t3\tTEXT_REFERENCE\tTEXT_REFERENCE\tbranch_operator.py\tbranch_operator.py\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2501	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md\t12\tTEXT_REFERENCE\tTEXT_REFERENCE\tnative_dilation_weight_derivation_results.md\tnative_dilation_weight_derivation_results.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2502	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md\t26\tTEXT_REFERENCE\tTEXT_REFERENCE\tsolver_action.py\tsolver_action.py\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2503	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md\t32\tTEXT_REFERENCE\tTEXT_REFERENCE\tseal_junction_condition_results.md\tseal_junction_condition_results.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2504	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md\t33\tTEXT_REFERENCE\tTEXT_REFERENCE\tD1_FIX_DESIGN.md\tD1_FIX_DESIGN.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2505	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md\t55\tTEXT_REFERENCE\tTEXT_REFERENCE\tLIVE.md\tLIVE.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2707	54	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	branch_operator.py\t120\tTEXT_REFERENCE\tTEXT_REFERENCE\tPROVENANCE_AUDIT_2026-06-30.md\tPROVENANCE_AUDIT_2026-06-30.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/DEPENDENCY_MAP.tsv	2707	85	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	branch_operator.py\t120\tTEXT_REFERENCE\tTEXT_REFERENCE\tPROVENANCE_AUDIT_2026-06-30.md\tPROVENANCE_AUDIT_2026-06-30.md\tRESOLVED_TRACKED\t-
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	13	366	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	D1_FIX_DESIGN.md\t100644\t15004b41cbc2d51fde874d6234d57702d0f9e709\t57a4d86c84f5a042a9ff1ed739440e2648aafae6b5f962377e9c57481d78d964\t281\ta77d633023824250f8d97e865f774b5b49a2d7b5\t2026-07-06\tPre-native-era provenance census + organization (date-based, 2 adversarial passes).\t6\tD1_FIX_DESIGN.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md;galerkin_basis.py;p1_residual_general_einstein.py;seal_matching_junction_results.md\tTEXT_REFERENCE\tARCHI
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	119	6092	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	LIVE.md\t100644\t91708da8d00683f09d9995c890c011103001597b\tf0d2d89c29111d145e756a8c486d0c58f9b114e473920b3ba81ea7c6851d49e9\t42922\tbfa0b9a9371fab0266315bc2bb6845b8a7446a18\t2026-07-18\tAdd GR to UDT selector audit and external verifier\t132\t.claude/hooks/corral_trigger.py;AGENTS.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;H4_N5_whole_cell_criticality_MAP.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;J_of_s_light_deflection_confrontation_MAP.md;LIVE.md;MEMORY.md;NEGATI
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	129	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	PROVENANCE_AUDIT_2026-06-30.md\t100644\t1d3b8a059eb4da0ca57d604ae944ff0cd4b493a4\t5cddf3bbe006e357ef95cc49defa3c60afc1f0ab675fa2c7e50c40299c173a46\t295\ta77d633023824250f8d97e865f774b5b49a2d7b5\t2026-07-06\tPre-native-era provenance census + organization (date-based, 2 adversarial passes).\t3\tPROVENANCE_AUDIT_2026-06-30.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;branch_operator.py\tTEXT_REFERENCE\tARCHIVE_CANDIDATE\tdocument-level superseded/retracted/archive marker; audit required
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	129	287	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	PROVENANCE_AUDIT_2026-06-30.md\t100644\t1d3b8a059eb4da0ca57d604ae944ff0cd4b493a4\t5cddf3bbe006e357ef95cc49defa3c60afc1f0ab675fa2c7e50c40299c173a46\t295\ta77d633023824250f8d97e865f774b5b49a2d7b5\t2026-07-06\tPre-native-era provenance census + organization (date-based, 2 adversarial passes).\t3\tPROVENANCE_AUDIT_2026-06-30.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;branch_operator.py\tTEXT_REFERENCE\tARCHIVE_CANDIDATE\tdocument-level superseded/retracted/archive marker; audit required
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	183	540	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	branch_operator.py\t100644\t1a18189ac304abb760f926b7a599e5aca9feaa81\t633d440dbc711b250ddf1301a441d432285f7f4a945e8d719305ccf782381aef\t13921\t744199216067fb434ee67c2ef65e570d1632cf8c\t2026-07-06\tSupersession sweep: quarantine kap8 + re-grade the pre-native coupled-solver era.\t21\tHANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;NEGATIVES_REGISTRY.md;STATE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-06_EOD1_readout_provenance_arc.md;archive/MIGRATION.md;archive/branch_operator
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	913	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	native_dilation_weight_derivation_results.md\t100644\tef37ed2d74aaab915b5f8daf4464ffae59a79032\t07a03015b74f072d1710316e4554e513a4bffc587326885a0efffc03775bb5d9\t25852\tb108d492c324750b4e3fd7084ea543b4cd54a786\t2026-07-06\tLive macro-spine provenance pass (3 classifiers + adversarial): no quarantine, N5d unaffected.\t32\tF1F3_closure_results.md;F8_metric_choices_results.md;HANDOFF_ARCHIVE.md;J_of_s_light_deflection_confrontation_MAP.md;MATTER_SECTOR_MAP_new_foundation.md;P1P5_reaudit_vs_derived_operator_
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	401	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	pre_native_era_census.md\t100644\td93cbf2c7802b0ab717eaffbc88070ef0f810569\tde9eaa2b4804c61465f837c771fd639357da8074891505d33d973033803ab2ec\t10132\tb108d492c324750b4e3fd7084ea543b4cd54a786\t2026-07-06\tLive macro-spine provenance pass (3 classifiers + adversarial): no quarantine, N5d unaffected.\t56\tCLAUDE.md;D1_FIX_DESIGN.md;EXTERNAL_AUDIT_2026-06-30.md;HANDOFF_ARCHIVE.md;INDEX.md;NEGATIVES_REGISTRY.md;PROVENANCE_AUDIT_2026-06-30.md;SOLVER_AUDIT_2026-06-29.md;UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	775	566	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	seal_junction_condition_results.md\t100644\t2303264c4fab3aef9c86ee97f9b27494b0032555\tda4d2d4c684dbcbf97650d975de371520e487260afac8cf31e23713337797e62\t18147\t2235ef450e040db86c10b83ae66164596314fcc9\t2026-06-21\tF4 CLOSES: the seal is not a classical quantizer -> must-quantize unconditional w.r.t. the seal (verified)\t19\tCANON.md;F5_critical_universe_closure_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P1P5_reaudit_vs_derived_operator_results.md;STATE.md;archiv
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	973	561	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/PROVENANCE_AUDIT_2026-06-30.md	solver_action.py\t100644\t4ed3aecd5172ad7d3746ee8c0edc46901ce57ac2\t732cb69deedaf972fe0a78153014b2ce1805da0b244479576f889ba357ee5939\t9026\t636a44b1f8318e39853bca2cf429c649009105d3\t2026-06-23\tP4 cross-model verify: protocol + first use refines the e^{2phi} matter-weight call\t15\t.claude/skills/no-shortcuts/SKILL.md;CROSS_MODEL_VERIFY.md;HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/pre_native_coup
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	1	52	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	ARCHIVE_CANDIDATE	SELF_PROVENANCE_REFERENCE	NO	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	> **MOVED 2026-07-06 → `archive/pre_native_coupled/SOLVER_AUDIT_2026-06-29.md` (pre-native-era census).**
SOLVER_AUDIT_2026-06-29.md	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	157	65	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	NON_ROOT	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	5. **BROAD-SWEEP SOLVER AUDIT** (`0086672`, 21-agent workflow, `SOLVER_AUDIT_2026-06-29.md`): physics core
SOLVER_AUDIT_2026-06-29.md	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	202	75	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	### Other fix-first items still open (after D1, before time-live) — from `SOLVER_AUDIT_2026-06-29.md`
