moved_path	token	token_kind	source	line	column	source_frozen	role
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	157	65	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	157	88	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	202	75	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	202	98	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	1	52	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	legacy/root_oneoffs_2026-07-01/d1_determinacy_check.py	2	32	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	legacy/root_oneoffs_2026-07-01/d1_determinacy_check.py	2	55	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1153	1	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1153	60	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1153	87	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1154	1	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1995	84	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1995	111	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2507	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2508	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2509	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2510	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2511	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2512	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2513	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2514	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2515	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2516	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2517	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2518	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2519	28	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	5161	88	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	5161	115	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	9	1179	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	119	6150	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	133	1	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	133	283	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	179	455	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	183	598	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	337	379	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	402	437	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	419	638	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	420	503	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	536	690	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	589	423	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	727	641	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	432	NO	R0_HISTORICAL_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	973	619	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	978	639	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/ADJUDICATION_SUMMARY.json	13	6	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	10	420	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	10	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	10	97	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	10	443	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	10	569	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/ELIGIBLE_BATCH.txt	5	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	40	584	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	56	646	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	161	650	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	164	157	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	164	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	164	28	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	164	180	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	164	258	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	165	171	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	165	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	165	194	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	165	285	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	166	160	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	166	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	166	183	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	166	284	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	167	175	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	167	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	167	198	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	167	260	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	168	146	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	168	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	168	169	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	168	196	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	169	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	169	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	169	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	169	197	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	170	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	170	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	170	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	170	197	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	171	146	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	171	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	171	169	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	171	196	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	172	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	172	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	172	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	173	148	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	173	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	173	171	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	174	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	174	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	174	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	174	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	175	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	175	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	175	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	175	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	176	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	176	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	176	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	176	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	177	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	177	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	177	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	177	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	178	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	178	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	178	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	178	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	179	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	179	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	179	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	179	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	180	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	180	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	180	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	180	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	181	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	181	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	181	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	181	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	182	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	182	1	NO	R1A_PREMOVE_SNAPSHOT
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	182	170	NO	NEW_PATH_SUFFIX
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	182	224	NO	QUALIFIED_OTHER_PATH
SOLVER_AUDIT_2026-06-29.md	archive/pre_2026-07-01/SOLVER_AUDIT_2026-06-29.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	183	147	NO	UPDATED_OR_MIGRATION_RECORD
SOLVER_AUDIT_2026-06-29.md	SOLVER_AUDIT_2026-06-29.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	183	1	NO	R1A_PREMOVE_SNAPSHOT
