curve_id	sample	cap	factor	group	lane	ratio	mean	rms	total_variation	first_difference_rms	second_difference_rms	strict_max_count	strict_min_count	plateau_count	zero_crossing_count	raw_lag_degenerate	difference_lag_degenerate
CMASS_South_f1_g06_W3_OFFICIAL_OBS_r5	CMASS	South	1	6	W3_OFFICIAL_OBS	5	0.01440317188622153	0.084044694415286267	1.2143696766235501	0.037974518416642032	0.025615221408639356	32	32	0	22	0	0
CMASS_South_f1_g06_W0_UNIT_r10	CMASS	South	1	6	W0_UNIT	10	0.01443217583715669	0.08383843528869693	1.1924833715285914	0.038436730188758345	0.024847479624733233	29	30	0	22	0	0
CMASS_South_f1_g06_W1_SPECTRO_r10	CMASS	South	1	6	W1_SPECTRO	10	0.01473701157850984	0.085622396721635075	1.2281294958855609	0.039394343317980862	0.026347256254550949	33	34	0	22	0	0
CMASS_South_f1_g06_W2_IMAGING_r10	CMASS	South	1	6	W2_IMAGING	10	0.013813494391833251	0.082992775824758044	1.1798607526284501	0.038046255636920941	0.024555228641342519	29	30	0	28	0	0
CMASS_South_f1_g06_W3_OFFICIAL_OBS_r10	CMASS	South	1	6	W3_OFFICIAL_OBS	10	0.014137023357015072	0.084780388601616172	1.2146147314280633	0.039007795746337781	0.026051149014143144	32	33	0	20	0	0
CMASS_South_f1_g06_W0_UNIT_r20	CMASS	South	1	6	W0_UNIT	20	0.014463730417758777	0.083743443560315753	1.1917563425393525	0.038492728444000056	0.02535584223422457	30	31	0	22	0	0
CMASS_South_f1_g06_W1_SPECTRO_r20	CMASS	South	1	6	W1_SPECTRO	20	0.014760804042962894	0.085455589304894622	1.2310780915059936	0.039351796659890484	0.026728408583352924	34	35	0	18	0	0
CMASS_South_f1_g06_W2_IMAGING_r20	CMASS	South	1	6	W2_IMAGING	20	0.013962671700330142	0.082911099651790512	1.1835512955605327	0.038112988295322794	0.025081801064546817	30	31	0	22	0	0
CMASS_South_f1_g06_W3_OFFICIAL_OBS_r20	CMASS	South	1	6	W3_OFFICIAL_OBS	20	0.014277924378550957	0.084623622168853704	1.2171126217109074	0.038975223950621009	0.026436683142951729	32	33	0	22	0	0
CMASS_South_f1_g07_W0_UNIT_r5	CMASS	South	1	7	W0_UNIT	5	0.017032601083006901	0.084583428248392045	1.1711078319552819	0.037234686836626611	0.022926408981165155	26	27	0	21	0	0
CMASS_South_f1_g07_W1_SPECTRO_r5	CMASS	South	1	7	W1_SPECTRO	5	0.017361462773960775	0.087894298220082712	1.2100640713955064	0.039484355266391054	0.024761451191692863	24	25	0	21	0	0
CMASS_South_f1_g07_W2_IMAGING_r5	CMASS	South	1	7	W2_IMAGING	5	0.0161458565840784	0.083288330950015796	1.171795723785285	0.03707066594489148	0.022640972413187941	27	28	0	19	0	0
CMASS_South_f1_g07_W3_OFFICIAL_OBS_r5	CMASS	South	1	7	W3_OFFICIAL_OBS	5	0.016395185341083238	0.086472446840588038	1.2104437066102978	0.039229467929002566	0.024406820292522089	26	27	0	17	0	0
CMASS_South_f1_g07_W0_UNIT_r10	CMASS	South	1	7	W0_UNIT	10	0.016353211166591154	0.083234337010858556	1.1489578967852492	0.036182097256994249	0.022202904752741223	28	29	0	17	0	0
CMASS_South_f1_g07_W1_SPECTRO_r10	CMASS	South	1	7	W1_SPECTRO	10	0.016678277438161873	0.086576359504438455	1.1914302135595247	0.038369351455516648	0.023901548904868695	25	26	0	17	0	0
CMASS_South_f1_g07_W2_IMAGING_r10	CMASS	South	1	7	W2_IMAGING	10	0.015893320870601517	0.082200774254677825	1.146425213546346	0.036068362601804474	0.021944135072180952	29	30	0	17	0	0
CMASS_South_f1_g07_W3_OFFICIAL_OBS_r10	CMASS	South	1	7	W3_OFFICIAL_OBS	10	0.016131791321360067	0.085404204779047907	1.1908205341680134	0.038159616132209799	0.023563841584944588	26	27	0	17	0	0
CMASS_South_f1_g07_W0_UNIT_r20	CMASS	South	1	7	W0_UNIT	20	0.016419592457405582	0.083530169219593692	1.1424636758554014	0.036036218090318567	0.021861896120773838	27	28	0	15	0	0
CMASS_South_f1_g07_W1_SPECTRO_r20	CMASS	South	1	7	W1_SPECTRO	20	0.016744455487492822	0.086814257676430834	1.1820190719642643	0.038099650620131875	0.023406542866174586	28	29	0	17	0	0
CMASS_South_f1_g07_W2_IMAGING_r20	CMASS	South	1	7	W2_IMAGING	20	0.016001361861908831	0.082563069635460909	1.1391111678682504	0.035932463452699293	0.02159222974069171	27	28	0	17	0	0
CMASS_South_f1_g07_W3_OFFICIAL_OBS_r20	CMASS	South	1	7	W3_OFFICIAL_OBS	20	0.016238080569581863	0.085704235100402607	1.1780164660304708	0.037908794305212955	0.023078963423722666	26	27	0	17	0	0
CMASS_South_f1_g08_W0_UNIT_r5	CMASS	South	1	8	W0_UNIT	5	0.01710262895658804	0.087977150559508666	1.2458344733219204	0.040299287435562249	0.025188778573249634	31	31	0	21	0	0
CMASS_South_f1_g08_W1_SPECTRO_r5	CMASS	South	1	8	W1_SPECTRO	5	0.017170225446618351	0.089493666886304182	1.2774343097877996	0.041105076918368975	0.026801053634736682	32	32	0	19	0	0
CMASS_South_f1_g08_W2_IMAGING_r5	CMASS	South	1	8	W2_IMAGING	5	0.014722919279978302	0.08554060827283827	1.2171093390659515	0.039822338654122019	0.02509885182780754	32	32	0	17	0	0
CMASS_South_f1_g08_W3_OFFICIAL_OBS_r5	CMASS	South	1	8	W3_OFFICIAL_OBS	5	0.015036606183702559	0.08729364656436156	1.2529632668635926	0.040661368374611963	0.026693496389703898	32	32	0	19	0	0
CMASS_South_f1_g08_W0_UNIT_r10	CMASS	South	1	8	W0_UNIT	10	0.016933319246228182	0.088625134694647931	1.2184992675483186	0.0400881818113921	0.024475826188919057	30	31	0	18	0	0
CMASS_South_f1_g08_W1_SPECTRO_r10	CMASS	South	1	8	W1_SPECTRO	10	0.01701476809260679	0.090244558685224449	1.2551688218669916	0.040927657304929421	0.026071169377160888	28	29	0	18	0	0
CMASS_South_f1_g08_W2_IMAGING_r10	CMASS	South	1	8	W2_IMAGING	10	0.014609874793452637	0.086274494096313242	1.1884890110525745	0.039641371820362231	0.024396352286584082	30	31	0	11	0	0
CMASS_South_f1_g08_W3_OFFICIAL_OBS_r10	CMASS	South	1	8	W3_OFFICIAL_OBS	10	0.014935462163015474	0.088126515452955884	1.2291061600627473	0.040512289419559179	0.025981800829608458	29	30	0	13	0	0
CMASS_South_f1_g08_W0_UNIT_r20	CMASS	South	1	8	W0_UNIT	20	0.017070566598925207	0.088209042111178332	1.1988058792101597	0.039917613201450063	0.023954911514725827	29	30	0	16	0	0
CMASS_South_f1_g08_W1_SPECTRO_r20	CMASS	South	1	8	W1_SPECTRO	20	0.017142992255909602	0.089832978650673245	1.2326342302142401	0.040723294878814015	0.025438266548964181	27	28	0	15	0	0
CMASS_South_f1_g08_W2_IMAGING_r20	CMASS	South	1	8	W2_IMAGING	20	0.014659462954581854	0.085889845933393952	1.1730791896901904	0.03945719397317813	0.023835849102127511	29	30	0	15	0	0
CMASS_South_f1_g08_W3_OFFICIAL_OBS_r20	CMASS	South	1	8	W3_OFFICIAL_OBS	20	0.014978034052464433	0.087747738100222294	1.2082934682842346	0.040295520389950733	0.025321968670225473	29	30	0	13	0	0
CMASS_South_f1_g09_W0_UNIT_r5	CMASS	South	1	9	W0_UNIT	5	0.014059532874192737	0.078969723959398996	1.1812420624557138	0.038863904843321563	0.023091176675378002	26	27	0	20	0	0
CMASS_South_f1_g09_W1_SPECTRO_r5	CMASS	South	1	9	W1_SPECTRO	5	0.014095301140528881	0.080206785093106359	1.2095720065202444	0.039922788497643899	0.023626012744207767	26	27	0	28	0	0
CMASS_South_f1_g09_W2_IMAGING_r5	CMASS	South	1	9	W2_IMAGING	5	0.01306652506421453	0.078401262157458115	1.1769250070300927	0.03850040443328967	0.022839515841052916	24	25	0	24	0	0
CMASS_South_f1_g09_W3_OFFICIAL_OBS_r5	CMASS	South	1	9	W3_OFFICIAL_OBS	5	0.013195966726328218	0.07953807296145339	1.2014057973958461	0.039415675360545334	0.023227099856956413	25	26	0	30	0	0
CMASS_South_f1_g09_W0_UNIT_r10	CMASS	South	1	9	W0_UNIT	10	0.014295259916327246	0.078843770409206662	1.1758066927459694	0.038473780456406835	0.023714233566660761	25	26	0	24	0	0
CMASS_South_f1_g09_W1_SPECTRO_r10	CMASS	South	1	9	W1_SPECTRO	10	0.014335276504606512	0.080090857014597394	1.2031598386200215	0.039587307886752812	0.024129925121915825	26	27	0	26	0	0
CMASS_South_f1_g09_W2_IMAGING_r10	CMASS	South	1	9	W2_IMAGING	10	0.013252506435703275	0.078305367972390877	1.1703377599499836	0.038100845077961874	0.023439768208045327	25	26	0	22	0	0
CMASS_South_f1_g09_W3_OFFICIAL_OBS_r10	CMASS	South	1	9	W3_OFFICIAL_OBS	10	0.013383965323726483	0.079440544432781771	1.1908848160427834	0.039065462821450569	0.023708682269104071	25	26	0	26	0	0
CMASS_South_f1_g09_W0_UNIT_r20	CMASS	South	1	9	W0_UNIT	20	0.013960161831523725	0.078440805899799973	1.164666634364413	0.038731436229006377	0.024111254894678115	25	26	0	20	0	0
CMASS_South_f1_g09_W1_SPECTRO_r20	CMASS	South	1	9	W1_SPECTRO	20	0.013994527991697829	0.079670390479520403	1.1885078733785368	0.039778332914581604	0.024414363285823155	26	27	0	26	0	0
CMASS_South_f1_g09_W2_IMAGING_r20	CMASS	South	1	9	W2_IMAGING	20	0.012963953767335031	0.077941244817542707	1.1588566851490898	0.038369878081215468	0.023834174949414984	23	24	0	22	0	0
CMASS_South_f1_g09_W3_OFFICIAL_OBS_r20	CMASS	South	1	9	W3_OFFICIAL_OBS	20	0.013091040368836685	0.079065244134666993	1.1800036411902586	0.039283095616529443	0.024015481621335703	25	26	0	24	0	0
CMASS_South_f1_g10_W0_UNIT_r5	CMASS	South	1	10	W0_UNIT	5	0.012792140449228448	0.07603189729321802	1.1532369237236313	0.038776373091932194	0.022695220593861348	31	32	0	30	0	0
CMASS_South_f1_g10_W1_SPECTRO_r5	CMASS	South	1	10	W1_SPECTRO	5	0.013309354896415528	0.078715257115801518	1.214705170671486	0.040425243959464667	0.02372671216155843	32	33	0	26	0	0
CMASS_South_f1_g10_W2_IMAGING_r5	CMASS	South	1	10	W2_IMAGING	5	0.011535106978908735	0.074270453800122316	1.1435111021190085	0.038571176527950973	0.022712240578259581	33	34	0	26	0	0
CMASS_South_f1_g10_W3_OFFICIAL_OBS_r5	CMASS	South	1	10	W3_OFFICIAL_OBS	5	0.011806401755048072	0.076709662452868713	1.2072682591245489	0.040133117443782722	0.023707858210253049	33	34	0	28	0	0
CMASS_South_f1_g10_W0_UNIT_r10	CMASS	South	1	10	W0_UNIT	10	0.012761122542768592	0.076079192305340951	1.1205099178253906	0.038445384947616019	0.022042520976850492	32	32	0	22	0	0
CMASS_South_f1_g10_W1_SPECTRO_r10	CMASS	South	1	10	W1_SPECTRO	10	0.013308912593429537	0.078859875676937849	1.1828731214117543	0.040095191549519099	0.023045933621948074	32	32	0	22	0	0
CMASS_South_f1_g10_W2_IMAGING_r10	CMASS	South	1	10	W2_IMAGING	10	0.011639042061143468	0.074299159074490972	1.1100616795540317	0.038166858833684481	0.022009477677444853	30	30	0	26	0	0
CMASS_South_f1_g10_W3_OFFICIAL_OBS_r10	CMASS	South	1	10	W3_OFFICIAL_OBS	10	0.011939246493968114	0.076823389862060165	1.1747813269340868	0.039720739763889956	0.022969858672878492	33	33	0	28	0	0
CMASS_South_f1_g10_W0_UNIT_r20	CMASS	South	1	10	W0_UNIT	20	0.01261690402206018	0.076358139081770082	1.1127743770713867	0.038730953833737834	0.02202264856131976	28	28	0	26	0	0
CMASS_South_f1_g10_W1_SPECTRO_r20	CMASS	South	1	10	W1_SPECTRO	20	0.013158787569908303	0.079155983546251349	1.1756369943403586	0.040329321582592545	0.023019335666819803	31	31	0	22	0	0
CMASS_South_f1_g10_W2_IMAGING_r20	CMASS	South	1	10	W2_IMAGING	20	0.011623766642771987	0.074665693263090485	1.1004750130833425	0.038479676737473115	0.022011137682099457	28	28	0	22	0	0
CMASS_South_f1_g10_W3_OFFICIAL_OBS_r20	CMASS	South	1	10	W3_OFFICIAL_OBS	20	0.01191612367153282	0.077195046414374066	1.1667073571810676	0.039979887215293039	0.022971100351632912	31	31	0	24	0	0
CMASS_South_f1_g11_W0_UNIT_r5	CMASS	South	1	11	W0_UNIT	5	0.018733907655652738	0.091046460362058976	1.3146640014658002	0.043522339778642082	0.028825572232627751	34	34	0	26	0	0
CMASS_South_f1_g11_W1_SPECTRO_r5	CMASS	South	1	11	W1_SPECTRO	5	0.019288364687013861	0.093560578147215051	1.3473028288448818	0.044442491526907449	0.028614903662107612	30	30	0	20	0	0
CMASS_South_f1_g11_W2_IMAGING_r5	CMASS	South	1	11	W2_IMAGING	5	0.015959365725659008	0.089208046079208708	1.2927186954751186	0.042972865834296325	0.027992874682422304	34	34	0	29	0	0
CMASS_South_f1_g11_W3_OFFICIAL_OBS_r5	CMASS	South	1	11	W3_OFFICIAL_OBS	5	0.016437023961142695	0.091572355232047944	1.3240519547560401	0.043620644078466705	0.02724768191344654	30	30	0	23	0	0
CMASS_South_f1_g11_W0_UNIT_r10	CMASS	South	1	11	W0_UNIT	10	0.018786031528044596	0.090476495855371292	1.2826262381222699	0.043186845180958201	0.02802583968242538	33	33	0	22	0	0
CMASS_South_f1_g11_W1_SPECTRO_r10	CMASS	South	1	11	W1_SPECTRO	10	0.019327336985584517	0.093066500070179831	1.3360561717842199	0.044324000041328179	0.028198107686463872	30	30	0	22	0	0
CMASS_South_f1_g11_W2_IMAGING_r10	CMASS	South	1	11	W2_IMAGING	10	0.015944716774372755	0.088685647606732684	1.2558661044706034	0.042724521827579506	0.027239193685080165	33	33	0	22	0	0
CMASS_South_f1_g11_W3_OFFICIAL_OBS_r10	CMASS	South	1	11	W3_OFFICIAL_OBS	10	0.01640637477512099	0.091138640610308574	1.3107005532907336	0.043606829173906167	0.026894771589222408	30	30	0	22	0	0
CMASS_South_f1_g11_W0_UNIT_r20	CMASS	South	1	11	W0_UNIT	20	0.018347515171030605	0.089481588264366876	1.2653659006930975	0.042811145104830708	0.027255512409609717	31	31	0	22	0	0
CMASS_South_f1_g11_W1_SPECTRO_r20	CMASS	South	1	11	W1_SPECTRO	20	0.018889210984660423	0.092019386662165081	1.316893378023807	0.043860362058971009	0.027364294066987767	31	31	0	22	0	0
CMASS_South_f1_g11_W2_IMAGING_r20	CMASS	South	1	11	W2_IMAGING	20	0.015638415985542151	0.087796412244725536	1.2403481060578296	0.042406660748233627	0.026553484724322039	32	32	0	17	0	0
CMASS_South_f1_g11_W3_OFFICIAL_OBS_r20	CMASS	South	1	11	W3_OFFICIAL_OBS	20	0.016101930306574173	0.090196094757352574	1.288432258365358	0.043212693984716971	0.026168808979450099	30	30	0	22	0	0
CMASS_South_f1_g12_W0_UNIT_r5	CMASS	South	1	12	W0_UNIT	5	0.01960350849853458	0.083670968879246063	1.1493096578701065	0.033979103419013529	0.015761410070276531	30	31	0	21	0	0
CMASS_South_f1_g12_W1_SPECTRO_r5	CMASS	South	1	12	W1_SPECTRO	5	0.019859339147294815	0.0852749587896168	1.1660183089840588	0.034316448244097832	0.015954306003286355	29	30	0	19	0	0
CMASS_South_f1_g12_W2_IMAGING_r5	CMASS	South	1	12	W2_IMAGING	5	0.015134984909705202	0.0811196682742759	1.1293352989151715	0.03298133129707994	0.015207345193744469	30	31	0	21	0	0
CMASS_South_f1_g12_W3_OFFICIAL_OBS_r5	CMASS	South	1	12	W3_OFFICIAL_OBS	5	0.015385642817421542	0.082900634383332561	1.1477010548660387	0.033332556701819574	0.015421234859572652	32	33	0	25	0	0
CMASS_South_f1_g12_W0_UNIT_r10	CMASS	South	1	12	W0_UNIT	10	0.019948005606899202	0.083249106130997688	1.1213692044480905	0.034345231879766902	0.01600092201489469	26	27	0	17	0	0
CMASS_South_f1_g12_W1_SPECTRO_r10	CMASS	South	1	12	W1_SPECTRO	10	0.020214475614724517	0.084759578404271216	1.1457582002018438	0.03464972258580163	0.016361207555784119	30	31	0	19	0	0
CMASS_South_f1_g12_W2_IMAGING_r10	CMASS	South	1	12	W2_IMAGING	10	0.015306956232852147	0.080649719580327114	1.1024249638959489	0.033420788698144757	0.015541085199126347	27	28	0	21	0	0
CMASS_South_f1_g12_W3_OFFICIAL_OBS_r10	CMASS	South	1	12	W3_OFFICIAL_OBS	10	0.015571539978180957	0.082347867992420637	1.1235388644443476	0.033741334229665215	0.015925996516974513	30	30	0	21	0	0
CMASS_South_f1_g12_W0_UNIT_r20	CMASS	South	1	12	W0_UNIT	20	0.019734280219030446	0.083577433579453519	1.1286764550303159	0.034424153651791724	0.016013361167473258	26	27	0	13	0	0
CMASS_South_f1_g12_W1_SPECTRO_r20	CMASS	South	1	12	W1_SPECTRO	20	0.019982624682221325	0.085039949558290695	1.1524001674077016	0.034732374599672419	0.016313207868290231	26	27	0	13	0	0
CMASS_South_f1_g12_W2_IMAGING_r20	CMASS	South	1	12	W2_IMAGING	20	0.015224379200587947	0.081032900012902101	1.1089169961968233	0.03350314831300491	0.015547936898054551	26	27	0	19	0	0
CMASS_South_f1_g12_W3_OFFICIAL_OBS_r20	CMASS	South	1	12	W3_OFFICIAL_OBS	20	0.015469556808400257	0.082668824992705406	1.1335443694740341	0.03382154855775437	0.015870386682133353	27	27	0	23	0	0
CMASS_South_f1_g13_W0_UNIT_r5	CMASS	South	1	13	W0_UNIT	5	0.014732598972674532	0.07836119089859922	1.179995579412864	0.037636142440800151	0.021296705925504287	29	29	0	18	0	0
CMASS_South_f1_g13_W1_SPECTRO_r5	CMASS	South	1	13	W1_SPECTRO	5	0.014423149482890045	0.078795514268518399	1.2221130691341171	0.038074885952460898	0.021252188015704318	31	31	0	20	0	0
CMASS_South_f1_g13_W2_IMAGING_r5	CMASS	South	1	13	W2_IMAGING	5	0.01180722361497316	0.07647606111643096	1.1632415881680787	0.037294601149747933	0.021127423647709198	27	27	0	20	0	0
CMASS_South_f1_g13_W3_OFFICIAL_OBS_r5	CMASS	South	1	13	W3_OFFICIAL_OBS	5	0.011684339210887648	0.077042796594070401	1.1993698835964219	0.037703262051335604	0.020951590623069543	35	35	0	22	0	0
CMASS_South_f1_g13_W0_UNIT_r10	CMASS	South	1	13	W0_UNIT	10	0.014820431231733827	0.078818586245886502	1.1615268905477083	0.037219115656746446	0.020473126832173699	29	29	0	16	0	0
CMASS_South_f1_g13_W1_SPECTRO_r10	CMASS	South	1	13	W1_SPECTRO	10	0.014537989935571923	0.079183575584072075	1.214717552087679	0.037536535589031444	0.02040900072987159	34	34	0	18	0	0
CMASS_South_f1_g13_W2_IMAGING_r10	CMASS	South	1	13	W2_IMAGING	10	0.011874355998855959	0.076916906022809053	1.141844428234734	0.036875165603804091	0.020285143772100191	28	28	0	22	0	0
CMASS_South_f1_g13_W3_OFFICIAL_OBS_r10	CMASS	South	1	13	W3_OFFICIAL_OBS	10	0.011778795315298718	0.077420595405119211	1.1955158826706911	0.037173392617691106	0.020123703820441544	34	34	0	16	0	0
CMASS_South_f1_g13_W0_UNIT_r20	CMASS	South	1	13	W0_UNIT	20	0.014888958326834208	0.078683527466012246	1.1252304995330917	0.036904493771515466	0.019991716577824496	30	30	0	16	0	0
CMASS_South_f1_g13_W1_SPECTRO_r20	CMASS	South	1	13	W1_SPECTRO	20	0.014617132389904431	0.079079491042368402	1.1817895769581732	0.037239183881162513	0.019990939845724164	34	34	0	18	0	0
CMASS_South_f1_g13_W2_IMAGING_r20	CMASS	South	1	13	W2_IMAGING	20	0.011890452749754411	0.076771877370070851	1.1088438553666897	0.03658245336772923	0.019828847330021319	28	28	0	18	0	0
CMASS_South_f1_g13_W3_OFFICIAL_OBS_r20	CMASS	South	1	13	W3_OFFICIAL_OBS	20	0.011808354969729191	0.07731072351598918	1.161665258195496	0.036903229447904716	0.019749403159969429	31	32	0	18	0	0
CMASS_South_f1_g14_W0_UNIT_r5	CMASS	South	1	14	W0_UNIT	5	0.014840757445355393	0.079532687716958872	1.1658498995267221	0.035583961884089861	0.02165233771796081	25	26	0	23	0	0
CMASS_South_f1_g14_W1_SPECTRO_r5	CMASS	South	1	14	W1_SPECTRO	5	0.015138137679877458	0.080827645491742844	1.1999564424920979	0.035904314864127693	0.02133614601963222	29	30	0	19	0	0
CMASS_South_f1_g14_W2_IMAGING_r5	CMASS	South	1	14	W2_IMAGING	5	0.013700799389864408	0.07719122006474545	1.1409509141308865	0.035047775973113073	0.021424068085921316	23	24	0	25	0	0
CMASS_South_f1_g14_W3_OFFICIAL_OBS_r5	CMASS	South	1	14	W3_OFFICIAL_OBS	5	0.013990528198643333	0.078349931355319716	1.1728987563940503	0.035315924345289407	0.021099457663791024	29	30	0	23	0	0
CMASS_South_f1_g14_W0_UNIT_r10	CMASS	South	1	14	W0_UNIT	10	0.014889609337441819	0.079169721014616556	1.1113772134831701	0.034729955166171896	0.020131440582603487	30	31	0	23	0	0
CMASS_South_f1_g14_W1_SPECTRO_r10	CMASS	South	1	14	W1_SPECTRO	10	0.015184933363091133	0.080425301439646768	1.142370857896343	0.035217335347225528	0.020100885193992335	28	29	0	19	0	0
CMASS_South_f1_g14_W2_IMAGING_r10	CMASS	South	1	14	W2_IMAGING	10	0.013802391832690894	0.076984480458876667	1.0892462200121344	0.034290136134710318	0.019962714741042664	31	32	0	23	0	0
CMASS_South_f1_g14_W3_OFFICIAL_OBS_r10	CMASS	South	1	14	W3_OFFICIAL_OBS	10	0.014091065434705233	0.078101127404736168	1.118689478458281	0.03471618554002958	0.019933854515119281	26	27	0	21	0	0
CMASS_South_f1_g14_W0_UNIT_r20	CMASS	South	1	14	W0_UNIT	20	0.014790701036204066	0.078696161382216426	1.0932024151787709	0.03486139932966454	0.020527658078461061	29	30	0	21	0	0
CMASS_South_f1_g14_W1_SPECTRO_r20	CMASS	South	1	14	W1_SPECTRO	20	0.015095897424876116	0.08005727607498514	1.1254185648327089	0.035514867450161948	0.020672049074964397	27	28	0	17	0	0
CMASS_South_f1_g14_W2_IMAGING_r20	CMASS	South	1	14	W2_IMAGING	20	0.013789324689856271	0.076653663755431242	1.0759794337002715	0.034418160632792731	0.020295487116667277	29	30	0	25	0	0
CMASS_South_f1_g14_W3_OFFICIAL_OBS_r20	CMASS	South	1	14	W3_OFFICIAL_OBS	20	0.014087867450369938	0.077873016817358087	1.1032492333157948	0.035011005033559695	0.020440446530560614	26	27	0	19	0	0
CMASS_South_f1_g15_W0_UNIT_r5	CMASS	South	1	15	W0_UNIT	5	0.016224466393108809	0.086152417636681938	1.2394088010276432	0.039909646375277413	0.025469852561827842	31	31	0	31	0	0
CMASS_South_f1_g15_W1_SPECTRO_r5	CMASS	South	1	15	W1_SPECTRO	5	0.01607627362421022	0.087111101342739083	1.2912948819393897	0.039910532457419379	0.024961157195546813	31	31	0	33	0	0
CMASS_South_f1_g15_W2_IMAGING_r5	CMASS	South	1	15	W2_IMAGING	5	0.015017818917258861	0.08345594568320952	1.2174271977590745	0.039525266824502366	0.025891148717043674	30	30	0	27	0	0
CMASS_South_f1_g15_W3_OFFICIAL_OBS_r5	CMASS	South	1	15	W3_OFFICIAL_OBS	5	0.014938616696292165	0.084724234834327811	1.2776743939994664	0.039586285192703879	0.025378962417851321	30	30	0	27	0	0
CMASS_South_f1_g15_W0_UNIT_r10	CMASS	South	1	15	W0_UNIT	10	0.016290570741889384	0.086040841521547368	1.204240401024617	0.039775094191967161	0.025266515517645468	29	29	0	27	0	0
CMASS_South_f1_g15_W1_SPECTRO_r10	CMASS	South	1	15	W1_SPECTRO	10	0.016139003901307188	0.086993274416585414	1.2620801490814106	0.039871937093179183	0.024832078783347575	29	29	0	29	0	0
CMASS_South_f1_g15_W2_IMAGING_r10	CMASS	South	1	15	W2_IMAGING	10	0.015406523685073175	0.083492942553404143	1.1812920856304583	0.039392902564198952	0.025646850255115445	28	28	0	29	0	0
CMASS_South_f1_g15_W3_OFFICIAL_OBS_r10	CMASS	South	1	15	W3_OFFICIAL_OBS	10	0.015332687634690803	0.08477673497713048	1.2420806895413037	0.039528031954967159	0.025121668858621743	29	29	0	29	0	0
CMASS_South_f1_g15_W0_UNIT_r20	CMASS	South	1	15	W0_UNIT	20	0.016403805113586162	0.085467029716101373	1.2146752833784129	0.039786563146240156	0.025149492361353977	28	28	0	27	0	0
CMASS_South_f1_g15_W1_SPECTRO_r20	CMASS	South	1	15	W1_SPECTRO	20	0.016277080830106549	0.086564537281907605	1.28040723595701	0.039988830242525426	0.024898060405957326	31	31	0	29	0	0
CMASS_South_f1_g15_W2_IMAGING_r20	CMASS	South	1	15	W2_IMAGING	20	0.015374049033957098	0.082849980605319992	1.1903632829749069	0.039410672357253922	0.025564824301509796	26	26	0	27	0	0
CMASS_South_f1_g15_W3_OFFICIAL_OBS_r20	CMASS	South	1	15	W3_OFFICIAL_OBS	20	0.015320711795954844	0.084274168160043322	1.2562599584455998	0.039665824749550119	0.025243495461665814	32	32	0	25	0	0
CMASS_South_f1_g16_W0_UNIT_r5	CMASS	South	1	16	W0_UNIT	5	0.021355259345129884	0.081212935159941754	1.197989479364751	0.038207148295797418	0.024722403311177421	31	32	0	16	0	0
CMASS_South_f1_g16_W1_SPECTRO_r5	CMASS	South	1	16	W1_SPECTRO	5	0.022831177579054607	0.08532461529450136	1.2582181653803222	0.039689306338275915	0.025550326127624576	32	33	0	16	0	0
CMASS_South_f1_g16_W2_IMAGING_r5	CMASS	South	1	16	W2_IMAGING	5	0.016401442778921759	0.077457802082020383	1.1735651059273291	0.038233620181205803	0.025685935850158464	33	34	0	26	0	0
CMASS_South_f1_g16_W3_OFFICIAL_OBS_r5	CMASS	South	1	16	W3_OFFICIAL_OBS	5	0.017539943034106113	0.08124736661961969	1.2315776238903424	0.039634290170194555	0.026488289456630561	32	33	0	24	0	0
CMASS_South_f1_g16_W0_UNIT_r10	CMASS	South	1	16	W0_UNIT	10	0.020573314454541875	0.080519887697446724	1.1479209375402006	0.036980192431827576	0.022029778178806393	30	31	0	16	0	0
CMASS_South_f1_g16_W1_SPECTRO_r10	CMASS	South	1	16	W1_SPECTRO	10	0.022034114579243539	0.084576683647998571	1.2197937914815109	0.038377230573614834	0.022808205251231024	33	34	0	11	0	0
CMASS_South_f1_g16_W2_IMAGING_r10	CMASS	South	1	16	W2_IMAGING	10	0.016112569501329964	0.076923813164040789	1.1240233123245376	0.037015607949662854	0.023058664901518571	30	31	0	24	0	0
CMASS_South_f1_g16_W3_OFFICIAL_OBS_r10	CMASS	South	1	16	W3_OFFICIAL_OBS	10	0.017235448894244155	0.080679346006943417	1.200028710546136	0.038343980735680031	0.023816868666810095	32	33	0	28	0	0
CMASS_South_f1_g16_W0_UNIT_r20	CMASS	South	1	16	W0_UNIT	20	0.020622678004453603	0.079709467410205084	1.1158487568046054	0.036148301399695298	0.021330295325127698	29	30	0	17	0	0
CMASS_South_f1_g16_W1_SPECTRO_r20	CMASS	South	1	16	W1_SPECTRO	20	0.022082279023428533	0.083695941817346547	1.1947062292844808	0.037399588478472919	0.021974098211996959	29	30	0	21	0	0
CMASS_South_f1_g16_W2_IMAGING_r20	CMASS	South	1	16	W2_IMAGING	20	0.015891656413743724	0.076005943147644278	1.0935009577883794	0.036199138685043104	0.022362634906617159	32	33	0	25	0	0
CMASS_South_f1_g16_W3_OFFICIAL_OBS_r20	CMASS	South	1	16	W3_OFFICIAL_OBS	20	0.01701681789477982	0.079691910080042921	1.1708361823515423	0.037383843468032626	0.022989191668912879	31	32	0	31	0	0
CMASS_South_f1_g17_W0_UNIT_r5	CMASS	South	1	17	W0_UNIT	5	0.022708158196628744	0.079897480518472508	1.2352438280055635	0.037811606743678644	0.026181239377314744	33	34	0	17	0	0
