relation_id	relation_type	curve_a	curve_b	sample	cap_a	cap_b	factor_a	group_a	factor_b	group_b	factor_pair	z_lo_a	z_hi_a	z_lo_b	z_hi_b	lane_a	lane_b	ratio_a	ratio_b	raw_rms_difference	raw_max_abs_difference	raw_relative_l2	centered_rms_difference	centered_relative_l2	centered_cosine	difference_rms_difference	difference_relative_l2	difference_cosine	raw_rms_a	raw_rms_b	centered_rms_a	centered_rms_b	raw_degenerate	centered_degenerate	difference_degenerate	raw_lag_degenerate	difference_lag_degenerate
1515	RANDOM_DENSITY	LOWZ|South|4|2|W1_SPECTRO|10	LOWZ|South|4|2|W1_SPECTRO|20	LOWZ	South	South	4	2	4	2	4	0.23000000000000001	0.27000000000000002	0.23000000000000001	0.27000000000000002	W1_SPECTRO	W1_SPECTRO	10	20	0.00089766391777654632	0.002936879045212018	0.010755142884481724	0.00089753455315400759	0.011335295233198279	0.99988257448290874	0.00090229762199136546	0.036564876481610296	0.99868439055011182	0.058890261181473245	0.059144947222975905	0.055857235016542869	0.056120618275291322	0	0	0	0	0
1516	RANDOM_DENSITY	LOWZ|South|4|2|W2_IMAGING|5	LOWZ|South|4|2|W2_IMAGING|20	LOWZ	South	South	4	2	4	2	4	0.23000000000000001	0.27000000000000002	0.23000000000000001	0.27000000000000002	W2_IMAGING	W2_IMAGING	5	20	0.0016691968541412989	0.0056021483130650473	0.020414178294763188	0.0016647675728187834	0.021537415178444961	0.99953642973220258	0.0017434775419897114	0.072871629792234618	0.9950024569998196	0.057817544050588011	0.057817814635204773	0.054677717323645188	0.054636083307170548	0	0	0	0	0
1517	RANDOM_DENSITY	LOWZ|South|4|2|W2_IMAGING|10	LOWZ|South|4|2|W2_IMAGING|20	LOWZ	South	South	4	2	4	2	4	0.23000000000000001	0.27000000000000002	0.23000000000000001	0.27000000000000002	W2_IMAGING	W2_IMAGING	10	20	0.000885466033436643	0.0028517569884797256	0.010852123372780314	0.00088546594150623571	0.011487031754349676	0.99987936124915267	0.00089852130542894732	0.037291334727814408	0.99866667871415993	0.057572990645229624	0.057817814635204773	0.054376795577131987	0.054636083307170548	0	0	0	0	0
1518	RANDOM_DENSITY	LOWZ|South|4|2|W3_OFFICIAL_OBS|5	LOWZ|South|4|2|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	2	4	2	4	0.23000000000000001	0.27000000000000002	0.23000000000000001	0.27000000000000002	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0016259888751618799	0.004780388541132663	0.019436447937208008	0.0016202191541071077	0.02040259317788012	0.99958440091286915	0.0015981755489006164	0.065156764958874416	0.99592995737717394	0.059163475115930918	0.059144947222975905	0.056185474371780827	0.056120618275291322	0	0	0	0	0
1519	RANDOM_DENSITY	LOWZ|South|4|2|W3_OFFICIAL_OBS|10	LOWZ|South|4|2|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	2	4	2	4	0.23000000000000001	0.27000000000000002	0.23000000000000001	0.27000000000000002	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.00089766391777654632	0.002936879045212018	0.010755142884481724	0.00089753455315400759	0.011335295233198279	0.99988257448290874	0.00090229762199136546	0.036564876481610296	0.99868439055011182	0.058890261181473245	0.059144947222975905	0.055857235016542869	0.056120618275291322	0	0	0	0	0
1520	RANDOM_DENSITY	LOWZ|South|4|3|W0_UNIT|5	LOWZ|South|4|3|W0_UNIT|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W0_UNIT	W0_UNIT	5	20	0.0016292689527482641	0.0070388745635437955	0.019064956019881306	0.001598447876747424	0.019785273678859933	0.99970929687139276	0.0015106207097933891	0.052585855206524285	0.99737252517469033	0.059992173164517507	0.060861743611682652	0.056720033082477375	0.057531088520414359	0	0	0	0	0
1521	RANDOM_DENSITY	LOWZ|South|4|3|W0_UNIT|10	LOWZ|South|4|3|W0_UNIT|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W0_UNIT	W0_UNIT	10	20	0.00067705762113554329	0.0021585574298466984	0.0078650092010415333	0.0006509620816845717	0.0080039954029653363	0.99993623815311805	0.00079830045787418014	0.027567424431206532	0.99924013506513765	0.060880524508939889	0.060861743611682652	0.057486385707044757	0.057531088520414359	0	0	0	0	0
1522	RANDOM_DENSITY	LOWZ|South|4|3|W1_SPECTRO|5	LOWZ|South|4|3|W1_SPECTRO|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W1_SPECTRO	W1_SPECTRO	5	20	0.0016331370948779323	0.0074573800625173381	0.018719129282052743	0.0016004973492705751	0.019423682403563722	0.99972905384948052	0.0014825972349131167	0.049428305795674768	0.99770641864143306	0.061234669193724237	0.062144034081262477	0.057838636722599521	0.058688436973238951	0	0	0	0	0
1523	RANDOM_DENSITY	LOWZ|South|4|3|W1_SPECTRO|10	LOWZ|South|4|3|W1_SPECTRO|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W1_SPECTRO	W1_SPECTRO	10	20	0.00070296906491257543	0.0023252146394857828	0.0079992080665338867	0.00067660144075324508	0.0081571918406392538	0.99993426484525805	0.00083876681073012259	0.027753051956910187	0.9992318682188962	0.062136816670814068	0.062144034081262477	0.058614031822057232	0.058688436973238951	0	0	0	0	0
1524	RANDOM_DENSITY	LOWZ|South|4|3|W2_IMAGING|5	LOWZ|South|4|3|W2_IMAGING|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W2_IMAGING	W2_IMAGING	5	20	0.0016292689527482641	0.0070388745635437955	0.019064956019881306	0.001598447876747424	0.019785273678859933	0.99970929687139276	0.0015106207097933891	0.052585855206524285	0.99737252517469033	0.059992173164517507	0.060861743611682652	0.056720033082477375	0.057531088520414359	0	0	0	0	0
1525	RANDOM_DENSITY	LOWZ|South|4|3|W2_IMAGING|10	LOWZ|South|4|3|W2_IMAGING|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W2_IMAGING	W2_IMAGING	10	20	0.00067705762113554329	0.0021585574298466984	0.0078650092010415333	0.0006509620816845717	0.0080039954029653363	0.99993623815311805	0.00079830045787418014	0.027567424431206532	0.99924013506513765	0.060880524508939889	0.060861743611682652	0.057486385707044757	0.057531088520414359	0	0	0	0	0
1526	RANDOM_DENSITY	LOWZ|South|4|3|W3_OFFICIAL_OBS|5	LOWZ|South|4|3|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0016331370948779323	0.0074573800625173381	0.018719129282052743	0.0016004973492705751	0.019423682403563722	0.99972905384948052	0.0014825972349131167	0.049428305795674768	0.99770641864143306	0.061234669193724237	0.062144034081262477	0.057838636722599521	0.058688436973238951	0	0	0	0	0
1527	RANDOM_DENSITY	LOWZ|South|4|3|W3_OFFICIAL_OBS|10	LOWZ|South|4|3|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	3	4	3	4	0.27000000000000002	0.31	0.27000000000000002	0.31	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.00070296906491257543	0.0023252146394857828	0.0079992080665338867	0.00067660144075324508	0.0081571918406392538	0.99993426484525805	0.00083876681073012259	0.027753051956910187	0.9992318682188962	0.062136816670814068	0.062144034081262477	0.058614031822057232	0.058688436973238951	0	0	0	0	0
1528	RANDOM_DENSITY	LOWZ|South|4|4|W0_UNIT|5	LOWZ|South|4|4|W0_UNIT|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W0_UNIT	W0_UNIT	5	20	0.001223218398226077	0.0042885939107919907	0.017404105585471487	0.0012220040155310435	0.017804891633435981	0.99968411183209482	0.0012999407342997639	0.058714563406136518	0.99655465642830188	0.049668111080103723	0.049727501708549539	0.048494461247893306	0.048567301383610893	0	0	0	0	0
1529	RANDOM_DENSITY	LOWZ|South|4|4|W0_UNIT|10	LOWZ|South|4|4|W0_UNIT|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W0_UNIT	W0_UNIT	10	20	0.00067238471173081994	0.0024229556571574995	0.0095493183301653389	0.00067105166359928802	0.0097584080255607372	0.99990761183790144	0.00068807074378903074	0.031010468700754586	0.99905864880985906	0.049849748626631558	0.049727501708549539	0.048683160757079957	0.048567301383610893	0	0	0	0	0
1530	RANDOM_DENSITY	LOWZ|South|4|4|W1_SPECTRO|5	LOWZ|South|4|4|W1_SPECTRO|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W1_SPECTRO	W1_SPECTRO	5	20	0.001259595192692124	0.0049225129824864711	0.017628777645985621	0.0012589108878515299	0.018036730383903739	0.9996753881815591	0.0013625610165134128	0.05979578939071812	0.99643160467358127	0.050499210455870705	0.050547863475884053	0.04932452237568051	0.04938341950702161	0	0	0	0	0
1531	RANDOM_DENSITY	LOWZ|South|4|4|W1_SPECTRO|10	LOWZ|South|4|4|W1_SPECTRO|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W1_SPECTRO	W1_SPECTRO	10	20	0.00069399274888898527	0.0028278117357217608	0.0096974725899146956	0.00069365222203002892	0.0099212204332299325	0.99990401221445613	0.00072047699612436871	0.031475904177717909	0.99902286692891928	0.050659265906783081	0.050547863475884053	0.049492700363748712	0.04938341950702161	0	0	0	0	0
1532	RANDOM_DENSITY	LOWZ|South|4|4|W2_IMAGING|5	LOWZ|South|4|4|W2_IMAGING|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W2_IMAGING	W2_IMAGING	5	20	0.001223218398226077	0.0042885939107919907	0.017404105585471487	0.0012220040155310435	0.017804891633435981	0.99968411183209482	0.0012999407342997639	0.058714563406136518	0.99655465642830188	0.049668111080103723	0.049727501708549539	0.048494461247893306	0.048567301383610893	0	0	0	0	0
1533	RANDOM_DENSITY	LOWZ|South|4|4|W2_IMAGING|10	LOWZ|South|4|4|W2_IMAGING|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W2_IMAGING	W2_IMAGING	10	20	0.00067238471173081994	0.0024229556571574995	0.0095493183301653389	0.00067105166359928802	0.0097584080255607372	0.99990761183790144	0.00068807074378903074	0.031010468700754586	0.99905864880985906	0.049849748626631558	0.049727501708549539	0.048683160757079957	0.048567301383610893	0	0	0	0	0
1534	RANDOM_DENSITY	LOWZ|South|4|4|W3_OFFICIAL_OBS|5	LOWZ|South|4|4|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.001259595192692124	0.0049225129824864711	0.017628777645985621	0.0012589108878515299	0.018036730383903739	0.9996753881815591	0.0013625610165134128	0.05979578939071812	0.99643160467358127	0.050499210455870705	0.050547863475884053	0.04932452237568051	0.04938341950702161	0	0	0	0	0
1535	RANDOM_DENSITY	LOWZ|South|4|4|W3_OFFICIAL_OBS|10	LOWZ|South|4|4|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	4	4	4	4	0.31	0.34999999999999998	0.31	0.34999999999999998	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.00069399274888898527	0.0028278117357217608	0.0096974725899146956	0.00069365222203002892	0.0099212204332299325	0.99990401221445613	0.00072047699612436871	0.031475904177717909	0.99902286692891928	0.050659265906783081	0.050547863475884053	0.049492700363748712	0.04938341950702161	0	0	0	0	0
1536	RANDOM_DENSITY	LOWZ|South|4|5|W0_UNIT|5	LOWZ|South|4|5|W0_UNIT|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W0_UNIT	W0_UNIT	5	20	0.0014709079094146838	0.0046388422080186897	0.020661334425597044	0.0014085654231208015	0.020876598851174273	0.9995828042414544	0.0013689734952686925	0.060576829338766833	0.99659177950737998	0.050133816688863242	0.050545089894661006	0.047563326447997267	0.047854660652195243	0	0	0	0	0
1537	RANDOM_DENSITY	LOWZ|South|4|5|W0_UNIT|10	LOWZ|South|4|5|W0_UNIT|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W0_UNIT	W0_UNIT	10	20	0.00073292422023427193	0.0021193541911063186	0.010252732501471556	0.00071771006350491637	0.010598718833563727	0.99988836350330945	0.00069193263990959995	0.030855623510475945	0.99907729751807928	0.050551019899983937	0.050545089894661006	0.047911171509497474	0.047854660652195243	0	0	0	0	0
1538	RANDOM_DENSITY	LOWZ|South|4|5|W1_SPECTRO|5	LOWZ|South|4|5|W1_SPECTRO|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W1_SPECTRO	W1_SPECTRO	5	20	0.0014996439679321274	0.0051154714043797067	0.020659545486278182	0.0014356522968327846	0.020836508333501327	0.99958716914806611	0.0013979856135423281	0.060627974804209978	0.99647520551104352	0.051108064304177338	0.051546541191812657	0.048560832770685632	0.048879107057656072	0	0	0	0	0
1539	RANDOM_DENSITY	LOWZ|South|4|5|W1_SPECTRO|10	LOWZ|South|4|5|W1_SPECTRO|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W1_SPECTRO	W1_SPECTRO	10	20	0.00073518869041762933	0.0022769143640010703	0.01008511557662432	0.00071926994904019965	0.010399792719645579	0.99989239960017373	0.00070199381441260131	0.030609691135292005	0.99908540411224256	0.051547350887099032	0.051546541191812657	0.048930647726513732	0.048879107057656072	0	0	0	0	0
1540	RANDOM_DENSITY	LOWZ|South|4|5|W2_IMAGING|5	LOWZ|South|4|5|W2_IMAGING|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W2_IMAGING	W2_IMAGING	5	20	0.0014709079094146838	0.0046388422080186897	0.020661334425597044	0.0014085654231208015	0.020876598851174273	0.9995828042414544	0.0013689734952686925	0.060576829338766833	0.99659177950737998	0.050133816688863242	0.050545089894661006	0.047563326447997267	0.047854660652195243	0	0	0	0	0
1541	RANDOM_DENSITY	LOWZ|South|4|5|W2_IMAGING|10	LOWZ|South|4|5|W2_IMAGING|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W2_IMAGING	W2_IMAGING	10	20	0.00073292422023427193	0.0021193541911063186	0.010252732501471556	0.00071771006350491637	0.010598718833563727	0.99988836350330945	0.00069193263990959995	0.030855623510475945	0.99907729751807928	0.050551019899983937	0.050545089894661006	0.047911171509497474	0.047854660652195243	0	0	0	0	0
1542	RANDOM_DENSITY	LOWZ|South|4|5|W3_OFFICIAL_OBS|5	LOWZ|South|4|5|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0014996439679321274	0.0051154714043797067	0.020659545486278182	0.0014356522968327846	0.020836508333501327	0.99958716914806611	0.0013979856135423281	0.060627974804209978	0.99647520551104352	0.051108064304177338	0.051546541191812657	0.048560832770685632	0.048879107057656072	0	0	0	0	0
1543	RANDOM_DENSITY	LOWZ|South|4|5|W3_OFFICIAL_OBS|10	LOWZ|South|4|5|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	5	4	5	4	0.34999999999999998	0.39000000000000001	0.34999999999999998	0.39000000000000001	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.00073518869041762933	0.0022769143640010703	0.01008511557662432	0.00071926994904019965	0.010399792719645579	0.99989239960017373	0.00070199381441260131	0.030609691135292005	0.99908540411224256	0.051547350887099032	0.051546541191812657	0.048930647726513732	0.048879107057656072	0	0	0	0	0
1544	RANDOM_DENSITY	LOWZ|South|4|6|W0_UNIT|5	LOWZ|South|4|6|W0_UNIT|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W0_UNIT	W0_UNIT	5	20	0.0018031825585675466	0.0082484545807509496	0.029676715508574238	0.0017404562255587141	0.02942205027792015	0.99929122427776407	0.0017299835895275009	0.083270482499948617	0.99309546554925032	0.042547780785720246	0.043377040569431154	0.041456540756450867	0.042197731100042782	0	0	0	0	0
1545	RANDOM_DENSITY	LOWZ|South|4|6|W0_UNIT|10	LOWZ|South|4|6|W0_UNIT|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W0_UNIT	W0_UNIT	10	20	0.0011022653571674619	0.0042451177509171822	0.018087321638846198	0.001078731405207384	0.01819104095539394	0.99975018396617576	0.00086985533280214955	0.041744940541352478	0.99834952273777744	0.042805110874011475	0.043377040569431154	0.041663640507408034	0.042197731100042782	0	0	0	0	0
1546	RANDOM_DENSITY	LOWZ|South|4|6|W1_SPECTRO|5	LOWZ|South|4|6|W1_SPECTRO|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W1_SPECTRO	W1_SPECTRO	5	20	0.0017998294889066482	0.0082470534177230548	0.029129855283363069	0.0017359296340808889	0.028846052450930793	0.99931299311644739	0.0016533784892280097	0.076529032011706397	0.99419170253103439	0.04328072683847041	0.044094675958683105	0.042188948510737942	0.042914069533367967	0	0	0	0	0
1547	RANDOM_DENSITY	LOWZ|South|4|6|W1_SPECTRO|10	LOWZ|South|4|6|W1_SPECTRO|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W1_SPECTRO	W1_SPECTRO	10	20	0.0011182453492958064	0.0048309581496211174	0.018041873669721861	0.0010947731352515429	0.018143915994426645	0.99973899462942284	0.00090847918929657474	0.041911942549780638	0.99837718389992347	0.043557419476781344	0.044094675958683105	0.04241572436755571	0.042914069533367967	0	0	0	0	0
1548	RANDOM_DENSITY	LOWZ|South|4|6|W2_IMAGING|5	LOWZ|South|4|6|W2_IMAGING|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W2_IMAGING	W2_IMAGING	5	20	0.0018031825585675466	0.0082484545807509496	0.029676715508574238	0.0017404562255587141	0.02942205027792015	0.99929122427776407	0.0017299835895275009	0.083270482499948617	0.99309546554925032	0.042547780785720246	0.043377040569431154	0.041456540756450867	0.042197731100042782	0	0	0	0	0
1549	RANDOM_DENSITY	LOWZ|South|4|6|W2_IMAGING|10	LOWZ|South|4|6|W2_IMAGING|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W2_IMAGING	W2_IMAGING	10	20	0.0011022653571674619	0.0042451177509171822	0.018087321638846198	0.001078731405207384	0.01819104095539394	0.99975018396617576	0.00086985533280214955	0.041744940541352478	0.99834952273777744	0.042805110874011475	0.043377040569431154	0.041663640507408034	0.042197731100042782	0	0	0	0	0
1550	RANDOM_DENSITY	LOWZ|South|4|6|W3_OFFICIAL_OBS|5	LOWZ|South|4|6|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0017998294889066482	0.0082470534177230548	0.029129855283363069	0.0017359296340808889	0.028846052450930793	0.99931299311644739	0.0016533784892280097	0.076529032011706397	0.99419170253103439	0.04328072683847041	0.044094675958683105	0.042188948510737942	0.042914069533367967	0	0	0	0	0
1551	RANDOM_DENSITY	LOWZ|South|4|6|W3_OFFICIAL_OBS|10	LOWZ|South|4|6|W3_OFFICIAL_OBS|20	LOWZ	South	South	4	6	4	6	4	0.39000000000000001	0.42999999999999999	0.39000000000000001	0.42999999999999999	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.0011182453492958064	0.0048309581496211174	0.018041873669721861	0.0010947731352515429	0.018143915994426645	0.99973899462942284	0.00090847918929657474	0.041911942549780638	0.99837718389992347	0.043557419476781344	0.044094675958683105	0.04241572436755571	0.042914069533367967	0	0	0	0	0
1552	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|5	CMASS|North|1|0|W1_SPECTRO|5	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W1_SPECTRO	5	5	0.0034409572557307462	0.031824336000582099	0.022892856523567661	0.0034169650386801334	0.023282569560360459	0.99975663357753297	0.0037797074875189659	0.060385254253393764	0.99783293707760934	0.1049931086617715	0.10755765980965111	0.1024992920574513	0.10503610555372996	0	0	0	0	0
1553	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|5	CMASS|North|1|0|W2_IMAGING|5	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W2_IMAGING	5	5	0.00080068141433179568	0.0038472104219341441	0.0054082883002511736	0.00072924002081703758	0.0050445024537823383	0.99998949182516905	0.00050778524685583316	0.0083496169024457126	0.99993166117869292	0.1049931086617715	0.10437620323332054	0.1024992920574513	0.10194054823555213	0	0	0	0	0
1554	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|5	CMASS|North|1|0|W3_OFFICIAL_OBS|5	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W3_OFFICIAL_OBS	5	5	0.0031174522261958491	0.027819456282563548	0.020801133231602008	0.0031166264903337015	0.021293551674218751	0.99973009372050037	0.0037519794516463569	0.06000598633601327	0.99777113080515367	0.1049931086617715	0.10694516304656358	0.1024992920574513	0.10448229805810398	0	0	0	0	0
1555	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|10	CMASS|North|1|0|W1_SPECTRO|10	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W1_SPECTRO	10	10	0.0036745244456609549	0.034598078237015661	0.024546811022571266	0.0036388409469326642	0.024938623584115607	0.99975117886786324	0.0039275971997023073	0.063905810419422532	0.99759949816087268	0.10440953248254102	0.10727122324271979	0.10175623526706781	0.1045750419648785	0	0	0	0	0
1556	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|10	CMASS|North|1|0|W2_IMAGING|10	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W2_IMAGING	10	10	0.00081818405286759042	0.0038770712283759945	0.0055575182077111929	0.00070539962346241104	0.0049148428882458935	0.99998995322424211	0.00049112492495632465	0.0082432592301663072	0.99993473577342995	0.10440953248254102	0.10379165472230063	0.10175623526706781	0.10121712895320992	0	0	0	0	0
1557	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|10	CMASS|North|1|0|W3_OFFICIAL_OBS|10	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W3_OFFICIAL_OBS	10	10	0.0033077866976836006	0.03061815094139142	0.022161448902093001	0.0033064162968707987	0.022719479481191934	0.99973102404271419	0.003840874475466972	0.06258231347992782	0.99761714880756991	0.10440953248254102	0.10666197693091245	0.10175623526706781	0.10404468165094585	0	0	0	0	0
1558	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|20	CMASS|North|1|0|W1_SPECTRO|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W1_SPECTRO	20	20	0.0037078701849442243	0.0347076896552444	0.024776975183841841	0.0036714686715762592	0.025217419730015726	0.99976116015502337	0.0037750124592249917	0.061933811005659388	0.99771628429140868	0.10433681018423727	0.10727955254227374	0.10148849101260481	0.10439003519423749	0	0	0	0	0
1559	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|20	CMASS|North|1|0|W2_IMAGING|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W2_IMAGING	20	20	0.00084322418883376162	0.0037948408718462279	0.0057318978873943044	0.00071079705482394106	0.004965531131643882	0.9999894877858041	0.00047501278222165786	0.0080276510560833101	0.99993739219990141	0.10433681018423727	0.10370835507376872	0.10148849101260481	0.10095013112225533	0	0	0	0	0
1560	WEIGHT_LANE	CMASS|North|1|0|W0_UNIT|20	CMASS|North|1|0|W3_OFFICIAL_OBS|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W3_OFFICIAL_OBS	20	20	0.0033307829681467611	0.030846893622978433	0.022323244291726461	0.0033302055085678382	0.02293304191073103	0.99974112069049392	0.0037120832620482604	0.060971462156398273	0.99771577753683438	0.10433681018423727	0.10666086882278769	0.10148849101260481	0.10386181976430862	0	0	0	0	0
1561	WEIGHT_LANE	CMASS|North|1|1|W0_UNIT|5	CMASS|North|1|1|W1_SPECTRO|5	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W0_UNIT	W1_SPECTRO	5	5	0.001891747426987352	0.01259120688361981	0.014325323440320389	0.001875454029882159	0.014423622652060404	0.99990386360210193	0.0018023996879990829	0.028757357423012674	0.99929193352155088	0.092676362476900795	0.094074041785557561	0.091252313999315923	0.092627865038318075	0	0	0	0	0
1562	WEIGHT_LANE	CMASS|North|1|1|W0_UNIT|5	CMASS|North|1|1|W2_IMAGING|5	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W0_UNIT	W2_IMAGING	5	5	0.00061215779732850476	0.0024339476908276647	0.0046794984765788092	0.00052786358556646646	0.0040971184246809383	0.99998866302146794	0.00028116675365097362	0.0045247314493507794	0.9999808647733488	0.092676362476900795	0.092326435366505047	0.091252313999315923	0.090951554034186782	0	0	0	0	0
1563	WEIGHT_LANE	CMASS|North|1|1|W0_UNIT|5	CMASS|North|1|1|W3_OFFICIAL_OBS|5	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W0_UNIT	W3_OFFICIAL_OBS	5	5	0.0016307637216008083	0.0099979546160745558	0.012373053649843006	0.0016305390388442551	0.012561886486098912	0.99990862356547561	0.0016851427047718213	0.026917306856989891	0.99936214128101886	0.092676362476900795	0.093713556405851245	0.091252313999315923	0.092310252725408007	0	0	0	0	0
1564	WEIGHT_LANE	CMASS|North|1|1|W0_UNIT|10	CMASS|North|1|1|W1_SPECTRO|10	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W0_UNIT	W1_SPECTRO	10	10	0.0020380735021723914	0.014991187432183972	0.015359448083472144	0.0020174171016027181	0.015448334894010922	0.99990932206939376	0.0018192030834359538	0.029165914842956438	0.99932167003202288	0.093016436398441954	0.094631222390583206	0.091544210678175725	0.093132849348217556	0	0	0	0	0
1565	WEIGHT_LANE	CMASS|North|1|1|W0_UNIT|10	CMASS|North|1|1|W2_IMAGING|10	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W0_UNIT	W2_IMAGING	10	10	0.00063645239902753543	0.0025333332409080145	0.0048472445754949214	0.00053889011012587368	0.0041690825064186181	0.99998762692087495	0.0002653394688385967	0.0042957444230194439	0.99998185987172183	0.093016436398441954	0.092672165347695429	0.091544210678175725	0.091254941651941285	0	0	0	0	0
