sample	factor	group	z_lo	z_hi	lane	nside	north_selection	south_selection	rank	rank_tau	positive_condition	difference_rms	covariance_rms_scale	difference_to_covariance_rms	range_fraction	unresolved_fraction	range_quadratic_per_rank	diagonal_standardized_rms	resolved_diagonal_bins	eigen_min	eigen_max
CMASS	1	13	0.56000000000000005	0.56999999999999995	W3_OFFICIAL_OBS	8	CMASS_North_f1_g13	CMASS_South_f1_g13	119	1.0338063910024932e-16	4523.2203313764076	0.014378852280500114	0.013537264887004114	1.0621682001882027	1	0	3.1488288189576159	0.94626129628618239	119	8.6497644817523067e-07	0.0039124790565479546
CMASS	1	13	0.56000000000000005	0.56999999999999995	W3_OFFICIAL_OBS	16	CMASS_North_f1_g13	CMASS_South_f1_g13	119	1.2337576642716718e-16	807.05518633275926	0.014378852280500114	0.013650080038324842	1.0533895947957173	0.99999999999999989	1.1102230246251565e-16	1.0225329964241694	0.96283875063256097	119	5.7854806311610037e-06	0.0046692021488062138
CMASS	1	14	0.56999999999999995	0.57999999999999996	W0_UNIT	4	CMASS_North_f1_g14	CMASS_South_f1_g14	75	2.5319397958097129e-16	20848718.006045505	0.011297819889584053	0.015323060814475514	0.73730829802040176	0.91019353420885329	0.089806465791146706	1559.5732973584986	0.79111851802084632	119	-3.8011668064040149e-19	0.0095822211100278602
CMASS	1	14	0.56999999999999995	0.57999999999999996	W0_UNIT	8	CMASS_North_f1_g14	CMASS_South_f1_g14	119	2.0920049646864447e-16	7499.3076011158782	0.011297819889584053	0.015287383003913675	0.73902903372616058	1	0	2.0611448513098112	0.79338742053088596	119	1.0557336309329754e-06	0.0079172712432093277
CMASS	1	14	0.56999999999999995	0.57999999999999996	W0_UNIT	16	CMASS_North_f1_g14	CMASS_South_f1_g14	119	2.1562003841107277e-16	1389.2909615947146	0.011297819889584053	0.015020638961888122	0.75215308205263565	1	0	0.83284673222760042	0.8399080686094289	119	5.8736588958369268e-06	0.0081602212154766336
CMASS	1	14	0.56999999999999995	0.57999999999999996	W1_SPECTRO	4	CMASS_North_f1_g14	CMASS_South_f1_g14	75	2.6385258703986263e-16	23885055.0120106	0.011724705781058036	0.0158563413897134	0.73943323323401011	0.91289162243188504	0.087108377568114959	71.372870154894045	0.758599006397222	119	-3.8547460169784721e-19	0.0099856001064997195
CMASS	1	14	0.56999999999999995	0.57999999999999996	W1_SPECTRO	8	CMASS_North_f1_g14	CMASS_South_f1_g14	119	2.1886002223267894e-16	8914.3065077710708	0.011724705781058036	0.015839395450090086	0.74022432345998102	0.99999999999999978	2.2204460492503131e-16	2.4925585348799428	0.75097614486813846	119	9.2916253339990106e-07	0.0082828396182637928
CMASS	1	14	0.56999999999999995	0.57999999999999996	W1_SPECTRO	16	CMASS_North_f1_g14	CMASS_South_f1_g14	119	2.1631935263329003e-16	1272.6737499487119	0.011724705781058036	0.015497080784257803	0.75657512174603825	0.99999999999999978	2.2204460492503131e-16	0.77246005610831858	0.79030934903414951	119	6.4326674647003039e-06	0.0081866870244732097
CMASS	1	14	0.56999999999999995	0.57999999999999996	W2_IMAGING	4	CMASS_North_f1_g14	CMASS_South_f1_g14	75	2.2738528942632876e-16	20496133.138329454	0.010441686894453793	0.014578813007678475	0.71622339136624424	0.90011639997177451	0.099883600028225494	2405.1315795045807	0.79049658150601054	119	-3.1984901854410602e-19	0.0086054815523524918
CMASS	1	14	0.56999999999999995	0.57999999999999996	W2_IMAGING	8	CMASS_North_f1_g14	CMASS_South_f1_g14	119	1.9191255075888254e-16	6498.0905661713668	0.010441686894453793	0.014756037477268474	0.70762133198286503	1	0	1.9238193494743281	0.78857815887717997	119	1.117713331406934e-06	0.007263002454499368
CMASS	1	14	0.56999999999999995	0.57999999999999996	W2_IMAGING	16	CMASS_North_f1_g14	CMASS_South_f1_g14	119	2.0547992680965887e-16	1315.2764165459255	0.010441686894453793	0.014590648060961529	0.71564243416927997	1	0	0.80581953778096049	0.83688181697505615	119	5.9124187063273107e-06	0.0077764648891772816
CMASS	1	14	0.56999999999999995	0.57999999999999996	W3_OFFICIAL_OBS	4	CMASS_North_f1_g14	CMASS_South_f1_g14	75	2.3700622420512607e-16	23015162.980065312	0.010642091189626475	0.015155110078334916	0.70221140820613004	0.89399910468662824	0.10600089531337176	148.49580334544464	0.74313474761449483	119	-3.0267516186214063e-19	0.0089695894370982691
CMASS	1	14	0.56999999999999995	0.57999999999999996	W3_OFFICIAL_OBS	8	CMASS_North_f1_g14	CMASS_South_f1_g14	119	2.0162951548137747e-16	8221.6017126954866	0.010642091189626475	0.01532731222681453	0.69432207239887467	1	0	2.2691977787693167	0.73508614370622882	119	9.2813357970070663e-07	0.0076307446284775227
CMASS	1	14	0.56999999999999995	0.57999999999999996	W3_OFFICIAL_OBS	16	CMASS_North_f1_g14	CMASS_South_f1_g14	119	2.0584722463346595e-16	1213.5453027594945	0.010642091189626475	0.015083315608837054	0.7055538361467063	0.99999999999999967	3.3306690738754696e-16	0.7492328572039948	0.77854340785539511	119	6.4195093461683384e-06	0.0077903654130632612
CMASS	1	15	0.57999999999999996	0.58999999999999997	W0_UNIT	4	CMASS_North_f1_g15	CMASS_South_f1_g15	75	2.6279000287276989e-16	27097963.927613001	0.014535696853617407	0.015332699753786322	0.94801940212961522	0.95822846758080471	0.04177153241919529	3865.5537605306745	0.81952697123423501	119	-2.8712301014046406e-19	0.0099453862102058654
CMASS	1	15	0.57999999999999996	0.58999999999999997	W0_UNIT	8	CMASS_North_f1_g15	CMASS_South_f1_g15	119	2.3551033427472956e-16	8574.3123575121044	0.014535696853617407	0.015298441569168961	0.95014232579815716	1	0	2.5455395912396948	0.77588542945743177	119	1.0394975771888083e-06	0.0089129769216938909
CMASS	1	15	0.57999999999999996	0.58999999999999997	W0_UNIT	16	CMASS_North_f1_g15	CMASS_South_f1_g15	119	2.2377187252082139e-16	1360.1233829627488	0.014535696853617407	0.015256884126800476	0.95273036963581437	1	0	0.68326708074918974	0.77430879117857154	119	6.2264427922802565e-06	0.0084687304344602463
CMASS	1	15	0.57999999999999996	0.58999999999999997	W1_SPECTRO	4	CMASS_North_f1_g15	CMASS_South_f1_g15	75	2.4670669395637905e-16	22027909.409733247	0.013193253043690531	0.015480662505082	0.85224085463780652	0.9424525434291352	0.057547456570864797	1461.3534260096199	0.78668978422136904	119	-2.8776086740404574e-19	0.0093367073527038293
CMASS	1	15	0.57999999999999996	0.58999999999999997	W1_SPECTRO	8	CMASS_North_f1_g15	CMASS_South_f1_g15	119	2.2812630717287757e-16	7588.9089372227027	0.013193253043690531	0.01552884491718534	0.84959654849086197	0.999999999999999	9.9920072216264089e-16	3.0415665931236733	0.74116466285029425	119	1.13765044728902e-06	0.008633525646867049
CMASS	1	15	0.57999999999999996	0.58999999999999997	W1_SPECTRO	16	CMASS_North_f1_g15	CMASS_South_f1_g15	119	2.1982509457145576e-16	1169.949269313732	0.013193253043690531	0.015606373781345117	0.84537594886141454	1	0	0.67310964018031327	0.73822098060319619	119	7.1108751131800095e-06	0.0083193631428461531
CMASS	1	15	0.57999999999999996	0.58999999999999997	W2_IMAGING	4	CMASS_North_f1_g15	CMASS_South_f1_g15	75	2.2783574249516571e-16	22422235.084680799	0.013089798235434762	0.014575414705422833	0.8980738112765092	0.95212494788664082	0.047875052113359184	4851.0611710883177	0.82140289988690252	119	-3.6126277029278849e-19	0.0086225291176715013
CMASS	1	15	0.57999999999999996	0.58999999999999997	W2_IMAGING	8	CMASS_North_f1_g15	CMASS_South_f1_g15	119	1.9983675734791758e-16	7171.7306147240351	0.013089798235434762	0.014579971478867249	0.89779313041919184	0.999999999999999	9.9920072216264089e-16	2.3190079926925677	0.76616684500945476	119	1.0545428197023458e-06	0.0075628970245967212
CMASS	1	15	0.57999999999999996	0.58999999999999997	W2_IMAGING	16	CMASS_North_f1_g15	CMASS_South_f1_g15	119	1.8806028752756479e-16	1145.7155744749493	0.013089798235434762	0.014545079962278367	0.89994680465024768	0.99999999999999967	3.3306690738754696e-16	0.71096270442457066	0.76525326458342824	119	6.2120235304441286e-06	0.0071172121078346981
CMASS	1	15	0.57999999999999996	0.58999999999999997	W3_OFFICIAL_OBS	4	CMASS_North_f1_g15	CMASS_South_f1_g15	75	2.1670017379332914e-16	19965296.714615125	0.01204776252551237	0.014809721599633646	0.81350364653785256	0.9302445490894512	0.0697554509105488	3080.4140684924482	0.78483331175179094	119	-3.1063141267074502e-19	0.0082010993440904106
CMASS	1	15	0.57999999999999996	0.58999999999999997	W3_OFFICIAL_OBS	8	CMASS_North_f1_g15	CMASS_South_f1_g15	119	1.9997765427068636e-16	6194.1392551356539	0.01204776252551237	0.014925615489795759	0.80718698225537833	1	0	2.7368957981955515	0.73611197002345596	119	1.2218371285732923e-06	0.0075682293214780587
CMASS	1	15	0.57999999999999996	0.58999999999999997	W3_OFFICIAL_OBS	16	CMASS_North_f1_g15	CMASS_South_f1_g15	119	1.9013864092616783e-16	1028.7354995424507	0.01204776252551237	0.014985302329381013	0.80397193601432115	1	0	0.679434699346533	0.73541506368052134	119	6.9948671692862281e-06	0.0071958681716287566
CMASS	1	16	0.58999999999999997	0.59999999999999998	W0_UNIT	4	CMASS_North_f1_g16	CMASS_South_f1_g16	73	3.4426341912704339e-16	238836.07598665898	0.01042673141293249	0.016167140704983516	0.64493354781767032	0.91512140095920969	0.084878599040790315	11.925026972270297	0.60311106055986052	119	-4.017647747625971e-19	0.013028778202502903
CMASS	1	16	0.58999999999999997	0.59999999999999998	W0_UNIT	8	CMASS_North_f1_g16	CMASS_South_f1_g16	119	2.1882013635781779e-16	7277.7924034781418	0.01042673141293249	0.015509014977617454	0.6723013310632755	1	0	3.1265671126984671	0.62330899224523695	119	1.1378904018221145e-06	0.0082813301223716752
CMASS	1	16	0.58999999999999997	0.59999999999999998	W0_UNIT	16	CMASS_North_f1_g16	CMASS_South_f1_g16	119	2.0439346795111538e-16	1093.1737311616237	0.01042673141293249	0.015306569403247022	0.68119322744655253	0.99999999999999956	4.4408920985006262e-16	0.66624961494294876	0.65557906089006357	119	7.0760458523022565e-06	0.0077353474462319889
CMASS	1	16	0.58999999999999997	0.59999999999999998	W1_SPECTRO	4	CMASS_North_f1_g16	CMASS_South_f1_g16	73	3.8142436137250285e-16	231647.85124823349	0.01255267290874006	0.017150111813071474	0.73192950842295168	0.94777855388541687	0.052221446114583125	50.487351791172856	0.6388544491833974	119	-6.7014366919595579e-19	0.014435147997875909
CMASS	1	16	0.58999999999999997	0.59999999999999998	W1_SPECTRO	8	CMASS_North_f1_g16	CMASS_South_f1_g16	119	2.5419596186390783e-16	7523.8418647646058	0.01255267290874006	0.016487495054265253	0.7613450598423519	1	0	2.5043511036499693	0.64582024168042096	119	1.2786209064735424e-06	0.0096201415052889084
CMASS	1	16	0.58999999999999997	0.59999999999999998	W1_SPECTRO	16	CMASS_North_f1_g16	CMASS_South_f1_g16	119	2.4071514560463485e-16	1140.9404109669165	0.01255267290874006	0.016247817007042045	0.77257596533119155	0.99999999999999911	8.8817841970012523e-16	0.56643628882764352	0.67921922681373237	119	7.9846018870184835e-06	0.0091099549583820855
CMASS	1	16	0.58999999999999997	0.59999999999999998	W2_IMAGING	4	CMASS_North_f1_g16	CMASS_South_f1_g16	73	1.743531349891302e-16	128642.47122724894	0.0084528987894630023	0.014090121081717578	0.59991668917813157	0.87311966449868705	0.12688033550131295	11.194545595915484	0.61601830987591266	119	-2.8870112370014114e-19	0.0065984597795623913
CMASS	1	16	0.58999999999999997	0.59999999999999998	W2_IMAGING	8	CMASS_North_f1_g16	CMASS_South_f1_g16	119	1.3999614268855926e-16	4770.2498800265448	0.0084528987894630023	0.014133947825934363	0.59805645907032345	1	0	3.1273439961392517	0.62733075477717171	119	1.1106769361443374e-06	0.0052982065213907758
CMASS	1	16	0.58999999999999997	0.59999999999999998	W2_IMAGING	16	CMASS_North_f1_g16	CMASS_South_f1_g16	119	1.3863386053684585e-16	744.7105338388377	0.0084528987894630023	0.014057681183236012	0.60130107371784802	1	0	0.65398483477414526	0.65190149759777494	119	7.0452212021639826e-06	0.0052466504424762373
CMASS	1	16	0.58999999999999997	0.59999999999999998	W3_OFFICIAL_OBS	4	CMASS_North_f1_g16	CMASS_South_f1_g16	73	2.0613347891738105e-16	122238.94745917502	0.010183666014052895	0.015046834660252318	0.67679789430756776	0.92894980615535738	0.071050193844642617	56.882025049327588	0.64846109012946052	119	-3.5498853195164286e-19	0.0078011988137890861
CMASS	1	16	0.58999999999999997	0.59999999999999998	W3_OFFICIAL_OBS	8	CMASS_North_f1_g16	CMASS_South_f1_g16	119	1.7593596173935289e-16	5370.694373633869	0.010183666014052895	0.015088951922898301	0.67490877206644362	0.99999999999999889	1.1102230246251565e-15	2.5031363666332043	0.64408794213932197	119	1.2397582115645526e-06	0.006658362451516131
CMASS	1	16	0.58999999999999997	0.59999999999999998	W3_OFFICIAL_OBS	16	CMASS_North_f1_g16	CMASS_South_f1_g16	119	1.7697819126503542e-16	852.84240608697144	0.010183666014052895	0.01499657582618817	0.67906608362352938	0.99999999999999967	3.3306690738754696e-16	0.5834872366209507	0.67119678553093232	119	7.8535095944670787e-06	0.0066978060187724191
CMASS	1	17	0.59999999999999998	0.60999999999999999	W0_UNIT	4	CMASS_North_f1_g17	CMASS_South_f1_g17	74	8.2305641375762874e-16	909255.40390339901	0.013522335097657316	0.020969671106224677	0.64485203554972881	0.90928844544212806	0.090711554557871943	36.462969402528344	0.60609862166376605	119	-6.1082812485117704e-19	0.031148878641208012
CMASS	1	17	0.59999999999999998	0.60999999999999999	W0_UNIT	8	CMASS_North_f1_g17	CMASS_South_f1_g17	119	6.6338764351487858e-16	22877.857346154717	0.013522335097657316	0.020158382417806483	0.67080457238040325	0.99999999999999889	1.1102230246251565e-15	2.6569199215684858	0.62709743220660041	119	1.0973997159144574e-06	0.02510615415240167
CMASS	1	17	0.59999999999999998	0.60999999999999999	W0_UNIT	16	CMASS_North_f1_g17	CMASS_South_f1_g17	119	5.0271031001462152e-16	2292.2452436912108	0.013522335097657316	0.018614338812787051	0.72644724229303259	0.99999999999999956	4.4408920985006262e-16	0.70437980467340933	0.68816308051934039	119	8.2998362680631933e-06	0.019025260208883663
CMASS	1	17	0.59999999999999998	0.60999999999999999	W1_SPECTRO	4	CMASS_North_f1_g17	CMASS_South_f1_g17	74	8.7950702626875242e-16	1025597.9213151478	0.014614622851404394	0.021803951235220376	0.67027405692400788	0.92166536144540867	0.078334638554591329	49.875781282870662	0.62791632110567075	119	-8.3601361238442885e-19	0.033285273241795685
CMASS	1	17	0.59999999999999998	0.60999999999999999	W1_SPECTRO	8	CMASS_North_f1_g17	CMASS_South_f1_g17	119	7.2633920674847443e-16	16043.18185421337	0.014614622851404394	0.021065803075659813	0.69376053687175376	1	0	2.3085091670308984	0.64565976333469932	119	1.7134119603492545e-06	0.027488579671067319
CMASS	1	17	0.59999999999999998	0.60999999999999999	W1_SPECTRO	16	CMASS_North_f1_g17	CMASS_South_f1_g17	119	5.8504619754778318e-16	2371.3146965506476	0.014614622851404394	0.019767646966227556	0.73932030839953022	1	0	0.70542277607021497	0.69862341611003353	119	9.3371380788813964e-06	0.022141292750174135
CMASS	1	17	0.59999999999999998	0.60999999999999999	W2_IMAGING	4	CMASS_North_f1_g17	CMASS_South_f1_g17	74	4.5973241711329628e-16	397714.91389098373	0.012225244374148875	0.017760317677623871	0.68834604178006309	0.89769090494145876	0.10230909505854124	26.391846724448531	0.62282838012444208	119	-5.6658077249895107e-19	0.017398745734467046
CMASS	1	17	0.59999999999999998	0.60999999999999999	W2_IMAGING	8	CMASS_North_f1_g17	CMASS_South_f1_g17	119	4.0953135545836494e-16	13045.861560145275	0.012225244374148875	0.017642591576682579	0.69293926127646865	0.99999999999999944	5.5511151231257827e-16	2.4358693140441479	0.62079342525144532	119	1.1880294496675194e-06	0.015498867729738037
CMASS	1	17	0.59999999999999998	0.60999999999999999	W2_IMAGING	16	CMASS_North_f1_g17	CMASS_South_f1_g17	119	3.5872726168153459e-16	1631.6503187476706	0.012225244374148875	0.016945044579543826	0.72146427923283685	1	0	0.69413515126082814	0.66134947085192808	119	8.3205130365351347e-06	0.013576167748206702
CMASS	1	17	0.59999999999999998	0.60999999999999999	W3_OFFICIAL_OBS	4	CMASS_North_f1_g17	CMASS_South_f1_g17	74	5.1763533180684845e-16	509298.11778037512	0.013506025465577658	0.018814037637215154	0.71786958897445974	0.91247413529613131	0.087525864703868694	39.943038836977784	0.64722272045974349	119	-4.9295385585792958e-19	0.019590103255790973
CMASS	1	17	0.59999999999999998	0.60999999999999999	W3_OFFICIAL_OBS	8	CMASS_North_f1_g17	CMASS_South_f1_g17	119	4.6236252748049208e-16	10224.677233646504	0.013506025465577658	0.018669796257060976	0.7234157930603895	1	0	2.1739219289891683	0.64307512417454527	119	1.7113775670175171e-06	0.017498283247657353
CMASS	1	17	0.59999999999999998	0.60999999999999999	W3_OFFICIAL_OBS	16	CMASS_North_f1_g17	CMASS_South_f1_g17	119	4.2509850095001185e-16	1690.0448789541126	0.013506025465577658	0.018173066000679673	0.74318914953990323	1	0	0.70123446913024223	0.67644774241312111	119	9.5192810493974387e-06	0.016088012188859073
CMASS	1	18	0.60999999999999999	0.62	W0_UNIT	4	CMASS_North_f1_g18	CMASS_South_f1_g18	75	1.2638527519390436e-16	3485454.5774108456	0.014907078040797685	0.014590345980209441	1.0217083310442305	0.92892685004112074	0.071073149958879256	255.13313114741288	0.89792472262068745	119	-2.5945239985015567e-19	0.0047830981367091201
CMASS	1	18	0.60999999999999999	0.62	W0_UNIT	8	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.4300560882395029e-16	3545.7486638626315	0.014907078040797685	0.015138673586337545	0.98470172804644718	0.99999999999999944	5.5511151231257827e-16	3.0217606053232293	0.868235612661999	119	1.5263633745541963e-06	0.005412100895894399
CMASS	1	18	0.60999999999999999	0.62	W0_UNIT	16	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.6625679960871185e-16	684.97691184650421	0.014907078040797685	0.015304476017090332	0.97403387245346551	1	0	0.9148451813296804	0.86871184080486408	119	9.185785421353575e-06	0.0062920509308034113
CMASS	1	18	0.60999999999999999	0.62	W1_SPECTRO	4	CMASS_North_f1_g18	CMASS_South_f1_g18	75	1.2529756071514775e-16	3383948.5647347639	0.014736169837543127	0.015067394260351422	0.97801713972004545	0.91133728119899993	0.088662718801000073	53.847930801908902	0.92186254147427205	119	-2.6461859342471548e-19	0.0047419331743459789
CMASS	1	18	0.60999999999999999	0.62	W1_SPECTRO	8	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.2709810681096232e-16	2495.6235102003911	0.014736169837543127	0.015323609752532871	0.96166439080108757	1	0	3.2270946490349046	0.90342210141043455	119	1.9274043127588983e-06	0.0048100755165827345
CMASS	1	18	0.60999999999999999	0.62	W1_SPECTRO	16	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.5449205242839689e-16	550.64576911514371	0.014736169837543127	0.015607263937002664	0.944186623422553	1	0	0.9112261620461618	0.89934741983625233	119	1.061809604229836e-05	0.0058468096617498438
CMASS	1	18	0.60999999999999999	0.62	W2_IMAGING	4	CMASS_North_f1_g18	CMASS_South_f1_g18	75	1.0849821503996798e-16	3105403.1400421602	0.014183610071781521	0.013884684246926552	1.0215291770081942	0.92656349030130603	0.073436509698693975	76.627745351264821	0.94231081182783105	119	-2.990589494267284e-19	0.0041061556371795272
CMASS	1	18	0.60999999999999999	0.62	W2_IMAGING	8	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.3215448196106117e-16	3125.9470424204965	0.014183610071781521	0.014565061272832214	0.97381053234824333	1	0	2.6532023733769465	0.90431829626798255	119	1.59997461969378e-06	0.0050014359303796304
CMASS	1	18	0.60999999999999999	0.62	W2_IMAGING	16	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.5678048514285385e-16	623.30338487162282	0.014183610071781521	0.014807656224585391	0.95785652075257155	1	0	0.88819039368729691	0.90549106461312134	119	9.5193069700052772e-06	0.005933416256036321
CMASS	1	18	0.60999999999999999	0.62	W3_OFFICIAL_OBS	4	CMASS_North_f1_g18	CMASS_South_f1_g18	75	1.1871554410879985e-16	3526865.398176603	0.014126029216395717	0.014531618431811307	0.97208919176354713	0.92298453758472898	0.077015462415271019	50.799969640723397	0.95972363005807348	119	-2.7957464240166707e-19	0.0044928342874914007
CMASS	1	18	0.60999999999999999	0.62	W3_OFFICIAL_OBS	8	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.2059928612721985e-16	2274.6070462696789	0.014126029216395717	0.014890384518283006	0.94866786005769133	1	0	2.8731403064901992	0.92853549926808854	119	2.0065554699236438e-06	0.0045641252106192872
CMASS	1	18	0.60999999999999999	0.62	W3_OFFICIAL_OBS	16	CMASS_North_f1_g18	CMASS_South_f1_g18	119	1.468800551567401e-16	514.63324244294154	0.014126029216395717	0.015221644466062001	0.92802254368054293	1	0	0.88440024308534759	0.9249795240239862	119	1.0801344164955863e-05	0.0055587307703533831
CMASS	1	19	0.62	0.63	W0_UNIT	4	CMASS_North_f1_g19	CMASS_South_f1_g19	75	2.3259226991248035e-16	187578.64711116423	0.012667708985430626	0.015914991900683653	0.79596075602692984	0.89118539941484487	0.10881460058515513	40.06482456173417	0.70129518359729759	119	-4.0974945428805992e-19	0.0088025416815723061
CMASS	1	19	0.62	0.63	W0_UNIT	8	CMASS_North_f1_g19	CMASS_South_f1_g19	119	1.6583790764229299e-16	3468.4405854118645	0.012667708985430626	0.016126867233469747	0.78550339641539468	0.99999999999999967	3.3306690738754696e-16	3.2308020541610682	0.67652847405386418	119	1.8095157327010065e-06	0.0062761978072414576
CMASS	1	19	0.62	0.63	W0_UNIT	16	CMASS_North_f1_g19	CMASS_South_f1_g19	119	1.7449486693582868e-16	557.52274515546048	0.012667708985430626	0.016268676088501563	0.77865641411251385	1	0	1.0333557490315961	0.67449666753709969	119	1.1844940382470097e-05	0.0066038236782374983
CMASS	1	19	0.62	0.63	W1_SPECTRO	4	CMASS_North_f1_g19	CMASS_South_f1_g19	75	2.5326025386796858e-16	225963.89180641816	0.012784831690403392	0.016517103888998682	0.77403591914916803	0.8749587810482794	0.1250412189517206	56.046989370467124	0.71205429018522426	119	-4.4828939085870886e-19	0.0095847292852734491
CMASS	1	19	0.62	0.63	W1_SPECTRO	8	CMASS_North_f1_g19	CMASS_South_f1_g19	119	1.8082663101861841e-16	3144.8455993898419	0.012784831690403392	0.01687402615976533	0.75766337976218912	0.99999999999999978	2.2204460492503131e-16	3.6646454854656758	0.68794221917997045	119	2.176085104405791e-06	0.0068434516644883363
CMASS	1	19	0.62	0.63	W1_SPECTRO	16	CMASS_North_f1_g19	CMASS_South_f1_g19	119	2.0104922520874036e-16	580.73737845265498	0.012784831690403392	0.017127608537701434	0.74644581362665519	1	0	1.1636880724886312	0.69178893013288745	119	1.310193489828806e-05	0.00760878332548916
CMASS	1	19	0.62	0.63	W2_IMAGING	4	CMASS_North_f1_g19	CMASS_South_f1_g19	75	2.168558152991046e-16	188220.13540976489	0.012482491823408401	0.015421420737024632	0.80942554102293041	0.88417134174790502	0.11582865825209498	35.376373763660986	0.7287550367311455	119	-3.9827498910446422e-19	0.0082069896552451477
CMASS	1	19	0.62	0.63	W2_IMAGING	8	CMASS_North_f1_g19	CMASS_South_f1_g19	119	1.5320017941664825e-16	3273.4343783830041	0.012482491823408401	0.015676442319213654	0.79625794993736398	0.99999999999999967	3.3306690738754696e-16	3.0575052362014743	0.70898704266052581	119	1.7712034435240859e-06	0.0057979182431421028
CMASS	1	19	0.62	0.63	W2_IMAGING	16	CMASS_North_f1_g19	CMASS_South_f1_g19	119	1.648716848602436e-16	524.05944356844975	0.012482491823408401	0.015934936490744747	0.78334117181191287	1	0	1.0339451576919509	0.708669723943959	119	1.1906341580670364e-05	0.0062396307437020074
CMASS	1	19	0.62	0.63	W3_OFFICIAL_OBS	4	CMASS_North_f1_g19	CMASS_South_f1_g19	75	2.4221226352856786e-16	227468.84510052326	0.01249309114793243	0.016098897292624086	0.77602154488284725	0.86975617534411809	0.13024382465588191	50.269847838096133	0.73936246010108364	119	-3.5005478317628917e-19	0.0091666139476623745
CMASS	1	19	0.62	0.63	W3_OFFICIAL_OBS	8	CMASS_North_f1_g19	CMASS_South_f1_g19	119	1.7439180499367152e-16	2893.1642134417666	0.01249309114793243	0.016541130875437682	0.75527430633438231	0.99999999999999967	3.3306690738754696e-16	3.7120474142029058	0.71867013507592425	119	2.2812128083579732e-06	0.0065999232603862791
CMASS	1	19	0.62	0.63	W3_OFFICIAL_OBS	16	CMASS_North_f1_g19	CMASS_South_f1_g19	119	1.9662843879438803e-16	572.11249838165918	0.01249309114793243	0.016886877951617158	0.73981059043161024	0.99999999999999967	3.3306690738754696e-16	1.1436590284458719	0.72631693360961647	119	1.3007017023408534e-05	0.0074414770057550277
CMASS	1	20	0.63	0.64000000000000001	W0_UNIT	4	CMASS_North_f1_g20	CMASS_South_f1_g20	75	1.6890235493256017e-16	3123979.0433313698	0.010897730409080042	0.016365892627828848	0.66588060039874342	0.84807902387559564	0.15192097612440436	129.66120562040138	0.72636568669455526	119	-4.7014833186996927e-19	0.006392172964170397
CMASS	1	20	0.63	0.64000000000000001	W0_UNIT	8	CMASS_North_f1_g20	CMASS_South_f1_g20	119	1.2775508526304676e-16	2170.844260115523	0.010897730409080042	0.016520930612460741	0.65963175227311599	1	0	2.7099736048279262	0.71909770411566309	119	2.2272160197362951e-06	0.004834939112481877
CMASS	1	20	0.63	0.64000000000000001	W0_UNIT	16	CMASS_North_f1_g20	CMASS_South_f1_g20	119	1.3951067373296815e-16	375.68156896735491	0.010897730409080042	0.01647142213370387	0.66161442045620789	1	0	0.83495178035805961	0.7520561283508862	119	1.405401329966415e-05	0.0052798337667059004
CMASS	1	20	0.63	0.64000000000000001	W1_SPECTRO	4	CMASS_North_f1_g20	CMASS_South_f1_g20	75	1.620021052491704e-16	2594011.6611907808	0.011002093667073351	0.016975981926140426	0.64809763081402683	0.82692294184896209	0.17307705815103791	158.33729218370399	0.73201613582010117	119	-3.8897426986528831e-19	0.0061310304271714258
CMASS	1	20	0.63	0.64000000000000001	W1_SPECTRO	8	CMASS_North_f1_g20	CMASS_South_f1_g20	119	1.3920711497645751e-16	2098.4638877988123	0.011002093667073351	0.017293808767594093	0.6361868466875592	0.99999999999999989	1.1102230246251565e-16	2.663090869200202	0.71120191144744049	119	2.5105723774219514e-06	0.0052683454717251752
CMASS	1	20	0.63	0.64000000000000001	W1_SPECTRO	16	CMASS_North_f1_g20	CMASS_South_f1_g20	119	1.5275675295905082e-16	361.33896952036929	0.011002093667073351	0.017244671376077575	0.63799961316374221	1	0	0.76687528386558479	0.74072436657498775	119	1.5999205981669466e-05	0.0057811366025605727
CMASS	1	20	0.63	0.64000000000000001	W2_IMAGING	4	CMASS_North_f1_g20	CMASS_South_f1_g20	75	1.3746233811623538e-16	2776935.9569301368	0.0098878675621748534	0.015693871473472353	0.63004642155305668	0.81436070778580416	0.18563929221419584	115.80080449225441	0.70430690618986036	119	-3.7630128005805175e-19	0.0052023137371239895
CMASS	1	20	0.63	0.64000000000000001	W2_IMAGING	8	CMASS_North_f1_g20	CMASS_South_f1_g20	119	1.2830195138143559e-16	2186.1749898710873	0.0098878675621748534	0.016078898852924066	0.61495924892746445	0.99999999999999967	3.3306690738754696e-16	2.5890307888174617	0.69707613206671315	119	2.221064410815675e-06	0.0048556354658179906
