comparison	sample	cap_or_pair	factor	group	lane_or_pair	ratio_or_pair	max_abs_difference	rms_difference
WEIGHT_LANE	CMASS	South	1	7	W2_IMAGING-W0_UNIT	10	0.006949041842680484	0.0016048702972900274
WEIGHT_LANE	CMASS	South	1	7	W3_OFFICIAL_OBS-W0_UNIT	10	0.027206931893688502	0.0032817481167918003
WEIGHT_LANE	CMASS	South	1	7	W1_SPECTRO-W0_UNIT	20	0.033392749676872446	0.0037580302121135792
WEIGHT_LANE	CMASS	South	1	7	W2_IMAGING-W0_UNIT	20	0.0067126294902947192	0.0015543477745236663
WEIGHT_LANE	CMASS	South	1	7	W3_OFFICIAL_OBS-W0_UNIT	20	0.026663786057132599	0.0032429321220359695
RANDOM_DENSITY	CMASS	South	1	8	W0_UNIT	5-20	0.0087608927947558229	0.0023538010100619378
RANDOM_DENSITY	CMASS	South	1	8	W0_UNIT	10-20	0.0064413253497133116	0.0014720514788259035
RANDOM_DENSITY	CMASS	South	1	8	W1_SPECTRO	5-20	0.0093518721790193556	0.0024731497732000071
RANDOM_DENSITY	CMASS	South	1	8	W1_SPECTRO	10-20	0.006733671211132275	0.0015388154113557843
RANDOM_DENSITY	CMASS	South	1	8	W2_IMAGING	5-20	0.0086434896573530495	0.0023417068136059862
RANDOM_DENSITY	CMASS	South	1	8	W2_IMAGING	10-20	0.0063021050351722285	0.0014277673343984498
RANDOM_DENSITY	CMASS	South	1	8	W3_OFFICIAL_OBS	5-20	0.0092703077810751648	0.0024734719541779698
RANDOM_DENSITY	CMASS	South	1	8	W3_OFFICIAL_OBS	10-20	0.0066341327230742542	0.0015010700939397225
WEIGHT_LANE	CMASS	South	1	8	W1_SPECTRO-W0_UNIT	5	0.015841364386292467	0.0026807880381836732
WEIGHT_LANE	CMASS	South	1	8	W2_IMAGING-W0_UNIT	5	0.017149399193160719	0.0035358565755369861
WEIGHT_LANE	CMASS	South	1	8	W3_OFFICIAL_OBS-W0_UNIT	5	0.012145929929221866	0.0033490812407182481
WEIGHT_LANE	CMASS	South	1	8	W1_SPECTRO-W0_UNIT	10	0.01501472008184096	0.002764897966157804
WEIGHT_LANE	CMASS	South	1	8	W2_IMAGING-W0_UNIT	10	0.016439325946276062	0.0034267682030673669
WEIGHT_LANE	CMASS	South	1	8	W3_OFFICIAL_OBS-W0_UNIT	10	0.011422489518275236	0.0032667822003439443
WEIGHT_LANE	CMASS	South	1	8	W1_SPECTRO-W0_UNIT	20	0.014722374220421997	0.0027458102403590244
WEIGHT_LANE	CMASS	South	1	8	W2_IMAGING-W0_UNIT	20	0.016308285578696902	0.0034599222500936383
WEIGHT_LANE	CMASS	South	1	8	W3_OFFICIAL_OBS-W0_UNIT	20	0.010942965481455125	0.0033114096167489409
RANDOM_DENSITY	CMASS	South	1	9	W0_UNIT	5-20	0.0075495054685331131	0.0021002584876252334
RANDOM_DENSITY	CMASS	South	1	9	W0_UNIT	10-20	0.0051462322926000836	0.0013663770128998899
RANDOM_DENSITY	CMASS	South	1	9	W1_SPECTRO	5-20	0.0065954553828254103	0.0020262451647083566
RANDOM_DENSITY	CMASS	South	1	9	W1_SPECTRO	10-20	0.0045753061698726172	0.0013714502966679996
RANDOM_DENSITY	CMASS	South	1	9	W2_IMAGING	5-20	0.0070500906142739184	0.0020748082294075672
RANDOM_DENSITY	CMASS	South	1	9	W2_IMAGING	10-20	0.0048860302187149762	0.0013380474445410493
RANDOM_DENSITY	CMASS	South	1	9	W3_OFFICIAL_OBS	5-20	0.0062513982156947034	0.0020113169960357894
RANDOM_DENSITY	CMASS	South	1	9	W3_OFFICIAL_OBS	10-20	0.004419842874263169	0.0013441671472208517
WEIGHT_LANE	CMASS	South	1	9	W1_SPECTRO-W0_UNIT	5	0.014845465236102418	0.0020747770628499473
WEIGHT_LANE	CMASS	South	1	9	W2_IMAGING-W0_UNIT	5	0.0057894462114700396	0.0015881934721419327
WEIGHT_LANE	CMASS	South	1	9	W3_OFFICIAL_OBS-W0_UNIT	5	0.0075391070981797315	0.0022646814223503627
WEIGHT_LANE	CMASS	South	1	9	W1_SPECTRO-W0_UNIT	10	0.015418103958543594	0.0021212092476118123
WEIGHT_LANE	CMASS	South	1	9	W2_IMAGING-W0_UNIT	10	0.0056700361996776527	0.0016080507929270259
WEIGHT_LANE	CMASS	South	1	9	W3_OFFICIAL_OBS-W0_UNIT	10	0.0081298973217208692	0.0022555529872091392
WEIGHT_LANE	CMASS	South	1	9	W1_SPECTRO-W0_UNIT	20	0.014838999625900517	0.0020834642132950541
WEIGHT_LANE	CMASS	South	1	9	W2_IMAGING-W0_UNIT	20	0.0054220145049046486	0.001562671611249017
WEIGHT_LANE	CMASS	South	1	9	W3_OFFICIAL_OBS-W0_UNIT	20	0.0079394394309910687	0.002202911072111481
RANDOM_DENSITY	CMASS	South	1	10	W0_UNIT	5-20	0.009326751223150305	0.0024101688074712794
RANDOM_DENSITY	CMASS	South	1	10	W0_UNIT	10-20	0.005179217671381145	0.0013018113160922925
RANDOM_DENSITY	CMASS	South	1	10	W1_SPECTRO	5-20	0.0095042450837836932	0.0024746925372186252
RANDOM_DENSITY	CMASS	South	1	10	W1_SPECTRO	10-20	0.0060601462683110979	0.0013064649259837944
RANDOM_DENSITY	CMASS	South	1	10	W2_IMAGING	5-20	0.0084655493942075791	0.002403839901265436
RANDOM_DENSITY	CMASS	South	1	10	W2_IMAGING	10-20	0.005222995456241955	0.0012969636500643411
RANDOM_DENSITY	CMASS	South	1	10	W3_OFFICIAL_OBS	5-20	0.0085650744248946791	0.0024679245786015692
RANDOM_DENSITY	CMASS	South	1	10	W3_OFFICIAL_OBS	10-20	0.0060691089079153854	0.0012977149611595015
WEIGHT_LANE	CMASS	South	1	10	W1_SPECTRO-W0_UNIT	5	0.026990481517434439	0.0030941464168508762
WEIGHT_LANE	CMASS	South	1	10	W2_IMAGING-W0_UNIT	5	0.012277210598939381	0.0026229881107495559
WEIGHT_LANE	CMASS	South	1	10	W3_OFFICIAL_OBS-W0_UNIT	5	0.012603938765604727	0.0025377536008364403
WEIGHT_LANE	CMASS	South	1	10	W1_SPECTRO-W0_UNIT	10	0.027450191689798897	0.0031797590970162157
WEIGHT_LANE	CMASS	South	1	10	W2_IMAGING-W0_UNIT	10	0.012824529921517058	0.0024601331382527571
WEIGHT_LANE	CMASS	South	1	10	W3_OFFICIAL_OBS-W0_UNIT	10	0.012404184850205335	0.0023354924674525539
WEIGHT_LANE	CMASS	South	1	10	W1_SPECTRO-W0_UNIT	20	0.027202666885994042	0.0031817837657921199
WEIGHT_LANE	CMASS	South	1	10	W2_IMAGING-W0_UNIT	20	0.012080220027971156	0.0023179164394702416
WEIGHT_LANE	CMASS	South	1	10	W3_OFFICIAL_OBS-W0_UNIT	20	0.01280562369635152	0.0022489870718825282
RANDOM_DENSITY	CMASS	South	1	11	W0_UNIT	5-20	0.011992116949294696	0.0026650144406704292
RANDOM_DENSITY	CMASS	South	1	11	W0_UNIT	10-20	0.0074506009668576789	0.001640650116882356
RANDOM_DENSITY	CMASS	South	1	11	W1_SPECTRO	5-20	0.011434045932947612	0.0027286981938482724
RANDOM_DENSITY	CMASS	South	1	11	W1_SPECTRO	10-20	0.0084367743349412772	0.0016825238629834007
RANDOM_DENSITY	CMASS	South	1	11	W2_IMAGING	5-20	0.010311232553449567	0.0026220608975838886
RANDOM_DENSITY	CMASS	South	1	11	W2_IMAGING	10-20	0.0066725703042957996	0.0015455681052703599
RANDOM_DENSITY	CMASS	South	1	11	W3_OFFICIAL_OBS	5-20	0.010083594306935811	0.0026852185370721568
RANDOM_DENSITY	CMASS	South	1	11	W3_OFFICIAL_OBS	10-20	0.0076109756801505668	0.0015887452885404651
WEIGHT_LANE	CMASS	South	1	11	W1_SPECTRO-W0_UNIT	5	0.022390476665339998	0.0030931420273004632
WEIGHT_LANE	CMASS	South	1	11	W2_IMAGING-W0_UNIT	5	0.012872762797079496	0.0033386154103905502
WEIGHT_LANE	CMASS	South	1	11	W3_OFFICIAL_OBS-W0_UNIT	5	0.011778512631737681	0.0035757632385537753
WEIGHT_LANE	CMASS	South	1	11	W1_SPECTRO-W0_UNIT	10	0.02393472104977068	0.0031201932367403312
WEIGHT_LANE	CMASS	South	1	11	W2_IMAGING-W0_UNIT	10	0.011969909063796247	0.0034134056489850931
WEIGHT_LANE	CMASS	South	1	11	W3_OFFICIAL_OBS-W0_UNIT	10	0.012095828800946368	0.0036874707244521319
WEIGHT_LANE	CMASS	South	1	11	W1_SPECTRO-W0_UNIT	20	0.022948547681687081	0.003050260889379547
WEIGHT_LANE	CMASS	South	1	11	W2_IMAGING-W0_UNIT	20	0.011191878401234368	0.0032574782716147622
WEIGHT_LANE	CMASS	South	1	11	W3_OFFICIAL_OBS-W0_UNIT	20	0.011655983484697485	0.0035320924169713009
RANDOM_DENSITY	CMASS	South	1	12	W0_UNIT	5-20	0.0063761092738863212	0.0019057223978762813
RANDOM_DENSITY	CMASS	South	1	12	W0_UNIT	10-20	0.0037766198336209866	0.0011627230686750327
RANDOM_DENSITY	CMASS	South	1	12	W1_SPECTRO	5-20	0.0080650799484361935	0.0019645798680482996
RANDOM_DENSITY	CMASS	South	1	12	W1_SPECTRO	10-20	0.0035418197624435613	0.0011723308947642042
RANDOM_DENSITY	CMASS	South	1	12	W2_IMAGING	5-20	0.0063598631455832333	0.0019176422943482005
RANDOM_DENSITY	CMASS	South	1	12	W2_IMAGING	10-20	0.0040468576585291904	0.0011307450949982797
RANDOM_DENSITY	CMASS	South	1	12	W3_OFFICIAL_OBS	5-20	0.0081149920666656605	0.0019747041806310794
RANDOM_DENSITY	CMASS	South	1	12	W3_OFFICIAL_OBS	10-20	0.0035313788018550563	0.0011372485660525477
WEIGHT_LANE	CMASS	South	1	12	W1_SPECTRO-W0_UNIT	5	0.011502435180812842	0.002138116331971621
WEIGHT_LANE	CMASS	South	1	12	W2_IMAGING-W0_UNIT	5	0.020512651353885358	0.0051344529302988903
WEIGHT_LANE	CMASS	South	1	12	W3_OFFICIAL_OBS-W0_UNIT	5	0.011937548598063979	0.0049454316170418743
WEIGHT_LANE	CMASS	South	1	12	W1_SPECTRO-W0_UNIT	10	0.01077476362239313	0.0021112825441154952
WEIGHT_LANE	CMASS	South	1	12	W2_IMAGING-W0_UNIT	10	0.020031210805376287	0.005286519327746206
WEIGHT_LANE	CMASS	South	1	12	W3_OFFICIAL_OBS-W0_UNIT	10	0.012107666775444923	0.0050990664076685302
WEIGHT_LANE	CMASS	South	1	12	W1_SPECTRO-W0_UNIT	20	0.01047619759173582	0.0020613960727419909
WEIGHT_LANE	CMASS	South	1	12	W2_IMAGING-W0_UNIT	20	0.01984104011764587	0.0051525898216922689
WEIGHT_LANE	CMASS	South	1	12	W3_OFFICIAL_OBS-W0_UNIT	20	0.012042370893610078	0.0049757221101750715
RANDOM_DENSITY	CMASS	South	1	13	W0_UNIT	5-20	0.0074202571372151138	0.002263360422549209
RANDOM_DENSITY	CMASS	South	1	13	W0_UNIT	10-20	0.0055345371441268831	0.0012688320332848114
RANDOM_DENSITY	CMASS	South	1	13	W1_SPECTRO	5-20	0.0095449519625833701	0.0024162582095672304
RANDOM_DENSITY	CMASS	South	1	13	W1_SPECTRO	10-20	0.0061498927073340495	0.0013367719720904316
RANDOM_DENSITY	CMASS	South	1	13	W2_IMAGING	5-20	0.0075400332865919184	0.0022060226465513669
RANDOM_DENSITY	CMASS	South	1	13	W2_IMAGING	10-20	0.0058457475971551084	0.0012423387585301145
RANDOM_DENSITY	CMASS	South	1	13	W3_OFFICIAL_OBS	5-20	0.0090704738485650888	0.0023575828395177032
RANDOM_DENSITY	CMASS	South	1	13	W3_OFFICIAL_OBS	10-20	0.0065314040252888138	0.0013180212407254441
WEIGHT_LANE	CMASS	South	1	13	W1_SPECTRO-W0_UNIT	5	0.0081280789236124959	0.0021121157721617867
WEIGHT_LANE	CMASS	South	1	13	W2_IMAGING-W0_UNIT	5	0.013193652140181755	0.0036569008694408156
WEIGHT_LANE	CMASS	South	1	13	W3_OFFICIAL_OBS-W0_UNIT	5	0.017151529575887246	0.004257444520415969
WEIGHT_LANE	CMASS	South	1	13	W1_SPECTRO-W0_UNIT	10	0.0074730629829904069	0.0020227148867497792
WEIGHT_LANE	CMASS	South	1	13	W2_IMAGING-W0_UNIT	10	0.013303345491966101	0.0036934708138820381
WEIGHT_LANE	CMASS	South	1	13	W3_OFFICIAL_OBS-W0_UNIT	10	0.016588101393035112	0.0042430106422210161
WEIGHT_LANE	CMASS	South	1	13	W1_SPECTRO-W0_UNIT	20	0.0086000192701902803	0.0021158108277855585
WEIGHT_LANE	CMASS	South	1	13	W2_IMAGING-W0_UNIT	20	0.013222516512216287	0.0037649446127118783
WEIGHT_LANE	CMASS	South	1	13	W3_OFFICIAL_OBS-W0_UNIT	20	0.017246425668360876	0.0043564821520976453
RANDOM_DENSITY	CMASS	South	1	14	W0_UNIT	5-20	0.0098765205230999971	0.0023766912370618508
RANDOM_DENSITY	CMASS	South	1	14	W0_UNIT	10-20	0.0078812786380651062	0.0013309777975471792
RANDOM_DENSITY	CMASS	South	1	14	W1_SPECTRO	5-20	0.0099995054317733069	0.0023812546281455692
RANDOM_DENSITY	CMASS	South	1	14	W1_SPECTRO	10-20	0.0077347415087733323	0.0013579962531681583
RANDOM_DENSITY	CMASS	South	1	14	W2_IMAGING	5-20	0.010350536459192167	0.0022941841605123208
RANDOM_DENSITY	CMASS	South	1	14	W2_IMAGING	10-20	0.0076993608433432031	0.0012657837054451076
RANDOM_DENSITY	CMASS	South	1	14	W3_OFFICIAL_OBS	5-20	0.01052517411205235	0.0023002918856583347
RANDOM_DENSITY	CMASS	South	1	14	W3_OFFICIAL_OBS	10-20	0.0075371143188571604	0.0012951642821495846
WEIGHT_LANE	CMASS	South	1	14	W1_SPECTRO-W0_UNIT	5	0.011511940322480319	0.0022930310882382354
WEIGHT_LANE	CMASS	South	1	14	W2_IMAGING-W0_UNIT	5	0.016680419286111858	0.0031387313083493249
WEIGHT_LANE	CMASS	South	1	14	W3_OFFICIAL_OBS-W0_UNIT	5	0.011697613849363825	0.0028757689909080135
WEIGHT_LANE	CMASS	South	1	14	W1_SPECTRO-W0_UNIT	10	0.010702310776236401	0.0022837476257339382
WEIGHT_LANE	CMASS	South	1	14	W2_IMAGING-W0_UNIT	10	0.014999791511081551	0.0030308108921857607
WEIGHT_LANE	CMASS	South	1	14	W3_OFFICIAL_OBS-W0_UNIT	10	0.012908564783373239	0.0028377201631521586
WEIGHT_LANE	CMASS	South	1	14	W1_SPECTRO-W0_UNIT	20	0.012551765798553216	0.0023200609360644804
WEIGHT_LANE	CMASS	South	1	14	W2_IMAGING-W0_UNIT	20	0.014186139865831726	0.0028967103852112776
WEIGHT_LANE	CMASS	South	1	14	W3_OFFICIAL_OBS-W0_UNIT	20	0.012155012645235219	0.0027395966996159363
RANDOM_DENSITY	CMASS	South	1	15	W0_UNIT	5-20	0.0095587809642184302	0.0024717604919778898
RANDOM_DENSITY	CMASS	South	1	15	W0_UNIT	10-20	0.0070422248725524605	0.0016415132678509294
RANDOM_DENSITY	CMASS	South	1	15	W1_SPECTRO	5-20	0.0097458064569214062	0.0025205448513784742
RANDOM_DENSITY	CMASS	South	1	15	W1_SPECTRO	10-20	0.0057553807545984992	0.0016304657836858352
RANDOM_DENSITY	CMASS	South	1	15	W2_IMAGING	5-20	0.0096235662000889802	0.0024417664152137858
RANDOM_DENSITY	CMASS	South	1	15	W2_IMAGING	10-20	0.0072867446061780361	0.0016317159224999767
RANDOM_DENSITY	CMASS	South	1	15	W3_OFFICIAL_OBS	5-20	0.01006883868965296	0.0024972483877087389
RANDOM_DENSITY	CMASS	South	1	15	W3_OFFICIAL_OBS	10-20	0.0061645780127367045	0.0016254476463068788
WEIGHT_LANE	CMASS	South	1	15	W1_SPECTRO-W0_UNIT	5	0.011877282735241856	0.0028714960526802554
WEIGHT_LANE	CMASS	South	1	15	W2_IMAGING-W0_UNIT	5	0.019278175786421325	0.0032508888516270067
WEIGHT_LANE	CMASS	South	1	15	W3_OFFICIAL_OBS-W0_UNIT	5	0.016708072370623356	0.0038270076528251025
WEIGHT_LANE	CMASS	South	1	15	W1_SPECTRO-W0_UNIT	10	0.011430571077921864	0.0027810558604477627
WEIGHT_LANE	CMASS	South	1	15	W2_IMAGING-W0_UNIT	10	0.018313160888459912	0.0030130331820213963
WEIGHT_LANE	CMASS	South	1	15	W3_OFFICIAL_OBS-W0_UNIT	10	0.013713335691463241	0.0035610502494648234
WEIGHT_LANE	CMASS	South	1	15	W1_SPECTRO-W0_UNIT	20	0.012177628177843181	0.0028061199560030681
WEIGHT_LANE	CMASS	South	1	15	W2_IMAGING-W0_UNIT	20	0.018674452479099157	0.0031073684394390608
WEIGHT_LANE	CMASS	South	1	15	W3_OFFICIAL_OBS-W0_UNIT	20	0.015029097264334712	0.0035618749660362029
RANDOM_DENSITY	CMASS	South	1	16	W0_UNIT	5-20	0.020667850731612591	0.0032490685178148261
RANDOM_DENSITY	CMASS	South	1	16	W0_UNIT	10-20	0.01058034825369869	0.0015903871933950389
RANDOM_DENSITY	CMASS	South	1	16	W1_SPECTRO	5-20	0.023015274777197003	0.0034026667719433278
RANDOM_DENSITY	CMASS	South	1	16	W1_SPECTRO	10-20	0.012018868256772786	0.0017162049913030429
RANDOM_DENSITY	CMASS	South	1	16	W2_IMAGING	5-20	0.020164083628591789	0.0031742178610102523
RANDOM_DENSITY	CMASS	South	1	16	W2_IMAGING	10-20	0.010839471529799694	0.0015861012291573618
RANDOM_DENSITY	CMASS	South	1	16	W3_OFFICIAL_OBS	5-20	0.022239324174793351	0.0033068883499408259
RANDOM_DENSITY	CMASS	South	1	16	W3_OFFICIAL_OBS	10-20	0.01221156363550413	0.0017082300038013406
WEIGHT_LANE	CMASS	South	1	16	W1_SPECTRO-W0_UNIT	5	0.033974940664700082	0.0046265310482170125
WEIGHT_LANE	CMASS	South	1	16	W2_IMAGING-W0_UNIT	5	0.025108971350820741	0.0063694319236162955
WEIGHT_LANE	CMASS	South	1	16	W3_OFFICIAL_OBS-W0_UNIT	5	0.01285272516382974	0.0053921109005397412
WEIGHT_LANE	CMASS	South	1	16	W1_SPECTRO-W0_UNIT	10	0.033066036622189765	0.0045586636996943269
WEIGHT_LANE	CMASS	South	1	16	W2_IMAGING-W0_UNIT	10	0.025233049176545563	0.0058965857384425937
WEIGHT_LANE	CMASS	South	1	16	W3_OFFICIAL_OBS-W0_UNIT	10	0.012509220014872566	0.0049120312683396629
WEIGHT_LANE	CMASS	South	1	16	W1_SPECTRO-W0_UNIT	20	0.03162751661911567	0.0044949484205323558
WEIGHT_LANE	CMASS	South	1	16	W2_IMAGING-W0_UNIT	20	0.025429695140922914	0.0061770756669212766
WEIGHT_LANE	CMASS	South	1	16	W3_OFFICIAL_OBS-W0_UNIT	20	0.012796893658534297	0.0051162575048870167
RANDOM_DENSITY	CMASS	South	1	17	W0_UNIT	5-20	0.013332286273541077	0.0032516279308406441
RANDOM_DENSITY	CMASS	South	1	17	W0_UNIT	10-20	0.0069530855528338875	0.0015754596814055858
RANDOM_DENSITY	CMASS	South	1	17	W1_SPECTRO	5-20	0.014054640150361175	0.0033987473727099516
RANDOM_DENSITY	CMASS	South	1	17	W1_SPECTRO	10-20	0.0070358691636072668	0.0017080957373974848
RANDOM_DENSITY	CMASS	South	1	17	W2_IMAGING	5-20	0.011873139459619292	0.0029249634793685579
RANDOM_DENSITY	CMASS	South	1	17	W2_IMAGING	10-20	0.0067792509878748797	0.0015361768770319755
RANDOM_DENSITY	CMASS	South	1	17	W3_OFFICIAL_OBS	5-20	0.012647697695168769	0.0030686213218429066
RANDOM_DENSITY	CMASS	South	1	17	W3_OFFICIAL_OBS	10-20	0.0066550685266586473	0.0016730264788836567
WEIGHT_LANE	CMASS	South	1	17	W1_SPECTRO-W0_UNIT	5	0.018153626314716231	0.0035804010406249418
WEIGHT_LANE	CMASS	South	1	17	W2_IMAGING-W0_UNIT	5	0.017912503347416564	0.0064057612844203539
WEIGHT_LANE	CMASS	South	1	17	W3_OFFICIAL_OBS-W0_UNIT	5	0.015886427351819415	0.0062868661848126447
WEIGHT_LANE	CMASS	South	1	17	W1_SPECTRO-W0_UNIT	10	0.019697949165202733	0.0036097657964885245
WEIGHT_LANE	CMASS	South	1	17	W2_IMAGING-W0_UNIT	10	0.014956640214198957	0.0059315757021121494
WEIGHT_LANE	CMASS	South	1	17	W3_OFFICIAL_OBS-W0_UNIT	10	0.015667057752053223	0.0059243659593150987
WEIGHT_LANE	CMASS	South	1	17	W1_SPECTRO-W0_UNIT	20	0.017959404953867553	0.0033840048622246891
WEIGHT_LANE	CMASS	South	1	17	W2_IMAGING-W0_UNIT	20	0.014960335646678202	0.0059313994771994722
WEIGHT_LANE	CMASS	South	1	17	W3_OFFICIAL_OBS-W0_UNIT	20	0.015362596789910071	0.0058639650955947609
RANDOM_DENSITY	CMASS	South	1	18	W0_UNIT	5-20	0.011362725998426693	0.0030414646201399934
RANDOM_DENSITY	CMASS	South	1	18	W0_UNIT	10-20	0.0064231595527087237	0.0016784535965160129
RANDOM_DENSITY	CMASS	South	1	18	W1_SPECTRO	5-20	0.011211681331860124	0.0031107167460488285
RANDOM_DENSITY	CMASS	South	1	18	W1_SPECTRO	10-20	0.0070913040125796245	0.0016818719525848161
RANDOM_DENSITY	CMASS	South	1	18	W2_IMAGING	5-20	0.011649138937718517	0.0030114320619628416
RANDOM_DENSITY	CMASS	South	1	18	W2_IMAGING	10-20	0.0063141159767516886	0.0016401446266914037
RANDOM_DENSITY	CMASS	South	1	18	W3_OFFICIAL_OBS	5-20	0.011621948535174981	0.0030672702935403253
RANDOM_DENSITY	CMASS	South	1	18	W3_OFFICIAL_OBS	10-20	0.0069701377325482317	0.0016341558950976882
WEIGHT_LANE	CMASS	South	1	18	W1_SPECTRO-W0_UNIT	5	0.017642113838356122	0.0033664066366099381
WEIGHT_LANE	CMASS	South	1	18	W2_IMAGING-W0_UNIT	5	0.023859358896421545	0.0036445106853632155
WEIGHT_LANE	CMASS	South	1	18	W3_OFFICIAL_OBS-W0_UNIT	5	0.042794094168260521	0.0059365019481080646
WEIGHT_LANE	CMASS	South	1	18	W1_SPECTRO-W0_UNIT	10	0.014953437762870281	0.0032082630418720278
WEIGHT_LANE	CMASS	South	1	18	W2_IMAGING-W0_UNIT	10	0.024818183472540944	0.0036792596945060046
WEIGHT_LANE	CMASS	South	1	18	W3_OFFICIAL_OBS-W0_UNIT	10	0.040801693039942522	0.0057748929104055619
WEIGHT_LANE	CMASS	South	1	18	W1_SPECTRO-W0_UNIT	20	0.016326977053086611	0.0031758702482071466
WEIGHT_LANE	CMASS	South	1	18	W2_IMAGING-W0_UNIT	20	0.024007332237008239	0.0036369927479614453
WEIGHT_LANE	CMASS	South	1	18	W3_OFFICIAL_OBS-W0_UNIT	20	0.041493474597682045	0.0057021797791487585
RANDOM_DENSITY	CMASS	South	1	19	W0_UNIT	5-20	0.0093591279736489653	0.0026869320270812274
RANDOM_DENSITY	CMASS	South	1	19	W0_UNIT	10-20	0.0077140299428288261	0.0018168724679215422
RANDOM_DENSITY	CMASS	South	1	19	W1_SPECTRO	5-20	0.0092241453404195602	0.0027801945115220584
RANDOM_DENSITY	CMASS	South	1	19	W1_SPECTRO	10-20	0.0092468725720230016	0.0020507479923281679
RANDOM_DENSITY	CMASS	South	1	19	W2_IMAGING	5-20	0.0096245256996222092	0.0026741307064431829
RANDOM_DENSITY	CMASS	South	1	19	W2_IMAGING	10-20	0.0077114763618943427	0.001827094757956857
RANDOM_DENSITY	CMASS	South	1	19	W3_OFFICIAL_OBS	5-20	0.0088057992119700071	0.0027702168337496585
RANDOM_DENSITY	CMASS	South	1	19	W3_OFFICIAL_OBS	10-20	0.009116644726224421	0.0020734960820213083
WEIGHT_LANE	CMASS	South	1	19	W1_SPECTRO-W0_UNIT	5	0.008882840987383761	0.0024533015751733406
WEIGHT_LANE	CMASS	South	1	19	W2_IMAGING-W0_UNIT	5	0.0063876449509305683	0.0021280727800516083
WEIGHT_LANE	CMASS	South	1	19	W3_OFFICIAL_OBS-W0_UNIT	5	0.0099789421964028846	0.0029402594166329254
WEIGHT_LANE	CMASS	South	1	19	W1_SPECTRO-W0_UNIT	10	0.0059612278617774406	0.0023916675411199428
WEIGHT_LANE	CMASS	South	1	19	W2_IMAGING-W0_UNIT	10	0.0063164274767609496	0.0020830823805785301
WEIGHT_LANE	CMASS	South	1	19	W3_OFFICIAL_OBS-W0_UNIT	10	0.011679252151433395	0.0028905465342606205
WEIGHT_LANE	CMASS	South	1	19	W1_SPECTRO-W0_UNIT	20	0.0060431591348124375	0.0023034924040976229
WEIGHT_LANE	CMASS	South	1	19	W2_IMAGING-W0_UNIT	20	0.0065511697307171143	0.0022131955962898849
WEIGHT_LANE	CMASS	South	1	19	W3_OFFICIAL_OBS-W0_UNIT	20	0.0102766373680378	0.0029419892426795495
RANDOM_DENSITY	CMASS	South	1	20	W0_UNIT	5-20	0.01402688534029195	0.0032864107586358126
RANDOM_DENSITY	CMASS	South	1	20	W0_UNIT	10-20	0.0087693067723820239	0.0024464827397004318
RANDOM_DENSITY	CMASS	South	1	20	W1_SPECTRO	5-20	0.012252487420651992	0.0032348060067842149
RANDOM_DENSITY	CMASS	South	1	20	W1_SPECTRO	10-20	0.0097099267685580304	0.0025115743679708855
RANDOM_DENSITY	CMASS	South	1	20	W2_IMAGING	5-20	0.011466497223658556	0.0031398411958630809
RANDOM_DENSITY	CMASS	South	1	20	W2_IMAGING	10-20	0.0078585136067478578	0.0022673896057692992
RANDOM_DENSITY	CMASS	South	1	20	W3_OFFICIAL_OBS	5-20	0.010360628628455493	0.0031381377563003332
RANDOM_DENSITY	CMASS	South	1	20	W3_OFFICIAL_OBS	10-20	0.0087537958053136022	0.0023536690285071863
WEIGHT_LANE	CMASS	South	1	20	W1_SPECTRO-W0_UNIT	5	0.011970540983978227	0.003479245756879727
WEIGHT_LANE	CMASS	South	1	20	W2_IMAGING-W0_UNIT	5	0.01384594780941989	0.0036040326102122124
WEIGHT_LANE	CMASS	South	1	20	W3_OFFICIAL_OBS-W0_UNIT	5	0.022841819856491086	0.0055531181146389018
WEIGHT_LANE	CMASS	South	1	20	W1_SPECTRO-W0_UNIT	10	0.011787068042376031	0.0033476660758411086
WEIGHT_LANE	CMASS	South	1	20	W2_IMAGING-W0_UNIT	10	0.013293565100835292	0.0034800470399516076
WEIGHT_LANE	CMASS	South	1	20	W3_OFFICIAL_OBS-W0_UNIT	10	0.022050311966204703	0.0053170139402356105
WEIGHT_LANE	CMASS	South	1	20	W1_SPECTRO-W0_UNIT	20	0.010846448046200025	0.003215492664349561
WEIGHT_LANE	CMASS	South	1	20	W2_IMAGING-W0_UNIT	20	0.011585146888964115	0.0031278438607946425
WEIGHT_LANE	CMASS	South	1	20	W3_OFFICIAL_OBS-W0_UNIT	20	0.020074318576144071	0.0048634796514988934
RANDOM_DENSITY	CMASS	South	1	21	W0_UNIT	5-20	0.01546761607783851	0.0038961185202038861
RANDOM_DENSITY	CMASS	South	1	21	W0_UNIT	10-20	0.010272437058889555	0.0025924538514065158
RANDOM_DENSITY	CMASS	South	1	21	W1_SPECTRO	5-20	0.014406467063430739	0.0041188845763597409
RANDOM_DENSITY	CMASS	South	1	21	W1_SPECTRO	10-20	0.0072234256911627159	0.0026013734894983695
RANDOM_DENSITY	CMASS	South	1	21	W2_IMAGING	5-20	0.014993002006310671	0.0038855252847105762
RANDOM_DENSITY	CMASS	South	1	21	W2_IMAGING	10-20	0.010009013433933789	0.0025860946338581987
RANDOM_DENSITY	CMASS	South	1	21	W3_OFFICIAL_OBS	5-20	0.015819182851459335	0.00413065864997849
