selection_key	sample	cap	factor	group	z_lo	z_hi	active_blocks	data_block_cv	data_block_max	data_block_median	data_block_min	diag_max	diag_median	diag_min	eigen_max	eigen_min	lane	nside	positive_condition	random_block_cv	random_block_max	random_block_median	random_block_min	rank	rank_bound	rank_tau	symmetry_max_abs
CMASS_North_f2_g03	CMASS	North	2	3	0.49	0.51	169	0.47584941413125276	702	426.0	0	0.0002167261114133731	1.1293562946938146e-05	5.130286434553361e-06	0.0005468916768114175	1.505394243205397e-08	W2_IMAGING	8	36328.800862618904	0.40423928999627495	9897	9270.0	2	119	119	1.4450687211411116e-17	0.0
CMASS_North_f2_g03	CMASS	North	2	3	0.49	0.51	622	0.47871549012412407	261	105.0	0	0.00018501442032157686	9.548274287699352e-06	5.877181663990924e-06	0.0005428352956035557	2.636694912279835e-07	W2_IMAGING	16	2058.7717337922486	0.3084492401571572	2562	2354.5	2	119	119	1.4343504201446838e-17	0.0
CMASS_North_f2_g03	CMASS	North	2	3	0.49	0.51	51	0.607619578261387	2550	1593.0	15	0.00020467168613471455	1.1597988112071336e-05	3.898334237711314e-06	0.0004711439318982062	-3.7838233395171995e-20	W3_OFFICIAL_OBS	4	18972.63963286352	0.5700086601284311	38927	35472.0	285	50	50	1.2449181218318403e-17	0.0
CMASS_North_f2_g03	CMASS	North	2	3	0.49	0.51	169	0.47584941413125276	702	426.0	0	0.00023836114764183837	1.1864615955183689e-05	5.628704101482257e-06	0.0006080873818079674	2.377516141707349e-08	W3_OFFICIAL_OBS	8	25576.582683947032	0.40423928999627495	9897	9270.0	2	119	119	1.6067680171960168e-17	0.0
CMASS_North_f2_g03	CMASS	North	2	3	0.49	0.51	622	0.47871549012412407	261	105.0	0	0.00020564431816334295	1.019857517867325e-05	6.189736668944455e-06	0.0006027941991115977	3.0678551267240285e-07	W3_OFFICIAL_OBS	16	1964.8717889598786	0.3084492401571572	2562	2354.5	2	119	119	1.5927816775347407e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	51	0.5962938796502704	2298	1637.0	15	0.00013677494917118546	9.527910135451486e-06	3.878900808138195e-06	0.0003195981324573675	-2.6686886974035715e-20	W0_UNIT	4	17983.362865904095	0.5693641942749919	39251	35829.0	272	50	50	8.444839885696605e-18	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	168	0.452562232335712	802	440.0	1	0.00017857230654934835	9.27057002552672e-06	4.823734395244118e-06	0.0005123922483555772	2.544264861531578e-08	W0_UNIT	8	20139.108003367663	0.39507223151241366	9961	9349.5	61	119	119	1.3539098187978756e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	622	0.45178691176470476	284	106.0	0	0.0001642271477335339	7.503156694309842e-06	4.564451435130583e-06	0.000449297544107312	2.9311596681529134e-07	W0_UNIT	16	1532.832035692001	0.30792941942443947	2593	2386.5	0	119	119	1.1871927385336296e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	51	0.5962938796502704	2298	1637.0	15	0.00016058324686869576	1.0407925732658077e-05	3.348810774810676e-06	0.0003680534622491189	-4.4424076778872697e-20	W1_SPECTRO	4	20855.807463659872	0.5693641942749919	39251	35829.0	272	50	50	9.725189988351068e-18	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	168	0.452562232335712	802	440.0	1	0.00019321310435528282	9.669999659301767e-06	4.9429372531717385e-06	0.0005416427827869639	2.1443616337370887e-08	W1_SPECTRO	8	25258.92901016958	0.39507223151241366	9961	9349.5	61	119	119	1.4311994068016686e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	622	0.45178691176470476	284	106.0	0	0.00018144622466736334	8.044970032763354e-06	4.91539402853448e-06	0.00048153598748337106	3.2131679103434817e-07	W1_SPECTRO	16	1498.6331275538469	0.30792941942443947	2593	2386.5	0	119	119	1.2723773703653664e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	51	0.5962938796502704	2298	1637.0	15	0.0001317969053372747	8.594760164697849e-06	3.989169155746679e-06	0.0003178140194406258	-3.024909119031708e-20	W2_IMAGING	4	17065.622224086328	0.5693641942749919	39251	35829.0	272	50	50	8.397697717973266e-18	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	168	0.452562232335712	802	440.0	1	0.00017439605132737055	9.03604918189527e-06	4.554607976217081e-06	0.0004967069257930932	2.5518925668937746e-08	W2_IMAGING	8	19464.25692981648	0.39507223151241366	9961	9349.5	61	119	119	1.3124640079049253e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	622	0.45178691176470476	284	106.0	0	0.00016097134729782409	7.572876365106232e-06	4.33416516355696e-06	0.0004418758689699564	2.934681410421442e-07	W2_IMAGING	16	1505.703029299183	0.30792941942443947	2593	2386.5	0	119	119	1.1675822177409326e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	51	0.5962938796502704	2298	1637.0	15	0.0001560241095158832	9.334768865240225e-06	3.4943516272140507e-06	0.0003740180254153168	-4.470719797449097e-20	W3_OFFICIAL_OBS	4	20345.90995585153	0.5693641942749919	39251	35829.0	272	50	50	9.882793477893936e-18	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	168	0.452562232335712	802	440.0	1	0.00018863578092601202	9.586707777821457e-06	4.67881362119981e-06	0.0005255940867859227	2.334295426036326e-08	W3_OFFICIAL_OBS	8	22516.176869625735	0.39507223151241366	9961	9349.5	61	119	119	1.3887934430806228e-17	0.0
CMASS_North_f2_g04	CMASS	North	2	4	0.51	0.53	622	0.45178691176470476	284	106.0	0	0.00017812640680112	8.001525533916168e-06	4.705448470256287e-06	0.00047372639870558433	3.220576980082435e-07	W3_OFFICIAL_OBS	16	1470.9364242349477	0.30792941942443947	2593	2386.5	0	119	119	1.251741853413358e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	51	0.5934925445745598	2263	1683.0	10	0.0001574044411294566	1.1417354303455043e-05	5.7215891081975775e-06	0.0004284018922718567	-5.2388549099766485e-20	W0_UNIT	4	16266.991478861635	0.5688226106748852	37943	34722.0	289	50	50	1.1319795141318188e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	168	0.4533293771534647	701	403.0	1	0.0001812674433387028	1.0945124676063152e-05	5.861192406921489e-06	0.0005140697052607027	1.9465774157035175e-08	W0_UNIT	8	26408.90113660912	0.39414491206462116	9743	9039.0	51	119	119	1.3583422148416263e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	621	0.46846526872622424	239	102.0	0	0.0001828722411271679	9.105810231841899e-06	5.554521585537426e-06	0.0005767558440238092	2.8758258094125157e-07	W0_UNIT	16	2005.5312186715194	0.30407975462497205	2528	2293.0	1	119	119	1.5239797299411893e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	51	0.5934925445745598	2263	1683.0	10	0.00016450867031950696	1.240802996251804e-05	5.766557942322098e-06	0.00047282261408776764	-5.285528455363311e-20	W1_SPECTRO	4	20230.09383405036	0.5688226106748852	37943	34722.0	289	50	50	1.249353755482393e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	168	0.4533293771534647	701	403.0	1	0.00019886263509880995	1.1859697650719871e-05	6.40352252960609e-06	0.0005520599761554544	2.02110064102994e-08	W1_SPECTRO	8	27314.818715515725	0.39414491206462116	9743	9039.0	51	119	119	1.4587250776742848e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	621	0.46846526872622424	239	102.0	0	0.00019991122994700406	9.97285675860824e-06	5.919101492494428e-06	0.000607896054824022	3.296741199088134e-07	W1_SPECTRO	16	1843.9301665297953	0.30407975462497205	2528	2293.0	1	119	119	1.606262468013733e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	51	0.5934925445745598	2263	1683.0	10	0.0001602993361344991	1.0325525300311445e-05	5.72103471099715e-06	0.0003985376186432573	-4.555951803026038e-20	W2_IMAGING	4	14108.79072859156	0.5688226106748852	37943	34722.0	289	50	50	1.0530682241449178e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	168	0.4533293771534647	701	403.0	1	0.00018163237486478406	9.8038121023534e-06	5.579171786460695e-06	0.000469508642818272	2.0251939418314942e-08	W2_IMAGING	8	23183.39163081189	0.39414491206462116	9743	9039.0	51	119	119	1.2405971471313031e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	621	0.46846526872622424	239	102.0	0	0.00017991827463557605	8.389152410079578e-06	5.272032373022275e-06	0.0005292100920884402	2.872044348531817e-07	W2_IMAGING	16	1842.6250707408863	0.30407975462497205	2528	2293.0	1	119	119	1.3983481252593938e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	51	0.5934925445745598	2263	1683.0	10	0.00016619835312222173	1.1148277827587409e-05	5.445614327390504e-06	0.00044484326946523116	-5.763012033191204e-20	W3_OFFICIAL_OBS	4	18447.001968183566	0.5688226106748852	37943	34722.0	289	50	50	1.1754230714614013e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	168	0.4533293771534647	701	403.0	1	0.00019984775012904987	1.071702900606979e-05	5.870617834403457e-06	0.0005113980762562293	2.0182074146725898e-08	W3_OFFICIAL_OBS	8	25339.222943009183	0.39414491206462116	9743	9039.0	51	119	119	1.3512828872406523e-17	0.0
CMASS_North_f2_g05	CMASS	North	2	5	0.53	0.55	621	0.46846526872622424	239	102.0	0	0.00019728460019936681	9.028176910616477e-06	5.608610302175266e-06	0.0005624443626869129	3.307487144471653e-07	W3_OFFICIAL_OBS	16	1700.5186660423417	0.30407975462497205	2528	2293.0	1	119	119	1.4861640620310065e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	51	0.5792792725620302	2091	1501.0	12	0.00017107041080058932	1.2311746281549105e-05	5.910417406901143e-06	0.0005302075576123875	-3.712717852286991e-20	W0_UNIT	4	32338.7590985207	0.5684534125657362	35218	31919.0	260	50	50	1.4009837591338695e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	169	0.4441605349172723	672	383.0	1	0.0002128868568338482	1.1311519396056255e-05	5.50508027637387e-06	0.000561552036129501	2.3035245935755813e-08	W0_UNIT	8	24377.94837075508	0.4028408087999395	8897	8322.0	1	119	119	1.483806240085941e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	621	0.45957426177179683	240	95.0	0	0.00021423981203486062	9.217196919800509e-06	5.8014963330201945e-06	0.000551444226229515	3.439806307266924e-07	W0_UNIT	16	1603.1258070099348	0.3050694799363866	2303	2119.0	1	119	119	1.457098062680735e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	51	0.5792792725620302	2091	1501.0	12	0.00017866013077667516	1.262569512039802e-05	5.7722185663412435e-06	0.000577727344949651	-8.14482791994094e-20	W1_SPECTRO	4	32916.70298438294	0.5684534125657362	35218	31919.0	260	50	50	1.5265467567584172e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	169	0.4441605349172723	672	383.0	1	0.0002241140951407106	1.177368081961568e-05	5.9493079602593285e-06	0.000592627817712768	2.5982666871862234e-08	W1_SPECTRO	8	22808.583146426383	0.4028408087999395	8897	8322.0	1	119	119	1.565918734854219e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	621	0.45957426177179683	240	95.0	0	0.0002241614774681451	9.840428587430008e-06	6.009075933561473e-06	0.0005816573815588322	3.7542474909088333e-07	W1_SPECTRO	16	1549.331478458347	0.3050694799363866	2303	2119.0	1	119	119	1.5369312135305133e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	51	0.5792792725620302	2091	1501.0	12	0.0001738999813660904	1.1800597641688132e-05	5.686397375678622e-06	0.0005060553513435758	-7.746918971324306e-20	W2_IMAGING	4	30342.887953379726	0.5684534125657362	35218	31919.0	260	50	50	1.3371656406554582e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	169	0.4441605349172723	672	383.0	1	0.00020278279269896583	1.1081517867547623e-05	5.365151737237593e-06	0.0005342054271095819	2.5150395174369535e-08	W2_IMAGING	8	21240.438705073877	0.4028408087999395	8897	8322.0	1	119	119	1.4115474528351214e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	621	0.45957426177179683	240	95.0	0	0.00020597968440529685	8.656031728825252e-06	5.603450022079467e-06	0.0005269029553394736	3.4033535709631737e-07	W2_IMAGING	16	1548.187528427604	0.3050694799363866	2303	2119.0	1	119	119	1.3922519067709997e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	51	0.5792792725620302	2091	1501.0	12	0.00018294168514656006	1.2215921843388339e-05	5.497955652196943e-06	0.0005528320925510535	-5.610298525891356e-20	W3_OFFICIAL_OBS	4	31252.216022848083	0.5684534125657362	35218	31919.0	260	50	50	1.4607652646064865e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	169	0.4441605349172723	672	383.0	1	0.00021701110916582105	1.1686661227120168e-05	5.8468017326126975e-06	0.0005729151037478192	2.6337620730222986e-08	W3_OFFICIAL_OBS	8	21752.72814565162	0.4028408087999395	8897	8322.0	1	119	119	1.5138312236204873e-17	0.0
CMASS_North_f2_g06	CMASS	North	2	6	0.55	0.57	621	0.45957426177179683	240	95.0	0	0.0002198211768297476	9.3166706161784e-06	5.857714478596767e-06	0.0005691761159253472	3.7621542867346865e-07	W3_OFFICIAL_OBS	16	1512.8994521363884	0.3050694799363866	2303	2119.0	1	119	119	1.5039515809415497e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	51	0.5931975569290348	1675	1218.0	12	0.00031051921951027106	9.88834203677612e-06	3.970012932715028e-06	0.0006167591968104639	-5.1130268595567556e-20	W0_UNIT	4	24082.51855594426	0.5704257044219535	29482	26990.0	225	50	50	1.6296818210569432e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	169	0.4508422432349994	564	330.0	0	0.00023698584403218396	9.760196025483151e-06	4.4668349720951205e-06	0.0005559575630115911	2.8477385634838354e-08	W0_UNIT	8	19522.7739702148	0.40438350143651486	7539	7047.0	1	119	119	1.469023791464504e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	622	0.44530128767333355	183	81.0	0	0.000209710487931422	8.543403987876595e-06	4.784657614345895e-06	0.0005039335303535968	4.0135792507524906e-07	W0_UNIT	16	1255.571396177405	0.308335758803414	1980	1788.0	1	119	119	1.331559087704504e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	51	0.5931975569290348	1675	1218.0	12	0.00034562576360017903	1.0748543521305746e-05	3.824880950741229e-06	0.0006397486911018659	-6.373878711925409e-20	W1_SPECTRO	4	22430.84741293426	0.5704257044219535	29482	26990.0	225	50	50	1.6904276698675346e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	169	0.4508422432349994	564	330.0	0	0.00024625921215824857	1.0255161355918297e-05	4.923356902800635e-06	0.0005401255450748219	2.5173493718859328e-08	W1_SPECTRO	8	21456.12170908855	0.40438350143651486	7539	7047.0	1	119	119	1.4271903628660665e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	622	0.44530128767333355	183	81.0	0	0.00022318446318739146	9.093943298278643e-06	5.242481383075956e-06	0.0005062072534549127	4.909994392602273e-07	W1_SPECTRO	16	1030.9731803718525	0.308335758803414	1980	1788.0	1	119	119	1.3375670162826172e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	51	0.5931975569290348	1675	1218.0	12	0.00033688243579347985	8.514981341846735e-06	3.771763664245781e-06	0.0007253081167309923	-3.8717691427293983e-20	W2_IMAGING	4	29728.263286200854	0.5704257044219535	29482	26990.0	225	50	50	1.916503975318575e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	169	0.4508422432349994	564	330.0	0	0.00026958074788919817	8.531750549446315e-06	4.169800620105147e-06	0.0006733834203848184	2.8969873113539717e-08	W2_IMAGING	8	23244.26543898453	0.40438350143651486	7539	7047.0	1	119	119	1.779301750954718e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	622	0.44530128767333355	183	81.0	0	0.00023716442778679491	7.810161386807765e-06	4.535731172993767e-06	0.0006251456433838522	3.9809646064385327e-07	W2_IMAGING	16	1570.3371046624868	0.308335758803414	1980	1788.0	1	119	119	1.6518415871286864e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	51	0.5931975569290348	1675	1218.0	12	0.00036451759984244163	9.67560704443543e-06	3.67692735460502e-06	0.000727435609250766	-1.7123606991284443e-19	W3_OFFICIAL_OBS	4	27215.54620890804	0.5704257044219535	29482	26990.0	225	50	50	1.9221255143273808e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	169	0.4508422432349994	564	330.0	0	0.00027241352057202504	9.142241824513125e-06	4.516395653359784e-06	0.0006449022523241867	2.53698720258056e-08	W3_OFFICIAL_OBS	8	25420.004155646042	0.40438350143651486	7539	7047.0	1	119	119	1.704045083407784e-17	0.0
CMASS_North_f2_g07	CMASS	North	2	7	0.57	0.59	622	0.44530128767333355	183	81.0	0	0.00024636689152272823	8.26154837981875e-06	4.964350645629661e-06	0.0006151738167561606	4.867844521308543e-07	W3_OFFICIAL_OBS	16	1263.749928871585	0.308335758803414	1980	1788.0	1	119	119	1.625492722511959e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	51	0.6120449073379056	1610	1063.0	9	0.00031416634338231737	1.9938456300539425e-05	6.90091411856745e-06	0.0015919615744242922	-1.111632007540625e-19	W0_UNIT	4	38939.81840822996	0.5695223955074367	25733	23570.0	207	50	50	4.2064890983015863e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	169	0.47467484471251875	575	277.0	0	0.0002879758892496413	1.621475072093243e-05	6.4489563143369905e-06	0.0010972460221168852	3.813188580685549e-08	W0_UNIT	8	28775.026435215495	0.40395840853149234	6580	6129.0	1	119	119	2.899286957889421e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	623	0.46428471162403795	194	69.0	0	0.00024891300534209143	1.2664538311434637e-05	6.450409410995568e-06	0.0008662799539153904	5.444407106181462e-07	W0_UNIT	16	1591.1373580639017	0.31101400053887807	1705	1563.0	1	119	119	2.2889982024472447e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	51	0.6120449073379056	1610	1063.0	9	0.0003226851306659845	2.0267639497433145e-05	7.031788250934559e-06	0.001540710836337862	-1.0303165313645868e-19	W1_SPECTRO	4	41241.6825111794	0.5695223955074367	25733	23570.0	207	50	50	4.0710676946044266e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	169	0.47467484471251875	575	277.0	0	0.0003053152494643986	1.653020730676934e-05	6.555784441311973e-06	0.0010847451961576013	4.613245633454791e-08	W1_SPECTRO	8	23513.70992021623	0.40395840853149234	6580	6129.0	1	119	119	2.866255640449168e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	623	0.46428471162403795	194	69.0	0	0.00027998782827546936	1.3525400440840358e-05	6.862401869177858e-06	0.0008818334223920875	5.723201296081654e-07	W1_SPECTRO	16	1540.8044847135257	0.31101400053887807	1705	1563.0	1	119	119	2.330095611228398e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	51	0.6120449073379056	1610	1063.0	9	0.000288469003196851	1.3895411264683668e-05	5.098130631429942e-06	0.0011265696045526896	-6.391502586828852e-20	W2_IMAGING	4	28258.474688021797	0.5695223955074367	25733	23570.0	207	50	50	2.9767695628850636e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	169	0.47467484471251875	575	277.0	0	0.0002652316186549456	1.2599715954748931e-05	5.6615797771103785e-06	0.0007863991050383466	4.124890981837619e-08	W2_IMAGING	8	19064.724583048486	0.40395840853149234	6580	6129.0	1	119	119	2.0779265752404908e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	623	0.46428471162403795	194	69.0	0	0.00023461608523034068	1.0440394151311185e-05	5.736214816209933e-06	0.0006931381894216527	5.353643957225313e-07	W2_IMAGING	16	1294.7035607143596	0.31101400053887807	1705	1563.0	1	119	119	1.8315003856001302e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	51	0.6120449073379056	1610	1063.0	9	0.00029652859861501493	1.4469460908828551e-05	4.868575119864402e-06	0.0011009295992641449	-5.918391937247061e-20	W3_OFFICIAL_OBS	4	30592.575937391495	0.5695223955074367	25733	23570.0	207	50	50	2.909020187234673e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	169	0.47467484471251875	575	277.0	0	0.0002801776679445172	1.3097263975319978e-05	5.903240491619503e-06	0.0007841333339029101	4.630878682321039e-08	W3_OFFICIAL_OBS	8	16932.711644907424	0.40395840853149234	6580	6129.0	1	119	119	2.07193965838673e-17	0.0
CMASS_North_f2_g08	CMASS	North	2	8	0.59	0.61	623	0.46428471162403795	194	69.0	0	0.0002638770574920558	1.1329853314940822e-05	6.0984918846535765e-06	0.0007076627869680413	5.673240391998239e-07	W3_OFFICIAL_OBS	16	1247.3696478050826	0.31101400053887807	1705	1563.0	1	119	119	1.8698791770343373e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	51	0.5884388334438979	1243	837.0	6	0.00027267237983724115	1.6806848960942315e-05	5.3936906454018066e-06	0.0009274490655724087	-8.082955210422469e-20	W0_UNIT	4	30643.37273447231	0.5702431932830041	21202	19350.0	147	50	50	2.450627230102068e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	168	0.4514849308431992	403	234.0	2	0.00026678530369534753	1.2495696826700676e-05	6.227203630830203e-06	0.0008106275084171276	3.314350066529428e-08	W0_UNIT	8	24458.113722005353	0.3958441416504513	5452	4994.5	31	119	119	2.1419460316893385e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	622	0.4456090892293552	141	57.5	0	0.00026186904222999947	1.1487492223821475e-05	5.909572321102141e-06	0.000657196497698583	7.102248285357454e-07	W0_UNIT	16	925.3358532304625	0.3093504941173257	1453	1273.0	1	119	119	1.7365305466061935e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	51	0.5884388334438979	1243	837.0	6	0.0002886430738358892	1.7449777925957943e-05	4.602951903429299e-06	0.0009083434232713507	-9.136763808181225e-20	W1_SPECTRO	4	34455.194491731934	0.5702431932830041	21202	19350.0	147	50	50	2.400143803022797e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	168	0.4514849308431992	403	234.0	2	0.00027514170741828477	1.3043381106227517e-05	6.558185938376545e-06	0.0007637086647379961	5.536451075777999e-08	W1_SPECTRO	8	13794.191518809319	0.3958441416504513	5452	4994.5	31	119	119	2.017970926000901e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	622	0.4456090892293552	141	57.5	0	0.0002799113146151997	1.2152968302011115e-05	6.277235311875984e-06	0.000654470172292788	7.953902567734467e-07	W1_SPECTRO	16	822.8290033972627	0.3093504941173257	1453	1273.0	1	119	119	1.7293266930194345e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	51	0.5884388334438979	1243	837.0	6	0.00026224977853841504	1.3321630175602109e-05	4.971118921694902e-06	0.0008416332419714115	-7.683819615161203e-20	W2_IMAGING	4	29051.943267014718	0.5702431932830041	21202	19350.0	147	50	50	2.2238734363932527e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	168	0.4514849308431992	403	234.0	2	0.0002594842187420754	1.1423105661461123e-05	6.058070811188019e-06	0.0007028179702212661	3.8432995947196174e-08	W2_IMAGING	8	18286.837986476025	0.3958441416504513	5452	4994.5	31	119	119	1.857077568530722e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	622	0.4456090892293552	141	57.5	0	0.00024856710639337853	1.0549938793566279e-05	5.5888315930121536e-06	0.000598545660548834	6.965255214774078e-07	W2_IMAGING	16	859.3305515629237	0.3093504941173257	1453	1273.0	1	119	119	1.581555633241277e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	51	0.5884388334438979	1243	837.0	6	0.00027899871052022276	1.3774014372125869e-05	4.65667951473045e-06	0.0008844358101753524	-7.10945535925748e-20	W3_OFFICIAL_OBS	4	34697.88964264409	0.5702431932830041	21202	19350.0	147	50	50	2.3369719806180397e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	168	0.4514849308431992	403	234.0	2	0.00027101098110008043	1.1978171229483417e-05	6.313306258928729e-06	0.000688733141263047	6.62829794176173e-08	W3_OFFICIAL_OBS	8	10390.79937737363	0.3958441416504513	5452	4994.5	31	119	119	1.8198607911812956e-17	0.0
CMASS_North_f2_g09	CMASS	North	2	9	0.61	0.63	622	0.4456090892293552	141	57.5	0	0.000266343344510662	1.1451970631844047e-05	5.883532144078546e-06	0.0006053470055915275	7.93713987954212e-07	W3_OFFICIAL_OBS	16	762.6764990646088	0.3093504941173257	1453	1273.0	1	119	119	1.599527036719545e-17	0.0
CMASS_North_f2_g10	CMASS	North	2	10	0.63	0.65	51	0.59755136544317	1001	709.0	3	0.00034269115998718046	1.4780683357596362e-05	6.669503446491833e-06	0.000903000350902573	-1.007820761628487e-19	W0_UNIT	4	31886.426032962852	0.5701162463358662	16692	15189.0	122	50	50	2.3860256383435848e-17	0.0
CMASS_North_f2_g10	CMASS	North	2	10	0.63	0.65	168	0.4501387307657234	325	186.0	0	0.00028952377918835563	1.4083753462375244e-05	7.164936782346563e-06	0.0006647172939406622	6.552556386043979e-08	W0_UNIT	8	10144.396397052245	0.3955434493258205	4250	3952.0	23	119	119	1.756402978146694e-17	0.0
CMASS_North_f2_g10	CMASS	North	2	10	0.63	0.65	620	0.46038894583123363	119	45.0	0	0.00028470631890257245	1.3709073208895892e-05	6.686827735857492e-06	0.0006401838386341896	1.0282069056282966e-06	W0_UNIT	16	622.6216096486909	0.30373683969259213	1134	1000.5	2	119	119	1.6915774735941316e-17	0.0
CMASS_North_f2_g10	CMASS	North	2	10	0.63	0.65	51	0.59755136544317	1001	709.0	3	0.00035380072979081993	1.6323591167676792e-05	7.526835269288064e-06	0.0009641128203178918	-7.656725967322995e-20	W1_SPECTRO	4	32392.29483538193	0.5701162463358662	16692	15189.0	122	50	50	2.5475049984586632e-17	0.0
CMASS_North_f2_g10	CMASS	North	2	10	0.63	0.65	168	0.4501387307657234	325	186.0	0	0.00029195931109628437	1.556529104772535e-05	7.74933153765774e-06	0.0007138108334823602	6.749625386986898e-08	W1_SPECTRO	8	10575.562235773394	0.3955434493258205	4250	3952.0	23	119	119	1.886124349690396e-17	0.0
CMASS_North_f2_g10	CMASS	North	2	10	0.63	0.65	620	0.46038894583123363	119	45.0	0	0.00029272151953611673	1.5032114402710429e-05	7.190315041425591e-06	0.0006800938770380998	1.1885030661740249e-06	W1_SPECTRO	16	572.2272801764216	0.30373683969259213	1134	1000.5	2	119	119	1.7970329972424065e-17	0.0
