sample	cap	nside	block_order	nested_pixel	full_random_rows	full_random_fraction	source_sha256
CMASS	North	16	193	514	51934	0.0017551883653999765	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	194	515	55336	0.0018701641196089865	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	195	516	53458	0.0018066942588198858	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	196	517	54968	0.001857727000987906	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	197	518	55232	0.0018666492817378116	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	198	519	54991	0.0018585043209017236	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	199	520	54549	0.0018435662599492302	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	200	521	55285	0.001868440497191391	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	201	522	54123	0.0018291689432846099	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	202	523	55083	0.0018616136005569937	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	203	524	55359	0.0018709414395228039	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	204	525	55225	0.0018664127061118671	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	205	526	54671	0.0018476894351442622	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	206	527	55631	0.001880134092416646	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	207	528	55409	0.0018726312654224074	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	208	529	54548	0.0018435324634312382	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	209	530	54840	0.0018534010466849215	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	210	531	55287	0.0018685080902273751	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	211	532	55364	0.0018711104221127643	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	212	533	54504	0.0018420454166395873	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	213	534	55995	0.0018924360249657581	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	214	535	53610	0.0018118313295546798	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	215	536	49277	0.001665391017095056	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	216	537	56544	0.0019109903133434027	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	217	538	56000	0.0018926050075557185	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	218	539	56835	0.001920825100079094	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	219	540	55909	0.0018895295244184406	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	220	541	55253	0.001867359008615645	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	221	542	55167	0.0018644525080683272	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	222	543	53567	0.001810378079281021	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	223	544	55081	0.0018615460075210096	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	224	545	53977	0.0018242346516577682	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	225	546	54730	0.0018496834297057941	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	226	547	52047	0.00175900737193308	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	227	548	54380	0.001837854648408571	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	228	549	54113	0.0018288309781046893	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	229	550	52591	0.001777392677720764	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	230	551	54516	0.001842450974855492	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	231	552	53895	0.0018214633371824189	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	232	553	53868	0.001820550831196633	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	233	554	55607	0.0018793229759848365	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	234	555	54449	0.0018401866081500236	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	235	556	54391	0.0018382264101064838	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	236	557	55092	0.0018619177692189223	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	237	558	55441	0.0018737127539981534	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	238	559	55877	0.0018884480358426943	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	239	560	54220	0.0018324472055298404	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	240	561	52402	0.0017710051358202636	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	241	562	53860	0.0018202804590526965	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	242	563	44746	0.0015122589940730032	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	243	564	55672	0.0018815197496543207	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	244	565	52041	0.0017588045928251276	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	245	566	55387	0.001871887742026582	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	246	567	53251	0.001799698379595528	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	247	568	53794	0.0018180498888652201	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	248	569	54422	0.0018392741021642377	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	249	570	50973	0.0017227099116096007	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	250	571	56132	0.0018970661479306714	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	251	572	50737	0.001714733933363473	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	252	573	55484	0.0018751660042718122	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	253	574	51448	0.0017387632576558324	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	254	575	53965	0.0018238290934418635	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	255	576	54478	0.0018411667071717935	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	256	577	55425	0.0018731720097102803	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	257	578	44420	0.0015012413292075895	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	258	579	53304	0.0018014895950491075	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	259	580	53171	0.0017969946581561627	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	260	581	53671	0.0018138929171521959	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	261	582	52656	0.0017795894513902486	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	262	583	54300	0.0018351509269692056	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	263	584	54412	0.0018389361369843171	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	264	585	55066	0.0018610390597511286	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	265	586	54718	0.0018492778714898895	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	266	587	54621	0.001845999609244659	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	267	588	54282	0.0018345425896453484	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	268	589	53240	0.0017993266178976152	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	269	590	54488	0.0018415046723517141	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	270	591	54102	0.0018284592164067766	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	271	592	53992	0.0018247415994276492	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	272	593	38568	0.001303464105918017	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	273	594	47448	0.0016035771856875666	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	274	595	45500	0.0015377415686390213	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	275	598	3266	0.00011037942776208887	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	276	600	52830	0.001785470045520868	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	277	601	46795	0.0015815080594387472	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	278	602	54679	0.001847959807288199	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	279	603	43634	0.0014746772660658254	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	280	604	4472	0.00015113802846052096	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	281	606	10	3.37965179920664e-07	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	282	608	55170	0.0018645538976223034	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	283	609	55111	0.0018625599030607715	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	284	610	53930	0.0018226462153121412	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	285	611	55027	0.0018597209955494378	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	286	612	54276	0.001834339810537396	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	287	613	53966	0.0018238628899598555	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	288	614	54227	0.001832683781155785	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	289	615	54569	0.0018442421903090715	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	290	616	34343	0.0011606738174015365	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	291	617	54323	0.0018359282468830233	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	292	618	38100	0.00128764733549773	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	293	619	54841	0.0018534348432029137	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	294	620	55229	0.0018665478921838354	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	295	621	55106	0.0018623909204708111	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	296	622	55235	0.0018667506712917877	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	297	623	53844	0.0018197397147648234	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	298	624	53906	0.0018218350988803316	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	299	625	33264	0.001124207374488097	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	300	626	48007	0.0016224694392451319	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	301	627	31026	0.0010485707672218522	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	302	632	44988	0.0015204377514270832	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	303	633	24740	0.0008361258551237228	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	304	634	46733	0.0015794126753232393	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	305	635	16820	0.0005684574326265569	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	306	640	55106	0.0018623909204708111	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	307	641	53341	0.001802740066214814	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	308	642	55072	0.001861241838859081	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	309	643	48658	0.001644470972457967	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	310	644	55265	0.0018677645668315496	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	311	645	52726	0.0017819552076496932	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	312	646	54310	0.0018354888921491264	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	313	647	53082	0.0017939867680548689	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	314	648	54642	0.0018467093361224925	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	315	649	56194	0.0018991615320461794	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	316	650	55737	0.001883716523323805	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	317	651	53795	0.001818083685383212	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	318	652	54108	0.001828661995514729	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	319	653	55973	0.0018916925015699327	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	320	654	54524	0.0018427213469994286	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	321	655	55800	0.0018858457039573054	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	322	656	56057	0.0018945314090812663	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	323	657	53726	0.0018157517256417596	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	324	658	56597	0.0019127815287969822	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	325	659	55469	0.0018746590565019313	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	326	660	53938	0.0018229165874560777	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	327	661	45139	0.0015255410256438853	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	328	662	55135	0.0018633710194925811	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	329	663	39680	0.0013410458339251949	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	330	664	55218	0.0018661761304859226	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	331	665	55540	0.001877058609279368	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	332	666	55094	0.0018619853622549064	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	333	667	55232	0.0018666492817378116	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	334	668	51180	0.0017297057908339584	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	335	669	50081	0.0016925634175606775	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	336	670	53664	0.0018136563415262514	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	337	671	54637	0.001846540353532532	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	338	672	54701	0.0018487033306840244	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	339	673	54637	0.001846540353532532	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	340	674	53546	0.0018096683524031875	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	341	675	55931	0.001890273047814266	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	342	676	51541	0.0017419063338290945	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	343	677	54833	0.001853164471058977	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	344	678	52749	0.0017827325275635107	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	345	679	51102	0.0017270696624305773	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	346	680	55866	0.0018880762741447816	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	347	681	51152	0.0017287594883301806	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	348	682	55036	0.0018600251642113665	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	349	683	55315	0.0018694543927311531	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	350	684	55317	0.0018695219857671373	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	351	685	53876	0.0018208212033405695	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	352	686	54178	0.0018310277517741736	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	353	687	55271	0.0018679673459395022	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	354	688	54752	0.0018504269531016196	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	355	689	53668	0.0018137915275982196	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	356	690	53160	0.00179662289645825	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	357	691	55005	0.0018589774721536124	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	358	692	54001	0.0018250457680895778	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	359	693	55271	0.0018679673459395022	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	360	694	54152	0.0018301490423063799	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	361	695	55060	0.001860836280643176	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	362	696	55083	0.0018616136005569937	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	363	697	55507	0.0018759433241856299	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	364	698	55436	0.001873543771408193	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	365	699	54425	0.001839375491718214	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	366	700	52968	0.0017901339650037732	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	367	701	55401	0.0018723608932784707	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	368	702	55325	0.0018697923579110737	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	369	703	55080	0.0018615122110030174	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	370	704	50755	0.0017153422706873303	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	371	705	55316	0.001869488189249145	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	372	706	55616	0.001879627144646765	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	373	707	54409	0.0018388347474303408	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	374	708	55230	0.0018665816887018273	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	375	709	52037	0.0017586694067531594	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	376	710	54082	0.0018277832860469352	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	377	711	52916	0.0017883765460681858	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	378	712	54871	0.0018544487387426756	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	379	713	55041	0.0018601941468013269	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	380	714	53422	0.0018054775841721714	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	381	715	54982	0.001858200152239795	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	382	716	47598	0.0016086466633863767	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	383	717	38376	0.0012969751744635403	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	384	718	53327	0.0018022669149629252	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	385	719	18308	0.0006187466513987517	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
CMASS	North	16	386	720	42327	0.0014305052170501945	dc8a37e1310d47c6ba696744ad30cf2fae506a42d2ec50040bb2f775ab06d8b6
