branch_id	stable_identity	family_id	family	existence_gate	nonisometry_gate	typing_gate	composition_gate	gauge_descent_gate	branch_ownership_gate	terminal_compatibility_gate	disposition	reason	evidence
R10	FC10_STRATIFIED_PROJECTOR	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R10	FC10_STRATIFIED_PROJECTOR	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is INSUFFICIENT_TYPED_EVIDENCE; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R11	FC11_NONINTEGRABLE_DISTRIBUTION	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is HISTORICAL_REDERIVATION_REQUIRED; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is HISTORICAL_REDERIVATION_REQUIRED; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is HISTORICAL_REDERIVATION_REQUIRED; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R13	Q01_ROUND_S3_B19	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R13	Q01_ROUND_S3_B19	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_OWNED_NONZERO_UNIQUE_CLOCK_SCALE	FAIL_OR_OPEN	OPEN_OR_PROJECTOR_ONLY	OPEN	OPEN	FAIL	OPEN	NO_OWNED_NONZERO_CLOCK_SCALE	The branch owns no unique nonzero stationary clock calibration magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R13
R13	Q01_ROUND_S3_B19	F03_PATH_GLOBAL_COMPLETION	path_global_completion	CONDITIONAL_AFTER_QUERY_OR_CHOICE	FAIL_OWNED_TRANSPORT_IS_ISOMETRIC_OR_UNSUPPLIED	FAIL_QUERY_PATH_OR_STATE_UNOWNED	CONDITIONAL	CONDITIONAL	FAIL	OPEN	BLOCKED_MISSING_PHYSICAL_QUERY	Any path/global magnitude needs an unowned path, line, lift, or calibration state; metric-compatible transport itself is isometric.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R13;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R13	Q01_ROUND_S3_B19	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R13	Q01_ROUND_S3_B19	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R14	Q02_SQUASHED_S3_OFF_SHELL	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R14	Q02_SQUASHED_S3_OFF_SHELL	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_OWNED_NONZERO_UNIQUE_CLOCK_SCALE	FAIL_OR_OPEN	OPEN_OR_PROJECTOR_ONLY	OPEN	OPEN	FAIL	OPEN	NO_OWNED_NONZERO_CLOCK_SCALE	The branch owns no unique nonzero stationary clock calibration magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R14
R14	Q02_SQUASHED_S3_OFF_SHELL	F03_PATH_GLOBAL_COMPLETION	path_global_completion	CONDITIONAL_AFTER_QUERY_OR_CHOICE	FAIL_OWNED_TRANSPORT_IS_ISOMETRIC_OR_UNSUPPLIED	FAIL_QUERY_PATH_OR_STATE_UNOWNED	CONDITIONAL	CONDITIONAL	FAIL	OPEN	BLOCKED_MISSING_PHYSICAL_QUERY	Any path/global magnitude needs an unowned path, line, lift, or calibration state; metric-compatible transport itself is isometric.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R14;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R14	Q02_SQUASHED_S3_OFF_SHELL	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R14	Q02_SQUASHED_S3_OFF_SHELL	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R15	Q03_WRL_LOCAL	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R15
R15	Q03_WRL_LOCAL	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R15
R15	Q03_WRL_LOCAL	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R15
R15	Q03_WRL_LOCAL	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R15	Q03_WRL_LOCAL	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R16	Q04_PHYSICAL_XMAX_JOIN	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R16
R16	Q04_PHYSICAL_XMAX_JOIN	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R16	Q04_PHYSICAL_XMAX_JOIN	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R17	W01_TWISTED_RECIPROCAL_S3	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R17	W01_TWISTED_RECIPROCAL_S3	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	PASS_INTRINSIC_KILLING_NORM_RATIO	PASS_NONZERO_ENDPOINT_CLOCK_SCALE	PARTIAL_CLOCK_MAGNITUDE_PLUS_INTRINSIC_GRADING	PASS_ENDPOINT_COBBOUNDARY	PASS_CONSTANT_K_RESCALING_CANCELS	PASS_MAGNITUDE_ONLY__ASSEMBLY_UNSELECTED	CONDITIONAL_ON_UNSELECTED_R17_LIFT	OWNER_CONDITIONAL_BRANCH_ONLY	W01 owns delta_K and the reciprocal grading separately; applying the magnitude as the physical non-isometric lift remains unselected.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R17
R17	W01_TWISTED_RECIPROCAL_S3	F03_PATH_GLOBAL_COMPLETION	path_global_completion	PASS_OWNED_PATH_OR_SET_TRANSPORT	FAIL_ISOMETRIC_OR_PROJECTOR_ONLY	PASS_GEOMETRIC_TRANSPORT_ONLY	PASS_PATH_OR_SET_EQUIVARIANT	PASS_WITH_PATH_LABELS_RETAINED	PASS_TRANSPORT_NOT_MAGNITUDE	ZERO_OR_NOT_TYPED	TRANSPORT_OR_READOUT_ONLY	Owned path/holonomy or projector transport composes but generates no reciprocal density magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R17;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R17	W01_TWISTED_RECIPROCAL_S3	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R17	W01_TWISTED_RECIPROCAL_S3	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	PARTIAL_CLOCK_MAGNITUDE_EXISTS	NO_COMPLETE_PHYSICAL_PAIR_OWNER	PARTIAL_ONLY	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	The branch owns a partial endpoint clock magnitude but not the selected complete reciprocal comparison.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	PASS_UNIQUE_KILLING_NORM_RATIO	PASS_NONZERO_ENDPOINT_CLOCK_SCALE	PARTIAL_CLOCK_LINE_ONLY	PASS_ENDPOINT_COBBOUNDARY	PASS_CONSTANT_K_RESCALING_CANCELS	PASS_CLOCK_MAGNITUDE_ONLY	FAIL_RULER_OR_TL_EQUAL_1_UNOWNED	OWNER_CONDITIONAL_BRANCH_ONLY	W02 owns one non-isometric clock magnitude, but no intrinsic ruler scale completes the reciprocal terminal readout.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R18
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F03_PATH_GLOBAL_COMPLETION	path_global_completion	PASS_ENDPOINT_GLOBAL_CLOCK_STATE	HANDLED_ONLY_BY_F02_CLOCK_RATIO	CLOCK_ONLY	PASS_ENDPOINT_COBBOUNDARY	PASS	NO_ADDITIONAL_PATH_MAGNITUDE_OWNER	RULER_OPEN	TRANSPORT_OR_READOUT_ONLY	Global completion supplies the shared clock state already classified in F02, not a complete path-generated reciprocal magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R18;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R18	W02_STATIC_GENERIC_LAPSE_ROUND_S3	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	PARTIAL_CLOCK_MAGNITUDE_EXISTS	NO_COMPLETE_PHYSICAL_PAIR_OWNER	PARTIAL_ONLY	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	The branch owns a partial endpoint clock magnitude but not the selected complete reciprocal comparison.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R19	W03_ULTRASTATIC_S3	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R19	W03_ULTRASTATIC_S3	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	PASS_GLOBAL_ZERO_CLOCK_CONTROL	FAIL_ZERO_MAGNITUDE	CLOCK_ONLY	PASS_TRIVIAL	PASS	PASS_ZERO_CONTROL_ONLY	ZERO_OR_OPEN	TRANSPORT_OR_READOUT_ONLY	The ultrastatic branch owns only the zero clock response.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R19
R19	W03_ULTRASTATIC_S3	F03_PATH_GLOBAL_COMPLETION	path_global_completion	PASS_OWNED_PATH_OR_SET_TRANSPORT	FAIL_ISOMETRIC_OR_PROJECTOR_ONLY	PASS_GEOMETRIC_TRANSPORT_ONLY	PASS_PATH_OR_SET_EQUIVARIANT	PASS_WITH_PATH_LABELS_RETAINED	PASS_TRANSPORT_NOT_MAGNITUDE	ZERO_OR_NOT_TYPED	TRANSPORT_OR_READOUT_ONLY	Owned path/holonomy or projector transport composes but generates no reciprocal density magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R19;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
