source_id	path	sha256	source_role	construction_capability	obligations_addressed	ruling
S081	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/STATUS_LEDGER.tsv	8af07f33599a6e7a7636f968eb0716e1a4f2f82867a173d20d89304265481ae2	COMPLETE_BRANCH_PULLBACK	CONSTRAINS_ONLY	O02;O05;O06;O08;O11	Earlier ultrastatic controls fail founded depth; bounded conclusion retained in its source scope.
S082	udt_clock_anchor_scale_threading_audit_2026-07-22/AUDIT_REPORT.md	26c3034d4a029ebcb53501abb5e4cb78fad7173c26557572aea3346bdf8a1545	CLOCK_AND_SCALE_CALIBRATION	CALIBRATES_ONLY	O03;O05;O09;O10;O11	Places c_E locally and proves c_E,G_obs do not select dimensionless threading or absolute scale.
S083	udt_clock_anchor_scale_threading_audit_2026-07-22/DEDUCTIVE_SPINE.tsv	fef5f935fd16411ed2d7d4592ad1495bffd2b2707811a2990344e0496c1729ae	CLOCK_AND_SCALE_CALIBRATION	CALIBRATES_ONLY	O03;O05;O09;O10;O11	Places c_E locally and proves c_E,G_obs do not select dimensionless threading or absolute scale.
S084	udt_clock_anchor_scale_threading_audit_2026-07-22/CLOCK_ANCHOR_LEDGER.tsv	995925817d830f6a6165cae3b9ca7a5001aaecd5f1592f8ed222ac36c71cf55a	CLOCK_AND_SCALE_CALIBRATION	CALIBRATES_ONLY	O03;O05;O09;O10;O11	Places c_E locally and proves c_E,G_obs do not select dimensionless threading or absolute scale.
S085	udt_clock_anchor_scale_threading_audit_2026-07-22/THREADING_SELECTOR_LEDGER.tsv	574cb9d71901fca7f5fe339f6414e2f960291d0ecaa6495aee578625850c432b	CLOCK_AND_SCALE_CALIBRATION	CALIBRATES_ONLY	O03;O05;O09;O10;O11	Places c_E locally and proves c_E,G_obs do not select dimensionless threading or absolute scale.
S086	udt_clock_anchor_scale_threading_audit_2026-07-22/STATUS_LEDGER.tsv	fb84cc06743aaedc51916ef241f6948dc255a1a57615ef7f77a6de5c0e6fe030	CLOCK_AND_SCALE_CALIBRATION	CALIBRATES_ONLY	O03;O05;O09;O10;O11	Places c_E locally and proves c_E,G_obs do not select dimensionless threading or absolute scale.
S087	udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	98e8fd166e8257e4ad4e40695d05b198c6fc4c1342e39bcfeb013c230a14321d	CSN_PRECEDENCE_CORRECTION	CONFLICTING_OR_SUPERSEDED	O02;O10;O11	Strong local CSN is inactive; common-factor cancellation is algebra only.
S088	udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv	18076d2145bfb954b7a998c71de1f0eedad919c63c59ec75dcbf408a4432e0c6	CSN_PRECEDENCE_CORRECTION	CONFLICTING_OR_SUPERSEDED	O02;O10;O11	Strong local CSN is inactive; common-factor cancellation is algebra only.
S089	udt_common_scale_neutrality_provenance_audit_2026-07-24/OWNER_CORRECTION_RECORD.md	b4b55d4c7fbec72cc58d438befc9b41908cf9d175dfb235cc673bab3e8d34c4b	CSN_PRECEDENCE_CORRECTION	CONFLICTING_OR_SUPERSEDED	O02;O10;O11	Strong local CSN is inactive; common-factor cancellation is algebra only.
S090	udt_global_coframe_compatibility_p03_2026-07-27/AUDIT_REPORT.md	91a5669baec0a53df1677c8709ef3d3965228204f6934ac810cc6f63d6865d8e	PRIOR_BOUNDED_SOURCE_GATE	CONSTRAINS_ONLY	O02;O05;O07;O08;O09;O11	Exact inside its 57-source freeze, but its repository-wide source completeness requires correction.
S091	udt_global_coframe_compatibility_p03_2026-07-27/P03A_CENSUS.json	30c530ebe07c8e60f42c032f05faccd0bfa8ccee06ef66e5544463381a7b2f07	PRIOR_BOUNDED_SOURCE_GATE	CONSTRAINS_ONLY	O02;O05;O07;O08;O09;O11	Exact inside its 57-source freeze, but its repository-wide source completeness requires correction.
S092	udt_global_coframe_compatibility_p03_2026-07-27/P03B_GATE_LEDGER.tsv	a26d51380aa18e9a36c2cb1d149af34d89244335469bc822d59925f3c93cf312	PRIOR_BOUNDED_SOURCE_GATE	CONSTRAINS_ONLY	O02;O05;O07;O08;O09;O11	Exact inside its 57-source freeze, but its repository-wide source completeness requires correction.
S093	udt_global_coframe_compatibility_p03_2026-07-27/SOURCE_ADJUDICATION.tsv	c44351d8b6b4b378eb3bdf36744b0d36968b063dc7a1ade08628d7636bf746f8	PRIOR_BOUNDED_SOURCE_GATE	CONSTRAINS_ONLY	O02;O05;O07;O08;O09;O11	Exact inside its 57-source freeze, but its repository-wide source completeness requires correction.
S094	udt_global_coframe_compatibility_p03_2026-07-27/STATUS_LEDGER.tsv	7e5652ae288ec7102b023f0acd464c0ccc2127b862f5e00d8f9dec7c8a52cd39	PRIOR_BOUNDED_SOURCE_GATE	CONSTRAINS_ONLY	O02;O05;O07;O08;O09;O11	Exact inside its 57-source freeze, but its repository-wide source completeness requires correction.
S095	udt_full_local_jet_strata_p02_2026-07-27/AXIS_CONTRACT.tsv	2180450c39808150b7c2e780e338a9175b66be2a433a40452b9666c2fe8f3fab	DORMANT_P02_AGGREGATE	DOES_NOT_ADDRESS	O02;O03;O05;O06;O09	Frozen to prevent another projection-source omission; not activated before the definition gate.
S096	udt_full_local_jet_strata_p02_2026-07-27/STRATUM_CENSUS.json	1b5f7a076bf6551184698a45df73a3136fccf5fe56f4f40c09815cdd35780d59	DORMANT_P02_AGGREGATE	DOES_NOT_ADDRESS	O02;O03;O05;O06;O09	Frozen to prevent another projection-source omission; not activated before the definition gate.
S097	udt_full_local_jet_strata_p02_2026-07-27/P02B_CENSUS.json	31fe6f8f7eb300c88d90ea38dd52ca0986a757d359d09057eeb546150e7ebffd	DORMANT_P02_AGGREGATE	DOES_NOT_ADDRESS	O02;O03;O05;O06;O09	Frozen to prevent another projection-source omission; not activated before the definition gate.
S098	udt_full_local_jet_strata_p02_2026-07-27/STRATUM_LEDGER.tsv	b36f111d45d60aaf182933de5aac1eb0e6c7f93a8735329ec41fd598a39c9d9f	DORMANT_P02_DETAIL	DOES_NOT_ADDRESS	O02;O03;O05;O06;O09	Frozen to prevent another projection-source omission; not activated before the definition gate.
S099	udt_full_local_jet_strata_p02_2026-07-27/P02B_CANDIDATE_LEDGER.tsv	c18d40142787cee1914734a4c897d30ff85d5ce669aeb38b9631a9d0bc36c529	DORMANT_P02_DETAIL	DOES_NOT_ADDRESS	O02;O03;O05;O06;O09	Frozen to prevent another projection-source omission; not activated before the definition gate.
