source_path	source_blob	claim_identity	claim	original_status	dependency_class	regrade_class	effective_status	correction_or_reason	rerun_priority
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S07	physical_comparison_and_signed_depth	OPEN_INDEPENDENT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_INDEPENDENT	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S08	transverse_and_mixing_response	OPEN_INDEPENDENT	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	GENERAL_SCREEN_CONFIGURATION_MAPPED__SELECTOR_OFFBLOCKS_AND_TIME_DEPENDENCE_OPEN	General transverse screen configurations and their stationary first jet are now mapped on one S3 control; physical selection, direct pair-screen mixing and time dependence remain open.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S09	global_completion_and_causal_interfaces	OPEN_INDEPENDENT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_INDEPENDENT	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S10	c_E	OBSERVED_ANCHOR_PLACED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OBSERVED_ANCHOR_PLACED	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S11	G_obs	OBSERVED_ANCHOR_NOT_NATIVELY_PLACED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OBSERVED_ANCHOR_NOT_NATIVELY_PLACED	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S12	realized_branch_equations	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S13	P03_57_source_internal_result	RETAIN_SCOPED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	RETAIN_SCOPED	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S14	P03_only_ultrastatic_registered_claim	SUPERSEDED_REPOSITORY_WIDE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	SUPERSEDED_REPOSITORY_WIDE	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S15	complete_native_global_coframe_law	OPEN_MULTIPLE_INDEPENDENT_SELECTOR_GAPS	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN_MULTIPLE_INDEPENDENT_SELECTOR_GAPS	One availability gap has narrowed, but the physical comparison, selected finite lift, descent, global completion and realized equations remain open.	NONE
udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv	01b5145e81b61e7b6e0816bb19d8dd84bf5ace9e	S16	overall_verification	VERIFIED_WITH_CAVEATS	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	VERIFIED_WITH_CAVEATS	These rows concern the founded generator, frame obstruction, conditional stationary lines, physical semantics, global interfaces, anchors, equations, frozen P03 scope, or verification grade rather than full-screen completeness.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S01	generic_metric_local_configuration_quotient	DERIVED_F4_6	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_F4_6	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S02	coframe_metric_rank_agreement	DERIVED_EXACT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_EXACT	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S03	chosen_independent_scalar_control	CHOSE_COMPARISON_F4_7_TOTAL	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	CHOSE_COMPARISON_F4_7_TOTAL	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S04	founded_phi_native_status	DERIVED_FOUNDED_PHI_ADDS_ZERO__COMPLETE_EXTENSION_OPEN	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_FOUNDED_PHI_ADDS_ZERO__COMPLETE_EXTENSION_OPEN	A three-mode screen metric configuration is now explicit on one S3 branch; unique physical extension and projector ownership remain open.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S05	strong_local_CSN_counterfactual	INACTIVE_CHALLENGED_OWNER_POSTULATE_NOT_DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	INACTIVE_CHALLENGED_OWNER_POSTULATE_NOT_DERIVED	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S06	metric_native_instrument_count	MOSTLY_DERIVED_NOT_ADDITIVE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	MOSTLY_DERIVED_NOT_ADDITIVE	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S07	supplied_rank2_projector_branch	CONDITIONAL_ADDS_F4_4__FOUNDED_PHI_ADDS_ZERO	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	CONDITIONAL_ADDS_F4_4__FOUNDED_PHI_ADDS_ZERO	A three-mode screen metric configuration is now explicit on one S3 branch; unique physical extension and projector ownership remain open.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S08	C05_C06_C07_extra_fields	UNCOUNTED_OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	UNCOUNTED_OPEN	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S09	founded_bulk_constraint_rank	ZERO_COMPLETE_NATIVE_COFRAME_RESPONSE_RANK	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	ZERO_SELECTED_NATIVE_SCREEN_RESPONSE_RANK__THREE_AVAILABLE_SCREEN_METRIC_MODES	Distinguish availability from selection: the general screen has three metric modes, but founded phi alone selects none of them.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S10	static_seal_rank	BOUNDARY_F3_1_ONLY	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	BOUNDARY_F3_1_ONLY	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S11	completion_freedom	TWELVE_CLASSES_ALL_GLOBAL_DATA_OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	TWELVE_CLASSES_ALL_GLOBAL_DATA_OPEN	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S12	metric_native_Maxwell_content	F_EQUALS_dS_AND_dF_EQUALS_ZERO_ONLY_CONDITIONAL_TORIC	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	F_EQUALS_dS_AND_dF_EQUALS_ZERO_ONLY_CONDITIONAL_TORIC	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S13	smallest_missing_closure_type	FOUNDED_COMPLETE_EXTENSION_AND_VARIATION_DOMAIN_THEN_RESPONSE_AND_GLOBAL_BOUNDARY	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	FOUNDED_COMPLETE_EXTENSION_AND_VARIATION_DOMAIN_THEN_RESPONSE_AND_GLOBAL_BOUNDARY	The smallest missing object is now a selected complete extension/variation law, not bare existence of screen response modes.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S14	propagating_physical_modes	NOT_EVALUABLE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NOT_EVALUABLE	Generic quotient rank, inactive CSN arithmetic, untyped extra fields, boundary rank, completion taxonomy, conditional Maxwell identity, and propagating-mode openness are independent of the old equal-screen ansatz.	NONE
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	edb8067b869222653149fb662b20f7a766824682	S15	overall	CORRECTED_GENERIC_ARENA_RANK_CHARACTERIZED__NATIVE_FOUNDED_EXTENSION_RANK_OPEN	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	CORRECTED_GENERIC_ARENA_RANK_CHARACTERIZED__NATIVE_FOUNDED_EXTENSION_RANK_OPEN	The smallest missing object is now a selected complete extension/variation law, not bare existence of screen response modes.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	intrinsic_clock_line_C01_to_C06	intrinsic_clock_line_C01_to_C06	DERIVED_PARENT_BOUNDED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_PARENT_BOUNDED	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	intrinsic_ruler_line_C01_to_C06	intrinsic_ruler_line_C01_to_C06	DERIVED_PARENT_BOUNDED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_PARENT_BOUNDED	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	intrinsic_rank_two_screen_C01_to_C06	intrinsic_rank_two_screen_C01_to_C06	DERIVED_EXACT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_EXACT	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	local_screen_area_response	local_screen_area_response	DERIVED_EXACT	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_EXACT	These are exact trace/equal-screen statements only; the physical SNe readout itself is unchanged.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	founding_depth_equals_log_Q	founding_depth_equals_log_Q	DERIVED_BRANCH_SPECIFIC_STATIONARY	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_BRANCH_SPECIFIC_STATIONARY	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	same_metric_clock_plus_Jacobi_cocycle	same_metric_clock_plus_Jacobi_cocycle	DERIVED_REDUCIBLE_GIVEN_SUPPLIED_PATH	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_REDUCIBLE_GIVEN_SUPPLIED_PATH	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	intrinsic_ruler_null_congruence	intrinsic_ruler_null_congruence	NOT_GLOBALLY_ALIGNED_FOR_NONTRIVIAL_PHI	D4_PARALLEL_PAIR_SCREEN	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	NOT_GLOBALLY_ALIGNED_FOR_NONTRIVIAL_PHI	The general-screen Cartan and Frobenius calculation extends the twisted-S3 nonparallel obstruction to every invertible P in that block family.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	clock_angular_connection_mixing	clock_angular_connection_mixing	DERIVED_SOMEWHERE_FOR_NONCONSTANT_STATIONARY_PHI_TWISTED_S3	D4_PARALLEL_PAIR_SCREEN	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	DERIVED_SOMEWHERE_FOR_NONCONSTANT_STATIONARY_PHI_TWISTED_S3	The general-screen Cartan and Frobenius calculation extends the twisted-S3 nonparallel obstruction to every invertible P in that block family.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	raw_local_screen_area_as_WRL_optical_area	raw_local_screen_area_as_WRL_optical_area	REJECTED_IN_FROZEN_FAMILY	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	REJECTED_IN_FROZEN_FAMILY	These are exact trace/equal-screen statements only; the physical SNe readout itself is unchanged.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	lambda_minus_two_SNe_relation	lambda_minus_two_SNe_relation	LEAD_ALGEBRAIC_COMPLEMENT_ONLY	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	LEAD_ALGEBRAIC_COMPLEMENT_ONLY	These are exact trace/equal-screen statements only; the physical SNe readout itself is unchanged.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	SNe_result	SNe_result	OBSERVED_REGISTERED_CONDITIONAL_NEAR_DATA_UNCHANGED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OBSERVED_REGISTERED_CONDITIONAL_NEAR_DATA_UNCHANGED	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	copresence	copresence	WORKING_INTERPRETIVE_FRAME	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	WORKING_INTERPRETIVE_FRAME	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	metric_causal_structure	metric_causal_structure	DERIVED_CONDITIONAL	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_CONDITIONAL	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	instantaneous_operational_access	instantaneous_operational_access	NOT_DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NOT_DERIVED	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	complete_whole_solution_law	complete_whole_solution_law	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	path_event_endpoint_semantics	path_event_endpoint_semantics	OPEN_NOT_SELECTED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_NOT_SELECTED	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	lambda_profile_twist_topology	lambda_profile_twist_topology	CHOSE_FREE_BOUNDED_CONFIGURATION	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	CHOSE_FREE_BOUNDED_CONFIGURATION	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	c5ad6094254065870ccecb3621357a2409a2e100	action_source_carrier_boundary_density_bootstrap_mass_Xmax_dynamics	action_source_carrier_boundary_density_bootstrap_mass_Xmax_dynamics	OPEN_OR_CONDITIONAL_UNCHANGED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_OR_CONDITIONAL_UNCHANGED	The intrinsic lines/screen, branch depth, typed cocycle, preserved SNe evidence, interpretive stamps, chosen topology/profile, and open physics do not assert that lambda exhausts the screen.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	stationary_scalar_clock_join	stationary_scalar_clock_join	CONDITIONAL	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	CONDITIONAL	The exact or sampled result remains evidence for the registered lambda subfamily; it is not a full-GL2 holonomy classification.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	exact_local_nonparallel_anchor	exact_local_nonparallel_anchor	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The exact or sampled result remains evidence for the registered lambda subfamily; it is not a full-GL2 holonomy classification.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	sampled_curvature_holonomy_algebra	sampled_curvature_holonomy_algebra	OBSERVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OBSERVED	The exact or sampled result remains evidence for the registered lambda subfamily; it is not a full-GL2 holonomy classification.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	ordinary_endpoint_X_closure	ordinary_endpoint_X_closure	OBSERVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OBSERVED	The exact or sampled result remains evidence for the registered lambda subfamily; it is not a full-GL2 holonomy classification.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	Lorentz_holonomy_as_reciprocal_inversion	Lorentz_holonomy_as_reciprocal_inversion	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The exact or sampled result remains evidence for the registered lambda subfamily; it is not a full-GL2 holonomy classification.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	path_groupoid_reciprocal_lift	path_groupoid_reciprocal_lift	DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED	Typed path assembly and retained authority boundaries are independent of how many screen metric modes are available.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	ordinary_vs_twisted_vs_groupoid_selection	ordinary_vs_twisted_vs_groupoid_selection	OPEN	D6_MULTIPLE	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	OPEN	Additional screen freedom does not supply the missing selection law.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	physical_lambda_profile_topology	physical_lambda_profile_topology	OPEN	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN	The exact or sampled result remains evidence for the registered lambda subfamily; it is not a full-GL2 holonomy classification.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	action_source_carrier_boundary_density_bootstrap_mass_Xmax_dynamics	action_source_carrier_boundary_density_bootstrap_mass_Xmax_dynamics	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	Typed path assembly and retained authority boundaries are independent of how many screen metric modes are available.	NONE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	copresence	copresence	WORKING_INTERPRETIVE_FRAME	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	WORKING_INTERPRETIVE_FRAME	Typed path assembly and retained authority boundaries are independent of how many screen metric modes are available.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S01	X_lambda_chart_overlap	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S02	typed_path_groupoid_assembly	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S03	global_pair_frame_bundle	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S04	lambda_plus1_clock_collapse	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S05	lambda_minus1_ruler_collapse	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
