path	family	role	dependency_hits	git_blob	sha256	bytes
metric_cartan_holonomy_audit_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	metric_cartan_holonomy_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	b5d784d13fcf45f6c8ff671cbb42219497313475	929c25f260628ebf4de21c9c00e058091840b77a9668d45f104fc30a67b79625	3221
metric_cartan_holonomy_audit_2026-07-19/PREREGISTRATION.md	metric_cartan_holonomy_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	7ce774c7d175ff90027e9a37854743827aa4b341	f613004fbc8b08b8010959077301c4258554ed1d7e734da5198e4517eaaceb50	13656
metric_cartan_holonomy_audit_2026-07-19/STATUS_LEDGER.tsv	metric_cartan_holonomy_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	SHEAR	e12beb50e0384a3fcfd8236b368efa4ea0501a95	973595bb038b568425f04fa15806bb712816e82842f6de3647f049e99dd1363e	3237
microphysics_E2b_A1Z8_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	96122796d851fa20dcb562252d9cdf24b8f26260	d8ad237811cd2584bc4fc171953572dff021971c9c31130e587ac88944d81f14	25701
microphysics_reentry_omega_reframe_MAP.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	562fdcc4ff371b6419585a676ffaee75fa578cc7	f5c443e9ed22c1101621f1f9d7eb184edf0378788f771fef2480dd988069af85	30509
n5d_pilot_SDir.json	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	2ae12b45b2673381bdcf358ab20590af55f34730	1f9d157abcbe6a50112a28b68042189320945d2b2d2efb335bff4d58cc55f48c	3675
n5d_pilot_SJC2.json	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	96f9c2b5763cc20cb5be70f1c95800c7fd8851ba	311c8ccfc9cbaf7d459b8d22fd33b02466a1c37c4081505cba20bd69a44d51fe	3673
n5d_pilot_report.txt	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	2055be60150504cfac03872a683efcf554b7f57a	e7ab9323fd1bdbb1a31bbaa91714a17e64a9002b0bea6afd72d8303409df5ad6	2418
n5d_pilot_smoke.json	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	2f643a51d151d86d5c34b3eb10a2114b489c0c86	3f2692f333b03e92f04793491e9a23c78958736694419ab8723c3e19115d73ea	3015
n5d_pilot_stage1_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	881eda39d7eb8ada4e10a71f2b432a5e8096397d	6e777f3e5ea8ef93ea91f8736f052674fb76e5d3278311d322eeaaaa12f7eb23	5381
n5d_stage1_conditioning_diagnosis.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	71dbe81e1e8139d12cbb55e61734717e93cc3491	3dfcdddab306f468ef9696cb1af30b31efac740539493805415f8fa642273056	29556
n5d_stage2_Lselection_audit_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	5b124da05215190320e15570cf31fe6bb8f627e4	08b61b78a37825698e7d8d5ebc6ce67bfc981d3bdc34ebe739b550068e04e4d6	10745
n5d_stage2_classB_diagnostic_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	c89ba2408e069db2cbdadd44ecd1b0af195cdcc7	11cfa60df1b5504065c9fc1666465a8dfb495d78de6e5b4913f25e3a47e0870a	6750
n5d_stage2_collapse_audit_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	4b8fd248d88802d7a8d82b99d7ef983593944c4d	67bfc904db7bcbf51587672bc78bec8cb4a36ec0d1dd4d90f4c54deabba9a838	16199
n5d_stage2_corelaxed_matter_DESIGN.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	c6eaa7789c124d9e5c52659dab786bc18cabc1a5	defaa765714818ec2a0de755ffb77fd884db56f37db6ba55f553a8c46a1a6be9	13558
n5d_stage2_gauge_audit_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	1585118021be4c4d0ad045c19638bcaedf9889df	317d7306a3b2b7f09120dd8b0bafc68344a8eb9808f703de451ca2fca57d0b49	7235
n5d_stage2_pilot_preflight_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	0e3e4454eaea2599da902e6e26ea901c9b2a5f79	675234c47b1443ffb10a0ec33328a7edc436d5bd07cced738fad4b51fca23562	4629
n5d_stage2_sdir_pilot_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	c74a6615cf5987b2806cbb2603e4d9d44bd99599	f0675ce970df212d7948dee3608189d60ca6958ded7f4c6d315df33f0ff84abf	6675
n5d_stage2a_cas_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	54c5a9679154bfd936303558ef22771bb669faa3	752f1e8115985f79e6b114bab62863fee9984752355fb6575b4c814d914aa71c	9476
n5d_stage2b_gate05_report.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	b36fa9d721ae9218157294cfe08b8d47188eaec3	4176406fcab4c685b6f0daa039c869870dce067b0b668166bbbbac5861a8769e	5364
n5d_stage2b_gate0_report.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	b50aaef6a1dae2d238a9405becc1789156c392bf	871500f50444350652fe9474bb991f9e32bbc626eea47be7e69b5741dd15218e	5730
n_derivation_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;TRANSVERSE_RESPONSE	99dca4315a0cefdf863c9c49b5e72460a4a89b3c	231895b649115c736ee20aca6daa7c759d6153e9ad62fbaa96a9a32afe3bd4cb	10097
native_action_sync_audit_2026-07-17/round1_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	5667970e804e8be2abd9e76a207c838529c04b7b	bc2c1ab6f9963c15d5e083b225d3a0d880dfff402ea2f35bb32dcc4fc804176f	205720
native_action_sync_audit_2026-07-17/round2_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	a0a4b20da69121ad5dc5f441df117122eab7750d	97bf7e29ac97f3cb034d02078dd9463d36d26f82cc768139a66f22e72a3498ee	212580
native_action_sync_audit_2026-07-17/round3_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	1126483d319afe9b72ad6084217e9823c9961d45	91e52fe95bd005d844171f63ed61affa5583f8b36bfa4e8858aa731cd367f2f3	146146
native_action_sync_audit_2026-07-17/round4_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	b29c300f7673b521cba6addd98c4f96f2e873db9	ac3cc3c559aa3c9172b37f7ca4b71fcd8e9d9e7f3de36e1f7eb85fe7a2945d3d	144451
native_action_sync_audit_2026-07-17/round5_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	36e8a1c8aee66aba21f6eb88cee8e25dc261cbad	7ceadb615144326fbcab6afe485e64f507c8b181a5ce10537d7be2821b736833	187461
native_action_sync_audit_2026-07-17/round6_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	d6066e8a2214f47b7b634f1d9610b89c31d1edfd	3d45cda6de94832e597d96337170e79f65dd87fb1b7b3328868c36c21291b86d	145181
native_action_sync_audit_2026-07-17/round7_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;ROUND_OR_DIAGONAL_SCREEN	3fb260c428434bb4516a7687d269b0e90f39896d	70998f26c25639e1e6327065a13d4cb78a63e484af07186b0859e9f32b36e279	189478
native_action_sync_audit_2026-07-17/round8_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;ROUND_OR_DIAGONAL_SCREEN	abdaf76d56cd0ae2aea98bb1a6d65688cddb9aae	e53ac04fc0de235d1cdbe5b5bcd8506d1007204ddbd7d896d56edbe4bc6fdb55	285437
native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	native_action_sync_audit_2026-07-17	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;ROUND_OR_DIAGONAL_SCREEN	924a63d579fcbd2d8960635039716469a3a2bd74	067fff3c30dd235041b393e91643132d4b64b358d6cd129433dc93b5a434db0b	134530
native_boundary_generator_scale_audit_2026-07-19/ARM_C_BOUNDARY_RERUN.txt	native_boundary_generator_scale_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	e15d0f0df4905a6c62fa0dd1df2999603c11ad7d	012d1181d3f6f61e4a49585cce3ca00f717af8832b893a104a7fb457d4caa4c6	692
native_boundary_generator_scale_audit_2026-07-19/PREREGISTRATION.md	native_boundary_generator_scale_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	e630a49f2350eae56a04c53b53f08c09c9efac34	a58afc2e98a5548179c5ab10dfa552b909eeab47267044a2365bcec03bd92a8e	5782
native_dilation_weight_derivation_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	ef37ed2d74aaab915b5f8daf4464ffae59a79032	07a03015b74f072d1710316e4554e513a4bffc587326885a0efffc03775bb5d9	25852
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	native_hopfion_topology_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	ROUND_OR_DIAGONAL_SCREEN	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290
native_hopfion_topology_audit_2026-07-19/CANDIDATE_CENSUS.tsv	native_hopfion_topology_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	73b7416a2de4aeef35a78a1883aff3821c5faba9	246f0b6bd385aa277498b696f869dbd8fadf568002037cb3d7acca7963ff32ca	458481
native_hopfion_topology_audit_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	native_hopfion_topology_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	d5014301c5ff6c2dcbcfb35dd1b7e720e60dabbd	9f86c98339d4578718b68570a019f96210adf43fda84e912184d2f7a185ad688	3298
native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	native_hopfion_topology_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	116641cefac6533b3043e268840ee1518738dc4f	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4	4226
native_readout_map_depth_size_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	b58ce7f57e9eaf185907bc6a4c5642dd80ecc961	006429aea216a6d515f4fa4543e08da11c93a1d6b8a409128d6daf8fac00e0ed	14142
native_stabilizer_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	fb8ae127b132dc85fdcfa2efc25dd53683cb5b76	c818b7de35cea070cfb963089f4df2b1dc0c1b858735766759587eeba4d99389	18876
native_stabilizer_verifier_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	557e372a98b74d20d6676c4bb0f5fb28c5804c08	74d3e388d4cbf008ba725a32f45246ca199703330c67672235de0c7dd8712d87	12458
negative_phi_native_geometry.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	d51d83cb67569750484988b42523812b61ec4e34	5d42d320946d611be360eb0910aa16802211577a0438661b9eb1c2b18a30e4b3	617340
negatives_premise_sweep_2026-07-03.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	497e876e96688a93451ea51cb6d3aeb43d129c1c	e3d90bd450dd96b133b5a6cb63421589aeb8c76594d8fe62904899a24e3e5f85	4693
noNull_hess_h2fit_log.txt	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	94cedc67cbbffe8cccc258f1e651e67e7686ee0f	716d1fc61f77c55e155eb837a70d64374652ab4ae491fc7bd4052634fe53d17d	4115
no_selector_audit_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	9a21eb28e59d88bc2f5f7305c3cfdfc5ef2213bf	a9090655f52f9c73a2d428c0eb23623a96c559d1f6baa847d378b4a9230e4a3e	20636
node_R0_defect_coherence_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	6fe174519da1becd6af33a8a536197acad0ea11f	8ce87b9964bf04d943447018a9aeff881042991d1ee3e8e2c40ce4ab9de8fd98	6008
null_section_hopfion_metric_audit_2026-07-19/AUDIT_REPORT.md	null_section_hopfion_metric_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	SHEAR;PARALLEL_PAIR_SCREEN	bab9635818253250df63aec8102cb7e2b85cd70e	af15bf24f994ae43f6d0e54e07b83d83e977aed9fbe88462f582edec89cef618	16135
null_section_hopfion_metric_audit_2026-07-19/DERIVATION_RESULT.json	null_section_hopfion_metric_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	SHEAR	66c465e87795b1e181d39124c6e89f37334bcb60	eb7cc8e5a5fd757cb67046113d453d645eb3fed68fc34f75900057b9881f5ac7	6252
null_section_hopfion_metric_audit_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	null_section_hopfion_metric_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	PARALLEL_PAIR_SCREEN	e32557ffc632fe5b94c6d0de50393d45379df350	e49e0ce73f2f6747160655e5a0946d5bd00e6f4849550bad37c8fc1b99ed88bc	2654
null_section_hopfion_metric_audit_2026-07-19/PREREGISTRATION.md	null_section_hopfion_metric_audit_2026-07-19	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	af6c499d66b4603500f83b6b88e6a286a123e3ff	ad46dc61f5b10f560f615b607b9053acb10f2908d28949fdc0ac0598b302a2c5	8783
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	null_section_hopfion_metric_audit_2026-07-19	PRIMARY_CLAIM_SOURCE	SHEAR;PARALLEL_PAIR_SCREEN	ca0de641261df9251d6e37c3f2f2dda179ae10f8	6f252615f91b41d6ea09eb33fc28c871d45205277c6a584d1fdd02eb4ed9dbcf	7726
one_body_null_deflection_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	201ec50aa1d6c4aba2f2f2b2bb5c8b4f0a46bb39	a7815906940adee556504fa598273f92ab8c5234954e62482a514ff72612c2fa	18949
one_body_shapiro_delay_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	ce22cb2b47de38780809240dd7471132471fc5d6	5ce80c22786cb1d48454acc3504a52db1abbe2624cf68c26cabb4c81b8712855	20237
open_domain_discreteness_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	b0695c88cccd6c3a9a5ba137965465b1029f8b86	61ca660f1c724e903f08ad439c699995de86dc170961b10edbdd321277bda508	9227
p16_phi_sourcing_decision_note.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	076bfe9d515225c4f1528ac0f3020cf603bc0f27	6c0bec7b0708fb0c1fcacca55cdd016bf19c75d9dccc63fc53f0127ef8525dc7	7901
p2_VERIFIER.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	d76578c341694fa58cb01dcfcf2e13b78caaf8c1	5b15a86c676cd7e18181bfbcfd0944bf846e5100c131b0dab623ac3ecd1c5256	8777
p2_matter_fullmetric_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	fff7c214a9ea9b502dca2d6cca48b17e470a9f73	0e561abee1148c8b1eb6790864a3d3579c9f577162830812cadee52430c0dd6c	18825
p2_operator_from_action_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	5562ec96ba93f249a2c26187da8639ebc27a26c6	6405129efc37d4f1843e4d5d148797ca217d784826f35471437519f619235ae9	5963
p3_VERIFIER.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	24f50f441d5312a5c0d65c91c8cd939b2c2d138d	6a8614a4861a4f8acd805c96cd99aea58b9d2ad1f97e3059c9d9f1f411e7afb4	8245
p3_aphi_coupling_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	aef45945e5f6d7875714ebb2e77223bda9d712d3	15025ccb8055ce20de6fc5b29cdc6a2ee99562e1380dff9880ee835f3a580a98	16470
p4_time_live_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	5096fb74607f93789e13d31043f7101c3ba83f3a	f96c72a2b27d393b8d55ba84f64251951c2f42312c3e0ccc2522efe25988dfb4	17148
p5_solver_survey_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	1671d61b335e3ef70496dd065f1f522ed3be17ca	1a106f1da72409d4e5261b965c2888a4f9d63c52c38fc08a4855b5421d8c448b	19489
particle_spectrum_native_geometry.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;ROUND_OR_DIAGONAL_SCREEN	6fac74b6cd2cfd1adeb39c0de00642586bfb2239	3c49c3f6e8965c4ec81e3d7ebc36f43399bcf3551c7ba8ccc1adce20ea94128b	63115
projective_transport_section_selector_2026-07-19/AUDIT_REPORT.md	projective_transport_section_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	SHEAR;TRANSVERSE_RESPONSE	daba994184a43c0c5702bc0b45fea309afc1b41a	e111efd8413a7289279bf868cd0fc79359a4378160815597d94388876d53508f	18923
projective_transport_section_selector_2026-07-19/CANDIDATE_FAMILY.tsv	projective_transport_section_selector_2026-07-19	SUPPORTING_FORENSIC_SOURCE	SHEAR	5ae3638ebbb55ef30b2707c28d1f172a6a7cfbb9	b1d3ad12b9c1c5d1c1c404a9603de6bea4ef5ec92fc4939a9b452a751bee795f	2928
projective_transport_section_selector_2026-07-19/PREREGISTRATION.md	projective_transport_section_selector_2026-07-19	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	cc0a24e133885ad7f9d9d02f539aca2f7e4dcad3	8c897eaee7e0c550e7c0198fa9ffe396e381a8f7e825b038fa10a0961cfdc433	11996
projective_transport_section_selector_2026-07-19/STATUS_LEDGER.tsv	projective_transport_section_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	SHEAR;PARALLEL_PAIR_SCREEN	0a77a24b7a24d8a07376de4792faece8b3cef232	788f1ccfbaf4fc6fdd76903fc0cd1b2961d2d64d68bfb9f15d81d95f175d9c2b	5865
reciprocal_line_realization_selector_2026-07-18/DERIVATION_REPORT.md	reciprocal_line_realization_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	16626fe67c98c8ea01a80fdd2f81ba8017dc170b	e05cc6b0f124419104dde530305e1cd3779b5e3f7136f59e2000af67812a948e	14772
reciprocal_line_realization_selector_2026-07-18/PREMISE_LEDGER.tsv	reciprocal_line_realization_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	PARALLEL_PAIR_SCREEN	952532e780bd620cbba314239d10d16cbcb17ca7	813e35193c88849d0cc29d917b1d8dfd5a216eb58e2e253ae554c843a4439b2a	2773
reciprocal_metric_null_line_selector_2026-07-19/AUDIT_REPORT.md	reciprocal_metric_null_line_selector_2026-07-19	PRIMARY_CLAIM_SOURCE	PARALLEL_PAIR_SCREEN	44c3cb3dcec6cf41ae54386d3d950d0845d80a36	12b6b33c51dcd0ad838cfe8e664cd46eb975358e305b6b713fed4df12d4a4d71	11290
reciprocity_offshell_constraint_selector_2026-07-18/ADVERSARIAL_AUDIT.md	reciprocity_offshell_constraint_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	2a87b7f14680edc33f2c4e54e227dd320795fda9	25f86539b255bd90ca6dedf8328e8cb1b74000260eeb18f40f2c920751520bd1	4062
reciprocity_offshell_constraint_selector_2026-07-18/DERIVATION_REPORT.md	reciprocity_offshell_constraint_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	2d665612e0fe92dc30c5e3ca64ce30a09c80fc87	731460fb895f0f38a05350a13dafff2ad77b481dc076ec688a95d769d3fa04ae	17120
reciprocity_offshell_constraint_selector_2026-07-18/DERIVATION_RESULT.json	reciprocity_offshell_constraint_selector_2026-07-18	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	7817105e5e0f8a6b4a16eb61ed4cd03647c70e08	6d097463fb53a90c59d1daf818ab1360478aa3fd4b04c668dfea4d539b6dd21b	5443
reciprocity_offshell_constraint_selector_2026-07-18/LAY_DECISION_TREE.md	reciprocity_offshell_constraint_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	164c6eb180301026559be60ca3fc9792eed6c033	44c625958ccd5dc5ae7ccf009ca77c119750cc77d3d857b89f0bde80a1f8785e	2158
reciprocity_offshell_constraint_selector_2026-07-18/PREMISE_LEDGER.tsv	reciprocity_offshell_constraint_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	PARALLEL_PAIR_SCREEN	ada4949260bcb107de390f8213f5a125210d4eca	6c0df7c0d66a1c30667744a5f1c1b5b1342356cdc2c2d6c76c89e29809e0b549	2529
reciprocity_offshell_constraint_selector_2026-07-18/PREREGISTRATION.md	reciprocity_offshell_constraint_selector_2026-07-18	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	cb5ec14e3384fb9ff1a6a51ab9203d639a7723b7	4fb9e53f6009256d426790fcd6b638572b999c178274384ddd2a93ddab702464	10313
reciprocity_offshell_constraint_selector_2026-07-18/STATUS_LEDGER.tsv	reciprocity_offshell_constraint_selector_2026-07-18	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	700d13babb1db42e0536e1d978859e2fac5b1bc6	3b2879d8a61c6feac8c14e7a2ec21d575e81e5ff0f941754588527ffb3eef076	5633
relativistic_metric_rederivation_results.md	CONTROL_ROOT	SUPPORTING_FORENSIC_SOURCE	SHEAR	5d771227648abaa7c2ad0a5a05f59d84e9f0aec5	21ab4d127355089d36501560d2ec4716586064eb674a3df6541dafee931b81c5	24994
rescued_workspaces/2026-06-11/verify_mf/v3_log.txt	rescued_workspaces	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	e0ed554b88d8854b5bff8c32726c05b4cd13beb6	765a9c6339786044d33431f02e5f47324de7f353564aa501cc8b9a71b95e5ae4	10873
rung2_weld_postjuly_regrade_2026-07-19/AUDIT_REPORT.md	rung2_weld_postjuly_regrade_2026-07-19	PRIMARY_CLAIM_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN	e5423d8965a3a3cb917421b147d6af5751355a17	9046a0f9a5884cdd0a0394105d4b8228260aa5890a7278297998f82ba89e0106	11283
rung2_weld_postjuly_regrade_2026-07-19/DERIVATION_RESULT.json	rung2_weld_postjuly_regrade_2026-07-19	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	0b7f03d7db692412643bb323716317d4de031d4a	15eed3d3960b4457d2706f40fae938a038d24cdfe19a18c6c8b792f4227ca51a	5720
rung2_weld_postjuly_regrade_2026-07-19/DERIVATION_TRANSCRIPT.txt	rung2_weld_postjuly_regrade_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	c8ca8e02e3a918a75b76b48f7ce4a4b8cb30bcfa	ff7f4aeecb68a58b91f5a80081ccd9bcd578af44c1e30200c4d9b806d0317e73	5859
rung2_weld_postjuly_regrade_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	rung2_weld_postjuly_regrade_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	85eb50b3ddb0f58cb6e7ff9ae75344069c8ff8dc	638b564f34b0fc488ddf071d4fd9ec98a65b3621b0daf1210fbe737198e8829a	3718
rung2_weld_postjuly_regrade_2026-07-19/PREREGISTRATION.md	rung2_weld_postjuly_regrade_2026-07-19	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;ROUND_OR_DIAGONAL_SCREEN	0b66a402dfed590671ca3f873ae4db90e229ee76	144a8a698f03dcd8423ae77fd80e7cdd5cc5dae92ab97b7aa75ebcf99f49c64f	12034
rung2_weld_postjuly_regrade_2026-07-19/STATUS_LEDGER.tsv	rung2_weld_postjuly_regrade_2026-07-19	PRIMARY_CLAIM_SOURCE	ROUND_OR_DIAGONAL_SCREEN	35d03f8b5caf046612a654d7163abf8e5662f06d	5f801ac404276c19ea77431cccf6f3402a05da096334a072a8f826d1b50dc8f9	4294
scale_breaking_closure_census_2026-07-20/AUDIT_REPORT.md	scale_breaking_closure_census_2026-07-20	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	675ac9480e0e2c288bac1e7f0672cb6a16b737d7	f3cca19566a1ae3653e28e4e015039623c8be2ec7454b2e12a9859bcca45c67b	8869
scale_breaking_closure_census_2026-07-20/DERIVATION_RESULT.json	scale_breaking_closure_census_2026-07-20	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	9512cc98d34bc8e5fe7ab8164401757142c1bef3	4e58c749497cd0d9cefd8e3f1b676bf0e1b68e5baf39504500b2340c14095004	4226
scale_breaking_closure_census_2026-07-20/PREREGISTRATION.md	scale_breaking_closure_census_2026-07-20	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	74617e23fe53e109ec8c1b412e586c60dfcae4ef	5746657f6f03eddc5d176fd313e8c7dee0534ac531bc685fd1da2afc489db876	8403
