family	classification	path_count	ruling_basis	family_review
udt_local_jet_atlas_p02_2026-07-21	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_local_selector_holonomy_closure_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_metric_native_two_pair_selector_audit_2026-07-21	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_metric_pure_frame_rederivation_2026-07-23	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_metric_pure_frame_rederivation_2026-07-23	RELATIONAL_COMPATIBLE	10	observer_pair_or_no_preferred_frame_scope	EXPLICIT_RULE
udt_metric_to_frontier_reference_2026-07-22	GENERATED_AUDIT_RECORD	10	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_mixed_readout_anchor_soldering_audit_2026-07-20	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_motif_hopf_correspondence_audit_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_native_coframe_composition_law_audit_2026-07-23	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_no_homogeneous_universe_results.md	GENERATED_AUDIT_RECORD	1	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_observer_centered_xmax_frame_correction_2026-07-23	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_observer_centered_xmax_frame_correction_2026-07-23	RELATIONAL_COMPATIBLE	15	observer_pair_or_no_preferred_frame_scope	EXPLICIT_RULE
udt_phi_causal_interface_atlas_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_phi_metric_ontology_audit_2026-07-22	GENERATED_AUDIT_RECORD	2	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_pre_p06_boundary_selector_audit_2026-07-21	BOUNDARY_DEPENDENT	8	requires_surface_seal_or_variation_data	EXPLICIT_RULE
udt_pre_p06_boundary_selector_audit_2026-07-21	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_premise_reset_audit_2026-07-19	GENERATED_AUDIT_RECORD	16	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_reciprocal_angular_intertwiner_audit_2026-07-23	GENERATED_AUDIT_RECORD	3	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_reciprocal_c_metric_meaning_audit_2026-07-22	GENERATED_AUDIT_RECORD	4	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_reciprocal_plane_projector_audit_2026-07-21	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_reciprocal_seam_descent_audit_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_reciprocal_subbundle_ownership_audit_2026-07-22	GENERATED_AUDIT_RECORD	2	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_reciprocal_transport_naturality_selector_audit_2026-07-23	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_reciprocity_regime_angular_center_audit_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_reciprocity_regime_angular_center_audit_2026-07-22	RELATIONAL_COMPATIBLE	7	observer_pair_or_no_preferred_frame_scope	EXPLICIT_RULE
udt_relative_angular_area_shape_selector_audit_2026-07-23	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_scientific_consolidation_checkpoint_2026-07-23	GENERATED_AUDIT_RECORD	7	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_structural_ensemble_metric_atlas_2026-07-21	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_temporal_soldering_atlas_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_three_reciprocity_delta_k_audit_2026-07-23	ASYMPTOTIC_LIMIT_COMPATIBLE	20	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
udt_three_reciprocity_delta_k_audit_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_time_extendability_constraint_audit_2026-07-20	BOUNDARY_DEPENDENT	5	requires_surface_seal_or_variation_data	EXPLICIT_RULE
udt_time_extendability_constraint_audit_2026-07-20	GENERATED_AUDIT_RECORD	3	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_time_live_characteristic_flux_audit_2026-07-21	BOUNDARY_DEPENDENT	1	requires_surface_seal_or_variation_data	EXPLICIT_RULE
udt_time_live_characteristic_flux_audit_2026-07-21	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_timelive_spherical_areal_polarization_audit_2026-07-22	GENERATED_AUDIT_RECORD	6	non_load_bearing_context_or_inherited_open_status	CONTEXTUAL_NO_PROMOTION
udt_two_frame_regime_metric_limit_audit_2026-07-22	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_two_frame_regime_metric_limit_audit_2026-07-22	RELATIONAL_COMPATIBLE	2	observer_pair_or_no_preferred_frame_scope	EXPLICIT_RULE
udt_wrl_xmax_lightcone_frame_audit_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_wrl_xmax_lightcone_frame_audit_2026-07-23	LOCAL_X_DISTINCT	15	WRL_or_local_boundary_scale	EXPLICIT_RULE
udt_xmax_dilation_asymptote_correction_2026-07-23	GENERATED_AUDIT_RECORD	2	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
udt_xmax_dilation_asymptote_correction_2026-07-23	LOCAL_X_DISTINCT	18	WRL_or_local_boundary_scale	EXPLICIT_RULE
verify_xmax_mass_optics.py	LOCAL_X_DISTINCT	1	root_macro_WRL_or_SNe_artifact	EXPLICIT_RULE
xmax_accelerating_finite_cell_cartan_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	8	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
xmax_accelerating_finite_cell_cartan_2026-07-19	GENERATED_AUDIT_RECORD	1	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
xmax_dynamic_observer_frame_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	9	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
xmax_dynamic_observer_frame_2026-07-19	GENERATED_AUDIT_RECORD	6	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
xmax_full_frame_realization_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	11	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
xmax_full_frame_realization_2026-07-19	GENERATED_AUDIT_RECORD	6	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
xmax_reciprocity_audit_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	12	exact_1D_or_projective_mathematics_not_general_pair_metric	EXPLICIT_RULE
xmax_reciprocity_audit_2026-07-19	GENERATED_AUDIT_RECORD	6	mechanical_or_replay_record	CONTEXTUAL_NO_PROMOTION
