candidate_id	path	family	classification	current_authority_effect	evidence_basis	load_bearing	base_git_blob	base_sha256
X0261	matter_bootstrap_dimensional_inventory_2026-07-20/REPOSITORY_GATES.json	matter_bootstrap_dimensional_inventory_2026-07-20	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	424177d014b597c1fe7aa4c24583faa6be6091dd	1286e1e2722c8aa5823bbb9c6c84a0de86b23608daff2471f80e2b52f06f3a6f
X0262	matter_bootstrap_dimensional_inventory_2026-07-20/SOURCE_ADJUDICATION.tsv	matter_bootstrap_dimensional_inventory_2026-07-20	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	74bc5aaabd0a19cc6f3ec88b1ab0dc8cebdd7ea6	cec8c237a56829ed5fd8c45d52aa4848ac39ea4f8672eec3c404825c5dd11c4b
X0263	matter_bootstrap_dimensional_inventory_2026-07-20/SOURCE_CENSUS.tsv	matter_bootstrap_dimensional_inventory_2026-07-20	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	c5e6604ba2f98be6f0fde72366d81d464afc8613	85a67a19f41232a2ed9e751023e9334be3e6cfb03d0d55d430747ac2f280f8f1
X0264	matter_bootstrap_dimensional_inventory_2026-07-20/STATUS_LEDGER.tsv	matter_bootstrap_dimensional_inventory_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	YES	d79eb0c15f9356a3e24d53f03f5e0dd105faa3a2	062715f9229b5213e9b8924d08f35504a766008e9f6c3be923ef869142f0e0fe
X0265	matter_bootstrap_dimensional_inventory_2026-07-20/VERIFICATION_RESULT.json	matter_bootstrap_dimensional_inventory_2026-07-20	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	1a4a15ba8480c014911d8c3eae978aa171570a4d	09088b83839c9d489da5ae0a0f49b5db78934dcb6d32f6b47e98df2549ef61fc
X0266	matter_bootstrap_dimensional_inventory_2026-07-20/build_source_adjudication.py	matter_bootstrap_dimensional_inventory_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	ec6de9512c9fcc3a1c532a2061a7bc5bced20199	e0ca4009e2ebedb0683017a77bb2903171713a39f47ff769827b3c91ff8b9163
X0267	matter_bootstrap_dimensional_inventory_2026-07-20/derive_matter_dimensional_inventory.py	matter_bootstrap_dimensional_inventory_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	4e0c8b43d5810842478b3d8678fe8addcfa1372a	b98b9c7e2d7420be925e05db5334c9ac7d152deb0fcef6019860de9f26fd628b
X0268	matter_bootstrap_dimensional_inventory_2026-07-20/verify_matter_dimensional_inventory.py	matter_bootstrap_dimensional_inventory_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	8dae50505694336d924f42c489ffdb0d49b348a2	b7a4804363844ca48a5c2cd7249a3a089fee92df517b5a05a563094885aa40f1
X0269	matter_bootstrap_dimensional_inventory_2026-07-20/verify_repository_gates.py	matter_bootstrap_dimensional_inventory_2026-07-20	SCALE_ONLY_UNAFFECTED	RETAIN_UNCHANGED	dimensional_or_common_homothety_use	NO	09fc14c125007ccaddb8915b06fbe45ccb162b2e	46b63cd2bebb4e5ffe040d7adde5f4d34b9148094ad3056e31edea2c3bf990f7
X0270	matter_filled_background_closure_DESIGN.md	matter_filled_background_closure_DESIGN.md	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	9cf8a0b4d16b35d3464f7056c49ffba4c5184657	279ca513e04e40b58eab0054a0c5e9c1dc14c5747db0bc93f503e205a561b51f
X0271	microphysics_E1_bv_probe.py	microphysics_E1_bv_probe.py	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	9ef80520c4e3b0307f826937775a075b8658159b	a7f44ea70b4cbe315fe37eb24c3775874d0e2b996b7ca74a46225ebd0ef9a1db
X0272	native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_CLAIM_MATRIX.tsv	native_action_arm_c_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	1c534bb08b93b590023b2f822875cdab19568fcf	2ceb3aa4bae229c6fcbe83bc6b956daee1bc8eed458b3b0f15e85e17c1a6a752
X0273	native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_COUNTERMODEL_MATRIX.tsv	native_action_arm_c_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	320e402f5b7cb03138f1e32d2713eeeff24a6761	90edfe3248f8f0f11534efe01c39b5b3bfa8efc78f128834885b7c54e607dc8d
X0274	native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_REPORT.md	native_action_arm_c_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	0cfbda1e6ec8ebbb928c3c974a919a3f5c4d8712	de865916f880284ee25467346d839d94215cbc0bfb2992814d200cbeec806b0a
X0275	native_action_arm_c_2026-07-18/LAUNCH_PROMPT.txt	native_action_arm_c_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	3f4d886cd2bb9d7509ea8ede58ac67122bf519b2	e39220926dceaf731d176e066089c30d15f60ce31b3fbf5c7d473ba6b5d321d0
X0276	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	native_action_arm_c_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	c275c5ed56c40ffbfb4fb0c2bb6d528e501821c5	9fd7b15007125cb94a9cc621c189997065aa05cff1c733ee59d461ba9dfb5b14
X0277	native_action_arm_c_2026-07-18/PRELAUNCH_NETWORK_FAILURE_TRANSCRIPT.txt	native_action_arm_c_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	d1e4f1797c8719081ff4ed4140c91de746e77314	c3ab0ff826da26dc671d0d470c0c3cd2d679e26a5b688f2ec684cafc3ee8d649
X0278	native_action_final_adjudication_2026-07-18/COUNTERMODEL_COMPLETENESS_FINAL.tsv	native_action_final_adjudication_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	27e96758e1e71e74cb33195881001451c067ff06	51faa6e068605fe2b0f19e7b2a316b59b4d1c6d2292d56726a90023bdaeadc11
X0279	native_action_final_adjudication_2026-07-18/DRIVER_PROVENANCE_AND_AUDIT.md	native_action_final_adjudication_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	244c330b7ec9862c50e63a3551ab6a0ed2de01e9	2d44feae9e20910eb9a9fde6b41f51b6fe449523f8eca210bffba8026c5e356f
X0280	native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	native_action_final_adjudication_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	3751d7098b31bd10cfbd6539aa5a57754e4b43b1	71ed06c21c3ef683d0579f2a883584b4f612de4f1b09e16300702b204d437eda
X0281	native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	native_action_final_adjudication_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	bc30820893a31b1458a1e086eabfef7dd3ed7959	70cab9d5e10b03e0e3418129b67155e01d9f805c4397c69ef8795c4d2aaa5dfd
X0282	native_action_final_adjudication_2026-07-18/MECHANICAL_AGREEMENT_DISAGREEMENT.tsv	native_action_final_adjudication_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	47989fe064da5a7cef4538bb6e0152650504796e	91fe710ee98774c334317205fc2452c6e4129664a1bc9fcf36fb058ef14c719b
X0283	native_action_stage1_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	1facd2f7011f42633b449b924fc53b7647963576	93c137b21c50f7f1126b2d3f8c939a56ce656f728cecdaa77b9d7a8bbe67a2fb
X0284	native_action_stage1_2026-07-18/arm_A/cold_output/D0_D5.md	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	6bf2fb053bc46f2606b7c6eb6e67a334458429bc	22804ff3c744b8857481908cd4cb7bc8775c67a158de58cf570c0fea924e4ddb
X0285	native_action_stage1_2026-07-18/arm_A/cold_output/UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192
X0286	native_action_stage1_2026-07-18/arm_A/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0
X0287	native_action_stage1_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	68cf3f12a0e621aadeda5b24c8d0b20661601f66	dc5a4526b7bab08ce537a1baa29c9189609ab99f40d074a299a77da8e30c3004
X0288	native_action_stage1_2026-07-18/arm_B/cold_output/D0_D5.md	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	0365540b9bd2e9a4a86f5eb6f87105258e413e2d	07f9519049d0993d35dbbc68f86ffe1f7da1339e1eb888dbdfe90a75ac34ba68
X0289	native_action_stage1_2026-07-18/arm_B/cold_output/UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192
X0290	native_action_stage1_2026-07-18/arm_B/cold_output/UDT_NATIVE_ACTION_COLD_PACKET.md	native_action_stage1_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0
X0291	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	native_action_stage2_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	34360a7436d759314c1e2f35107d150777e312da	a9e137093369780c3072ef2d30c36deeafcca4d317bba21b8267600d0b3f9ffd
X0292	native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	native_action_stage2_2026-07-18	FROZEN_EVIDENCE	PRESERVE_WITH_OVERLAY	manifest_or_controller_immutability	NO	9c5f53e6e6eb7f8c8d8c894f1a0943197ba6be94	e56c5196e6aaf23da82dcf6a8acf17d2bcfb3921e4b19612dfc3f6c96bd34172
X0293	native_action_sync_audit_2026-07-17/round1_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	deeaac599fd93ac58867d891ee234f86536ea81d	915996b295a818af7c801e840ecc1fcf9611c466bb62ade2562ec2416236ce3d
X0294	native_action_sync_audit_2026-07-17/round1_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	5667970e804e8be2abd9e76a207c838529c04b7b	bc2c1ab6f9963c15d5e083b225d3a0d880dfff402ea2f35bb32dcc4fc804176f
X0295	native_action_sync_audit_2026-07-17/round2_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	8857ce9311c1f886ea378b0a7162ff78a1ed892a	97eb7dc060d889a5b3f53fb5052a40f740cf244e8b4d05fb7675bc633a6f7ed2
X0296	native_action_sync_audit_2026-07-17/round2_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	a0a4b20da69121ad5dc5f441df117122eab7750d	97bf7e29ac97f3cb034d02078dd9463d36d26f82cc768139a66f22e72a3498ee
X0297	native_action_sync_audit_2026-07-17/round3_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	9568f1e2b7b738d5e37078028896a8f3848686ae	1a999a0405098f7adbbab2b211f52e0de3d67808b089e2cd6133825da49e7b7e
X0298	native_action_sync_audit_2026-07-17/round3_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	1126483d319afe9b72ad6084217e9823c9961d45	91e52fe95bd005d844171f63ed61affa5583f8b36bfa4e8858aa731cd367f2f3
X0299	native_action_sync_audit_2026-07-17/round4_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	2dfc4876689fbb8fec1b20627a6c8058ba297b5c	32bb3fc0557b3958cec85d3a2a956fd286e22cd89666362964a37cb1dad93121
X0300	native_action_sync_audit_2026-07-17/round4_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	b29c300f7673b521cba6addd98c4f96f2e873db9	ac3cc3c559aa3c9172b37f7ca4b71fcd8e9d9e7f3de36e1f7eb85fe7a2945d3d
X0301	native_action_sync_audit_2026-07-17/round5_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	ab1890e0ba13cbcae20a0111c044f475e5d01b2e	65d0465c77e987f54aa624f218f01fd8293c7c3de20085c2e527f20d3ef81699
X0302	native_action_sync_audit_2026-07-17/round5_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	36e8a1c8aee66aba21f6eb88cee8e25dc261cbad	7ceadb615144326fbcab6afe485e64f507c8b181a5ce10537d7be2821b736833
X0303	native_action_sync_audit_2026-07-17/round6_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	09d745ed35a12b1f7b5c14f49daaee19653f0d74	41b49d93ce05e806d348ef10ff2f70201c95c3184bae4e5488dfe334d72e0cb4
X0304	native_action_sync_audit_2026-07-17/round6_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	d6066e8a2214f47b7b634f1d9610b89c31d1edfd	3d45cda6de94832e597d96337170e79f65dd87fb1b7b3328868c36c21291b86d
X0305	native_action_sync_audit_2026-07-17/round7_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	764d571dd2486daa75256fa5aca56e1da94b3788	ad0af2efaf49f01ddaa6b99b029a474eab644bd7ba6758276478a8a932ba365a
X0306	native_action_sync_audit_2026-07-17/round7_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	3fb260c428434bb4516a7687d269b0e90f39896d	70998f26c25639e1e6327065a13d4cb78a63e484af07186b0859e9f32b36e279
X0307	native_action_sync_audit_2026-07-17/round8_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	71890d4bfbbaf77f175c4ce4f59dbd83369992d5	202fa6f1552ccf1e63629c24a2cacdd671819ca76c26c484c65780cf77be3271
X0308	native_action_sync_audit_2026-07-17/round8_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	abdaf76d56cd0ae2aea98bb1a6d65688cddb9aae	e53ac04fc0de235d1cdbe5b5bcd8506d1007204ddbd7d896d56edbe4bc6fdb55
X0309	native_action_sync_audit_2026-07-17/round9_banked_final.md	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	2490bee47bef4e27a14245713606ad89c38aad89	af414263e730afd6c4e448047eecbe0ab8e725b73ed499950a0a1c95759c4c12
X0310	native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	924a63d579fcbd2d8960635039716469a3a2bd74	067fff3c30dd235041b393e91643132d4b64b358d6cd129433dc93b5a434db0b
X0311	native_action_sync_audit_2026-07-17/source_SHA256SUMS.txt	native_action_sync_audit_2026-07-17	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	7dfe0fe3d2d604c4d6600d9653dfb3299c53f904	4135e9c465081192c7ebcd88d8fd53fc51671aa2b08079e599ce34cdf05c0b51
X0312	native_boundary_generator_scale_audit_2026-07-19/AUDIT_REPORT.md	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	YES	5966a8cc49f2a4eb67ff31d028933a2770d6aaba	166acf07be128afc328e8b75cc70b17e53fba4dee9d7d5f77a8ea116d5437c93
X0313	native_boundary_generator_scale_audit_2026-07-19/CANDIDATE_UNIVERSE.tsv	native_boundary_generator_scale_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	8903cf29642a88289e4dc9f59351cc784c4bd829	27632fc5aff2baeadad9213a7198b67e87b9c98bda62a2ad993c1adb667c1bfb
X0314	native_boundary_generator_scale_audit_2026-07-19/CHARGE_REQUIREMENT_LEDGER.tsv	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	e93610d807b90990cb6d5d6196cf2bcd0a534935	3b522b337433c0935e23d789aa76367a575a5cc2cbb69f35d0c06a099d0663dd
X0315	native_boundary_generator_scale_audit_2026-07-19/PREREGISTRATION.md	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	e630a49f2350eae56a04c53b53f08c09c9efac34	a58afc2e98a5548179c5ab10dfa552b909eeab47267044a2365bcec03bd92a8e
X0316	native_boundary_generator_scale_audit_2026-07-19/REPOSITORY_GATES.json	native_boundary_generator_scale_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	c2e0760c1becc984cc1e9b33142934b9ee26270c	c526f0fbf0f4d11ebd893677021c72289ccb19c03fb19792946fa652d1715970
X0317	native_boundary_generator_scale_audit_2026-07-19/SCALE_CLOSURE_LEDGER.tsv	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	b0c0c38af6fc788da106a3e1b8bb898cf2350aec	d4960242ead3b71ecd4df4d80736ddf9efb0a2532f430434bc6b91391dbbf866
X0318	native_boundary_generator_scale_audit_2026-07-19/SOURCE_ADJUDICATION.tsv	native_boundary_generator_scale_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	d2b6379a45756d4760e4161386f55fe192c50477	b0390d3e647248004f505d6b66e2468365a180f9ff133a96f98a54b7263c62a3
X0319	native_boundary_generator_scale_audit_2026-07-19/STATUS_LEDGER.tsv	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	YES	a51eb65817a7ef40da81ae0d081b0c9a471d16b4	a42046f4fed85ba2c33bc6bbadcce89bfa628579bc6de58639efb568fccc6480
X0320	native_boundary_generator_scale_audit_2026-07-19/VERIFICATION_RESULT.json	native_boundary_generator_scale_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	530ee5df1b9a8b417c82ca824097eb6dccb5e0cc	e71e72804d1651acc785738e220d756af066d7cf1e08dd5501d4b6be5b4562a6
X0321	native_boundary_generator_scale_audit_2026-07-19/build_candidate_universe.py	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	c28e7fec4b21648825a6da2d6fb2f15d66cd661e	589941e9c3818ae819afd2e7b9efeb57b01b354eb82ebcb37d72aabb0769a14b
X0322	native_boundary_generator_scale_audit_2026-07-19/build_source_adjudication.py	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	125a111e938577eae79eb7cb9aca4ceb8cce7a66	e76e458317273e0fe227403b6b77f79b1a77a19c06c1ce8f061d2a8a0c6d91cc
X0323	native_boundary_generator_scale_audit_2026-07-19/verify_boundary_generator.py	native_boundary_generator_scale_audit_2026-07-19	LOCAL_X_DISTINCT	RETAIN_LOCAL_RESULT_SEPARATE_GLOBAL_ID_OPEN	WRL_or_local_boundary_scale	NO	7286e2727688b2fe07facbe89d400cc268f1d15d	425a8ca9ff2671061d2c42294c103950192ae1884979d213ac03b88ba12275d4
X0324	native_hopfion_topology_audit_2026-07-19/CANDIDATE_CENSUS.tsv	native_hopfion_topology_audit_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	non_load_bearing_context_or_inherited_open_status	NO	73b7416a2de4aeef35a78a1883aff3821c5faba9	246f0b6bd385aa277498b696f869dbd8fadf568002037cb3d7acca7963ff32ca
X0325	projective_position_direction_magnitude_correction_2026-07-19/AUDIT_REPORT.md	projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	YES	587bbbf80041e13853d6fb3d000a9d88b0e8d1f1	7a3eb776ebbc4aafb692a142a503a19fd723f0436b384292888ddcfbcc67de21
X0326	projective_position_direction_magnitude_correction_2026-07-19/CORRECTION_OVERLAY.tsv	projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	NO	ec188a56821fc0676b0d7e80d1251f3e470d83fd	545e46534e7c130d1267df6959032232f2b89df73cb64543e2bb4a1ed316d444
X0327	projective_position_direction_magnitude_correction_2026-07-19/DERIVATION_RESULT.json	projective_position_direction_magnitude_correction_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	77199ddf76f55b7519016a327641d6d472831071	30e859e9d80fabe9b6f1f14ce95a2299dc77f468c080f075ddd933cacc42de15
X0328	projective_position_direction_magnitude_correction_2026-07-19/DERIVATION_TRANSCRIPT.txt	projective_position_direction_magnitude_correction_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	cd5b7e2e80911838de18fc5db36a9af281aeaaad	4f01ce617d2b950def1537423dedac988efb0f2836c363b779005d2a3b3b9bb9
X0329	projective_position_direction_magnitude_correction_2026-07-19/INTERNAL_ADVERSARIAL_REVIEW.md	projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	NO	9b7d9ff1b48f74674578d22ddffe02dcaa49f20e	ef490f532ff690a22b4e27140ad7f3fbaa63861b0b325f25e51bf9898685d029
X0330	projective_position_direction_magnitude_correction_2026-07-19/PREREGISTRATION.md	projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	NO	b48730c16e7f0ab75010a6c6cb7830b1f93cf3cc	0b0ba18b14c3668694d59e407bdbb83e313edb98412b9ced4d8604848c8748f3
X0331	projective_position_direction_magnitude_correction_2026-07-19/REPOSITORY_GATES.json	projective_position_direction_magnitude_correction_2026-07-19	GENERATED_AUDIT_RECORD	FAMILY_ADJUDICATION_ALLOWED	mechanical_or_replay_record	NO	3002053de358017288eaea4044f91c4579a0157b	3ca801563df0ad74980222895870596880b91d43322c17ea86e3ac5063352e62
X0332	projective_position_direction_magnitude_correction_2026-07-19/SOURCE_INVENTORY.tsv	projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	NO	60f82f718d7d4daf929aab0231d086304238a6f1	29f77a514d71a355329c92c107976d5c54288da0f397b8d46ebd7dc7de292b16
X0333	projective_position_direction_magnitude_correction_2026-07-19/STATUS_LEDGER.tsv	projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	YES	02cbf529904a3a314cf8dc1f7f1b2cefa4e821ce	ab56ec4e012b83e3852cfdfd88ce57770b8fd0d0d621e4f60b9a42d2c62d7c6f
X0334	projective_position_direction_magnitude_correction_2026-07-19/build_source_inventory.py	projective_position_direction_magnitude_correction_2026-07-19	ASYMPTOTIC_LIMIT_COMPATIBLE	RETAIN_CONDITIONAL	exact_1D_or_projective_mathematics_not_general_pair_metric	NO	bc2e7920c864a1fb23cbadb8655d714b6cf79023	10fde2da3459a7187ee5ed2f1869003e0c2736ba712373d5b503a1a0d1e4d493
