configuration_id	bank	deformation	point_id	configuration_sha256	metric_jet_sha256	determinant	inertia	identity_residual	latent_to_slot_rank	latent_rank_status	scalar_curvature	ricci_rank	ricci_rank_status	curvature_operator_rank	curvature_rank_status	riemann_max_abs	ricci_max_abs	weyl_max_abs	weyl_trace_residual	ricci_square	riemann_square	weyl_square	mixed_curvature_max_abs	time_derivative_activity	depth_derivative_activity	angular2_derivative_activity	angular3_derivative_activity	expansion_0	expansion_1	expansion_rank	shear_rank	twist_rank	twist_max_abs	shear_max_abs	phi	phi_gradient_norm	phi_gradient_max_abs	phi_horizontal_support	phi_vertical_support	phi_hessian_max_abs	sampled_tangent_rank	sampled_tangent_status	retained	physical_merit
B0_L4_P0	B0	1.0	P0	9251ee2aaeef04cc62b35948cedbcc2dad25f0acf7ea2324daf4f37767d232ea	80a7d4c7caa5b0ed4dd809515f228722a5a580cb6c4792a8c93b02a7c70218a0	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0030732166103068816	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.21688322726865342	0.1976630657873864	0.1354584758419082	3.8163916471489756e-17	0.13418297714817431	0.43417228571103456	0.16580947963479692	0.19039100025720956	0.3520532612975431	0.22561476856733675	0.29662480174166117	0.33755127542269436	-0.25433333333333336	-0.23983333333333332	1	2	1	0.18233333333333335	0.18051362575591334	-0.25	0.006488801591812709	0.11666666666666667	0.1	0.11666666666666667	0.08888888888888889	4	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L4_P1	B0	1.0	P1	2cb5798bd746df3d86f85cb283a2ad159987affa2fbef146366e6ce083cfb4bb	c033b0b3992d2ec679a367193f080a48950f78dd57135d7af842bd3d2574ed7a	-1.8106095929240813	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	-0.027933496282254916	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.21780085393353027	0.17249603128104735	0.12346928302471163	4.318212093483902e-17	0.0773608544077898	0.29159752699902297	0.13713591158829366	0.16612081517391522	0.3940246066917041	0.2606792672668921	0.27527943008557554	0.421502928117104	-0.18561416223708277	-0.1999001733967764	1	2	1	0.20869837048468223	0.17211822821890027	-0.24409259259259258	0.007619051765342954	0.14671296296296293	0.1228703703703704	0.14671296296296293	0.08888888888888889	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L4_P2	B0	1.0	P2	0f2bba78a307d57f337abb129797fbe779cef4f8cad39c33eb8aa512ce72cd16	ab0ed438f13d6ca65bcf1fa663118f7f7313d34211be9a4ae112fc411df26cb9	-1.2329158333722465	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.01790992409430428	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.21726741539665645	0.20956767681215918	0.13415261503882928	5.551115123125783e-17	0.17753915874802573	0.5142588935806538	0.15928749787829016	0.20820653913068177	0.3280113591793855	0.19431497921132593	0.36735422311301336	0.3477252614968032	-0.3026867845909552	-0.26873686162147353	1	2	1	0.19102074540236436	0.17753359962728793	-0.2641597379692618	0.01040555832306875	0.13380291005291003	0.08162698412698413	0.13380291005291003	0.08888888888888889	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L4_P3	B0	1.0	P3	c3620fee617cd4179592c06834251d0835b227219357d0f7d322c023018816b4	2f8196fffb0d56b3a239461b9135ea57fa373fc09fd2b2068f16e5d685aba7ec	-1.307879418340711	1,3,0	1.3877787807814457e-16	10	NUMERIC_CLASSIFIED	-0.04734695495856859	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.19885347599428418	0.1667755992710984	0.12292370831658986	5.551115123125783e-17	0.11162318090613517	0.4379175183219728	0.21541840122431719	0.19885347599428405	0.32645089959958035	0.24607512368162548	0.30427994209900777	0.3404960142485485	-0.2773238276925813	-0.21874112155906875	1	2	1	0.14916841542813386	0.1906180446891371	-0.27188542454018644	0.00838199503025426	0.10603174603174603	0.08282738095238096	0.10603174603174603	0.08888888888888889	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L4_P4	B0	1.0	P4	0ed446240b2fb214a79b5cb7ee3eff364338e13f570d8793e8dbf9fc8bc55de7	b089be28771f0429f14e89071b1432721765ea138342b11189b3c102f7ea2f2b	-1.5867710995051159	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	0.056953580333724434	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.24000732438997477	0.22393712287683837	0.14949028184859994	5.551115123125783e-17	0.16281631757817647	0.44882243163935387	0.12427103325394533	0.18195921333422532	0.3718145877642794	0.2096067671359541	0.2911507943436042	0.38169057704894854	-0.23469365819951155	-0.2597377020613614	1	2	1	0.2263847362506516	0.17238829498676725	-0.23111514410290865	0.004829685026511712	0.12985008818342153	0.11506283068783069	0.12985008818342153	0.08888888888888889	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L4_P5	B0	1.0	P5	6781058d875f2070e5d934ef08ee5f65d8f51a9872b0d83807060d576e4472c6	1393d3c51d1238953c97151b40ada647e835ede53adfbc33ad1ea08ea45ecea9	-1.2157424234329495	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.026624942263008336	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.17040106045725428	0.12957475138905458	0.11297103712091083	3.241764495731658e-17	0.05202089156371591	0.2775464684024179	0.1737409811251555	0.17040106045725426	0.3095340242300869	0.25294274028066405	0.21421131349383943	0.30368502894784455	-0.24974559363568813	-0.2263663551668953	1	2	1	0.13028022655178326	0.16106241482393738	-0.35736882716049384	0.018700270725149654	0.1236111111111111	0.08680555555555557	0.1236111111111111	0.08888888888888889	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L4_P6	B0	1.0	P6	785d9363fcd29e87c7d57a17d1b1506fe107ba604d1b02123c5fdcef676ac934	fad60b594759eac192328a26be1e20301aeccf7a79fccc8381560fccacd65c20	-2.085836039559368	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.02395341547548295	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2754106858961965	0.256961140672907	0.18288604673675635	5.773379208714021e-17	0.17246160991399073	0.47301369235565915	0.1282817278986579	0.18053559246390127	0.42642682049063946	0.24616146532370314	0.30051260882930914	0.4868807335029316	-0.1824577474851395	-0.211972211505487	1	2	1	0.29273243884316413	0.2056858220936067	-0.16269290123456792	0.006562744974812792	0.1550925925925926	0.12708333333333333	0.1550925925925926	0.08888888888888889	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B0_L4_P7	B0	1.0	P7	a46c0e8725a0e958a7a528deb5e0d86fa7f9c2d2de72fe709180da60a3eb90d8	55157ee8f4ca88c7a84d0e87914ee04c3ade78d99b2770fb0b196c6de5bfb31b	-1.447019860486455	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.056338821095488704	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1765902864270198	0.13476187346639518	0.12075327968947211	5.551115123125783e-17	0.04908664646497801	0.25445006128895525	0.157334789279809	0.15370575655024546	0.3605276859690246	0.2794161630091963	0.2110806476250333	0.34104950091652836	-0.20983219021490632	-0.23689986282578873	1	2	1	0.1529782235939643	0.1147584025628384	-0.29814814814814816	0.0065737972030259426	0.12592592592592594	0.12592592592592594	0.11851851851851854	0.08888888888888889	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P0	B1	-1.0	P0	3ff5ec955c30313232ee9f4ace951a09969f27d11afce8583ea02448d4e59ce8	7009fc825bb939063f69b9713d120d4f402514c4f79d34439185f99a74f36fd9	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.9284878072682086	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.22699514183451566	0.3762344150356235	0.1172709850640747	8.018732609527981e-17	0.2940000356899353	0.2992479946883282	-0.0013888739429669048	0.22699514183451566	0.3007122448201728	0.31293623226448275	0.29662480174166117	0.2347021741983621	0.10333333333333339	-0.17116666666666666	1	2	1	0.16949999999999998	0.06132271404859124	0.0	0.021292144518495374	0.1	0.1	0.1	0.1	4	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P1	B1	-1.0	P1	54b0efde40d54a88c3c8342085d156b76d57e4524c9befc80fdb881585f44a9f	027287a59923ce96de6584635a3fc19ab15f15cd63466e543a73dfa00e05fe55	-1.2793496358980145	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	1.0541861339699903	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2675685445819267	0.47086641037556953	0.1131250433627077	2.1510571102112408e-16	0.39882162799248716	0.409487921932368	-0.017719199034407454	0.2675685445819267	0.2675467232438156	0.2462329680410616	0.27086108291160593	0.26503810188723553	0.12987924704218107	0.017303156507201652	1	2	1	0.15795968428497942	0.06346082914516842	0.039695987654320995	0.014881344407619356	0.0975	0.0975	0.07458333333333335	0.1	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P2	B1	-1.0	P2	1bbf374b202540f6df2ca14c4e182fb49be35f7300261bf778676ed80e155651	e8625b2737b749432d998978caa3af9ed37ab45b746c9507ca9a68f555d98c8b	-1.6447943008420263	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.73319444861299	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.21587613729124983	0.290162749894626	0.11690818218221415	6.418476861114186e-17	0.15540193513697756	0.1659601189476265	0.03434761516597375	0.1575548214182195	0.32380703433140834	0.3837492589009904	0.31566380838211794	0.2633124846013881	0.07635208439771657	-0.3327474351492752	1	2	1	0.18202477116552088	0.07843587121075749	-0.05157945956160241	0.022520707102182916	0.12025793650793651	0.10222222222222223	0.12025793650793651	0.1	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P3	B1	-1.0	P3	10ba632986afecbd2154ea6b0c6d1b1b72b66ed1ffa823fd00dbbe6a9bf7689e	a28d4443512108622c3829f0756f691e603a07e235d00f8562fe58d9b3bdebfd	-1.7874570471563709	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.886562946996003	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.22549650511498312	0.3878921192690284	0.12180528259709435	1.218643241873707e-16	0.24875092377546235	0.2092202394969497	-0.026283655058562127	0.22549650511498312	0.34769890689362626	0.30317868730009667	0.2791907773480578	0.2554019062072931	0.12108130433892492	-0.1840972615213965	1	2	1	0.14883396141876892	0.08735734078845335	-0.02380965765936004	0.014228927040892002	0.08983134920634922	0.08077711640211642	0.08983134920634922	0.1	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P4	B1	-1.0	P4	13570e990334a3392f3a93f7e3eba164884ac1cdef45376655bd3fc5bcdfcf18	87a022f5abd802d862e7b539c9715b9b66e227372e211f8caf49a87afe60eee2	-1.2196286483014018	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.9733742279905122	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.23165823165747748	0.38391789640561147	0.1141362674578793	9.367506770274758e-17	0.3524549652583242	0.4197757805413643	0.03068497926342447	0.23165823165747748	0.26211088613820144	0.31693264285746664	0.3088710172970726	0.24208939810367527	0.09265624173508487	-0.15506486575368544	1	2	1	0.1869976289410571	0.039312474855068176	0.02356997197026959	0.029451402164811184	0.11665013227513228	0.11665013227513228	0.10859788359788361	0.1	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P5	B1	-1.0	P5	2367644f33537b56024a185f19277b04ff4db2c4239a391b1ddf5eafb1659ae5	32237bbe8bb076d8d71be78cf5ce7ee3141217a51ae0e6086f563aec24387576	-1.9035766575077997	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	1.2077063074154504	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2648831554474755	0.5247155848512072	0.12061917569518349	2.1337098754514727e-16	0.4285425054966138	0.2954682278148018	-0.07543194152140602	0.2648831554474754	0.3056481792894745	0.30535889022455603	0.4476835311843598	0.26371426612873505	0.043263431641518066	-0.1365857803212163	1	2	1	0.14174877114769088	0.12085129380594091	-0.028240740740740747	0.02106939317911096	0.10347222222222223	0.10347222222222223	0.10069444444444446	0.1	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P6	B1	-1.0	P6	fecdcd41255d1166c2b030906e797eeb2e4ec9c42e5fbd1c06e713d87196670f	97edfbc17b8f808dab80873a1c4d4bf8e123b57929b7a64613e2ecbaedd850ab	-0.9731149281831886	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.9112770269545809	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2639685076313484	0.4227401342665652	0.10694666959697181	4.163336342344337e-17	0.3967422903789191	0.5683511452222879	0.0516751710828414	0.2639685076313484	0.22060185005587968	0.24820908540023087	0.24011085720367853	0.33252639678884427	0.12784615233481939	0.024038439143232764	1	2	1	0.17355098486796983	0.06019262533327494	0.07847222222222221	0.020969825526111218	0.10486111111111113	0.10486111111111113	0.08194444444444446	0.1	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L0_P7	B1	-1.0	P7	9c1d8ab38a36c2f106a40aee98a62a8b86414bdba1777909aadfd914e2601a48	5f25c8514ae55bb848e76ec51b49af01f27b4cdb290683a0912b0c79d386c7ea	-1.7695773641203227	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	1.0505163356661709	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2312780488918288	0.421339905896741	0.10723457750881507	1.6784259544591857e-16	0.32939431992365675	0.24677863080928725	-0.04414848520420008	0.23127804889182874	0.3623720026210189	0.29975251635219435	0.29009600678533737	0.14878227089014032	0.1609970850480109	-0.11437094192958391	1	2	1	0.17199537037037038	0.0612983972641404	0.0021604938271604967	0.019555198323194023	0.10185185185185187	0.10185185185185187	0.08611111111111111	0.1	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P0	B1	-0.5	P0	ef6944cd313f5484e94f73332f14c9b33447123a4172a4f421789664830d4a3f	6c031b4ee145287dbfb4eceb026f468524e41192518cf6903236ff131b6d30ab	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.5003827593449579	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10512909749409212	0.19114476220295273	0.05479707363322074	2.42861286636753e-17	0.07632154427419174	0.05391424330359571	-0.015267876628229586	0.10512909749409212	0.1503561224100864	0.15646811613224137	0.14831240087083059	0.11735108709918105	0.051666666666666694	-0.08558333333333333	1	2	1	0.08474999999999999	0.03066135702429562	0.0	0.0053230361296238435	0.05	0.05	0.05	0.05	4	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P1	B1	-0.5	P1	05a942ae26b05054f4e72e459dde4af094ea88db746a25376869cfa2f5000aac	05c3e9f2b9b520c540efc88e32e43432fe125f7ee0d96db1d4026f37b3d6ab98	-1.3677621346827649	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.5313794950357049	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.11497190010045633	0.2132253610427503	0.05348407229214712	2.862293735361732e-17	0.08792754042517395	0.06340196789814598	-0.018331723704068246	0.11497190010045627	0.13475860107538826	0.12590673388638274	0.1367447852494684	0.13552239584141873	0.06309469601980452	0.0032460437564300355	1	2	1	0.07628587014531893	0.03014515185077767	0.019847993827160498	0.0036182448048083958	0.04875	0.04875	0.037291666666666674	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P2	B1	-0.5	P2	dabc70e3222c6785b3542f2203bedbd0292b0cf0c8859871e98d0bca32d28aa0	300a4273c35e176a60ece4dd7d17ed0dff489d2e24bea89494ac31e0662613c9	-1.5508569756462192	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.4543551879373984	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.09125326371062341	0.163185285017584	0.05484760414093394	2.1250362580715887e-17	0.060235764956715024	0.04191622457516894	-0.00974242640305151	0.0895854857848005	0.16169107416732553	0.18538941482013013	0.15762480379229593	0.131058553476668	0.04089913221054023	-0.15881852214710718	1	2	1	0.09245819345275588	0.03792720399922054	-0.025789729780801206	0.006042905226962008	0.060128968253968254	0.051111111111111114	0.060128968253968254	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P3	B1	-0.5	P3	3e605d17dc1186e92d29497e64c98e8af0a7e28f484635a9a0fb4d98758600c2	e30a5a36b3e7c94ed04c1bb931b0ae9ced049be5286435bdcc88a1a8a43eb725	-1.6167160834025147	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.4874108991022731	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10482156981349763	0.1945263364742133	0.055902823555289624	2.927345865710862e-17	0.07014954470942324	0.044460282661535316	-0.016649011902748898	0.1048215698134976	0.1684505504031287	0.14920376433023277	0.13526024724071345	0.12320815028751672	0.06291405128314392	-0.09261440301262426	1	2	1	0.07253067124093562	0.0413616871202518	-0.01190482882968002	0.0036730956174710525	0.04491567460317461	0.04038855820105821	0.04491567460317461	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P4	B1	-0.5	P4	6907e5eadcfc0827f9315594b1bd10a075d5a4cc0544e3631be28f63aedbd709	e762dd8497406fcdf22f1e280ccefcedc2490e8eef32c1a91832fd2b8296cc92	-1.3354565426263907	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	0.5137040088178696	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10625075661878482	0.1877480097365302	0.05400044073148352	3.8163916471489756e-17	0.08337556634845672	0.06499831071947193	-0.013788885752258468	0.10625075661878482	0.13517710357077134	0.16156021496512535	0.1587952972010599	0.12340797352324905	0.04320521729003224	-0.07794407137669297	1	2	1	0.09513304645484098	0.021486076917664406	0.011784985985134794	0.007142260666995105	0.05832506613756614	0.05832506613756614	0.054298941798941805	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P5	B1	-0.5	P5	344eb0cea96b939691c8c1c2b6b961290fc4fe8de546865bff01b33e64f578e6	c5300fcd032e6f40d27de0c406c28dc710eca4efbd93d329d1a02f24516ad27d	-1.668403671501704	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.5649172335827932	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.11439404994913105	0.22594446469862356	0.05613802457111517	5.563648458511353e-17	0.09117267182867876	0.05474579957693148	-0.021222383814147493	0.11439404994913105	0.13528056206778	0.16355801415640928	0.19979303209775215	0.11672612704090105	0.02797384402149062	-0.06724771822845223	1	2	1	0.06709002325531549	0.053399709633698174	-0.014120370370370373	0.005508335298209285	0.051736111111111115	0.051736111111111115	0.05034722222222223	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P6	B1	-0.5	P6	9afa853e1485234581b0d62c0e8dbf51ef45d52d9ff2f95128cc6637ad4c35b8	ed98bcc4da5426cc7e4227131cb52c1234bc0afcb4625fb2eee2548957670905	-1.192883465905479	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.5006555575402002	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.11486937352991149	0.1996126346824003	0.05237259424568136	7.207419479765687e-17	0.08588266555342389	0.07338470520892079	-0.014828630132630534	0.11486937352991149	0.11964163419571523	0.12601028041640502	0.13022218687969	0.16881632047293327	0.05493665382444557	0.0030778968228452244	1	2	1	0.08668462121699246	0.0266185107151671	0.039236111111111104	0.004790603391312243	0.052430555555555564	0.052430555555555564	0.04097222222222223	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L1_P7	B1	-0.5	P7	d6311df953514d190bf7f30371d097234ac6209b6296c85192f2c3eec0066a44	1a960c5a88b8524379b0d11bbdbfc87d337688dda97135bb9464b8db38796a06	-1.6086098686023227	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.5297552120436713	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10644215835580446	0.20335087906668298	0.052311230713042965	2.2551405187698492e-17	0.08115970700907064	0.050444440875012805	-0.01832811158065022	0.10644215835580446	0.17201604482535196	0.14936828182143874	0.141335828316039	0.07413900119604264	0.08384880829903976	-0.0564098651120256	1	2	1	0.08400115740740742	0.03078721182615016	0.0010802469135802483	0.005015945885602581	0.05092592592592594	0.05092592592592594	0.043055555555555555	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P0	B1	0.0	P0	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P1	B1	0.0	P1	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P2	B1	0.0	P2	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P3	B1	0.0	P3	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P4	B1	0.0	P4	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P5	B1	0.0	P5	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P6	B1	0.0	P6	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L2_P7	B1	0.0	P7	ed88600f67835aa4c7c72298400dc0870370ba474d6483e2001af5ad97b507d2	1128763960173f2d5d5ff770393019f3d61ab005fe9a83d8135afc4b09880fc2	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0	0	NUMERIC_CLASSIFIED	0	NUMERIC_CLASSIFIED	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L3_P0	B1	0.5	P0	66ab2db2fc182c5b2ac53c6c1dfd4fb329bbc63727452e0ff2a66429bc5c86f7	a29a8b60218791a2ae60223487de8a55cf42c6745105727288fe95484722e1c0	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.572660470766665	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.08839215064776072	0.1971998715732347	0.04712023583558758	4.597017211338539e-17	0.08447059515896416	0.028835118971182443	-0.030792733087179808	0.08839215064776072	0.1503561224100864	0.15646811613224137	0.14831240087083059	0.11735108709918105	-0.051666666666666694	0.08558333333333333	1	2	1	0.08474999999999999	0.03066135702429562	0.0	0.0053230361296238435	0.05	0.05	0.05	0.05	4	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
B1_L3_P1	B1	0.5	P1	2fa32ff11714c8dd6a427270418049d021e7422f7db3ff88bcaef801783087d5	ab75f38f4c72fe8242c8f10fc7608419b5631e1c60a253e3572a7d31bbb7f363	-1.563339243188484	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	-0.542568161490881	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07904009243274049	0.17798312610013015	0.04886864216945832	1.9949319973733282e-17	0.07486220183206395	0.024179620260361134	-0.027418046782568588	0.07904009243274047	0.13673399366256977	0.13167837723011575	0.13941165761785657	0.14173482713671953	-0.059404841017232514	0.007565025237911513	1	2	1	0.07089792615097736	0.027118034128100023	-0.019847993827160498	0.0034271148829816793	0.04875	0.04875	0.037291666666666674	0.05	5	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
