G74_regression_mask_mismatch	G74_regression_max_chord	G74_regression_profile	amplitude	behavior_class	finest_crossed_vertices	finest_degree_estimate	finest_directions_with_turns	finest_max_face_shear_ratio	finest_max_face_smax	finest_max_signed_area_ratio	finest_maximum_turn_count	finest_median_face_shear_ratio	finest_min_face_smin	finest_min_signed_area_ratio	finest_missing_vertices	finest_near_area_1e2	finest_near_area_1e3	finest_near_area_1e4	finest_negative_faces	finest_negative_intrinsic_face_maps	finest_nonfinite_count	finest_p95_face_shear_ratio	lapse_a	max_abs_hamiltonian	mesh_degree_drift_level3_to4	physical_status	profile_id	q_c0	q_c1	q_c2	reflection_mask_mismatch	reflection_max_chord	sample_class	shape_id	stratum_code	time_refinement_endpoint_max_chord	time_refinement_mask_mismatch
-1	nan	-	0.05	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.0548956261109441	1.2550188112224288	1.5679420365338066	1	1.0247858818638882	0.7498134938102423	0.5624559323695203	0	0	0	0	0	0	0	1.0439189687629684	0.0	1.6496026766787963e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S13_E05	0.05	-0.1	0.1	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	2.2954758706463893e-06	0
-1	nan	-	0.05	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.062934449677143	1.2463356392020195	1.5445288131931614	1	1.0298121280807633	0.7440422446019259	0.5538211278815456	0	0	0	0	0	0	0	1.0503611561184083	0.25	1.763489354544845e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S13_E05	0.05	-0.1	0.1	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.8536722194340665e-06	0
-1	nan	-	0.2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.077686050106435	1.3126697616333143	1.662073215463768	1	1.0294504277598244	0.7523763239694372	0.5700171965517443	0	0	0	0	0	0	0	1.062335236221735	-0.25	4.4730186221642043e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S13_E20	0.2	-0.4	0.4	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.2398873669817217e-05	0
-1	nan	-	0.2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.0854764514749549	1.308088007843257	1.6412326563293438	1	1.0309657435249995	0.7468406991928834	0.5610427929375368	0	0	0	0	0	0	0	1.0687837977452346	0.0	1.757245460254353e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S13_E20	0.2	-0.4	0.4	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	8.638715602139254e-06	0
-1	nan	-	0.2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.0932978824447417	1.3035004649454256	1.6218204526445945	1	1.0333080768476917	0.741440461350139	0.5523687282371283	0	0	0	0	0	0	0	1.0755783971124984	0.25	1.1287965007156231e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S13_E20	0.2	-0.4	0.4	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	6.725776721202377e-06	0
-1	nan	-	0.5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.1593667302712327	1.4636548873592585	1.949780036376008	1	1.0700254775836837	0.7342769566067047	0.5615063531523243	0	0	0	0	0	0	0	1.130071486216688	-0.25	2.5870260378368926e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S13_E50	0.5	-1.0	1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.923775165703978e-05	0
-1	nan	-	0.5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.1510098616976356	1.4633729254552674	1.931194943919932	1	1.0692752486474957	0.730628606133476	0.5524350663171872	0	0	0	0	0	0	0	1.1297713602269064	0.0	1.3224831230118639e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S13_E50	0.5	-1.0	1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.5784107719663816e-05	0
-1	nan	-	0.5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.1519517220714743	1.4625921837733797	1.9138591475707918	1	1.0690373704648315	0.726688121269846	0.5440998792269245	0	0	0	0	0	0	0	1.130136479691247	0.25	6.529276008748752e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S13_E50	0.5	-1.0	1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.2961307260255056e-05	0
-1	nan	-	1.0	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.4362691684941495	1.7854288225613868	2.7536560045403693	1	1.1578118534053026	0.6721954767713043	0.5301652172133514	0	0	0	0	0	0	0	1.362188344338065	-0.25	2.8547374464338304e-09	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S13_E100	1.0	-2.0	2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.925305151960388e-05	0
-1	nan	-	1.0	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.4125224172924578	1.7904769951968318	2.7234827029272304	1	1.1532625354866601	0.6746172313219555	0.5219603773258172	0	0	0	0	0	0	0	1.3420785852811825	0.0	1.7908087235340986e-09	1.1102230246251565e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S13_E100	1.0	-2.0	2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.5680284787025094e-05	0
-1	nan	-	1.0	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.3939209411727524	1.7941553991292338	2.6992567217241685	1	1.1486785400746031	0.6760966438448022	0.515041572188385	0	0	0	0	0	0	0	1.325967306097845	0.25	1.1112332720664142e-09	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S13_E100	1.0	-2.0	2.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S13	C0_E0_O0_T0	1.364927767402256e-05	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.04305269579857	1.261167640009164	1.5883865689900907	1	1.01878451615277	0.7560153544600554	0.5716509628756007	0	0	0	0	0	0	0	1.0338953052283302	-0.25	1.0102252367971687e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S14_E05	0.025	-0.025	-0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	3.8650665822171095e-06	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0511710454899141	1.2514768944010861	1.5636386055231095	1	1.0242554547933782	0.7501040759911675	0.5627401302118004	0	0	0	0	0	0	0	1.0401534469508706	0.0	1.1380341113920167e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S14_E05	0.025	-0.025	-0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	2.642506427930566e-06	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0592208106713557	1.2420229980299002	1.539890827274203	1	1.0298043651578166	0.7443203644688198	0.5541000267970817	0	0	0	0	0	0	0	1.0469031096869716	0.25	1.1762146812088758e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S14_E05	0.025	-0.025	-0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	2.1495959815487218e-06	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0634599256731625	1.2760136514779001	1.6076336465157002	1	1.020026489508902	0.7563683712932143	0.572431245017822	0	0	0	0	0	0	0	1.0490135050187563	-0.25	2.731498360830642e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S14_E20	0.1	-0.1	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	1.4032201037182156e-05	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.071245697744891	1.268551214877821	1.5847735573313002	1	1.0238868439331377	0.750331538714574	0.5632774933431469	0	0	0	0	0	0	0	1.0552626972671508	0.0	1.2010603622769622e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S14_E20	0.1	-0.1	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	1.0102644231815747e-05	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0790811671363407	1.2616157960169725	1.5628942009573388	1	1.0290403987765422	0.7444892837194368	0.5545031633540668	0	0	0	0	0	0	0	1.0615466723935656	0.25	5.1726678496066825e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S14_E20	0.1	-0.1	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	7.567078220394395e-06	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.1037509145992146	1.3421130283456215	1.7029160018207976	1	1.0381254858277833	0.7585875146009019	0.5774581109080605	0	0	0	0	0	0	0	1.0814310219086436	-0.25	2.5845923179446118e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S14_E50	0.25	-0.25	-0.5	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	2.170384907391865e-05	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.1121235501803575	1.3393033662574048	1.6853102207258597	1	1.0397502139468304	0.7521208055423481	0.567218134892507	0	0	0	0	0	0	0	1.085212354202937	0.0	1.4041455775881673e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S14_E50	0.25	-0.25	-0.5	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	1.7991719472725874e-05	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.12012533881442	1.3367246830022297	1.6695283111369819	1	1.04135600053993	0.7459295314513225	0.5576668984619724	0	0	0	0	0	0	0	1.0925013280494749	0.25	7.849231820067359e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S14_E50	0.25	-0.25	-0.5	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	1.4758042654170979e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.231538314699457	1.4894343447731153	1.975191200529939	1	1.072189093230064	0.7671872392910878	0.5951835137596847	0	0	0	0	0	0	0	1.185421353448633	-0.25	6.208259240025882e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S14_E100	0.5	-0.5	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	2.108908194334316e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.2181538643584675	1.48999592871999	1.9597790481256376	1	1.075461631127576	0.759003043841507	0.5811000040364367	0	0	0	0	0	0	0	1.173829431413046	0.0	3.836563067238785e-09	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S14_E100	0.5	-0.5	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	1.760973173422858e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0000000000000002	1249	1.2073440940127766	1.4915680456743834	1.9473353979296655	1	1.0767890008031333	0.7518052586312373	0.5691965166842357	0	0	0	0	0	0	0	1.1711585524563521	0.25	2.451637337586021e-09	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S14_E100	0.5	-0.5	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S14	C0_E0_O1_T0	1.5196027829410456e-05	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0491491532477455	1.2639038759101286	1.5919943367211142	1	1.0192894310729081	0.7558316636808143	0.571455519819645	0	0	0	0	0	0	0	1.0385909776969446	-0.25	1.0133660577338333e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S15_E05	0.05	-0.05	-0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	4.347125909273046e-06	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0572154947588155	1.2545026297595934	1.5674800777540085	1	1.0246581761832243	0.7499273265753316	0.5625509176338028	0	0	0	0	0	0	0	1.045392467117511	0.0	1.4330647779559058e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S15_E05	0.05	-0.05	-0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	3.1381092403524027e-06	0
-1	nan	-	0.05	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0652728690225644	1.2458099723630542	1.5439923247086642	1	1.029761111379334	0.7441509444826422	0.5539174446748151	0	0	0	0	0	0	0	1.0515344629189152	0.25	1.2332246335233776e-11	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S15_E05	0.05	-0.05	-0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	2.3748264739947e-06	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0879359551081005	1.3125889521946328	1.658707970746633	1	1.0300013060189337	0.7543794889754306	0.5710417022214374	0	0	0	0	0	0	0	1.0672994739603763	-0.25	3.3458402715069724e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S15_E20	0.2	-0.2	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	1.596240454022012e-05	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.0957028498790762	1.307850374213253	1.63786460341809	1	1.0311504644407727	0.7485414750393958	0.5620715707783921	0	0	0	0	0	0	0	1.073528500939098	0.0	1.838674767995485e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S15_E20	0.2	-0.2	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	1.1684989125229268e-05	0
-1	nan	-	0.2	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.103586177100182	1.3035574142919457	1.6195432325757175	1	1.0327965951257196	0.7429520865269267	0.5535177733839893	0	0	0	0	0	0	0	1.08016962579235	0.25	7.037648241947636e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S15_E20	0.2	-0.2	-0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	9.109266395996247e-06	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.1813303917131361	1.474639565581777	1.9521239658493075	1	1.0735321451305047	0.746146441384017	0.5690754905888518	0	0	0	0	0	0	0	1.1506947530809686	-0.25	4.053958391203594e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S15_E50	0.5	-0.5	-0.5	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	2.4471099952806133e-05	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0000000000000002	1249	1.1723793419395567	1.4746663938741404	1.9363599427815155	1	1.074231815064095	0.7414562246219778	0.5598853546173762	0	0	0	0	0	0	0	1.1478368947073823	0.0	2.1807428085551805e-09	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S15_E50	0.5	-0.5	-0.5	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	2.0250221300083528e-05	0
-1	nan	-	0.5	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.1775120276777922	1.475861032878485	1.9237906100720923	1	1.073773667716699	0.7366649124596136	0.5514708588257582	0	0	0	0	0	0	0	1.1479398801083567	0.25	1.2320789388731157e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S15_E50	0.5	-0.5	-0.5	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	1.7139507281046816e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0000000000000002	1249	1.5483008357240755	1.8383317673682626	2.8013391437757837	1	1.1528043955639857	0.6162543131562018	0.5531201571426697	0	0	0	0	0	0	0	1.4520789810627794	-0.25	1.4101085299422778e-08	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S15_E100	1.0	-1.0	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	2.3641966054194258e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.5226001227109975	1.841260618990964	2.7759479769957145	1	1.152874914144627	0.6226614492278197	0.5560508028893016	0	0	0	0	0	0	0	1.4295995206842123	0.0	8.388036487616546e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S15_E100	1.0	-1.0	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	1.8650477801942643e-05	0
-1	nan	-	1.0	INTERIOR_SIGN_CHANGE	2562	1.0	1249	1.5019792273180466	1.8438995603750516	2.7576552697671204	1	1.1529971974094486	0.6281355567295056	0.5507012024017298	0	0	0	0	0	0	0	1.4128770795234933	0.25	5.303025074621104e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S15_E100	1.0	-1.0	-1.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S15	C0_E0_O1_T0	1.7142646134395845e-05	0
-1	nan	-	0.05	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.0485887385996768	1.2633882448615157	1.5915494310784242	1	1.0192065331436573	0.7556884584890335	0.5713157673107714	0	0	0	0	0	0	0	1.0384046130623907	-0.25	1.0132417127550752e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S16_E05	0.05	-0.05	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	1.0686428282799227e-06	0
-1	nan	-	0.05	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.056710368082759	1.2539709409622521	1.5670140581874472	1	1.024568467512768	0.74978511151046	0.5624145908159843	0	0	0	0	0	0	0	1.0446019057990035	0.0	5.823119764158946e-13	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S16_E05	0.05	-0.05	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	8.688183339137659e-07	0
-1	nan	-	0.05	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.0647617247345014	1.2450903473221848	1.5433333202497312	1	1.0296687745018587	0.744017078073274	0.5537883749081679	0	0	0	0	0	0	0	1.051579118047168	0.25	9.345357820933486e-12	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S16_E05	0.05	-0.05	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	7.173576584876152e-07	0
-1	nan	-	0.2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.083824137642431	1.3060405963898782	1.6516498720362736	1	1.0292030519741606	0.7517235891830557	0.569053127879677	0	0	0	0	0	0	0	1.0655431614933288	-0.25	1.0082468193672867e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S16_E20	0.2	-0.2	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	4.078415729085352e-06	0
-1	nan	-	0.2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.0920309229758662	1.301279381066266	1.6307346674344299	1	1.0303550186271697	0.74630798593012	0.5604215826383271	0	0	0	0	0	0	0	1.072062501847924	0.0	1.0358269797450248e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S16_E20	0.2	-0.2	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	3.1010093210730632e-06	0
-1	nan	-	0.2	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.100174561212304	1.2965370247579764	1.611126066024901	1	1.0323394167170339	0.7409936422024651	0.5518941295552324	0	0	0	0	0	0	0	1.0789131147223994	0.25	1.903610602482786e-11	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S16_E20	0.2	-0.2	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	2.5795960342148966e-06	0
-1	nan	-	0.5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.161757284857557	1.4544713528833808	1.9269484746135266	1	1.0742946557183348	0.729554141256415	0.556082677473014	0	0	0	0	0	0	0	1.1364681791630726	-0.25	1.8893131503716631e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S16_E50	0.5	-0.5	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	1.0056629498731004e-05	0
-1	nan	-	0.5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.1565812092232592	1.4544916829993833	1.9097890975507517	1	1.0733779223237505	0.7271844379651901	0.5485296849999585	0	0	0	0	0	0	0	1.1348482991521713	0.0	7.205969154711056e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S16_E50	0.5	-0.5	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	7.77473286580523e-06	0
-1	nan	-	0.5	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.1660382073024487	1.4556407104510791	1.8958489485429733	1	1.0734935555604754	0.7239234855368026	0.541188700076485	0	0	0	0	0	0	0	1.13673835960669	0.25	9.693518210340812e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S16_E50	0.5	-0.5	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	6.3314116912451925e-06	0
-1	nan	-	1.0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.4442377642490813	1.795322471074426	2.7533888042154357	1	1.1631117923925263	0.6506130515226773	0.5131892147597041	0	0	0	0	0	0	0	1.3762947680792872	-0.25	1.0908121073072152e-09	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S16_E100	1.0	-1.0	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	2.004608642429142e-05	0
-1	nan	-	1.0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0	1249	1.4230560683155102	1.8001760316708386	2.7277423051776193	1	1.161648222554145	0.6571385288547131	0.5091284243174099	0	0	0	0	0	0	0	1.3567077944989587	0.0	6.55711041019913e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S16_E100	1.0	-1.0	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	1.5399669767527053e-05	0
-1	nan	-	1.0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	2562	1.0000000000000002	1249	1.4048320258928213	1.8047160194969887	2.706120465998893	1	1.1592999501456307	0.6623654176568575	0.5051879806468785	0	0	0	0	0	0	0	1.3403086546158087	0.25	7.212928032629407e-10	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S16_E100	1.0	-1.0	0.0	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S16	C0_E1_O0_T0	1.2392315231274942e-05	0
-1	nan	-	0.05	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.0479880474716126	1.2627960415546655	1.5909877614090342	1	1.0190988228720688	0.7556322352148852	0.5713439383824235	0	0	0	0	0	0	0	1.0379024028187065	-0.25	1.0228129454503687e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S17_E05	0.05	-0.05	0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S17	C0_E0_O0_T0	2.3698824222978116e-06	0
-1	nan	-	0.05	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.0561284423100779	1.2533958400209286	1.5664565083710584	1	1.0245110412956495	0.7497144276419961	0.5624074425636335	0	0	0	0	0	0	0	1.044547622606023	0.0	4.6457282465439675e-12	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S17_E05	0.05	-0.05	0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S17	C0_E0_O0_T0	1.5928178549376172e-06	0
-1	nan	-	0.05	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.0642401612324042	1.2443329860792662	1.5426780826342938	1	1.0296290114529318	0.7439396141005847	0.5537606600088261	0	0	0	0	0	0	0	1.051660666976878	0.25	1.1292911050730936e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S17_E05	0.05	-0.05	0.05	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S17	C0_E0_O0_T0	1.17662574150534e-06	0
-1	nan	-	0.2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.0788136370224277	1.297883179946573	1.6429112524827951	1	1.0297694482922704	0.7499354028109345	0.5691347042227329	0	0	0	0	0	0	0	1.062799085413865	-0.25	1.4429690775585868e-10	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AM_S17_E20	0.2	-0.2	0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S17	C0_E0_O0_T0	8.621895951898687e-06	0
-1	nan	-	0.2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.087787674333566	1.2934051514769083	1.621944131816717	1	1.0304840956983732	0.7446902625496405	0.5600815402741591	0	0	0	0	0	0	0	1.0701745657354216	0.0	5.742839537248301e-11	2.220446049250313e-16	CHOSE_CONTROL_NOT_SELECTED	G75_A0_S17_E20	0.2	-0.2	0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S17	C0_E0_O0_T0	5.837714445336473e-06	0
-1	nan	-	0.2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	2562	1.0	1249	1.096394107329972	1.2888536869673495	1.601735988832943	1	1.031956731726527	0.7393772939214539	0.5515151371081939	0	0	0	0	0	0	0	1.0770658103859607	0.25	4.3283654438397434e-11	0.0	CHOSE_CONTROL_NOT_SELECTED	G75_AP_S17_E20	0.2	-0.2	0.2	0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	S17	C0_E0_O0_T0	4.384666865772162e-06	0
