current_path	artifact_type	r1c_first_commit_date	r1c_last_commit_date	r1c_primary_owner	r1c_ownership_evidence	introducing_commit	introducing_author_date	introducing_commit_date	introducing_subject	first_commit	first_commit_date	last_commit	last_commit_date
cascade_bv6_c4.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_bv6_lib.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_bv6_probe.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_bv6_xcheck.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_bv7_core.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	2026-07-02T17:57:46-04:00	Cascade Stage C: ladder FAMILY-UNIVERSAL (6 families, both Z); seal radius becomes EXACTLY universal at high N (blind-verified)	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00
cascade_bv7_t1_refine.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	2026-07-02T17:57:46-04:00	Cascade Stage C: ladder FAMILY-UNIVERSAL (6 families, both Z); seal radius becomes EXACTLY universal at high N (blind-verified)	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00
cascade_bv7_t1_sweep.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	2026-07-02T17:57:46-04:00	Cascade Stage C: ladder FAMILY-UNIVERSAL (6 families, both Z); seal radius becomes EXACTLY universal at high N (blind-verified)	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00
cascade_bv7_t2.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	2026-07-02T17:57:46-04:00	Cascade Stage C: ladder FAMILY-UNIVERSAL (6 families, both Z); seal radius becomes EXACTLY universal at high N (blind-verified)	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00
cascade_bv7_t3.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	2026-07-02T17:57:46-04:00	Cascade Stage C: ladder FAMILY-UNIVERSAL (6 families, both Z); seal radius becomes EXACTLY universal at high N (blind-verified)	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00
cascade_bv7_validate.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	2026-07-02T17:57:46-04:00	Cascade Stage C: ladder FAMILY-UNIVERSAL (6 families, both Z); seal radius becomes EXACTLY universal at high N (blind-verified)	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00	24671fabfc1e2e21a1d08c1b24ae4639c9e83263	2026-07-02T17:57:46-04:00
cascade_bv8_cas_ABC.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	95f2d73efadfef2569189ac2e1c25547817866fb	2026-07-02T18:34:19-04:00	2026-07-02T18:34:19-04:00	Ladder theorems A/B blind-verified EXACT; structure C at O(eps); amplifier REFUTED-AND-CORRECTED to sqrt(1101)	95f2d73efadfef2569189ac2e1c25547817866fb	2026-07-02T18:34:19-04:00	95f2d73efadfef2569189ac2e1c25547817866fb	2026-07-02T18:34:19-04:00
cascade_bv8_falsifiers.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	95f2d73efadfef2569189ac2e1c25547817866fb	2026-07-02T18:34:19-04:00	2026-07-02T18:34:19-04:00	Ladder theorems A/B blind-verified EXACT; structure C at O(eps); amplifier REFUTED-AND-CORRECTED to sqrt(1101)	95f2d73efadfef2569189ac2e1c25547817866fb	2026-07-02T18:34:19-04:00	95f2d73efadfef2569189ac2e1c25547817866fb	2026-07-02T18:34:19-04:00
cascade_bv9_cas.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_bv9_fluxlaw_char.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_bv9_reshoot.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_bv9_reshoot_Z1.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_bv9_tables.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_characterization_miniMAP.md	MARKDOWN	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	876ea84a656b5428305b7ca5957184b32dd7fc3a	2026-07-02T16:12:39-04:00	2026-07-02T16:12:39-04:00	Log macro PONDER (tagged speculation) + chi correction + cascade-characterization mini-MAP	876ea84a656b5428305b7ca5957184b32dd7fc3a	2026-07-02T16:12:39-04:00	ab75eb3966459532bd646d3157649d5d690391ad	2026-07-02T17:34:29-04:00
cascade_lemD_bessel.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_lemD_cas.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_lemD_final.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_lemD_reshoot.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_lemD_table.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_lemD_universal.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
cascade_or_energy_cas.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	2026-07-03T17:48:03-04:00	Orientation chain complete (aim-blind): identities banked; the sign = an adjudicated CALL for Charles	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00
cascade_or_energy_numeric.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	2026-07-03T17:48:03-04:00	Orientation chain complete (aim-blind): identities banked; the sign = an adjudicated CALL for Charles	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00
cascade_or_energy_rung1_and_alignment.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	2026-07-03T17:48:03-04:00	Orientation chain complete (aim-blind): identities banked; the sign = an adjudicated CALL for Charles	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00
cascade_s2_aggregate.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_s2_core.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_s2_validate.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	2026-07-03T15:31:09-04:00	Stability stage 2: full-ladder inertia table + blind spot-pass; tolerance-honest form banked	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00	883a484b7385e8bd21d305f237236c6a66e0c340	2026-07-03T15:31:09-04:00
cascade_s3_lib.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	2026-07-03T16:54:28-04:00	Compaction-safe handoff: stage-3 soft-mode identification banked PROVISIONAL; LIVE/HANDOFF updated	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00
cascade_s3_predictions.md	MARKDOWN	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	2026-07-03T16:54:28-04:00	Compaction-safe handoff: stage-3 soft-mode identification banked PROVISIONAL; LIVE/HANDOFF updated	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00
cascade_s3_t1_t4.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	2026-07-03T16:54:28-04:00	Compaction-safe handoff: stage-3 soft-mode identification banked PROVISIONAL; LIVE/HANDOFF updated	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00
cascade_s3_t2_t3.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	2026-07-03T16:54:28-04:00	Compaction-safe handoff: stage-3 soft-mode identification banked PROVISIONAL; LIVE/HANDOFF updated	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00
cascade_s3_t5.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	2026-07-03T16:54:28-04:00	Compaction-safe handoff: stage-3 soft-mode identification banked PROVISIONAL; LIVE/HANDOFF updated	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00
cascade_s3_validate.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	2026-07-03T16:54:28-04:00	Compaction-safe handoff: stage-3 soft-mode identification banked PROVISIONAL; LIVE/HANDOFF updated	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00	7a09b800a2f3f5a375c21cb66fdc8f173a23dcb7	2026-07-03T16:54:28-04:00
cascade_sf_cas1_bulk.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_sf_cas2_endpoint.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_sf_cas4_zeromodes.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_sf_d5_spotcheck.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_sf_d5b_extra.py	PYTHON	2026-07-03	2026-07-03	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
cascade_stageA_extra.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_stageA_lib.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_stageA_run.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_stageA_sanity.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	2026-07-02T16:46:32-04:00	Cascade Stage A: persistence CONFIRMED across families (blind-verified); twin-integer index N_delta=N_rho' converges	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00	5177aea9252af40278bcdea65569039de5309893	2026-07-02T16:46:32-04:00
cascade_stageB_above.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_stageB_analysis.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_stageB_bisect.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
cascade_stageB_common.py	PYTHON	2026-07-02	2026-07-02	LEGACY_FROZEN	PRE_NATIVE_FAMILY+R0_HISTORICAL_EVIDENCE	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	2026-07-02T17:26:40-04:00	Cascade Stage B: COMPLETE consecutive-integer spectrum N=0..22 (blind-verified); twin ladder with parity inversion	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00	20579ee944802b337195b43d55d1872a3e5a2e4e	2026-07-02T17:26:40-04:00
