moved_path	source	line	column	source_frozen	role
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	481	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	481	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	482	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	482	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	483	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	483	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	484	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	484	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	485	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	485	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	486	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	486	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	487	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	487	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	488	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	488	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	489	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	489	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	490	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	490	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	491	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	491	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	492	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	492	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	493	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	493	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	494	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	494	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	495	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	495	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	496	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	496	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	497	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	497	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	498	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	498	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	499	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	499	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	500	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	500	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	501	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	501	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	502	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	502	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	503	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	503	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	504	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	504	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	505	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	505	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	506	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	506	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	507	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	507	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	508	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	508	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	509	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	509	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	510	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	510	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	511	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	511	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	512	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	512	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	513	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	513	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	514	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	514	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	515	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	515	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	516	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	516	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	517	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	517	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	518	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	518	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	519	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	519	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	520	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	520	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	521	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	521	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	522	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	522	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	523	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	523	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	524	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	524	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	525	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	525	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	526	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	526	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	527	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	527	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	528	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	528	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	529	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	529	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	530	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	530	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	531	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	531	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	532	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	532	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	533	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	533	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	534	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	534	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	535	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	535	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	536	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	536	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	537	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	537	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	538	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	538	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	539	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	539	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	540	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	540	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	541	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	541	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	542	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	542	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	543	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	543	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	544	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	544	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	545	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	545	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	546	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	546	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	547	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	547	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	548	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	548	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	549	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	549	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	550	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	550	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	551	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	551	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	552	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	552	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	553	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	553	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	554	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	554	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	555	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	555	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	556	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	556	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	557	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	557	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	558	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	558	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	559	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	559	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	560	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	560	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	561	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	561	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	562	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	562	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	563	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	563	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	564	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	564	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	565	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	565	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	566	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	566	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	567	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	567	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	568	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	568	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	569	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	569	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	570	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	570	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	571	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	571	55	NO	NEW_PATH_SUFFIX
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	572	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	572	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	573	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	573	32	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/PREMOVE_ADJUDICATION_REPORT.md	27	4	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/PREMOVE_ADJUDICATION_REPORT.md	27	165	NO	QUALIFIED_OTHER_PATH
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/PREMOVE_HASHES.tsv	5	1	NO	AUDIT_RECORD
PROVENANCE_AUDIT_2026-06-30.md	reorganization_r1a/PREMOVE_HASHES.tsv	5	55	NO	NEW_PATH_SUFFIX
