target	source	line	column	source_frozen	corrected_scanner	literal_git_grep	agreement
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1122	89	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1236	1	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1237	1	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1238	1	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1239	1	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1240	1	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2142	76	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2142	109	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2682	81	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2682	114	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2719	74	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2719	107	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	136	291	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	137	1	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	355	360	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	536	473	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	563	NO	MATCH	MATCH	YES
STEP2_timelive_matter_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1005	501	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	HANDOFF_ARCHIVE.md	544	60	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	NEGATIVES_REGISTRY.md	198	3	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	archive/COMPLETION_PROGRAM.md	58	67	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	branch_operator_contamination_ledger.md	74	9	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	408	54	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	408	101	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1061	57	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1061	104	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1825	64	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1825	111	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2680	1	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2681	1	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2682	1	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2722	74	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2722	121	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	137	440	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	180	1	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	944	NO	MATCH	MATCH	YES
b1prime_round_gate_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1005	624	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	branch_operator.py	32	3	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	p2_matter_fullmetric_results.md	6	83	YES	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	p3_aphi_FIX_results.md	4	58	YES	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	p3_aphi_coupling_results.md	6	77	YES	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	p4_time_live_results.md	4	68	YES	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2709	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2710	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2711	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2712	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2713	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2714	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2715	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2716	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2717	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2718	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2719	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2720	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2721	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2722	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2723	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2724	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2725	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2726	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2727	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2728	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2729	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2730	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2731	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2732	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2733	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/DEPENDENCY_MAP.tsv	2734	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	90	310	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	117	552	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	124	324	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	126	480	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	137	487	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	179	533	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	180	374	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	182	387	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	183	690	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	184	1	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	324	566	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	337	406	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	355	511	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	458	378	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	526	698	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	535	465	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	536	736	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	589	450	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	632	446	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	725	336	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	727	710	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	729	285	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	732	276	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	733	281	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	737	277	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	910	NO	MATCH	MATCH	YES
branch_operator_contamination_ledger.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1005	671	NO	MATCH	MATCH	YES
cascade_stageC_primary_table.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	300	1	NO	MATCH	MATCH	YES
cascade_stageC_twomethod.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	303	1	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	HANDOFF_ARCHIVE.md	409	80	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	NEGATIVES_REGISTRY.md	2099	72	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	coupled_timelive_VERIFIER.md	1	52	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	1098	58	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	1098	87	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	2520	28	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	2521	28	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	3989	1	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	3989	62	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	3989	91	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	3990	1	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	353	1	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	353	307	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	354	368	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	355	420	NO	MATCH	MATCH	YES
coupled_timelive_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	981	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	HANDOFF_ARCHIVE.md	409	9	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	NEGATIVES_REGISTRY.md	2099	4	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	STATE.md	460	34	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_VERIFIER.md	6	9	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_solve_results.md	9	3	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_CONTRACT.md	1	52	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_gates.py	7	8	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_s2_derive.py	5	17	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_stage1a.py	11	8	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	401	54	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	401	89	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1099	58	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1099	93	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1188	44	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1188	79	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2521	89	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2521	124	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2522	28	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2523	28	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2524	28	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2525	94	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2525	129	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3991	1	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3991	68	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3991	103	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3992	1	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5121	84	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5121	119	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5127	88	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5127	123	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5130	87	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5130	122	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	123	738	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	354	1	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	354	458	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	355	476	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	1010	NO	MATCH	MATCH	YES
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1036	429	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	HANDOFF_ARCHIVE.md	409	45	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	NEGATIVES_REGISTRY.md	2098	54	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	STEP2_timelive_matter_MAP.md	28	2	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	STEP2_timelive_matter_results.md	25	2	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_VERIFIER.md	5	14	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md	157	16	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	branch_operator_contamination_ledger.md	73	9	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	coupled_timelive_solve_results.md	1	52	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	regrade_S2_defect_2026-07-04.md	113	29	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	402	54	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	402	88	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1097	58	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1097	92	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1234	63	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1234	97	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1238	67	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1238	101	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2520	89	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2520	123	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2524	97	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2524	131	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2525	28	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2721	74	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2721	108	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3993	1	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3993	67	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3993	101	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3994	1	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	12040	67	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	12040	101	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	354	424	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	355	1	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	355	551	NO	MATCH	MATCH	YES
coupled_timelive_solve_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	1045	NO	MATCH	MATCH	YES
energy_min_m2_18_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	408	1	NO	MATCH	MATCH	YES
hopfion_GP_switch_apply_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	431	1	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	NEGATIVES_REGISTRY.md	348	7	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	STATE.md	1534	25	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	STATE.md	1877	40	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	archive/tier_d_round2_contract.md	14	13	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	archive/tier_d_round2_contract.md	50	2	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	archive/tier_d_round3_contract.md	15	1	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	legacy/root_oneoffs_2026-07-01/native_tier_d_round2_test.py	43	25	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	lepton_ladder_falsification_contract.md	7	23	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1065	57	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1065	87	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1213	45	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1213	75	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2553	68	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2553	98	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6538	94	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6538	124	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8713	73	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8713	103	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8715	1	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	467	465	NO	MATCH	MATCH	YES
lepton_ladder_test_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	468	1	NO	MATCH	MATCH	YES
macro_native_matter_after_vacuum_MAP.md	macro_native_matter_edge_MAP.md	9	53	NO	MATCH	MATCH	YES
macro_native_matter_after_vacuum_MAP.md	reorganization_r0/DEPENDENCY_MAP.tsv	8821	1	NO	MATCH	MATCH	YES
macro_native_matter_after_vacuum_MAP.md	reorganization_r0/DEPENDENCY_MAP.tsv	8829	65	NO	MATCH	MATCH	YES
macro_native_matter_after_vacuum_MAP.md	reorganization_r0/DEPENDENCY_MAP.tsv	8829	105	NO	MATCH	MATCH	YES
macro_native_matter_after_vacuum_MAP.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	492	1	NO	MATCH	MATCH	YES
macro_native_matter_after_vacuum_MAP.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	493	279	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	18	55	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	HANDOFF_ARCHIVE.md	57	32	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	HANDOFF_ARCHIVE.md	528	33	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	NEGATIVES_REGISTRY.md	157	2	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	archive/COMPLETION_PROGRAM.md	92	4	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	archive/native_s2_object_derived_operator_results.md	9	36	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	branch_operator_contamination_ledger.md	79	9	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	regrade_S2_defect_2026-07-04.md	14	19	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	216	69	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	216	120	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	375	53	NO	MATCH	MATCH	YES
