identity_id	family_id	motif	selection_sha256	nodes_33_samples	nodes_65_samples	nodes_129_samples	intertwining_residual_129	metric_isometry_residual_129	kato_metric_skew_residual_129	kato_commutator_residual_129	refinement_33_65	refinement_65_129	transport_matrix_sha256	transport_status	error
B1_R04_3_MD	M02_H	TWO_PLUS_TWO_LINES	00242e37e6b1ae66e7eadfd7666160542f698f55b5e6bdfaf90417377a23226a	65	129	257	1.8300305715257537e-11	2.7872594503617882e-10	6.9253300590701489e-08	3.9558243375426017e-08	1.5930588682134662e-10	1.7565082388828977e-10	6f045647a69590874629baf4da469840e3e89ed871348fa6104ab7d891c7d7ad	DENSE_TRANSPORT_PASS	-
B3_R10_3_M3	M03_R_H	TWO_PLUS_TWO_LINES	002af12053605f308baaa94217102b4e867632b2f28c67649ebdb6db84cd7394	65	129	257	3.9552527919539671e-12	1.0910750826206403e-10	1.9329804187557538e-08	1.2399335981572168e-08	6.5651814812419046e-11	6.9968186080753086e-11	72512dab3860ea246bd75952f684ca1432385fe79b9be692c6e80fee63812792	DENSE_TRANSPORT_PASS	-
B0_V011_M4	M05_R_D	TWO_PLUS_TWO_LINES	00b65ff7d1599ed5d9b759577e44834d225e3a1924de0c6ae3f811079b1f93b6	65	129	257	3.9925562855813723e-11	2.5703066613138632e-11	5.067010161103232e-09	2.6753203659357627e-08	2.7720779257651018e-11	2.4915909774579151e-11	61b4e928a1277737a084a167ffc8b7dc4e8337be60701add4f26edec9865a003	DENSE_TRANSPORT_PASS	-
B1_V005_M2	M07_R_H_D	TWO_PLUS_TWO_LINES	0025f612c0d99318553f8287f562aa4a29e6e5beb0fcfe268c9ff4afb87ddcfe	65	129	257	3.1113472909183315e-11	9.3881969396341919e-11	3.0020243772874513e-08	6.5594646759831871e-08	6.4968548299125543e-11	6.113848832531031e-11	13ba4d88b8fe3297f3c6ff319b82c0ade5d9a6b8a7a3229c1ea4e8f581634308	DENSE_TRANSPORT_PASS	-
B0_R04_3_M8	M10_H_RG	TWO_PLUS_TWO_LINES	01bae0d6a3496b642c16eee83fb7d176f7bca6500bdbd63a9782b66e105b1e80	65	129	257	5.3262840215345637e-17	3.4933294526709051e-16	4.7381667210755217e-11	2.2562608980720021e-11	1.1102230246251565e-16	1.1102230246251565e-16	11782ec797701b65955fcef77ae1e49cbbccc34ef4a10cccc54b98e437fd587f	DENSE_TRANSPORT_PASS	-
B2_R12_3_M8	M11_R_H_RG	TWO_PLUS_TWO_LINES	0030b80c109ae965960e223f4bb0cade0f9479bf22164a20c2a50e7926199e09	65	129	257	0	0	2.6829707028968351e-11	1.1242641177996262e-11	1.1102230246251565e-16	1.1102230246251565e-16	e4f2fbeefc58f2a28c17a524234c6176019d2c54dd6f235a45421ae6a11c22de	DENSE_TRANSPORT_PASS	-
B1_V010_M8	M18_H_WG	TWO_PLUS_TWO_LINES	01897deb186c601eaab5b0e32f873870f4629503e25b95512a0b72c6e0952cad	65	129	257	9.4035703299794917e-17	3.4933294526709051e-16	3.1062106944248571e-11	1.1233108909837116e-11	1.4578149528484298e-27	1.1102230246251565e-16	28fda6cc2b2de93a8b5a068ceb7076f38d1925c2bf3f83267d3b246edca19ee3	DENSE_TRANSPORT_PASS	-
B3_V013_M8	M19_R_H_WG	TWO_PLUS_TWO_LINES	011b5d550c4d95add9d76794d67b0355e095f246832c9ee7a83ca8797e8083ce	65	129	257	0	0	2.9880691727473996e-11	1.2610538827198448e-11	2.2088105346188331e-27	5.5378035546515029e-28	f34f077d23ba8c8ad81ba9147eb996c9137d447225fcfb6a8276f82a6a5f48dc	DENSE_TRANSPORT_PASS	-
B0_R14_3_M8	M26_H_RG_WG	TWO_PLUS_TWO_LINES	0074c880f5bf45d90a57118b13afc8791024508663525a20fcb7d151174ee11a	65	129	257	5.3262840215345637e-17	3.4933294526709051e-16	4.7381667210755217e-11	2.2562608980720021e-11	1.1102230246251565e-16	1.1102230246251565e-16	11782ec797701b65955fcef77ae1e49cbbccc34ef4a10cccc54b98e437fd587f	DENSE_TRANSPORT_PASS	-
B3_V009_M8	M27_R_H_RG_WG	TWO_PLUS_TWO_LINES	0127c209a506f6041fa09f5024c5ade7d1c0a54db446c6f25f2ec33954ab756f	65	129	257	0	0	2.5934507671906874e-11	1.0955381016593312e-11	1.1102230246251565e-16	1.1102230246251565e-16	e0e869d454c652a18fab1d2dbb44b3387ed952e6c559b573cb8f9766661a8fd1	DENSE_TRANSPORT_PASS	-
