identity_id	family_id	motif	nodes	integrable_nodes	nonintegrable_nodes	uncertain_nodes	consolidated_path_status	highest_unconditional_completion_rung
B1_R10_1_M5	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_1_M5	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_1_M5	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_1_MC	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_1_MD	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_3_M5	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_3_M5	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_3_M5	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_3_M5	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R10_3_MD	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_1_M5	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_1_M5	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_1_M5	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_1_M5	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_1_MD	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M4	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M4	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M4	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M4	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M5	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M5	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M5	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_M5	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_MC	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R12_3_MD	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R14_3_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R14_3_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R14_3_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R14_3_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_R14_3_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M4	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M4	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M4	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M4	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M5	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M5	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M5	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_M5	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_MC	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V001_MD	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M4	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M4	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M4	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M4	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M5	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M5	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M5	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_M5	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_MC	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V002_MD	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V003_M4	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V003_M4	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V003_M4	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V003_M4	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V003_MC	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V004_M4	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V004_M4	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V004_M4	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V004_M4	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V004_MC	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M3	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M3	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M3	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M3	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M7	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M7	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M7	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_M7	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_MB	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V006_MF	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V007_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V007_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V007_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V007_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V007_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V008_M5	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V008_M5	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V008_M5	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V008_M5	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V008_MD	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V010_M6	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V010_M6	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V010_M6	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V010_M6	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V010_ME	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V015_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V015_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V015_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V015_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V015_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M3	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M3	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M3	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M3	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B1_V016_MB	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M3	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M3	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M3	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M3	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M7	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M7	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M7	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M7	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_MB	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_1_MF	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M3	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M3	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M3	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M3	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R00_3_MB	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_1_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_1_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_1_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_1_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_1_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_3_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_3_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_3_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_3_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R02_3_M9	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_1_M3	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_1_M3	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_1_M3	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_1_M3	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_1_MB	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_3_M3	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_3_M3	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_3_M3	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_3_M3	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R03_3_MB	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M1	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M1	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M1	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M1	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M6	M01_R	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M6	M03_R_H	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M6	M05_R_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
B2_R05_1_M6	M07_R_H_D	FOUR_LINES	17	0	17	0	NONINTEGRABILITY_OBSERVED_AT_ONE_OR_MORE_NODES	1_LOCAL_UNORIENTED_LINE
