identity_id	bank	carrier_id	mask_id	phi_structural_bit	causal_status	gradient_status	gradient_root	metric_status	determinant_sign	s_at_u0	s_at_umid	s_at_u1	certified_interval_boxes	unresolved_boxes	maximum_subdivision_depth	certified_minimum_abs_s_lower_bound	certificate_sha256	domain_status
B1_R07_1_M4	B1	R07_1	M4	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_M5	B1	R07_1	M5	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_M6	B1	R07_1	M6	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_M7	B1	R07_1	M7	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_M8	B1	R07_1	M8	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088013864886827924	0.0011603559238272682	0.0014405891868726785	1	0	0	0.00086144594264548919	60e0d82172a786c41689f3dcc3a7416b0cf3ebab45d390a5adb7e93912dfbb2f	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_M9	B1	R07_1	M9	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088958467965202445	0.0011687542347591545	0.0014523481972542104	1	0	0	0.00085128982371745511	b8788a697578798cd51a4f772dc8e9bd6178fbc29f7cec99d89f576b688c6242	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_MA	B1	R07_1	MA	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088022464553215863	0.0011717650011621727	0.0014718623328073526	1	0	0	0.00085899569411823336	4cf1e45fdaf2c403f72dabcc7a2c69a5a0c4c0ee5ec9d6904f8db8cb71ec6197	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_MB	B1	R07_1	MB	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088967067631590374	0.0011801633120940591	0.0014836213431888845	1	0	0	0.00084883957519019928	9427b6ba8f720a07a7c9c5a613851b965ac51dd90d3848d3d75ef1dea2e8d2b7	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_MC	B1	R07_1	MC	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00089391182474152784	0.0011624138619992066	0.001428427774724323	1	0	0	0.00084842382873696225	c17879755b9658d8329121b7b8bf451bb4d81feccb1585e50aaea8512930bc6b	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_MD	B1	R07_1	MD	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00090356174770129648	0.0011709736524904981	0.0014401307130384783	1	0	0	0.00083799781363675524	f809fb34e6ff0f9e93c3dc1f17101eea3cb37da2f19182581f2687858644fda2	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_ME	B1	R07_1	ME	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00089399782140540712	0.0011738229393341109	0.0014597009206589971	1	0	0	0.00084597358020970642	3de81e3f7abeae9d56216aa3d54646ab3bc43ba9782fbc9cdd628f47626cf843	LOCAL_ANALYTIC_CHART_ONLY
B1_R07_1_MF	B1	R07_1	MF	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00090364774436517577	0.0011823827298254024	0.0014714038589731522	1	0	0	0.00083554756510949941	8f5747e05df552189e9cd59f0b25ad68d2a5d711f17fd112ec1b28d92d4409ea	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M0	B1	R08_1	M0	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M1	B1	R08_1	M1	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M2	B1	R08_1	M2	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M3	B1	R08_1	M3	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M4	B1	R08_1	M4	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M5	B1	R08_1	M5	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M6	B1	R08_1	M6	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M7	B1	R08_1	M7	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M8	B1	R08_1	M8	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088013864886827924	0.0011603559238272682	0.0014405891868726785	1	0	0	0.00086144594264548919	60e0d82172a786c41689f3dcc3a7416b0cf3ebab45d390a5adb7e93912dfbb2f	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_M9	B1	R08_1	M9	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087083732591126711	0.001151925812582356	0.0014288573158213092	1	0	0	0.00084722534615147408	eab82b7c677a1ce07dfe972b443dbb6f20314660be40008622d2a2d41ab0cb7f	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_MA	B1	R08_1	MA	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.0008829243658013998	0.0011519367935438013	0.0014135947559971501	1	0	0	0.00084498669792249057	4747df5c44aba283cdb535cc97ced2c6fabe514be31a205fe780925ffa3aff5e	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_MB	B1	R08_1	MB	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087362304284438756	0.0011435066822988889	0.0014018628849457807	1	0	0	0.00083076610142847546	043222124dbde550f4d3ac35ad028f5ccb81fa5cb7a8b70279b09541ab810e0a	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_MC	B1	R08_1	MC	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087180872140161375	0.00115710142747922	0.0014508645427218248	1	0	0	0.00084474129528088523	9783206c4f3d26e429651228a4afc3e1259e391548b4f5d553e98e4f9e8bd487	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_MD	B1	R08_1	MD	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00086264406308959418	0.0011485954786606806	0.0014388496993685148	1	0	0	0.00083087979968832378	0e984d64968a7f01fd721511e4057d20aa41ead2a7ad348c57b1385967a1f857	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_ME	B1	R08_1	ME	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087459443833473431	0.0011486822971957529	0.0014238701118462964	1	0	0	0.00082828205055788661	fb692e1f7a606e0219dc576e6f9917a1b3af1c8cf112bf34342858312de3740a	LOCAL_ANALYTIC_CHART_ONLY
B1_R08_1_MF	B1	R08_1	MF	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00086542978002271463	0.0011401763483772137	0.0014118552684929864	1	0	0	0.00081442055496532516	7c5ea008cbdf059c6b7ba7f4bb0691512494886093cac4cb49ab63165b1378cd	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M0	B1	R09_1	M0	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M1	B1	R09_1	M1	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M2	B1	R09_1	M2	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M3	B1	R09_1	M3	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M4	B1	R09_1	M4	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M5	B1	R09_1	M5	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M6	B1	R09_1	M6	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M7	B1	R09_1	M7	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M8	B1	R09_1	M8	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088013864886827924	0.0011603559238272682	0.0014405891868726785	1	0	0	0.00086144594264548919	60e0d82172a786c41689f3dcc3a7416b0cf3ebab45d390a5adb7e93912dfbb2f	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_M9	B1	R09_1	M9	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.0008678033039085459	0.0011493191530624	0.0014280850968929986	1	0	0	0.0008402676236245524	35828f7950f2131f244523115facd1f2604d0067a69b71c1f051724f3490c90c	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_MA	B1	R09_1	MA	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088297401492083466	0.001150131887661128	0.0014070307652546594	1	0	0	0.00084433469715114093	b39c4b823ad641ee72e6fe8d4b41728b30b08ef5fb4e4e8622f0894cc88f19ca	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_MB	B1	R09_1	MB	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087063866996110121	0.0011390951168962597	0.0013945266752749795	1	0	0	0.00082315637813020414	7ad53b6c0be109e63ab8d7a06de296b64d416f02e8420435bdcadc833ccdf55b	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_MC	B1	R09_1	MC	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088883987266003223	0.0011662978517353517	0.0014347955219562102	1	0	0	0.00084725555937069515	f5af30cdc249b08ca4dc19ab5bb6ef2ffebff762d063184963bc61b771db2991	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_MD	B1	R09_1	MD	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.0008762533513406609	0.0011551703465683214	0.0014220143338578781	1	0	0	0.00082605667245746496	d486fb87e3056a08b47abe10fbf0073b6929e401fb7a84deebc8716d8b2731e3	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_ME	B1	R09_1	ME	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00089167523871258754	0.0011560738155692112	0.0014012371003381912	1	0	0	0.0008301443138763469	82ba2d509b24babf245590f6bdca3724c690d9890039bd75a385baf8b69c3c6d	LOCAL_ANALYTIC_CHART_ONLY
B1_R09_1_MF	B1	R09_1	MF	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087908871739321621	0.0011449463104021812	0.001388455912239859	1	0	0	0.0008089454269631167	3a7d1f8af3bf71e263aa20f7da514ec87bdcaefdcd57a23fda30c877ee38f605	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M0	B1	R10_1	M0	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M1	B1	R10_1	M1	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M2	B1	R10_1	M2	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M3	B1	R10_1	M3	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M4	B1	R10_1	M4	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M5	B1	R10_1	M5	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M6	B1	R10_1	M6	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M7	B1	R10_1	M7	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M8	B1	R10_1	M8	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088013864886827924	0.0011603559238272682	0.0014405891868726785	1	0	0	0.00086144594264548919	60e0d82172a786c41689f3dcc3a7416b0cf3ebab45d390a5adb7e93912dfbb2f	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_M9	B1	R10_1	M9	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087101926655892424	0.001143385743892344	0.0014224464778064311	1	0	0	0.00083259973960357852	777020db9556d4406875cbd6ffdd2508d74b98583df634f74e68ab2f865bbc0f	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_MA	B1	R10_1	MA	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088297401492083466	0.001150131887661128	0.0014070307652546594	1	0	0	0.00084433469715114093	b39c4b823ad641ee72e6fe8d4b41728b30b08ef5fb4e4e8622f0894cc88f19ca	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_MB	B1	R10_1	MB	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00087385463261147967	0.0011331617077262037	0.001388888056188412	1	0	0	0.00081548849410923027	831033190312e8533c4a897d161413ab44eadb3c8635f32a84f6204dbc815f96	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_MC	B1	R10_1	MC	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00089357845254237967	0.0011597454058004551	0.001423852651713317	1	0	0	0.00084627867737169238	6878d30b280eb33b47656d4437f78af703e1915094324c6c01705dd4929fcb3c	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_MD	B1	R10_1	MD	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088426050191302806	0.0011427904171842384	0.0014056422537162896	1	0	0	0.00081762515757813727	45d5f9e38acf76266f142be76f7e02940355646a737f5e842b061e21a865d77b	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_ME	B1	R10_1	ME	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00089641381859493499	0.0011495213696343148	0.0013902942300952979	1	0	0	0.00082916743187734412	e0ec3803f58ff781d1972c1cb4cb61f4b79151abfcc3c0899c27fd0f452d50b6	LOCAL_ANALYTIC_CHART_ONLY
B1_R10_1_MF	B1	R10_1	MF	ON	UNIFORMLY_SPACELIKE	NONZERO_VECTOR_ON_PATH		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0.00088709586796558348	0.0011325663810180981	0.0013720838320982706	1	0	0	0.00080051391208378901	5d8aa65af89607caabb04ea2bea93a0e349c0c7379525e3c8a472a7a402cdab7	LOCAL_ANALYTIC_CHART_ONLY
B1_R11_1_M0	B1	R11_1	M0	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R11_1_M1	B1	R11_1	M1	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R11_1_M2	B1	R11_1	M2	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R11_1_M3	B1	R11_1	M3	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R11_1_M4	B1	R11_1	M4	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
B1_R11_1_M5	B1	R11_1	M5	OFF	IDENTICALLY_ZERO_DPHI_INTERVAL	IDENTICALLY_ZERO		ANALYTIC_COFRAME_LORENTZIAN_NONDEGENERATE	STRICTLY_NEGATIVE	0	0	0	0	0	0	0	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	LOCAL_ANALYTIC_CHART_ONLY
