candidate_id	path	git_blob	sha256	size_bytes	phi_line_count	concept_line_count	source_status	selection_basis	primary_ruling	affected	disputed_claim_or_scope	mathematical_result_effect	future_correction_action	ruling_evidence
AR0057	projective_position_join_audit_2026-07-19/AUDIT_REPORT.md	9292cc7d25188a9e3cba66f6db86632376f54746	8db9b5063ff3109f8c332644052b72e630e0268bc4693191300527bd731601f1	10931	31	33	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0058	projective_position_join_audit_2026-07-19/STATUS_LEDGER.tsv	cadef7fafd2c2a3ed8d2b95222ce55dca943dbe1	e622f70832d0ebcba323a0f9a11dcac2ae1dbe16b6559b3bdc3aa34661e6a109	2440	4	4	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0059	projective_transport_section_selector_2026-07-19/AUDIT_REPORT.md	daba994184a43c0c5702bc0b45fea309afc1b41a	e111efd8413a7289279bf868cd0fc79359a4378160815597d94388876d53508f	18923	28	29	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0060	projective_transport_section_selector_2026-07-19/STATUS_LEDGER.tsv	0a77a24b7a24d8a07376de4792faece8b3cef232	788f1ccfbaf4fc6fdd76903fc0cd1b2961d2d64d68bfb9f15d81d95f175d9c2b	5865	7	7	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0061	reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	33a7dec3fe3f313b97ef5a516cac8dfccd66bb48	57de584c7429fce9b8e352fc6bb7fc0cce552c384ca425d45ee581ae378d3b80	6892	0	4	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CORRECT_FOUNDED_CHANNEL_AND_SCOPE	NO	Distinguishes founded reciprocal depth from the open profile or complete extension.	UNCHANGED	None.	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md
AR0062	reciprocal_c_clock_channel_correction_2026-07-19/STATUS_LEDGER.tsv	84ac988a8ce95e17c4bc8f027a6eb24b59994bb6	6a32f0b9c655d3173bb4646767e1e4387ddece95d2fa35d2f9c02078cb6dd5da	1959	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	CORRECT_FOUNDED_CHANNEL_AND_SCOPE	NO	Distinguishes founded reciprocal depth from the open profile or complete extension.	UNCHANGED	None.	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md
AR0063	reciprocal_clock_optical_scale_selector_2026-07-19/DERIVATION_REPORT.md	c2cb102e5525867e3ee8d66f37935a6ba30a74d3	ffa24eddfe76eee0ff1b11f463c300f844ebccd82188d85da55c73da467375a3	9936	14	18	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0064	reciprocal_clock_optical_scale_selector_2026-07-19/STATUS_LEDGER.tsv	e0d1341e6fd815a1e8b44bc5328dfb15204c3a73	21cdac1b5ab6f7e9c39f9c9fc691dc49c0f4bcf14cada55edde4962f8d530b8f	3751	3	6	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0065	reciprocal_metric_null_line_selector_2026-07-19/AUDIT_REPORT.md	44c3cb3dcec6cf41ae54386d3d950d0845d80a36	12b6b33c51dcd0ad838cfe8e664cd46eb975358e305b6b713fed4df12d4a4d71	11290	26	30	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0066	reciprocal_metric_null_line_selector_2026-07-19/STATUS_LEDGER.tsv	39cc58133307d4f0d66f178f2b28485c041275aa	bef78f1fc7957dc34fe11924aab77992fc6a8e4e559d8c9cdbc96c751e7661e0	4910	10	10	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0067	rung2_weld_postjuly_regrade_2026-07-19/AUDIT_REPORT.md	e5423d8965a3a3cb917421b147d6af5751355a17	9046a0f9a5884cdd0a0394105d4b8228260aa5890a7278297998f82ba89e0106	11283	28	28	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0068	rung2_weld_postjuly_regrade_2026-07-19/STATUS_LEDGER.tsv	35d03f8b5caf046612a654d7163abf8e5662f06d	5f801ac404276c19ea77431cccf6f3402a05da096334a072a8f826d1b50dc8f9	4294	5	5	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0069	scale_breaking_closure_census_2026-07-20/AUDIT_REPORT.md	675ac9480e0e2c288bac1e7f0672cb6a16b737d7	f3cca19566a1ae3653e28e4e015039623c8be2ec7454b2e12a9859bcca45c67b	8869	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0070	scale_breaking_closure_census_2026-07-20/STATUS_LEDGER.tsv	8a68bdaabdf5606ef253b8fc972cf989ae9f2d37	33fa9a3d07f27dec25269b114ab479edc26012a83187c2105291ca3b470e098a	2794	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0071	transverse_reciprocal_realization_selector_2026-07-19/AUDIT_REPORT.md	266ccc71080fcebffbf9e3bcdf63303997a929f6	567994f42ecf608b4d5015d46cb6746067f24d29219a1c5ac9c460c8fd156745	19493	24	27	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0072	transverse_reciprocal_realization_selector_2026-07-19/STATUS_LEDGER.tsv	a7725b33d03034730e7dcf3a0ff43311c9eb8104	e3460c54543dbaac2dfb4d6b33e4f23318a8abe00a25645c285214e04138cada	7318	5	5	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0073	udt_amplitude_volume_metric_atlas_2026-07-21/AUDIT_REPORT.md	c8b6330ac82a0060559a51796ff874655c943c12	b6a5d34a90e03e6d6e02c91d9d929406ca95dd756e8a295e9854d99360e69f78	6711	3	3	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0074	udt_amplitude_volume_metric_atlas_2026-07-21/LAY_REPORT.md	0f685981e09310e52d385eeaf670ec59d459dd2f	a4f518bcf0330e4771d7fcdd072e0df5e30a01417871d1dcb9322638fbdc302a	2014	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0075	udt_angular_bulk_jacobi_selector_audit_2026-07-23/AUDIT_REPORT.md	2877409b78c4dd08f916be248810310b252b0590	bf4c74e911fbade7260de12b6f33394b4047105c510fa4c01b08417cbdb18502	11531	5	6	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0076	udt_angular_bulk_jacobi_selector_audit_2026-07-23/LAY_REPORT.md	54e7bb672f8ea65eaed134565eaba769479fdb02	2fddfd254e9f4f70f0d6c3306c4d8f293092d6f53c55c4f6c82e1b1faff43e3c	2135	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0077	udt_angular_bulk_jacobi_selector_audit_2026-07-23/RESULT.json	eeca29c8ec2e5ce18a4a547d4540b4c1509716ad	2fc3d6b30cafd96dd94361d2595705f061bae0bb7c85bc6cafa5250b30a5631b	1471	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0078	udt_angular_bulk_jacobi_selector_audit_2026-07-23/STATUS_LEDGER.tsv	381c2e4b81c7e46f79cec0c1ef21a829be57bec7	c4ce460817e7bd92b5a8199d271fee2e690ee1591b3dbfd863a77bbdb50d9a5f	862	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0079	udt_angular_generator_branch_census_2026-07-23/AUDIT_REPORT.md	4866539211f63fbd7cd9248177912da10e66c7f7	cb7c23006f3cc64b0496f05933ef746b5bf381c8a65c8ea20e87f1a8967a60cb	11081	14	16	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0080	udt_angular_generator_branch_census_2026-07-23/LAY_REPORT.md	94d54970879107b858882766b10391b146f9c24d	561e23a2479cd48717cb30e2c9f63175193a522cf30f2c840ef83d6b6953f149	1989	2	5	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0081	udt_angular_generator_branch_census_2026-07-23/RESULT.json	5afed65f7798e6ab87601b0ab408ebc0a38d6827	7e59b17c7e66985e6ec8e1d71cf4b778b48220b360e191fcd603509df70d7064	1465	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0082	udt_angular_generator_branch_census_2026-07-23/STATUS_LEDGER.tsv	7a656f7ee224f52072517df78b1538e705311946	fecd8db0f6384b416a454105a9f4d221b606897d152c7140d3b940c3822a6ff4	695	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0083	udt_bank_simplex_interior_atlas_2026-07-23/AUDIT_REPORT.md	d53f20a0b92bcfd6a16356579c520acc5d1824ea	f7c7d5e1a1bfe78db83f2f2944131cf1a4d15777c6f5c5c025bd6550caaeff2d	7256	2	3	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0084	udt_bank_simplex_interior_atlas_2026-07-23/LAY_REPORT.md	b2a44297dab3c50c6f9780c292f1bdd11321fd37	5c607efd4d8156f849ddbafdd9e5d4f8bae747b6751b1213780bbd82dd395fd0	1864	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0085	udt_bank_simplex_interior_atlas_2026-07-23/RESULT.json	63af6752a23e7e90ada16c1168ce1a475e7f0f7c	5d810effc89bdcab44b91d84bae30c0328cedec99627b3f04618914b6dead927	3100	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0086	udt_bank_simplex_interior_atlas_2026-07-23/STATUS_LEDGER.tsv	a911d854553a78d7f9cb4cf4b0ec1192390cd431	4eac8a68983035ae5708008657d89c13806698b7d33be4b9243c57f7f9cb7362	2254	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0087	udt_bootstrap_clock_angular_closure_audit_2026-07-24/AUDIT_REPORT.md	8bc8f4e138856b566b96eb428beda01505654cc3	d1950defd5397be0d75bbcbb4c747e8e4969852c1ed73840d9402824de169551	4769	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0088	udt_bootstrap_clock_angular_closure_audit_2026-07-24/EXACT_DERIVATION.md	4a4f250fc1e4359adb63d9225e8b6d8c0e34f4eb	af29ba9a48392e3797e2338e7e22af0f1e02488aabdfafdceff82e176e4af2a7	6897	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0089	udt_bootstrap_clock_angular_closure_audit_2026-07-24/LAY_REPORT.md	dcceec052e228abbe57b7b9ec67683e8119869e3	312ca61eb716b237282d6ef0ab53c34d1d5d30bdd4b18612d60533527e48ba3d	1682	0	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0090	udt_bootstrap_clock_angular_closure_audit_2026-07-24/NEXT_STEP.md	130e44ff666c589cd7d049e519af962acc41451c	c523dd0e9a60e046b29a8c91a9ef1b12279fab7457cb4701f5fa21ab0b9a5fda	1124	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0091	udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	2d3184b2f94cda0892445f4644e38c909a9ef29c961492ee51fa6846c1c1b78a	2601	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0092	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/AUDIT_REPORT.md	61361fa19b5b9846b512b4f2818cb566b9ec7fd1	ed33cd7a8fe21fe8619f2a6ba3b632d5b76e79da1cd3b8be18540fb88a4f9856	11626	2	4	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0093	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/LAY_REPORT.md	fde6da3829f5314e9102f9f542c481213c016bcd	cc993c241e9c1a0bf19734b9d8169b60c0b10cdb667d3f7c7998d36bfa7cb819	1891	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0094	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/NEXT_STEP.md	85231737bdc185b4079f54a2dcc9e70d58ea5770	12ac83f65b01ead275ef00f7968c01f70779588f22ba78c70429c48249d89451	1537	1	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0095	udt_bootstrap_substrate_micro_closure_audit_2026-07-23/STATUS_LEDGER.tsv	693b90f8f8c143555e013a9dbc0f614df9829f35	d2ac7d66f391f5981760566d0fee6abc3b971f6393dbc57a2e9cce8f4101bee6	3653	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0096	udt_canonical_geometry_evaluator_p01_2026-07-21/AUDIT_REPORT.md	5a14a4b1ec604f3abf8e8f2febee359c23a7be73	32d173e755f4b9b0bc6add8971562f5e7202fa75abd7b84964f1a0fe695c4f72	5805	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0097	udt_canonical_geometry_evaluator_p01_2026-07-21/LAY_REPORT.md	98cd550380a3a6f226b34258983be19b11f5bf57	1281056515eaa02a68adfa463fa308e696ebef2c76381459d7fec37a2eb00bcd	1401	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0098	udt_canonical_geometry_evaluator_p01_2026-07-21/STATUS_LEDGER.tsv	aa0f43a89fc184eb3178eb2324ffad9e5ba24203	0d7fb396abf8454131e5546976e70fb8d5b5e284921095841c5da4e703b8c466	3183	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0099	udt_center_free_observer_optical_correspondence_audit_2026-07-24/AUDIT_REPORT.md	8e2679dd714f03829dd65df9a6c9dc1025f726d5	fdcbf11804f83b3ab5a67b0a08962746f5144ce15a7b8ab076a3eb23a98e5cf8	4576	4	9	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0100	udt_center_free_observer_optical_correspondence_audit_2026-07-24/EXACT_DERIVATION.md	3eee138f2dad12ebbf450ff2a0dd6223aaff1164	f962e51dab56886779bc4029df07c472042827f89bdb55785daca81c6706b9e8	8479	6	10	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0101	udt_center_free_observer_optical_correspondence_audit_2026-07-24/LAY_REPORT.md	2f12c94e2f014e02b93511d532b2f55281a36ef2	0a490a6bdd01f9ca50c84a1d839779efdc05d46ec05d10643bbc5414303e5275	1403	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0102	udt_center_free_observer_optical_correspondence_audit_2026-07-24/NEXT_STEP.md	47a1c135428ce8d7154a860d1b02bc40a7048481	a1c95256c02c11ef5a6fa673fbad0cda692f2550e682ff10caca3e2eb730732f	915	0	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0103	udt_center_free_observer_optical_correspondence_audit_2026-07-24/STATUS_LEDGER.tsv	cbc91d65d334bb56710fc988ef8a0f49831ab5ce	5d6a3814064891bf1f8b42a050517e653dee8a41eaf256c3f7ef11c225312810	882	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	PROFILE_OR_PAIR_ASSIGNMENT_OPEN_ONLY	NO	Leaves the physical pair/path/profile assignment open without reopening the founded subgroup.	UNCHANGED	None.	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md
AR0104	udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	142bb3d8fb5ee7e4767bb02599e5042d6e90e1b2	2fe285e5d2c1180d4f40798b17984621436c3ee4f6b7c5b393cee0ca79709b10	7701	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0105	udt_chart_coframe_invariance_atlas_2026-07-21/LAY_REPORT.md	d1f4d51aedd7cc049eb00aa8d47663f555521b9a	0428ed337ad33a8b96865cc3f6af9c8b0019a2248e77400cf82a0a416155c13a	1985	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0106	udt_chart_coframe_invariance_atlas_2026-07-21/STATUS_LEDGER.tsv	db79d5da02cdae943b405e9c1c7c85c747cab418	92e93ed02e7d79dbf291cbefcda182e5e5f96a11ee23d63e10aba57505e35bdb	1522	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0107	udt_clock_anchor_scale_threading_audit_2026-07-22/AUDIT_REPORT.md	0d480b13d91d6da05eb2f5ef6a4612df7761dd31	26c3034d4a029ebcb53501abb5e4cb78fad7173c26557572aea3346bdf8a1545	8235	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0108	udt_clock_anchor_scale_threading_audit_2026-07-22/LAY_REPORT.md	5bd3e7038e431df45581ff6b6332633d784db301	f09ae76baa2955e8347610247a554c3a4843d9170219e9d4b86f1164b9b84b9b	5308	0	3	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
