original_path	current_path	path_status	fixed_base_blob_oid	fixed_base_sha256
cascade_s3_predictions.md	cascade_s3_predictions.md	ROOT_RETAINED	5f03f7e5ef8ad86c4e935307363ae180f033d84c	fecae65435b58eb661e29024e2e64928b72dd24edfa670b33c6e4bcc5588c6aa
cascade_s3_t1_t4.py	cascade_s3_t1_t4.py	ROOT_RETAINED	ca19a51c562554f1cfaf3c41889982f347e612da	9f96225f613728fe4aed66a0f00c222d3e14031a374bd716656aa5e48c67e0d9
cascade_s3_t2_t3.py	cascade_s3_t2_t3.py	ROOT_RETAINED	430e8bfac3c4ad8ec2df1b408d3341913cf7f3e4	9e775f08da46c74b416d9351db7741d0cf3e6df6a9564b32b04e29b27cf3a13a
cascade_s3_t5.py	cascade_s3_t5.py	ROOT_RETAINED	2f71c64b5494703ba1781b810a15a8d81c116b5c	4d6f31efba9d79361af8422da8d188f5550a7ef83c87ff72e209148dd8a1b3e7
cascade_s3_validate.py	cascade_s3_validate.py	ROOT_RETAINED	0d22243c6106f99c33c9874bd2ba762ff0e1e4c4	6f614ab6f4de742b97408846b29cbce704fded29b329f98a391666af31638e8a
cascade_sf_cas1_bulk.py	cascade_sf_cas1_bulk.py	ROOT_RETAINED	993e99e1ae4c2ed7bff2d35a34ac3886c099addd	b1986a2addaff8187405d734bf1dd87cc5e7abc27cf5719016ca1e8871a5fc6d
cascade_sf_cas2_endpoint.py	cascade_sf_cas2_endpoint.py	ROOT_RETAINED	aebf971409f32c64a6a46c4eccac2abe4f6031ea	ec5bb1ab3959af6b85ad68cb24381963ffadf5197dab954ee9fb8799e3ba9eb0
cascade_sf_cas4_zeromodes.py	cascade_sf_cas4_zeromodes.py	ROOT_RETAINED	6878ef0880c718be2782cde33738b8432985ebfb	3a26b325f03e580ea2ec15e7738a8c9af13c475ca3bf5f302f115806ef853bb8
cascade_sf_d5_spotcheck.py	cascade_sf_d5_spotcheck.py	ROOT_RETAINED	5b52f66013cd3579b41dde4965d42867bea81fde	789c4a2f45866d0804029c66ed8e781949ab0dca140360b0b48ae48b9c502817
cascade_sf_d5b_extra.py	cascade_sf_d5b_extra.py	ROOT_RETAINED	d5d2fa30d30a6453978f24a737832aac475c1916	ff1427d124916ee7ba92831202ecaee80a5bc3ab8e7b7607dcf72bbb45455c41
cascade_stageA_extra.py	cascade_stageA_extra.py	ROOT_RETAINED	4ff2488cd1f8126a9cce6f9b565f4c87e8f0ae34	599a16c506ae06dca0289f82e79fb7284919b49db957a209bb3ef1bc81912f4c
cascade_stageA_lib.py	cascade_stageA_lib.py	ROOT_RETAINED	59fa424178415f7b87d4e1e4d5b04234f521dc5f	8b47ccaa3c4ffbcc6d0599e9dc1364d803b908385d37dba816028d0cf32a15b1
cascade_stageA_results.json	cascade_stageA_results.json	ROOT_RETAINED	29014996f9db44e507828384bd1ddc12e2d606c8	d697459d0c396cbb0285e66c91dd82b99d2e9409cd280a2c452b4b57a1123bf6
cascade_stageA_results.md	cascade_stageA_results.md	ROOT_RETAINED	8648d4b7aae98642e1f172ea1b31375978a0a052	241778d8c99fc56401127df68321ce98c251ef9b14fe3366bc2b8c5de9052255
cascade_stageA_run.py	cascade_stageA_run.py	ROOT_RETAINED	bf72aae024bc2441a573745bbd97ebd54d43c6f5	7006a429cb6637c900e3a0b2c386e007907d0dcf36ccf59fba89141d5a0159b1
cascade_stageA_sanity.py	cascade_stageA_sanity.py	ROOT_RETAINED	9b93d334a6f52a827756ae15e20a49532b3ab7b8	40f535b98cd4ce7e9c4d772e2c21fec4d0d38337cf2bc6a9b772bbf9cd7d69fe
cascade_stageB_above.py	cascade_stageB_above.py	ROOT_RETAINED	0dbb2e6e638ec41ac1d3e6cd3e2f4dcbfe70c605	c8abec0f0da569bbbf4519bd46b3c042ecfc656d656fa7f5748905463f46a4f4
cascade_stageB_analysis.py	cascade_stageB_analysis.py	ROOT_RETAINED	2fbf43241aae41e898ad7fe417e8faa82cc854da	790234d55fff7a105d895ff98c747ba47317d6c472d3b16e58e36884550f10b6
cascade_stageB_bisect.py	cascade_stageB_bisect.py	ROOT_RETAINED	2812ded725e39ec0c9ba8ba1cd6c1bc1706000ac	db022d432d221bdaa0561cc17101fd83b96553371993acb91081a3780fe50085
cascade_stageB_common.py	cascade_stageB_common.py	ROOT_RETAINED	c25019b7723ca6576127410b1d0d410cd82981c4	0c58c9c16cadbefcb19358f5e6730a3c082409effd425a5100b7ea52e16e0769
cascade_stageB_results.md	cascade_stageB_results.md	ROOT_RETAINED	55f67cc75d106c3012fe48dda6a5f511dd9c5f7d	1fec6d83a699a4c43bad4fd43416299f02b7112a597bb6465cf9709fcd7585f9
cascade_stageB_rungs.json	cascade_stageB_rungs.json	ROOT_RETAINED	f06f2eaedc770ee205896374f819b64a4a901add	0992c06bb8c6bc38fc20d68c68d225ff5e4effba1e7149333be15a8db101ce80
cascade_stageB_sanity.py	cascade_stageB_sanity.py	ROOT_RETAINED	235a4e36b5745bd9c0bc69d5d2900aab5e2a0949	a43f3904990c5f0d6d79b810a0377d808c59842ac352893912945e55db359d91
cascade_stageB_sweep.json	cascade_stageB_sweep.json	ROOT_RETAINED	70eef9619b796ca13a04c601f32a394934d762d1	19b72b518b800fac6504226fb3199249beb2182b197d88e25e0add7d931afd4b
cascade_stageB_sweep.py	cascade_stageB_sweep.py	ROOT_RETAINED	28900e08c30154a050d9dbdfe6f2b5c03a0f09e9	e1491f2d5794c23682b6818faf943c9a06c5326733047d547e5520b934403c14
cascade_stageB_twomethod.py	cascade_stageB_twomethod.py	ROOT_RETAINED	4e93fbd944a2b27ace6b51fe16323a7dc20ee81b	ce4b94d03814454b80bf59993f7ad549a71a6ebfa01c1c8751a6a110b8b63dfe
cascade_stageC_c1_A1m2_Z8.json	cascade_stageC_c1_A1m2_Z8.json	ROOT_RETAINED	d2c03d7ae11470442b99e340ada97ac400adee2d	999a7db7c7ef9462fd929b1846815f0e2e21ae287e73fadcc01a0e3955fb9aa6
cascade_stageC_c2_A1m3_Z1.json	cascade_stageC_c2_A1m3_Z1.json	ROOT_RETAINED	4a1c184c574fc09e526fe4be04eac0c95da2d468	c08948defd2d68acd92c3466b399aabeb443869fbaad4e1afd31fd335c898a5c
cascade_stageC_c3_A2k3_Z8.json	cascade_stageC_c3_A2k3_Z8.json	ROOT_RETAINED	e50c09763f18d6a4f02a305b09db97dd8eaadbb8	930af2f02beafccc06b82adc45117c3a023c9b8218ad9749cdc9b796d226d347
cascade_stageC_c4_A3_Z8.json	cascade_stageC_c4_A3_Z8.json	ROOT_RETAINED	9c0dfb3c5585a2259a56162d01c2a6c1cacadf61	6beac825109b248df6c3d2f99c6d4f5b0349f22e2741157f12fd80cc8848d142
cascade_stageC_c5_A1m4_Z8.json	cascade_stageC_c5_A1m4_Z8.json	ROOT_RETAINED	b50c58c9c44875cf9d2d4f9ee588b52def87864e	ab849dc27c93e4b266350835b2b11955ca3650c01bc5ca1c7391b48fa696ae90
cascade_stageC_lib.py	cascade_stageC_lib.py	ROOT_RETAINED	3ee3f2910f2fb973d1b6f76416a99a68177dc13e	ac361414d136b18408c30bf9dc55782753ff20538ea6fac7d1d4c751c5eb27de
cascade_stageC_primary_table.json	cascade_stageC_primary_table.json	ROOT_RETAINED	da868a9f8c0c086f51eba4ac586ef5f8790d1b29	1a8fe48f2b1f8f08f9544c95860eecc1ca9a3a0cfc332bb04ffe26a87dfb1a5e
cascade_stageC_results.md	cascade_stageC_results.md	ROOT_RETAINED	aed01e9b8e2d537006f9201841251b5334748495	8c7299db96f4284e65eb95e3749c005a6bdec9034ed2bab5096eb8f209dba4b9
cascade_stageC_run.py	cascade_stageC_run.py	ROOT_RETAINED	14914f2ee19921be25387e24776c75f11601908a	e4a53d2ac039fa5cc76265ee4f5ee69d7e5411ede764dfed7a71a1ad49a1ea4b
cascade_stageC_twomethod.json	cascade_stageC_twomethod.json	ROOT_RETAINED	f0441413ce7ecb04b92f449b3a910e1f5373af12	4c4ddb8d62f099881441754f491aa371bd5286abf49cb461fa239b35ced6b3cf
cascade_stageD_prereg.md	cascade_stageD_prereg.md	ROOT_RETAINED	2bd3e922624b2483a5adce9f75bc1aed80428d3a	65f27401e8e41d0eb9ee2dc70dc40c51ce4ba2148ec46145ea33038adbbde981
cascade_stageD_results.md	cascade_stageD_results.md	ROOT_RETAINED	9ddd2c5e57e4718e407dd5bd6368c71f956db9e0	8dd9cc6a6704ec6bddb9546264bf2594547095ad0a3866aca259d9cca91c82a5
cascade_stageD_sweep_refine.py	cascade_stageD_sweep_refine.py	ROOT_RETAINED	f67973d95c5b3b066337e2cf2d2d34fd03d2e3bf	7ec2e33a4de98ee9821d65a1c4c7f93d66a079321a586e28425d01619ca7a798
cascade_stageD_sweep_scan.py	cascade_stageD_sweep_scan.py	ROOT_RETAINED	43de862b9be2bbaa7f62430669e7723623229554	b3a2c04889a7864235602ad9327ed68771c56fa02894268f8fbd3390ac2aaac8
cascade_th2_bottom_beta.py	cascade_th2_bottom_beta.py	ROOT_RETAINED	756b3b26e50f61eed9176268f6952c98dc5b85e7	b674a0b48a47e11fcc98f28dd5828c7f1a863cf16338f9007d5ad0650615abe4
cascade_th2_bottom_system.py	cascade_th2_bottom_system.py	ROOT_RETAINED	f5e4353ce2881e752a7d82e2e5651aa534e42a36	f8f1c6c95e75eca290e8c68fdb44c83567122589b6f63e7f25401a70263ed625
cascade_th2_cas_checks.py	cascade_th2_cas_checks.py	ROOT_RETAINED	9edeb71140c0d405343a994f811861a399774b6d	914b306080c65a84f008a107c0594f2da119fde5a294190b91a42a2132f092d7
cascade_th2_cas_kappa.py	cascade_th2_cas_kappa.py	ROOT_RETAINED	0d390dc77687928d348c2782e972810b28e5b9dc	27f7234edf024df7fe97404dad0014e3977671220bc5c1038f98468aa4ef7a6d
cascade_th2_final_table.json	cascade_th2_final_table.json	ROOT_RETAINED	21e71099df1993292b96ff3d850e026997023e2c	3bee884a0e45b86a1a6dcbdedda462d2e97940b0966d31c82f18a1c771c76655
cascade_th2_final_table.py	cascade_th2_final_table.py	ROOT_RETAINED	0ced59eb3588e70f053a659ac7b325cb8a3d1cc1	9d010d5e89023e1ca5c3d97b4cf538dc5dfa20555368013af92c00d09607703b
cascade_th2_launch.py	cascade_th2_launch.py	ROOT_RETAINED	52041af9d0bd324692ca09352c62119175ee813a	f883af69e3deb195f302a05b86759bb35f1a15adb2998ee4af3a54ea78778ac5
cascade_th2_nodewise.py	cascade_th2_nodewise.py	ROOT_RETAINED	5422db35c006d1e27fdd2890669cd70287e3d7a3	50ada8862a868f0d4528dc7aef4d52b87dda2dda084a87d18911b8bbab592fa7
cascade_th2_predict_measure.py	cascade_th2_predict_measure.py	ROOT_RETAINED	30a570a85fc700789658a472b01ce883cb72462b	1831c88e879d2ed902c1a633a2faaeb9bc2920ecf7551d70465345d70aa06a32
cascade_tw_cas.py	cascade_tw_cas.py	ROOT_RETAINED	e18064e7c6b1d61a8c67c775bc756581e70a433b	507ce412ce4de13bb9f9069883d3770413a38b95cc0800fd90c8478ff674d3ac
cascade_tw_confirm.py	cascade_tw_confirm.py	ROOT_RETAINED	505cf167b28a4d21c901d4fda7cb96d35c2cbedb	7948be09553c0107fde3ed8431422854105d6204064a879dfb83fe49b30094eb
cascade_tw_n1twin.py	cascade_tw_n1twin.py	ROOT_RETAINED	e60cbd8f11163ca45920f87ce270748530d3cd07	be2034018975b7b8673796b1292cd28825c42127d4ae42aae01c1acdc6538024
cascade_tw_pred.py	cascade_tw_pred.py	ROOT_RETAINED	612705231ade2ec20e1d344ba8c09278d8961fd6	3b79496c9b9754f9c016a88c50d68ab6997e9c3923c0ccdd11885f486547c775
cascade_tw_probe.py	cascade_tw_probe.py	ROOT_RETAINED	ce47e6e939b86bea4d864ef00930106c1c325b06	7bb9011d304c499fd2a2622bef14f6fa6f9a2fc09e3e25b7cf65c1af5bd96dfe
cascade_tw_reshoot.py	cascade_tw_reshoot.py	ROOT_RETAINED	b6d37571426d47fdb9504ab8c4c5458681495710	4e7f680b64b32b461f0274cadfad92ac47602b3ae352107d329a34cf4fbd0e33
cell_solver_composite.py	cell_solver_composite.py	ROOT_RETAINED	80cdce189b2a858a2ad2baea2451234342b40a16	83149d1030b097197cb64a3e0f94a4430f6af4d5b65af24fa415a26f3b6f5603
cell_solver_f2d.py	cell_solver_f2d.py	ROOT_RETAINED	738db68fd5923128c0c58751f8c58cfbc8acb95f	cc1cbc396c114b745e129b203ac0d16317175446a870b5d0280953aa173fdd8e
cell_solver_f2d_BUILDNOTES.md	cell_solver_f2d_BUILDNOTES.md	ROOT_RETAINED	7d72e5a35dc80fdd9c2be087b115c42e38345178	8431beb4621c417a2c8dd8b93ddec530606d0fa7caa30dedde25c6d5499cf1c5
cell_solver_f2d_N2.py	cell_solver_f2d_N2.py	ROOT_RETAINED	df431c94bd234260968ca2257d5453bd71638616	12addcbe88f248a5d14f20eed7dc98ceb2647f8693b4a267afc4270889b1da4b
cell_solver_f2d_N2_results.md	cell_solver_f2d_N2_results.md	ROOT_RETAINED	facb85a5e425b12ca242943f47716cdcd05e4fef	e7fcb142340592d9b2cc7232f9790ee12a40b4114f936ce0636ed40074fbd46e
cell_solver_f2d_classB_run.py	cell_solver_f2d_classB_run.py	ROOT_RETAINED	68acf119e7d421f0d7800dc8fd748c051bebef1a	6e1bbccd8860b1c9af55e3dcd027c3e05c8139107a24c2fa655571aaeea591d6
cell_solver_f2d_classB_run_results.md	cell_solver_f2d_classB_run_results.md	ROOT_RETAINED	0d1bd271c142a72920eecfc86ec3ded226b8722b	c849c2575c4f026380137654806939ef8167f597f32c0a1620dee9c7a205c48b
cell_solver_f2d_embedded_run.py	cell_solver_f2d_embedded_run.py	ROOT_RETAINED	d4a4134bebf13d8c1cf2b667e495544e3c87a390	71f4c492e461d4a39a3c6ebb5715a45438c0607f46dc05a02db3e4e8e409b71c
cell_solver_f2d_embedded_run_results.md	cell_solver_f2d_embedded_run_results.md	ROOT_RETAINED	dbc542a0c9c519800f548bbeb533829931d08242	79bb5b21bd9aa1b47de1b10f3055b9285685ea0f4183e03edd0eee0f9221f214
cell_solver_f2d_embedded_scan.py	cell_solver_f2d_embedded_scan.py	ROOT_RETAINED	5bdaca2192163e99f7928a3ccec284577c66d142	3ebf8826c4f211b1675b160dd140f35a9f90e10b0f8c71153fd46474654da8fb
cell_solver_f2d_first_build.py	cell_solver_f2d_first_build.py	ROOT_RETAINED	521ce6deb2b3c7aea110346c6eee0444c7a8d5ac	185fbb7ba571852622d38db717d41f691b2e5a36f831aa2bbd0432c76fe94e97
cell_solver_f2d_first_build_results.md	cell_solver_f2d_first_build_results.md	ROOT_RETAINED	a47b69fd880fbe3024e5c55b00151661047e758d	4c5053718347276a3e14ce06954f0e0b71073594bdfc8649ebdf3b469403613f
cell_solver_round.py	cell_solver_round.py	ROOT_RETAINED	e502b1a84f2bbb2273950fc8d927fc4a42ba2a2e	046c9f1aa7ed9e596e352ba0bb81515cc649b268997099f72a3cd4c78583eee3
cell_solver_universe_T3.py	cell_solver_universe_T3.py	ROOT_RETAINED	0eb22632f5d9d23def6874096e28c02613db130d	c029b45014df6429ea9f84523b30c986acec58cec14760e5f8c006e8b3464b39
check_winding_survival.py	check_winding_survival.py	ROOT_RETAINED	7db0406762bf817e701520b8352105a1fb9d61d7	c6e771aaeb185992281c73bff86c0925552b0f5f1738041cd21c4dd1d7c24e9d
classB_embedded_rung_gatecheck_results.md	classB_embedded_rung_gatecheck_results.md	ROOT_RETAINED	fa1cd2e20bb4d6e92ca3018566ace2e64d0cd922	5a534fb53846263c419cb533d3b6d234a36987ab334a655022a1ed182b9fa5ce
classB_rung_resonance_classification_results.md	classB_rung_resonance_classification_results.md	ROOT_RETAINED	cf80606fdce0c69bf27442623a4d62492cbdde52	1cc480df64929651682a80dbd6f6cdd3ab0199e6f752280998968e36c6ea878a
classB_rung_resonance_owed_first_adjudication.md	classB_rung_resonance_owed_first_adjudication.md	ROOT_RETAINED	9d556786600778dc06ee61e06c04113fe8b6edd0	61693553bc1010bb44dd4a5315b88e736096ce51187ed82f68151287165a8fdc
classB_rung_resonance_prebuild_test_DESIGN.md	classB_rung_resonance_prebuild_test_DESIGN.md	ROOT_RETAINED	61c5f0e86de95d9457586e95826e63288c2130f7	963199ee7fcf975251dfe8750ac24a2413efa704cc6cfdd2527af7d426103783
classify_rung_resonance.py	classify_rung_resonance.py	ROOT_RETAINED	b5b294828322c75dc181353b6e5470cc87da9713	c5224262b9ba458db70ebb3a3307d0b864196e1f48bd8fa459a7a59aae131305
codex_rehearsal_final.md	codex_rehearsal_final.md	ROOT_RETAINED	ec96234fe27e201edc2f433d727e021703b0096c	698e71c3efbe9b32e1b64a711ffdea2a63ab43285f6adeaa110fc62ccf3ca170
codex_rehearsal_transcript.txt	codex_rehearsal_transcript.txt	ROOT_RETAINED	f13302b9007eb82749f7c97f67750c00caf1d21b	9fbdee8aa123a12ee08860d65a0b3712a5f0e23897a97762ba9596573eb0a669
cognitive_corral_triggers_results.md	cognitive_corral_triggers_results.md	ROOT_RETAINED	a0981b3dc1bc34af7254ccfe2ba89fe492c16a48	9097e7400521ca4309c5ce5c7a21171398545545eee3265617ffffe1512f1a7c
complete_metric_sweep_stageB_data.json	complete_metric_sweep_stageB_data.json	ROOT_RETAINED	3a5c9647382fba64e9008488fad9aef07b5b1694	4ff9695a44e620636f96e241ec154c794f90e7de30b97a1f902df9e21448b71c
control_offdiagOFF_cold_nr10_G_kap8_1.pt	control_offdiagOFF_cold_nr10_G_kap8_1.pt	ROOT_RETAINED	0d0e3a256239652baff70739c41ed7257b1014ed	7a4e7272dc592df001f44fc49ab1535d1f21bfbe9edf47d5e516434b0de2728e
control_offdiagOFF_cold_nr8_G_kap8_1.pt	control_offdiagOFF_cold_nr8_G_kap8_1.pt	ROOT_RETAINED	1006e63a468bff529571a4655a20a66d98758f1f	083773f1db4693e70a0d42e97a1573d5ee2f6046b7faad749de795197ee3895b
controlled_relax_hessian.py	controlled_relax_hessian.py	ROOT_RETAINED	d113e1c85d2c22bd86c00fb7ae45b7a6e6dc1a29	72ce101b01e14b5a241e09b1ae188b4fb4883778c72f71bd69346d938513e37e
controlled_relax_hessian_out.json	controlled_relax_hessian_out.json	ROOT_RETAINED	947b9491944c615d1bb31bd65e794cf198b5163f	dc80261310591b0a58dbcad41e5f986ecc71fd8bd53976afbf31f9983c4f4a39
cosine_native_reconciliation_results.md	cosine_native_reconciliation_results.md	ROOT_RETAINED	b0231f35994ac42465a84e0d46b4dbc83a4b915d	4f632b5b4558902b887daa028b4d738b14eab37fcb3e2d644bcb325c023018ed
cosine_reconciliation_check.py	cosine_reconciliation_check.py	ROOT_RETAINED	b96bc7094a9bbb71e5c90edcec0495e195a7c337	4864d96b2fa0fc06c538017f93b84c7dfd7c6714f44809674fa377b7b99634a3
d1_angular_constants_native_rederivation.md	d1_angular_constants_native_rederivation.md	ROOT_RETAINED	6b058d940c9ae183fd222be702e4b3afa2584a8a	889a2050c3342770e925b10a55eacf0c6dde6b189d9ba49ede9a494128d61991
d1_bv_n3_attack.py	d1_bv_n3_attack.py	ROOT_RETAINED	d9f77ff41f9f7f0d1d1eed7983bbe6e16c2b7ec3	8f2490f1f6d89b7dd5ef9295aa94619513ba01b896722ca9fdf0e50e3e4f449f
d1_bv_q13_steelman.py	d1_bv_q13_steelman.py	ROOT_RETAINED	8a780a99aac3f0edafd149c34ede75b8f193fc3d	8ef63fd276fc30853730bdab98adafcf5579871ed99283839f36b0ec5c30dba1
d1_charge_channel_projection_MAP.md	d1_charge_channel_projection_MAP.md	ROOT_RETAINED	db5f38c2552ded5a37944745e5a1f151b061bc9b	07a0fdbaf365ab29942d62a989a6c59f61688e7770eb032e4492d0ab0195383f
d1_charge_channel_projection_cas.py	d1_charge_channel_projection_cas.py	ROOT_RETAINED	2151d4d3b1642306baa0daecc0ade3728b3381a1	c55aa17ffdaf14aab2c06add35dbbd1d1cb4da195fecc398b2e7adaf23ff249e
d1_rederive_eta18.py	d1_rederive_eta18.py	ROOT_RETAINED	e1d43fd9480adbd967be1f1e74929604c8953ce6	d6279fb247eef7357a6e52cd442aa42f5ee903c3651ee855ee194a318fa09e1d
d1_rederive_n3.py	d1_rederive_n3.py	ROOT_RETAINED	9781230ef250211f4568b6418b21ed7d0fc320c5	77abd4103339c3f62227b70253ea9a4d5f93c6cca2bf10f159f6f68baf2cba5c
d1_rederive_q13.py	d1_rederive_q13.py	ROOT_RETAINED	bad28f4d8f64ecc76ecb0d7b781d07e63f276253	44b0865fea21653b5331cb7de280052b7889db37bd298f8c498400bfd2cc7d2b
d2_bv_algebra.py	d2_bv_algebra.py	ROOT_RETAINED	424b35730122ff46b441c08762aa72b9734debd3	3a715e2afc23c435a1d0a49431f39813ac16ceb25c886244533dc5cc1fa93225
d2_bv_e0_numeric.py	d2_bv_e0_numeric.py	ROOT_RETAINED	b9253dbf64440c7960a57353ee0cb192e84fbf6a	5c4dd8294e01b95be808feaecfa29d46a424c758552f81bd30a7d015d6df8d60
d2a_switch_criterion_interior.md	d2a_switch_criterion_interior.md	ROOT_RETAINED	19860378f922aa877188ab8e4ee1880cd7a02493	bbcce1617ba83fea48dbcc54f770a23f3bd2184993627fd4a4b86a0ff3c86564
d2a_switch_criterion_interior.py	d2a_switch_criterion_interior.py	ROOT_RETAINED	9a88f3d6654b48ebd28027b8187d806a71a5fa33	37b6ab14df8a0c8bac0e748e8c37a62001c2b7ccfeb5bb5505fc2e46fc224826
d2b_closure_endcases_cas.py	d2b_closure_endcases_cas.py	ROOT_RETAINED	5508225eebcc8882f3f535d6c29b7a8c43f5aac6	3b9309babe20478eaf760f6ce1e71821c89c3b95d9db51286264ddfe1aeb505f
d2b_matter_escape_cas.py	d2b_matter_escape_cas.py	ROOT_RETAINED	cf687a3dca8a293c3c6aa56ab3d582e24709d85a	ba12e83e15e8bb2f6a28260962ea97c4865fa63de9726b98bb11ff56b6f7f28b
d2b_no_structure_in_G.md	d2b_no_structure_in_G.md	ROOT_RETAINED	7e7e74eb65747e388c83ef5584b13eded9a82e62	42622e31281e72cff9d12b4a48d0037dfad372ca295aae074e8cd403aec407b6
d2b_reduction_flux_cas.py	d2b_reduction_flux_cas.py	ROOT_RETAINED	c32da4a4c77542ff8651b8dafbe7e3128975a964	2821050cde5aa03484efdd6646628b89452d4ad622e6ff590418935f84ac3236
d2b_routeB_mixing_cas.py	d2b_routeB_mixing_cas.py	ROOT_RETAINED	04bc9aee4c53a836462e7dadb416c76c97fa0b3b	2b7cd72e0ff134f7747d2ff9dc9bf4b93d032cca7108ed1db006615d8086c857
d2c_gp_composite_conditions.md	d2c_gp_composite_conditions.md	ROOT_RETAINED	c2f258dc60946877995ec6311b735697a2f3b09d	2e70181c2332f6406bbcffc285aff35654aedfb4f140c11e88476e9a08681077
d2c_part1_mixing.py	d2c_part1_mixing.py	ROOT_RETAINED	9a15decb24bc07e15f23b0899fbd324a70c4fa8e	332574dcdfce52f3e47a4bdb10956f857939244ee4239664a2fd31d68221576b
d2c_part2_gp_conditions.py	d2c_part2_gp_conditions.py	ROOT_RETAINED	c23a811a163aa916082b94fe7af2c392dfc8b285	c0d79ac53669b16102334d71ff59fcd7f6a5c3d5121f00d0f2d524688f8ffd3f
derive_universe_einstein_d3.py	derive_universe_einstein_d3.py	ROOT_RETAINED	7018f90b335e4f461c62b48d8c3fbd7f3876abaf	e35edd20c76a80a3e53a8cfc7b108b4019434d6fca1a5c8aa7158b459b789fe1
derive_universe_fold_d1.py	derive_universe_fold_d1.py	ROOT_RETAINED	55f41ece59806bfc6da49f9760895b2bc6024db1	b32d0b0cf360929f9345cdab37ea62effec1863b7aaee40786236a971c16f74c
derive_universe_sigma_d3.py	derive_universe_sigma_d3.py	ROOT_RETAINED	719a57e28af99a8b59429f1604dea376fafebe3c	5f093f5cb0d964cba491d48e7031011890a1ab8c644e051bf8e97889035958d4
derive_xmax_boost.py	derive_xmax_boost.py	ROOT_RETAINED	96052ed1abdd9945c4899e1e430d30cca9e3ea14	c1c3898b41a0357e1323ecf7b420b3b17d37e59200a1aaf304937cca4a5412e9
derived_background_and_phi_coupling_DESIGN.md	derived_background_and_phi_coupling_DESIGN.md	ROOT_RETAINED	3383677ae40d99f368e5b303be5942f6e1449bde	de41d149af9ee7447af05a4ff958549a95c85f83acdae003cf2186593cec6c18
dimension_ladder_null_audit.md	dimension_ladder_null_audit.md	ROOT_RETAINED	3793a1fc5ad43b4e1db82d715547652cb803b783	a802f4577c9cc5ff50e226c4e95d52480a05d2f46f15920469f6992372b626c5
discreteness_preregistration.md	discreteness_preregistration.md	ROOT_RETAINED	67d4355c9ef5f9f8aaaac6343ad744d4b5ee3153	b5504887930e854cecebee76850bf90d0cf6910f2f1d8d2041856b00beb98ac0
e2c_bv_gauge.py	e2c_bv_gauge.py	ROOT_RETAINED	331f0a472c1143cfad99118e49d36a641cf038b7	6a0a7ade4055c013a55a404a47fa4d37aafd3f115ddaea38164ec2badb2b4655
e2c_bv_gauntlet.py	e2c_bv_gauntlet.py	ROOT_RETAINED	57248e956d45fc7c087598f6d337bfe292a690e6	fc120b44519b1cd515138bc86adc29ad495ae57c5cf64467de79201eb7ec885f
e2c_mms_certification.py	e2c_mms_certification.py	ROOT_RETAINED	d90611f33c080149a86f8bb03d24eae4c8c875ea	117e25d172984cd3e9b17f1e2c5c2045d26c9525b8ae2fca7c3db136085d1fbe
e2d_bv_cert.py	e2d_bv_cert.py	ROOT_RETAINED	a2ed6e5e5f0dfdadce998cd71b870c665c032398	639be77d0c7f1e724fa4f13591783d2493cfcbcaba2c25cce3a0fa5f5e35c838
e2d_bv_checks.py	e2d_bv_checks.py	ROOT_RETAINED	f918a334d95912f60ce119d2db0b7c25e5dc0bd6	14373438256dfbdd67ff334f652152e6f8bea6f617038705ca7a9e69ccebb315
e2d_continuation_driver.py	e2d_continuation_driver.py	ROOT_RETAINED	9985144cd1ae72c8157900fa23f0ae1d867a30d8	e0638207b61819d61c063df7e3b8be70f478f82531c6252ac554843c5387fb82
e2d_gridhomotopy_probe.json	e2d_gridhomotopy_probe.json	ROOT_RETAINED	0cfff78382664db8bc37a1d4259bf6e0241063fd	5ea0ab4556263faf37aac32b3eeceb076a3078cf779eb3a175925d92cb88ac95
e2d_gridhomotopy_probe.py	e2d_gridhomotopy_probe.py	ROOT_RETAINED	dbb21e6bb51c320e8ce54725e29606257d6da926	d6c26599fa1a8aa65531e3297e463156dec7df6ece5689554e0fc3c2f910c761
e2d_mms_fieldaxis_certification.json	e2d_mms_fieldaxis_certification.json	ROOT_RETAINED	b7a3942880a13ffcf875c5a44ef6477a1027f51d	1ed99fa55bd059806572367c6e42e31c04dbf92e61cb16c27712a05243e226b2
e2d_mms_fieldaxis_certification.py	e2d_mms_fieldaxis_certification.py	ROOT_RETAINED	5fb32b0665ae09f9ba4a3f3778f77a5b0a86f42d	263966fe35e6817515a4c566ce6aa46f115e94f1cb59db9787eef35788e68e74
e2e_bv_null_and_stiffness.py	e2e_bv_null_and_stiffness.py	ROOT_RETAINED	d8d2835bdef1de5e74ffcd81804f70bd41a7d5f2	950fff54bd0a45090685fbfecc0bf58c608e9d34910cbc9a23a41c542164b669
e2e_mms_combinedcell_certification.json	e2e_mms_combinedcell_certification.json	ROOT_RETAINED	01987cac20af392ddbbdacb475708b7a9dc66303	91ed092068d0ca0deff0f07f6a153656d81cf93af6b08c03336a09f483f95c76
e2e_mms_combinedcell_certification.py	e2e_mms_combinedcell_certification.py	ROOT_RETAINED	d9f87c266dca7167e3e37de035b5c879930a1d73	d0c777b4b5879121f949bf6ed124b15b014008022cdc6c0720f69f3bc3064722
