source_id	path	sha256	audit_rule	source_role	classification	domain_chart_cover	complete_coframe_metric	overlap_transition_maps	finite_cell_completion_data	regularity_nondegeneracy	causal_interface_rules	topology_global_descent	construction_sufficiency	provenance	ruling
S031	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: AUDIT_REPORT.md	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S032	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/COMPLETION_UNIVERSE.tsv	d671ca8836b0a53c572494c89fdbc7c166546dfaa91ad8a85e2930a195bc6d6f	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: COMPLETION_UNIVERSE.tsv	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S033	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/COMPLETION_ASSEMBLY_ATLAS.tsv	09bb38e360afbff55cc438ebc0b283e2a5f34c02921278bcb3039f18ee0db551	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: COMPLETION_ASSEMBLY_ATLAS.tsv	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S034	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/ASSEMBLY_GATE_UNIVERSE.tsv	9a962b997af27524555bce3ef31379af45033206f654a95a45a5d1115de56db9	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: ASSEMBLY_GATE_UNIVERSE.tsv	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S035	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/ASSEMBLY_GATE_OUTCOMES.tsv	18347f1be015b6fe3a03bc67f7e5253120fafd140236897c3b48fdecd065c00c	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: ASSEMBLY_GATE_OUTCOMES.tsv	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S036	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/HOMOGENEOUS_HOLONOMY_ATLAS.tsv	f2545d220645e702f192a845c07653c1214a41c03a32592bdd6302054f5cc6c5	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: HOMOGENEOUS_HOLONOMY_ATLAS.tsv	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S037	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	fbc7cdf83cb5744d6bd0b250646d0896ed3b0825a26732687fe70999b96efb4d	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: STATUS_LEDGER.tsv	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S038	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/NEXT_STEP.md	8ed46b2bd1a721230bd21e211d78d987631c6f2712bc71f05c3d9398485faeea	GLOBAL_PAIR_BUNDLE_ASSEMBLY	global pair-bundle evidence: NEXT_STEP.md	PARTIAL_GLOBAL_DEFINITION	REGULAR_ORDERED_PAIR_FRAME_PATH_BUNDLE;TWO_S3_CONTROLS	TWO_COMPLETE_ULTRASTATIC_S3_CONTROLS_ONLY	PAIR_BUNDLE_CONJUGATION_AND_PATH_COMPOSITION_EXACT	ONLY_FC04_HAS_CONCRETE_CONTROLS	REGULAR_PAIR_BUNDLE;CUT_LOCI_PATH_SET_VALUED	SEPARATE_GRADIENT_DERIVED_PAIR_NOT_SUPPLIED	PATHWISE_ALL_LAMBDA;ENDPOINT_PARALLELISM_CONTROL_SPECIFIC	GLOBAL_TYPED_READOUT_EXISTS;SIGNED_DEPTH_AND_PHYSICAL_BRANCH_ABSENT	RELATIONAL_READOUT_CONDITIONAL;NO_SELECTED_DEPTH_OR_VARIATION	Global bundle assembly is real, but it does not furnish the founded physical phi profile required by P03.
S039	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: AUDIT_REPORT.md	PARTIAL_GLOBAL_DEFINITION	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S040	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/BRANCH_PULLBACK_ATLAS.tsv	2ee816c6358882c8e001f771462a2f73646ab8ab26248b9416a20251d25d252e	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: BRANCH_PULLBACK_ATLAS.tsv	PARTIAL_GLOBAL_DEFINITION	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S041	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/COMPLETION_PULLBACK_ATLAS.tsv	9ed3a5b5e181ced2210c8381730d50261eeceda5375f563ccb30cb468ea85176	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: COMPLETION_PULLBACK_ATLAS.tsv	PARTIAL_GLOBAL_DEFINITION	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S042	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	0d95942eac64ddc76e1de6b15a13f6fc8331c2a3b8d6466e18e776ac43e5a194	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: CONCRETE_REPRESENTATIVE_ATLAS.tsv	CONDITIONAL_COMPLETE_GIVEN_EXPLICIT_SUPPLIED_DATA	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S043	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EIGHT_GATE_MATRIX.tsv	25625eefda0843e9b4b4829a79cd6c29e40d4c28dca5785f6ba9d319c0983227	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: EIGHT_GATE_MATRIX.tsv	PARTIAL_GLOBAL_DEFINITION	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S044	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/HOMOGENEOUS_MOTIF_PULLBACK.tsv	446d9cacf2a3c29a98fe65edbe51dd4e9949647374ca3d161ab7f487d368d50c	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: HOMOGENEOUS_MOTIF_PULLBACK.tsv	PARTIAL_GLOBAL_DEFINITION	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S045	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/STATUS_LEDGER.tsv	8af07f33599a6e7a7636f968eb0716e1a4f2f82867a173d20d89304265481ae2	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: STATUS_LEDGER.tsv	PARTIAL_GLOBAL_DEFINITION	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S046	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/NEXT_STEP.md	520888e9b8650280b55e68f5b96121cd571324d006ecb290f3a4a52d135c454a	COMPLETE_BRANCH_PULLBACK	complete-control pullback evidence: NEXT_STEP.md	PARTIAL_GLOBAL_DEFINITION	ROUND_AND_BERGER_S3_PRODUCT_CONTROLS_PLUS_INCOMPLETE_WRL	Q01_CONDITIONAL_ON_SHELL;Q02_COMPLETE_OFF_SHELL;Q03_LOCAL;Q04_ABSENT	Q01_Q02_GLOBAL_HOMOGENEOUS_JOINS_SUPPLIED	Q01_Q02_ONLY_IN_FC04	Q01_Q02_REGULAR_COMPLETE_CONTROLS	NO_FOUNDED_DPHI_PROFILE_OR_INTERFACE	Q01_Q02_S3_GLOBAL;OTHER_CLASSES_NO_REPRESENTATIVE	COMPLETE_METRIC_CONTROLS_EXIST_BUT_FOUNDED_PAIR_DEPTH_GATE_FAILS	Q01_CONDITIONAL_C2;Q02_OFF_SHELL_CONTROL;NO_SELECTED_PHYSICAL_BRANCH	The only complete metrics are ultrastatic and do not supply founded observer-pair depth; cross-splicing WR-L is forbidden.
S047	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/AUDIT_REPORT.md	b3cbbd3af7901fda7758b174ba4d90f3f7deabdbbf36b1723c3af5181609cf6a	RELATIONAL_TYPE_AND_VARIATION_OWNERSHIP	configuration/variation type evidence: AUDIT_REPORT.md	LOCAL_OR_FORMAL_ONLY	TYPE_CLASSIFICATION_NOT_METRIC_CHART_CONSTRUCTION	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_A_FIELD_PROFILE	NOT_COMPLETE	OWNERSHIP_AND_OPEN_GATE_CLASSIFICATION_ONLY	FOUNDED_PHI_NOT_INDEPENDENT;FULL_METRIC_VARIATION_REQUIRED;DOMAIN_OPEN	Prevents category errors but supplies neither a global branch nor its variation law.
S048	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/CONFIGURATION_OBJECT_UNIVERSE.tsv	c6b5537a73fa0de664286c884cf83d4c69e8526da61b82c6566c257a93763d01	RELATIONAL_TYPE_AND_VARIATION_OWNERSHIP	configuration/variation type evidence: CONFIGURATION_OBJECT_UNIVERSE.tsv	LOCAL_OR_FORMAL_ONLY	TYPE_CLASSIFICATION_NOT_METRIC_CHART_CONSTRUCTION	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_A_FIELD_PROFILE	NOT_COMPLETE	OWNERSHIP_AND_OPEN_GATE_CLASSIFICATION_ONLY	FOUNDED_PHI_NOT_INDEPENDENT;FULL_METRIC_VARIATION_REQUIRED;DOMAIN_OPEN	Prevents category errors but supplies neither a global branch nor its variation law.
S049	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/CONFIGURATION_OBJECT_ADJUDICATION.tsv	d36620bf8f0d3ea2bbbbb69c8ac9c7469fc59b4f6b4355baf747665cc6ac911f	RELATIONAL_TYPE_AND_VARIATION_OWNERSHIP	configuration/variation type evidence: CONFIGURATION_OBJECT_ADJUDICATION.tsv	LOCAL_OR_FORMAL_ONLY	TYPE_CLASSIFICATION_NOT_METRIC_CHART_CONSTRUCTION	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_A_FIELD_PROFILE	NOT_COMPLETE	OWNERSHIP_AND_OPEN_GATE_CLASSIFICATION_ONLY	FOUNDED_PHI_NOT_INDEPENDENT;FULL_METRIC_VARIATION_REQUIRED;DOMAIN_OPEN	Prevents category errors but supplies neither a global branch nor its variation law.
S050	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/VARIATION_CANDIDATE_UNIVERSE.tsv	5e90d6e1912b1315da5e0dc9a5932a800ed0930b9a997ca95e7a9085bfe4c4c5	RELATIONAL_TYPE_AND_VARIATION_OWNERSHIP	configuration/variation type evidence: VARIATION_CANDIDATE_UNIVERSE.tsv	LOCAL_OR_FORMAL_ONLY	TYPE_CLASSIFICATION_NOT_METRIC_CHART_CONSTRUCTION	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_A_FIELD_PROFILE	NOT_COMPLETE	OWNERSHIP_AND_OPEN_GATE_CLASSIFICATION_ONLY	FOUNDED_PHI_NOT_INDEPENDENT;FULL_METRIC_VARIATION_REQUIRED;DOMAIN_OPEN	Prevents category errors but supplies neither a global branch nor its variation law.
S051	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/VARIATION_DOMAIN_ADJUDICATION.tsv	b2e9df49bab8ef842ee839f9b13d3cc19314a193f0f4086d461929ded65c7f7e	RELATIONAL_TYPE_AND_VARIATION_OWNERSHIP	configuration/variation type evidence: VARIATION_DOMAIN_ADJUDICATION.tsv	LOCAL_OR_FORMAL_ONLY	TYPE_CLASSIFICATION_NOT_METRIC_CHART_CONSTRUCTION	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_A_FIELD_PROFILE	NOT_COMPLETE	OWNERSHIP_AND_OPEN_GATE_CLASSIFICATION_ONLY	FOUNDED_PHI_NOT_INDEPENDENT;FULL_METRIC_VARIATION_REQUIRED;DOMAIN_OPEN	Prevents category errors but supplies neither a global branch nor its variation law.
S052	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/OPEN_GATE_MATRIX.tsv	ebcf89f0f6f5d64a87d3987defa93c5d0eb4b9a98bfb3372bc5dfb3e3900d96e	RELATIONAL_TYPE_AND_VARIATION_OWNERSHIP	configuration/variation type evidence: OPEN_GATE_MATRIX.tsv	LOCAL_OR_FORMAL_ONLY	TYPE_CLASSIFICATION_NOT_METRIC_CHART_CONSTRUCTION	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_A_FIELD_PROFILE	NOT_COMPLETE	OWNERSHIP_AND_OPEN_GATE_CLASSIFICATION_ONLY	FOUNDED_PHI_NOT_INDEPENDENT;FULL_METRIC_VARIATION_REQUIRED;DOMAIN_OPEN	Prevents category errors but supplies neither a global branch nor its variation law.
S053	udt_complete_relational_configuration_variation_domain_audit_2026-07-26/STATUS_LEDGER.tsv	3d01466ef8306aa280efc6939ac6c1b9f26f9685ff5117657a082e4ef4561e9c	RELATIONAL_TYPE_AND_VARIATION_OWNERSHIP	configuration/variation type evidence: STATUS_LEDGER.tsv	LOCAL_OR_FORMAL_ONLY	TYPE_CLASSIFICATION_NOT_METRIC_CHART_CONSTRUCTION	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_A_FIELD_PROFILE	NOT_COMPLETE	OWNERSHIP_AND_OPEN_GATE_CLASSIFICATION_ONLY	FOUNDED_PHI_NOT_INDEPENDENT;FULL_METRIC_VARIATION_REQUIRED;DOMAIN_OPEN	Prevents category errors but supplies neither a global branch nor its variation law.
S054	udt_global_functional_dof_constraint_rank_audit_2026-07-26/CORRECTION_LAYER.md	3653fb96d844a9a60eb3288cf8b877b780a9a3f3983b94bf3d84f16c5fa49509	CORRECTED_DOF_AND_COMPLETION_COUNT	corrected degree-of-freedom evidence: CORRECTION_LAYER.md	LOCAL_OR_FORMAL_ONLY	GENERIC_LOCAL_METRIC_AND_COMPLETION_COUNTING	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_COMPLETE	NOT_COMPLETE	COUNTING_AND_PREMISE_CORRECTION_ONLY	FOUNDED_PHI_PRECEDENCE_CORRECTION;STRONG_CSN_INACTIVE	Constrains interpretation; it does not construct a complete coframe.
S055	udt_global_functional_dof_constraint_rank_audit_2026-07-26/COMPLETION_UNIVERSE.tsv	bb7d958b7eb99522aedd220bb5a8fd1d30ba0d9552718083495753273c1460b7	CORRECTED_DOF_AND_COMPLETION_COUNT	corrected degree-of-freedom evidence: COMPLETION_UNIVERSE.tsv	LOCAL_OR_FORMAL_ONLY	GENERIC_LOCAL_METRIC_AND_COMPLETION_COUNTING	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_COMPLETE	NOT_COMPLETE	COUNTING_AND_PREMISE_CORRECTION_ONLY	FOUNDED_PHI_PRECEDENCE_CORRECTION;STRONG_CSN_INACTIVE	Constrains interpretation; it does not construct a complete coframe.
S056	udt_global_functional_dof_constraint_rank_audit_2026-07-26/COMPLETION_DOF_ATLAS.tsv	cf596206c2cda73c91e0c82c559e231f3e671fab64e37694d0aed8d8efc3abb7	CORRECTED_DOF_AND_COMPLETION_COUNT	corrected degree-of-freedom evidence: COMPLETION_DOF_ATLAS.tsv	LOCAL_OR_FORMAL_ONLY	GENERIC_LOCAL_METRIC_AND_COMPLETION_COUNTING	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_COMPLETE	NOT_COMPLETE	COUNTING_AND_PREMISE_CORRECTION_ONLY	FOUNDED_PHI_PRECEDENCE_CORRECTION;STRONG_CSN_INACTIVE	Constrains interpretation; it does not construct a complete coframe.
S057	udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	c36a7afe4e18c700c4fb9184a3086f3cc55c3c77a941221c5d5476b63b007778	CORRECTED_DOF_AND_COMPLETION_COUNT	corrected degree-of-freedom evidence: STATUS_LEDGER.tsv	LOCAL_OR_FORMAL_ONLY	GENERIC_LOCAL_METRIC_AND_COMPLETION_COUNTING	NOT_SUPPLIED	NOT_SUPPLIED	NOT_SUPPLIED	NOT_COMPLETE	NOT_COMPLETE	NOT_COMPLETE	COUNTING_AND_PREMISE_CORRECTION_ONLY	FOUNDED_PHI_PRECEDENCE_CORRECTION;STRONG_CSN_INACTIVE	Constrains interpretation; it does not construct a complete coframe.
