endpoint_pair_id	J1_class	J2_class	topological_separator_agreement	J1_lambda_lo	J1_lambda_hi	J2_lambda_lo	J2_lambda_hi	shape_status
R06_1_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17095604248740789	0.50580369227006527	0.14806620088116992	0.5035310876499548	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56586252739650467	0.82347950775019452	0.43018481117466528	0.75000823192680055	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72786162577641467	0.98320719719642946	0.71412030783994929	0.97375012856381848	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17143157288232677	0.50881498729035424	0.14499765043300092	0.50828375794233649	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56108131125894556	0.83798679155588818	0.42701941567213048	0.77016599399243291	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72734028289319241	0.98205142379331545	0.71337925193868512	0.9713769377174325	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17126624269782628	0.50809143771980025	0.14742413319429101	0.50772280333426512	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56806870837357526	0.82825712584276057	0.43469940172676486	0.75478223899369501	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72690479882805381	0.98238588765530765	0.71263105251519321	0.97219365106937861	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17141983231939203	0.50835710344217555	0.14503021969693217	0.50696199279927123	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56159586794532645	0.83476654210415668	0.42538953668583862	0.76757912331972522	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72639197001920996	0.98124557548278124	0.7118821704228967	0.96983837430324271	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17125455589517755	0.50763510706094594	0.1474564615265351	0.50640207883391097	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_1_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56725795261325873	0.82503502742930823	0.43292496978010359	0.75221948401132688	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307876	0.97004877749382856	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980013	0.14563725420019499	0.50539175709865924	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72456072611510336	0.9801284746363389	0.70931235266184578	0.96434593258534818	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17065085559580981	0.50486618934023064	0.15281920950487224	0.50379965115561265	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55665332938703405	0.83152408788454035	0.44124380994247575	0.71966097577966803	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72343504849716866	0.979979244625096	0.70753129962441375	0.96527016499359564	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17109478065201786	0.50569973099433896	0.14573822740922246	0.50177921372699541	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56036331577298737	0.82699881700537137	0.41936918352615943	0.76040847138753598	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72182927931508789	0.97858728382132931	0.70459294437705411	0.96163767361206431	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.1706155566867523	0.50360214831687711	0.15291734510428243	0.50019838935575933	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54745390946692674	0.83305977542443299	0.43481901052776067	0.71254641314959499	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73036896564673837	0.98859921809930873	0.71671676781532268	0.9811777911327092	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17203781574050356	0.51243931886268279	0.14367528818303751	0.51404442356335045	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56555489671329917	0.84172730415526587	0.43255020496708146	0.77507526460356202	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72897725765172983	0.98502179458836558	0.71539976582403775	0.97407315203835265	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17153551083358062	0.5103054467065038	0.15112740850740211	0.51237766637056614	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56051574909550894	0.83728308888690528	0.44847511512482202	0.72558807691943217	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72770148937844181	0.98591022016161289	0.71313050467967576	0.97636865016309915	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17200257068719757	0.51113834388630075	0.14377986382828697	0.51031121440848737	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56580791081175186	0.83206814069501822	0.42774016934692932	0.76737137366050001	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72632180910162225	0.9824800985246368	0.71131475398242838	0.96942708127097343	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17150074829026826	0.50901856956855573	0.15122898868327447	0.50865581486198597	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R06_3_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55084937766961606	0.83882358023836134	0.44185145416059352	0.71814017461444901	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307898	0.97004877749382878	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980024	0.14563725420019499	0.50539175709865936	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72713294893158731	0.98273376617417096	0.71323505291046596	0.97350679665012529	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17214381413591626	0.50439681751893983	0.14597255416749708	0.50176518884346932	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5587881061439478	0.83754817074997712	0.42581204607712481	0.77019877445708806	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72588881549026929	0.98232562738234208	0.71094747881045206	0.97110167909907419	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17114330910384598	0.50738537918194537	0.14566082752578499	0.50662066772666148	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55893299927823514	0.83341714913237286	0.42190386492463244	0.76539222749455116	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72666740290003429	0.98450450371383835	0.71198409335336776	0.97455989790917374	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17215677571020058	0.50481091473295614	0.14599593899475435	0.50299599077407997	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55890273339745689	0.83464410977809822	0.42352337691542447	0.76767663395001684	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72492340860817495	0.98180969666535256	0.71058492650517369	0.96831614186485482	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17111061597451202	0.50744311503791106	0.14641675346856539	0.50694962462251292	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.557007743503939	0.83386792561208656	0.42121091901108881	0.76529039733623916	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72588989516576408	0.9816606494545429	0.71182028082666526	0.97177548560298266	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17212071816181815	0.50486968053484715	0.14674957510000872	0.50335264631031496	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5570036286378971	0.83515500125400088	0.42279703050861278	0.76763424801826996	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72466051862170244	0.98128792942164667	0.70940156159638679	0.96937306559161518	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17112330713374288	0.50785062599606956	0.14644007522475241	0.50818805733624184	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55711598068904655	0.83110577015440723	0.41888334080402795	0.76292672815714624	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72551412443697838	0.98291341269572607	0.71057759530038755	0.97283275538132219	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17213365478796136	0.50528506116589778	0.14677270950565477	0.50459262774215352	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_1_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55711019595546685	0.83229075643980577	0.4204940588654506	0.76514983384882973	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307876	0.97004877749382856	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980013	0.14563725420019499	0.50539175709865924	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72855744914935372	0.98726501181097415	0.71472078277865558	0.98059205699416319	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17418433040942435	0.49914336592093139	0.14665349310373074	0.49442595814774143	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55897011782092754	0.84062683264083871	0.42930743872283322	0.77566368035710787	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72507598073251589	0.98654984260079226	0.70861127038428384	0.97401383886811932	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17117262329564317	0.50819874241748042	0.14571064959306299	0.50917815116898613	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55923343320087249	0.82810352067992377	0.41733944626771263	0.76085053178377293	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72670781990752087	0.99336744262655186	0.71107988027511249	0.98460318203209229	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17422834020779551	0.50043676267277415	0.14672507682702726	0.49822516236759379	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55936963632499059	0.8315785772095351	0.42265745466322263	0.7676017154956708	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72213880931993535	0.98234877502000495	0.7072533281181087	0.96486531785213436	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17107096390619567	0.50837862870068995	0.14792651782511065	0.51009183974727057	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55337986817848084	0.82929853383315921	0.41514156576486222	0.76040374367555008	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72517829503104358	0.98240121789137513	0.71107038559172653	0.97542140648395093	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17409728848810221	0.50062574751130962	0.14892005636519076	0.49939813014162676	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55376176620551998	0.83331203298665224	0.42016490311986326	0.7676909391034562	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72177317705841959	0.98186970582499977	0.70416185489334715	0.9688524177964325	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17111275548040725	0.5096103488783329	0.14799748199792781	0.51397427219581315	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55372095692094925	0.82151839540367566	0.40813321022878218	0.75376966673461754	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72397937854492767	0.98859443780692591	0.70748056812988847	0.97945777855921123	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17414107028113321	0.50193015614925951	0.14898924948089551	0.50328312340360815	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R07_3_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55409183893754699	0.82465387206004614	0.41338333898710283	0.75999597090890403	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307898	0.97004877749382878	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980024	0.14563725420019499	0.50539175709865936	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72524946670561075	0.98169190215177971	0.71081661080669989	0.96664539190152909	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17012211540443176	0.50953280276729596	0.14530539989670185	0.50898973960258953	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55892490533094497	0.83501834101568029	0.422725492117691	0.76558853916135561	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72884181638401391	0.98572282852092641	0.71470418050003348	0.97614916987006095	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17120752721641117	0.50704010165855951	0.14577615902535365	0.50610932899861694	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55582735086187551	0.83880511186398066	0.42321639531122329	0.77008589404424199	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72804742077002083	0.98352662531504531	0.71371788437536032	0.97266908665037144	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17020026637370375	0.50960497834546115	0.14544593027181749	0.50974072272345794	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R08_1_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55589163108437722	0.83752065946311072	0.42170581947818192	0.76777643847555976	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
