endpoint_pair_id	carrier_id	mask_id	bank_a	bank_b	identity_a	identity_b	causal_a	causal_b	pair_type
R06_1_MD_B0B3	R06_1	MD	B0	B3	B0_R06_1_MD	B3_R06_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_MD_B1B2	R06_1	MD	B1	B2	B1_R06_1_MD	B2_R06_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_1_MD_B1B3	R06_1	MD	B1	B3	B1_R06_1_MD	B3_R06_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_MD_B2B3	R06_1	MD	B2	B3	B2_R06_1_MD	B3_R06_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_ME_B0B1	R06_1	ME	B0	B1	B0_R06_1_ME	B1_R06_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_1_ME_B0B2	R06_1	ME	B0	B2	B0_R06_1_ME	B2_R06_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_1_ME_B0B3	R06_1	ME	B0	B3	B0_R06_1_ME	B3_R06_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_ME_B1B2	R06_1	ME	B1	B2	B1_R06_1_ME	B2_R06_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_1_ME_B1B3	R06_1	ME	B1	B3	B1_R06_1_ME	B3_R06_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_ME_B2B3	R06_1	ME	B2	B3	B2_R06_1_ME	B3_R06_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_MF_B0B1	R06_1	MF	B0	B1	B0_R06_1_MF	B1_R06_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_1_MF_B0B2	R06_1	MF	B0	B2	B0_R06_1_MF	B2_R06_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_1_MF_B0B3	R06_1	MF	B0	B3	B0_R06_1_MF	B3_R06_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_MF_B1B2	R06_1	MF	B1	B2	B1_R06_1_MF	B2_R06_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_1_MF_B1B3	R06_1	MF	B1	B3	B1_R06_1_MF	B3_R06_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_1_MF_B2B3	R06_1	MF	B2	B3	B2_R06_1_MF	B3_R06_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_M8_B0B1	R06_3	M8	B0	B1	B0_R06_3_M8	B1_R06_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_M8_B0B2	R06_3	M8	B0	B2	B0_R06_3_M8	B2_R06_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_M8_B0B3	R06_3	M8	B0	B3	B0_R06_3_M8	B3_R06_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_M8_B1B2	R06_3	M8	B1	B2	B1_R06_3_M8	B2_R06_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_M8_B1B3	R06_3	M8	B1	B3	B1_R06_3_M8	B3_R06_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_M8_B2B3	R06_3	M8	B2	B3	B2_R06_3_M8	B3_R06_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_M9_B0B1	R06_3	M9	B0	B1	B0_R06_3_M9	B1_R06_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_M9_B0B2	R06_3	M9	B0	B2	B0_R06_3_M9	B2_R06_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_M9_B0B3	R06_3	M9	B0	B3	B0_R06_3_M9	B3_R06_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_M9_B1B2	R06_3	M9	B1	B2	B1_R06_3_M9	B2_R06_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_M9_B1B3	R06_3	M9	B1	B3	B1_R06_3_M9	B3_R06_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_M9_B2B3	R06_3	M9	B2	B3	B2_R06_3_M9	B3_R06_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MA_B0B1	R06_3	MA	B0	B1	B0_R06_3_MA	B1_R06_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MA_B0B2	R06_3	MA	B0	B2	B0_R06_3_MA	B2_R06_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MA_B0B3	R06_3	MA	B0	B3	B0_R06_3_MA	B3_R06_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MA_B1B2	R06_3	MA	B1	B2	B1_R06_3_MA	B2_R06_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MA_B1B3	R06_3	MA	B1	B3	B1_R06_3_MA	B3_R06_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MA_B2B3	R06_3	MA	B2	B3	B2_R06_3_MA	B3_R06_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MB_B0B1	R06_3	MB	B0	B1	B0_R06_3_MB	B1_R06_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MB_B0B2	R06_3	MB	B0	B2	B0_R06_3_MB	B2_R06_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MB_B0B3	R06_3	MB	B0	B3	B0_R06_3_MB	B3_R06_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MB_B1B2	R06_3	MB	B1	B2	B1_R06_3_MB	B2_R06_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MB_B1B3	R06_3	MB	B1	B3	B1_R06_3_MB	B3_R06_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MB_B2B3	R06_3	MB	B2	B3	B2_R06_3_MB	B3_R06_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MC_B0B1	R06_3	MC	B0	B1	B0_R06_3_MC	B1_R06_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MC_B0B2	R06_3	MC	B0	B2	B0_R06_3_MC	B2_R06_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MC_B0B3	R06_3	MC	B0	B3	B0_R06_3_MC	B3_R06_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MC_B1B2	R06_3	MC	B1	B2	B1_R06_3_MC	B2_R06_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MC_B1B3	R06_3	MC	B1	B3	B1_R06_3_MC	B3_R06_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MC_B2B3	R06_3	MC	B2	B3	B2_R06_3_MC	B3_R06_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MD_B0B1	R06_3	MD	B0	B1	B0_R06_3_MD	B1_R06_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MD_B0B2	R06_3	MD	B0	B2	B0_R06_3_MD	B2_R06_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MD_B0B3	R06_3	MD	B0	B3	B0_R06_3_MD	B3_R06_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MD_B1B2	R06_3	MD	B1	B2	B1_R06_3_MD	B2_R06_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MD_B1B3	R06_3	MD	B1	B3	B1_R06_3_MD	B3_R06_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MD_B2B3	R06_3	MD	B2	B3	B2_R06_3_MD	B3_R06_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_ME_B0B1	R06_3	ME	B0	B1	B0_R06_3_ME	B1_R06_3_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_ME_B0B2	R06_3	ME	B0	B2	B0_R06_3_ME	B2_R06_3_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_ME_B0B3	R06_3	ME	B0	B3	B0_R06_3_ME	B3_R06_3_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_ME_B1B2	R06_3	ME	B1	B2	B1_R06_3_ME	B2_R06_3_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_ME_B1B3	R06_3	ME	B1	B3	B1_R06_3_ME	B3_R06_3_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_ME_B2B3	R06_3	ME	B2	B3	B2_R06_3_ME	B3_R06_3_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MF_B0B1	R06_3	MF	B0	B1	B0_R06_3_MF	B1_R06_3_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MF_B0B2	R06_3	MF	B0	B2	B0_R06_3_MF	B2_R06_3_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MF_B0B3	R06_3	MF	B0	B3	B0_R06_3_MF	B3_R06_3_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MF_B1B2	R06_3	MF	B1	B2	B1_R06_3_MF	B2_R06_3_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R06_3_MF_B1B3	R06_3	MF	B1	B3	B1_R06_3_MF	B3_R06_3_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R06_3_MF_B2B3	R06_3	MF	B2	B3	B2_R06_3_MF	B3_R06_3_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_M8_B0B1	R07_1	M8	B0	B1	B0_R07_1_M8	B1_R07_1_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_M8_B0B2	R07_1	M8	B0	B2	B0_R07_1_M8	B2_R07_1_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_M8_B0B3	R07_1	M8	B0	B3	B0_R07_1_M8	B3_R07_1_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_M8_B1B2	R07_1	M8	B1	B2	B1_R07_1_M8	B2_R07_1_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_M8_B1B3	R07_1	M8	B1	B3	B1_R07_1_M8	B3_R07_1_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_M8_B2B3	R07_1	M8	B2	B3	B2_R07_1_M8	B3_R07_1_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_M9_B0B1	R07_1	M9	B0	B1	B0_R07_1_M9	B1_R07_1_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_M9_B0B2	R07_1	M9	B0	B2	B0_R07_1_M9	B2_R07_1_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_M9_B0B3	R07_1	M9	B0	B3	B0_R07_1_M9	B3_R07_1_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_M9_B1B2	R07_1	M9	B1	B2	B1_R07_1_M9	B2_R07_1_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_M9_B1B3	R07_1	M9	B1	B3	B1_R07_1_M9	B3_R07_1_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_M9_B2B3	R07_1	M9	B2	B3	B2_R07_1_M9	B3_R07_1_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MA_B0B1	R07_1	MA	B0	B1	B0_R07_1_MA	B1_R07_1_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MA_B0B2	R07_1	MA	B0	B2	B0_R07_1_MA	B2_R07_1_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MA_B0B3	R07_1	MA	B0	B3	B0_R07_1_MA	B3_R07_1_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MA_B1B2	R07_1	MA	B1	B2	B1_R07_1_MA	B2_R07_1_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MA_B1B3	R07_1	MA	B1	B3	B1_R07_1_MA	B3_R07_1_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MA_B2B3	R07_1	MA	B2	B3	B2_R07_1_MA	B3_R07_1_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MB_B0B1	R07_1	MB	B0	B1	B0_R07_1_MB	B1_R07_1_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MB_B0B2	R07_1	MB	B0	B2	B0_R07_1_MB	B2_R07_1_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MB_B0B3	R07_1	MB	B0	B3	B0_R07_1_MB	B3_R07_1_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MB_B1B2	R07_1	MB	B1	B2	B1_R07_1_MB	B2_R07_1_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MB_B1B3	R07_1	MB	B1	B3	B1_R07_1_MB	B3_R07_1_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MB_B2B3	R07_1	MB	B2	B3	B2_R07_1_MB	B3_R07_1_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MC_B0B1	R07_1	MC	B0	B1	B0_R07_1_MC	B1_R07_1_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MC_B0B2	R07_1	MC	B0	B2	B0_R07_1_MC	B2_R07_1_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MC_B0B3	R07_1	MC	B0	B3	B0_R07_1_MC	B3_R07_1_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MC_B1B2	R07_1	MC	B1	B2	B1_R07_1_MC	B2_R07_1_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MC_B1B3	R07_1	MC	B1	B3	B1_R07_1_MC	B3_R07_1_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MC_B2B3	R07_1	MC	B2	B3	B2_R07_1_MC	B3_R07_1_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MD_B0B1	R07_1	MD	B0	B1	B0_R07_1_MD	B1_R07_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MD_B0B2	R07_1	MD	B0	B2	B0_R07_1_MD	B2_R07_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MD_B0B3	R07_1	MD	B0	B3	B0_R07_1_MD	B3_R07_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MD_B1B2	R07_1	MD	B1	B2	B1_R07_1_MD	B2_R07_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MD_B1B3	R07_1	MD	B1	B3	B1_R07_1_MD	B3_R07_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MD_B2B3	R07_1	MD	B2	B3	B2_R07_1_MD	B3_R07_1_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_ME_B0B1	R07_1	ME	B0	B1	B0_R07_1_ME	B1_R07_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_ME_B0B2	R07_1	ME	B0	B2	B0_R07_1_ME	B2_R07_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_ME_B0B3	R07_1	ME	B0	B3	B0_R07_1_ME	B3_R07_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_ME_B1B2	R07_1	ME	B1	B2	B1_R07_1_ME	B2_R07_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_ME_B1B3	R07_1	ME	B1	B3	B1_R07_1_ME	B3_R07_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_ME_B2B3	R07_1	ME	B2	B3	B2_R07_1_ME	B3_R07_1_ME	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MF_B0B1	R07_1	MF	B0	B1	B0_R07_1_MF	B1_R07_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MF_B0B2	R07_1	MF	B0	B2	B0_R07_1_MF	B2_R07_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MF_B0B3	R07_1	MF	B0	B3	B0_R07_1_MF	B3_R07_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MF_B1B2	R07_1	MF	B1	B2	B1_R07_1_MF	B2_R07_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_1_MF_B1B3	R07_1	MF	B1	B3	B1_R07_1_MF	B3_R07_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_1_MF_B2B3	R07_1	MF	B2	B3	B2_R07_1_MF	B3_R07_1_MF	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_M8_B0B1	R07_3	M8	B0	B1	B0_R07_3_M8	B1_R07_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_M8_B0B2	R07_3	M8	B0	B2	B0_R07_3_M8	B2_R07_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_M8_B0B3	R07_3	M8	B0	B3	B0_R07_3_M8	B3_R07_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_M8_B1B2	R07_3	M8	B1	B2	B1_R07_3_M8	B2_R07_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_M8_B1B3	R07_3	M8	B1	B3	B1_R07_3_M8	B3_R07_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_M8_B2B3	R07_3	M8	B2	B3	B2_R07_3_M8	B3_R07_3_M8	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_M9_B0B1	R07_3	M9	B0	B1	B0_R07_3_M9	B1_R07_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_M9_B0B2	R07_3	M9	B0	B2	B0_R07_3_M9	B2_R07_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_M9_B0B3	R07_3	M9	B0	B3	B0_R07_3_M9	B3_R07_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_M9_B1B2	R07_3	M9	B1	B2	B1_R07_3_M9	B2_R07_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_M9_B1B3	R07_3	M9	B1	B3	B1_R07_3_M9	B3_R07_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_M9_B2B3	R07_3	M9	B2	B3	B2_R07_3_M9	B3_R07_3_M9	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MA_B0B1	R07_3	MA	B0	B1	B0_R07_3_MA	B1_R07_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MA_B0B2	R07_3	MA	B0	B2	B0_R07_3_MA	B2_R07_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MA_B0B3	R07_3	MA	B0	B3	B0_R07_3_MA	B3_R07_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MA_B1B2	R07_3	MA	B1	B2	B1_R07_3_MA	B2_R07_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MA_B1B3	R07_3	MA	B1	B3	B1_R07_3_MA	B3_R07_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MA_B2B3	R07_3	MA	B2	B3	B2_R07_3_MA	B3_R07_3_MA	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MB_B0B1	R07_3	MB	B0	B1	B0_R07_3_MB	B1_R07_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MB_B0B2	R07_3	MB	B0	B2	B0_R07_3_MB	B2_R07_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MB_B0B3	R07_3	MB	B0	B3	B0_R07_3_MB	B3_R07_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MB_B1B2	R07_3	MB	B1	B2	B1_R07_3_MB	B2_R07_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MB_B1B3	R07_3	MB	B1	B3	B1_R07_3_MB	B3_R07_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MB_B2B3	R07_3	MB	B2	B3	B2_R07_3_MB	B3_R07_3_MB	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MC_B0B1	R07_3	MC	B0	B1	B0_R07_3_MC	B1_R07_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MC_B0B2	R07_3	MC	B0	B2	B0_R07_3_MC	B2_R07_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MC_B0B3	R07_3	MC	B0	B3	B0_R07_3_MC	B3_R07_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MC_B1B2	R07_3	MC	B1	B2	B1_R07_3_MC	B2_R07_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MC_B1B3	R07_3	MC	B1	B3	B1_R07_3_MC	B3_R07_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MC_B2B3	R07_3	MC	B2	B3	B2_R07_3_MC	B3_R07_3_MC	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
R07_3_MD_B0B1	R07_3	MD	B0	B1	B0_R07_3_MD	B1_R07_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MD_B0B2	R07_3	MD	B0	B2	B0_R07_3_MD	B2_R07_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_SPACELIKE	SAME_SIGN_CONTROL
R07_3_MD_B0B3	R07_3	MD	B0	B3	B0_R07_3_MD	B3_R07_3_MD	UNIFORMLY_SPACELIKE	UNIFORMLY_TIMELIKE	CROSS_SECTOR
