sheet_id	endpoint_pair_id	chart	pair_type	primary_class	certified_boxes_or_segments	unresolved_boxes	null_components	lambda_root_envelope_lo	lambda_root_envelope_hi	largest_partial_lambda_s_upper	metric_degeneracies	physical_label
R12_1_MD_B0B3_J1	R12_1_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72668778354118435	0.98097908623431695	-0.0024847824779423138	0	NONE
R12_1_ME_B0B3_J1	R12_1_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72964126647097627	0.98783921708215805	-0.0026238713763316701	0	NONE
R12_1_MF_B0B3_J1	R12_1_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.7291595802865648	0.9857414206203593	-0.0026168708120988516	0	NONE
R12_3_M8_B0B3_J1	R12_3_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.02256884855068024	0	NONE
R12_3_M9_B0B3_J1	R12_3_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72328831935025317	0.98221653728412195	-0.022194035172419461	0	NONE
R12_3_MA_B0B3_J1	R12_3_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73291412701401837	0.99698464194551184	-0.023650883320580518	0	NONE
R12_3_MB_B0B3_J1	R12_3_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.7318171025400545	0.99036178458733348	-0.023457427154781222	0	NONE
R12_3_MC_B0B3_J1	R12_3_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72870149888080127	0.98687938286245636	-0.023537846986502964	0	NONE
R12_3_MD_B0B3_J1	R12_3_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72751832826476803	0.98082908824596837	-0.023347643997826871	0	NONE
R12_3_ME_B0B3_J1	R12_3_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73161528078958427	1	-0.023515032541705509	0	NONE
R12_3_MF_B0B3_J1	R12_3_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73227882173906911	0.99665089458253686	-0.023335681274054974	0	NONE
R13_1_M8_B0B3_J1	R13_1_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.0025076498389644693	0	NONE
R13_1_M9_B0B3_J1	R13_1_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72693314146991084	0.98208214058314691	-0.0024924528647949679	0	NONE
R13_1_MA_B0B3_J1	R13_1_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72836544624891963	0.98317009927145593	-0.0025014040150267585	0	NONE
R13_1_MB_B0B3_J1	R13_1_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72902532689299526	0.9845068206265627	-0.0024861335614563182	0	NONE
R13_1_MC_B0B3_J1	R13_1_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72446741380329149	0.98216429721683085	-0.0024953969984958433	0	NONE
R13_1_MD_B0B3_J1	R13_1_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72518965910932043	0.98270926554009785	-0.0024800967921985552	0	NONE
R13_1_ME_B0B3_J1	R13_1_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72669365234227346	0.98295976534490925	-0.0024891451293942886	0	NONE
R13_1_MF_B0B3_J1	R13_1_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72743300440965142	0.98350637820013753	-0.0024737708449734191	0	NONE
R13_3_M8_B0B3_J1	R13_3_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.02256884855068024	0	NONE
R13_3_M9_B0B3_J1	R13_3_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.7282964450780437	0.98452068291641071	-0.022153341718204152	0	NONE
R13_3_MA_B0B3_J1	R13_3_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.73229564383576295	0.98853421267453545	-0.022396077906082484	0	NONE
R13_3_MB_B0B3_J1	R13_3_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73413748031039006	0.99299369635487722	-0.023345677964056018	0	NONE
R13_3_MC_B0B3_J1	R13_3_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72017757769421376	0.9834150504573923	-0.022235872036646571	0	NONE
R13_3_MD_B0B3_J1	R13_3_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.7226485173438052	0.98507390245009219	-0.021811701156540911	0	NONE
R13_3_ME_B0B3_J1	R13_3_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72733463463618653	0.98582320712637628	-0.022062557491957541	0	NONE
R13_3_MF_B0B3_J1	R13_3_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72980409781431999	0.98749736404703559	-0.021632097079624837	0	NONE
R14_1_M8_B0B3_J1	R14_1_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.0025076498389644693	0	NONE
R14_1_M9_B0B3_J1	R14_1_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72570200709778876	0.98106699365389038	-0.0024970740152545205	0	NONE
R14_1_MA_B0B3_J1	R14_1_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72836544624891963	0.98317009927145593	-0.0025014040150267585	0	NONE
R14_1_MB_B0B3_J1	R14_1_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72782436396459638	0.98200100063961215	-0.0024907546354299421	0	NONE
R14_1_MC_B0B3_J1	R14_1_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72819654180373206	0.98408038702963696	-0.0024938783393779569	0	NONE
R14_1_MD_B0B3_J1	R14_1_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72767450580202142	0.98292225743987338	-0.0024832951247174056	0	NONE
R14_1_ME_B0B3_J1	R14_1_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.73012142903811383	0.98674136263153811	-0.0024875726768130236	0	NONE
R14_1_MF_B0B3_J1	R14_1_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72961590884408245	0.98553310945716055	-0.0024769155382754751	0	NONE
R14_3_M8_B0B3_J1	R14_3_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.02256884855068024	0	NONE
R14_3_M9_B0B3_J1	R14_3_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72456072611510336	0.9801284746363389	-0.022285962777082544	0	NONE
R14_3_MA_B0B3_J1	R14_3_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.73229564383576295	0.98853421267453545	-0.022396077906082484	0	NONE
R14_3_MB_B0B3_J1	R14_3_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73078920273922654	0.9848302373211465	-0.023455421817569912	0	NONE
R14_3_MC_B0B3_J1	R14_3_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.7309094345563788	0.99131027876324163	-0.023428937962387483	0	NONE
R14_3_MD_B0B3_J1	R14_3_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72953388636989847	0.98770614020973546	-0.02330776022477515	0	NONE
R14_3_ME_B0B3_J1	R14_3_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73382974106442111	0.99980288819713603	-0.023337294997192025	0	NONE
R14_3_MF_B0B3_J1	R14_3_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73237237924462206	0.99570143305874004	-0.023211956162872426	0	NONE
R15_1_M8_B0B3_J1	R15_1_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.0025076498389644693	0	NONE
R15_1_M9_B0B3_J1	R15_1_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72713294893158731	0.98273376617417096	-0.0024955807747169064	0	NONE
R15_1_MA_B0B3_J1	R15_1_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72884181638401391	0.98572282852092641	-0.0025042278459951176	0	NONE
R15_1_MB_B0B3_J1	R15_1_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72950659994933342	0.98798229564851237	-0.0024920743988150252	0	NONE
R15_1_MC_B0B3_J1	R15_1_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72449758490138183	0.98174227290788141	-0.0024987656827318828	0	NONE
R15_1_MD_B0B3_J1	R15_1_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72550926279041794	0.98159357639833977	-0.0024867679259143712	0	NONE
R15_1_ME_B0B3_J1	R15_1_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72733841370415309	0.98326168814418968	-0.002495357057590426	0	NONE
R15_1_MF_B0B3_J1	R15_1_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72814086261938271	0.98548113070536936	-0.0024832753079480838	0	NONE
R15_3_M8_B0B3_J1	R15_3_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.02256884855068024	0	NONE
R15_3_M9_B0B3_J1	R15_3_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72855744914935372	0.98726501181097415	-0.022244862271130535	0	NONE
R15_3_MA_B0B3_J1	R15_3_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73291412701401837	0.99698464194551184	-0.023650883320580518	0	NONE
R15_3_MB_B0B3_J1	R15_3_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73340222130920762	1	-0.023483938590647124	0	NONE
R15_3_MC_B0B3_J1	R15_3_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72071162967098157	0.98215034487096065	-0.022329186377414979	0	NONE
R15_3_MD_B0B3_J1	R15_3_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.724028030278144	0.98172492519998833	-0.021915273761188122	0	NONE
R15_3_ME_B0B3_J1	R15_3_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72951988586378269	0.98952002884945067	-0.022234288305562549	0	NONE
R15_3_MF_B0B3_J1	R15_3_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.7313820360889155	0.9967516485004938	-0.023407620283929845	0	NONE
V001_M8_B0B3_J1	V001_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155559	0.98153895138654679	-0.035112316579714774	0	NONE
V001_M9_B0B3_J1	V001_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72656702202681045	0.98131183237407382	-0.035061643624580488	0	NONE
V001_MA_B0B3_J1	V001_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72551985052514956	0.98302676996598837	-0.033829798470849708	0	NONE
V001_MB_B0B3_J1	V001_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72625177645857864	0.98264316984184441	-0.033648267429892069	0	NONE
V001_MC_B0B3_J1	V001_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72864092334129549	0.9880452693239844	-0.036586506429354036	0	NONE
V001_MD_B0B3_J1	V001_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72836170580281234	0.98881874838822859	-0.03656835215401983	0	NONE
V001_ME_B0B3_J1	V001_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73020810748494569	0.98316450589919502	-0.035467671743945162	0	NONE
V001_MF_B0B3_J1	V001_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72982582789724415	0.98396029403481144	-0.035357609834757379	0	NONE
V002_M8_B0B3_J1	V002_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.030436241125579168	0	NONE
V002_M9_B0B3_J1	V002_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72761139220381466	0.98338226764519454	-0.03011406861979082	0	NONE
V002_MA_B0B3_J1	V002_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72507533435853755	0.9823463130706066	-0.029752220980451174	0	NONE
V002_MB_B0B3_J1	V002_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72702048684123166	0.98316785566418308	-0.029236789805523595	0	NONE
V002_MC_B0B3_J1	V002_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72866839031512554	0.98707938916284099	-0.031737638414825929	0	NONE
V002_MD_B0B3_J1	V002_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72958413665596777	0.99005463371258096	-0.031559404931433041	0	NONE
V002_ME_B0B3_J1	V002_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72958344507714379	0.98201376643407856	-0.03111978035413417	0	NONE
V002_MF_B0B3_J1	V002_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.73054505820979043	0.98489114713605497	-0.030844362601928108	0	NONE
V003_M8_B0B3_J1	V003_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.026094171061024667	0	NONE
V003_M9_B0B3_J1	V003_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72511464853521124	0.98012774060984864	-0.025888810422180362	0	NONE
V003_MA_B0B3_J1	V003_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72442248756002015	0.98167542135586061	-0.025838885249763268	0	NONE
V003_MB_B0B3_J1	V003_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72310289872176414	0.98025840886706994	-0.02547256998413637	0	NONE
V003_MC_B0B3_J1	V003_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72853865982095101	0.98611629880920171	-0.027230132602174623	0	NONE
V003_MD_B0B3_J1	V003_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72737325235569006	0.98409810827959221	-0.027152628543613444	0	NONE
V003_ME_B0B3_J1	V003_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72811436634748661	0.98101662057333117	-0.026962688634094924	0	NONE
V003_MF_B0B3_J1	V003_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72697616123240605	0.97912266790817382	-0.02684346512292634	0	NONE
V004_M8_B0B3_J1	V004_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.022086106386051279	0	NONE
V004_M9_B0B3_J1	V004_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72818236502908074	0.98569777230338274	-0.021800121236949729	0	NONE
V004_MA_B0B3_J1	V004_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72367888216622822	0.98101391989654363	-0.021972751027971388	0	NONE
V004_MB_B0B3_J1	V004_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72609203457383409	0.98125926194939195	-0.02156078866967966	0	NONE
V004_MC_B0B3_J1	V004_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72829318852268543	0.98515596229246116	-0.023064741625773193	0	NONE
V004_MD_B0B3_J1	V004_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72937130499802294	0.99047520210769247	-0.022915824130074123	0	NONE
V004_ME_B0B3_J1	V004_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72655983975002114	0.98016803726924417	-0.022982283311850888	0	NONE
V004_MF_B0B3_J1	V004_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72809822765565679	0.98525225680331252	-0.022768217931505214	0	NONE
V005_M8_B0B3_J1	V005_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654657	-0.01841204710065901	0	NONE
V005_M9_B0B3_J1	V005_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72535186916052152	0.98228566202050949	-0.018252707432632329	0	NONE
V005_MA_B0B3_J1	V005_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.7229181594052051	0.98036163849318048	-0.018372303649223626	0	NONE
V005_MB_B0B3_J1	V005_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72179334110649085	0.98110498432678017	-0.018213966898998249	0	NONE
V005_MC_B0B3_J1	V005_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72795412379649027	0.98419834419917474	-0.01924222181047186	0	NONE
V005_MD_B0B3_J1	V005_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72747726514204081	0.98180947308131528	-0.019156817023600375	0	NONE
V005_ME_B0B3_J1	V005_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72504525398120145	0.97946349471861394	-0.019234991380225878	0	NONE
V005_MF_B0B3_J1	V005_MF_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72428220113642372	0.97965196730944204	-0.019150007419225363	0	NONE
V006_M8_B0B3_J1	V006_M8_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72624917337155581	0.98153895138654679	-0.015071993204847849	0	NONE
V006_M9_B0B3_J1	V006_M9_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72729015762617422	0.98336086243776466	-0.014987725323494527	0	NONE
V006_MA_B0B3_J1	V006_MA_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72212737815371952	0.97971841149828298	-0.015077406877579901	0	NONE
V006_MB_B0B3_J1	V006_MB_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72328780613078314	0.97918594368579448	-0.014994565893249658	0	NONE
V006_MC_B0B3_J1	V006_MC_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	1024	0	1	0.72754823619476328	0.98324340966062096	-0.014994310989106481	0	NONE
V006_MD_B0B3_J1	V006_MD_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72820829896872563	0.98610028955304208	-0.015724195438833584	0	NONE
V006_ME_B0B3_J1	V006_ME_B0B3	J1_GENERATOR_COEFFICIENT_JOIN	CROSS_SECTOR	FORCED_SINGLE_REGULAR_NULL_GRAPH	4096	0	1	0.72358743857750107	0.97889892225341646	-0.015804128545496742	0	NONE
