configuration_id	ricci_min_singular	curvature_min_singular	shear_min_singular	twist_norm	mixed_curvature_max_abs	ricci_rank	curvature_operator_rank	shear_rank	twist_rank	ricci_status	curvature_status	rank_threshold
R07_0_B0_P0	0.005174235415691398	0.0059396196194991605	0.0013254261534801051	0.0050073296969986355	0.018232166023421596	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_0_B0_P4	0.005327609976567992	0.005979748669917688	0.0036807729102051813	0.008157386248973462	0.018310150068544917	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_0_B1_P1	0.001807703581423869	0.0031006951926803943	0.001071406494706633	0.02293571035331413	0.020109464890374653	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_0_B1_P5	0.0013829861897671901	0.003347687322539154	0.0013511341627535744	0.028370706002489948	0.019393844531275805	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_0_B2_P2	0.0014118050079650459	0.002373134852537007	0.002140375371423386	0.020355272131247173	0.021502508527922452	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_0_B2_P6	0.0024289962249440683	0.001384792987450699	0.0015284944864945142	0.015931540423232464	0.022022959717446312	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_0_B3_P3	0.002583454684144772	0.006350627744311881	0.006831123542825828	0.004091810856410629	0.015096783040670686	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_0_B3_P7	0.0023573244678199417	0.00611289573352051	0.006554441256321065	0.007528560065677614	0.014837321669718902	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B0_P0	0.010955291762829993	0.01144966603704798	0.0026508523069602103	0.010014659393997271	0.03641294933585209	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B0_P4	0.011585150502460548	0.011573444029197858	0.0073641076399371405	0.016402528423159046	0.03673187344756809	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B1_P1	0.008734505149903489	0.006083030522891047	0.001980335149251641	0.04580316431133731	0.04376783509589355	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B1_P5	0.006665245743232688	0.006999954137121492	0.0026207036022353916	0.05634177253735489	0.040662556204053034	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B2_P2	0.0020146469472108277	0.0052465100323094635	0.00387525869494175	0.040828436261009675	0.042959708449186805	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B2_P6	0.0058829753284196954	0.0012971041104494394	0.0041163124951950686	0.03215038816580116	0.04504798979103159	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B3_P3	0.001903274736305157	0.012776355157406716	0.013658081248196846	0.008207868418410532	0.028682364769866298	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_1_B3_P7	0.001029140309829816	0.012017252774807282	0.01323507170881276	0.015134117415727245	0.02771977661854289	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B0_P0	0.025483762231310114	0.021319871270326474	0.0053017046139204205	0.020029318787994542	0.07262036782773977	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B0_P4	0.028112035937944865	0.021468755486390698	0.01473936270815982	0.033157172820989074	0.07395291078364191	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B1_P1	0.04001572678177356	0.011375944880261913	0.003313866621014958	0.09134785947961536	0.10226578338077115	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B1_P5	0.013891211956987703	0.014507934875943604	0.0049146743841176396	0.11110136365593075	0.08796017646122574	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B2_P2	0.0011403303014665364	0.014449249712548792	0.006117202735865494	0.08214490223604429	0.08574170794097805	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B2_P6	0.01521259605426549	0.000903591794251445	0.012520933478461112	0.0654774083992779	0.0941471595356324	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B3_P3	0.006883373569367796	0.02577892047607117	0.02729866068106935	0.01651298015878218	0.06202475036862403	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_2_B3_P7	0.009534001614444445	0.023644773672116995	0.02697608462246578	0.030577726365638	0.06119888146114163	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B0_P0	0.045283488401043556	0.029926366891022602	0.007952556920880602	0.030043978181991816	0.10862225547566307	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B0_P4	0.04549637655535265	0.02934160973059833	0.02212741260484797	0.05026606032580111	0.11175126560811675	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B1_P1	0.06583570608664346	0.015309148352296149	0.004006558282887537	0.13666340292069018	0.17657152501510417	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B1_P5	0.0014943647475655806	0.021264344529990948	0.006881406237198703	0.16431270690032349	0.1402988061436432	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B2_P2	0.0024391655745278087	0.030583950434014184	0.006702815444336591	0.12398183264681971	0.12835181169797788	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B2_P6	0.026888157444208857	0.0022769243163256736	0.025320383462376212	0.10003343951048788	0.1473840687045427	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B3_P3	0.019795570365084256	0.03831656294594504	0.04092003977130443	0.024915840708886146	0.11483450113308313	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_3_B3_P7	0.02196273992943905	0.03437702331228486	0.04122863609081457	0.04633375631658214	0.10723256986058748	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B0_P0	0.06182005127714459	0.037639211817746834	0.010603409227840841	0.040058637575989084	0.14441861227962197	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B0_P4	0.06090538825910061	0.03481519321449307	0.029529660197453424	0.06773122924668609	0.1502190572455944	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B1_P1	0.10155359579522649	0.017431414276311345	0.004063985283385474	0.18177942032056316	0.2677776834968829	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B1_P5	0.027581478901568878	0.026345602724180302	0.008521026509297409	0.21601169576851653	0.19626974516671825	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B2_P2	0.010086549089048684	0.04105844167516983	0.0056085843392784255	0.16637086734467477	0.17079335776313914	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B2_P6	0.040138045382955206	0.0003887625273006059	0.04262830041515611	0.1358671237916494	0.2048470797520785	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B3_P3	0.03188247391291618	0.049323084746272956	0.05452048516875211	0.033416943747957985	0.18225522027913993	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R07_4_B3_P7	0.02868397111909056	0.043100529444641565	0.05600446490294192	0.06240501977488014	0.16480198466169171	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B0_P0	0.006108614534833095	0.00038593066744554977	0.014116810633174217	0.02279327576586764	0.015353937540341193	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B0_P4	0.005705227147730257	0.0005792925932134587	0.014739040206986445	0.028976445866485952	0.015306598945321447	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B1_P1	0.0037671212706434296	0.005063397377424284	0.012334058226276989	0.013242217939883883	0.0239677801019355	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B1_P5	0.003407050618626552	0.004974342613930985	0.01774821341491336	0.02613299964977236	0.024357452775164014	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B2_P2	0.004324360980569676	0.0012161269903666401	0.00623991425302905	0.031487413795102136	0.023344893351039415	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B2_P6	0.005233125208906698	0.0006887387005708969	0.01825009451234423	0.032996918797188975	0.02329989523763262	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B3_P3	0.006130121805794362	0.005641470077725379	0.0052698913055084905	0.03107319305262204	0.009020036873921777	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_0_B3_P7	0.00581938414724809	0.005467659852059263	0.002484628539477257	0.029203180844032624	0.008785845759425065	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B0_P0	0.015026324645350152	0.0030340013689897456	0.028233621266348433	0.04558655153173528	0.03397892345146913	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B0_P4	0.014992893042900137	0.003907599574262725	0.029357999272405642	0.0578449486797531	0.033798516868474876	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B1_P1	0.010291054828037815	0.0108663190693751	0.024761273185333426	0.02648012100652126	0.04748988837114102	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B1_P5	0.008730632520439615	0.010689890934102369	0.03525328536521118	0.05172339097101778	0.04915337663780996	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B2_P2	0.009834457497217864	0.0009725644648262959	0.012434736788327122	0.06286401274911828	0.04650763768991732	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B2_P6	0.013275896137548449	0.0012996597047420428	0.036372401146908664	0.06609354578226197	0.04635977526392441	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B3_P3	0.010543847604712825	0.011618983980284374	0.010567562040828383	0.06219336681689199	0.017632818835061924	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_1_B3_P7	0.00929669604714095	0.010958736446246986	0.005211312775810316	0.058535057400031086	0.01797089258509381	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B0_P0	0.029958691734670223	0.012688052355309077	0.05646724253269687	0.09117310306347055	0.0810420403860852	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B0_P4	0.029794974733992962	0.013703213184697232	0.05824169562813937	0.11525812634650409	0.08039963358697955	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B1_P1	0.03217332901141218	0.024870682614189232	0.04989993663284723	0.052949931935019935	0.09328032338596118	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B1_P5	0.02523720180184997	0.02529052396331919	0.06961605453510271	0.10130595998396974	0.10076556443380776	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B2_P2	0.025585590825974523	0.0021216162983628242	0.024696250957401016	0.1252891684385174	0.09212015820696362	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B2_P6	0.037818650469651494	0.011801554859654177	0.07232165563944044	0.13258592589107668	0.09176330542675298	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B3_P3	0.013529221253056695	0.024881343974315368	0.02124657960549348	0.12457501964991327	0.037709750004100644	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_2_B3_P7	0.008515732546613313	0.02243152810390729	0.011414527477828429	0.1175856555458355	0.038913926120873736	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B0_P0	0.04520471128911665	0.011316915909205746	0.08470086379904532	0.13675965459520584	0.14118935080384823	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B0_P4	0.04444983085958073	0.01499316103885409	0.08666253421751324	0.17223953542255807	0.1399449401958267	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B1_P1	0.061738904771897765	0.04217639789809884	0.075425329129849	0.07942333762120972	0.13753740362158381	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B1_P5	0.050393704304730676	0.04450657571007875	0.10325132703818887	0.14881011739609123	0.1562551661117563	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B2_P2	0.04953385362433213	0.0067348352477349365	0.03679878651215153	0.18728434891639498	0.13650070479272447	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B2_P6	0.07384687459050587	0.02788984591690792	0.10801988766502398	0.19947714345285902	0.13615567923121993	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B3_P3	0.007508953802414193	0.040322075092474804	0.032037727790030945	0.18714568209688995	0.06022722683543571	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_3_B3_P7	0.003985303042531547	0.025532716757733293	0.0186520075854938	0.17715329368726773	0.06258977634611493	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B0_P0	0.060614311489051206	0.004605960851712811	0.11293448506539373	0.1823462061269411	0.21442085470475813	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B0_P4	0.058212806848303864	0.011926917162848497	0.11463099916025188	0.22878917836679097	0.21260603891579205	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B1_P1	0.0759330805220661	0.06270619104160162	0.1013464169052422	0.10591424399328342	0.18042648807178546	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B1_P5	0.08644184163253699	0.0674025196561846	0.13632189456856073	0.19430366778414954	0.21711131774781886	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B2_P2	0.0692448314713585	0.011741781591737317	0.048756512732096344	0.2488585596440166	0.1793062599636182	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B2_P6	0.11695287443279227	0.04568683443444228	0.14363219174509137	0.26676720155663036	0.17937662412619657	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B3_P3	0.008854509580468474	0.058251800419620484	0.04294168058297826	0.24990607338304818	0.08518182926177968	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R08_4_B3_P7	0.030384579898286912	0.017596877045708465	0.02695898042392882	0.2372394449597105	0.08873996832345118	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B0_P0	0.003820440531503167	0.006744822064324063	0.00423806128516593	0.032129329853041684	0.014607820397162623	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B0_P4	0.0036020750630209437	0.006619762919667094	0.004668552382174763	0.03883932938012329	0.014375993206358254	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B1_P1	0.004085698257070295	0.010086760639862408	0.006227031011442706	0.0211248709484459	0.018700137816804834	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B1_P5	0.004380920822843753	0.010437747991664501	0.007683561354126885	0.02262120912574735	0.01953636558393985	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B2_P2	0.0005575211223101638	0.0039047017277061688	0.0035182391682474206	0.029579706577063387	0.011250082437937766	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B2_P6	0.001985947757883136	0.0036880831334753627	0.008021897380570768	0.03607351974256904	0.011718743439130317	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B3_P3	0.007503525679522661	0.0001630372742761744	0.0025990604911095834	0.03297447749946582	0.024639405448513795	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_0_B3_P7	0.007062978602723497	0.00010140472165339811	0.0017804198034791117	0.03393145318061831	0.025385136428131134	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B0_P0	0.008306732834170966	0.013783092771004764	0.00847612257033186	0.06425865970608337	0.02904004687032735	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B0_P4	0.0074086401990785065	0.013302221892917564	0.009394690457042002	0.077771148674587	0.028110463441238947	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B1_P1	0.010119809610589744	0.020310702020521904	0.012319576779751863	0.04193888917266719	0.03793347975073587	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B1_P5	0.01161577366076015	0.021877562959482837	0.015515201631287227	0.04480825029528299	0.041500402741337324	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B2_P2	0.004272280198996249	0.008916024748786078	0.007346288722559854	0.05926919570288913	0.02513832700610887	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B2_P6	0.007463581888184704	0.007359298424697569	0.01643417416283864	0.07220351623497112	0.02704925650455274	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B3_P3	0.010158842705807917	0.0012818875109718453	0.005133087446774608	0.06586087933570785	0.049827397462955066	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_1_B3_P7	0.008550293534168528	0.00010567029032101149	0.003855052888633004	0.06752191497870015	0.05288334617397613	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B0_P0	0.02005761200187526	0.026955577932426804	0.01695224514066372	0.12851731941216674	0.05882759355535224	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B0_P4	0.016369190213397597	0.024037876223680907	0.019016911061191397	0.15591239205951102	0.056126001756060424	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B1_P1	0.022327548621665295	0.03905153325146081	0.024097744295209073	0.0826349024579213	0.0780636963928824	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B1_P5	0.029237057360497802	0.04527278733720091	0.03164152875645616	0.08791043250604945	0.09414788331514047	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B2_P2	0.024570212636042622	0.020572603407054503	0.015924529917141366	0.11898055519306613	0.060445546527918496	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B2_P6	0.0332405790431707	0.015027799902762191	0.03444696714539652	0.14465977230922364	0.06841357174785125	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B3_P3	0.0015497919173880345	0.006187864337806717	0.010008077388818154	0.1313695716511032	0.10178657272272704	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_2_B3_P7	0.0033896965648208583	0.0013941350335432245	0.008938498180052063	0.13368018196942952	0.11467739228591357	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B0_P0	0.03722684551426407	0.036307817271792935	0.025428367710995558	0.1927759791182501	0.0940317405853859	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B0_P4	0.028976111370034092	0.030204665733578055	0.028861023557145652	0.23442399866152325	0.08744350822043773	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B1_P1	0.027450420628421245	0.054609097189760245	0.035326450128872096	0.12208915072005731	0.12051927531021994	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B1_P5	0.04216962079333544	0.06452132496587422	0.048416696659720065	0.12937077198397104	0.16090770723500958	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B2_P2	0.06420821527935908	0.033317540275257816	0.025720017065981468	0.17914008943316187	0.10513465605098107	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B2_P6	0.07753968909514779	0.02322305957545996	0.05407099473266938	0.2174221958270056	0.12388498026488383	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B3_P3	0.02410728179054089	0.015121156318795058	0.014629008324726278	0.1965263097654207	0.15575475841258124	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_3_B3_P7	0.030063315353451324	0.0056241526105092815	0.015356441382076425	0.1984754524187242	0.18652303550232607	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B0_P0	0.062156370013287714	0.04645480764797073	0.03390449028132744	0.2570346388243335	0.13309612111699126	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B0_P4	0.04776545804902595	0.039306108212849224	0.038921350111025134	0.31330623444874706	0.12047806506521146	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B1_P1	0.023344327571168257	0.06720675016163566	0.04599578961281773	0.16030281368524638	0.16543005304668326	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B1_P5	0.04772361928773025	0.07397389207509507	0.06587865392313894	0.16925854313684402	0.24486469325120125	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B2_P2	0.12273149700201932	0.04668199839678416	0.036717831527272995	0.23975371989673366	0.15838857658242061	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B2_P6	0.11429348421311634	0.03223173285989262	0.07533646157386903	0.2905437901872143	0.19873641504625641	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B3_P3	0.06246218955455842	0.029106515884263415	0.018999863394103835	0.2613313290068871	0.21161295499850127	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R09_4_B3_P7	0.05732896031300571	0.015520565035205878	0.02321967420357415	0.2619084048989661	0.26994975727336784	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B0_P0	0.010049765929838144	0.0005139817855495288	0.0061992210047047734	0.023191243333661758	0.019855137322431344	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B0_P4	0.009867221619872952	0.00041733778566695185	0.004412154086634475	0.026972084863192518	0.01963587868966169	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B1_P1	0.010444027771351495	0.0022228880417446226	0.007156048889210063	0.028548827711918332	0.02467236366432955	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B1_P5	0.010376938272162128	0.00249255960374348	0.010375961342663803	0.02546077162640483	0.025813937935166557	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B2_P2	0.011068241606005022	0.0004206372563834051	0.00023114816813423955	0.016889757822215107	0.01901742582612066	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B2_P6	0.009507955773747478	0.0008352921282460882	0.002616497007469755	0.021542718479118556	0.01922303119521094	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B3_P3	0.007198279327592751	0.004403378578562812	0.00235040165687396	0.01194663943315962	0.015479938072477717	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_0_B3_P7	0.008030839055064447	0.004261993076182138	0.000889636274447058	0.019318595894802414	0.015256147228393673	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B0_P0	0.018016883552563437	0.0001280224127831361	0.012398442009409547	0.046382486667323516	0.03872750197351512	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B0_P4	0.017342942705889767	0.000508405787195643	0.008832296267025072	0.05392670204740093	0.03788344722856477	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B1_P1	0.02379337845434142	0.0037004337156879195	0.014205245584266571	0.057449087311605404	0.04920186471996009	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B1_P5	0.02338674418025894	0.004684913665204139	0.021382273014928753	0.05121995208025293	0.05390891639809995	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B2_P2	0.023604469813046057	0.000265886383833911	0.0008611933829755037	0.03357415847119295	0.037285925848596	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B2_P6	0.017248693268970668	0.0013662479700802743	0.005363212394402424	0.04312589554440744	0.03817822367195674	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B3_P3	0.011290658404087826	0.011398310620636655	0.004706162710358583	0.023888350142642418	0.03165655215422849	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_1_B3_P7	0.014566695332996699	0.011012527091227345	0.001887154563541173	0.038805629343861996	0.030749222247598882	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
R10_2_B0_P0	0.02722716448428635	0.00387218280147875	0.024796884018819094	0.09276497333464703	0.07352391326164004	4	6	2	1	NUMERIC_CLASSIFIED	NUMERIC_CLASSIFIED	1e-09
