configuration_id	design_id	design_kind	direction_id	radius	halton_index	bank	point_id	configuration_sha256	metric_jet_sha256	alpha_0	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	beta	determinant	inertia	identity_residual	latent_to_slot_rank	latent_rank_status	scalar_curvature	ricci_rank	ricci_rank_status	curvature_operator_rank	curvature_rank_status	riemann_max_abs	ricci_max_abs	weyl_max_abs	weyl_trace_residual	ricci_square	riemann_square	weyl_square	mixed_curvature_max_abs	time_derivative_activity	depth_derivative_activity	angular2_derivative_activity	angular3_derivative_activity	expansion_0	expansion_1	expansion_rank	shear_rank	twist_rank	twist_max_abs	shear_max_abs	phi	phi_gradient_norm	phi_gradient_max_abs	phi_horizontal_support	phi_vertical_support	phi_hessian_max_abs	dphi_class	geometry_class	numeric_uncertain	retained	physical_merit
R01_2_B0_P4	R01_2	RADIAL	D01	0.5	-	B0	P4	e2ca7d23d5ad9f303237da01d286cede58d88f3d97d48508ea6641b0c55322f3	b7045a89a9a5cccd525e192fa4413958679fe1d62c335cdc549569caf6a72cfe	-0.5	0.5	0.5	0.5	0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-1.4667906381441487	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.041998303570718064	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1196244412260375	0.11634686502544779	0.08407315482222559	2.7755575615628914e-17	0.050306497579584664	0.11053510461636185	0.010510061958131953	0.1196244412260375	0.18488297989020622	0.10491922567703213	0.14301172957987351	0.1723675999913573	-0.10084009264302293	0.1193961549135555	1	2	1	0.11559220035825732	0.09068134816685647	-0.24055757205145434	0.0011424231975294139	0.06492504409171077	0.05753141534391534	0.06492504409171077	0.044444444444444446	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_2_B1_P1	R01_2	RADIAL	D01	0.5	-	B1	P1	e9a339271f4070054e2d267a67c30ffb65d4b2469f3eb838b831dc68899452a9	573400a9089de7e2faff8e8d3ed79de53098bcfa092abe073093f5172e867188	-0.5	0.5	0.5	0.5	0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-1.4843841909209137	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.16281859285196673	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.12603715600596974	0.112381558883999	0.16244072038415092	3.469446951953614e-17	0.03142404576409456	0.19347259185785196	0.13946113172242747	0.12603715600596974	0.13168637394764288	0.12590673388638274	0.13941165761785657	0.13552239584141873	0.03933721252357679	-0.08445522424768517	1	2	1	0.043092289791238	0.12186609746059224	-0.019847993827160498	0.0034447300718289152	0.04875	0.04875	0.037291666666666674	0.05	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_2_B1_P5	R01_2	RADIAL	D01	0.5	-	B1	P5	f2f48c1720046fdf0b832977ea9528aeb0e825acb417a40ffb39c178af98f861	0c81453585e8cba98a275baa779705f6eb74b79c64ec22225488b063f1fcdef1	-0.5	0.5	0.5	0.5	0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-1.4251905948597607	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.16571596224433838	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.11745309292346602	0.10347348570997442	0.1419297505914976	5.551115123125783e-17	0.03009297686152352	0.1952038716423446	0.14417184463348687	0.11745309292346602	0.14278056206778	0.16355801415640928	0.15916910275552865	0.10972612704090104	0.03561658021833562	-0.1070608076488912	1	2	1	0.07782681398605394	0.1328265671951361	0.014120370370370373	0.005787645704739726	0.051736111111111115	0.051736111111111115	0.05034722222222223	0.05	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_2_B2_P2	R01_2	RADIAL	D01	0.5	-	B2	P2	ecd38b7dffc7c8a09690a445d689289672857185a0ec79edc0cd64f0adc8ee71	a158dee89a34fda184cd3f89774561b3c4a786a0110e1a702830b6dded274ec1	-0.5	0.5	0.5	0.5	0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-1.4495970022343878	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.013661454093144593	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.13864724365439424	0.13563667219161585	0.08400441109091263	4.163336342344337e-17	0.001817513193126074	0.06372400116398812	0.060151186553715486	0.1386472436543942	0.22896105061855304	0.1334445849520301	0.13899996286441613	0.07261786430031153	0.011196911240165988	-0.026621941730267218	1	2	1	0.10487787849540536	0.1382664223842641	0.24133882905013856	0.006311052439638736	0.07738095238095238	0.03827380952380953	0.07738095238095238	0.03333333333333333	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_2_B2_P6	R01_2	RADIAL	D01	0.5	-	B2	P6	0c85d88d4dff9e8b04f51a4f1c08dc6467d3269f0000716652cabff17ce7a07c	81761874a036b401587e3fdd39088ed4ee76660dd5990b09fa6c8c9fb400e423	-0.5	0.5	0.5	0.5	0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-1.4790221690610839	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	-0.011715302572052763	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.13579233264151228	0.1296203863223084	0.07571643639351688	4.163336342344337e-17	0.01262491343682546	0.11262897538833593	0.08742489795280323	0.1357923326415122	0.15267582717732284	0.11767599509685717	0.13796008479878574	0.11113843981369842	-0.01699882115912208	0.026208697702331956	1	2	1	0.13333631615797897	0.05835537646051295	0.2675925925925926	0.01323664323971198	0.08506944444444445	0.08506944444444445	0.052777777777777785	0.03333333333333333	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_2_B3_P3	R01_2	RADIAL	D01	0.5	-	B3	P3	7729fa73ae211a3b0a90fdc5b7f07d0308297765fd562d3adcb3e96bdb1ddbcc	e1bfdfd6310b3058f7d0319c59be440e2b1373f5800cdc9aca134cbc74f3395b	-0.5	0.5	0.5	0.5	0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-1.4889230529920483	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.17723611042105963	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.09786608998026539	0.2309238704252771	0.06637900868863983	3.642919299551295e-17	0.05903905440589694	0.11226971581918606	0.0046624866197876634	0.09542567612216196	0.20128121845509228	0.10764264390329038	0.1852995965469433	0.08023809523809525	0.10273277406380805	0.019518526493679345	1	2	1	0.123992368837061	0.05537294576968854	0.13257046012849585	-0.0025180546850617444	0.08714285714285713	0.08714285714285713	0.05721726190476191	0.03888888888888889	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_2_B3_P7	R01_2	RADIAL	D01	0.5	-	B3	P7	47586ccc390507c57be27ad2d217155dcf1fdd5dcc8153b300fa208e1dc4d78a	12b90f223ad1e0da302f16cf5d8457fb11ce8b9b7f9d15266698e75021ac2c6a	-0.5	0.5	0.5	0.5	0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-1.7232249925163017	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.19207993886806113	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10611928208698715	0.2332634759045028	0.06875150205627813	4.163336342344337e-17	0.056740678582930804	0.10095528895975378	-0.00022783390092164868	0.10611928208698715	0.21068866609911113	0.11275825399743253	0.20296485719537855	0.1022640893931358	0.09361123971193414	0.021608667695473253	1	2	1	0.11579239540466392	0.08681872194567625	0.16296296296296298	-0.0026466546092944847	0.09351851851851851	0.09351851851851851	0.05277777777777778	0.03888888888888889	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B0_P0	R01_3	RADIAL	D01	0.75	-	B0	P0	2dabe261b9ad5b66eb7a46c650d6b6285c01e5be57860d21b561664ab91c3481	d0ec1184d2eab8bd8049a770171119a0dd22d72014688f57a3da7f534f0864b9	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.04896511334352219	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.19868858275498288	0.17521544520298052	0.1337885351640065	4.163336342344337e-17	0.13113164249644688	0.3091431939615537	0.04767910307690792	0.19868858275498288	0.26403994597315733	0.16921107642550257	0.22246860130624582	0.2441634565670207	-0.13899999999999998	0.195125	1	2	1	0.13675	0.11997695375387718	-0.25	0.0036499508953946463	0.0875	0.07500000000000001	0.0875	0.06666666666666667	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B0_P4	R01_3	RADIAL	D01	0.75	-	B0	P4	97f1ab5bf001f3f396a9d65b674c255d68a96a59e900a73decddffc7a4c055a2	3fad54c3e5edba55f6139694ab881f6ffdb472fe4dff9d90d89237c663eba974	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.469048866870511	1,3,0	8.326672684688674e-17	10	NUMERIC_CLASSIFIED	-0.01060051159626256	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.19600039521162715	0.18532502786239058	0.1355641036348819	4.85722573273506e-17	0.13083354692027718	0.3192381463015244	0.057608509409670765	0.19600039521162715	0.27706921565088927	0.1572916279676933	0.2164318045045298	0.2558021410611275	-0.15162915107246303	0.17932661641264275	1	2	1	0.17394581472803666	0.1378195316547272	-0.23583635807718148	0.002417030817855076	0.09738756613756615	0.08629712301587301	0.09738756613756615	0.06666666666666667	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B1_P1	R01_3	RADIAL	D01	0.75	-	B1	P1	ac5bf5b5a57b3cce0d387515db9bf44d3589d8608142dd25bb8c2a0f4aacd8ad	951d1c89df3535493ff660d33b63c37c823ccf509a3edda01df5b83e82db68db	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.4955589252249435	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.24565168416658012	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.19901166741570678	0.17675868458371702	0.24770530905936725	4.163336342344337e-17	0.07917041912991644	0.4541408612560756	0.3159149396408688	0.19901166741570675	0.1984856791920266	0.18675568901334746	0.2101296946680931	0.20101846526289005	0.05889258234471445	-0.126499775390625	1	2	1	0.0648748395302855	0.18422742478772935	-0.029771990740740745	0.00766379511162968	0.073125	0.073125	0.055937500000000015	0.07500000000000001	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B1_P5	R01_3	RADIAL	D01	0.75	-	B1	P5	dc22f534508c6aef95462757d1dfec14a95fbb33e8abf1a2a6b869e6744e04f6	c0c5efa5348fd563c63edcda5b1283f73b7aabb5070c12b212fe16d29bdccedd	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.4069979671693902	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.25042205302890547	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1893494780548257	0.17416012128163647	0.20635359282228577	8.326672684688674e-17	0.0769022283272146	0.46036692634897997	0.3274662045756213	0.1893494780548257	0.2269149156299561	0.23804922689746655	0.23644429663666405	0.17560350402257793	0.05399407632458847	-0.1604119908211163	1	2	1	0.11396189396862137	0.21350900416374832	0.02118055555555556	0.01307427650632061	0.07760416666666667	0.07760416666666667	0.07552083333333334	0.07500000000000001	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B2_P2	R01_3	RADIAL	D01	0.75	-	B2	P2	70f83d2b840606b35b830fbed8cf01962681eaa208f23aa02e73c0efb79c4282	e958d6354db360994a87fa0734daf21f8660506daecf72adc32114ae70e74a3a	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.44329455021444	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.01205727108882107	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.22436115513796417	0.23084522688516923	0.13302172200542825	2.8243815064867953e-17	0.0007361160531364347	0.13092872931588576	0.12950495647164995	0.22436115513796417	0.3447620183541976	0.19592560533511424	0.20930157168143013	0.10934559130083736	0.0168476137824371	-0.03975405639310123	1	2	1	0.15581629804323352	0.21000556998066336	0.23700824357520786	0.0137540112731485	0.11607142857142858	0.057410714285714294	0.11607142857142858	0.05	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B2_P6	R01_3	RADIAL	D01	0.75	-	B2	P6	fe0532f2e3d71000a9fd8e79a63e9d84453574c59fa22930d1301d926460281c	198a3963c4943b3c2ef711d7f4901205c1bdc6e58f662ed888cee1a90ad37f4e	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.4874626654406822	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.04809023937690372	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.22127113419781103	0.21999219243741747	0.12599538253645579	4.5102810375396984e-17	0.046736754869700775	0.3365535429917091	0.24385092362675004	0.22127113419781103	0.23375372788438825	0.18461789726337144	0.2112232480883027	0.17436134741540632	-0.02542790316358025	0.04025255594135805	1	2	1	0.20116556552211934	0.08604826582724756	0.2763888888888889	0.032025112375420973	0.12760416666666669	0.12760416666666669	0.07916666666666668	0.05	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B3_P3	R01_3	RADIAL	D01	0.75	-	B3	P3	d1a73437c789e9622af98527fe7e80bdd3ac6b088196f8e8b780366913e4300b	6982eed079a650cf707b116dd66a19375cdcbb79a713c4b8f6b5125173372970	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.502423713502903	1,3,0	5.551115123125783e-17	10	NUMERIC_CLASSIFIED	0.2688439552478722	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.14486738560087173	0.33331682420572484	0.1042483288915021	7.632783294297951e-17	0.135229040595606	0.2639839659529151	0.017618242186143405	0.13844234957210064	0.30393770157610056	0.1621157766152914	0.27755853451729773	0.12035714285714287	0.15407615979833	0.02985950455125473	1	2	1	0.1860052629191015	0.08376699349511456	0.13635569019274377	-0.005699344843928845	0.1307142857142857	0.1307142857142857	0.08582589285714287	0.058333333333333334	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_3_B3_P7	R01_3	RADIAL	D01	0.75	-	B3	P7	95dc11668fbd0801a10fb49e0f7e27732054ce9e7b050836a5b78c41aad90460	c5fd151343f2a31db2d15cfb931f3de4c3480cbb7d3743f7d5a232900554a2dc	-0.75	0.75	0.75	0.75	0.75	-0.75	-0.75	0.75	-0.75	-0.75	0.75	-1.8706693281112805	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.30301890376212115	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1658043740595177	0.3384074024478032	0.11031081951509847	9.020562075079397e-17	0.12894260577951958	0.22838169446839585	0.0011033015884221124	0.1658043740595177	0.3233340961305594	0.17229873618099903	0.31013772512579824	0.15693994139670428	0.13827806712962964	0.03209519675925926	1	2	1	0.17324122299382716	0.13606576899675626	0.18194444444444446	-0.005583833268230499	0.14027777777777778	0.14027777777777778	0.07916666666666666	0.058333333333333334	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B0_P0	R01_4	RADIAL	D01	1.0	-	B0	P0	14422a0f6b7f234e0d1ea303de818d0df1fddd5264b1659df82d6919a55d751a	01f6b08e44ca5b692087b7d4899e322b37526351910b32850e9b6f15e181fbfc	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.18316429510714835	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2874357934998634	0.2484759725555239	0.19044851677237454	5.551115123125783e-17	0.27200291440011987	0.6721291303649691	0.13930635456543014	0.2874357934998634	0.3520532612975431	0.22561476856733675	0.29662480174166117	0.32555127542269435	-0.1853333333333333	0.26016666666666666	1	2	1	0.18233333333333335	0.15996927167183628	-0.25	0.006488801591812709	0.11666666666666667	0.1	0.11666666666666667	0.08888888888888889	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B0_P4	R01_4	RADIAL	D01	1.0	-	B0	P4	34ee4a5b082f23aa92e95e5edc36df763dd243fe8424a5981f8f8bf80bd9b6c0	44e875bdc1c2257bf1c984a8cdb653e362f48801aac37db7bf0b820cb6a74c1d	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.4713105723009428	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.10959281399299262	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2841992634900701	0.27711122078666595	0.19313253057956978	5.551115123125783e-17	0.27000384913957565	0.7027469093454887	0.16674273935930647	0.2841992634900701	0.36908559520904727	0.2096067671359541	0.2911507943436042	0.337429285556878	-0.20266421757385544	0.23941200060660298	1	2	1	0.2326711052249164	0.1861853880110589	-0.23111514410290865	0.0040247976975880066	0.12985008818342153	0.11506283068783069	0.12985008818342153	0.08888888888888889	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B1_P1	R01_4	RADIAL	D01	1.0	-	B1	P1	b9ece9c99af77fb33171e992f2d6a931e2ad57d082f7fd3f8b4f8ea5ed19f718	59e71b484669e654a46fa1a39e573efece26d3c643f1fdc1c0e290562a5468cf	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.5068177851128532	1,3,0	1.3877787807814457e-16	10	NUMERIC_CLASSIFIED	-0.3281995279125054	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2784496099440331	0.24689641767087755	0.33530892075554347	6.938893903907228e-17	0.15660710312699505	0.8370306639154006	0.5597214343687404	0.2784496099440331	0.2659285672519922	0.24755102775483015	0.28152906984348997	0.26503810188723553	0.07837246120541835	-0.1684222858796296	1	2	1	0.08681499249828534	0.24755863567222788	-0.039695987654320995	0.013468217489852793	0.0975	0.0975	0.07458333333333335	0.1	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B1_P5	R01_4	RADIAL	D01	1.0	-	B1	P5	2f4b46d340ebe15067de43870d86ebfeb9c53e68c3422394807ea4dc7906bb0a	8c43fcca0801d4344ef5d61b90c3e7b8e92e866068c4ab22c57f986d03c71423	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.3890375692618102	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.33340869078067653	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.27364583759524896	0.2576022030783056	0.2860888834382258	1.1102230246251565e-16	0.1575783513219301	0.8530842127670589	0.5749812951525641	0.2736458375952489	0.32064817928947453	0.32268136006995457	0.3360261652478085	0.24971426612873504	0.07275104309556471	-0.2136436935585277	1	2	1	0.1482447559442158	0.3050900943321561	0.028240740740740747	0.023365271588455354	0.10347222222222223	0.10347222222222223	0.10069444444444446	0.1	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B2_P2	R01_4	RADIAL	D01	1.0	-	B2	P2	0df283720ce1729a9298235c5458d373b118d4a21f1cad7cf763548e12311b51	1a8db6d2370b5e3ee3c8fde85758f99b0598c37b74a20b7f8e8679fa93293cb6	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.4370194995352803	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.0065923534052112764	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.3202066162470101	0.34422891865245425	0.1907043874996329	8.326672684688674e-17	-0.008049034196922919	0.19235439372283292	0.20846694849115271	0.3202066162470101	0.4614500500453384	0.26299412375138725	0.2801417081499342	0.14635466174284328	0.022533147606166704	-0.0527669335877355	1	2	1	0.20575437112447859	0.28349835442820065	0.23267765810027713	0.02370144742302256	0.15476190476190477	0.07654761904761906	0.15476190476190477	0.06666666666666667	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B2_P6	R01_4	RADIAL	D01	1.0	-	B2	P6	1329de0b0d8d225d95a2c8b1776b4a236fbab70fb565a838edda6fd32f492c83	5b3b2998aab96ede5cfbf526ee5f0f0753405e22aacd54112f36df77737fc7b9	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.495951330117297	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	-0.1060574059178247	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.3207108554601034	0.32715951797924353	0.20513843716713293	6.926825247208492e-17	0.12642200265298115	0.7868894669343246	0.5377948527450352	0.3207108554601034	0.3181224271643616	0.25745847853502773	0.28746002454610997	0.24315522972752615	-0.033810099451303144	0.054922753772290805	1	2	1	0.26976887574302694	0.12428922737169809	0.2851851851851852	0.06115972151401705	0.1701388888888889	0.1701388888888889	0.10555555555555557	0.06666666666666667	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B3_P3	R01_4	RADIAL	D01	1.0	-	B3	P3	ab0c1bb1472005c6ebf99a52b03b04eb706893f79a89bd0a78bd0a69761ac46f	e0a9e0822e18dc237bf68d35c8962757b923524e7e856f9def92370412c6bdf5	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.51604678989943	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.36291146225998866	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.19055647395236056	0.4266416695355897	0.1454222647747495	6.938893903907228e-17	0.2464112975249413	0.49459868076141145	0.04567766219142313	0.18030250575353254	0.40795604676172426	0.21702491728388434	0.3695576199935516	0.1604761904761905	0.20540421133459724	0.04058829248265389	1	2	1	0.2480292967768154	0.11263903966732738	0.14014092025699168	-0.010191531910045343	0.17428571428571427	0.17428571428571427	0.11443452380952382	0.07777777777777778	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R01_4_B3_P7	R01_4	RADIAL	D01	1.0	-	B3	P7	03cb2f75ab950d0d2a271a1034cda233dba8796cbddbd116c96ce212ea93dcee	f8d1d91d6a4ef5ba60ec15c57e2975d3ce86aa147047da7a71c951527a953ea3	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-2.03072944643542	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.4250426223681389	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.23053719962057623	0.43535209754306164	0.1575535263614495	1.0676952205141191e-16	0.2349255034215897	0.4162268668725524	0.006596270305902114	0.23053719962057623	0.4410718205680637	0.23402557388340212	0.4212460329901237	0.21408749185467424	0.18151903292181074	0.04236985596707818	1	2	1	0.2303918038408779	0.18938898707993546	0.20092592592592595	-0.009291548657309148	0.18703703703703703	0.18703703703703703	0.10555555555555556	0.07777777777777778	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R02_0_B0_P0	R02_0	RADIAL	D02	0.125	-	B0	P0	c90c35fd7e050b809b28ba4a73ba40ba2b8d3fc73a45f8e03c61e02d6386ae4e	e06753a9143e6855cf6c6a21b0838fed5df8a60239ff9ddac00068d0ba058b63	0.125	-0.125	0.125	0.125	0.125	-0.125	0.125	-0.125	-0.125	0.125	-0.125	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.019270686481841128	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.022782117461225104	0.03831371412136096	0.011731262407455787	4.0115480381963664e-18	0.0023609658080867013	0.006083751484700024	0.001485606321020428	0.022782117461225104	0.04400665766219289	0.023535179404250428	0.037078100217707646	0.040693909427836794	0.03516666666666667	0.015854166666666662	1	2	1	0.005	0.020418970278321798	-0.25	0.00010138752487207358	0.014583333333333334	0.0125	0.014583333333333334	0.011111111111111112	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R02_0_B0_P4	R02_0	RADIAL	D02	0.125	-	B0	P4	ae8e47d5f2a13fa603eb56117dd842e2e7ea440b9f310a5d42eacba243357745	1334995894b81120c834ca9bb8ad7767421b3cf6c3fffca94883fe62e765630b	0.125	-0.125	0.125	0.125	0.125	-0.125	0.125	-0.125	-0.125	0.125	-0.125	-1.4647579904886157	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	-0.01871695221916777	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.022472294027538767	0.03797132893164635	0.011710589724467505	8.487607383950391e-18	0.0023239334383126386	0.005982761758864573	0.0014516696490308387	0.022472294027538763	0.04632727243018945	0.023241397490731553	0.03527966269330933	0.04378523747324052	0.032228509221075174	0.011584200274620149	1	2	1	0.00693719275366331	0.01938606239154765	-0.2523606069871364	8.058491483854273e-05	0.01623126102292769	0.014382853835978836	0.01623126102292769	0.011111111111111112	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
R02_0_B1_P1	R02_0	RADIAL	D02	0.125	-	B1	P1	4ef579516387911946fe9f27c9bc44dda9dbae8d7dec3283ed8d39e1d122806d	e9326878a2c8ea0d0978ee16d6dac452258c091c47150a3f11e4dd6e1652c134	0.125	-0.125	0.125	0.125	0.125	-0.125	0.125	-0.125	-0.125	0.125	-0.125	-1.484317761633406	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.05355418411470981	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.024882313289396066	0.0592383802069378	0.01331838686352679	6.071532165918825e-18	0.0044956175975488805	0.006345087593496707	-0.001690130722870302	0.02488231328939606	0.032951734324400794	0.03237091005772226	0.03460138483014129	0.034843118800527206	-0.0053847187225383696	0.007373717873237099	1	2	1	0.021548909173659335	0.02574030133548565	0.004961998456790124	0.0002212858702174038	0.0121875	0.0121875	0.009322916666666669	0.0125	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
