premise_id	role	manuscript_anchor	documentation_status	scientific_snapshot	controlling_source	source_sha256	reviewed_source_sha256	source_review_id	source_section	upstream_ids	dependency_type	claim_polarity	scope_note	reviewed_manuscript_version
G270	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g270_completed_pair_transported_screen_ownership_2026-08-26/AUDIT_REPORT.md	167dd2299513f252f67795f4cdde63e3240bc6d5f0365e783dc4e39921c64a65	167dd2299513f252f67795f4cdde63e3240bc6d5f0365e783dc4e39921c64a65	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G269;G176	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G269	MAIN_ARGUMENT	Sections 4.10 and 6.2	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g269_null_transport_mutual_clock_screen_interlock_2026-08-26/AUDIT_REPORT.md	673a867b5b3c025a0cb07178edcabc5578a108e395834980ecaa4596febbb9f3	673a867b5b3c025a0cb07178edcabc5578a108e395834980ecaa4596febbb9f3	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G268	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G268	SUPPORTING_LEMMA	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g268_sech_relation_space_equivalence_and_operational_constraint_2026-08-26/AUDIT_REPORT.md	6b8fed1379f59777c2c74130b0a9dbfdfab2f60ad6ccc97201bfca67a20391ee	6b8fed1379f59777c2c74130b0a9dbfdfab2f60ad6ccc97201bfca67a20391ee	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G267	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g267_sech_mutual_clock_projection_consequence_classification_2026-08-26/AUDIT_REPORT.md	a1d53fb901892d65db3c30e57960eda1e9060233fecf206a37b85b2317ed0f75	a1d53fb901892d65db3c30e57960eda1e9060233fecf206a37b85b2317ed0f75	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G266	SUPPORTING_LEMMA	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g266_covariant_mutual_pair_even_channel_ownership_2026-08-26/AUDIT_REPORT.md	363ed6921beb538ceb744f39f50806447ac44604a07a3ff49414042732720621	363ed6921beb538ceb744f39f50806447ac44604a07a3ff49414042732720621	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G265	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g265_infinite_bare_c_mutual_pair_null_closure_2026-08-26/AUDIT_REPORT.md	b2f17879ad93375df50667d890041305a1cf5bb99763cfd4bb6af78c24c1358c	b2f17879ad93375df50667d890041305a1cf5bb99763cfd4bb6af78c24c1358c	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G264	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g264_negative_phi_native_selectivity_classification_2026-08-25/AUDIT_REPORT.md	f2795c0d3de1e90aaf42311e6d9f528b9bf0d6196dc4859dcf345b74f3cdac01	f2795c0d3de1e90aaf42311e6d9f528b9bf0d6196dc4859dcf345b74f3cdac01	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G263	SUPPORTING_LEMMA	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g263_pair_reversal_profile_sign_parity_2026-08-25/AUDIT_REPORT.md	6de06a7613591f233a3c3f29f24dc3f0918a07cff50095f68b5bcdf17172e9f2	6de06a7613591f233a3c3f29f24dc3f0918a07cff50095f68b5bcdf17172e9f2	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G262	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g262_reciprocal_clock_acceleration_mass_aspect_xmax_bridge_2026-08-25/AUDIT_REPORT.md	3185787dc90ea39c2c030af1dfab775b8d3ec317d12b418d314c43863215f141	3185787dc90ea39c2c030af1dfab775b8d3ec317d12b418d314c43863215f141	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G261	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g261_universal_metric_coupling_parent_operator_ownership_2026-08-25/AUDIT_REPORT.md	25448d5586d268cfec20b403ff77b6d344903b5d9974fb3376900cba0578c125	25448d5586d268cfec20b403ff77b6d344903b5d9974fb3376900cba0578c125	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G260	SUPPORTING_LEMMA	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g260_gr_quiet_angular_nondiscard_audit_2026-08-25/AUDIT_REPORT.md	a28ee2332cf3e14e619c0c332339079605ca81e566d7513b0caa2e29af67d102	a28ee2332cf3e14e619c0c332339079605ca81e566d7513b0caa2e29af67d102	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G259	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g259_metric_only_parent_operator_fork_classification_2026-08-25/AUDIT_REPORT.md	34b122ada58931f422261f4c2d0cd941cc1f04c3afa77e25e93dad0eef61c8e6	34b122ada58931f422261f4c2d0cd941cc1f04c3afa77e25e93dad0eef61c8e6	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G258	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g258_redshift_area_inverse_metric_reconstruction_2026-08-25/AUDIT_REPORT.md	07576ca255e2a623fa0a8c5b5b3d69204c6da49ac247684110d187be38fa7a13	07576ca255e2a623fa0a8c5b5b3d69204c6da49ac247684110d187be38fa7a13	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G257	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g257_gr_quiet_limit_embedding_audit_2026-08-25/AUDIT_REPORT.md	ad4135a3d4dd52bb6c1229695b341957a1066659e00beffd737b7fa2b0c0e82c	ad4135a3d4dd52bb6c1229695b341957a1066659e00beffd737b7fa2b0c0e82c	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G256	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g256_primary_state_value_closure_rank_2026-08-25/AUDIT_REPORT.md	8161b77ec436194a0aaa91c33bd671fd3d0b35051898beab8f25c35db473ff3c	8161b77ec436194a0aaa91c33bd671fd3d0b35051898beab8f25c35db473ff3c	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G255	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g255_g165_g254_lost_closure_recovery_audit_2026-08-24/AUDIT_REPORT.md	89fe41c4698c64b28362b93cacf9fa64654f58e43158d10497deb9eefe0a1c0f	89fe41c4698c64b28362b93cacf9fa64654f58e43158d10497deb9eefe0a1c0f	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G254	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g254_complete_timelive_solver_closure_audit_2026-08-24/AUDIT_REPORT.md	15cb6d872e3dd71a97bd5bd5bade8d842dc012c35140058f9a9743266a57a3ea	15cb6d872e3dd71a97bd5bd5bade8d842dc012c35140058f9a9743266a57a3ea	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G253	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g253_native_kernel_minimal_dependency_compression_audit_2026-08-24/AUDIT_REPORT.md	713a63d52c8f91d0da00c9bf04171135abae356ad0bdf24acac583dd6f8f4735	713a63d52c8f91d0da00c9bf04171135abae356ad0bdf24acac583dd6f8f4735	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G252	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g252_local_proper_clock_same_object_attachment_contract_2026-08-24/AUDIT_REPORT.md	6a22311cf8ab3c40943c34e9069e06c282e04b112bbd2821283ab4b9752e43b8	6a22311cf8ab3c40943c34e9069e06c282e04b112bbd2821283ab4b9752e43b8	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G249;G250	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G251	BOUNDARY_RESULT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g251_same_object_metric_attachment_ownership_2026-08-24/AUDIT_REPORT.md	40b9bf957f3c004fdbe6989f5ea999e01a07c72d12056e0028841bd0c198613c	40b9bf957f3c004fdbe6989f5ea999e01a07c72d12056e0028841bd0c198613c	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G250	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g250_absolute_scale_anchor_type_ownership_2026-08-24/AUDIT_REPORT.md	246a22c8b41d1d32466d775dccfc25ba4bd59e07b96f740d5ba1747cd6e5b7c4	246a22c8b41d1d32466d775dccfc25ba4bd59e07b96f740d5ba1747cd6e5b7c4	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G249	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G249	BOUNDARY_RESULT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g249_reciprocal_angular_absolute_scale_ownership_2026-08-24/AUDIT_REPORT.md	1bf802924dff09f176ab5d7a6b7c9ff34ed97e5a693d08110a44d1882d3557d8	1bf802924dff09f176ab5d7a6b7c9ff34ed97e5a693d08110a44d1882d3557d8	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G248	SUPPORTING_LEMMA	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g248_metric_regular_branch_measure_ownership_2026-08-24/AUDIT_REPORT.md	b429d1f3fe20322f03326515df2590d4f595405a0c7c729259fe2c36342347f6	b429d1f3fe20322f03326515df2590d4f595405a0c7c729259fe2c36342347f6	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G247	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g247_global_null_branch_network_descent_2026-08-24/AUDIT_REPORT.md	ca4a0cfa4137d0ee62000819868e58f5398fe4403e4535fa850a82050ba2f77b	ca4a0cfa4137d0ee62000819868e58f5398fe4403e4535fa850a82050ba2f77b	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G246;G226	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G246	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g246_two_observer_null_incidence_descent_2026-08-24/AUDIT_REPORT.md	72a434a7c58e72085fc67956ce2c7b6ec1cf2049bf32a4c3af28e21ea1aee308	72a434a7c58e72085fc67956ce2c7b6ec1cf2049bf32a4c3af28e21ea1aee308	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G220;G222;G245	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G245	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g245_metric_owned_observer_null_cone_field_2026-08-24/AUDIT_REPORT.md	bd3489768b13f62d87350763ce2f3ad3e50946b8ce6b808ab869f61df4a667a7	bd3489768b13f62d87350763ce2f3ad3e50946b8ce6b808ab869f61df4a667a7	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G244	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G244	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g244_metric_native_observer_sky_response_query_2026-08-24/AUDIT_REPORT.md	07f3d9a0b4a8d5d0428a345283a3d56da9a363ee129452aece6175eca5c6feb7	07f3d9a0b4a8d5d0428a345283a3d56da9a363ee129452aece6175eca5c6feb7	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G188	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G241	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g241_sne_anchored_native_tidal_bridge_2026-08-23/AUDIT_REPORT.md	38490215c1b16bd775f020005a10c98fb4cc5c41c967bb011c504e7b61430d87	38490215c1b16bd775f020005a10c98fb4cc5c41c967bb011c504e7b61430d87	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G242	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g242_sne_exact_quiet_subfamily_anchor_2026-08-24/AUDIT_REPORT.md	9d8002c78154f549dae24fae8bb5bc1793596d51d8e431bed274b5e2e5eedf8b	9d8002c78154f549dae24fae8bb5bc1793596d51d8e431bed274b5e2e5eedf8b	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G243	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g243_reciprocal_sne_radial_spline_freeze_2026-08-24/AUDIT_REPORT.md	97da5c5d092932508a81b54c44fbd4c5b54c9ade72f809462a484e99e9ebf562	97da5c5d092932508a81b54c44fbd4c5b54c9ade72f809462a484e99e9ebf562	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G240	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g240_metric_null_image_cluster_census_2026-08-23/AUDIT_REPORT.md	4a68541029156aa7bffb3c6c868ea0b1d1c62305e5ba563a50a66deb0f18314d	4a68541029156aa7bffb3c6c868ea0b1d1c62305e5ba563a50a66deb0f18314d	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G239	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g239_metric_reference_projected_point_process_operator_2026-08-23/AUDIT_REPORT.md	4c21366cf9f82a32124c25459ae50112b3e8ea47d316863b3f0a4c4451d3abfd	4c21366cf9f82a32124c25459ae50112b3e8ea47d316863b3f0a4c4451d3abfd	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G238	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g238_bao_heldout_query_typing_2026-08-23/AUDIT_REPORT.md	b80a199eedc6aff41484dbaa1aac07fe328fb44dfa5d58638267c3e3bb808318	b80a199eedc6aff41484dbaa1aac07fe328fb44dfa5d58638267c3e3bb808318	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G237	CONTROL_ONLY	Section 8.5	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g237_dual_sne_joint_relational_state_freeze_2026-08-23/AUDIT_REPORT.md	806b10aa1747ef38e9b1b66318bfe3ee0a71468d947b061e0fe0fd24cda6a0de	806b10aa1747ef38e9b1b66318bfe3ee0a71468d947b061e0fe0fd24cda6a0de	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G236	CONTROL_ONLY	Section 8.5	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g236_dual_sne_relational_state_reconstruction_2026-08-23/AUDIT_REPORT.md	fb6135a330a3242ed09a47625dc382f7991f2f138f734d37adc9544cc6b62613	fb6135a330a3242ed09a47625dc382f7991f2f138f734d37adc9544cc6b62613	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G235	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g235_rank_complete_matched_network_nonselection_2026-08-23/AUDIT_REPORT.md	17498596165aa9b5678d937aed37fd1f28be438a8c1745814abd60d0d78ebe16	17498596165aa9b5678d937aed37fd1f28be438a8c1745814abd60d0d78ebe16	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G234	CONTROL_ONLY	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g234_post_g233_native_closure_route_map_2026-08-23/AUDIT_REPORT.md	b64dedc886db41afb354d496ff71f49a9f239f83445363281ea69bb018838378	b64dedc886db41afb354d496ff71f49a9f239f83445363281ea69bb018838378	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	CONTROL	Regression, comparison, provenance, or empirical control; not a construction input.	FIRST_COMPLETE_EDITION_2026-09-05
G233	BOUNDARY_RESULT	Appendix A	CONSOLIDATED_IN_COVERAGE_MAP	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g233_primary_profile_cartan_closure_discriminator_2026-08-23/AUDIT_REPORT.md	aa171e03c291f31d7d6df78ad68ae8abbcac30fce784e48c579154442907142d	aa171e03c291f31d7d6df78ad68ae8abbcac30fce784e48c579154442907142d	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	NEGATIVE_OR_LIMIT	Accepted nonselection, limitation, or open-interface result retained against overclaim.	FIRST_COMPLETE_EDITION_2026-09-05
G231	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g231_cartan_regional_realization_bridge_2026-08-23/AUDIT_REPORT.md	afcfa68aedc330d220b61b542d3e829106dd0f5ecfdcc335a69acc8cd5c15424	afcfa68aedc330d220b61b542d3e829106dd0f5ecfdcc335a69acc8cd5c15424	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G227;G228;G229;G230	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
G230	SUPPORTING_LEMMA	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g230_first_nonlinear_overlap_obstruction_2026-08-23/AUDIT_REPORT.md	55a8f5d35b383a185bca76df978e4d2cfcc45a53b56de928fe8006f523bcac60	55a8f5d35b383a185bca76df978e4d2cfcc45a53b56de928fe8006f523bcac60	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned		NOT_RECORDED_IN_CENTRAL_MAP	POSITIVE_OR_CONDITIONAL	Supporting typing, covariance, existence, or witness material consolidated by dependency.	FIRST_COMPLETE_EDITION_2026-09-05
G229	MAIN_ARGUMENT	Section 4.10	FIDELITY_REVIEWED	f23199e4a47aaf83acb9ea7d1ad382cd814159c2	udt_g229_local_lorentz_metric_3jet_realization_2026-08-23/AUDIT_REPORT.md	b7b9e44669c5b485e3a3c0e6e1c81df7403c5994cb799ae583ef7c1539e59cd1	b7b9e44669c5b485e3a3c0e6e1c81df7403c5994cb799ae583ef7c1539e59cd1	FIRST_COMPLETE_EDITION_2026-09-05	Registry controlling source; exact hypotheses remain source-owned	G227;G228	SCIENTIFIC	POSITIVE_OR_CONDITIONAL	Body-level construction or response/readout obligation; exact source limits retained.	FIRST_COMPLETE_EDITION_2026-09-05
