cell_id	screen	mixing	dependence	symmetry	global_status	disposition
X0717	AREA_ONLY	TWIST_FREE_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0718	AREA_ONLY	TWIST_FREE_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	CONDITIONAL_S3	SYMMETRY_ENHANCED_CONTROL
X0719	AREA_ONLY	TWIST_FREE_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	SYMMETRY_ENHANCED_CONTROL
X0720	AREA_ONLY	TWIST_FREE_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0721	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0722	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0723	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0724	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0725	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
X0726	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0727	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0728	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0729	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	DISCRETE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0730	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0731	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0732	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0733	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	NONE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0734	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0735	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0736	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0737	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X0738	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0739	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0740	AREA_ONLY	CAUSAL_NULL_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0741	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0742	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0743	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0744	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0745	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
X0746	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0747	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0748	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0749	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	DISCRETE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0750	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0751	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0752	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0753	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	NONE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0754	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0755	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0756	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0757	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X0758	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0759	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0760	AREA_ONLY	CAUSAL_NULL_CONTROL	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0761	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0762	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0763	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0764	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0765	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0766	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0767	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0768	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0769	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	DISCRETE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X0770	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0771	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0772	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0773	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	NONE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X0774	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0775	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0776	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0777	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X0778	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0779	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0780	AREA_ONLY	CAUSAL_NULL_CONTROL	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0781	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SO3	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0782	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SO3	CONDITIONAL_S3	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0783	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SO3	GLOBAL_NON_TORIC	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0784	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0785	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0786	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X0787	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X0788	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0789	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	DISCRETE	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0790	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	DISCRETE	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X0791	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	DISCRETE	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X0792	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0793	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	NONE	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0794	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	NONE	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X0795	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	NONE	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X0796	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0797	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0798	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	CONDITIONAL_S3	SYMMETRY_ENHANCED_CONTROL
X0799	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	SYMMETRY_ENHANCED_CONTROL
X0800	AREA_ONLY	CAUSAL_NULL_CONTROL	CONDITIONAL_S3	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0801	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0802	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0803	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0804	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0805	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
X0806	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0807	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0808	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0809	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	DISCRETE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0810	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0811	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0812	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0813	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	NONE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0814	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0815	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0816	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0817	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X0818	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0819	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0820	DIAGONAL_SHEAR	ZERO	RADIAL_ONLY	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0821	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0822	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0823	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0824	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0825	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
X0826	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0827	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0828	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0829	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	DISCRETE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0830	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0831	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0832	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0833	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	NONE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X0834	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0835	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0836	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0837	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X0838	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0839	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0840	DIAGONAL_SHEAR	ZERO	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0841	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0842	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0843	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0844	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0845	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0846	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0847	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0848	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0849	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	DISCRETE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X0850	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0851	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0852	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0853	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	NONE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X0854	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0855	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0856	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0857	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X0858	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X0859	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X0860	DIAGONAL_SHEAR	ZERO	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0861	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	SO3	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0862	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	SO3	CONDITIONAL_S3	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0863	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	SO3	GLOBAL_NON_TORIC	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0864	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X0865	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0866	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X0867	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X0868	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X0869	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	DISCRETE	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X0870	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	DISCRETE	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X0871	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	DISCRETE	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X0872	DIAGONAL_SHEAR	ZERO	CONDITIONAL_S3	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
