key	weyl_relative_error	ricci_relative_error	ladder_weyl_outer_error	ladder_ricci_outer_error	production_petrov	independent_petrov	production_owner	independent_owner	pass
G85|G75_AM_S10_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.1828078095243898e-10	2.6376863841686895e-10	1.049607515563917e-10	3.4114464909966403e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.1846327107669618e-10	2.637659738955722e-10	1.0505656027997396e-10	3.4130478493529397e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E100:A04_LAPSE_LIFT_TIMELIVE|C0	2.1829167498094134e-10	2.6374895489374099e-10	1.0461376027935792e-10	3.4097963573185213e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.1829939184551404e-10	2.6375349973317131e-10	1.0466134796964473e-10	3.4107713538834735e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.1834109474830898e-10	2.6374711073603001e-10	1.0461114061973296e-10	3.409761231253667e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	4.4326045072607243e-10	4.2082168576517289e-10	6.8248376983884345e-10	4.1228786413490911e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	4.428173650354824e-10	4.2100847892513212e-10	6.8492718100721625e-10	4.1148387377482087e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	4.4534079266847275e-10	4.2020831941748158e-10	6.8369506505395799e-10	4.1168543716403025e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E20:A04_LAPSE_LIFT_TIMELIVE|C0	4.4173989396582226e-10	4.2008114544293732e-10	6.7372712252049977e-10	4.0921445553740262e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	4.417230522877423e-10	4.2030310162152809e-10	6.7469608125022184e-10	4.0938596842862697e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	4.4216776367515724e-10	4.2021998001781068e-10	6.7698388709497129e-10	4.1030368641877522e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	2.198994138786289e-10	2.6205440853870603e-10	2.1265480377933279e-10	6.4667206779687247e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.1977811388233444e-10	2.6206158066862304e-10	2.1266394439920333e-10	6.4721215900665135e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.2028816412179024e-10	2.6203966277844807e-10	2.1279772857556611e-10	6.4727514930295686e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|C0	2.1965395279435772e-10	2.6199332579430346e-10	2.1148489278032133e-10	6.4632173212654456e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.1968505796677404e-10	2.6201401186680409e-10	2.1156675605301828e-10	6.4632044513753029e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.1971324286022602e-10	2.6199727558033656e-10	2.1147449792087205e-10	6.4531324092311208e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S10_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S10_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	6.2112530194236469e-10	4.3399625449816236e-10	1.4014522348495097e-09	3.3755608704455427e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	7.1991618064207338e-10	4.6468013529493215e-10	1.5461324690081047e-09	5.1817475880804306e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	6.8124885090081721e-10	3.7827041930218308e-10	1.3972629640262373e-09	4.3610762145697412e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|C0	5.3823838345513292e-10	3.4781832067093608e-10	1.5513178415586149e-09	3.8052057980647096e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	5.2776032606994018e-10	3.5650933877284654e-10	1.5242697142573333e-09	3.8760234400996943e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	5.5527559791679196e-10	3.5431891336131017e-10	1.838838912796746e-09	2.6821427949163443e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	3.3552931458948373e-10	3.6734092363496172e-10	3.7162505990389196e-10	3.1964377811886941e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.3554929294701553e-10	3.6734463182391551e-10	3.7170717349709914e-10	3.1962158035846636e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	3.3594951555917019e-10	3.6732829624222274e-10	3.7213666635208219e-10	3.1970025031736373e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|C0	3.3551713744892885e-10	3.6725748223021911e-10	3.6962151515124593e-10	3.1935919736540822e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.3548809079184384e-10	3.6727968573291386e-10	3.6968009087022197e-10	3.1936897487271219e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.3551032373673433e-10	3.6725506533193452e-10	3.7039936916225528e-10	3.1932072765974246e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	4.3149924124318064e-10	3.4319392630523868e-10	8.3867064802637628e-10	1.9986237499302938e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	4.3094496652671547e-10	3.4387252479986127e-10	8.421014418513967e-10	2.0498188300449785e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	4.3747706531325255e-10	3.409208273250981e-10	8.3980424022785373e-10	2.0304661897066818e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|C0	4.3009807205763295e-10	3.4152347625212226e-10	8.3564879998430956e-10	1.9881668690139286e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	4.2842246807841921e-10	3.4205392459363158e-10	8.3718987974102884e-10	1.9969401750324864e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	4.3119450776868879e-10	3.4216942625198831e-10	8.4281540332345058e-10	1.9343826936564902e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	3.403836085427215e-10	3.5928028258954229e-10	4.2022489796964515e-10	3.5529163850470885e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.3993771567203154e-10	3.5934225556335243e-10	4.2114876842328626e-10	3.5526727914643624e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	3.4179338366036063e-10	3.5913597438944664e-10	4.2243837020016563e-10	3.5548214142299247e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|C0	3.3980456137910157e-10	3.5900618318372448e-10	4.1357528409433439e-10	3.5395026938405812e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.3979463800659907e-10	3.5910166846643431e-10	4.1339131512380523e-10	3.5409356980475683e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.4015339720238651e-10	3.590348413096305e-10	4.1688409748792147e-10	3.5362431967615928e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S11_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S11_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	2.9706871088684989e-10	2.7872620021974576e-10	6.2490859246456591e-10	5.2299402806963831e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.144354360772237e-10	2.8897785996728066e-10	7.3342249464017208e-10	5.9213472949476871e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.9405803056646221e-10	2.5287555467590031e-10	6.7260252979561353e-10	5.6177249386074086e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|C0	2.8598963368679684e-10	2.6479175324543792e-10	7.0005417299734752e-10	5.105229443841844e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.9256431051804222e-10	2.6328948157728116e-10	6.9863423741192884e-10	5.1972746099297375e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.9867466337354796e-10	2.7013066835035413e-10	7.0584373189721399e-10	4.3959772888507901e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S12_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S12_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	2.5209737367570879e-10	2.8304263112325365e-10	1.5675698480200863e-10	1.3015599168320681e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.5208624421013741e-10	2.8304497106061434e-10	1.5696753290904518e-10	1.3014061930680421e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.5226073353216106e-10	2.8303375487955054e-10	1.5692696109931572e-10	1.3014748440866011e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E100:A04_LAPSE_LIFT_TIMELIVE|C0	2.5209822228294138e-10	2.8301663586984666e-10	1.5658471280909128e-10	1.3010652642431147e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.5204105633614814e-10	2.8301783956616586e-10	1.5656781555931424e-10	1.3011581174964456e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.5206920185041776e-10	2.8301294646606413e-10	1.5677873545696913e-10	1.3011652713854025e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S12_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S12_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S12_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	2.4651707144830575e-10	2.5069921551452153e-10	4.9204406376098322e-10	3.3482840597352706e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.4638067858739783e-10	2.5100746583186858e-10	4.9184675944715276e-10	3.374710396628172e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.4818701191628193e-10	2.4950996674610672e-10	4.9473960231198601e-10	3.3661757986724604e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E20:A04_LAPSE_LIFT_TIMELIVE|C0	2.4557754833836164e-10	2.5054850040971105e-10	4.8511247693134044e-10	3.310018521208682e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S12_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.4587970074858645e-10	2.5032242120080511e-10	4.8477570837922031e-10	3.3180716373953071e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
