branch_id	stable_identity	pattern_family	measurement_id	object	disposition	ownership_boundary	evidence
R21	W05_CAUSAL_SLICE_BOUNDARY	F03_NO_COMPLETE_REGULAR_BRANCH	M04	U_gamma	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M04;S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	F03_NO_COMPLETE_REGULAR_BRANCH	M05	Delta_kappa_Delta_phi_U	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M05;S11::R21;S15::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	F03_NO_COMPLETE_REGULAR_BRANCH	M06	regime_dependent_projection	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M06;S11::R21;S15::R21
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F08_CLOCK_ONLY	M01	kappa	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M01;S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F08_CLOCK_ONLY	M02	phi	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M02;S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F08_CLOCK_ONLY	M03	beta	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M03;S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F08_CLOCK_ONLY	M04	U_gamma	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M04;S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F08_CLOCK_ONLY	M05	Delta_kappa_Delta_phi_U	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M05;S11::R22;S15::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F08_CLOCK_ONLY	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R22;S15::R22
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F10_COMPLETE_SCREEN_PATH_NO_SCALE	M01	kappa	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M01;S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F10_COMPLETE_SCREEN_PATH_NO_SCALE	M02	phi	FOUNDED_AFTER_PAIR_SUPPLIED	FOUNDING_SCALAR_ONLY_AFTER_PAIR	S03::M02;S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F10_COMPLETE_SCREEN_PATH_NO_SCALE	M03	beta	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M03;S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F10_COMPLETE_SCREEN_PATH_NO_SCALE	M04	U_gamma	CONDITIONALLY_AVAILABLE	MATHEMATICAL_AVAILABILITY_NOT_PHYSICAL_SELECTION	S03::M04;S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F10_COMPLETE_SCREEN_PATH_NO_SCALE	M05	Delta_kappa_Delta_phi_U	INSUFFICIENT_EVIDENCE	SOURCE_EVIDENCE_INCOMPLETE	S03::M05;S11::R23;S15::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F10_COMPLETE_SCREEN_PATH_NO_SCALE	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R23;S15::R23
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F11_SET_VALUED_PROJECTOR	M01	kappa	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M01;S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F11_SET_VALUED_PROJECTOR	M02	phi	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M02;S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F11_SET_VALUED_PROJECTOR	M03	beta	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M03;S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F11_SET_VALUED_PROJECTOR	M04	U_gamma	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M04;S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F11_SET_VALUED_PROJECTOR	M05	Delta_kappa_Delta_phi_U	TYPE_INAPPLICABLE	REQUIRED_OBJECT_TYPE_ABSENT	S03::M05;S11::R24;S15::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F11_SET_VALUED_PROJECTOR	M06	regime_dependent_projection	OPEN_OWNER	NO_OWNER_IN_PINNED_CORPUS	S03::M06;S11::R24;S15::R24
