path	top_group	git_blob	sha256	rule_ids	match_count	first_match_line	first_match_excerpt
legacy/root_oneoffs_2026-07-01/sf_scan_probe1c.py	legacy	922fc58901b03623b34a9e9aee519631748ae739	d6f598d20b7702d8b7b872db9cc67cc59553c1a3c614bd4d27dd189a37bd5499	D03	1	96	# smallest eigenvalue. Build projector onto theta-mean and subtract.
legacy/root_oneoffs_2026-07-01/sf_scan_probe2.py	legacy	7e1be073fe0daed4b798e79e851f60ace6e93855	5a3fe6b138aa62d0418a9fa75cf1bc8f6d367184840152c59af4b6fba5eceeec	D06	2	69	# The DERIVED phi-angular cross entries (finding 6, exact):
legacy/root_oneoffs_2026-07-01/sf_scan_strongfield.py	legacy	88bbb42cadf8a6da00f7e76a880ba8f62dbbbc61	2b0ccca5b66f1fba954e0f4effd325c16002dddc0c2b26a4ae17281e97e13655	D06	2	14	strong-field off-diagonal (large shear, q-on, deep core toward phi->-inf)
legacy/root_oneoffs_2026-07-01/spectral_catalog_search.py	legacy	b0ba513be66a55228cfd959b9b8c9ffd278215c7	cfb4e16646c035361532642edf93173510d4fdfd559adef2df501a27f617562f	D06	1	138	elif f['tvar'] > 1e-2 and phi < 1e-2:
legacy/root_oneoffs_2026-07-01/sweep_branch_map.py	legacy	b407ddf1b7524d8c5ce39c83a8eb98f7490a1899	6f0537cac81f0c0bd966b3d8060bccfce348bbc96d7f02c08f3b9e4c32f8b43c	D06	1	126	# pinned (one size)? Vary r_in and Phi. ----
legacy/root_oneoffs_2026-07-01/sweep_radial_backbone.py	legacy	4ed4d7e0389aa696d77aecb810af64dc1b084b58	3c558dad7e13143e47fbcf87a7dd08cda25e3aaf9c0e3d3d39ce19f7640654ff	D06	8	60	# dF_i/dphi_i
legacy/root_oneoffs_2026-07-01/sweep_whole_metric.py	legacy	c1731836608050435bee6b17fb1ef9ec3204ebb2	d87baa667c7eec655a034ebf55e6d940cf0e8d112a63023e2e63f7d40d1ff154	D06	5	134	dphi = spsla.spsolve(J, -F0).reshape(Nr, Nth)
legacy/root_oneoffs_2026-07-01/test_shexact_cheap.py	legacy	80c74f22ad7e9b76ac12ef3208e8d633e7ae301d	4fc98181bc577ea2021e4a7801267d3dba1c7cdb949aed5ec4eb6497c55f4d0a	D06	1	51	"pr(f"" round-seed Phi: Legendre={PhiL:.6e} SHexact={PhiS:.6e}"")"
legacy/root_oneoffs_2026-07-01/topo_classes_zoo.py	legacy	78e8c78c8ebdd378d0695e4e22b331fae02b04d3	70a13c01479f6c4d6cc2ef2e2dc617687487266d342f6e3fba0e6f062e8818f9	D03	1	13	(wcc_topology_at_crease D2, native_h1_area_form_projector_bridge).
legacy/root_oneoffs_2026-07-01/topo_d3_junction.py	legacy	42f78d5ca732e78a9b5eb98a98f1f1de98f577cc	9b579e616d77f135e816489582989b2b26da47c2379f6f5ad1f6e6b35918b278	D06	2	10	Reuses (does NOT edit) the EXACT same-minus involution from w7_a_mirror_bc:
legacy/root_oneoffs_2026-07-01/topo_doubling_fork.py	legacy	f1ba4ca146a82cc82e5e5150aa1506c76f1b0381	bdabc4637fa1387edc961aa07ca6157ca6d588df2bbf85439f2046ca27caa58a	D06	1	146	# pointer for the next push). With rho = r = sqrt(Area/4pi) and phi ->
legacy/root_oneoffs_2026-07-01/twoD_angular_attack.py	legacy	2ae64e7b3d9899dca096c2a5dccf068239d390a4	bf4a39318023baf7953666d36689a063569a9c54e0fcd0db29412ea8deb2b2a8	D06	2	9	ds^2=-e^{-2phi}dt^2+e^{2phi}dr^2+r^2(dtheta^2+sin^2theta dphi^2), phi=phi(r),
legacy/root_oneoffs_2026-07-01/udtfe_verify_axisC.py	legacy	4813435440753662f51ae417c1e5ce33b935ca38	596df11ee37ca0683cba1eeae47343e5187686396a6f96af13915cb589df7ed1	D06	1	6	"invariant content beyond phi""."
legacy/root_oneoffs_2026-07-01/udtfe_verify_blind.py	legacy	52202286cd428ef111ce10fc528057185d22f4cf	46f7e0d38fe931d0350d423ee5ae75e49bbb3bad334d3f43fddbefb23e59ccb7	D03;D06	4	68	# v = (spatial proper distance)/(proper time), using the projector h_ab = g_ab + u_a u_b/c0^2
legacy/root_oneoffs_2026-07-01/verif_monodromy_twist.py	legacy	a6afaf166e7d3febf2c06a3ac16fe89798e5e41d	f4fb3aa6e1a7135633a3093d91e1af4e305abf05d7a2ca8a19a3250c340652bd	D06	1	5	THE HARDEST TEST (Task 3): does back-reaction (sourced phi) or the seal force
legacy/root_oneoffs_2026-07-01/verify_phase0_a2_distinction.py	legacy	37c6a07e45dba5bc565453b2c4a0bd4ea4e27d6d	c629482cccce8fb66ee78255e12b59b06e95f3651205c16ed34388275f88512a	D06	1	6	- The diagonal Ricci/Einstein DOES carry phi_tt and phi_t^2 (seen in G_thth).
legacy/root_oneoffs_2026-07-01/verify_relrederiv_independent.py	legacy	06b86d0859a9e43069fd758e64a4b8299a5cd510	e578e8ded9261cda772e23d8f510d7d12b446a1769c7c47ff02a758593d63785	D06	5	22	# Condition: f(phi+d)/f(phi) = g(d) independent of phi => d/dphi [f(phi+d)/f(phi)] = 0
legacy/root_oneoffs_2026-07-01/verify_relrederiv_reciprocity_deep.py	legacy	79e8b371e3b5bec2cc0cdf9001ba4483caf58530	3852c2e08bee6eda658849f19ecbb2eaac1b4b0b3038ecf6c2b37198cedb99ed	D06	1	35	"print(""CANDIDATE 4: physical symmetry 'neither position preferred' as an INVOLUTION."")"
legacy/root_oneoffs_2026-07-01/verify_winding_hessian_2026-06-16.py	legacy	382e83e7427653bb2756e50e3359453d0ab1147a	690863a174476264726f20bd0eeede2c7574887d29488982884fe7eb16cde057	D03	3	58	# psi-mean (axisym) projector to split subspaces: P_axisym averages over psi.
legacy/root_oneoffs_2026-07-01/vrf_lepton_bvp_spectrum.py	legacy	716058eda1c8f0ac9fb4ebc76f497c71c9942b7f	12a17d33149957ad2ef90757ae7f1e9fc9b593df538b443fbb12bfa911388e68	D06	3	34	# lambdify with phi(r) and phi'(r) passed in (we substitute p=phi(r); a_r needs dphi too)
legacy/root_oneoffs_2026-07-01/vrf_lepton_deepphi_mpmath.py	legacy	2f79ac7ad0269f10640fa1dd5fa31361e6d6ca38	18711988a6cfc235851fd5a8005a03f75e11610d127b294173a87a085d3e0a02	D06	3	43	# Background phi and derivative (numpy / float64 for ground state)
legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py	legacy	dd60c6b58789a3d6c781e8518c8762990c9c7b7f	cdf90015c66889a812e991d1c0ae7265e1a31ab5896f9a7cc07d66a3fe9b0649	D04;D06	20	31	alpha = d phi (phi read from the metric), accumulated along the
legacy/root_oneoffs_2026-07-01/w2_arm1_line2_tie_depth.py	legacy	543441990a6ed45fc20647bcebcefaf9dec83e1e	d6d83d2f7fd5673a0021d2e46ed902d142f5c62653c5e0c2a94cc8c87581643d	D06	3	207	dphin_dth = sp.diff(phi_norm, th)
legacy/root_oneoffs_2026-07-01/w2_arm1_line4_secondjet_census.py	legacy	ac87180fe72b18f8b2d611fa63cbb1f0d69e58ba	6cd28176976a54c77000b222da2e6e0e8c972870c2dfabb4f09c00bb875a4809	D06	1	282	# fiber 2-metric at fixed (T, r): r^2 W dth^2 + r^2 sin^2/W dphi^2
legacy/root_oneoffs_2026-07-01/w2_arm1_verifier_l1_l2.py	legacy	755801b9935ee2a81d93bcdfce057da19a1bf1dc	42382975cebe34af1bf1f827f2fb46f8a5cc786d10e085a4364c1e23731335da	D04;D06	10	1	"""""""W2 ARM-1 BLIND VERIFIER — LINES 1 + 2 (transport/holonomy and tie depth)."
legacy/root_oneoffs_2026-07-01/w2_arm2_shaped_interface.py	legacy	14e0d4ad30e1eb0aef6bcb1323ed8b7cdd3002a8	c07f28d78969b6fa601be8b0e8a17d1bd405605a7ad0796775775a86f703956b	D06	1	189	# the two independent strengths (theta-theta and phi-phi sectors):
legacy/root_oneoffs_2026-07-01/w2_arm2_shaped_seal.py	legacy	3356f158d75a37e480e7d0962829b604c846fff5	4b339243c6fdce050a49d92dcf00a50cf2aed3419e789bb6b80b70489fe9b8cf	D03	2	56	on-pole forced-Dirichlet structure (pole-localized: rank-one law
legacy/root_oneoffs_2026-07-01/w2_arm2_verifier3_continuation.py	legacy	986085b6420d83d7e614ed5d4e194ef6b7d6d295	c74ba088066fd468b4f32dc7c825174a5f8edd66549ebda964f942856575dc2f	D06	1	59	# pde_p1 D-06 / ground-anchors C2: L = -(c/2) f sqrt(-g) (grad phi)^2):
legacy/root_oneoffs_2026-07-01/w3_ground_crossblocks.py	legacy	0ca9dd0cf2a0d0c17483c69ccfd1b3ef71e8f909	b4fde8a588bb4c80580dab5cc75bddb70ae469f1d8aebd822c93d337c6ba9463	D03	1	180	""" EXACTLY (the elimination adds back a single rank-one square """
legacy/root_oneoffs_2026-07-01/w3_seal_endpoint.py	legacy	994d2ef3c3d1fd6b50b5db360b764ab62a148dea	5f1ead711b9ceb5927b771bccf5492ed7af4780c0761b5ba065f47866c13ddcd	D03	1	60	# V-w: theta-gradient block dressed by the rank-one square
legacy/root_oneoffs_2026-07-01/w3_seal_robustness.py	legacy	6e26147cdb139012e1970694be7f8037b50ac015	9fff802181306e4b31295bc42f7bf01a73bb3273b335074b5b2526cb20f0a1a6	D03	2	14	invariance is a structural identity of the dressing's rank-one
legacy/root_oneoffs_2026-07-01/w3_verifier_endpoint_robustness.py	legacy	6a934d77eb661934f8cf9429eaade79a8337ee31	053d6da77f235728842f27dbd6ddd5fbf09d165fbb932ef930a517313f247276	D03	1	32	combination C = 4 gg_th + 2 rd + rr (the rank-one square
legacy/root_oneoffs_2026-07-01/w4a_verifier1_sym.py	legacy	18253be5a10634e3d487ea4018f9ea899a0b1a85	74e1f70a93ec7b3c8c171086789eb96a2efc9cb968e5f34570b22dcaba34e197	D06	1	52	# corpus form (derive_system.py:75): Lc1 = -(c/2) e^{-2phi}(dphi)^2 sqrt(-g),
legacy/root_oneoffs_2026-07-01/w5_arm1_relation_origin.py	legacy	0942b8fca1a8a534db27d439a238c27068374367	ec065913250a228e87d81327d65787dc94f31b9d1fcea0de6e0baf3fff8ad051	D06	1	355	"check(""S1-08 the -2(grad phi)^2 reading: -2 sqrt(-g) g^{thth} phi_th^2 """
legacy/root_oneoffs_2026-07-01/w5_arm1_verifier1_origin.py	legacy	46379bbc58894f58422c44ea30824defe9636120	f26e8859169d0f1eade4f99fbf512917da2a3849aa7f64d9f7a9a50bf416b2f2	D06	1	304	"check(""V1-09 the -2(grad phi)^2 reading: -2 sqrt(-g) g^{thth} """
legacy/root_oneoffs_2026-07-01/w6_flux_phase0.py	legacy	60bbf99793a2d217d4e0ad44d4d879927bf87c78	83e14f48fbca129b193218e39d6fda0c2b5a7236137c3a2a88c223d49ac1435b	D06	2	192	"""at D=0 the spatial block h has a NONTRIVIAL NULL DIRECTION """
legacy/root_oneoffs_2026-07-01/w6_flux_verifier2_engine.py	legacy	29d57cd9b49f0938bd9cb7eebd478f1e6ef2f81c	c9bb1080ac9fe6abfadd61a40b290d7d490667eee3f034f9355947e3712ffa32	D06	1	27	g_Tth=b (symmetric). Involution (a,b)->(-a,-b).
legacy/root_oneoffs_2026-07-01/w6_flux_verifier2_samin.py	legacy	c8862d6b0ad6bfc5000647de4c38205a2efd55c7	13c8ae0db0eaf1d34d43681a3073d8d51318383088fc3820cee7d69a43d69c5b	D06	5	4	THE highest-value deliverable. The same-minus involution is the
legacy/root_oneoffs_2026-07-01/w6_flux_verifier_decisive.py	legacy	341ba3cbcfc61363bd4fbe3dd7f0ca4dd4b94c5b	1b080bff3ea2b5530eb23066a0f517d1f57ebeb95c2d8f49003e580529b6ad35	D06	3	180	"""static slice a=b=0 is the involution (a,b)->(-a,-b) fixed point. """
legacy/root_oneoffs_2026-07-01/w6_flux_verifier_fold.py	legacy	b29b283decbf72f4f0065380c3a4e0a2c81a385b	71ffb1f9a572ae4543640a4d7d48b34eb4decc526404d4d4f990bb6d4cafad49	D06	10	15	(ii) is D=0 (or the full det-zero locus) the FIXED set of the
legacy/root_oneoffs_2026-07-01/w6_flux_verifier_geodesic.py	legacy	fbb0ceefc950dd0152a094c12eed4539ec36ad17	10c3fe991cb4cd29b2f467f82fbccd4ed0bd2e9608bea34696f9d3f7a6e8d61c	D06	1	139	# couples r,theta. For a purely radial (dtheta=dphi=0) null curve:
legacy/root_oneoffs_2026-07-01/w6_flux_verifier_timerow.py	legacy	64598cc97f631d79b1f63cab9c954db3fc2effa9	a8982bf098759eef3c20fc1ef87cabf09355f510ce90f2ad7f20c58470d97f50	D06	7	12	row (a,b)=(g_Tr,g_Ttheta). The same-minus theorem is the involution
legacy/root_oneoffs_2026-07-01/w7_a_mirror_bc.py	legacy	2d4850a3f56a8a7b1e2e19f8f9d461c1afbc7877	ce66eb8160acf08f83c9c2782b52e3291f8377be7fba31d899d86c85320dfa0c	D06	8	11	involution, NOT chosen to quantize. This script does ONLY that: it
legacy/root_oneoffs_2026-07-01/w7_d_verifier.py	legacy	b23c4ecd96627a0613c8c714a7cf8506f5a0a2b3	d9c1e4aee057fe5fcfcca9cb0d9b9fe24b723d200a0f886cb9b4bca8547c08dd	D06	2	21	Refute: the crease BC is the parity of the script-A involution
legacy/root_oneoffs_2026-07-01/w7_verifier_bcprov.py	legacy	7d5da00c80154c3c3abb3131b1371a30fed8cc1e	2353183cc322f5607eb1df6b05f4228943b758a55491b8af581f5f0e5cd04642	D06	2	6	B-1 sigma:(a,b)->(-a,-b) involution + det g4 invariant + (f,q,w,r,th)
legacy/root_oneoffs_2026-07-01/w_alg_statics_fold.py	legacy	f17a352f5a7119219d43a18a3ba2f7254854419c	0faf89186f9d3f9f31068868f65e50888e86661847498b137282a1bb11858c5b	D06	1	235	# spectral zero mode uses theta as the eigen-parameter at FIXED Phi,M;
legacy/root_oneoffs_2026-07-01/w_stiffness_routeA_enlarged_class.py	legacy	10b185fed92327f58b54ae49c4a87e545e0823ef	686bf336e91c51d45bd92e95a5896bfdca2eee27d877485fbafbf445e6e47423	D06	3	11	S_C1 = -(c/2) * Integral( e^{-2 phi} (grad phi)^2 sqrt(-g) d^4x )
legacy/root_oneoffs_2026-07-01/w_stiffness_routeB_forced_completion.py	legacy	8aa41447b3b5c608300ca2b5ca839e46d3d7d3c9	277b0d10e087ff0cc1f3066b9dcdbf9d4dd364c9620b643850c8dfe1a9d28f18	D06	1	26	+ r^2 (1+w)^2 dtheta^2 + r^2 sin^2(theta) (1+w)^{-2} dphi^2.
legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_verifier.py	legacy	cc71194b03db11fce7321b18e533c7acd61ca8e5	72e19700567f85d7df418000b9c82e2911d4e7cf077350a8a4bf2db1edcd8010	D06	6	57	objects (f phi0' H1 = 2 d_t(dphi), rung-2) are TIME-sector
legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_verifier2.py	legacy	4efcfe66c81fc16ba563efd0ab2764ed29b1fd7c	944b418e9c7965f04a19e15b4a6afa7d609baaeb580ff43accc03389bd4f154f	D06	5	196	dphi = [sp.diff(phi, x) for x in coords]
legacy/root_oneoffs_2026-07-01/wcc_closed_cell.py	legacy	85219a3f8ca1b827899ea2a328704bcd79c919e0	8313a67d341bf94a881a4cf528541d9fed1f37550b9a9254d8889d13251ee594	D06	2	19	has put the live differential angular field phi(r,theta) TOGETHER with the
legacy/root_oneoffs_2026-07-01/wcc_topology_at_crease.py	legacy	d7a76af367659eb8b4d76937e34a2a10091bb544	67f5d08df58192d202cfa4fb4c6763a6b3d2825e7b0decdb8e0c2494e4c7d54e	D03;D06	4	21	transgression object (native_h1_area_form_projector_bridge.py:
legacy/root_oneoffs_2026-07-01/whole_metric_3d_bifurcation_run.py	legacy	d59ccfff6de8082bb90308d64fd60c2725ff590e	93d70c08a76c063c31a4e97190f12025829d89b653c000538602c38add4b7678	D06	1	106	"print(""\n (#(sigma<1e-6) counts near-null directions; a physical bifurcation shows a"")"
legacy/root_oneoffs_2026-07-01/whole_metric_3d_gauge_disambig.py	legacy	695198ab1ad08c7c224c6499e511cc80256a5734	3ca1201ba63c6fef873d2fd391d3c177a50589a563f4b2661e7d9facd2619325	D06	3	8	"GAUGED AWAY"". The off-diagonal Jacobian has near-null directions; a NEW solution branch"
legacy/root_oneoffs_2026-07-01/whole_metric_3d_persist.py	legacy	bf662a1c454e0554179145e7b2770c8a3a9b55fe	cc5664ccf50e59af094f83e0eef847e76c3209610e4f93755c9cb439669aaff9	D06	1	13	300 near-null directions, only 69 gauge: diagnosed & committed). Newton chases those.
legacy/root_oneoffs_2026-07-01/whole_metric_3d_persist_run.py	legacy	a5561637ef76306ab39c33225ea88fdd91870362	19703eb90e703320c1a39712a80ef6ba3cbdd99cbdff6c3fe65efa91fae09d19	D06	1	82	"print(""If the injected off-diagonals / non-axisymmetry DECAY toward ~0 and phi returns to"")"
legacy/root_oneoffs_2026-07-01/winding_catalog_map.py	legacy	07489945d4b1331cdf0ec88d2d66b86ca5106913	cfd5616a75599dec18bfccd0231ca5b2ad4929b70a8c79e21b1eeb229dbd8cb0	D06	1	16	3. REPORT: converged Phi, M_MS (Misner-Sharp), shape (tvar radial-angular, psivar
legacy/root_oneoffs_2026-07-01/wint_cell2d.py	legacy	ae9abdfb65a36dbea440462f482905bef9eb09a9	1b86b65581edd6661ade988a1aa34d8fc544d071241cebf73b51dbd6365833ae	D06	1	285	# variable v is the dressed phi; report the scale-free MS aspect
legacy/root_oneoffs_2026-07-01/wint_solve2d.py	legacy	97d9dfa504fe6883b1990da76b31c7c1ca9a2ca7	6f284bbf1b31f3af45c8eff51388d83e0d728127417ade8ba089177d446cab86	D06	8	224	dphi = spsla.spsolve(J, -F0).reshape(Nr, Nth)
legacy/root_oneoffs_2026-07-01/wint_system.py	legacy	215766cb2faf617f62021fcc3823f97a1a36c8d8	6a853a783fc06f87978ac50bc16c5727c641248d0f1859d1a9f13438c5acbca4	D06	8	76	# EL: dL/dphi - d_r(dL/dphi_r) - d_th(dL/dphi_th)
legacy/root_oneoffs_2026-07-01/wmdeep_angular.py	legacy	e8ec3599f97e4f60323fc32084f0c8754a3ada2c	9f3aee4fde40c1ca96726b103f787a8f338c10673f8a06515a315bef75282d7c	D06	4	21	1. Get the DEEP ROUND radial background phi_0(r) the whole way down with
legacy/root_oneoffs_2026-07-01/wmdeep_xcheck.py	legacy	026eff4f9c459d6b6d241cc24b97c6bea59469d7	7ec998405453825fef0bc7dfa425866e4d4aa675b184d473d59dc899b08b99da	D06	1	17	Raw operator (linearization of F about round phi_0(r), mode R(r)P_l):
legacy/root_oneoffs_2026-07-01/wmneg_lmode.py	legacy	6ec00fac4abda09d01baaf46e590bfc92d913726	54bde963e7c06f4beae9e34b20987bb8ce0c686fa184bfd0b6f56f45a8bd4ce1	D06	6	22	round profile (the translation mode signature d phi/d(z)).
legacy/root_oneoffs_2026-07-01/wmneg_solve2d.py	legacy	3e650a8793412046b80d3f97c4c5fd313115c4c7	bf41dca54ad552a8047a07abcb53ad9bc31b9ab0957dce21d56e85c53ab9de56	D06	8	144	The Neumann-Neumann-ish inner edge has a constant null direction in the
legacy/root_oneoffs_2026-07-01/z3_ring_target.py	legacy	d4ee382bd3f882c9f52d492b6f3067bea092b883	24ab9198b3d06d82166c2950dedff048c9b786b7be1e35d7f50d19d778bec88b	D06	1	14	two-soliton interaction energy in the shared back-reacted phi vs separation and
legacy_hadron_survivor_filter.md	ROOT	78e6aa8fd8f6b6e8b0d19086efb99daa307b97c1	ebb7d7d84ff1bcbd43c0ade99422f6fd32cd4703a5b82a85330efd29befff706	D03	11	43	- `H1` gives the rank-one angular carrier with `N = 3`;
macro_alpha_continuation.py	ROOT	6e57e0582a643a7e92f83d6ba7ecddc8d21d47c2	6a78c08cb3ee306fb86697fc31442ef62db205387ce265e125250aaff97b9b1e	D06	14	67	"""dphi"": float(phi[-1] - phi[0]),"
macro_alpha_jet_outward.py	ROOT	86c69a8bb626946105acdc2f34a11a9d1f0a7538	1dc11d69ef37df0fdc7cbb361b51ce0ee0b6d0a48dc6de8217a48b4e97972939	D06	9	50	D'' = 2 phi' Dp - e^{2phi}(Z/4) D phi'^2 + e^{2phi}(1/2) D rho_eff
macro_clean_core_derive_observe.py	ROOT	e7270dfa7c5e7260d9184c58bbb99884e6be47f4	ebb9373df8ff4b89c3e47d89cc58275827ced887edb972bf7e694c66eaaa8a3d	D06	10	55	# Expected: d/dr(Z D^2 phi') = 0 and Z D phi'^2 + 4 D'' = 0
macro_clean_restart_from_metric_MAP.md	ROOT	4ec70640b27a165a9ef0e74cda00137ba1cbfd81	ac090d0878344a716ed469eef70b7af3d4b50b60780c80a5bf75d258b9d89ce4	D05	4	120	> From the **metric family** + **R1–R3** + **EH-empty fact**, write the **most general native bulk action** (or EL system) that is forced, and list **every** unfixed piece in a ledger — with **zero** particle BCs, **zero** continuum stand-i
macro_edge_closure_MAP.md	ROOT	e38d100dec8a0595d4a2ba74fc17d58c66ab542f	046d0c1269d33e54f852fedbe67e489c0b68e5ad05902da5278bf006333d628b	D06	1	302	| E1 by rhetoric without a BC | “Critical universe” slogan | Pre-register what is held fixed at the outer end |
macro_edge_phi_inf_probe.py	ROOT	5551ee202e0898e482eb872a339c53117c679ad8	bd52840b735821274dc0b940beaa72069655d3651df5578c11e80a97488a1af8	D06	1	152	elif not sol.success and phi_max > 0.5 * phi_cut:
macro_hard_edge_asymptotics_HE1.py	ROOT	a12ab9f4a7d592146b5a729522d587b0e218c4d1	fc4e73350346af885d136a2055a14efef81b9d177e1ae26561f88a1b952bca8c	D06	1	50	# php = d phi/dr = -alpha/s * ds/dr = alpha/s
macro_native_edge_HARD_MAP.md	ROOT	f3fc721370e13eceff14c7ec1fcfa49e51e01cf9	69a1b1da2d878bf319e75081e83bef6cca64df67aeefed54c498ff5345a4ff3e	D05	1	27	| Forced by R1–R3 + metric family + derived bulk action | FREE box cutoffs |
macro_no_GP_framing.md	ROOT	013d3bec85a4870ca0b85616ac3564bc4f5706ba	4f106182f0e7ede7d6e6f9280d7824e0e458ab7932e40b85b4c62b08e88fd282	D06	1	75	### Historical / cell docs
macro_pathB_dilated_dust_observe.py	ROOT	81170f4ddd74b1ff2f6f0c1e1ea444a7a4205912	51e832674441157373c54734897c13248c5582da8cb9947dda5644a62963dfc3	D06	5	121	dphi = float(np.nanmax(sol_e.y[2]) - y_t[2]) if len(sol_e.t) else 99.0
macro_pathB_dilated_softclose.py	ROOT	6e50cb09edb92fac760270d57ecabce787bbe30b	a543d14fcfad53b2d8d6191001a204c88ac424cf44fd63aa5c409e239d185822	D06	16	15	DPHI_MAX = 0.5
macro_pathB_dust_WP2_observe.py	ROOT	0e3d81ed5ded1b9e2c1e2fb093e65dd531247189	7859eda65b6f62b320b0f843c972dca64acf0fc8723b61985982ef124405356c	D06	5	124	"""dphi"": float(phi[-1] - phi[0]),"
macro_pathB_dust_closure_window.py	ROOT	096b7a35c16912216630e1b818e7bb28046550cd	51923a6e5d187287766d89e8c8b723e5d97fc4faf38f89a69365c0f249909c79	D06	1	138	"""dphi"": float(phi[-1] - phi[0]),"
macro_pathB_dust_vacuum_match.py	ROOT	5638cea7653e834f3e1cc1122dd877be3bfabf49	34495685673ec134d60d1c58a498d1a15af01ea738238dd9c098fdd1b1727999	D06	8	16	DPHI_BLOW = 10.0
macro_pathB_phi_ceiling.py	ROOT	12f12f17d13dd9000a0dc2472736c3eebafa2793	805aeb69909fcd99f080f01cbbbfa6f34c37a949264a21c0d29b652d0995720b	D06	16	82	"""dphi"": float(np.nanmax(phi) - phi[0]),"
macro_pathB_vacuum_characterize.py	ROOT	6fb9b3b34402a9579c65c4371085b310fec6c688	842e17450128b54420f0eaae217501d3f454327798e39b2fabb487f0d88364a5	D06	11	196	"""dphi"": float(phi[-1] - phi[0]),"
macro_phase1_metric_only.md	ROOT	da1d8ed1dd97fa7c711bf2688a8f254bfcd115b0	9275d494249bf8170773f0bd041d0cde6f83066bd6c2f30075b54f5420b010b3	D05	2	79	**Optics (null geodesics + photon number):** luminosity-distance factor `n=2` on this metric family was derived in the n=2 arc (`d_L = (1+z)² D_A`). That is **kinematic once photons are standard null + conserved**; it is not a field equatio
macro_phase2_fe_from_metric.py	ROOT	7ad58ee08ad6321ca78f056040dd9cccc6c1b326	6e808be3684ea5ef4e08fa7eec1faaa7fc9459768c3e549910384943e4773505	D05	1	67	"print(""PHASE 2 CAS — metric family free D_A, reciprocal longitudinal block"")"
macro_phase2_fe_from_metric_results.md	ROOT	e35d86f05124b4b10e9ddb7410fabdc712be0924	9737725e1e9d3c162b7577ad33a59e8d7751d60e92669efe5d0b31153447e0e4	D05	2	12	From the **metric family only**, re-establish what bulk structure is **forced** vs **open**, with free transverse radius `D_A(r)`.
macro_phase3_pathA_areal_results.md	ROOT	c2b93b210065a9d6a9f134cbb0fb005d9d7ef5d5	f01f12b30c153780030f4cab556383aa4a71023da75574cbe35ae3579adf35f7	D06	1	3	**Date:** 2026-07-08 · **Status: PROVISIONAL restart bulk (CAS; founding EH-empty already blind-verified historically).**
macro_spine_provenance_2026-07-06.md	ROOT	275263add347f5ab89ce0365aadd35fe53527652	60d3ccc0611c9eec163fbef03dc9c9823fc24c8116706d26d6b654a928080e03	D06	2	6	archived docs only where a live doc leans on them as load-bearing. NOT a broad historical macro excavation.
macro_xmax_limit_FRAME.md	ROOT	7d536013d540f849a7e12b6c7fb073669dac4d8e	989065e12670867735d2526b2653030e6f5bd09722f1d912d2120fe141315cb7	D06	1	5	**Parallel to:** `macro_edge_closure_MAP.md` (especially **E2**), `external.md` §7C, archived `archive/udt_max_distance_invariance_FRAME.md` (historical — see §3).
matter_amplitude_native_MAP_2026-06-29.md	ROOT	e9f7d7513fce60e1d5d5bcfee3992f66a40d0168	dcec8d8d10ab90f049b91e23bb74aa0d4f6a973be2184e6458b8dda1cdc7606c	D06	1	7	exact gauge null direction in the CURRENT action).
matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	matter_bootstrap_dimensional_inventory_2026-07-20	1f163e0aec673625400b7be963536aa23b651f84	521f6b1e80ea7d7cd1a3993fe4873f4b8dc5e4eee7f586924a5813bad78ac966	D05;D06	2	27	The active and historical production paths expose `xi` and `kappa`; their standard branch uses
matter_bootstrap_dimensional_inventory_2026-07-20/COMPLETENESS_SCOPE.tsv	matter_bootstrap_dimensional_inventory_2026-07-20	d3c0948b5c4aa472a0f6192139c48ec2fc9174f2	cec279911d2c201754171c5f024cbe5093d15d91d8455021184b84ceb407cce4	D05	1	12	complete metric-plus-matter solution space absent not covered
matter_bootstrap_dimensional_inventory_2026-07-20/PREREGISTRATION.md	matter_bootstrap_dimensional_inventory_2026-07-20	55ef26c5e4ebe89e66cea3e3847065dc754e54bc	b7f2094f4f72645046667520b87258843641df19c16aa492d3e4e6459b5863ed	D05	1	19	The whole missing problem would vary the complete metric, matter/source fields if they emerge,
matter_bootstrap_dimensional_inventory_2026-07-20/REPOSITORY_GATES.json	matter_bootstrap_dimensional_inventory_2026-07-20	424177d014b597c1fe7aa4c24583faa6be6091dd	1286e1e2722c8aa5823bbb9c6c84a0de86b23608daff2471f80e2b52f06f3a6f	D04;D06	2	117	"""package"": ""angular_toric_closure_selector_2026-07-19"","
