profile_id	shape_id	amplitude	q_at_s_4_exact	h_at_x_2_exact	mixing_vanishes_at_candidate_surface	extension_class	physical_status
G75_AM_S30_E05	S30	1/20	-7/40	-7/10	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S30_E20	S30	1/5	-7/10	-14/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S30_E50	S30	1/2	-7/4	-7	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S30_E100	S30	1	-7/2	-14	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S31_E05	S31	1/20	3/20	3/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S31_E20	S31	1/5	3/5	12/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S31_E50	S31	1/2	3/2	6	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S31_E100	S31	1	3	12	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S32_E05	S32	1/20	5/16	5/4	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S32_E20	S32	1/5	5/4	5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S32_E50	S32	1/2	25/8	25/2	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S32_E100	S32	1	25/4	25	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S33_E05	S33	1/20	41/100	41/25	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S33_E20	S33	1/5	41/25	164/25	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S33_E50	S33	1/2	41/10	82/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S33_E100	S33	1	41/5	164/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S34_E05	S34	1/20	-11/20	-11/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S34_E20	S34	1/5	-11/5	-44/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S34_E50	S34	1/2	-11/2	-22	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S34_E100	S34	1	-11	-44	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S35_E05	S35	1/20	1/4	1	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S35_E20	S35	1/5	1	4	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S35_E50	S35	1/2	5/2	10	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S35_E100	S35	1	5	20	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S36_E05	S36	1/20	-17/20	-17/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S36_E20	S36	1/5	-17/5	-68/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S36_E50	S36	1/2	-17/2	-34	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S36_E100	S36	1	-17	-68	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E05	S37	1/20	-9/20	-9/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E20	S37	1/5	-9/5	-36/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E50	S37	1/2	-9/2	-18	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S37_E100	S37	1	-9	-36	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E05	S38	1/20	-1/20	-1/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E20	S38	1/5	-1/5	-4/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E50	S38	1/2	-1/2	-2	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S38_E100	S38	1	-1	-4	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E05	S39	1/20	7/20	7/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E20	S39	1/5	7/5	28/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E50	S39	1/2	7/2	14	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S39_E100	S39	1	7	28	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E05	S40	1/20	1/2	2	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E20	S40	1/5	2	8	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E50	S40	1/2	5	20	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S40_E100	S40	1	10	40	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S41_E05	S41	1/20	-7/20	-7/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S41_E20	S41	1/5	-7/5	-28/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S41_E50	S41	1/2	-7/2	-14	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S41_E100	S41	1	-7	-28	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S42_E05	S42	1/20	3/10	6/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S42_E20	S42	1/5	6/5	24/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S42_E50	S42	1/2	3	12	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S42_E100	S42	1	6	24	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S43_E05	S43	1/20	-52/85	-208/85	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S43_E20	S43	1/5	-208/85	-832/85	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S43_E50	S43	1/2	-104/17	-416/17	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S43_E100	S43	1	-208/17	-832/17	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S44_E05	S44	1/20	-2/9	-8/9	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S44_E20	S44	1/5	-8/9	-32/9	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S44_E50	S44	1/2	-20/9	-80/9	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S44_E100	S44	1	-40/9	-160/9	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S45_E05	S45	1/20	1/10	2/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S45_E20	S45	1/5	2/5	8/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S45_E50	S45	1/2	1	4	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S45_E100	S45	1	2	8	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S46_E05	S46	1/20	11/40	11/10	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S46_E20	S46	1/5	11/10	22/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S46_E50	S46	1/2	11/4	11	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S46_E100	S46	1	11/2	22	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S47_E05	S47	1/20	19/50	38/25	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S47_E20	S47	1/5	38/25	152/25	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S47_E50	S47	1/2	19/5	76/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S47_E100	S47	1	38/5	152/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S48_E05	S48	1/20	-1/10	-2/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S48_E20	S48	1/5	-2/5	-8/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S48_E50	S48	1/2	-1	-4	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S48_E100	S48	1	-2	-8	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S49_E05	S49	1/20	13/50	26/25	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S49_E20	S49	1/5	26/25	104/25	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S49_E50	S49	1/2	13/5	52/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
G75_AM_S49_E100	S49	1	26/5	104/5	false	NONZERO_BIFURCATION_MIXING__STANDARD_SMOOTH_SYMMETRY_EXTENSION_OBSTRUCTED	CONTROL_CLASSIFICATION_NOT_SELECTED_PHYSICS
