identity_order	identity_id	bank	carrier_id	mask_id	start_point	end_point	global_domain_status
956	B1_R11_1_MC	B1	R11_1	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
957	B1_R11_1_MD	B1	R11_1	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
958	B1_R11_1_ME	B1	R11_1	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
959	B1_R11_1_MF	B1	R11_1	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
960	B1_R12_1_M0	B1	R12_1	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
961	B1_R12_1_M1	B1	R12_1	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
962	B1_R12_1_M2	B1	R12_1	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
963	B1_R12_1_M3	B1	R12_1	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
964	B1_R12_1_M4	B1	R12_1	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
965	B1_R12_1_M5	B1	R12_1	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
966	B1_R12_1_M6	B1	R12_1	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
967	B1_R12_1_M7	B1	R12_1	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
968	B1_R12_1_M8	B1	R12_1	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
969	B1_R12_1_M9	B1	R12_1	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
970	B1_R12_1_MA	B1	R12_1	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
971	B1_R12_1_MB	B1	R12_1	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
972	B1_R12_1_MC	B1	R12_1	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
973	B1_R12_1_MD	B1	R12_1	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
974	B1_R12_1_ME	B1	R12_1	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
975	B1_R12_1_MF	B1	R12_1	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
976	B1_R13_1_M0	B1	R13_1	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
977	B1_R13_1_M1	B1	R13_1	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
978	B1_R13_1_M2	B1	R13_1	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
979	B1_R13_1_M3	B1	R13_1	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
980	B1_R13_1_M4	B1	R13_1	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
981	B1_R13_1_M5	B1	R13_1	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
982	B1_R13_1_M6	B1	R13_1	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
983	B1_R13_1_M7	B1	R13_1	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
984	B1_R13_1_M8	B1	R13_1	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
985	B1_R13_1_M9	B1	R13_1	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
986	B1_R13_1_MA	B1	R13_1	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
987	B1_R13_1_MB	B1	R13_1	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
988	B1_R13_1_MC	B1	R13_1	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
989	B1_R13_1_MD	B1	R13_1	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
990	B1_R13_1_ME	B1	R13_1	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
991	B1_R13_1_MF	B1	R13_1	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
992	B1_R14_1_M0	B1	R14_1	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
993	B1_R14_1_M1	B1	R14_1	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
994	B1_R14_1_M2	B1	R14_1	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
995	B1_R14_1_M3	B1	R14_1	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
996	B1_R14_1_M4	B1	R14_1	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
997	B1_R14_1_M5	B1	R14_1	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
998	B1_R14_1_M6	B1	R14_1	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
999	B1_R14_1_M7	B1	R14_1	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1000	B1_R14_1_M8	B1	R14_1	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1001	B1_R14_1_M9	B1	R14_1	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1002	B1_R14_1_MA	B1	R14_1	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1003	B1_R14_1_MB	B1	R14_1	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1004	B1_R14_1_MC	B1	R14_1	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1005	B1_R14_1_MD	B1	R14_1	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1006	B1_R14_1_ME	B1	R14_1	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1007	B1_R14_1_MF	B1	R14_1	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1008	B1_R15_1_M0	B1	R15_1	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1009	B1_R15_1_M1	B1	R15_1	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1010	B1_R15_1_M2	B1	R15_1	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1011	B1_R15_1_M3	B1	R15_1	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1012	B1_R15_1_M4	B1	R15_1	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1013	B1_R15_1_M5	B1	R15_1	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1014	B1_R15_1_M6	B1	R15_1	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1015	B1_R15_1_M7	B1	R15_1	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1016	B1_R15_1_M8	B1	R15_1	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1017	B1_R15_1_M9	B1	R15_1	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1018	B1_R15_1_MA	B1	R15_1	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1019	B1_R15_1_MB	B1	R15_1	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1020	B1_R15_1_MC	B1	R15_1	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1021	B1_R15_1_MD	B1	R15_1	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1022	B1_R15_1_ME	B1	R15_1	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1023	B1_R15_1_MF	B1	R15_1	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1024	B1_R00_3_M0	B1	R00_3	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1025	B1_R00_3_M1	B1	R00_3	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1026	B1_R00_3_M2	B1	R00_3	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1027	B1_R00_3_M3	B1	R00_3	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1028	B1_R00_3_M4	B1	R00_3	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1029	B1_R00_3_M5	B1	R00_3	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1030	B1_R00_3_M6	B1	R00_3	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1031	B1_R00_3_M7	B1	R00_3	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1032	B1_R00_3_M8	B1	R00_3	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1033	B1_R00_3_M9	B1	R00_3	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1034	B1_R00_3_MA	B1	R00_3	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1035	B1_R00_3_MB	B1	R00_3	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1036	B1_R00_3_MC	B1	R00_3	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1037	B1_R00_3_MD	B1	R00_3	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1038	B1_R00_3_ME	B1	R00_3	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1039	B1_R00_3_MF	B1	R00_3	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1040	B1_R01_3_M0	B1	R01_3	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1041	B1_R01_3_M1	B1	R01_3	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1042	B1_R01_3_M2	B1	R01_3	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1043	B1_R01_3_M3	B1	R01_3	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1044	B1_R01_3_M4	B1	R01_3	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1045	B1_R01_3_M5	B1	R01_3	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1046	B1_R01_3_M6	B1	R01_3	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1047	B1_R01_3_M7	B1	R01_3	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1048	B1_R01_3_M8	B1	R01_3	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1049	B1_R01_3_M9	B1	R01_3	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1050	B1_R01_3_MA	B1	R01_3	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1051	B1_R01_3_MB	B1	R01_3	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1052	B1_R01_3_MC	B1	R01_3	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1053	B1_R01_3_MD	B1	R01_3	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1054	B1_R01_3_ME	B1	R01_3	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1055	B1_R01_3_MF	B1	R01_3	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1056	B1_R02_3_M0	B1	R02_3	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1057	B1_R02_3_M1	B1	R02_3	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1058	B1_R02_3_M2	B1	R02_3	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1059	B1_R02_3_M3	B1	R02_3	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1060	B1_R02_3_M4	B1	R02_3	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1061	B1_R02_3_M5	B1	R02_3	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1062	B1_R02_3_M6	B1	R02_3	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1063	B1_R02_3_M7	B1	R02_3	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1064	B1_R02_3_M8	B1	R02_3	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1065	B1_R02_3_M9	B1	R02_3	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1066	B1_R02_3_MA	B1	R02_3	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1067	B1_R02_3_MB	B1	R02_3	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1068	B1_R02_3_MC	B1	R02_3	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1069	B1_R02_3_MD	B1	R02_3	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1070	B1_R02_3_ME	B1	R02_3	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1071	B1_R02_3_MF	B1	R02_3	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1072	B1_R03_3_M0	B1	R03_3	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1073	B1_R03_3_M1	B1	R03_3	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1074	B1_R03_3_M2	B1	R03_3	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1075	B1_R03_3_M3	B1	R03_3	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1076	B1_R03_3_M4	B1	R03_3	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1077	B1_R03_3_M5	B1	R03_3	M5	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1078	B1_R03_3_M6	B1	R03_3	M6	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1079	B1_R03_3_M7	B1	R03_3	M7	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1080	B1_R03_3_M8	B1	R03_3	M8	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1081	B1_R03_3_M9	B1	R03_3	M9	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1082	B1_R03_3_MA	B1	R03_3	MA	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1083	B1_R03_3_MB	B1	R03_3	MB	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1084	B1_R03_3_MC	B1	R03_3	MC	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1085	B1_R03_3_MD	B1	R03_3	MD	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1086	B1_R03_3_ME	B1	R03_3	ME	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1087	B1_R03_3_MF	B1	R03_3	MF	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1088	B1_R04_3_M0	B1	R04_3	M0	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1089	B1_R04_3_M1	B1	R04_3	M1	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1090	B1_R04_3_M2	B1	R04_3	M2	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1091	B1_R04_3_M3	B1	R04_3	M3	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
1092	B1_R04_3_M4	B1	R04_3	M4	[0.3333333333333333,-0.25,0.2,-0.16666666666666666]	[0.5,0.0,-0.3333333333333333,0.25]	LOCAL_ANALYTIC_CHART_ONLY
