configuration_id	carrier_id	mask_id	bank	point_id	metric_amplitudes_zero	base_algebra_dimension	base_reducibility	base_central_blocks	base_numeric_status	base_closure_residual	flat_exact	flat_certification_residual	shell_h1_dimension	shell_h2_dimension	shell_h1_reducibility	shell_h2_reducibility	shell_max_isometry	shell_max_refinement	final_class	physical_merit
R04_3_M1_B1_P5	R04_3	M1	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4071165928124034e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M1_B2_P2	R04_3	M1	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.53311873394685e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M1_B2_P6	R04_3	M1	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1697491355741062e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M1_B3_P3	R04_3	M1	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	2.1165105580238873e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M1_B3_P7	R04_3	M1	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.460214305344533e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B0_P0	R04_3	M2	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.9918372637938338e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B0_P4	R04_3	M2	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.5467686460044709e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B1_P1	R04_3	M2	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4792136708206301e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B1_P5	R04_3	M2	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1235172539466485e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B2_P2	R04_3	M2	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.5259779794733894e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B2_P6	R04_3	M2	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.480458688918422e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B3_P3	R04_3	M2	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0465545181083597e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M2_B3_P7	R04_3	M2	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4184254757490371e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B0_P0	R04_3	M3	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.3449928193936757e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B0_P4	R04_3	M3	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.705075902412442e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B1_P1	R04_3	M3	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0252424876334331e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B1_P5	R04_3	M3	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.9947043222699686e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B2_P2	R04_3	M3	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2025604187299159e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B2_P6	R04_3	M3	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0033602195521895e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B3_P3	R04_3	M3	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.6715553899026511e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M3_B3_P7	R04_3	M3	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4173996558576529e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B0_P0	R04_3	M4	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.0302313121852431e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B0_P4	R04_3	M4	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.3713930607312557e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B1_P1	R04_3	M4	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.234255448392268e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B1_P5	R04_3	M4	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1984036596818057e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B2_P2	R04_3	M4	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.122367429546206e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B2_P6	R04_3	M4	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.6813854625130833e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B3_P3	R04_3	M4	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.604464489238497e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M4_B3_P7	R04_3	M4	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.4684455441607031e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B0_P0	R04_3	M5	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1357183723895985e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B0_P4	R04_3	M5	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.6466003528237072e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B1_P1	R04_3	M5	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1319114713394929e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B1_P5	R04_3	M5	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.6174577679437346e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B2_P2	R04_3	M5	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2696508884980884e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B2_P6	R04_3	M5	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.6704675515643628e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B3_P3	R04_3	M5	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.4437970025972992e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M5_B3_P7	R04_3	M5	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.8757512734948042e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B0_P0	R04_3	M6	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4206469160688167e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B0_P4	R04_3	M6	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	2.0676157393976659e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B1_P1	R04_3	M6	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2466687636515754e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B1_P5	R04_3	M6	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4171660968309288e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B2_P2	R04_3	M6	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2627309444297091e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B2_P6	R04_3	M6	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.5450378693803493e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B3_P3	R04_3	M6	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.127789080190811e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M6_B3_P7	R04_3	M6	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0928262252135629e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B0_P0	R04_3	M7	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0191913793893864e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B0_P4	R04_3	M7	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.6495233003033886e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B1_P1	R04_3	M7	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.299713418949422e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B1_P5	R04_3	M7	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4011208059142884e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B2_P2	R04_3	M7	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2099332701436503e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B2_P6	R04_3	M7	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0377652446933372e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B3_P3	R04_3	M7	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0301818616428712e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M7_B3_P7	R04_3	M7	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.1804247722616032e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R04_3_M8_B0_P0	R04_3	M8	B0	P0	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
R04_3_M8_B0_P4	R04_3	M8	B0	P4	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
R04_3_M8_B1_P1	R04_3	M8	B1	P1	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
R04_3_M8_B1_P5	R04_3	M8	B1	P5	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
R04_3_M8_B2_P2	R04_3	M8	B2	P2	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
R04_3_M8_B2_P6	R04_3	M8	B2	P6	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
