configuration_id	carrier_id	mask_id	bank	point_id	gradient_norm	gradient_class	parent_tensor_residual	selfadjoint_operator_residual	skew_operator_residual	riemann_isolated_real_simple_eigenplanes	riemann_nondegenerate_simple_eigenplanes	riemann_complementary_split_count	riemann_repeated_eigenvalue_multiplicity	riemann_complex_isolated_count	riemann_numeric_status	weyl_isolated_real_simple_eigenplanes	weyl_nondegenerate_simple_eigenplanes	weyl_complementary_split_count	weyl_repeated_eigenvalue_multiplicity	weyl_complex_isolated_count	weyl_numeric_status	retained	physical_merit
V015_M4_B0_P0	V015	M4	B0	P0	0.0	ZERO	0.0	2.0816681711721685e-17	4.85722573273506e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_M5_B0_P0	V015	M5	B0	P0	0.0	ZERO	0.0	2.7755575615628914e-17	4.163336342344337e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_M6_B0_P0	V015	M6	B0	P0	0.0	ZERO	0.0	1.3877787807814457e-17	4.85722573273506e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_M7_B0_P0	V015	M7	B0	P0	0.0	ZERO	0.0	2.7755575615628914e-17	1.1102230246251565e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_M8_B0_P0	V015	M8	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	4.336808689942018e-19	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_M9_B0_P0	V015	M9	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	3.469446951953614e-17	4.163336342344337e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_MA_B0_P0	V015	MA	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	1.3877787807814457e-17	2.7755575615628914e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_MB_B0_P0	V015	MB	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	1.9081958235744878e-17	2.862293735361732e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_MC_B0_P0	V015	MC	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	2.0816681711721685e-17	4.85722573273506e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_MD_B0_P0	V015	MD	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	2.7755575615628914e-17	4.163336342344337e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_ME_B0_P0	V015	ME	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	1.3877787807814457e-17	4.85722573273506e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V015_MF_B0_P0	V015	MF	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	2.7755575615628914e-17	1.1102230246251565e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M0_B0_P0	V016	M0	B0	P0	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M1_B0_P0	V016	M1	B0	P0	0.0	ZERO	0.0	2.0816681711721685e-17	3.618008568345078e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M2_B0_P0	V016	M2	B0	P0	0.0	ZERO	0.0	8.673617379884035e-18	2.8189256484623115e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M3_B0_P0	V016	M3	B0	P0	0.0	ZERO	0.0	1.734723475976807e-17	2.7755575615628914e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M4_B0_P0	V016	M4	B0	P0	0.0	ZERO	0.0	1.3877787807814457e-17	4.163336342344337e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M5_B0_P0	V016	M5	B0	P0	0.0	ZERO	0.0	2.7755575615628914e-17	1.1449174941446927e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M6_B0_P0	V016	M6	B0	P0	0.0	ZERO	0.0	2.7755575615628914e-17	3.122502256758253e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M7_B0_P0	V016	M7	B0	P0	0.0	ZERO	0.0	3.469446951953614e-17	6.987712203743895e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M8_B0_P0	V016	M8	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	4.336808689942018e-19	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_M9_B0_P0	V016	M9	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	2.0816681711721685e-17	3.618008568345078e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_MA_B0_P0	V016	MA	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	8.673617379884035e-18	2.8189256484623115e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_MB_B0_P0	V016	MB	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	1.734723475976807e-17	2.7755575615628914e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_MC_B0_P0	V016	MC	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	1.3877787807814457e-17	4.163336342344337e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_MD_B0_P0	V016	MD	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	2.7755575615628914e-17	1.1449174941446927e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_ME_B0_P0	V016	ME	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	2.7755575615628914e-17	3.122502256758253e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
V016_MF_B0_P0	V016	MF	B0	P0	6.752134851001765e-06	SPACELIKE	0.0	3.469446951953614e-17	6.987712203743895e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M0_B0_P4	R00_1	M0	B0	P4	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M1_B0_P4	R00_1	M1	B0	P4	0.0	ZERO	0.0	5.204170427930421e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M2_B0_P4	R00_1	M2	B0	P4	0.0	ZERO	0.0	3.469446951953614e-18	8.202386641768087e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M3_B0_P4	R00_1	M3	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M4_B0_P4	R00_1	M4	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M5_B0_P4	R00_1	M5	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	1.734723475976807e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M6_B0_P4	R00_1	M6	B0	P4	0.0	ZERO	0.0	8.673617379884035e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M7_B0_P4	R00_1	M7	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M8_B0_P4	R00_1	M8	B0	P4	0.00031980724776446093	SPACELIKE	0.0	6.938893903907228e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_M9_B0_P4	R00_1	M9	B0	P4	0.0003212365307338407	SPACELIKE	0.0	5.204170427930421e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_MA_B0_P4	R00_1	MA	B0	P4	0.0002997493049065339	SPACELIKE	0.0	3.469446951953614e-18	8.202386641768087e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_MB_B0_P4	R00_1	MB	B0	P4	0.0003011785878759139	SPACELIKE	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_MC_B0_P4	R00_1	MC	B0	P4	0.0003333507924110576	SPACELIKE	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_MD_B0_P4	R00_1	MD	B0	P4	0.00033479302554159586	SPACELIKE	0.0	1.3877787807814457e-17	1.734723475976807e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_ME_B0_P4	R00_1	ME	B0	P4	0.0003132928495531308	SPACELIKE	0.0	8.673617379884035e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R00_1_MF_B0_P4	R00_1	MF	B0	P4	0.00031473508268366885	SPACELIKE	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M0_B0_P4	R01_1	M0	B0	P4	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M1_B0_P4	R01_1	M1	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	1.8106176280507924e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M2_B0_P4	R01_1	M2	B0	P4	0.0	ZERO	0.0	4.336808689942018e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M3_B0_P4	R01_1	M3	B0	P4	0.0	ZERO	0.0	1.0408340855860843e-17	2.0816681711721685e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M4_B0_P4	R01_1	M4	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.1275702593849246e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M5_B0_P4	R01_1	M5	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M6_B0_P4	R01_1	M6	B0	P4	0.0	ZERO	0.0	1.3010426069826053e-17	1.734723475976807e-17	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M7_B0_P4	R01_1	M7	B0	P4	0.0	ZERO	0.0	2.0816681711721685e-17	3.122502256758253e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M8_B0_P4	R01_1	M8	B0	P4	0.00031980724776446093	SPACELIKE	0.0	6.938893903907228e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_M9_B0_P4	R01_1	M9	B0	P4	0.0003194504589386476	SPACELIKE	0.0	1.3877787807814457e-17	1.8106176280507924e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_MA_B0_P4	R01_1	MA	B0	P4	0.0003140212755375991	SPACELIKE	0.0	6.938893903907228e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_MB_B0_P4	R01_1	MB	B0	P4	0.00031366448671178574	SPACELIKE	0.0	1.0408340855860843e-17	2.0816681711721685e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_MC_B0_P4	R01_1	MC	B0	P4	0.00030886506716508043	SPACELIKE	0.0	6.938893903907228e-18	1.1275702593849246e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_MD_B0_P4	R01_1	MD	B0	P4	0.00030847496048077726	SPACELIKE	0.0	6.938893903907228e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_ME_B0_P4	R01_1	ME	B0	P4	0.00030307909493821857	SPACELIKE	0.0	1.3010426069826053e-17	1.734723475976807e-17	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R01_1_MF_B0_P4	R01_1	MF	B0	P4	0.0003026889882539154	SPACELIKE	0.0	2.0816681711721685e-17	3.122502256758253e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M0_B0_P4	R02_1	M0	B0	P4	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M1_B0_P4	R02_1	M1	B0	P4	0.0	ZERO	0.0	3.469446951953614e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M2_B0_P4	R02_1	M2	B0	P4	0.0	ZERO	0.0	4.336808689942018e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M3_B0_P4	R02_1	M3	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M4_B0_P4	R02_1	M4	B0	P4	0.0	ZERO	0.0	3.469446951953614e-18	8.768485069976517e-18	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M5_B0_P4	R02_1	M5	B0	P4	0.0	ZERO	0.0	8.673617379884035e-18	1.506343098125788e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M6_B0_P4	R02_1	M6	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M7_B0_P4	R02_1	M7	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	2.1033522146218786e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M8_B0_P4	R02_1	M8	B0	P4	0.00031980724776446093	SPACELIKE	0.0	6.938893903907228e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_M9_B0_P4	R02_1	M9	B0	P4	0.000320239275816026	SPACELIKE	0.0	3.469446951953614e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_MA_B0_P4	R02_1	MA	B0	P4	0.0003140212755375991	SPACELIKE	0.0	6.938893903907228e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_MB_B0_P4	R02_1	MB	B0	P4	0.00031445330358916414	SPACELIKE	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_MC_B0_P4	R02_1	MC	B0	P4	0.00033023570401424643	SPACELIKE	0.0	3.469446951953614e-18	8.768485069976517e-18	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_MD_B0_P4	R02_1	MD	B0	P4	0.0003307123401279775	SPACELIKE	0.0	8.673617379884035e-18	1.506343098125788e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_ME_B0_P4	R02_1	ME	B0	P4	0.00032444973178738447	SPACELIKE	0.0	6.938893903907228e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R02_1_MF_B0_P4	R02_1	MF	B0	P4	0.0003249263679011154	SPACELIKE	0.0	1.3877787807814457e-17	2.1033522146218786e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M0_B0_P4	R03_1	M0	B0	P4	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M1_B0_P4	R03_1	M1	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M2_B0_P4	R03_1	M2	B0	P4	0.0	ZERO	0.0	3.469446951953614e-18	8.202386641768087e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M3_B0_P4	R03_1	M3	B0	P4	0.0	ZERO	0.0	1.0408340855860843e-17	2.7755575615628914e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M4_B0_P4	R03_1	M4	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M5_B0_P4	R03_1	M5	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	1.5567877624666468e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M6_B0_P4	R03_1	M6	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	1.5520576877071295e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M7_B0_P4	R03_1	M7	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	2.7755575615628914e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M8_B0_P4	R03_1	M8	B0	P4	0.00031980724776446093	SPACELIKE	0.0	6.938893903907228e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_M9_B0_P4	R03_1	M9	B0	P4	0.0003184557573866404	SPACELIKE	0.0	1.3877787807814457e-17	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_MA_B0_P4	R03_1	MA	B0	P4	0.0002997493049065339	SPACELIKE	0.0	3.469446951953614e-18	8.202386641768087e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_MB_B0_P4	R03_1	MB	B0	P4	0.0002983978145287134	SPACELIKE	0.0	1.0408340855860843e-17	2.7755575615628914e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_MC_B0_P4	R03_1	MC	B0	P4	0.0003066651310346543	SPACELIKE	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_MD_B0_P4	R03_1	MD	B0	P4	0.00030524696598500933	SPACELIKE	0.0	1.3877787807814457e-17	1.5567877624666468e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_ME_B0_P4	R03_1	ME	B0	P4	0.00028660718817672727	SPACELIKE	0.0	1.3877787807814457e-17	1.5520576877071295e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R03_1_MF_B0_P4	R03_1	MF	B0	P4	0.0002851890231270824	SPACELIKE	0.0	1.3877787807814457e-17	2.7755575615628914e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M0_B0_P4	R04_1	M0	B0	P4	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M1_B0_P4	R04_1	M1	B0	P4	0.0	ZERO	0.0	6.938893903907228e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M2_B0_P4	R04_1	M2	B0	P4	0.0	ZERO	0.0	3.469446951953614e-18	8.202386641768087e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M3_B0_P4	R04_1	M3	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	1.3312807887456817e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M4_B0_P4	R04_1	M4	B0	P4	0.0	ZERO	0.0	5.204170427930421e-18	1.214306433183765e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M5_B0_P4	R04_1	M5	B0	P4	0.0	ZERO	0.0	3.469446951953614e-18	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M6_B0_P4	R04_1	M6	B0	P4	0.0	ZERO	0.0	1.0408340855860843e-17	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M7_B0_P4	R04_1	M7	B0	P4	0.0	ZERO	0.0	1.3877787807814457e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M8_B0_P4	R04_1	M8	B0	P4	0.00031980724776446093	SPACELIKE	0.0	6.938893903907228e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_M9_B0_P4	R04_1	M9	B0	P4	0.00032124506469245057	SPACELIKE	0.0	6.938893903907228e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R04_1_MA_B0_P4	R04_1	MA	B0	P4	0.0002997493049065339	SPACELIKE	0.0	3.469446951953614e-18	8.202386641768087e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
